pair_id	kluge_a_member	left_template	right_template	left_array	right_array	left_folio	right_folio	left_locus	right_locus	left_surface	right_surface	surface_edit_distance	compact_edit_distance	same_boundary_family	same_zl_member_sequence	cross_physical_folio	terminal_lm_same_stem	a09_holdout	semantic_ceiling
GDT800-H111	12	T15	T30	SCARR020|f70v1|S2	SCARR018|f70v2|S2	f70	f70	f70v1.8	f70v2.3	otchodals	ykary	8	8	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H112	12	T15	T15	SCARR020|f70v1|S2	SCARR024|f71v|S1	f70	f71	f70v1.8	f71v.8	otchodals	okaraiin	8	8	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H113	12	T15	T15	SCARR020|f70v1|S2	SCARR026|f72r1|S1	f70	f72	f70v1.8	f72r1.8	otchodals	otaraldy	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H114	12	T15	T30	SCARR020|f70v1|S2	SCARR029|f72r2|S1	f70	f72	f70v1.8	f72r2.9	otchodals	okal	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H115	12	T30	T15	SCARR018|f70v2|S2	SCARR024|f71v|S1	f70	f71	f70v2.3	f71v.8	ykary	okaraiin	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H116	12	T30	T15	SCARR018|f70v2|S2	SCARR026|f72r1|S1	f70	f72	f70v2.3	f72r1.8	ykary	otaraldy	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H117	12	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.3	f72r2.9	ykary	okal	3	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H118	12	T15	T15	SCARR024|f71v|S1	SCARR026|f72r1|S1	f71	f72	f71v.8	f72r1.8	okaraiin	otaraldy	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H119	12	T15	T30	SCARR024|f71v|S1	SCARR029|f72r2|S1	f71	f72	f71v.8	f72r2.9	okaraiin	okal	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H120	12	T15	T30	SCARR026|f72r1|S1	SCARR029|f72r2|S1	f72	f72	f72r1.8	f72r2.9	otaraldy	okal	5	5	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H121	13	T15	T30	SCARR020|f70v1|S2	SCARR018|f70v2|S2	f70	f70	f70v1.9	f70v2.4	okolshy	otar	6	6	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H122	13	T15	T15	SCARR020|f70v1|S2	SCARR024|f71v|S1	f70	f71	f70v1.9	f71v.9	okolshy	otar ar aly	9	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H123	13	T15	T15	SCARR020|f70v1|S2	SCARR026|f72r1|S1	f70	f72	f70v1.9	f72r1.9	okolshy	otaiin otain	10	9	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H124	13	T15	T30	SCARR020|f70v1|S2	SCARR029|f72r2|S1	f70	f72	f70v1.9	f72r2.10	okolshy	okaly	3	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H125	13	T30	T15	SCARR018|f70v2|S2	SCARR024|f71v|S1	f70	f71	f70v2.4	f71v.9	otar	otar ar aly	7	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H126	13	T30	T15	SCARR018|f70v2|S2	SCARR026|f72r1|S1	f70	f72	f70v2.4	f72r1.9	otar	otaiin otain	9	8	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H127	13	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.4	f72r2.10	otar	okaly	3	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H128	13	T15	T15	SCARR024|f71v|S1	SCARR026|f72r1|S1	f71	f72	f71v.9	f72r1.9	otar ar aly	otaiin otain	8	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H129	13	T15	T30	SCARR024|f71v|S1	SCARR029|f72r2|S1	f71	f72	f71v.9	f72r2.10	otar ar aly	okaly	7	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H130	13	T15	T30	SCARR026|f72r1|S1	SCARR029|f72r2|S1	f72	f72	f72r1.9	f72r2.10	otaiin otain	okaly	10	9	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H131	14	T30	T15	SCARR018|f70v2|S2	SCARR024|f71v|S1	f70	f71	f70v2.5	f71v.10	oty	opalar am dan	12	10	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H132	14	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.5	f72r2.11	oty	okal	3	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H133	14	T15	T30	SCARR024|f71v|S1	SCARR029|f72r2|S1	f71	f72	f71v.10	f72r2.11	opalar am dan	okal	10	8	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H134	15	T15	T30	SCARR020|f70v1|S2	SCARR018|f70v2|S2	f70	f70	f70v1.11	f70v2.6	otal ypsharal	oky ody	11	10	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H135	15	T15	T15	SCARR020|f70v1|S2	SCARR024|f71v|S1	f70	f71	f70v1.11	f71v.11	otal ypsharal	opalor ar	8	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H136	15	T15	T15	SCARR020|f70v1|S2	SCARR026|f72r1|S1	f70	f72	f70v1.11	f72r1.11	otal ypsharal	ochol sharam	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H137	15	T15	T30	SCARR020|f70v1|S2	SCARR029|f72r2|S1	f70	f72	f70v1.11	f72r2.12	otal ypsharal	okeey ary	9	8	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H138	15	T30	T15	SCARR018|f70v2|S2	SCARR024|f71v|S1	f70	f71	f70v2.6	f71v.11	oky ody	opalor ar	7	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H139	15	T30	T15	SCARR018|f70v2|S2	SCARR026|f72r1|S1	f70	f72	f70v2.6	f72r1.11	oky ody	ochol sharam	10	9	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H140	15	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.6	f72r2.12	oky ody	okeey ary	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H141	15	T15	T15	SCARR024|f71v|S1	SCARR026|f72r1|S1	f71	f72	f71v.11	f72r1.11	opalor ar	ochol sharam	8	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H142	15	T15	T30	SCARR024|f71v|S1	SCARR029|f72r2|S1	f71	f72	f71v.11	f72r2.12	opalor ar	okeey ary	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H143	15	T15	T30	SCARR026|f72r1|S1	SCARR029|f72r2|S1	f72	f72	f72r1.11	f72r2.12	ochol sharam	okeey ary	8	8	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H144	16	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.7	f72r2.13	oty ar	oteeary	3	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H145	17	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.8	f72r2.14	okala	otair dy	6	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H146	18	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.9	f72r2.15	otody	okaircham	8	8	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H147	19	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.10	f72r2.16	otald	okeal	3	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H148	20	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.11	f72r2.17	otaldar	otar	3	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H149	21	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.12	f72r2.18	okody	okaly	2	2	1	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H150	22	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.13	f72r2.19	opysam	orary	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H151	24	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.15	f72r2.20	otaly	okyd	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H152	25	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.16	f72r2.21	otal arar	otolam	5	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H153	26	T30	T30	SCARR018|f70v2|S2	SCARR028|f72r2|S0	f70	f72	f70v2.17	f72r2.1	otaldy	ofchdamy	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H154	27	T30	T30	SCARR018|f70v2|S2	SCARR028|f72r2|S0	f70	f72	f70v2.18	f72r2.2	okeoly	oklairdy	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H155	28	T30	T30	SCARR018|f70v2|S2	SCARR028|f72r2|S0	f70	f72	f70v2.19	f72r2.3	okydy	okaram	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H156	29	T30	T30	SCARR018|f70v2|S2	SCARR028|f72r2|S0	f70	f72	f70v2.20	f72r2.4	okees	okairy	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
