event_id	physical_page	source_page	locus	token_index	register	surface	component_recipe	source_slot_sequence	component_spoken_sequence_de	licensed_close	source_reading_de
P912-E0562	f75r	f75r	f75r.14	6	BIOLOGICAL	olshedy	OL+SH+E+DY	ORDER_CALL>ACTION>GRADE_STATE>CLOSE	weiter; halten; kurz; Schritt schließen	YES	fortsetzen; den Posten halten; kurz; den Schritt schließen
P912-E0563	f75r	f75r	f75r.14	7	BIOLOGICAL	qokain	OK+AIN	ACTION>QUANTITY_INDEX	ansetzen; eine Portion	NO	die Station ansetzen; eine Portion
P912-E0564	f75r	f75r	f75r.14	8	BIOLOGICAL	chckhy	CKH+Y	TARGET_PATH>OWNER_CONTENT	durch den Durchlass; diesen Posten	NO	durch den Durchlass; diesen Posten
P912-E0565	f75r	f75r	f75r.14	9	BIOLOGICAL	qokain	OK+AIN	ACTION>QUANTITY_INDEX	ansetzen; eine Portion	NO	die Station ansetzen; eine Portion
P912-E0566	f75r	f75r	f75r.14	10	BIOLOGICAL	otar	OT+AR	ORDER_CALL>SOURCE_REFERENCE	danach; von der Quellstelle	NO	danach; von der Quellstelle
P912-E0567	f75r	f75r	f75r.14	11	BIOLOGICAL	aly	AL+Y	TARGET_PATH>OWNER_CONTENT	zur Zielstelle; diesen Posten	NO	zur Zielstelle; diesen Posten
P912-E0568	f75r	f75r	f75r.15	1	BIOLOGICAL	sain	S+AIN	ACTION>QUANTITY_INDEX	dann/prüfen; eine Portion	NO	die Station prüfen; eine Portion
P912-E0569	f75r	f75r	f75r.15	2	BIOLOGICAL	qokain	OK+AIN	ACTION>QUANTITY_INDEX	ansetzen; eine Portion	NO	die Station ansetzen; eine Portion
P912-E0570	f75r	f75r	f75r.15	3	BIOLOGICAL	qolkeeoly	SOLK+EE+OL+Y	ACTION>GRADE_STATE>ORDER_CALL>OWNER_CONTENT	sammeln; länger; weiter; diesen Posten	NO	an der Auffangstelle sammeln; länger; fortsetzen; diesen Posten
P912-E0571	f75r	f75r	f75r.15	4	BIOLOGICAL	saiin	S+AIIN	ACTION>QUANTITY_INDEX	dann/prüfen; nach Sollmaß	NO	die Station prüfen; nach Sollmaß
P912-E0572	f75r	f75r	f75r.15	5	BIOLOGICAL	chedy	CHD+Y	ACTION>OWNER_CONTENT	umsetzen; diesen Posten	NO	den Posten umsetzen; diesen Posten
P912-E0573	f75r	f75r	f75r.15	6	BIOLOGICAL	sol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0574	f75r	f75r	f75r.15	7	BIOLOGICAL	or	OR	OWNER_CONTENT	den Ansatz/Inhalt	NO	mit dem Arbeitsansatz
P912-E0575	f75r	f75r	f75r.15	8	BIOLOGICAL	shedy	SHED+DY	ACTION>CLOSE	ruhen/halten; Schritt schließen	YES	an der Station halten; den Schritt schließen
P912-E0576	f75r	f75r	f75r.15	9	BIOLOGICAL	okchdy	OK+CHD+DY	ACTION>ACTION>CLOSE	ansetzen; umsetzen; Schritt schließen	YES	die Station ansetzen; den Posten umsetzen; den Schritt schließen
P912-E0577	f75r	f75r	f75r.15	10	BIOLOGICAL	qoky	OK+Y	ACTION>OWNER_CONTENT	ansetzen; diesen Posten	NO	die Station ansetzen; diesen Posten
P912-E0578	f75r	f75r	f75r.16	1	BIOLOGICAL	dshedy	SH+E+DY	ACTION>GRADE_STATE>CLOSE	halten; kurz; Schritt schließen	YES	den Posten halten; kurz; den Schritt schließen
P912-E0579	f75r	f75r	f75r.16	2	BIOLOGICAL	qokar	OK+AR	ACTION>SOURCE_REFERENCE	ansetzen; von der Quellstelle	NO	die Station ansetzen; von der Quellstelle
P912-E0580	f75r	f75r	f75r.16	3	BIOLOGICAL	sheedy	SH+EE+DY	ACTION>GRADE_STATE>CLOSE	halten; länger; Schritt schließen	YES	den Posten halten; länger; den Schritt schließen
P912-E0581	f75r	f75r	f75r.16	4	BIOLOGICAL	lch	L+CH	TARGET_PATH>ACTION	weiterleiten; entnehmen/ablesen	NO	weiterleiten; den Posten abnehmen
P912-E0582	f75r	f75r	f75r.16	5	BIOLOGICAL	shokain	SH+OK+AIN	ACTION>ACTION>QUANTITY_INDEX	halten; ansetzen; eine Portion	NO	den Posten halten; die Station ansetzen; eine Portion
P912-E0583	f75r	f75r	f75r.16	6	BIOLOGICAL	chy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0584	f75r	f75r	f75r.16	7	BIOLOGICAL	okshedy	OK+SH+E+DY	ACTION>ACTION>GRADE_STATE>CLOSE	ansetzen; halten; kurz; Schritt schließen	YES	die Station ansetzen; den Posten halten; kurz; den Schritt schließen
P912-E0585	f75r	f75r	f75r.16	8	BIOLOGICAL	qokain	OK+AIN	ACTION>QUANTITY_INDEX	ansetzen; eine Portion	NO	die Station ansetzen; eine Portion
P912-E0586	f75r	f75r	f75r.16	9	BIOLOGICAL	chedy	CHD+Y	ACTION>OWNER_CONTENT	umsetzen; diesen Posten	NO	den Posten umsetzen; diesen Posten
P912-E0587	f75r	f75r	f75r.17	1	BIOLOGICAL	pchedar	P+CHD+AR	ACTION>ACTION>SOURCE_REFERENCE	einsetzen/beginnen; umsetzen; von der Quellstelle	NO	die Station beginnen; den Posten umsetzen; von der Quellstelle
P912-E0588	f75r	f75r	f75r.17	2	BIOLOGICAL	shepchy	SH+E+P+Y	ACTION>GRADE_STATE>ACTION>OWNER_CONTENT	halten; kurz; einsetzen/beginnen; diesen Posten	NO	den Posten halten; kurz; die Station beginnen; diesen Posten
P912-E0589	f75r	f75r	f75r.17	3	BIOLOGICAL	lshedary	L+SH+E+D_ADDR+AR+Y	TARGET_PATH>ACTION>GRADE_STATE>SOURCE_REFERENCE>SOURCE_REFERENCE>OWNER_CONTENT	weiterleiten; halten; kurz; aus dem Teilfeld; von der Quellstelle; diesen Posten	NO	weiterleiten; den Posten halten; kurz; an der Teiladresse; von der Quellstelle; diesen Posten
P912-E0590	f75r	f75r	f75r.17	4	BIOLOGICAL	dal	AL	TARGET_PATH	zur Zielstelle	NO	zur Zielstelle
P912-E0591	f75r	f75r	f75r.17	5	BIOLOGICAL	shal	SH+AL	ACTION>TARGET_PATH	halten; zur Zielstelle	NO	den Posten halten; zur Zielstelle
P912-E0592	f75r	f75r	f75r.17	6	BIOLOGICAL	shy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0593	f75r	f75r	f75r.17	7	BIOLOGICAL	kol	K+OL	ACTION>ORDER_CALL	zugeben/zuordnen; weiter	NO	den Posten einsetzen; fortsetzen
P912-E0594	f75r	f75r	f75r.17	8	BIOLOGICAL	shedy	SHED+DY	ACTION>CLOSE	ruhen/halten; Schritt schließen	YES	an der Station halten; den Schritt schließen
P912-E0595	f75r	f75r	f75r.17	9	BIOLOGICAL	qokam	OK+AM_ADDR	ACTION>TARGET_PATH	ansetzen; zum Gegen-/Innenfeld	NO	die Station ansetzen; am Gegen-/Innenfeld
P912-E0596	f75r	f75r	f75r.18	1	BIOLOGICAL	sol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0597	f75r	f75r	f75r.18	2	BIOLOGICAL	sheedy	SH+EE+DY	ACTION>GRADE_STATE>CLOSE	halten; länger; Schritt schließen	YES	den Posten halten; länger; den Schritt schließen
P912-E0598	f75r	f75r	f75r.18	3	BIOLOGICAL	qol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0599	f75r	f75r	f75r.18	4	BIOLOGICAL	shedy	SHED+DY	ACTION>CLOSE	ruhen/halten; Schritt schließen	YES	an der Station halten; den Schritt schließen
P912-E0600	f75r	f75r	f75r.18	5	BIOLOGICAL	qol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0601	f75r	f75r	f75r.18	6	BIOLOGICAL	otain	OT+AIN	ORDER_CALL>QUANTITY_INDEX	danach; eine Portion	NO	danach; eine Portion
P912-E0602	f75r	f75r	f75r.18	7	BIOLOGICAL	char	AR	SOURCE_REFERENCE	von der Quellstelle	NO	von der Quellstelle
P912-E0603	f75r	f75r	f75r.18	8	BIOLOGICAL	sar	S+AR	ACTION>SOURCE_REFERENCE	dann/prüfen; von der Quellstelle	NO	die Station prüfen; von der Quellstelle
P912-E0604	f75r	f75r	f75r.18	9	BIOLOGICAL	oly	OL+Y	ORDER_CALL>OWNER_CONTENT	weiter; diesen Posten	NO	fortsetzen; diesen Posten
P912-E0605	f75r	f75r	f75r.19	1	BIOLOGICAL	qokshedy	OK+SH+E+DY	ACTION>ACTION>GRADE_STATE>CLOSE	ansetzen; halten; kurz; Schritt schließen	YES	die Station ansetzen; den Posten halten; kurz; den Schritt schließen
P912-E0606	f75r	f75r	f75r.19	2	BIOLOGICAL	qol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0607	f75r	f75r	f75r.19	3	BIOLOGICAL	shey	SH+E+Y	ACTION>GRADE_STATE>OWNER_CONTENT	halten; kurz; diesen Posten	NO	den Posten halten; kurz; diesen Posten
P912-E0608	f75r	f75r	f75r.19	4	BIOLOGICAL	qoky	OK+Y	ACTION>OWNER_CONTENT	ansetzen; diesen Posten	NO	die Station ansetzen; diesen Posten
P912-E0609	f75r	f75r	f75r.19	5	BIOLOGICAL	shey	SH+E+Y	ACTION>GRADE_STATE>OWNER_CONTENT	halten; kurz; diesen Posten	NO	den Posten halten; kurz; diesen Posten
P912-E0610	f75r	f75r	f75r.19	6	BIOLOGICAL	ey	E+Y	GRADE_STATE>OWNER_CONTENT	kurz; diesen Posten	NO	kurz; diesen Posten
P912-E0611	f75r	f75r	f75r.19	7	BIOLOGICAL	qokain	OK+AIN	ACTION>QUANTITY_INDEX	ansetzen; eine Portion	NO	die Station ansetzen; eine Portion
P912-E0612	f75r	f75r	f75r.19	8	BIOLOGICAL	ar	AR	SOURCE_REFERENCE	von der Quellstelle	NO	von der Quellstelle
P912-E0613	f75r	f75r	f75r.20	1	BIOLOGICAL	ry	R+Y	ACTION>OWNER_CONTENT	den Zustand markieren; diesen Posten	NO	den Zustand markieren; diesen Posten
P912-E0614	f75r	f75r	f75r.20	2	BIOLOGICAL	shey	SH+E+Y	ACTION>GRADE_STATE>OWNER_CONTENT	halten; kurz; diesen Posten	NO	den Posten halten; kurz; diesen Posten
P912-E0615	f75r	f75r	f75r.20	3	BIOLOGICAL	qor	OR	OWNER_CONTENT	den Ansatz/Inhalt	NO	mit dem Arbeitsansatz
P912-E0616	f75r	f75r	f75r.20	4	BIOLOGICAL	chey	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0617	f75r	f75r	f75r.20	5	BIOLOGICAL	lchey	L+Y	TARGET_PATH>OWNER_CONTENT	weiterleiten; diesen Posten	NO	weiterleiten; diesen Posten
P912-E0618	f75r	f75r	f75r.20	6	BIOLOGICAL	lo	L+O	TARGET_PATH>ACTION	weiterleiten; den Gang ausführen	NO	weiterleiten; den Stationsgang ausführen
P912-E0619	f75r	f75r	f75r.20	7	BIOLOGICAL	ydain	Y+AIN	OWNER_CONTENT>QUANTITY_INDEX	diesen Posten; eine Portion	NO	diesen Posten; eine Portion
P912-E0620	f75r	f75r	f75r.20	8	BIOLOGICAL	shey	SH+E+Y	ACTION>GRADE_STATE>OWNER_CONTENT	halten; kurz; diesen Posten	NO	den Posten halten; kurz; diesen Posten
P912-E0621	f75r	f75r	f75r.20	9	BIOLOGICAL	qokain	OK+AIN	ACTION>QUANTITY_INDEX	ansetzen; eine Portion	NO	die Station ansetzen; eine Portion
P912-E0622	f75r	f75r	f75r.21	1	BIOLOGICAL	oqokain	O+OK+AIN	ACTION>ACTION>QUANTITY_INDEX	den Gang ausführen; ansetzen; eine Portion	NO	den Stationsgang ausführen; die Station ansetzen; eine Portion
P912-E0623	f75r	f75r	f75r.21	2	BIOLOGICAL	chey	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0624	f75r	f75r	f75r.21	3	BIOLOGICAL	qckhsy	CKH+Y	TARGET_PATH>OWNER_CONTENT	durch den Durchlass; diesen Posten	NO	durch den Durchlass; diesen Posten
P912-E0625	f75r	f75r	f75r.21	4	BIOLOGICAL	or	OR	OWNER_CONTENT	den Ansatz/Inhalt	NO	mit dem Arbeitsansatz
P912-E0626	f75r	f75r	f75r.21	5	BIOLOGICAL	ysheor	Y+SH+E+OR	OWNER_CONTENT>ACTION>GRADE_STATE>OWNER_CONTENT	diesen Posten; halten; kurz; den Ansatz/Inhalt	NO	diesen Posten; den Posten halten; kurz; mit dem Arbeitsansatz
P912-E0627	f75r	f75r	f75r.21	6	BIOLOGICAL	ol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0628	f75r	f75r	f75r.21	7	BIOLOGICAL	lor	L+OR	TARGET_PATH>OWNER_CONTENT	weiterleiten; den Ansatz/Inhalt	NO	weiterleiten; mit dem Arbeitsansatz
P912-E0629	f75r	f75r	f75r.21	8	BIOLOGICAL	am	AM_ADDR	TARGET_PATH	zum Gegen-/Innenfeld	NO	am Gegen-/Innenfeld
P912-E0630	f75r	f75r	f75r.22	1	BIOLOGICAL	odar	O+D_ADDR+AR	ACTION>SOURCE_REFERENCE>SOURCE_REFERENCE	den Gang ausführen; aus dem Teilfeld; von der Quellstelle	NO	den Stationsgang ausführen; an der Teiladresse; von der Quellstelle
P912-E0631	f75r	f75r	f75r.22	2	BIOLOGICAL	shey	SH+E+Y	ACTION>GRADE_STATE>OWNER_CONTENT	halten; kurz; diesen Posten	NO	den Posten halten; kurz; diesen Posten
P912-E0632	f75r	f75r	f75r.22	3	BIOLOGICAL	qokain	OK+AIN	ACTION>QUANTITY_INDEX	ansetzen; eine Portion	NO	die Station ansetzen; eine Portion
P912-E0633	f75r	f75r	f75r.22	4	BIOLOGICAL	chedy	CHD+Y	ACTION>OWNER_CONTENT	umsetzen; diesen Posten	NO	den Posten umsetzen; diesen Posten
P912-E0634	f75r	f75r	f75r.22	5	BIOLOGICAL	or	OR	OWNER_CONTENT	den Ansatz/Inhalt	NO	mit dem Arbeitsansatz
P912-E0635	f75r	f75r	f75r.22	6	BIOLOGICAL	shey	SH+E+Y	ACTION>GRADE_STATE>OWNER_CONTENT	halten; kurz; diesen Posten	NO	den Posten halten; kurz; diesen Posten
P912-E0636	f75r	f75r	f75r.22	7	BIOLOGICAL	kar	K+AR	ACTION>SOURCE_REFERENCE	zugeben/zuordnen; von der Quellstelle	NO	den Posten einsetzen; von der Quellstelle
P912-E0637	f75r	f75r	f75r.22	8	BIOLOGICAL	chedy	CHD+Y	ACTION>OWNER_CONTENT	umsetzen; diesen Posten	NO	den Posten umsetzen; diesen Posten
P912-E0638	f75r	f75r	f75r.22	9	BIOLOGICAL	sar	S+AR	ACTION>SOURCE_REFERENCE	dann/prüfen; von der Quellstelle	NO	die Station prüfen; von der Quellstelle
P912-E0639	f75r	f75r	f75r.23	1	BIOLOGICAL	pchey	P+Y	ACTION>OWNER_CONTENT	einsetzen/beginnen; diesen Posten	NO	die Station beginnen; diesen Posten
P912-E0640	f75r	f75r	f75r.23	2	BIOLOGICAL	kshey	K+SH+E+Y	ACTION>ACTION>GRADE_STATE>OWNER_CONTENT	zugeben/zuordnen; halten; kurz; diesen Posten	NO	den Posten einsetzen; den Posten halten; kurz; diesen Posten
P912-E0641	f75r	f75r	f75r.23	3	BIOLOGICAL	qokeey	OK+EE+Y	ACTION>GRADE_STATE>OWNER_CONTENT	ansetzen; länger; diesen Posten	NO	die Station ansetzen; länger; diesen Posten
P912-E0642	f75r	f75r	f75r.23	4	BIOLOGICAL	qokal	OK+AL	ACTION>TARGET_PATH	ansetzen; zur Zielstelle	NO	die Station ansetzen; zur Zielstelle
P912-E0643	f75r	f75r	f75r.23	5	BIOLOGICAL	sshey	S+SH+E+Y	ACTION>ACTION>GRADE_STATE>OWNER_CONTENT	dann/prüfen; halten; kurz; diesen Posten	NO	die Station prüfen; den Posten halten; kurz; diesen Posten
P912-E0644	f75r	f75r	f75r.23	6	BIOLOGICAL	qol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0645	f75r	f75r	f75r.23	7	BIOLOGICAL	chedyqokam	CHD+Y+OK+AM_ADDR	ACTION>OWNER_CONTENT>ACTION>TARGET_PATH	umsetzen; diesen Posten; ansetzen; zum Gegen-/Innenfeld	NO	den Posten umsetzen; diesen Posten; die Station ansetzen; am Gegen-/Innenfeld
P912-E0646	f75r	f75r	f75r.24	1	BIOLOGICAL	qokain	OK+AIN	ACTION>QUANTITY_INDEX	ansetzen; eine Portion	NO	die Station ansetzen; eine Portion
P912-E0647	f75r	f75r	f75r.24	2	BIOLOGICAL	olkeey	SOLK+EE+Y	ACTION>GRADE_STATE>OWNER_CONTENT	sammeln; länger; diesen Posten	NO	an der Auffangstelle sammeln; länger; diesen Posten
P912-E0648	f75r	f75r	f75r.24	3	BIOLOGICAL	qolkary	SOLK+AR+Y	ACTION>SOURCE_REFERENCE>OWNER_CONTENT	sammeln; von der Quellstelle; diesen Posten	NO	an der Auffangstelle sammeln; von der Quellstelle; diesen Posten
P912-E0649	f75r	f75r	f75r.24	4	BIOLOGICAL	sain	S+AIN	ACTION>QUANTITY_INDEX	dann/prüfen; eine Portion	NO	die Station prüfen; eine Portion
P912-E0650	f75r	f75r	f75r.24	5	BIOLOGICAL	checthy	CTH+Y	ACTION>OWNER_CONTENT	den Status prüfen; diesen Posten	NO	den Stationsstatus prüfen; diesen Posten
P912-E0651	f75r	f75r	f75r.24	6	BIOLOGICAL	lor	L+OR	TARGET_PATH>OWNER_CONTENT	weiterleiten; den Ansatz/Inhalt	NO	weiterleiten; mit dem Arbeitsansatz
P912-E0652	f75r	f75r	f75r.24	7	BIOLOGICAL	ol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0653	f75r	f75r	f75r.25	1	BIOLOGICAL	sain	S+AIN	ACTION>QUANTITY_INDEX	dann/prüfen; eine Portion	NO	die Station prüfen; eine Portion
P912-E0654	f75r	f75r	f75r.25	2	BIOLOGICAL	shckhy	SH+CKH+Y	ACTION>TARGET_PATH>OWNER_CONTENT	halten; durch den Durchlass; diesen Posten	NO	den Posten halten; durch den Durchlass; diesen Posten
P912-E0655	f75r	f75r	f75r.25	3	BIOLOGICAL	qokeedy	OK+EE+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; länger; Schritt schließen	YES	die Station ansetzen; länger; den Schritt schließen
P912-E0656	f75r	f75r	f75r.25	4	BIOLOGICAL	shy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0657	f75r	f75r	f75r.25	5	BIOLOGICAL	dy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0658	f75r	f75r	f75r.25	6	BIOLOGICAL	qokeedy	OK+EE+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; länger; Schritt schließen	YES	die Station ansetzen; länger; den Schritt schließen
P912-E0659	f75r	f75r	f75r.25	7	BIOLOGICAL	lchedy	L+CHD+DY	TARGET_PATH>ACTION>CLOSE	weiterleiten; umsetzen; Schritt schließen	YES	weiterleiten; den Posten umsetzen; den Schritt schließen
P912-E0660	f75r	f75r	f75r.25	8	BIOLOGICAL	ram	R+AM_ADDR	ACTION>TARGET_PATH	den Zustand markieren; zum Gegen-/Innenfeld	NO	den Zustand markieren; am Gegen-/Innenfeld
P912-E0661	f75r	f75r	f75r.26	1	BIOLOGICAL	dain	AIN	QUANTITY_INDEX	eine Portion	NO	eine Portion
P912-E0662	f75r	f75r	f75r.26	2	BIOLOGICAL	ol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0663	f75r	f75r	f75r.26	3	BIOLOGICAL	sheol	SH+E+OL	ACTION>GRADE_STATE>ORDER_CALL	halten; kurz; weiter	NO	den Posten halten; kurz; fortsetzen
P912-E0664	f75r	f75r	f75r.26	4	BIOLOGICAL	dain	AIN	QUANTITY_INDEX	eine Portion	NO	eine Portion
P912-E0665	f75r	f75r	f75r.26	5	BIOLOGICAL	ol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0666	f75r	f75r	f75r.26	6	BIOLOGICAL	qoly	OL+Y	ORDER_CALL>OWNER_CONTENT	weiter; diesen Posten	NO	fortsetzen; diesen Posten
P912-E0667	f75r	f75r	f75r.26	7	BIOLOGICAL	dar	D_ADDR+AR	SOURCE_REFERENCE>SOURCE_REFERENCE	aus dem Teilfeld; von der Quellstelle	NO	an der Teiladresse; von der Quellstelle
P912-E0668	f75r	f75r	f75r.26	8	BIOLOGICAL	ajy	A_ADDR+Y	SOURCE_REFERENCE>OWNER_CONTENT	am lokalen Bezug; diesen Posten	NO	an der lokalen Adresse; diesen Posten
P912-E0669	f75r	f75r	f75r.27	1	BIOLOGICAL	pdalshor	P+D_ADDR+AL+SH+OR	ACTION>SOURCE_REFERENCE>TARGET_PATH>ACTION>OWNER_CONTENT	einsetzen/beginnen; aus dem Teilfeld; zur Zielstelle; halten; den Ansatz/Inhalt	NO	die Station beginnen; an der Teiladresse; zur Zielstelle; den Posten halten; mit dem Arbeitsansatz
P912-E0670	f75r	f75r	f75r.27	2	BIOLOGICAL	shtol	SH+T+OL	ACTION>ACTION>ORDER_CALL	halten; bearbeiten/markieren; weiter	NO	den Posten halten; den Abschnitt bedienen; fortsetzen
P912-E0671	f75r	f75r	f75r.27	3	BIOLOGICAL	qoty	OT+Y	ORDER_CALL>OWNER_CONTENT	danach; diesen Posten	NO	danach; diesen Posten
P912-E0672	f75r	f75r	f75r.27	4	BIOLOGICAL	pshar	P+SH+AR	ACTION>ACTION>SOURCE_REFERENCE	einsetzen/beginnen; halten; von der Quellstelle	NO	die Station beginnen; den Posten halten; von der Quellstelle
P912-E0673	f75r	f75r	f75r.27	5	BIOLOGICAL	shedy	SHED+DY	ACTION>CLOSE	ruhen/halten; Schritt schließen	YES	an der Station halten; den Schritt schließen
P912-E0674	f75r	f75r	f75r.27	6	BIOLOGICAL	okaldy	OK+AL+DY	ACTION>TARGET_PATH>CLOSE	ansetzen; zur Zielstelle; Schritt schließen	YES	die Station ansetzen; zur Zielstelle; den Schritt schließen
P912-E0675	f75r	f75r	f75r.27	7	BIOLOGICAL	dar	D_ADDR+AR	SOURCE_REFERENCE>SOURCE_REFERENCE	aus dem Teilfeld; von der Quellstelle	NO	an der Teiladresse; von der Quellstelle
P912-E0676	f75r	f75r	f75r.27	8	BIOLOGICAL	otar	OT+AR	ORDER_CALL>SOURCE_REFERENCE	danach; von der Quellstelle	NO	danach; von der Quellstelle
P912-E0677	f75r	f75r	f75r.27	9	BIOLOGICAL	otody	OT+O+DY	ORDER_CALL>ACTION>CLOSE	danach; den Gang ausführen; Schritt schließen	YES	danach; den Stationsgang ausführen; den Schritt schließen
P912-E0678	f75r	f75r	f75r.27	10	BIOLOGICAL	dy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0679	f75r	f75r	f75r.27	11	BIOLOGICAL	rol	R+OL	ACTION>ORDER_CALL	den Zustand markieren; weiter	NO	den Zustand markieren; fortsetzen
P912-E0680	f75r	f75r	f75r.28	1	BIOLOGICAL	tchedy	T+CHD+Y	ACTION>ACTION>OWNER_CONTENT	bearbeiten/markieren; umsetzen; diesen Posten	NO	den Abschnitt bedienen; den Posten umsetzen; diesen Posten
P912-E0681	f75r	f75r	f75r.28	2	BIOLOGICAL	pchedy	P+CHD+DY	ACTION>ACTION>CLOSE	einsetzen/beginnen; umsetzen; Schritt schließen	YES	die Station beginnen; den Posten umsetzen; den Schritt schließen
P912-E0682	f75r	f75r	f75r.28	3	BIOLOGICAL	qokeey	OK+EE+Y	ACTION>GRADE_STATE>OWNER_CONTENT	ansetzen; länger; diesen Posten	NO	die Station ansetzen; länger; diesen Posten
P912-E0683	f75r	f75r	f75r.28	4	BIOLOGICAL	sol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0684	f75r	f75r	f75r.28	5	BIOLOGICAL	oldair	OL+D_ADDR+AIR	ORDER_CALL>SOURCE_REFERENCE>TARGET_PATH	weiter; aus dem Teilfeld; entlang des Laufs	NO	fortsetzen; an der Teiladresse; entlang des Laufs
P912-E0685	f75r	f75r	f75r.28	6	BIOLOGICAL	shecthy	SH+E+CTH+Y	ACTION>GRADE_STATE>ACTION>OWNER_CONTENT	halten; kurz; den Status prüfen; diesen Posten	NO	den Posten halten; kurz; den Stationsstatus prüfen; diesen Posten
P912-E0686	f75r	f75r	f75r.28	7	BIOLOGICAL	qol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0687	f75r	f75r	f75r.28	8	BIOLOGICAL	l	L	TARGET_PATH	weiterleiten	NO	weiterleiten
P912-E0688	f75r	f75r	f75r.28	9	BIOLOGICAL	sheedy	SH+EE+DY	ACTION>GRADE_STATE>CLOSE	halten; länger; Schritt schließen	YES	den Posten halten; länger; den Schritt schließen
P912-E0689	f75r	f75r	f75r.28	10	BIOLOGICAL	qokeedy	OK+EE+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; länger; Schritt schließen	YES	die Station ansetzen; länger; den Schritt schließen
P912-E0690	f75r	f75r	f75r.28	11	BIOLOGICAL	lolchedy	L+OL+CHD+DY	TARGET_PATH>ORDER_CALL>ACTION>CLOSE	weiterleiten; weiter; umsetzen; Schritt schließen	YES	weiterleiten; fortsetzen; den Posten umsetzen; den Schritt schließen
P912-E0691	f75r	f75r	f75r.29	1	BIOLOGICAL	dain	AIN	QUANTITY_INDEX	eine Portion	NO	eine Portion
P912-E0692	f75r	f75r	f75r.29	2	BIOLOGICAL	chkal	CHK+AL	ACTION>TARGET_PATH	behandeln; zur Zielstelle	NO	den Stationszustand behandeln; zur Zielstelle
P912-E0693	f75r	f75r	f75r.29	3	BIOLOGICAL	dy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0694	f75r	f75r	f75r.29	4	BIOLOGICAL	lo	L+O	TARGET_PATH>ACTION	weiterleiten; den Gang ausführen	NO	weiterleiten; den Stationsgang ausführen
P912-E0695	f75r	f75r	f75r.29	5	BIOLOGICAL	lkaiin	L+K+AIIN	TARGET_PATH>ACTION>QUANTITY_INDEX	weiterleiten; zugeben/zuordnen; nach Sollmaß	NO	weiterleiten; den Posten einsetzen; nach Sollmaß
P912-E0696	f75r	f75r	f75r.29	6	BIOLOGICAL	ol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0697	f75r	f75r	f75r.29	7	BIOLOGICAL	okeedyqol	OK+EE+DY+OL	ACTION>GRADE_STATE>CLOSE>ORDER_CALL	ansetzen; länger; Schritt schließen; weiter	NO	die Station ansetzen; länger; den Schritt schließen; fortsetzen
P912-E0698	f75r	f75r	f75r.29	8	BIOLOGICAL	dain	AIN	QUANTITY_INDEX	eine Portion	NO	eine Portion
P912-E0699	f75r	f75r	f75r.29	9	BIOLOGICAL	olchey	OL+Y	ORDER_CALL>OWNER_CONTENT	weiter; diesen Posten	NO	fortsetzen; diesen Posten
P912-E0700	f75r	f75r	f75r.29	10	BIOLOGICAL	qokeedy	OK+EE+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; länger; Schritt schließen	YES	die Station ansetzen; länger; den Schritt schließen
P912-E0701	f75r	f75r	f75r.29	11	BIOLOGICAL	chedy	CHD+Y	ACTION>OWNER_CONTENT	umsetzen; diesen Posten	NO	den Posten umsetzen; diesen Posten
P912-E0702	f75r	f75r	f75r.29	12	BIOLOGICAL	qotan	OT+AN	ORDER_CALL>LOCAL_DETAIL	danach; mit Zusatz	NO	danach; mit einem Zusatz
P912-E0703	f75r	f75r	f75r.30	1	BIOLOGICAL	qo	O	ACTION	den Gang ausführen	NO	den Stationsgang ausführen
P912-E0704	f75r	f75r	f75r.30	2	BIOLOGICAL	dain	AIN	QUANTITY_INDEX	eine Portion	NO	eine Portion
