statement_id	dossier_id	record_unit_id	page	loci	event_count	surface_sequence	card_reading_sequence_de	event_macro_trace	macro_sequence	macro_names_de	normalized_master_clause_de	ends_with_commit
B2-S016	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.26|f82r.27	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	dorthin -> von dort abführen -> teilen -> Sollmaß -> langer Folgeposten -> auf Sollmaß einstellen -> kurz ansetzen -> einführen; Schluss	E214:M05 | E215:M06 | E216:M07 | E217:M04 | E218:M02 | E219:M04 | E220:M07 | E221:M06+M09	M05>M06>M07>M04>M02>M04>M07>M06>M09	QUELLE_ZIEL_WERKZEUG > FUEHREN_UEBERTRAGEN > ARBEITSGANG_AUSFUEHREN > MENGE_STUFE > POSTEN_FORTFUEHREN > MENGE_STUFE > ARBEITSGANG_AUSFUEHREN > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	YES
B2-S017	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.27	2	rsheal daldy	kurz am Ziel ruhen -> Nebenoeffnung; Schluss	E222:M08 | E223:M05+M09	M08>M05>M09	ZUSTAND_PRUEFEN > QUELLE_ZIEL_WERKZEUG > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Lass den Posten kurz am Ziel ruhen, schliesse die Nebenöffnung und beende den Schritt.	YES
B2-S018	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.27	1	qokeedy	länger ansetzen; Schluss	E224:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze länger an und schließe	YES
B2-S019	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.27	1	rshedy	Waschgang	E225:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe den Waschgang aus und schließe.	YES
B2-S020	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.27	1	qoteedy	lange Folge; Schluss	E226:M02+M09	M02>M09	POSTEN_FORTFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Nimm die lange Folge und schließe	YES
B2-S021	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.27	1	qokeedy	länger ansetzen; Schluss	E227:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze länger an und schließe	YES
B2-S022	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.27	1	lochedy	Rest abfuehren; Schluss	E228:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe den Rest ab und schließe	YES
B3-S001	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.3	1	olkeedy	länger sammeln; Schluss	E229:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Sammle länger und schließe	YES
B3-S002	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.3	2	qotal chkeedy	danach dorthin -> länger wärmen; Schluss	E230:M05 | E231:M07+M09	M05>M07>M09	QUELLE_ZIEL_WERKZEUG > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe danach dorthin, wärme länger und schließe	YES
B3-S003	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.3	4	chey daiin chey lchedy	dieser Posten -> Sollmaß -> dieser Posten -> abführen; Schluss	E232:M02 | E233:M04 | E234:M02 | E235:M06+M09	M02>M04>M02>M06>M09	POSTEN_FORTFUEHREN > MENGE_STUFE > POSTEN_FORTFUEHREN > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	YES
B3-S004	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.3	3	qokaiin qotal dar	auf Sollmaß einstellen -> danach dorthin -> daraus	E236:M04 | E237:M05 | E238:M05	M04>M05	MENGE_STUFE > QUELLE_ZIEL_WERKZEUG	Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	NO
B3-S005	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.6	1	schedy	umsetzen; Schluss	E239:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze die entnommene Sollmaßportion um und schließe	YES
B3-S006	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.6	3	chedchy qokal olchedy	umsetzen -> dort ansetzen -> fortsetzen; Schluss	E240:M06 | E241:M07 | E242:M06+M09	M06>M07>M06>M09	FUEHREN_UEBERTRAGEN > ARBEITSGANG_AUSFUEHREN > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze dorthin um, führe weiter und schließe	YES
B3-S007	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.6	3	qokaiin chedy qokeedy	auf Sollmaß einstellen -> umsetzen -> länger ansetzen; Schluss	E243:M04 | E244:M06 | E245:M07+M09	M04>M06>M07>M09	MENGE_STUFE > FUEHREN_UEBERTRAGEN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Stelle das Sollmaß ein, setze um, setze länger an und schließe	YES
B3-S008	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.6	1	lchedy	abführen; Schluss	E246:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe ab und schließe	YES
B3-S009	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.6	1	qoky	Posten ansetzen	E247:M07	M07	ARBEITSGANG_AUSFUEHREN	Setze den Posten an	NO
B3-S010	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.8	2	pchedal otedy	Einlass -> kurze Folge; Schluss	E248:M06 | E249:M02+M09	M06>M02>M09	FUEHREN_UEBERTRAGEN > POSTEN_FORTFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe	YES
B3-S011	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.8	4	shecthedchy qoky chedy chary	bereiten Posten umsetzen -> Posten ansetzen -> umsetzen -> daraus	E250:M06 | E251:M07 | E252:M06 | E253:M05	M06>M07>M06>M05	FUEHREN_UEBERTRAGEN > ARBEITSGANG_AUSFUEHREN > FUEHREN_UEBERTRAGEN > QUELLE_ZIEL_WERKZEUG	Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	NO
B3-S012	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.11	2	sor shedy	Ansatz -> absetzen; Schluss	E254:M03 | E255:M07+M09	M03>M07>M09	ANSATZ_PRODUKT > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe	YES
B3-S013	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.11	4	qokaiin chkain shcthey qokedy	auf Sollmaß einstellen -> eine Portion -> kurz bereithalten -> kurz ansetzen; Schluss	E256:M04 | E257:M04 | E258:M08 | E259:M07+M09	M04>M08>M07>M09	MENGE_STUFE > ZUSTAND_PRUEFEN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	YES
B3-S014	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.11	2	okair sheedy	Wasser einlassen -> länger absetzen; Schluss	E260:M06 | E261:M07+M09	M06>M07>M09	FUEHREN_UEBERTRAGEN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Lass Wasser ein, lass länger absetzen und schließe	YES
B3-S015	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.11	1	lchedy	abführen; Schluss	E262:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe ab und schließe	YES
B3-S016	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.11|f83r.14	2	lo qokchedy	abfuehren -> umsetzen; Schluss	E263:M06 | E264:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Fuehre ab, setze den Posten um und schliesse.	YES
B3-S017	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.14	1	qokeedy	länger ansetzen; Schluss	E265:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze länger an und schließe	YES
B3-S018	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.14	1	shedy	absetzen; Schluss	E266:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Lass absetzen und schließe	YES
B3-S019	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.14	1	qokshedy	absetzen; Schluss	E267:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Lass absetzen und schließe	YES
B3-S020	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.14	2	dal lchedy	dorthin -> abführen; Schluss	E268:M05 | E269:M06+M09	M05>M06>M09	QUELLE_ZIEL_WERKZEUG > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe dorthin, führe ab und schließe	YES
B3-S021	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.14|f83r.15	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	auf Sollmaß einstellen -> bereit -> dorthin -> dieser Posten -> Sollmaß -> dort absetzen -> kurz bereit halten -> dieser Posten -> dorthin -> bereit -> dorthin umsetzen; Schluss	E270:M04 | E271:M08 | E272:M05 | E273:M02 | E274:M04 | E275:M07 | E276:M08 | E277:M02 | E278:M05 | E279:M08 | E280:M06+M09	M04>M08>M05>M02>M04>M07>M08>M02>M05>M08>M06>M09	MENGE_STUFE > ZUSTAND_PRUEFEN > QUELLE_ZIEL_WERKZEUG > POSTEN_FORTFUEHREN > MENGE_STUFE > ARBEITSGANG_AUSFUEHREN > ZUSTAND_PRUEFEN > POSTEN_FORTFUEHREN > QUELLE_ZIEL_WERKZEUG > ZUSTAND_PRUEFEN > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Stelle das Sollmass ein, halte bereit, fuehre dorthin, lass dort absetzen, halte den Posten kurz bereit, fuehre ihn erneut dorthin, setze um und schliesse.	YES
B3-S022	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.15	1	qotchedy	Folgeumsetzung; Schluss	E281:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe die Folgeumsetzung aus und schließe	YES
B3-S023	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.15	1	lchedy	abführen; Schluss	E282:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe ab und schließe	YES
B3-S024	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.16	1	tchedy	umsetzen; Schluss	E283:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze um und schließe	YES
B3-S025	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.16	1	qokchdy	umsetzen; Schluss	E284:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze um und schließe	YES
B3-S026	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.16|f83r.20	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	von dort umsetzen -> Absetzmaß -> umsetzen -> eine Portion zugeben -> bereit -> Ansatz von dort zur Zielstelle -> länger sammeln; Schluss	E285:M06 | E286:M04 | E287:M06 | E288:M04 | E289:M08 | E290:M03 | E291:M07+M09	M06>M04>M06>M04>M08>M03>M07>M09	FUEHREN_UEBERTRAGEN > MENGE_STUFE > FUEHREN_UEBERTRAGEN > MENGE_STUFE > ZUSTAND_PRUEFEN > ANSATZ_PRODUKT > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze von dort um, warte bis zum Absetzmass, setze erneut um, gib eine Portion zu, halte bereit, fuehre den Ansatz von dort zur Zielstelle, sammle laenger und schliesse.	YES
B3-S027	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.20	1	qoteedy	lange Folge; Schluss	E292:M02+M09	M02>M09	POSTEN_FORTFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Nimm die lange Folge und schließe	YES
B3-S028	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.20	2	qokeey qokedy	länger ansetzen -> kurz ansetzen; Schluss	E293:M07 | E294:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze länger, dann kurz an und schließe	YES
B3-S029	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.20	3	sol cheeety qokedy	fortsetzen -> ganzen Teilposten -> kurz ansetzen; Schluss	E295:M02 | E296:M04 | E297:M07+M09	M02>M04>M07>M09	POSTEN_FORTFUEHREN > MENGE_STUFE > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Fuehre weiter, nimm den ganzen Teilposten, setze kurz an und schliesse.	YES
B3-S030	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.20|f83r.22	4	qoky saiin schedair otchedy	Posten ansetzen -> Sollmaß -> Wasser weiterleiten -> Folgeumsetzung; Schluss	E298:M07 | E299:M04 | E300:M06 | E301:M06+M09	M07>M04>M06>M09	ARBEITSGANG_AUSFUEHREN > MENGE_STUFE > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	YES
B3-S031	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.22	1	qokeedy	länger ansetzen; Schluss	E302:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze länger an und schließe	YES
B3-S032	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.22	5	chedain chedy qotedaiin otaiin otedy	Portion umsetzen -> umsetzen -> kurzes Folgemass -> Folgemaß -> kurze Folge; Schluss	E303:M04 | E304:M06 | E305:M04 | E306:M04 | E307:M02+M09	M04>M06>M04>M02>M09	MENGE_STUFE > FUEHREN_UEBERTRAGEN > MENGE_STUFE > POSTEN_FORTFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze eine Portion um, stelle ein kurzes Folgemass und danach das Folgemass ein, fuehre die kurze Folge aus und schliesse.	YES
B3-S033	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.22	1	ldy	abziehen; Ende	E308:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Ziehe ab und schließe	YES
B3-S034	D4_FRESH_PLANT_LEFT_WHEEL	B3	f83r	f83r.24	6	soiiin checthy chety otaiin olsaly shedy	Sollstufe -> bereit -> Teil abtrennen -> Folgemaß -> untere Zielstelle -> absetzen; Schluss	E309:M04 | E310:M08 | E311:M04 | E312:M04 | E313:M05 | E314:M07+M09	M04>M08>M04>M05>M07>M09	MENGE_STUFE > ZUSTAND_PRUEFEN > MENGE_STUFE > QUELLE_ZIEL_WERKZEUG > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemass ein, fuehre zur unteren Zielstelle, lass absetzen und schliesse.	YES
B4-S001	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.25	1	qokeedy	länger ansetzen; Schluss	E315:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze länger an und schließe	YES
B4-S002	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.25	3	qolchey qokeey qokedy	diesen Posten weiterfuehren -> länger ansetzen -> kurz ansetzen; Schluss	E316:M02 | E317:M07 | E318:M07+M09	M02>M07>M09	POSTEN_FORTFUEHREN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Fuehre diesen Posten weiter, setze ihn laenger und dann kurz an und schliesse.	YES
B4-S003	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.25|f83r.26	7	chedy otal otchey qokeey qoky tol shedy	umsetzen -> danach dorthin -> Folgeposten -> länger ansetzen -> Posten ansetzen -> fortsetzen -> absetzen; Schluss	E319:M06 | E320:M05 | E321:M02 | E322:M07 | E323:M07 | E324:M02 | E325:M07+M09	M06>M05>M02>M07>M02>M07>M09	FUEHREN_UEBERTRAGEN > QUELLE_ZIEL_WERKZEUG > POSTEN_FORTFUEHREN > ARBEITSGANG_AUSFUEHREN > POSTEN_FORTFUEHREN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	YES
B4-S004	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.26	1	qokylddy	befestigen	E326:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Befestige den Posten und schließe	YES
B4-S005	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.27	3	dain chedy qokeedy	Tuch -> umsetzen -> länger ansetzen; Schluss	E327:M05 | E328:M06 | E329:M07+M09	M05>M06>M07>M09	QUELLE_ZIEL_WERKZEUG > FUEHREN_UEBERTRAGEN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Lege das Tuch ein, setze um, setze länger an und schließe	YES
B4-S006	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.27	1	shckhedy	seihen; Schluss	E330:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Seih und schließe	YES
B4-S007	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.27	1	shckhedy	seihen; Schluss	E331:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Seih und schließe	YES
B4-S008	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.28	4	saiin cheeky sheey qokedy	Sollmaß -> länger wärmen -> laenger ruhen -> kurz ansetzen; Schluss	E332:M04 | E333:M07 | E334:M08 | E335:M07+M09	M04>M07>M08>M07>M09	MENGE_STUFE > ARBEITSGANG_AUSFUEHREN > ZUSTAND_PRUEFEN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Stelle das Sollmass ein, waerme laenger, lass laenger ruhen, setze kurz an und schliesse.	YES
B4-S009	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.28	1	shedy	absetzen; Schluss	E336:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Lass absetzen und schließe	YES
B4-S010	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.28	1	oldy	fortsetzen; Schluss	E337:M02+M09	M02>M09	POSTEN_FORTFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe weiter und schließe	YES
B4-S011	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.35|f83r.37	7	saiin cheky okeeol okain chdy sol lkedy	Sollmaß -> kurz wärmen -> länger fortführen -> eine Portion zugeben -> umsetzen -> fortsetzen -> nachwaschen	E338:M04 | E339:M07 | E340:M07 | E341:M04 | E342:M06 | E343:M02 | E344:M07+M09	M04>M07>M04>M06>M02>M07>M09	MENGE_STUFE > ARBEITSGANG_AUSFUEHREN > MENGE_STUFE > FUEHREN_UEBERTRAGEN > POSTEN_FORTFUEHREN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	YES
B4-S012	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.37	1	lchedy	abführen; Schluss	E345:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe ab und schließe	YES
B4-S013	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.37	2	qokol shedy	Fortsetzung einsetzen -> absetzen; Schluss	E346:M07 | E347:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze die Fortsetzung ein, lass absetzen und schließe	YES
B4-S014	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.38	4	or chey qockhey dairydy	Ansatz -> dieser Posten -> kurzen Durchlauf ansetzen -> Wasserlauf schliessen; Schluss	E348:M03 | E349:M02 | E350:M06 | E351:M06+M09	M03>M02>M06>M09	ANSATZ_PRODUKT > POSTEN_FORTFUEHREN > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze den Ansatz in einen kurzen Durchlauf, schliesse den Wasserlauf und beende den Schritt.	YES
B4-S015	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.39|f83r.41	6	qokain shey kain chckhal solkey lchedy	eine Portion zugeben -> Klarlauf -> eine Portion -> zur Zielstelle durchleiten -> kurz sammeln -> abführen; Schluss	E352:M04 | E353:M08 | E354:M04 | E355:M06 | E356:M07 | E357:M06+M09	M04>M08>M04>M06>M07>M06>M09	MENGE_STUFE > ZUSTAND_PRUEFEN > MENGE_STUFE > FUEHREN_UEBERTRAGEN > ARBEITSGANG_AUSFUEHREN > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, fuehre ab und schliesse.	YES
B4-S016	D3_STORED_APPLICATION_THREE_WHEELS	B4	f83r	f83r.41|f83r.44	4	qolkain dal skar shedy	weitere Portion -> dorthin -> von dort ausgiessen -> absetzen; Schluss	E358:M04 | E359:M05 | E360:M06 | E361:M07+M09	M04>M05>M06>M07>M09	MENGE_STUFE > QUELLE_ZIEL_WERKZEUG > FUEHREN_UEBERTRAGEN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schliesse.	YES
B5-S001	D3_STORED_APPLICATION_THREE_WHEELS	B5	f83r	f83r.47	1	otchdy	Folgeumsetzung; Schluss	E362:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe die Folgeumsetzung aus und schließe	YES
B5-S002	D3_STORED_APPLICATION_THREE_WHEELS	B5	f83r	f83r.47	1	qokchdy	umsetzen; Schluss	E363:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze um und schließe	YES
B5-S003	D3_STORED_APPLICATION_THREE_WHEELS	B5	f83r	f83r.47|f83r.48|f83r.49	9	shedal dal cheol lol chdal aiin sol daiiin chedy	dort absetzen -> dorthin -> fortsetzen -> von dort weiterfuehren -> dort umsetzen -> Sollmaß -> fortsetzen -> Öffnungsstufe -> umsetzen	E364:M07 | E365:M05 | E366:M02 | E367:M06 | E368:M06 | E369:M04 | E370:M02 | E371:M04 | E372:M06	M07>M05>M02>M06>M04>M02>M04>M06	ARBEITSGANG_AUSFUEHREN > QUELLE_ZIEL_WERKZEUG > POSTEN_FORTFUEHREN > FUEHREN_UEBERTRAGEN > MENGE_STUFE > POSTEN_FORTFUEHREN > MENGE_STUFE > FUEHREN_UEBERTRAGEN	Lass dort absetzen, fuehre dorthin und weiter, fuehre von dort weiter, setze dort um, stelle das Sollmass ein und setze weiter um.	NO
B6-S001	D3_STORED_APPLICATION_THREE_WHEELS	B6	f83r	f83r.52|f83r.54	9	solkeey qekey raly ol daiin ol dain chey ldalor	länger sammeln -> roh -> diesen Posten dorthin -> fortsetzen -> Sollmaß -> fortsetzen -> Tuch -> dieser Posten -> Endziel	E373:M07 | E374:M08 | E375:M05 | E376:M02 | E377:M04 | E378:M02 | E379:M05 | E380:M02 | E381:M05	M07>M08>M05>M02>M04>M02>M05>M02>M05	ARBEITSGANG_AUSFUEHREN > ZUSTAND_PRUEFEN > QUELLE_ZIEL_WERKZEUG > POSTEN_FORTFUEHREN > MENGE_STUFE > POSTEN_FORTFUEHREN > QUELLE_ZIEL_WERKZEUG > POSTEN_FORTFUEHREN > QUELLE_ZIEL_WERKZEUG	Sammle den rohen Posten laenger, fuehre diesen Posten dorthin, stelle das Sollmass ein, lege das Tuch ein und fuehre den Posten zum Endziel.	NO
