assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_ordinal_in_clause	bracket_marker	host_class	argument_root	explicit_argument_phrase_de	replacement_card_id	source_fragment_de	target_fragment_de	context_source_layer	inherited_argument_source_event_id	guard
286	G407-E0677	G407-S032	f24v	HERBAL	sho	SH+O	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
287	G407-E0678	G407-S032	f24v	HERBAL	do	D_ADDR+O	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
288	G407-E0680	G407-S032	f24v	HERBAL	doiir	D_ADDR+O+IIN+R	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
289	G407-E0681	G407-S032	f24v	HERBAL	cheeodam	CH+EE+O+D_ADDR+AM_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
290	G407-E0682	G407-S032	f24v	HERBAL	sho	SH+O	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
291	G407-E0683	G407-S032	f24v	HERBAL	sho	SH+O	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
292	G407-E0686	G407-S032	f24v	HERBAL	kchod	K+CH+O+D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
293	G407-E0686	G407-S032	f24v	HERBAL	kchod	K+CH+O+D_ADDR	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
294	G407-E0687	G407-S032	f24v	HERBAL	dchal	D_ADDR+CH+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
295	G407-E0696	G407-S033	f55v	HERBAL	oeeed	O+EEE+D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
296	G407-E0697	G407-S033	f55v	HERBAL	yteey	Y+T+EE+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
297	G407-E0697	G407-S033	f55v	HERBAL	yteey	Y+T+EE+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
298	G407-E0703	G407-S034	f55v	HERBAL	os	OS	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
299	G407-E0706	G407-S034	f55v	HERBAL	al	AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
300	G407-E0708	G407-S034	f55v	HERBAL	sar	S+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
301	G407-E0711	G407-S034	f55v	HERBAL	kar	K+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
302	G407-E0712	G407-S034	f55v	HERBAL	am	AM_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
303	G407-E0713	G407-S034	f55v	HERBAL	okar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
304	G407-E0717	G407-S034	f55v	HERBAL	al	AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
305	G407-E0728	G407-S036	f55v	HERBAL	talam	T+AL+AM_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
306	G407-E0734	G407-S036	f55v	HERBAL	okchd	OK+CHD	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
307	G407-E0734	G407-S036	f55v	HERBAL	okchd	OK+CHD	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
308	G407-E0739	G407-S036	f55v	HERBAL	ch	CH	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
309	G407-E0741	G407-S036	f55v	HERBAL	pchal	P+CH+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
310	G407-E0741	G407-S036	f55v	HERBAL	pchal	P+CH+AL	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
311	G407-E0742	G407-S036	f55v	HERBAL	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
312	G407-E0745	G407-S036	f55v	HERBAL	tar	T+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
313	G407-E0748	G407-S036	f55v	HERBAL	okar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
314	G407-E0751	G407-S036	f55v	HERBAL	cho	HO	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
315	G407-E0752	G407-S036	f55v	HERBAL	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
316	G407-E0754	G407-S036	f55v	HERBAL	okar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
317	G407-E0756	G407-S036	f55v	HERBAL	ykaky	Y+K+A_ADDR+K+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
318	G407-E0756	G407-S036	f55v	HERBAL	ykaky	Y+K+A_ADDR+K+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
319	G407-E0756	G407-S036	f55v	HERBAL	ykaky	Y+K+A_ADDR+K+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
320	G407-E0756	G407-S036	f55v	HERBAL	ykaky	Y+K+A_ADDR+K+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
321	G407-E0758	G407-S036	f55v	HERBAL	okal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
322	G407-E0768	G407-S036	f55v	HERBAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
323	G407-E0775	G407-S036	f55v	HERBAL	kal	K+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
324	G407-E0779	G407-S036	f55v	HERBAL	cheoar	CH+E+O+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
325	G407-E0783	G407-S037	f55v	HERBAL	okal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
326	G407-E0789	G407-S037	f55v	HERBAL	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
327	G407-E0792	G407-S037	f55v	HERBAL	sl	S+L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
328	G407-E0793	G407-S037	f55v	HERBAL	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
329	G407-E0804	G407-S039	f56r	HERBAL	ychocphy	Y+CH+O+CH+P+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
330	G407-E0804	G407-S039	f56r	HERBAL	ychocphy	Y+CH+O+CH+P+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
331	G407-E0804	G407-S039	f56r	HERBAL	ychocphy	Y+CH+O+CH+P+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
332	G407-E0804	G407-S039	f56r	HERBAL	ychocphy	Y+CH+O+CH+P+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
333	G407-E0804	G407-S039	f56r	HERBAL	ychocphy	Y+CH+O+CH+P+Y	5	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
334	G407-E0804	G407-S039	f56r	HERBAL	ychocphy	Y+CH+O+CH+P+Y	6	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
335	G407-E0811	G407-S039	f56r	HERBAL	chykey	CH+Y+K+E+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
336	G407-E0811	G407-S039	f56r	HERBAL	chykey	CH+Y+K+E+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
337	G407-E0811	G407-S039	f56r	HERBAL	chykey	CH+Y+K+E+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
338	G407-E0811	G407-S039	f56r	HERBAL	chykey	CH+Y+K+E+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
339	G407-E0827	G407-S039	f56r	HERBAL	okar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
340	G407-E0830	G407-S039	f56r	HERBAL	cho	HO	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
341	G407-E0839	G407-S039	f56r	HERBAL	sho	SH+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
342	G407-E0843	G407-S039	f56r	HERBAL	dal	AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
343	G407-E0844	G407-S039	f56r	HERBAL	schol	RESUME_CARD	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
344	G407-E0856	G407-S040	f56r	HERBAL	chok	OK	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
345	G407-E0858	G407-S040	f56r	HERBAL	t	T	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
346	G407-E0860	G407-S040	f56r	HERBAL	r	R	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
347	G407-E0866	G407-S040	f56r	HERBAL	chos	CH+O+S	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
348	G407-E0866	G407-S040	f56r	HERBAL	chos	CH+O+S	2	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
349	G407-E0868	G407-S040	f56r	HERBAL	sh	SH	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
350	G407-E0869	G407-S040	f56r	HERBAL	cho	HO	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
351	G407-E0873	G407-S040	f56r	HERBAL	chokcheo	OK+CH+E+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
352	G407-E0873	G407-S040	f56r	HERBAL	chokcheo	OK+CH+E+O	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
353	G407-E0874	G407-S040	f56r	HERBAL	kchal	K+CH+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
354	G407-E0874	G407-S040	f56r	HERBAL	kchal	K+CH+AL	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
355	G407-E0875	G407-S040	f56r	HERBAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
356	G407-E0879	G407-S040	f56r	HERBAL	tcho	T+CH+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
357	G407-E0879	G407-S040	f56r	HERBAL	tcho	T+CH+O	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
358	G407-E0885	G407-S040	f56r	HERBAL	ctho	CH+T+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
359	G407-E0885	G407-S040	f56r	HERBAL	ctho	CH+T+O	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
