change_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_signature	bracket_occurrence_count	before_clause_de	after_clause_de	guard
240	G407-E0856	G407-S040	f56r	HERBAL	chok	OK	[wie zuvor]	1	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	Setze denselben Pflanzenposten im Arbeitsgang an.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
241	G407-E0858	G407-S040	f56r	HERBAL	t	T	[wie zuvor]	1	Stelle den Pflanzenposten [wie zuvor] ein.	Stelle denselben Pflanzenposten ein.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
242	G407-E0860	G407-S040	f56r	HERBAL	r	R	[wie zuvor]	1	Markiere den Pflanzenposten [wie zuvor].	Markiere denselben Pflanzenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
243	G407-E0866	G407-S040	f56r	HERBAL	chos	CH+O+S	[wie zuvor]|[wie zuvor]	2	Nimm den Arbeitswert [wie zuvor] und wähle den Arbeitswert [wie zuvor]; als Ausführung.	Nimm denselben Arbeitswert und wähle denselben Arbeitswert; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
244	G407-E0868	G407-S040	f56r	HERBAL	sh	SH	[wie zuvor]	1	Halte die Arbeitseinheit [wie zuvor].	Halte dieselbe Arbeitseinheit.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
245	G407-E0869	G407-S040	f56r	HERBAL	cho	HO	[wie zuvor]	1	Im laufenden Gang halte die Arbeitseinheit [wie zuvor]; in der bezeichneten Klasse.	Im laufenden Gang halte dieselbe Arbeitseinheit; in der bezeichneten Klasse.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
246	G407-E0873	G407-S040	f56r	HERBAL	chokcheo	OK+CH+E+O	[wie zuvor]|[wie zuvor]	2	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an und nimm den Pflanzenposten [wie zuvor]; auf Grad I und als Ausführung.	Setze denselben Pflanzenposten im Arbeitsgang an und nimm denselben Pflanzenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
247	G407-E0874	G407-S040	f56r	HERBAL	kchal	K+CH+AL	[wie zuvor]|[wie zuvor]	2	Gib den Pflanzenposten [wie zuvor] zu und nimm den Pflanzenposten [wie zuvor]; zur Zielstelle.	Gib denselben Pflanzenposten zu und nimm denselben Pflanzenposten; zur Zielstelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
248	G407-E0875	G407-S040	f56r	HERBAL	s	S	[wie zuvor]	1	Wähle den Pflanzenposten [wie zuvor].	Wähle denselben Pflanzenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
249	G407-E0879	G407-S040	f56r	HERBAL	tcho	T+CH+O	[wie zuvor]|[wie zuvor]	2	Stelle den Pflanzenposten [wie zuvor] ein und nimm den Pflanzenposten [wie zuvor]; als Ausführung.	Stelle denselben Pflanzenposten ein und nimm denselben Pflanzenposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
250	G407-E0885	G407-S040	f56r	HERBAL	ctho	CH+T+O	[wie zuvor]|[wie zuvor]	2	Nimm den Pflanzenposten [wie zuvor] und stelle den Pflanzenposten [wie zuvor] ein; als Ausführung.	Nimm denselben Pflanzenposten und stelle denselben Pflanzenposten ein; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
251	G407-E0886	G407-S040	f56r	HERBAL	r	R	[wie zuvor]	1	Markiere den Pflanzenposten [wie zuvor].	Markiere denselben Pflanzenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
252	G407-E0888	G407-S040	f56r	HERBAL	kcharg	K+CH+AR+LOCAL_CHAR_G	[wie zuvor]|[wie zuvor]	2	Gib den Pflanzenposten [wie zuvor] zu und nimm den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial; mit der lokalen Variante.	Gib denselben Pflanzenposten zu und nimm denselben Pflanzenposten; vom Ausgangsmaterial; mit der lokalen Variante.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
253	G407-E0892	G407-S040	f56r	HERBAL	d	D_ADDR	[wie zuvor]	1	Im laufenden Gang nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Pflanzenposten; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
254	G407-E0895	G407-S040	f56r	HERBAL	sho	SH+O	[wie zuvor]	1	Halte den Pflanzenposten [wie zuvor]; als Ausführung.	Halte denselben Pflanzenposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
255	G407-E0897	G407-S040	f56r	HERBAL	kchoar	K+CH+O+AR	[wie zuvor]|[wie zuvor]	2	Gib den Pflanzenposten [wie zuvor] zu und nimm den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial; als Ausführung.	Gib denselben Pflanzenposten zu und nimm denselben Pflanzenposten; vom Ausgangsmaterial; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
256	G407-E0907	G407-S041	f67r2	CELESTIAL	doiin	D_ADDR+O+IIN	[wie zuvor]	1	Im laufenden Gang wähle den Positionsposten [wie zuvor]; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
257	G407-E0909	G407-S042	f67r2	CELESTIAL	odaeiin	O+DA+E+IIN	[wie zuvor]	1	Im laufenden Gang wähle den Positionsposten [wie zuvor]; als Ausführung, auf der zweiten Stufe, auf Grad I und auf der bezeichneten Stufe.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe, auf Grad I und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
258	G407-E0910	G407-S042	f67r2	CELESTIAL	okoes	OK+O+E+S	[wie zuvor]|[wie zuvor]	2	Setze den Positionsposten [wie zuvor] und wähle den Positionsposten [wie zuvor]; als Ausführung und auf Grad I.	Setze denselben Positionsposten und wähle denselben Positionsposten; als Ausführung und auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
259	G407-E0918	G407-S042	f67r2	CELESTIAL	dal	AL	[wie zuvor]	1	Im laufenden Gang setze den Positionswert [wie zuvor] ein; zur Zielposition.	Im laufenden Gang setze denselben Positionswert ein; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
260	G407-E0921	G407-S042	f67r2	CELESTIAL	ar	AR	[wie zuvor]	1	Im laufenden Gang wähle den Sektoranteil [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang wähle denselben Sektoranteil; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
261	G407-E0924	G407-S042	f67r2	CELESTIAL	saral	S+AR+AL	[wie zuvor]	1	Wähle den Positionsposten [wie zuvor]; von der Ausgangsposition und zur Zielposition.	Wähle denselben Positionsposten; von der Ausgangsposition und zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
262	G407-E0926	G407-S042	f67r2	CELESTIAL	am	AM_ADDR	[wie zuvor]	1	Im laufenden Gang wähle den Sektoranteil [wie zuvor]; an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Sektoranteil; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
263	G407-E0927	G407-S042	f67r2	CELESTIAL	ar	AR	[wie zuvor]	1	Im laufenden Gang wähle den Sektoranteil [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang wähle denselben Sektoranteil; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
264	G407-E0930	G407-S043	f67r2	CELESTIAL	sodar	S+O+DA+R	[wie zuvor]|[wie zuvor]	2	Wähle den Sektoranteil [wie zuvor] und markiere den Sektoranteil [wie zuvor]; als Ausführung und auf der zweiten Stufe.	Wähle denselben Sektoranteil und markiere denselben Sektoranteil; als Ausführung und auf der zweiten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
265	G407-E0931	G407-S043	f67r2	CELESTIAL	ofar	O+LOCAL_CHAR_F+AR	[wie zuvor]	1	Im laufenden Gang markiere den Sektoranteil [wie zuvor]; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang markiere denselben Sektoranteil; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
266	G407-E0932	G407-S043	f67r2	CELESTIAL	ar	AR	[wie zuvor]	1	Im laufenden Gang markiere den Sektoranteil [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang markiere denselben Sektoranteil; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
267	G407-E0937	G407-S043	f67r2	CELESTIAL	okeo	OK+E+O	[wie zuvor]	1	Setze die Positionseinheit [wie zuvor]; auf Grad I und als Ausführung.	Setze dieselbe Positionseinheit; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
268	G407-E0938	G407-S043	f67r2	CELESTIAL	r	R	[wie zuvor]	1	Markiere die Positionseinheit [wie zuvor].	Markiere dieselbe Positionseinheit.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
269	G407-E0940	G407-S043	f67r2	CELESTIAL	am	AM_ADDR	[wie zuvor]	1	Im laufenden Gang markiere den Positionswert [wie zuvor]; an der bezeichneten Stelle.	Im laufenden Gang markiere denselben Positionswert; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
270	G407-E0945	G407-S046	f67r2	CELESTIAL	dosar	D_ADDR+O+S+AR	[wie zuvor]	1	Wähle den Positionswert [wie zuvor]; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	Wähle denselben Positionswert; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
271	G407-E0946	G407-S046	f67r2	CELESTIAL	odas	O+DA+S	[wie zuvor]	1	Wähle den Positionswert [wie zuvor]; als Ausführung und auf der zweiten Stufe.	Wähle denselben Positionswert; als Ausführung und auf der zweiten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
272	G407-E0947	G407-S046	f67r2	CELESTIAL	air	AIR	[wie zuvor]	1	Im laufenden Gang wähle den Positionswert [wie zuvor]; entlang der Ringbahn.	Im laufenden Gang wähle denselben Positionswert; entlang der Ringbahn.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
273	G407-E0949	G407-S046	f67r2	CELESTIAL	dokan	D_ADDR+OK+AN	[wie zuvor]	1	Setze den Positionswert [wie zuvor]; an der bezeichneten Stelle und in der bezeichneten Klasse.	Setze denselben Positionswert; an der bezeichneten Stelle und in der bezeichneten Klasse.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
274	G407-E0950	G407-S046	f67r2	CELESTIAL	oear	O+E+AR	[wie zuvor]	1	Im laufenden Gang setze den Positionswert [wie zuvor]; von der Ausgangsposition; als Ausführung und auf Grad I.	Im laufenden Gang setze denselben Positionswert; von der Ausgangsposition; als Ausführung und auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
275	G407-E0951	G407-S046	f67r2	CELESTIAL	odal	O+DA+L	[wie zuvor]	1	Im laufenden Gang setze den Positionswert [wie zuvor]; über die Ringverbindung; als Ausführung und auf der zweiten Stufe.	Im laufenden Gang setze denselben Positionswert; über die Ringverbindung; als Ausführung und auf der zweiten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
276	G407-E0953	G407-S047	f67r2	CELESTIAL	giin	LOCAL_CHAR_G+IIN	[wie zuvor]	1	Im laufenden Gang setze den Positionswert [wie zuvor]; auf der bezeichneten Stufe; mit der lokalen Variante.	Im laufenden Gang setze denselben Positionswert; auf der bezeichneten Stufe; mit der lokalen Variante.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
277	G407-E0964	G407-S048	f67r2	CELESTIAL	oiin	O+IIN	[wie zuvor]	1	Im laufenden Gang stelle den Positionsposten [wie zuvor] ein; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
278	G407-E0965	G407-S048	f67r2	CELESTIAL	og	O+G_LABEL	[wie zuvor]	1	Im laufenden Gang stelle den Positionsposten [wie zuvor] ein; als Ausführung; mit der lokalen Variante.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung; mit der lokalen Variante.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
279	G407-E0966	G407-S048	f67r2	CELESTIAL	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	[außen]|[innen]|[außen]|[innen]|[außen]|[innen]	6	Stelle den Positionsposten [außen] und den Positionsposten [innen] ein, setze den Positionsposten [außen] und den Positionsposten [innen] ein und nimm den Positionsposten [außen] und den Positionsposten [innen] auf; als Ausführung, auf Grad I, als Ausführung und auf Grad I.	Stelle den äußeren Positionsposten und den inneren Positionsposten ein, setze den äußeren Positionsposten und den inneren Positionsposten ein und nimm den äußeren Positionsposten und den inneren Positionsposten auf; als Ausführung, auf Grad I, als Ausführung und auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
280	G407-E0968	G407-S048	f67r2	CELESTIAL	sosho	S+O+SH+O	[wie zuvor]|[wie zuvor]	2	Wähle den Positionsposten [wie zuvor] und halte den Positionsposten [wie zuvor]; als Ausführung und als Ausführung.	Wähle denselben Positionsposten und halte denselben Positionsposten; als Ausführung und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
281	G407-E0969	G407-S048	f67r2	CELESTIAL	chos	CH+O+S	[wie zuvor]|[wie zuvor]	2	Nimm den Positionsposten [wie zuvor] auf und wähle den Positionsposten [wie zuvor]; als Ausführung.	Nimm denselben Positionsposten auf und wähle denselben Positionsposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
282	G407-E0973	G407-S048	f67r2	CELESTIAL	os	OS	[wie zuvor]	1	Im laufenden Gang ordne den Positionswert [wie zuvor] zu; wie zuvor.	Im laufenden Gang ordne denselben Positionswert zu; wie zuvor.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
283	G407-E0974	G407-S048	f67r2	CELESTIAL	qsg	CARRIER_Q+S+G_LABEL	[wie zuvor]	1	Wähle den Positionswert [wie zuvor]; als neuen Einsatz; mit der lokalen Variante.	Wähle denselben Positionswert; als neuen Einsatz; mit der lokalen Variante.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
284	G407-E0978	G407-S049	f67r2	CELESTIAL	ycheody	Y+CH+E+O+D_ADDR+Y	[außen]|[innen]	2	Nimm den Positionsposten [außen] und den Positionsposten [innen] auf; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
285	G407-E0979	G407-S049	f67r2	CELESTIAL	es	E+S	[wie zuvor]	1	Wähle den Positionsposten [wie zuvor]; auf Grad I.	Wähle denselben Positionsposten; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
286	G407-E0980	G407-S049	f67r2	CELESTIAL	odaiiin	O+DA+LOCAL_CHAR_I+IIN	[wie zuvor]	1	Im laufenden Gang wähle den Positionsposten [wie zuvor]; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der lokalen Variante.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der lokalen Variante.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
287	G407-E0986	G407-S050	f67r2	CELESTIAL	os	OS	[wie zuvor]	1	Im laufenden Gang stelle den Positionsposten [wie zuvor] ein; wie zuvor.	Im laufenden Gang stelle denselben Positionsposten ein; wie zuvor.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
288	G407-E0987	G407-S050	f67r2	CELESTIAL	choer	CH+O+E+R	[wie zuvor]|[wie zuvor]	2	Nimm den Positionsposten [wie zuvor] auf und markiere den Positionsposten [wie zuvor]; als Ausführung und auf Grad I.	Nimm denselben Positionsposten auf und markiere denselben Positionsposten; als Ausführung und auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
289	G407-E0989	G407-S050	f67r2	CELESTIAL	choeea	CH+O+EE+A_ADDR	[wie zuvor]	1	Nimm den Positionswert [wie zuvor] auf; als Ausführung und auf Grad II; an der bezeichneten Stelle.	Nimm denselben Positionswert auf; als Ausführung und auf Grad II; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
290	G407-E0990	G407-S050	f67r2	CELESTIAL	sal	S+AL	[wie zuvor]	1	Wähle den Positionswert [wie zuvor]; zur Zielposition.	Wähle denselben Positionswert; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
291	G407-E0992	G407-S051	f67r2	CELESTIAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang wähle den Positionswert [wie zuvor]; von der Ausgangsposition; an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Positionswert; von der Ausgangsposition; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
292	G407-E0997	G407-S051	f67r2	CELESTIAL	qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	[wie zuvor]	1	Im laufenden Gang ordne den Positionswert [wie zuvor] zu; entlang der Ringbahn; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang ordne denselben Positionswert zu; entlang der Ringbahn; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
293	G407-E1006	G407-S051	f67r2	CELESTIAL	shees	SH+EE+S	[wie zuvor]|[wie zuvor]	2	Halte den Positionsposten [wie zuvor] und wähle den Positionsposten [wie zuvor]; auf Grad II.	Halte denselben Positionsposten und wähle denselben Positionsposten; auf Grad II.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
294	G407-E1007	G407-S051	f67r2	CELESTIAL	qeykeey	CARRIER_Q+E+Y+K+EE+Y	[außen]|[innen]	2	Ordne den Positionsposten [außen] und den Positionsposten [innen] zu; als neuen Einsatz, auf Grad I und auf Grad II.	Ordne den äußeren Positionsposten und den inneren Positionsposten zu; als neuen Einsatz, auf Grad I und auf Grad II.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
295	G407-E1008	G407-S051	f67r2	CELESTIAL	ykchey	Y+K+CH+E+Y	[außen]|[innen]|[außen]|[innen]	4	Ordne den Positionsposten [außen] und den Positionsposten [innen] zu und nimm den Positionsposten [außen] und den Positionsposten [innen] auf; auf Grad I.	Ordne den äußeren Positionsposten und den inneren Positionsposten zu und nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
296	G407-E1009	G407-S051	f67r2	CELESTIAL	ykchey	Y+K+CH+E+Y	[außen]|[innen]|[außen]|[innen]	4	Ordne den Positionsposten [außen] und den Positionsposten [innen] zu und nimm den Positionsposten [außen] und den Positionsposten [innen] auf; auf Grad I.	Ordne den äußeren Positionsposten und den inneren Positionsposten zu und nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
297	G407-E1013	G407-S051	f67r2	CELESTIAL	ar	AR	[wie zuvor]	1	Im laufenden Gang setze den Positionswert [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang setze denselben Positionswert; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
298	G407-E1015	G407-S051	f67r2	CELESTIAL	yshey	Y+SH+E+Y	[außen]|[innen]	2	Halte den Positionsposten [außen] und den Positionsposten [innen]; auf Grad I.	Halte den äußeren Positionsposten und den inneren Positionsposten; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
299	G407-E1017	G407-S051	f67r2	CELESTIAL	cheos	CH+E+O+S	[wie zuvor]|[wie zuvor]	2	Nimm den Positionsposten [wie zuvor] auf und wähle den Positionsposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Positionsposten auf und wähle denselben Positionsposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
300	G407-E1018	G407-S051	f67r2	CELESTIAL	oeeos	O+EE+O+S	[wie zuvor]	1	Wähle den Positionsposten [wie zuvor]; als Ausführung, auf Grad II und als Ausführung.	Wähle denselben Positionsposten; als Ausführung, auf Grad II und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
301	G407-E1020	G407-S051	f67r2	CELESTIAL	chos	CH+O+S	[wie zuvor]|[wie zuvor]	2	Nimm den Positionsposten [wie zuvor] auf und wähle den Positionsposten [wie zuvor]; als Ausführung.	Nimm denselben Positionsposten auf und wähle denselben Positionsposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
302	G407-E1025	G407-S051	f67r2	CELESTIAL	ar	AR	[wie zuvor]	1	Im laufenden Gang setze den Sektoranteil [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang setze denselben Sektoranteil; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
303	G407-E1026	G407-S051	f67r2	CELESTIAL	air	AIR	[wie zuvor]	1	Im laufenden Gang setze den Sektoranteil [wie zuvor]; entlang der Ringbahn.	Im laufenden Gang setze denselben Sektoranteil; entlang der Ringbahn.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
304	G407-E1032	G407-S052	f68r1	CELESTIAL	cheor	CH+E+O+R	[wie zuvor]|[wie zuvor]	2	Nimm den Positionsposten [wie zuvor] auf und markiere den Positionsposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Positionsposten auf und markiere denselben Positionsposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
305	G407-E1036	G407-S052	f68r1	CELESTIAL	okchoal	OK+CH+O+AL	[wie zuvor]|[wie zuvor]	2	Setze den Positionsposten [wie zuvor] und nimm den Positionsposten [wie zuvor] auf; zur Zielposition; als Ausführung.	Setze denselben Positionsposten und nimm denselben Positionsposten auf; zur Zielposition; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
306	G407-E1037	G407-S052	f68r1	CELESTIAL	tochso	T+O+CH+S+O	[wie zuvor]|[wie zuvor]|[wie zuvor]	3	Stelle den Positionsposten [wie zuvor] ein, nimm den Positionsposten [wie zuvor] auf und wähle den Positionsposten [wie zuvor]; als Ausführung und als Ausführung.	Stelle denselben Positionsposten ein, nimm denselben Positionsposten auf und wähle denselben Positionsposten; als Ausführung und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
307	G407-E1045	G407-S054	f68r1	CELESTIAL	chod	CH+O+D_ADDR	[wie zuvor]	1	Nimm den Positionsposten [wie zuvor] auf; als Ausführung; an der bezeichneten Stelle.	Nimm denselben Positionsposten auf; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
308	G407-E1049	G407-S054	f68r1	CELESTIAL	chokal	OK+AL	[wie zuvor]	1	Setze den Positionsposten [wie zuvor]; zur Zielposition.	Setze denselben Positionsposten; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
309	G407-E1052	G407-S054	f68r1	CELESTIAL	eckhear	E+CH+K+E+AR	[wie zuvor]|[wie zuvor]	2	Nimm die Positionseinheit [wie zuvor] auf und ordne die Positionseinheit [wie zuvor] zu; von der Ausgangsposition; auf Grad I und auf Grad I.	Nimm dieselbe Positionseinheit auf und ordne dieselbe Positionseinheit zu; von der Ausgangsposition; auf Grad I und auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
310	G407-E1053	G407-S054	f68r1	CELESTIAL	daram	DA+R+A_ADDR+AM_ADDR	[wie zuvor]	1	Markiere die Positionseinheit [wie zuvor]; auf der zweiten Stufe; an der bezeichneten Stelle und an der bezeichneten Stelle.	Markiere dieselbe Positionseinheit; auf der zweiten Stufe; an der bezeichneten Stelle und an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
311	G407-E1055	G407-S054	f68r1	CELESTIAL	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	[wie zuvor]	1	Setze die Positionseinheit [wie zuvor]; auf der bezeichneten Stufe; an der bezeichneten Stelle und mit der lokalen Variante.	Setze dieselbe Positionseinheit; auf der bezeichneten Stufe; an der bezeichneten Stelle und mit der lokalen Variante.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
312	G407-E1056	G407-S054	f68r1	CELESTIAL	yky	Y+K+Y	[außen]|[innen]	2	Ordne den Positionsposten [außen] und den Positionsposten [innen] zu.	Ordne den äußeren Positionsposten und den inneren Positionsposten zu.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
313	G407-E1060	G407-S055	f71v	CELESTIAL	parar	P+AR+AR	[außen]|[innen]	2	Setze ein; von der Ausgangsposition [außen] und von der Ausgangsposition [innen].	Setze ein; von der Ausgangsposition im äußeren Zweig und von der Ausgangsposition im inneren Zweig.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
314	G407-E1062	G407-S055	f71v	CELESTIAL	she	SH+E	[wie zuvor]	1	Halte den Positionswert [wie zuvor]; auf Grad I.	Halte denselben Positionswert; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
