case	bundle	edition	page	leaf	paragraphs	writer	groups	characters	status	codes	independent_meaning_capacity
1867	933	ZL3b	f115r	115	f115r|f115r.8-f115r.9;f115r|f115r.10-f115r.12;f115r|f115r.13-f115r.18	DELTA	118	648	UNKNOWN_SOURCE	0	0
1868	934	ZL3b	f115r	115	f115r|f115r.10-f115r.12;f115r|f115r.13-f115r.18;f115r|f115r.19-f115r.21	FULL	127	714	UNKNOWN_SOURCE	0	0
1869	934	ZL3b	f115r	115	f115r|f115r.10-f115r.12;f115r|f115r.13-f115r.18;f115r|f115r.19-f115r.21	DELTA	127	714	UNKNOWN_SOURCE	0	0
1870	935	ZL3b	f115r	115	f115r|f115r.13-f115r.18;f115r|f115r.19-f115r.21;f115r|f115r.22-f115r.25	FULL	142	774	UNKNOWN_SOURCE	0	0
1871	935	ZL3b	f115r	115	f115r|f115r.13-f115r.18;f115r|f115r.19-f115r.21;f115r|f115r.22-f115r.25	DELTA	142	774	UNKNOWN_SOURCE	0	0
1872	936	ZL3b	f115r	115	f115r|f115r.19-f115r.21;f115r|f115r.22-f115r.25;f115r|f115r.26-f115r.28	FULL	110	573	UNKNOWN_SOURCE	0	0
1873	936	ZL3b	f115r	115	f115r|f115r.19-f115r.21;f115r|f115r.22-f115r.25;f115r|f115r.26-f115r.28	DELTA	110	573	UNKNOWN_SOURCE	0	0
1874	937	ZL3b	f115r	115	f115r|f115r.22-f115r.25;f115r|f115r.26-f115r.28;f115r|f115r.29-f115r.34	FULL	136	723	UNKNOWN_SOURCE	0	0
1875	937	ZL3b	f115r	115	f115r|f115r.22-f115r.25;f115r|f115r.26-f115r.28;f115r|f115r.29-f115r.34	DELTA	136	723	UNKNOWN_SOURCE	0	0
1876	938	ZL3b	f115r	115	f115r|f115r.26-f115r.28;f115r|f115r.29-f115r.34;f115r|f115r.35-f115r.36	FULL	110	585	UNKNOWN_SOURCE	0	0
1877	938	ZL3b	f115r	115	f115r|f115r.26-f115r.28;f115r|f115r.29-f115r.34;f115r|f115r.35-f115r.36	DELTA	110	585	UNKNOWN_SOURCE	0	0
1878	939	ZL3b	f115r	115	f115r|f115r.29-f115r.34;f115r|f115r.35-f115r.36;f115r|f115r.37-f115r.39	FULL	107	569	UNKNOWN_SOURCE	0	0
1879	939	ZL3b	f115r	115	f115r|f115r.29-f115r.34;f115r|f115r.35-f115r.36;f115r|f115r.37-f115r.39	DELTA	107	569	UNKNOWN_SOURCE	0	0
1880	940	ZL3b	f115r	115	f115r|f115r.35-f115r.36;f115r|f115r.37-f115r.39;f115r|f115r.40-f115r.41	FULL	63	323	UNKNOWN_SOURCE	0	0
1881	940	ZL3b	f115r	115	f115r|f115r.35-f115r.36;f115r|f115r.37-f115r.39;f115r|f115r.40-f115r.41	DELTA	63	323	UNKNOWN_SOURCE	0	0
1882	941	ZL3b	f115r	115	f115r|f115r.37-f115r.39;f115r|f115r.40-f115r.41;f115r|f115r.42-f115r.45	FULL	80	416	UNKNOWN_SOURCE	0	0
1883	941	ZL3b	f115r	115	f115r|f115r.37-f115r.39;f115r|f115r.40-f115r.41;f115r|f115r.42-f115r.45	DELTA	80	416	UNKNOWN_SOURCE	0	0
1884	942	ZL3b	f115r	115	f115r|f115r.1-f115r.3;f115r|f115r.4-f115r.7;f115r|f115r.8-f115r.9;f115r|f115r.10-f115r.12	FULL	129	714	UNKNOWN_SOURCE	0	0
1885	942	ZL3b	f115r	115	f115r|f115r.1-f115r.3;f115r|f115r.4-f115r.7;f115r|f115r.8-f115r.9;f115r|f115r.10-f115r.12	DELTA	129	714	UNKNOWN_SOURCE	0	0
1886	943	ZL3b	f115r	115	f115r|f115r.4-f115r.7;f115r|f115r.8-f115r.9;f115r|f115r.10-f115r.12;f115r|f115r.13-f115r.18	FULL	160	887	UNKNOWN_SOURCE	0	0
1887	943	ZL3b	f115r	115	f115r|f115r.4-f115r.7;f115r|f115r.8-f115r.9;f115r|f115r.10-f115r.12;f115r|f115r.13-f115r.18	DELTA	160	887	UNKNOWN_SOURCE	0	0
1888	944	ZL3b	f115r	115	f115r|f115r.8-f115r.9;f115r|f115r.10-f115r.12;f115r|f115r.13-f115r.18;f115r|f115r.19-f115r.21	FULL	151	827	UNKNOWN_SOURCE	0	0
1889	944	ZL3b	f115r	115	f115r|f115r.8-f115r.9;f115r|f115r.10-f115r.12;f115r|f115r.13-f115r.18;f115r|f115r.19-f115r.21	DELTA	151	827	UNKNOWN_SOURCE	0	0
1890	945	ZL3b	f115r	115	f115r|f115r.10-f115r.12;f115r|f115r.13-f115r.18;f115r|f115r.19-f115r.21;f115r|f115r.22-f115r.25	FULL	173	950	UNKNOWN_SOURCE	0	0
1891	945	ZL3b	f115r	115	f115r|f115r.10-f115r.12;f115r|f115r.13-f115r.18;f115r|f115r.19-f115r.21;f115r|f115r.22-f115r.25	DELTA	173	950	UNKNOWN_SOURCE	0	0
1892	946	ZL3b	f115r	115	f115r|f115r.13-f115r.18;f115r|f115r.19-f115r.21;f115r|f115r.22-f115r.25;f115r|f115r.26-f115r.28	FULL	173	932	UNKNOWN_SOURCE	0	0
1893	946	ZL3b	f115r	115	f115r|f115r.13-f115r.18;f115r|f115r.19-f115r.21;f115r|f115r.22-f115r.25;f115r|f115r.26-f115r.28	DELTA	173	932	UNKNOWN_SOURCE	0	0
1894	947	ZL3b	f115r	115	f115r|f115r.19-f115r.21;f115r|f115r.22-f115r.25;f115r|f115r.26-f115r.28;f115r|f115r.29-f115r.34	FULL	169	902	UNKNOWN_SOURCE	0	0
1895	947	ZL3b	f115r	115	f115r|f115r.19-f115r.21;f115r|f115r.22-f115r.25;f115r|f115r.26-f115r.28;f115r|f115r.29-f115r.34	DELTA	169	902	UNKNOWN_SOURCE	0	0
1896	948	ZL3b	f115r	115	f115r|f115r.22-f115r.25;f115r|f115r.26-f115r.28;f115r|f115r.29-f115r.34;f115r|f115r.35-f115r.36	FULL	156	821	UNKNOWN_SOURCE	0	0
1897	948	ZL3b	f115r	115	f115r|f115r.22-f115r.25;f115r|f115r.26-f115r.28;f115r|f115r.29-f115r.34;f115r|f115r.35-f115r.36	DELTA	156	821	UNKNOWN_SOURCE	0	0
1898	949	ZL3b	f115r	115	f115r|f115r.26-f115r.28;f115r|f115r.29-f115r.34;f115r|f115r.35-f115r.36;f115r|f115r.37-f115r.39	FULL	138	727	UNKNOWN_SOURCE	0	0
1899	949	ZL3b	f115r	115	f115r|f115r.26-f115r.28;f115r|f115r.29-f115r.34;f115r|f115r.35-f115r.36;f115r|f115r.37-f115r.39	DELTA	138	727	UNKNOWN_SOURCE	0	0
1900	950	ZL3b	f115r	115	f115r|f115r.29-f115r.34;f115r|f115r.35-f115r.36;f115r|f115r.37-f115r.39;f115r|f115r.40-f115r.41	FULL	122	652	UNKNOWN_SOURCE	0	0
1901	950	ZL3b	f115r	115	f115r|f115r.29-f115r.34;f115r|f115r.35-f115r.36;f115r|f115r.37-f115r.39;f115r|f115r.40-f115r.41	DELTA	122	652	UNKNOWN_SOURCE	0	0
1902	951	ZL3b	f115r	115	f115r|f115r.35-f115r.36;f115r|f115r.37-f115r.39;f115r|f115r.40-f115r.41;f115r|f115r.42-f115r.45	FULL	100	514	UNKNOWN_SOURCE	0	0
1903	951	ZL3b	f115r	115	f115r|f115r.35-f115r.36;f115r|f115r.37-f115r.39;f115r|f115r.40-f115r.41;f115r|f115r.42-f115r.45	DELTA	100	514	UNKNOWN_SOURCE	0	0
1904	952	ZL3b	f115v	115	f115v|f115v.1-f115v.5	FULL	46	268	UNKNOWN_SOURCE	0	0
1905	952	ZL3b	f115v	115	f115v|f115v.1-f115v.5	DELTA	46	268	UNKNOWN_SOURCE	0	0
1906	953	ZL3b	f115v	115	f115v|f115v.6-f115v.7	FULL	20	111	UNKNOWN_SOURCE	0	0
1907	953	ZL3b	f115v	115	f115v|f115v.6-f115v.7	DELTA	20	111	UNKNOWN_SOURCE	0	0
1908	954	ZL3b	f115v	115	f115v|f115v.8-f115v.10	FULL	27	159	UNKNOWN_SOURCE	0	0
1909	954	ZL3b	f115v	115	f115v|f115v.8-f115v.10	DELTA	27	159	UNKNOWN_SOURCE	0	0
1910	955	ZL3b	f115v	115	f115v|f115v.11-f115v.12	FULL	13	89	UNKNOWN_SOURCE	0	0
1911	955	ZL3b	f115v	115	f115v|f115v.11-f115v.12	DELTA	13	89	UNKNOWN_SOURCE	0	0
1912	956	ZL3b	f115v	115	f115v|f115v.13-f115v.17	FULL	51	253	UNKNOWN_SOURCE	0	0
1913	956	ZL3b	f115v	115	f115v|f115v.13-f115v.17	DELTA	51	253	UNKNOWN_SOURCE	0	0
1914	957	ZL3b	f115v	115	f115v|f115v.18-f115v.20	FULL	26	157	UNKNOWN_SOURCE	0	0
1915	957	ZL3b	f115v	115	f115v|f115v.18-f115v.20	DELTA	26	157	UNKNOWN_SOURCE	0	0
1916	958	ZL3b	f115v	115	f115v|f115v.21-f115v.23	FULL	25	149	UNKNOWN_SOURCE	0	0
1917	958	ZL3b	f115v	115	f115v|f115v.21-f115v.23	DELTA	25	149	UNKNOWN_SOURCE	0	0
1918	959	ZL3b	f115v	115	f115v|f115v.24-f115v.28	FULL	50	256	UNKNOWN_SOURCE	0	0
1919	959	ZL3b	f115v	115	f115v|f115v.24-f115v.28	DELTA	50	256	UNKNOWN_SOURCE	0	0
1920	960	ZL3b	f115v	115	f115v|f115v.29-f115v.30	FULL	20	102	UNKNOWN_SOURCE	0	0
1921	960	ZL3b	f115v	115	f115v|f115v.29-f115v.30	DELTA	20	102	UNKNOWN_SOURCE	0	0
1922	961	ZL3b	f115v	115	f115v|f115v.31-f115v.33	FULL	24	158	UNKNOWN_SOURCE	0	0
1923	961	ZL3b	f115v	115	f115v|f115v.31-f115v.33	DELTA	24	158	UNKNOWN_SOURCE	0	0
1924	962	ZL3b	f115v	115	f115v|f115v.34-f115v.36	FULL	26	133	UNKNOWN_SOURCE	0	0
1925	962	ZL3b	f115v	115	f115v|f115v.34-f115v.36	DELTA	26	133	UNKNOWN_SOURCE	0	0
1926	963	ZL3b	f115v	115	f115v|f115v.37-f115v.40	FULL	39	197	UNKNOWN_SOURCE	0	0
1927	963	ZL3b	f115v	115	f115v|f115v.37-f115v.40	DELTA	39	197	UNKNOWN_SOURCE	0	0
1928	964	ZL3b	f115v	115	f115v|f115v.41-f115v.45	FULL	43	253	UNKNOWN_SOURCE	0	0
1929	964	ZL3b	f115v	115	f115v|f115v.41-f115v.45	DELTA	43	253	UNKNOWN_SOURCE	0	0
1930	965	ZL3b	f115v	115	f115v|f115v.1-f115v.5;f115v|f115v.6-f115v.7	FULL	66	379	UNKNOWN_SOURCE	0	0
1931	965	ZL3b	f115v	115	f115v|f115v.1-f115v.5;f115v|f115v.6-f115v.7	DELTA	66	379	UNKNOWN_SOURCE	0	0
1932	966	ZL3b	f115v	115	f115v|f115v.6-f115v.7;f115v|f115v.8-f115v.10	FULL	47	270	UNKNOWN_SOURCE	0	0
1933	966	ZL3b	f115v	115	f115v|f115v.6-f115v.7;f115v|f115v.8-f115v.10	DELTA	47	270	UNKNOWN_SOURCE	0	0
1934	967	ZL3b	f115v	115	f115v|f115v.8-f115v.10;f115v|f115v.11-f115v.12	FULL	40	248	UNKNOWN_SOURCE	0	0
1935	967	ZL3b	f115v	115	f115v|f115v.8-f115v.10;f115v|f115v.11-f115v.12	DELTA	40	248	UNKNOWN_SOURCE	0	0
1936	968	ZL3b	f115v	115	f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17	FULL	64	342	UNKNOWN_SOURCE	0	0
1937	968	ZL3b	f115v	115	f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17	DELTA	64	342	UNKNOWN_SOURCE	0	0
1938	969	ZL3b	f115v	115	f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20	FULL	77	410	UNKNOWN_SOURCE	0	0
1939	969	ZL3b	f115v	115	f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20	DELTA	77	410	UNKNOWN_SOURCE	0	0
1940	970	ZL3b	f115v	115	f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23	FULL	51	306	UNKNOWN_SOURCE	0	0
1941	970	ZL3b	f115v	115	f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23	DELTA	51	306	UNKNOWN_SOURCE	0	0
1942	971	ZL3b	f115v	115	f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28	FULL	75	405	UNKNOWN_SOURCE	0	0
1943	971	ZL3b	f115v	115	f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28	DELTA	75	405	UNKNOWN_SOURCE	0	0
1944	972	ZL3b	f115v	115	f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30	FULL	70	358	UNKNOWN_SOURCE	0	0
1945	972	ZL3b	f115v	115	f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30	DELTA	70	358	UNKNOWN_SOURCE	0	0
1946	973	ZL3b	f115v	115	f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33	FULL	44	260	UNKNOWN_SOURCE	0	0
1947	973	ZL3b	f115v	115	f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33	DELTA	44	260	UNKNOWN_SOURCE	0	0
1948	974	ZL3b	f115v	115	f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36	FULL	50	291	UNKNOWN_SOURCE	0	0
1949	974	ZL3b	f115v	115	f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36	DELTA	50	291	UNKNOWN_SOURCE	0	0
1950	975	ZL3b	f115v	115	f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40	FULL	65	330	UNKNOWN_SOURCE	0	0
1951	975	ZL3b	f115v	115	f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40	DELTA	65	330	UNKNOWN_SOURCE	0	0
1952	976	ZL3b	f115v	115	f115v|f115v.37-f115v.40;f115v|f115v.41-f115v.45	FULL	82	450	UNKNOWN_SOURCE	0	0
1953	976	ZL3b	f115v	115	f115v|f115v.37-f115v.40;f115v|f115v.41-f115v.45	DELTA	82	450	UNKNOWN_SOURCE	0	0
1954	977	ZL3b	f115v	115	f115v|f115v.1-f115v.5;f115v|f115v.6-f115v.7;f115v|f115v.8-f115v.10	FULL	93	538	UNKNOWN_SOURCE	0	0
1955	977	ZL3b	f115v	115	f115v|f115v.1-f115v.5;f115v|f115v.6-f115v.7;f115v|f115v.8-f115v.10	DELTA	93	538	UNKNOWN_SOURCE	0	0
1956	978	ZL3b	f115v	115	f115v|f115v.6-f115v.7;f115v|f115v.8-f115v.10;f115v|f115v.11-f115v.12	FULL	60	359	UNKNOWN_SOURCE	0	0
1957	978	ZL3b	f115v	115	f115v|f115v.6-f115v.7;f115v|f115v.8-f115v.10;f115v|f115v.11-f115v.12	DELTA	60	359	UNKNOWN_SOURCE	0	0
1958	979	ZL3b	f115v	115	f115v|f115v.8-f115v.10;f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17	FULL	91	501	UNKNOWN_SOURCE	0	0
1959	979	ZL3b	f115v	115	f115v|f115v.8-f115v.10;f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17	DELTA	91	501	UNKNOWN_SOURCE	0	0
1960	980	ZL3b	f115v	115	f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20	FULL	90	499	UNKNOWN_SOURCE	0	0
1961	980	ZL3b	f115v	115	f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20	DELTA	90	499	UNKNOWN_SOURCE	0	0
1962	981	ZL3b	f115v	115	f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23	FULL	102	559	UNKNOWN_SOURCE	0	0
1963	981	ZL3b	f115v	115	f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23	DELTA	102	559	UNKNOWN_SOURCE	0	0
1964	982	ZL3b	f115v	115	f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28	FULL	101	562	UNKNOWN_SOURCE	0	0
1965	982	ZL3b	f115v	115	f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28	DELTA	101	562	UNKNOWN_SOURCE	0	0
1966	983	ZL3b	f115v	115	f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30	FULL	95	507	UNKNOWN_SOURCE	0	0
1967	983	ZL3b	f115v	115	f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30	DELTA	95	507	UNKNOWN_SOURCE	0	0
1968	984	ZL3b	f115v	115	f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33	FULL	94	516	UNKNOWN_SOURCE	0	0
1969	984	ZL3b	f115v	115	f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33	DELTA	94	516	UNKNOWN_SOURCE	0	0
1970	985	ZL3b	f115v	115	f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36	FULL	70	393	UNKNOWN_SOURCE	0	0
1971	985	ZL3b	f115v	115	f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36	DELTA	70	393	UNKNOWN_SOURCE	0	0
1972	986	ZL3b	f115v	115	f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40	FULL	89	488	UNKNOWN_SOURCE	0	0
1973	986	ZL3b	f115v	115	f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40	DELTA	89	488	UNKNOWN_SOURCE	0	0
1974	987	ZL3b	f115v	115	f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40;f115v|f115v.41-f115v.45	FULL	108	583	UNKNOWN_SOURCE	0	0
1975	987	ZL3b	f115v	115	f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40;f115v|f115v.41-f115v.45	DELTA	108	583	UNKNOWN_SOURCE	0	0
1976	988	ZL3b	f115v	115	f115v|f115v.1-f115v.5;f115v|f115v.6-f115v.7;f115v|f115v.8-f115v.10;f115v|f115v.11-f115v.12	FULL	106	627	UNKNOWN_SOURCE	0	0
1977	988	ZL3b	f115v	115	f115v|f115v.1-f115v.5;f115v|f115v.6-f115v.7;f115v|f115v.8-f115v.10;f115v|f115v.11-f115v.12	DELTA	106	627	UNKNOWN_SOURCE	0	0
1978	989	ZL3b	f115v	115	f115v|f115v.6-f115v.7;f115v|f115v.8-f115v.10;f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17	FULL	111	612	UNKNOWN_SOURCE	0	0
1979	989	ZL3b	f115v	115	f115v|f115v.6-f115v.7;f115v|f115v.8-f115v.10;f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17	DELTA	111	612	UNKNOWN_SOURCE	0	0
1980	990	ZL3b	f115v	115	f115v|f115v.8-f115v.10;f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20	FULL	117	658	UNKNOWN_SOURCE	0	0
1981	990	ZL3b	f115v	115	f115v|f115v.8-f115v.10;f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20	DELTA	117	658	UNKNOWN_SOURCE	0	0
1982	991	ZL3b	f115v	115	f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23	FULL	115	648	UNKNOWN_SOURCE	0	0
1983	991	ZL3b	f115v	115	f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23	DELTA	115	648	UNKNOWN_SOURCE	0	0
1984	992	ZL3b	f115v	115	f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28	FULL	152	815	UNKNOWN_SOURCE	0	0
1985	992	ZL3b	f115v	115	f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28	DELTA	152	815	UNKNOWN_SOURCE	0	0
1986	993	ZL3b	f115v	115	f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30	FULL	121	664	UNKNOWN_SOURCE	0	0
1987	993	ZL3b	f115v	115	f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30	DELTA	121	664	UNKNOWN_SOURCE	0	0
1988	994	ZL3b	f115v	115	f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33	FULL	119	665	UNKNOWN_SOURCE	0	0
1989	994	ZL3b	f115v	115	f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33	DELTA	119	665	UNKNOWN_SOURCE	0	0
1990	995	ZL3b	f115v	115	f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36	FULL	120	649	UNKNOWN_SOURCE	0	0
1991	995	ZL3b	f115v	115	f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36	DELTA	120	649	UNKNOWN_SOURCE	0	0
1992	996	ZL3b	f115v	115	f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40	FULL	109	590	UNKNOWN_SOURCE	0	0
1993	996	ZL3b	f115v	115	f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40	DELTA	109	590	UNKNOWN_SOURCE	0	0
1994	997	ZL3b	f115v	115	f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40;f115v|f115v.41-f115v.45	FULL	132	741	UNKNOWN_SOURCE	0	0
1995	997	ZL3b	f115v	115	f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40;f115v|f115v.41-f115v.45	DELTA	132	741	UNKNOWN_SOURCE	0	0
1996	998	ZL3b	f116r	116	f116r|f116r.1-f116r.3	FULL	33	155	UNKNOWN_SOURCE	0	0
1997	998	ZL3b	f116r	116	f116r|f116r.1-f116r.3	DELTA	33	155	UNKNOWN_SOURCE	0	0
1998	999	ZL3b	f116r	116	f116r|f116r.4-f116r.6	FULL	34	158	UNKNOWN_SOURCE	0	0
1999	999	ZL3b	f116r	116	f116r|f116r.4-f116r.6	DELTA	34	158	UNKNOWN_SOURCE	0	0
2000	1000	ZL3b	f116r	116	f116r|f116r.7-f116r.9	FULL	25	142	UNKNOWN_SOURCE	0	0
2001	1000	ZL3b	f116r	116	f116r|f116r.7-f116r.9	DELTA	25	142	UNKNOWN_SOURCE	0	0
2002	1001	ZL3b	f116r	116	f116r|f116r.10-f116r.14	FULL	53	264	UNKNOWN_SOURCE	0	0
2003	1001	ZL3b	f116r	116	f116r|f116r.10-f116r.14	DELTA	53	264	UNKNOWN_SOURCE	0	0
2004	1002	ZL3b	f116r	116	f116r|f116r.15-f116r.17	FULL	32	147	CONTRADICTED_RECORD_COUNT	0	0
2005	1002	ZL3b	f116r	116	f116r|f116r.15-f116r.17	DELTA	32	147	CONTRADICTED_RECORD_COUNT	0	0
2006	1003	ZL3b	f116r	116	f116r|f116r.18-f116r.30	FULL	160	736	UNKNOWN_SOURCE	0	0
2007	1003	ZL3b	f116r	116	f116r|f116r.18-f116r.30	DELTA	160	736	UNKNOWN_SOURCE	0	0
2008	1004	ZL3b	f116r	116	f116r|f116r.31-f116r.45	FULL	167	783	UNKNOWN_SOURCE	0	0
2009	1004	ZL3b	f116r	116	f116r|f116r.31-f116r.45	DELTA	167	783	UNKNOWN_SOURCE	0	0
2010	1005	ZL3b	f116r	116	f116r|f116r.46-f116r.50	FULL	49	229	UNKNOWN_SOURCE	0	0
2011	1005	ZL3b	f116r	116	f116r|f116r.46-f116r.50	DELTA	49	229	UNKNOWN_SOURCE	0	0
2012	1006	ZL3b	f116r	116	f116r|f116r.1-f116r.3;f116r|f116r.4-f116r.6	FULL	67	313	UNKNOWN_SOURCE	0	0
2013	1006	ZL3b	f116r	116	f116r|f116r.1-f116r.3;f116r|f116r.4-f116r.6	DELTA	67	313	UNKNOWN_SOURCE	0	0
2014	1007	ZL3b	f116r	116	f116r|f116r.4-f116r.6;f116r|f116r.7-f116r.9	FULL	59	300	UNKNOWN_SOURCE	0	0
2015	1007	ZL3b	f116r	116	f116r|f116r.4-f116r.6;f116r|f116r.7-f116r.9	DELTA	59	300	UNKNOWN_SOURCE	0	0
2016	1008	ZL3b	f116r	116	f116r|f116r.7-f116r.9;f116r|f116r.10-f116r.14	FULL	78	406	UNKNOWN_SOURCE	0	0
2017	1008	ZL3b	f116r	116	f116r|f116r.7-f116r.9;f116r|f116r.10-f116r.14	DELTA	78	406	UNKNOWN_SOURCE	0	0
2018	1009	ZL3b	f116r	116	f116r|f116r.10-f116r.14;f116r|f116r.15-f116r.17	FULL	85	411	UNKNOWN_SOURCE	0	0
2019	1009	ZL3b	f116r	116	f116r|f116r.10-f116r.14;f116r|f116r.15-f116r.17	DELTA	85	411	UNKNOWN_SOURCE	0	0
2020	1010	ZL3b	f116r	116	f116r|f116r.15-f116r.17;f116r|f116r.18-f116r.30	FULL	192	883	UNKNOWN_SOURCE	0	0
2021	1010	ZL3b	f116r	116	f116r|f116r.15-f116r.17;f116r|f116r.18-f116r.30	DELTA	192	883	UNKNOWN_SOURCE	0	0
2022	1011	ZL3b	f116r	116	f116r|f116r.18-f116r.30;f116r|f116r.31-f116r.45	FULL	327	1519	UNKNOWN_SOURCE	0	0
2023	1011	ZL3b	f116r	116	f116r|f116r.18-f116r.30;f116r|f116r.31-f116r.45	DELTA	327	1519	UNKNOWN_SOURCE	0	0
2024	1012	ZL3b	f116r	116	f116r|f116r.31-f116r.45;f116r|f116r.46-f116r.50	FULL	216	1012	UNKNOWN_SOURCE	0	0
2025	1012	ZL3b	f116r	116	f116r|f116r.31-f116r.45;f116r|f116r.46-f116r.50	DELTA	216	1012	UNKNOWN_SOURCE	0	0
2026	1013	ZL3b	f116r	116	f116r|f116r.1-f116r.3;f116r|f116r.4-f116r.6;f116r|f116r.7-f116r.9	FULL	92	455	UNKNOWN_SOURCE	0	0
2027	1013	ZL3b	f116r	116	f116r|f116r.1-f116r.3;f116r|f116r.4-f116r.6;f116r|f116r.7-f116r.9	DELTA	92	455	UNKNOWN_SOURCE	0	0
2028	1014	ZL3b	f116r	116	f116r|f116r.4-f116r.6;f116r|f116r.7-f116r.9;f116r|f116r.10-f116r.14	FULL	112	564	UNKNOWN_SOURCE	0	0
2029	1014	ZL3b	f116r	116	f116r|f116r.4-f116r.6;f116r|f116r.7-f116r.9;f116r|f116r.10-f116r.14	DELTA	112	564	UNKNOWN_SOURCE	0	0
2030	1015	ZL3b	f116r	116	f116r|f116r.7-f116r.9;f116r|f116r.10-f116r.14;f116r|f116r.15-f116r.17	FULL	110	553	UNKNOWN_SOURCE	0	0
2031	1015	ZL3b	f116r	116	f116r|f116r.7-f116r.9;f116r|f116r.10-f116r.14;f116r|f116r.15-f116r.17	DELTA	110	553	UNKNOWN_SOURCE	0	0
2032	1016	ZL3b	f116r	116	f116r|f116r.10-f116r.14;f116r|f116r.15-f116r.17;f116r|f116r.18-f116r.30	FULL	245	1147	UNKNOWN_SOURCE	0	0
