event_id	page	record	locus	locus_position	card_no	component_parse	atomic_card_value_de	card_surface_inventory	multi_surface_card	renderer_first_choice	context_wrapper_rule	remove_wrapper	applied_wrapper_stamp	renderer_final_surface	wrapper_assignment_source	residual_locus_mode	residual_mode_load_here	free_renderer_choice	surface_roundtrip
E125	f81v	B1	f81v.17	MIDDLE	PROC078	SHED+DY	absetzen und den Schritt schließen	cheedy|shedy|tedy	YES	shedy	NONE	NONE	NONE	shedy	GLOBAL_RULE_RENDERER	RR14	NO	NO	YES
E126	f81v	B1	f81v.17	MIDDLE	PROC079	OL+CHD+DY	fortsetzen den laufenden Posten umsetzen; Schritt schließen	olchedy|qolchedy	YES	qolchedy	NONE	NONE	NONE	qolchedy	GLOBAL_RULE_RENDERER	RR14	NO	NO	YES
E127	f81v	B1	f81v.17	MIDDLE	PROC080	OK+AIN	den laufenden Posten nach Portion ansetzen	okain|qokain	YES	qokain	NONE	NONE	NONE	qokain	GLOBAL_RULE_RENDERER	RR14	NO	NO	YES
E128	f81v	B1	f81v.17	MIDDLE	PROC075	CKH+Y	Durchlass · dieser Posten	chckhy|shckhy	YES	chckhy	NONE	c	s	shckhy	RESIDUAL_LOCUS_TABLE	RR14	NO	NO	YES
E129	f81v	B1	f81v.17	MIDDLE	PROC072	L	leiten	dl	NO	dl	NONE	NONE	NONE	dl	GLOBAL_RULE_RENDERER	RR14	NO	NO	YES
E130	f81v	B1	f81v.17	LAST	PROC081	R+AL	den laufenden Posten an bezeichnete Stelle abkühlen	ral	NO	ral	NONE	NONE	NONE	ral	GLOBAL_RULE_RENDERER	RR14	NO	NO	YES
E131	f81v	B1	f81v.18	FIRST	PROC082	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	qokchdy	NO	qokchdy	NONE	NONE	NONE	qokchdy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E132	f81v	B1	f81v.18	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chey	NONE	NONE	NONE	chey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E133	f81v	B1	f81v.18	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	ol	NONE	NONE	NONE	ol	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E134	f81v	B1	f81v.18	MIDDLE	PROC083	CHK+E+Y	diesen Posten kurz wärmen	cheky	NO	cheky	NONE	NONE	NONE	cheky	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E135	f81v	B1	f81v.18	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	ol	NONE	NONE	NONE	ol	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E136	f81v	B1	f81v.18	MIDDLE	PROC078	SHED+DY	absetzen und den Schritt schließen	cheedy|shedy|tedy	YES	shedy	NONE	NONE	NONE	shedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E137	f81v	B1	f81v.18	MIDDLE	PROC067	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	qokedy	NO	qokedy	NONE	NONE	NONE	qokedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E138	f81v	B1	f81v.18	MIDDLE	PROC067	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	qokedy	NO	qokedy	NONE	NONE	NONE	qokedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E139	f81v	B1	f81v.18	MIDDLE	PROC075	CKH+Y	Durchlass · dieser Posten	chckhy|shckhy	YES	chckhy	NONE	NONE	NONE	chckhy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E140	f81v	B1	f81v.18	LAST	PROC008	OK+Y	den aktuellen Posten in Einsatz bringen	choky|oky|qoky	YES	qoky	NONE	NONE	NONE	qoky	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E141	f81v	B1	f81v.21	FIRST	PROC084	LSH+O	den Arbeitsgang waschen	lsho	NO	lsho	NONE	NONE	NONE	lsho	GLOBAL_RULE_RENDERER	RR15	YES	NO	YES
E142	f81v	B1	f81v.21	MIDDLE	PROC085	OK+E+Y	diesen Posten kurz ansetzen	okey|qokey	YES	okey	NONE	Ø	q	qokey	RESIDUAL_LOCUS_TABLE	RR15	NO	NO	YES
E143	f81v	B1	f81v.21	MIDDLE	PROC086	LSH+E+DY	den laufenden Posten kurz waschen; Schritt schließen	lshedy	NO	lshedy	NONE	NONE	NONE	lshedy	GLOBAL_RULE_RENDERER	RR15	NO	NO	YES
E144	f81v	B1	f81v.21	MIDDLE	PROC086	LSH+E+DY	den laufenden Posten kurz waschen; Schritt schließen	lshedy	NO	lshedy	NONE	NONE	NONE	lshedy	GLOBAL_RULE_RENDERER	RR15	NO	NO	YES
E145	f81v	B1	f81v.21	MIDDLE	PROC042	CHD+Y	den aktuellen Posten umsetzen	chdy|chedy	YES	chedy	NONE	NONE	NONE	chedy	GLOBAL_RULE_RENDERER	RR15	NO	NO	YES
E146	f81v	B1	f81v.21	MIDDLE	PROC087	SOLK+Y	diesen Posten auffangen	qolky	NO	qolky	NONE	NONE	NONE	qolky	GLOBAL_RULE_RENDERER	RR15	NO	NO	YES
E147	f81v	B1	f81v.21	MIDDLE	PROC088	L+CHD+AL	den laufenden Posten an bezeichnete Stelle führen und umsetzen	lchedal	NO	lchedal	NONE	NONE	NONE	lchedal	GLOBAL_RULE_RENDERER	RR15	NO	NO	YES
E148	f81v	B1	f81v.21	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	ol	NONE	Ø	q	qol	RESIDUAL_LOCUS_TABLE	RR15	NO	NO	YES
E149	f81v	B1	f81v.21	LAST	PROC089	OT+AR	danach · von dort	otar	NO	otar	NONE	NONE	NONE	otar	GLOBAL_RULE_RENDERER	RR15	NO	NO	YES
E150	f81v	B1	f81v.24	FIRST	PROC090	T+E+Y	diesen Posten kurz eintragen	ytey	NO	ytey	NONE	NONE	NONE	ytey	GLOBAL_RULE_RENDERER	RR16	YES	NO	YES
E151	f81v	B1	f81v.24	MIDDLE	PROC091	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	okchedy|qokchedy	YES	okchedy	NONE	NONE	NONE	okchedy	GLOBAL_RULE_RENDERER	RR16	NO	NO	YES
E152	f81v	B1	f81v.24	MIDDLE	PROC048	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	okal|qokal	YES	qokal	NONE	NONE	NONE	qokal	GLOBAL_RULE_RENDERER	RR16	NO	NO	YES
E153	f81v	B1	f81v.24	MIDDLE	PROC092	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	okeey|qokeey	YES	qokeey	NONE	q	Ø	okeey	RESIDUAL_LOCUS_TABLE	RR16	NO	NO	YES
E154	f81v	B1	f81v.24	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	ol	NONE	Ø	q	qol	RESIDUAL_LOCUS_TABLE	RR16	NO	NO	YES
E155	f81v	B1	f81v.24	MIDDLE	PROC078	SHED+DY	absetzen und den Schritt schließen	cheedy|shedy|tedy	YES	shedy	NONE	sh	che	cheedy	RESIDUAL_LOCUS_TABLE	RR16	NO	NO	YES
E156	f81v	B1	f81v.24	MIDDLE	PROC055	AL	bezeichnete Stelle	al|chal|cheal|dal|sal|tal	YES	dal	NONE	d	s	sal	RESIDUAL_LOCUS_TABLE	RR16	NO	NO	YES
E157	f81v	B1	f81v.24	MIDDLE	PROC093	E+OL	kurz · fortsetzen	teol	NO	teol	NONE	NONE	NONE	teol	GLOBAL_RULE_RENDERER	RR16	NO	NO	YES
E158	f81v	B1	f81v.24	MIDDLE	PROC094	CHD+DY	den laufenden Posten umsetzen; Schritt schließen	dchdy	NO	dchdy	NONE	NONE	NONE	dchdy	GLOBAL_RULE_RENDERER	RR16	NO	NO	YES
E159	f81v	B1	f81v.24	LAST	PROC095	L+Y	diesen Posten führen	ly	NO	ly	NONE	NONE	NONE	ly	GLOBAL_RULE_RENDERER	RR16	NO	NO	YES
E160	f81v	B1	f81v.27	FIRST	PROC096	SH+E+OL	fortsetzen den laufenden Posten kurz halten	dsheol	NO	dsheol	NONE	NONE	NONE	dsheol	GLOBAL_RULE_RENDERER	RR17	YES	NO	YES
E161	f81v	B1	f81v.27	MIDDLE	PROC097	O+IIN	Arbeitsgang · Sollstufe	oiiin|soiiin	YES	oiiin	NONE	NONE	NONE	oiiin	GLOBAL_RULE_RENDERER	RR17	NO	NO	YES
E162	f81v	B1	f81v.27	MIDDLE	PROC098	SOLK+EE+DY	den laufenden Posten länger auffangen; Schritt schließen	olkeedy|solkeedy	YES	olkeedy	NONE	NONE	NONE	olkeedy	GLOBAL_RULE_RENDERER	RR17	NO	NO	YES
E163	f81v	B1	f81v.27	MIDDLE	PROC078	SHED+DY	absetzen und den Schritt schließen	cheedy|shedy|tedy	YES	shedy	NONE	sh	t	tedy	RESIDUAL_LOCUS_TABLE	RR17	NO	NO	YES
E164	f81v	B1	f81v.27	MIDDLE	PROC083	CHK+E+Y	diesen Posten kurz wärmen	cheky	NO	cheky	NONE	NONE	NONE	cheky	GLOBAL_RULE_RENDERER	RR17	NO	NO	YES
E165	f81v	B1	f81v.27	MIDDLE	PROC099	SH+CKH+E+DY	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	shckhedy	NO	shckhedy	NONE	NONE	NONE	shckhedy	GLOBAL_RULE_RENDERER	RR17	NO	NO	YES
E166	f81v	B1	f81v.27	LAST	PROC055	AL	bezeichnete Stelle	al|chal|cheal|dal|sal|tal	YES	dal	NONE	d	ch	chal	RESIDUAL_LOCUS_TABLE	RR17	NO	NO	YES
E167	f82r	B2	f82r.2	FIRST	PROC076	CHD+DY	überführen und den Schritt schließen	dchedy|schedy|tchedy	YES	schedy	NONE	s	d	dchedy	RESIDUAL_LOCUS_TABLE	RR18	YES	NO	YES
E168	f82r	B2	f82r.2	MIDDLE	PROC079	OL+CHD+DY	fortsetzen den laufenden Posten umsetzen; Schritt schließen	olchedy|qolchedy	YES	qolchedy	NONE	NONE	NONE	qolchedy	GLOBAL_RULE_RENDERER	RR18	NO	NO	YES
E169	f82r	B2	f82r.2	MIDDLE	PROC080	OK+AIN	den laufenden Posten nach Portion ansetzen	okain|qokain	YES	qokain	NONE	NONE	NONE	qokain	GLOBAL_RULE_RENDERER	RR18	NO	NO	YES
E170	f82r	B2	f82r.2	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chey	NONE	che	d	dy	RESIDUAL_LOCUS_TABLE	RR18	NO	NO	YES
E171	f82r	B2	f82r.2	MIDDLE	PROC100	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	qokeedy	NO	qokeedy	NONE	NONE	NONE	qokeedy	GLOBAL_RULE_RENDERER	RR18	NO	NO	YES
E172	f82r	B2	f82r.2	MIDDLE	PROC048	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	okal|qokal	YES	qokal	NONE	NONE	NONE	qokal	GLOBAL_RULE_RENDERER	RR18	NO	NO	YES
E173	f82r	B2	f82r.2	MIDDLE	PROC101	L+CKH+Y	diesen Posten durch Durchlass führen	lcheckhy	NO	lcheckhy	NONE	NONE	NONE	lcheckhy	GLOBAL_RULE_RENDERER	RR18	NO	NO	YES
E174	f82r	B2	f82r.2	LAST	PROC102	L+CHD	den laufenden Posten führen und umsetzen	lched	NO	lched	NONE	NONE	NONE	lched	GLOBAL_RULE_RENDERER	RR18	NO	NO	YES
E175	f82r	B2	f82r.3	FIRST	PROC092	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	okeey|qokeey	YES	qokeey	NONE	NONE	NONE	qokeey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E176	f82r	B2	f82r.3	MIDDLE	PROC103	L+CKH+E+DY	den laufenden Posten durch Durchlass kurz führen; Schritt schließen	lcheckhedy	NO	lcheckhedy	NONE	NONE	NONE	lcheckhedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E177	f82r	B2	f82r.3	MIDDLE	PROC104	OK+AL+Y	diesen Posten an bezeichnete Stelle ansetzen	qokaly	NO	qokaly	NONE	NONE	NONE	qokaly	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E178	f82r	B2	f82r.3	MIDDLE	PROC105	SOLK+AIIN	den laufenden Posten nach vorgeschriebenes Maß auffangen	solkaiin	NO	solkaiin	NONE	NONE	NONE	solkaiin	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E179	f82r	B2	f82r.3	MIDDLE	PROC075	CKH+Y	Durchlass · dieser Posten	chckhy|shckhy	YES	chckhy	NONE	NONE	NONE	chckhy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E180	f82r	B2	f82r.3	LAST	PROC038	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	okaiin|qokaiin	YES	qokaiin	NONE	NONE	NONE	qokaiin	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E181	f82r	B2	f82r.4	FIRST	PROC038	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	okaiin|qokaiin	YES	qokaiin	NONE	NONE	NONE	qokaiin	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E182	f82r	B2	f82r.4	MIDDLE	PROC106	O+CTH+E+OL	Arbeitsgang · bereit · kurz · fortsetzen	octheol	NO	octheol	NONE	NONE	NONE	octheol	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E183	f82r	B2	f82r.4	MIDDLE	PROC107	CHK+EE+Y	diesen Posten länger wärmen	chkeey	NO	chkeey	NONE	NONE	NONE	chkeey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E184	f82r	B2	f82r.4	MIDDLE	PROC108	L+DY	den laufenden Posten führen; Schritt schließen	ldy	NO	ldy	NONE	NONE	NONE	ldy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E185	f82r	B2	f82r.4	MIDDLE	PROC109	OT+EE+Y	danach · länger · dieser Posten	oteey	NO	oteey	NONE	NONE	NONE	oteey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E186	f82r	B2	f82r.4	MIDDLE	PROC048	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	okal|qokal	YES	qokal	NONE	NONE	NONE	qokal	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E187	f82r	B2	f82r.4	MIDDLE	PROC110	SH+E+CKH+Y	diesen Posten durch Durchlass kurz halten	sheckhy	NO	sheckhy	NONE	NONE	NONE	sheckhy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E188	f82r	B2	f82r.4	LAST	PROC008	OK+Y	den aktuellen Posten in Einsatz bringen	choky|oky|qoky	YES	qoky	NONE	NONE	NONE	qoky	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E189	f82r	B2	f82r.7	FIRST	PROC111	SH+E+DY	den laufenden Posten kurz halten; Schritt schließen	dshedy	NO	dshedy	NONE	NONE	NONE	dshedy	GLOBAL_RULE_RENDERER	RR19	YES	NO	YES
E190	f82r	B2	f82r.7	MIDDLE	PROC112	OT+AIIN	danach · vorgeschriebenes Maß	otaiin|sotaiin	YES	otaiin	NONE	Ø	s	sotaiin	RESIDUAL_LOCUS_TABLE	RR19	NO	NO	YES
E191	f82r	B2	f82r.7	MIDDLE	PROC113	OK+AR	den laufenden Posten von dort ansetzen	qokar	NO	qokar	NONE	NONE	NONE	qokar	GLOBAL_RULE_RENDERER	RR19	NO	NO	YES
E192	f82r	B2	f82r.7	MIDDLE	PROC078	SHED+DY	absetzen und den Schritt schließen	cheedy|shedy|tedy	YES	shedy	NONE	NONE	NONE	shedy	GLOBAL_RULE_RENDERER	RR19	NO	NO	YES
E193	f82r	B2	f82r.7	MIDDLE	PROC114	OL+SH+E+DY	fortsetzen den laufenden Posten kurz halten; Schritt schließen	solshedy	NO	solshedy	NONE	NONE	NONE	solshedy	GLOBAL_RULE_RENDERER	RR19	NO	NO	YES
E194	f82r	B2	f82r.7	MIDDLE	PROC092	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	okeey|qokeey	YES	qokeey	NONE	NONE	NONE	qokeey	GLOBAL_RULE_RENDERER	RR19	NO	NO	YES
E195	f82r	B2	f82r.7	MIDDLE	PROC008	OK+Y	den aktuellen Posten in Einsatz bringen	choky|oky|qoky	YES	qoky	NONE	NONE	NONE	qoky	GLOBAL_RULE_RENDERER	RR19	NO	NO	YES
E196	f82r	B2	f82r.7	MIDDLE	PROC115	LS	weiter	ls	NO	ls	NONE	NONE	NONE	ls	GLOBAL_RULE_RENDERER	RR19	NO	NO	YES
E197	f82r	B2	f82r.7	LAST	PROC031	SH+EE+Y	diesen Posten länger halten	cheey|shey	YES	cheey	NONE	NONE	NONE	cheey	GLOBAL_RULE_RENDERER	RR19	NO	NO	YES
E198	f82r	B2	f82r.19	FIRST	PROC080	OK+AIN	den laufenden Posten nach Portion ansetzen	okain|qokain	YES	qokain	WR01	q	Ø	okain	AUTOMATIC_CONTEXT_RULE	RR20	YES	NO	YES
E199	f82r	B2	f82r.19	MIDDLE	PROC003	AR	von dort	char|dar|sar	YES	char	NONE	NONE	NONE	char	GLOBAL_RULE_RENDERER	RR20	NO	NO	YES
E200	f82r	B2	f82r.19	MIDDLE	PROC080	OK+AIN	den laufenden Posten nach Portion ansetzen	okain|qokain	YES	qokain	NONE	q	Ø	okain	RESIDUAL_LOCUS_TABLE	RR20	NO	NO	YES
E201	f82r	B2	f82r.19	MIDDLE	PROC100	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	qokeedy	NO	qokeedy	NONE	NONE	NONE	qokeedy	GLOBAL_RULE_RENDERER	RR20	NO	NO	YES
E202	f82r	B2	f82r.19	LAST	PROC116	L+CH+Y	diesen Posten führen und abziehen	lchy	NO	lchy	NONE	NONE	NONE	lchy	GLOBAL_RULE_RENDERER	RR20	NO	NO	YES
E203	f82r	B2	f82r.23	FIRST	PROC031	SH+EE+Y	diesen Posten länger halten	cheey|shey	YES	cheey	NONE	NONE	NONE	cheey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E204	f82r	B2	f82r.23	MIDDLE	PROC117	CTH+E+Y	bereit · kurz · dieser Posten	qcthey|shcthey	YES	qcthey	NONE	NONE	NONE	qcthey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E205	f82r	B2	f82r.23	MIDDLE	PROC092	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	okeey|qokeey	YES	qokeey	NONE	NONE	NONE	qokeey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E206	f82r	B2	f82r.23	MIDDLE	PROC118	L+EE+Y	diesen Posten länger führen	lcheey	NO	lcheey	NONE	NONE	NONE	lcheey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E207	f82r	B2	f82r.23	MIDDLE	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	NONE	NONE	daiin	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E208	f82r	B2	f82r.23	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chey	NONE	NONE	NONE	chey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E209	f82r	B2	f82r.23	MIDDLE	PROC119	OK+EEE+DY	den laufenden Posten vollständig ansetzen; Schritt schließen	qokeeedy	NO	qokeeedy	NONE	NONE	NONE	qokeeedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E210	f82r	B2	f82r.23	MIDDLE	PROC120	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	lchedy	NO	lchedy	NONE	NONE	NONE	lchedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E211	f82r	B2	f82r.23	LAST	PROC121	L+AR	den laufenden Posten von dort führen	lar	NO	lar	NONE	NONE	NONE	lar	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E212	f82r	B2	f82r.26	FIRST	PROC122	SH+E+Y	diesen Posten kurz halten	tshey	NO	tshey	NONE	NONE	NONE	tshey	GLOBAL_RULE_RENDERER	RR21	YES	NO	YES
E213	f82r	B2	f82r.26	MIDDLE	PROC100	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	qokeedy	NO	qokeedy	NONE	NONE	NONE	qokeedy	GLOBAL_RULE_RENDERER	RR21	NO	NO	YES
E214	f82r	B2	f82r.26	MIDDLE	PROC055	AL	bezeichnete Stelle	al|chal|cheal|dal|sal|tal	YES	dal	NONE	d	che	cheal	RESIDUAL_LOCUS_TABLE	RR21	NO	NO	YES
E215	f82r	B2	f82r.26	MIDDLE	PROC123	L+CHD+AR	den laufenden Posten von dort führen und umsetzen	lchedar	NO	lchedar	NONE	NONE	NONE	lchedar	GLOBAL_RULE_RENDERER	RR21	NO	NO	YES
E216	f82r	B2	f82r.26	MIDDLE	PROC124	CH+E+S	den laufenden Posten kurz abziehen und teilen	ches	NO	ches	NONE	NONE	NONE	ches	GLOBAL_RULE_RENDERER	RR21	NO	NO	YES
E217	f82r	B2	f82r.26	MIDDLE	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	d	Ø	aiin	RESIDUAL_LOCUS_TABLE	RR21	NO	NO	YES
E218	f82r	B2	f82r.26	MIDDLE	PROC109	OT+EE+Y	danach · länger · dieser Posten	oteey	NO	oteey	NONE	NONE	NONE	oteey	GLOBAL_RULE_RENDERER	RR21	NO	NO	YES
E219	f82r	B2	f82r.26	MIDDLE	PROC038	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	okaiin|qokaiin	YES	qokaiin	NONE	NONE	NONE	qokaiin	GLOBAL_RULE_RENDERER	RR21	NO	NO	YES
E220	f82r	B2	f82r.26	LAST	PROC085	OK+E+Y	diesen Posten kurz ansetzen	okey|qokey	YES	okey	NONE	NONE	NONE	okey	GLOBAL_RULE_RENDERER	RR21	NO	NO	YES
E221	f82r	B2	f82r.27	FIRST	PROC125	P+CHD+DY	den laufenden Posten hineingeben und umsetzen; Schritt schließen	pchedy	NO	pchedy	NONE	NONE	NONE	pchedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E222	f82r	B2	f82r.27	MIDDLE	PROC126	R+SH+E+AL	den laufenden Posten an bezeichnete Stelle kurz abkühlen und halten	rsheal	NO	rsheal	NONE	NONE	NONE	rsheal	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E223	f82r	B2	f82r.27	MIDDLE	PROC127	AL+DY	bezeichnete Stelle; Schritt schließen	daldy	NO	daldy	NONE	NONE	NONE	daldy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E224	f82r	B2	f82r.27	MIDDLE	PROC100	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	qokeedy	NO	qokeedy	NONE	NONE	NONE	qokeedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E225	f82r	B2	f82r.27	MIDDLE	PROC128	R+SHED+DY	den laufenden Posten abkühlen und absetzen; Schritt schließen	rshedy	NO	rshedy	NONE	NONE	NONE	rshedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E226	f82r	B2	f82r.27	MIDDLE	PROC129	OT+EE+DY	danach · länger; Schritt schließen	qoteedy	NO	qoteedy	NONE	NONE	NONE	qoteedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E227	f82r	B2	f82r.27	MIDDLE	PROC100	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	qokeedy	NO	qokeedy	NONE	NONE	NONE	qokeedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E228	f82r	B2	f82r.27	LAST	PROC130	L+O+CHD+DY	den Arbeitsgang führen und umsetzen; Schritt schließen	lochedy	NO	lochedy	NONE	NONE	NONE	lochedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E229	f83r	B3	f83r.3	FIRST	PROC098	SOLK+EE+DY	den laufenden Posten länger auffangen; Schritt schließen	olkeedy|solkeedy	YES	olkeedy	NONE	NONE	NONE	olkeedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E230	f83r	B3	f83r.3	MIDDLE	PROC131	OT+AL	danach · bezeichnete Stelle	otal|qotal	YES	qotal	NONE	NONE	NONE	qotal	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E231	f83r	B3	f83r.3	MIDDLE	PROC132	CHK+EE+DY	den laufenden Posten länger wärmen; Schritt schließen	chkeedy	NO	chkeedy	NONE	NONE	NONE	chkeedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E232	f83r	B3	f83r.3	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chey	NONE	NONE	NONE	chey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E233	f83r	B3	f83r.3	MIDDLE	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	NONE	NONE	daiin	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E234	f83r	B3	f83r.3	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chey	NONE	NONE	NONE	chey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E235	f83r	B3	f83r.3	MIDDLE	PROC120	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	lchedy	NO	lchedy	NONE	NONE	NONE	lchedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E236	f83r	B3	f83r.3	MIDDLE	PROC038	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	okaiin|qokaiin	YES	qokaiin	NONE	NONE	NONE	qokaiin	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E237	f83r	B3	f83r.3	MIDDLE	PROC131	OT+AL	danach · bezeichnete Stelle	otal|qotal	YES	qotal	NONE	NONE	NONE	qotal	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E238	f83r	B3	f83r.3	LAST	PROC003	AR	von dort	char|dar|sar	YES	char	WR04	ch	d	dar	AUTOMATIC_CONTEXT_RULE	NONE	NO	NO	YES
E239	f83r	B3	f83r.6	FIRST	PROC076	CHD+DY	überführen und den Schritt schließen	dchedy|schedy|tchedy	YES	schedy	NONE	NONE	NONE	schedy	GLOBAL_RULE_RENDERER	RR22	YES	NO	YES
E240	f83r	B3	f83r.6	MIDDLE	PROC133	CHD+Y	diesen Posten umsetzen	chedchy	NO	chedchy	NONE	NONE	NONE	chedchy	GLOBAL_RULE_RENDERER	RR22	NO	NO	YES
E241	f83r	B3	f83r.6	MIDDLE	PROC048	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	okal|qokal	YES	qokal	NONE	NONE	NONE	qokal	GLOBAL_RULE_RENDERER	RR22	NO	NO	YES
E242	f83r	B3	f83r.6	MIDDLE	PROC079	OL+CHD+DY	fortsetzen den laufenden Posten umsetzen; Schritt schließen	olchedy|qolchedy	YES	qolchedy	NONE	q	Ø	olchedy	RESIDUAL_LOCUS_TABLE	RR22	NO	NO	YES
E243	f83r	B3	f83r.6	MIDDLE	PROC038	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	okaiin|qokaiin	YES	qokaiin	NONE	NONE	NONE	qokaiin	GLOBAL_RULE_RENDERER	RR22	NO	NO	YES
E244	f83r	B3	f83r.6	MIDDLE	PROC042	CHD+Y	den aktuellen Posten umsetzen	chdy|chedy	YES	chedy	NONE	NONE	NONE	chedy	GLOBAL_RULE_RENDERER	RR22	NO	NO	YES
