statement_id	page	record	events	owner_noun_de	surface_sequence	component_sequence	state_endpoint_sequence	licensed_close_cards	working_reading_de	form_owner_boundary_status
B3-S026	f83r	B3	7	der bildlich unverbundene Zwischenabschnitt und das durch den Bogen verbundene Hauptpaar	cheedar chldaiin chedy qokain checthy chealror solkeedy	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	E285:EE/NONE | E287:NONE/Y | E289:NONE/Y | E291:EE/DY	1	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger auffangen und schliessen.	UNCHANGED
B3-S027	f83r	B3	1	das durch den Bogen verbundene Hauptpaar	qoteedy	OT+EE+DY	E292:EE/DY	1	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	UNCHANGED
B3-S028	f83r	B3	2	das durch den Bogen verbundene Hauptpaar	qokeey qokedy	OK+EE+Y | OK+E+DY	E293:EE/Y | E294:E/DY	1	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	UNCHANGED
B3-S029	f83r	B3	3	das durch den Bogen verbundene Hauptpaar	sol cheeety qokedy	OL | EEE+T+Y | OK+E+DY	E296:EEE/Y | E297:E/DY	1	Am durch den Bogen verbundenen Hauptpaar: Fortsetzen; dann vollstaendig den laufenden Posten anwenden; dann kurz ansetzen; den Schritt schliessen.	UNCHANGED
B3-S030	f83r	B3	4	das durch den Bogen verbundene Hauptpaar	qoky saiin schedair otchedy	OK+Y | AIIN | CHD+AIR | OT+CHD+DY	E298:NONE/Y | E301:NONE/DY	1	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.	UNCHANGED
B3-S031	f83r	B3	1	das durch den Bogen verbundene Hauptpaar	qokeedy	OK+EE+DY	E302:EE/DY	1	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	UNCHANGED
B3-S032	f83r	B3	5	das durch den Bogen verbundene Hauptpaar	chedain chedy qotedaiin otaiin otedy	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	E304:NONE/Y | E305:E/NONE | E307:E/DY	1	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.	UNCHANGED
B3-S033	f83r	B3	1	das durch den Bogen verbundene Hauptpaar	ldy	L+DY	E308:NONE/DY	1	Am durch den Bogen verbundenen Hauptpaar: Weiterleiten; den Schritt schliessen.	UNCHANGED
B3-S034	f83r	B3	6	das durch den Bogen verbundene Hauptpaar	soiiin checthy chety otaiin olsaly shedy	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	E310:NONE/Y | E311:NONE/Y | E313:NONE/Y | E314:NONE/DY	1	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Arbeitsstufe fuehren; den Posten bereitet halten und anwenden; danach nach Sollmass an der Zielstelle weiterfuehren, absetzen und schliessen.	UNCHANGED
B4-S001	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	qokeedy	OK+EE+DY	E315:EE/DY	1	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	UNCHANGED
B4-S002	f83r	B4	3	das zweite durch den Bogen verbundene Hauptpaar	qolchey qokeey qokedy	OL+Y | OK+EE+Y | OK+E+DY	E316:NONE/Y | E317:EE/Y | E318:E/DY	1	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten fortsetzen; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	UNCHANGED
B4-S003	f83r	B4	7	das zweite durch den Bogen verbundene Hauptpaar	chedy otal otchey qokeey qoky tol shedy	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+DY	E319:NONE/Y | E321:NONE/Y | E322:EE/Y | E323:NONE/Y | E325:NONE/DY	1	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zur Zielstelle und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, fortsetzen, absetzen und schliessen.	UNCHANGED
B4-S004	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	qokylddy	OK+Y+LD+DY	E326:NONE/DY	1	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.	UNCHANGED
B4-S005	f83r	B4	3	das zweite durch den Bogen verbundene Hauptpaar	dain chedy qokeedy	AIN | CHD+Y | OK+EE+DY	E328:NONE/Y | E329:EE/DY	1	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	UNCHANGED
B4-S006	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	shckhedy	SH+CKH+E+DY	E330:E/DY	1	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	UNCHANGED
B4-S007	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	shckhedy	SH+CKH+E+DY	E331:E/DY	1	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	UNCHANGED
B4-S008	f83r	B4	4	das zweite durch den Bogen verbundene Hauptpaar	saiin cheeky sheey qokedy	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY	E333:EE/Y | E334:EE/Y | E335:E/DY	1	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Mass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	UNCHANGED
B4-S009	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	shedy	SHED+DY	E336:NONE/DY	1	Am zweiten durch den Bogen verbundenen Hauptpaar: Absetzen lassen; den Schritt schliessen.	UNCHANGED
B4-S010	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	oldy	OL+DY	E337:NONE/DY	1	Am zweiten durch den Bogen verbundenen Hauptpaar: Fortsetzen; den Schritt schliessen.	UNCHANGED
B4-S011	f83r	B4	7	die linke offene Randstation	saiin cheky okeeol okain chdy sol lkedy	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	E339:E/Y | E340:EE/NONE | E342:NONE/Y | E344:E/DY	1	An der linken offenen Randstation: Nach Mass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, fortsetzen, kurz weiterleiten und zugeben, dann schliessen.	UNCHANGED
B4-S012	f83r	B4	1	die linke offene Randstation	lchedy	L+CHD+DY	E345:NONE/DY	1	An der linken offenen Randstation: Weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B4-S013	f83r	B4	2	die linke offene Randstation	qokol shedy	OK+OL | SHED+DY	E347:NONE/DY	1	An der linken offenen Randstation: Weiter ansetzen; dann absetzen lassen; den Schritt schliessen.	UNCHANGED
B4-S014	f83r	B4	4	die linke offene Randstation	or chey qockhey dairydy	OR | Y | O+CKH+E+Y | AIR+Y+DY	E349:NONE/Y | E350:E/Y | E351:NONE/DY	1	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, die laufende Fluessigkeit als aktuellen Posten fuehren und schliessen.	UNCHANGED
B4-S015	f83r	B4	6	die linke offene Randstation und die rechte S-Lauf-Mehrfachstation	qokain shey kain chckhal solkey lchedy	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | SOLK+E+Y | L+CHD+DY	E353:EE/Y | E356:E/Y | E357:NONE/DY	1	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz auffangen, weiterleiten, umsetzen und schliessen.	UNCHANGED
B4-S016	f83r	B4	4	die rechte S-Lauf-Mehrfachstation	qolkain dal skar shedy	OL+K+AIN | AL | K+AR | SHED+DY	E361:NONE/DY	1	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, absetzen lassen und schliessen.	UNCHANGED
B5-S001	f83r	B5	1	die linke offene Nebenstation	otchdy	OT+CHD+DY	E362:NONE/DY	1	An der linken offenen Nebenstation: Danach umsetzen und den Schritt schliessen.	UNCHANGED
B5-S002	f83r	B5	1	die linke offene Nebenstation	qokchdy	OK+CHD+DY	E363:NONE/DY	1	An der linken offenen Nebenstation: Ansetzen und umsetzen; den Schritt schliessen.	UNCHANGED
B5-S003	f83r	B5	9	die linke offene Nebenstation	shedal dal cheol lol chdal aiin sol daiiin chedy	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	E372:NONE/Y	0	An der linken offenen Nebenstation: An der Zielstelle absetzen und dort weiterarbeiten; weiterleiten und fortsetzen, an der Zielstelle umsetzen, nach Sollmass fortsetzen, fuer den zweiten Durchgang bis zur Arbeitsstufe fuehren und den Posten umsetzen.	UNCHANGED
B6-S001	f83r	B6	9	die rechte S-Lauf-Nebenstation	solkeey qekey raly ol daiin ol dain chey ldalor	SOLK+EE+Y | E+K+E+Y | R+AL+Y | OL | AIIN | OL | AIN | Y | L+AL+OR	E373:EE/Y | E374:E/Y | E375:NONE/Y | E380:NONE/Y	0	An der rechten S-Lauf-Nebenstation: Den Posten laenger auffangen, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle weiterleiten.	UNCHANGED
