event_id	page	record	statement_id	locus	silent_owner_de	containing_clause_de	component_parse	atomic_card_value_de	local_action_expansion_de	allograph_source	predicted_card_no	observed_card_no	card_roundtrip	renderer_source	renderer_rule	predicted_surface	observed_surface	surface_roundtrip	free_choice
E076	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	HO+AL+Y	Gabe · bezeichnete Stelle · dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC053	PROC053	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chodaly	chodaly	YES	NO
E077	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC009	PROC009	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	daiin	YES	NO
E078	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	HO	Gabe	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC052	PROC052	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sho	sho	YES	NO
E079	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	K+OL	fortsetzen den laufenden Posten zuführen	zuführen	DIRECT_UNIQUE_PARSE	PROC054	PROC054	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchol	kchol	YES	NO
E080	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	danach den Ansatz abziehen	OT+CH+OR	danach den Ansatz abziehen	abziehen	DIRECT_UNIQUE_PARSE	PROC020	PROC020	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otchor	otchor	YES	NO
E081	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten einsetzen	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	LOCAL_LOCUS_MEMORY	PROC008	PROC008	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	choky	choky	YES	NO
E082	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC055	PROC055	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dal	dal	YES	NO
E083	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC034	PROC034	YES	RECORD_WRAPPER_MELODY	RM04:1	schol	schol	YES	NO
E084	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	HO+Y	Gabe · dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC056	PROC056	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	choy	choy	YES	NO
E085	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	OK+Y	den aktuellen Posten in Einsatz bringen	anlegen	LOCAL_LOCUS_MEMORY	PROC008	PROC008	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	choky	choky	YES	NO
E086	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten durch den Durchlass im Arbeitsgang länger ablaufen lassen und den Schritt schließen	CH+EE+CKH+O+DY	den Arbeitsgang durch Durchlass länger abziehen; Schritt schließen	ablaufen lassen	DIRECT_UNIQUE_PARSE	PROC057	PROC057	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheeckhody	cheeckhody	YES	NO
E087	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten halten	SH	den laufenden Posten halten	halten	DIRECT_UNIQUE_PARSE	PROC058	PROC058	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sh	sh	YES	NO
E088	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten kurz zugeben	HO	Gabe	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC052	PROC052	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cho	cho	YES	NO
E089	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten kurz zugeben	K+E+Y	diesen Posten kurz zuführen	zugeben	DIRECT_UNIQUE_PARSE	PROC059	PROC059	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchey	kchey	YES	NO
E090	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten erneut einsetzen	OK+OK+Y	diesen Posten ansetzen und ansetzen	einsetzen + einsetzen	DIRECT_UNIQUE_PARSE	PROC060	PROC060	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokokchy	qokokchy	YES	NO
E091	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten einsetzen	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	LOCAL_LOCUS_MEMORY	PROC011	PROC011	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	okchy	okchy	YES	NO
E092	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten im Arbeitsgang kurz ansetzen und abziehen	OK+CH+E+O	den Arbeitsgang kurz ansetzen und abziehen	ansetzen + abziehen	DIRECT_UNIQUE_PARSE	PROC061	PROC061	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chokcheo	chokcheo	YES	NO
E093	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten an der bezeichneten Stelle zuführen	K+AL	den laufenden Posten an bezeichnete Stelle zuführen	zuführen	DIRECT_UNIQUE_PARSE	PROC062	PROC062	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchal	kchal	YES	NO
E094	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten ansetzen	HO	Gabe	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC052	PROC052	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sho	sho	YES	NO
E095	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten ansetzen	OK+Y	den aktuellen Posten in Einsatz bringen	ansetzen	LOCAL_LOCUS_MEMORY	PROC011	PROC011	YES	RECORD_WRAPPER_MELODY	RM04:2	chokchy	chokchy	YES	NO
E096	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	die Gabe von dort zugeben	K+HO+AR	den Gabe von dort zuführen	zugeben	DIRECT_UNIQUE_PARSE	PROC063	PROC063	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchoar	kchoar	YES	NO
E097	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	OT+O+AIN	danach · Arbeitsgang · Portion	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC064	PROC064	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sotodan	sotodan	YES	NO
E098	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	OT+Y	danach · dieser Posten	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC065	PROC065	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otchey	otchey	YES	NO
E099	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	K+E+OL	fortsetzen den laufenden Posten kurz zuführen	zugeben	DIRECT_UNIQUE_PARSE	PROC066	PROC066	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	keol	keol	YES	NO
E100	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC009	PROC009	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	daiin	YES	NO
E101	f81v	B1	B1-S001	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	DIRECT_UNIQUE_PARSE	PROC067	PROC067	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokedy	qokedy	YES	NO
E102	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß einsetzen	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	DIRECT_UNIQUE_PARSE	PROC038	PROC038	YES	FORMULA_CADENCE_RULE	FC04	okaiin	okaiin	YES	NO
E103	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Lauf einspeisen	K+AIR	den laufenden Posten durch laufender Bestand zuführen	einspeisen	DIRECT_UNIQUE_PARSE	PROC068	PROC068	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kair	kair	YES	NO
E104	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle anlegen	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	DIRECT_UNIQUE_PARSE	PROC048	PROC048	YES	FORMULA_CADENCE_RULE	FC04	okal	okal	YES	NO
E105	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben	AR	von dort	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC003	PROC003	YES	FORMULA_CADENCE_RULE	FC04	sar	sar	YES	NO
E106	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC013	PROC013	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	ol	YES	NO
E107	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben	K+AIN	den laufenden Posten nach Portion zuführen	dosiert zugeben	DIRECT_UNIQUE_PARSE	PROC069	PROC069	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kain	kain	YES	NO
E108	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter dosiert zugeben	OL+K+AIN	fortsetzen den laufenden Posten nach Portion zuführen	dosiert zugeben	DIRECT_UNIQUE_PARSE	PROC070	PROC070	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	olkain	olkain	YES	NO
E109	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC055	PROC055	YES	FORMULA_CADENCE_RULE	FC04	al	al	YES	NO
E110	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC013	PROC013	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	ol	YES	NO
E111	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen	R+OL	fortsetzen den laufenden Posten abkühlen	abkühlen lassen	DIRECT_UNIQUE_PARSE	PROC071	PROC071	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	rol	rol	YES	NO
E112	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten führen	L	leiten	führen	DIRECT_UNIQUE_PARSE	PROC072	PROC072	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dl	dl	YES	NO
E113	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten	OL+OR	fortsetzen · Ansatz	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC022	PROC022	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	olor	olor	YES	NO
E114	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC013	PROC013	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	ol	YES	NO
E115	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten	SH+E+CKH+AL	den laufenden Posten an bezeichnete Stelle durch Durchlass kurz halten	zurückhalten	DIRECT_UNIQUE_PARSE	PROC073	PROC073	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sheckhal	sheckhal	YES	NO
E116	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle länger anlegen	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC009	PROC009	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	daiin	YES	NO
E117	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle länger anlegen	OK+EE+AL	den laufenden Posten an bezeichnete Stelle länger ansetzen	anlegen	DIRECT_UNIQUE_PARSE	PROC074	PROC074	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedal	qokeedal	YES	NO
E118	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC009	PROC009	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	daiin	YES	NO
E119	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	CKH+Y	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC075	PROC075	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chckhy	chckhy	YES	NO
E120	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	CHD+DY	überführen und den Schritt schließen	durchleiten	NEIGHBOR_RULE	PROC076	PROC076	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	schedy	schedy	YES	NO
E121	f81v	B1	B1-S003	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter halten und zugeben und überführen und den Schritt schließen	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC013	PROC013	YES	RECORD_WRAPPER_MELODY	RM05:1	qol	qol	YES	NO
E122	f81v	B1	B1-S003	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter halten und zugeben und überführen und den Schritt schließen	SH+K+CHD+DY	den laufenden Posten halten und zuführen und umsetzen; Schritt schließen	halten + zugeben + überführen	DIRECT_UNIQUE_PARSE	PROC077	PROC077	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sshkchdy	sshkchdy	YES	NO
E123	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten umsetzen	CHD+Y	den aktuellen Posten umsetzen	umsetzen	NEIGHBOR_RULE	PROC042	PROC042	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	chedy	YES	NO
E124	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC013	PROC013	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	ol	YES	NO
E125	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	DIRECT_UNIQUE_PARSE	PROC078	PROC078	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedy	shedy	YES	NO
E126	f81v	B1	B1-S005	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter überführen und den Schritt schließen	OL+CHD+DY	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	DIRECT_UNIQUE_PARSE	PROC079	PROC079	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qolchedy	qolchedy	YES	NO
E127	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion einsetzen	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	DIRECT_UNIQUE_PARSE	PROC080	PROC080	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokain	qokain	YES	NO
E128	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass durchleiten	CKH+Y	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC075	PROC075	YES	RECORD_WRAPPER_MELODY	RM05:2	shckhy	shckhy	YES	NO
E129	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass durchleiten	L	leiten	durchleiten	DIRECT_UNIQUE_PARSE	PROC072	PROC072	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dl	dl	YES	NO
E130	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle abkühlen lassen	R+AL	den laufenden Posten an bezeichnete Stelle abkühlen	abkühlen lassen	DIRECT_UNIQUE_PARSE	PROC081	PROC081	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ral	ral	YES	NO
E131	f81v	B1	B1-S007	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten einsetzen und überführen und den Schritt schließen	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	NEIGHBOR_RULE	PROC082	PROC082	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokchdy	qokchdy	YES	NO
E132	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz warm halten	Y	dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC019	PROC019	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chey	chey	YES	NO
E133	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz warm halten	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC013	PROC013	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	ol	YES	NO
E134	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz warm halten	CHK+E+Y	diesen Posten kurz wärmen	warm halten	DIRECT_UNIQUE_PARSE	PROC083	PROC083	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheky	cheky	YES	NO
E135	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC013	PROC013	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	ol	YES	NO
E136	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	DIRECT_UNIQUE_PARSE	PROC078	PROC078	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedy	shedy	YES	NO
E137	f81v	B1	B1-S009	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	DIRECT_UNIQUE_PARSE	PROC067	PROC067	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokedy	qokedy	YES	NO
E138	f81v	B1	B1-S010	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	DIRECT_UNIQUE_PARSE	PROC067	PROC067	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokedy	qokedy	YES	NO
E139	f81v	B1	B1-S011	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass einleiten	CKH+Y	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC075	PROC075	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chckhy	chckhy	YES	NO
E140	f81v	B1	B1-S011	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass einleiten	OK+Y	den aktuellen Posten in Einsatz bringen	einleiten	LOCAL_LOCUS_MEMORY	PROC008	PROC008	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoky	qoky	YES	NO
E141	f81v	B1	B1-S012	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Arbeitsgang waschen	LSH+O	den Arbeitsgang waschen	waschen	DIRECT_UNIQUE_PARSE	PROC084	PROC084	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lsho	lsho	YES	NO
E142	f81v	B1	B1-S012	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz wirken lassen	OK+E+Y	diesen Posten kurz ansetzen	wirken lassen	DIRECT_UNIQUE_PARSE	PROC085	PROC085	YES	RECORD_WRAPPER_MELODY	RM05:3	qokey	qokey	YES	NO
E143	f81v	B1	B1-S012	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz durchwaschen und den Schritt schließen	LSH+E+DY	den laufenden Posten kurz waschen; Schritt schließen	durchwaschen	DIRECT_UNIQUE_PARSE	PROC086	PROC086	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lshedy	lshedy	YES	NO
E144	f81v	B1	B1-S013	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz durchwaschen und den Schritt schließen	LSH+E+DY	den laufenden Posten kurz waschen; Schritt schließen	durchwaschen	DIRECT_UNIQUE_PARSE	PROC086	PROC086	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lshedy	lshedy	YES	NO
E145	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten umsetzen	CHD+Y	den aktuellen Posten umsetzen	umsetzen	NEIGHBOR_RULE	PROC042	PROC042	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	chedy	YES	NO
E146	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten auffangen	SOLK+Y	diesen Posten auffangen	auffangen	DIRECT_UNIQUE_PARSE	PROC087	PROC087	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qolky	qolky	YES	NO
E147	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen	L+CHD+AL	den laufenden Posten an bezeichnete Stelle führen und umsetzen	hinleiten + umfüllen	DIRECT_UNIQUE_PARSE	PROC088	PROC088	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lchedal	lchedal	YES	NO
E148	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	danach den laufenden Posten weiter von dort kurz übertragen	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC013	PROC013	YES	RECORD_WRAPPER_MELODY	RM05:3	qol	qol	YES	NO
E149	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	danach den laufenden Posten weiter von dort kurz übertragen	OT+AR	danach · von dort	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC089	PROC089	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otar	otar	YES	NO
E150	f81v	B1	B1-S015	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	danach den laufenden Posten weiter von dort kurz übertragen	T+E+Y	diesen Posten kurz eintragen	übertragen	DIRECT_UNIQUE_PARSE	PROC090	PROC090	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ytey	ytey	YES	NO
E151	f81v	B1	B1-S015	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten einsetzen und überführen und den Schritt schließen	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	NEIGHBOR_RULE	PROC091	PROC091	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	okchedy	okchedy	YES	NO
