gdt753_reader_id	gdt753_occurrence_id	surface	page	locus	token_ordinal	boundary_complete	anchor_tags	field_channel	role_evidence_decision	old_composition_derived_render_de	old_concrete_render_disposition	current_working_whole_default_de	safe_occurrence_render_de	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G753-R059	G753-O0503	qokeol	f104v	f104v.13	4	1	DRY|MATERIAL|PREPARATION	DESCRIPTIVE_MATERIA	PREPARATION_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Zubereitungskontext; genaue Ganzformrolle offen	ycheol cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin cheitaiin	OPEN	0	0
G753-R060	G753-O0524	okeol	f105v	f105v.12	3	0	NONE	OPEN	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	ysheedy aiin okeol ykedor ar ar alkair otar otaiin otal tair am	OPEN	0	0
G753-R061	G753-O0529	qokeol	f106r	f106r.6	10	1	HOT|BEGIN_STAGE	DESCRIPTIVE_QUALITY	OTHER_ANCHORED_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: DESCRIPTIVE_QUALITY; genaue Ganzformrolle offen	shor sheor orkchsd otair or qokeeo raiin qokeeolchedy olchedy qokeol qoky	OPEN	0	0
G753-R062	G753-O0551	okeol	f107r	f107r.10	3	1	NONE	OPEN	COMPLETE_OPEN_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen	yteedy qokeedy okeol lchedy qokal lor sheal cheedaiin chey sair alo m	OPEN	0	0
G753-R063	G753-O0554	qokeol	f107r	f107r.21	7	0	COLD|MATERIAL|BEGIN_STAGE	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	taror olal okain okaiin qotal shaiin qokeol lkaiin okeeo lkaiin aiin	OPEN	0	0
G753-R064	G753-O0567	okeol	f107v	f107v.8	3	1	HOT|COLD|PART|PROCESS|CLOSE|MIDDLE_STAGE|END_STAGE	PRESCRIPTIVE_RECIPE	PROCESS_MATERIAL_MIDDLE_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Mittelstufen-Verarbeitungs-/Stoffkontext	polcheolkain qokair okeol qokol qokaiin opcheol qotedy ltedy otedam	OPEN	0	0
G753-R065	G753-O0576	okeol	f107v	f107v.25	3	1	COLD|PREPARATION|CLOSE|END_STAGE	DESCRIPTIVE_MATERIA	PREPARATION_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Zubereitungskontext; genaue Ganzformrolle offen	kaolkar kolkar okeol qokeor al tody opchey oty al ky pchey rag	OPEN	0	0
G753-R066	G753-O0577	okeol	f107v	f107v.29	2	0	HOT|END_STAGE	DESCRIPTIVE_QUALITY	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	tolkeeedy okeol cheody qokeey qokchedy qotyshey qy lty ltam	OPEN	0	0
G753-R067	G753-O0605	okeol	f108r	f108r.33	5	0	NONE	OPEN	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	solkedy okchd qokedy okedy okeol chdy okar okedy okedy chlar	OPEN	0	0
G753-R068	G753-O0606	okeol	f108r	f108r.36	2	1	HOT|PREPARATION|CLOSE|END_STAGE	DESCRIPTIVE_MATERIA	PREPARATION_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Zubereitungskontext; genaue Ganzformrolle offen	okechy okeol okeedy cheedar okedy qotal chdy chedal chedy	OPEN	0	0
G753-R069	G753-O0612	okeol	f108r	f108r.48	4	0	HOT|MATERIAL	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	pcheedy qokeo l okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy	OPEN	0	0
G753-R070	G753-O0619	okeol	f108v	f108v.16	5	0	HOT|COLD|MOIST|MATERIAL|BEGIN_STAGE|END_STAGE	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	okeey lshey qokeeal lkeey okeol okedy qotal sholkeedy chedy qokain teedu	OPEN	0	0
G753-R071	G753-O0629	okeol	f108v	f108v.47	7	0	HOT|END_STAGE	DESCRIPTIVE_QUALITY	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	ycheey qokeeey shedain qokeedy qokeey okeedal okeol lkeey lchedy lchedy	OPEN	0	0
G753-R072	G753-O0656	qokeol	f111v	f111v.5	9	0	HOT|END_STAGE	DESCRIPTIVE_QUALITY	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	qokeed o aiin otedy qokedy chedy qokeey qokeedy qokeol shedy qotedal lol	OPEN	0	0
G753-R073	G753-O0701	okeol	f112v	f112v.2	7	0	HOT|MOIST|AMOUNT|PREPARATION|END_STAGE	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	oar oral okeeshy qokeey okain qokal okeol oty oraiin	OPEN	0	0
G753-R074	G753-O0726	qokeol	f113r	f113r.48	7	0	HOT|LEVEL_III	DESCRIPTIVE_QUALITY	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	tcho arorshy qokaiin shey chy sheolkchy qokeol kaiin checkhy ralchs	OPEN	0	0
G753-R075	G753-O0771	qokeol	f115r	f115r.24	2	0	NONE	OPEN	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	OPEN	0	0
