master_card_id	master_form	registered_surfaces	semantic_atoms	short_default_de	section_deck_status	herbal_event_count	biological_event_count	herbal_records	biological_records	final_teaching_tier
MC155	lchedy	lchedy	L+CHD+CLOSE	abführen+umsetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	8	NONE	B2|B3|B4	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC156	cphy	cphy	CPH+Y	nachseihen+Posten	HERBAL_EXTENSION_49	1	0	H3	NONE	SPECIALIST_TABLET_CARD
MC157	cholor	cholor|olor	OL+OR	weiter+Ansatz	SHARED_17	1	1	H2	B1	PORTABLE_EXACT_CORE_CARD
MC158	cthoor	cthoor	CTH+OR	bereit+Ansatz	HERBAL_EXTENSION_49	1	0	H1	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC159	os	os	OS	Gefäß	HERBAL_EXTENSION_49	1	0	H1	NONE	SPECIALIST_TABLET_CARD
MC160	talam	talam	AL+AM	Ziel+verwahren	HERBAL_EXTENSION_49	1	0	H4	NONE	SPECIALIST_TABLET_CARD
MC161	checthy	checthy|cthy|shcthy	CTH+Y	bereit+Posten	SHARED_17	3	4	H1|H2|H3	B3	PORTABLE_EXACT_CORE_CARD
MC162	qolchey	qolchey	OL+Y	weiter+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B4	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC163	qotchol	qotchol	OT+OL	danach+weiter	HERBAL_EXTENSION_49	1	0	H1	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC164	qokylddy	qokylddy	OK+Y+LDDY	ansetzen+Posten+festbinden	BIOLOGICAL_EXTENSION_107	0	1	NONE	B4	SPECIALIST_TABLET_CARD
MC165	qockhey	qockhey	OK+CKH+E+Y	ansetzen+Durchlass+kurz+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B4	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC166	chkeey	chkeey	CHK+EE+Y	wärmen+länger+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC167	lochedy	lochedy	L+CHD+CLOSE	abführen+umsetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC168	lcheckhy	lcheckhy	L+CKH+Y	abführen+Durchlass+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC169	cthaiin	cthaiin	CTH+AIIN	bereit+Sollmaß	HERBAL_EXTENSION_49	1	0	H2	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC170	ykaiin	ykaiin	Y+AIIN	Posten+Sollmaß	HERBAL_EXTENSION_49	1	0	H4	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC171	otchey	otchey	OT+Y	danach+Posten	SHARED_17	1	1	H5	B4	PORTABLE_EXACT_CORE_CARD
MC172	daiiin	daiiin	IIN	Stufe	BIOLOGICAL_EXTENSION_107	0	1	NONE	B5	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC173	qoteedy	qoteedy	OT+EE+CLOSE	danach+länger+Schluss	BIOLOGICAL_EXTENSION_107	0	2	NONE	B2|B3	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
