card_no	surfaces	surface_count	occurrences	pages	records	component_parse	invariant_spoken_value_de	licensed_frame_codes	surface_class	multiple_surfaces_within_same_page	multiple_surfaces_at_same_statement_position	position_classes	scribe_palette_reading_de	semantic_difference_between_surfaces	universal_surface_rule
PROC081	ral	1	1	f81v	B1	R+AL	abkühlen · bezeichnete Stelle	R:TARGET_COOL	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC082	qokchdy	1	3	f81v|f83r	B1|B3|B5	OK+CHD+DY	ansetzen · umsetzen · Schluss	CHD:COMMIT_TRANSFER|OK:ACTIVATE	FIXED_RECURRENT_FORM	NO	NO	ONLY	wiederkehrende Karte mit stabiler sichtbarer Form	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC083	cheky	1	3	f81v|f83r	B1|B4	CHK+E+Y	wärmen · kurz · dieser Posten	CHK:HOLD_WARM	FIXED_RECURRENT_FORM	NO	NO	MIDDLE	wiederkehrende Karte mit stabiler sichtbarer Form	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC084	lsho	1	1	f81v	B1	LSH+O	waschen · Arbeitsgang	LSH:WASH	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC085	okey|qokey	2	2	f81v|f82r	B1|B2	OK+E+Y	ansetzen · kurz · dieser Posten	OK:HOLD_ACTIVE	MULTISURFACE_CROSS_PAGE_PALETTE	NO	YES	MIDDLE	gleicher Kartenwert, seitenuebergreifend verschiedene gelernte Schreibformen; Hand/Register moeglich, nicht identifiziert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC086	lshedy	1	2	f81v	B1	LSH+E+DY	waschen · kurz · Schluss	LSH:COMMIT_WASH	FIXED_RECURRENT_FORM	NO	NO	MIDDLE|ONLY	wiederkehrende Karte mit stabiler sichtbarer Form	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC087	qolky	1	1	f81v	B1	SOLK+Y	auffangen · dieser Posten	SOLK:COLLECT	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC088	lchedal	1	1	f81v	B1	L+CHD+AL	führen · umsetzen · bezeichnete Stelle	CHD:TARGET_TRANSFER|L:TARGET_GUIDE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC089	otar	1	1	f81v	B1	OT+AR	danach · von dort	NONE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC090	ytey	1	1	f81v	B1	T+E+Y	eintragen · kurz · dieser Posten	T:SOURCE_COPY	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC091	okchedy|qokchedy	2	2	f81v|f83r	B1|B3	OK+CHD+DY	ansetzen · umsetzen · Schluss	CHD:COMMIT_TRANSFER|OK:ACTIVATE	MULTISURFACE_CROSS_PAGE_PALETTE	NO	YES	MIDDLE	gleicher Kartenwert, seitenuebergreifend verschiedene gelernte Schreibformen; Hand/Register moeglich, nicht identifiziert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC092	okeey|qokeey	2	7	f81v|f82r|f83r	B1|B2|B3|B4	OK+EE+Y	ansetzen · länger · dieser Posten	OK:HOLD_ACTIVE|OK:TARGET_APPLY	MULTISURFACE_CROSS_PAGE_PALETTE	NO	YES	MIDDLE	gleicher Kartenwert, seitenuebergreifend verschiedene gelernte Schreibformen; Hand/Register moeglich, nicht identifiziert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC093	teol	1	1	f81v	B1	E+OL	kurz · fortsetzen	NONE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC094	dchdy	1	1	f81v	B1	CHD+DY	umsetzen · Schluss	CHD:TARGET_TRANSFER	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC095	ly	1	1	f81v	B1	L+Y	führen · dieser Posten	L:GUIDE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC096	dsheol	1	1	f81v	B1	SH+E+OL	halten · kurz · fortsetzen	SH:TIMED_HOLD	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC097	oiiin|soiiin	2	2	f81v|f83r	B1|B3	O+IIN	Arbeitsgang · Sollstufe	NONE	MULTISURFACE_CROSS_PAGE_PALETTE	NO	YES	MIDDLE	gleicher Kartenwert, seitenuebergreifend verschiedene gelernte Schreibformen; Hand/Register moeglich, nicht identifiziert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC098	olkeedy|solkeedy	2	3	f81v|f83r	B1|B3	SOLK+EE+DY	auffangen · länger · Schluss	SOLK:COMMIT_COLLECT	MULTISURFACE_WITHIN_PAGE_PALETTE	YES	YES	MIDDLE|ONLY	gleicher Kartenwert, mehrere lokal verfuegbare Schreibformen sogar auf derselben Seite	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC099	shckhedy	1	3	f81v|f83r	B1|B4	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss	SH:PATH_HOLD	FIXED_RECURRENT_FORM	NO	NO	MIDDLE|ONLY	wiederkehrende Karte mit stabiler sichtbarer Form	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC100	qokeedy	1	10	f82r|f83r	B2|B3|B4	OK+EE+DY	ansetzen · länger · Schluss	OK:TIMED_APPLICATION	FIXED_RECURRENT_FORM	NO	NO	MIDDLE|ONLY	wiederkehrende Karte mit stabiler sichtbarer Form	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC101	lcheckhy	1	1	f82r	B2	L+CKH+Y	führen · Durchlass · dieser Posten	L:PATH_GUIDE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC102	lched	1	1	f82r	B2	L+CHD	führen · umsetzen	CHD:TRANSFER|L:GUIDE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC103	lcheckhedy	1	1	f82r	B2	L+CKH+E+DY	führen · Durchlass · kurz · Schluss	L:PATH_GUIDE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC104	qokaly	1	1	f82r	B2	OK+AL+Y	ansetzen · bezeichnete Stelle · dieser Posten	OK:TARGET_APPLY	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC105	solkaiin	1	1	f82r	B2	SOLK+AIIN	auffangen · vorgeschriebenes Maß	SOLK:MEASURED_COLLECT	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC106	octheol	1	1	f82r	B2	O+CTH+E+OL	Arbeitsgang · bereit · kurz · fortsetzen	NONE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC107	chkeey	1	1	f82r	B2	CHK+EE+Y	wärmen · länger · dieser Posten	CHK:HOLD_WARM	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC108	ldy	1	2	f82r|f83r	B2|B3	L+DY	führen · Schluss	L:CLOSED_DRAIN	FIXED_RECURRENT_FORM	NO	NO	MIDDLE|ONLY	wiederkehrende Karte mit stabiler sichtbarer Form	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC109	oteey	1	2	f82r	B2	OT+EE+Y	danach · länger · dieser Posten	NONE	FIXED_RECURRENT_FORM	NO	NO	MIDDLE	wiederkehrende Karte mit stabiler sichtbarer Form	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC110	sheckhy	1	1	f82r	B2	SH+E+CKH+Y	halten · kurz · Durchlass · dieser Posten	SH:PATH_HOLD	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC111	dshedy	1	1	f82r	B2	SH+E+DY	halten · kurz · Schluss	SH:TIMED_REST	ONE_OFF_EXEMPLAR_FORM	NO	NO	ONLY	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC112	otaiin|sotaiin	2	3	f82r|f83r	B2|B3	OT+AIIN	danach · vorgeschriebenes Maß	NONE	MULTISURFACE_CROSS_PAGE_PALETTE	NO	YES	MIDDLE	gleicher Kartenwert, seitenuebergreifend verschiedene gelernte Schreibformen; Hand/Register moeglich, nicht identifiziert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC113	qokar	1	1	f82r	B2	OK+AR	ansetzen · von dort	OK:MEASURED_CHARGE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC114	solshedy	1	1	f82r	B2	OL+SH+E+DY	fortsetzen · halten · kurz · Schluss	SH:TIMED_REST	ONE_OFF_EXEMPLAR_FORM	NO	NO	ONLY	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC115	ls	1	1	f82r	B2	LS	weiter	NONE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC116	lchy	1	1	f82r	B2	L+CH+Y	führen · abziehen · dieser Posten	CH:TAKE_OFF|L:GUIDE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC117	qcthey|shcthey	2	2	f82r|f83r	B2|B3	CTH+E+Y	bereit · kurz · dieser Posten	NONE	MULTISURFACE_CROSS_PAGE_PALETTE	NO	YES	MIDDLE	gleicher Kartenwert, seitenuebergreifend verschiedene gelernte Schreibformen; Hand/Register moeglich, nicht identifiziert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC118	lcheey	1	1	f82r	B2	L+EE+Y	führen · länger · dieser Posten	L:GUIDE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC119	qokeeedy	1	1	f82r	B2	OK+EEE+DY	ansetzen · vollständig · Schluss	OK:MEASURED_CHARGE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC120	lchedy	1	8	f82r|f83r	B2|B3|B4	L+CHD+DY	führen · umsetzen · Schluss	CHD:COMMIT_TRANSFER|CHD:MEASURED_TRANSFER|CHD:TARGET_TRANSFER|L:CLOSED_DRAIN|L:TARGET_GUIDE	FIXED_RECURRENT_FORM	NO	NO	MIDDLE|ONLY	wiederkehrende Karte mit stabiler sichtbarer Form	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC121	lar	1	1	f82r	B2	L+AR	führen · von dort	L:SOURCE_DRAIN	ONE_OFF_EXEMPLAR_FORM	NO	NO	ONLY	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC122	tshey	1	1	f82r	B2	SH+E+Y	halten · kurz · dieser Posten	SH:TIMED_HOLD	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC123	lchedar	1	1	f82r	B2	L+CHD+AR	führen · umsetzen · von dort	CHD:TARGET_TRANSFER|L:SOURCE_DRAIN	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC124	ches	1	1	f82r	B2	CH+E+S	abziehen · kurz · teilen	CH:TAKE_OFF|S:DIVIDE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC125	pchedy	1	1	f82r	B2	P+CHD+DY	hineingeben · umsetzen · Schluss	CHD:COMMIT_TRANSFER|P:COMMIT_FILL	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC126	rsheal	1	1	f82r	B2	R+SH+E+AL	abkühlen · halten · kurz · bezeichnete Stelle	R:TARGET_COOL|SH:TIMED_REST	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC127	daldy	1	1	f82r	B2	AL+DY	bezeichnete Stelle · Schluss	NONE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC128	rshedy	1	1	f82r	B2	R+SHED+DY	abkühlen · absetzen · Schluss	R:COMMIT_COOL|SHED:COMMIT_SETTLE	ONE_OFF_EXEMPLAR_FORM	NO	NO	ONLY	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC129	qoteedy	1	2	f82r|f83r	B2|B3	OT+EE+DY	danach · länger · Schluss	NONE	FIXED_RECURRENT_FORM	NO	NO	ONLY	wiederkehrende Karte mit stabiler sichtbarer Form	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC130	lochedy	1	1	f82r	B2	L+O+CHD+DY	führen · Arbeitsgang · umsetzen · Schluss	CHD:COMMIT_TRANSFER|L:CLOSED_DRAIN	ONE_OFF_EXEMPLAR_FORM	NO	NO	ONLY	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC131	otal|qotal	2	3	f83r	B3|B4	OT+AL	danach · bezeichnete Stelle	NONE	MULTISURFACE_WITHIN_PAGE_PALETTE	YES	YES	MIDDLE	gleicher Kartenwert, mehrere lokal verfuegbare Schreibformen sogar auf derselben Seite	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC132	chkeedy	1	1	f83r	B3	CHK+EE+DY	wärmen · länger · Schluss	CHK:TARGET_WARM	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC133	chedchy	1	1	f83r	B3	CHD+Y	umsetzen · dieser Posten	CHD:TRANSFER	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC134	pchedal	1	1	f83r	B3	P+CHD+AL	hineingeben · umsetzen · bezeichnete Stelle	CHD:TARGET_TRANSFER|P:TARGET_FILL	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC135	otedy	1	2	f83r	B3	OT+E+DY	danach · kurz · Schluss	NONE	FIXED_RECURRENT_FORM	NO	NO	MIDDLE	wiederkehrende Karte mit stabiler sichtbarer Form	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC136	shecthedchy	1	1	f83r	B3	SH+E+CTH+CHD+Y	halten · kurz · bereit · umsetzen · dieser Posten	CHD:TRANSFER|SH:TIMED_HOLD	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC137	chary	1	1	f83r	B3	AR+Y	von dort · dieser Posten	NONE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC138	okair	1	1	f83r	B3	OK+AIR	ansetzen · laufender Bestand	OK:FLOW_START	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC139	sheedy	1	1	f83r	B3	SH+EE+DY	halten · länger · Schluss	SH:TIMED_REST	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC140	lo	1	1	f83r	B3	L+O	führen · Arbeitsgang	L:GUIDE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC141	qokshedy	1	1	f83r	B3	OK+SH+E+DY	ansetzen · halten · kurz · Schluss	OK:TIMED_APPLICATION|SH:TIMED_REST	ONE_OFF_EXEMPLAR_FORM	NO	NO	ONLY	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC142	shedal	1	2	f83r	B3|B5	SHED+AL	absetzen · bezeichnete Stelle	SHED:TARGET_DEPOSIT	FIXED_RECURRENT_FORM	NO	NO	MIDDLE	wiederkehrende Karte mit stabiler sichtbarer Form	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC143	shecthy	1	1	f83r	B3	SH+E+CTH+Y	halten · kurz · bereit · dieser Posten	SH:TIMED_HOLD	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC144	dalchdy	1	1	f83r	B3	AL+CHD+DY	bezeichnete Stelle · umsetzen · Schluss	CHD:TARGET_TRANSFER	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC145	otchedy|qotchedy	2	2	f83r	B3	OT+CHD+DY	danach · umsetzen · Schluss	CHD:COMMIT_TRANSFER	MULTISURFACE_WITHIN_PAGE_PALETTE	YES	NO	MIDDLE|ONLY	gleicher Kartenwert, mehrere lokal verfuegbare Schreibformen sogar auf derselben Seite	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC146	cheedar	1	1	f83r	B3	EE+AR	länger · von dort	NONE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC147	chldaiin	1	1	f83r	B3	L+AIIN	führen · vorgeschriebenes Maß	L:SOURCE_DRAIN	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC148	chealror	1	1	f83r	B3	AL+R+OR	bezeichnete Stelle · abkühlen · Ansatz	R:TARGET_COOL	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC149	cheeety	1	1	f83r	B3	EEE+T+Y	vollständig · eintragen · dieser Posten	T:CONTINUE_ENTRY	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC150	schedair	1	1	f83r	B3	CHD+AIR	umsetzen · laufender Bestand	CHD:PATH_TRANSFER	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC151	chedain	1	1	f83r	B3	CHD+AIN	umsetzen · Portion	CHD:MEASURED_TRANSFER	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC152	qotedaiin	1	1	f83r	B3	OT+E+AIIN	danach · kurz · vorgeschriebenes Maß	NONE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC153	olsaly	1	1	f83r	B3	OL+AL+Y	fortsetzen · bezeichnete Stelle · dieser Posten	NONE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC154	qolchey	1	1	f83r	B4	OL+Y	fortsetzen · dieser Posten	NONE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC155	qokylddy	1	1	f83r	B4	OK+Y+LD+DY	ansetzen · dieser Posten · befestigen · Schluss	LD:FASTEN|OK:ACTIVATE	ONE_OFF_EXEMPLAR_FORM	NO	NO	ONLY	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC156	dain	1	2	f83r	B4|B6	AIN	Portion	NONE	FIXED_RECURRENT_FORM	NO	NO	MIDDLE	wiederkehrende Karte mit stabiler sichtbarer Form	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC157	sheey	1	1	f83r	B4	SH+EE+Y	halten · länger · dieser Posten	SH:TIMED_HOLD	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC158	okeeol	1	1	f83r	B4	OK+EE+OL	ansetzen · länger · fortsetzen	OK:HOLD_ACTIVE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC159	lkedy	1	1	f83r	B4	L+K+E+DY	führen · zuführen · kurz · Schluss	K:COMMIT_ADD|L:CLOSED_DRAIN	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC160	qokol	1	1	f83r	B4	OK+OL	ansetzen · fortsetzen	OK:ACTIVATE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC161	qockhey	1	1	f83r	B4	O+CKH+E+Y	Arbeitsgang · Durchlass · kurz · dieser Posten	NONE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC162	dairydy	1	1	f83r	B4	AIR+Y+DY	laufender Bestand · dieser Posten · Schluss	NONE	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC163	chckhal	1	1	f83r	B4	CH+CKH+AL	abziehen · Durchlass · bezeichnete Stelle	CH:PATH_DRAW	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
PROC164	solkey	1	1	f83r	B4	SOLK+E+Y	auffangen · kurz · dieser Posten	SOLK:COLLECT	ONE_OFF_EXEMPLAR_FORM	NO	NO	MIDDLE	einmalige sichtbare Form wird aus dem lokalen Exemplar kopiert	NONE	NOT_AVAILABLE__LEARN_CARD_LOCAL_PALETTE
