occurrence_id	template_id	phase_pattern	register	record_unit_id	page	statement_id	run_start	event_ids	concrete_referent_de	template_sentence_de	actual_span_de	selected_in_greedy_edition	quantity_kinds	quantity_specific_sentence_de	pass480_actual_span_de
O058	M06	MOVE>MEASURE	BIOLOGICAL	B3	f83r	B3-S021	3	E272|E273|E274	laufender Stationsansatz	Führe den Posten „laufender Stationsansatz“ zur Stelle und setze dort Menge oder Stufe.	Stelle; laufender Stationsansatz; Maß	YES	SOLLMASS	Führe „laufender Stationsansatz“ zur Stelle und setze dort das vorgeschriebene Sollmaß.	Stelle; laufender Stationsansatz; Sollmaß
O059	M02	MEASURE>MOVE>MEASURE	BIOLOGICAL	B3	f83r	B3-S026	2	E286|E287|E288	laufender Stationsansatz	Setze für den Posten „laufender Stationsansatz“ das erste Maß, bewege ihn und setze am Ziel das nächste Maß.	Abfuehrmass; laufender Stationsansatz umsetzen; eine Portion zugeben	YES	SOLLMASS|PORTION	Setze für „laufender Stationsansatz“ zuerst die Kombination aus Sollmaß und Stoffportion, bewege den Posten und setze am Ziel den nächsten Wert.	Abführ-Sollmaß; laufender Stationsansatz umsetzen; eine Stoffportion zugeben
O060	M04	MEASURE>MOVE	BIOLOGICAL	B3	f83r	B3-S026	2	E286|E287	laufender Stationsansatz	Nimm vom Posten „laufender Stationsansatz“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	Abfuehrmass; laufender Stationsansatz umsetzen	YES	SOLLMASS	Nimm von „laufender Stationsansatz“ das vorgeschriebene Sollmaß und führe den bestimmten Teil zur bezeichneten Stelle.	Abführ-Sollmaß; laufender Stationsansatz umsetzen
O061	M06	MOVE>MEASURE	BIOLOGICAL	B3	f83r	B3-S026	3	E287|E288	laufender Stationsansatz	Führe den Posten „laufender Stationsansatz“ zur Stelle und setze dort Menge oder Stufe.	laufender Stationsansatz umsetzen; eine Portion zugeben	NO	PORTION	Führe „laufender Stationsansatz“ zur Stelle und setze dort eine Stoffportion.	laufender Stationsansatz umsetzen; eine Stoffportion zugeben
O062	M04	MEASURE>MOVE	BIOLOGICAL	B3	f83r	B3-S030	2	E299|E300|E301	aufgefangener Bestand des Flüssigkeit des Hauptpaares	Nimm vom Posten „aufgefangener Bestand des Flüssigkeit des Hauptpaares“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	Maß; Wasser weiterführen; danach umsetzen; Schluss	NO	SOLLMASS	Nimm von „aufgefangener Bestand des Flüssigkeit des Hauptpaares“ das vorgeschriebene Sollmaß und führe den bestimmten Teil zur bezeichneten Stelle.	Sollmaß; Wasser weiterführen; danach umsetzen; Schluss
O063	M09	APPLY>MEASURE	BIOLOGICAL	B3	f83r	B3-S030	1	E298|E299	aufgefangener Bestand des Flüssigkeit des Hauptpaares	Setze den Posten „aufgefangener Bestand des Flüssigkeit des Hauptpaares“ an der Zielstelle an und bestimme Menge oder Dauer.	verwende aufgefangener Bestand des Flüssigkeit des Hauptpaares; Maß	YES	SOLLMASS	Setze „aufgefangener Bestand des Flüssigkeit des Hauptpaares“ an der Zielstelle an und bestimme das vorgeschriebene Sollmaß.	verwende aufgefangener Bestand des Flüssigkeit des Hauptpaares; Sollmaß
O064	M05	MEASURE>HOLD	BIOLOGICAL	B3	f83r	B3-S032	1	E303|E304|E305|E306|E307	Arbeitsflüssigkeit	Setze für den Posten „Arbeitsflüssigkeit“ Menge oder Stufe und halte ihn wie angegeben.	eine Portion überführen; Teilportion aus der Arbeitsflüssigkeit umsetzen; kurzes Folgemaß; nächstes Maß; kurzer Folgeschritt; Schluss	YES	PORTION|SOLLMASS	Setze für „Arbeitsflüssigkeit“ die Kombination aus Stoffportion und Sollmaß und halte den Posten wie angegeben.	eine Stoffportion überführen; Teilportion aus der Arbeitsflüssigkeit umsetzen; kurzes Folge-Sollmaß; nächstes Sollmaß; kurzer Folgeschritt; Schluss
O065	M05	MEASURE>HOLD	BIOLOGICAL	B4	f83r	B4-S005	1	E327|E328|E329	nächster Arbeitsposten	Setze für den Posten „nächster Arbeitsposten“ Menge oder Stufe und halte ihn wie angegeben.	Portion; Teilportion von nächster Arbeitsposten umsetzen; länger ansetzen; Schluss	YES	PORTION	Setze für „nächster Arbeitsposten“ eine Stoffportion und halte den Posten wie angegeben.	Stoffportion; Teilportion von nächster Arbeitsposten umsetzen; länger ansetzen; Schluss
O066	M05	MEASURE>HOLD	BIOLOGICAL	B4	f83r	B4-S008	1	E332|E333|E334|E335	Teilportion von nächster Arbeitsposten	Setze für den Posten „Teilportion von nächster Arbeitsposten“ Menge oder Stufe und halte ihn wie angegeben.	Maß; Teilportion von nächster Arbeitsposten länger wärmen; Teilportion von nächster Arbeitsposten länger halten; kurz ansetzen; Schluss	YES	SOLLMASS	Setze für „Teilportion von nächster Arbeitsposten“ das vorgeschriebene Sollmaß und halte den Posten wie angegeben.	Sollmaß; Teilportion von nächster Arbeitsposten länger wärmen; Teilportion von nächster Arbeitsposten länger halten; kurz ansetzen; Schluss
O067	M05	MEASURE>HOLD	BIOLOGICAL	B4	f83r	B4-S011	1	E338|E339|E340	Gut der Randstation	Setze für den Posten „Gut der Randstation“ Menge oder Stufe und halte ihn wie angegeben.	Maß; kurz wärmen; länger fortsetzen	YES	SOLLMASS	Setze für „Gut der Randstation“ das vorgeschriebene Sollmaß und halte den Posten wie angegeben.	Sollmaß; kurz wärmen; länger fortsetzen
O068	M04	MEASURE>MOVE	BIOLOGICAL	B4	f83r	B4-S015	3	E354|E355	Ergebnisbestand	Nimm vom Posten „Ergebnisbestand“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	eine Portion; Durchlassstelle	YES	PORTION	Nimm von „Empfangsbestand“ eine Stoffportion und führe den bestimmten Teil zur bezeichneten Stelle.	eine Stoffportion; Durchlassstelle
O069	M04	MEASURE>MOVE	BIOLOGICAL	B4	f83r	B4-S016	1	E358|E359|E360	aufgefangener Bestand des Flüssigkeit der Mehrarmstation	Nimm vom Posten „aufgefangener Bestand des Flüssigkeit der Mehrarmstation“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	weitere Portion; Stelle; aus dem Vorrat zuführen	YES	PORTION	Nimm von „aufgefangener Bestand des Flüssigkeit der Mehrarmstation“ eine Stoffportion und führe den bestimmten Teil zur bezeichneten Stelle.	weitere Stoffportion; Stelle; aus dem Vorrat zuführen
O070	M01	PREPARE>MEASURE>MOVE	BIOLOGICAL	B5	f83r	B5-S003	7	E370|E371|E372	laufender Stationsansatz	Bereite den Posten „laufender Stationsansatz“ vor, setze die angegebene Menge oder Stufe und führe ihn zur bezeichneten Stelle.	fortsetzen; zweite Stufe; laufender Stationsansatz umsetzen	YES	OTHER_MEASURE	Bereite den Posten „laufender Stationsansatz“ vor, setze den lokal gelernten Messwert und führe ihn zur bezeichneten Stelle.	fortsetzen; zweite Stufe; laufender Stationsansatz umsetzen
O071	M03	MOVE>PREPARE>MOVE	BIOLOGICAL	B5	f83r	B5-S003	2	E365|E366|E367	laufender Stationsansatz	Führe den Posten „laufender Stationsansatz“ zur Arbeitsstelle, bearbeite ihn dort und führe ihn weiter.	Stelle; fortsetzen; weiterführen	YES	NONE	Führe „laufender Stationsansatz“ zur Arbeitsstelle, bearbeite den Posten dort und führe ihn weiter.	Stelle; fortsetzen; weiterführen
O072	M04	MEASURE>MOVE	BIOLOGICAL	B5	f83r	B5-S003	8	E371|E372	laufender Stationsansatz	Nimm vom Posten „laufender Stationsansatz“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	zweite Stufe; laufender Stationsansatz umsetzen	NO	OTHER_MEASURE	Nimm von „laufender Stationsansatz“ den lokal gelernten Messwert und führe den bestimmten Teil zur bezeichneten Stelle.	zweite Stufe; laufender Stationsansatz umsetzen
O073	M07	MOVE>PREPARE	BIOLOGICAL	B5	f83r	B5-S003	2	E365|E366	laufender Stationsansatz	Führe den Posten „laufender Stationsansatz“ weiter und beginne damit den nächsten Arbeitsgang.	Stelle; fortsetzen	YES	NONE	Führe „laufender Stationsansatz“ weiter und beginne damit den nächsten Arbeitsgang.	Stelle; fortsetzen
O074	M08	PREPARE>MEASURE	BIOLOGICAL	B5	f83r	B5-S003	7	E370|E371	laufender Stationsansatz	Bereite den Posten „laufender Stationsansatz“ und setze dafür Menge oder Stufe.	fortsetzen; zweite Stufe	YES	OTHER_MEASURE	Bereite „laufender Stationsansatz“ und setze dafür den lokal gelernten Messwert.	fortsetzen; zweite Stufe
O075	M09	APPLY>MEASURE	BIOLOGICAL	B5	f83r	B5-S003	5	E368|E369	laufender Stationsansatz	Setze den Posten „laufender Stationsansatz“ an der Zielstelle an und bestimme Menge oder Dauer.	an der Stelle umsetzen; Maß	YES	SOLLMASS	Setze „laufender Stationsansatz“ an der Zielstelle an und bestimme das vorgeschriebene Sollmaß.	an der Stelle umsetzen; Sollmaß
O076	M01	PREPARE>MEASURE>MOVE	BIOLOGICAL	B6	f83r	B6-S001	5	E378|E379|E380|E381	aufgefangener Bestand des rechte Nachtragsflüssigkeit	Bereite den Posten „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ vor, setze die angegebene Menge oder Stufe und führe ihn zur bezeichneten Stelle.	fortsetzen; Portion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit; Ansatz zur Stelle führen	YES	PORTION	Bereite den Posten „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ vor, setze eine Stoffportion und führe ihn zur bezeichneten Stelle.	fortsetzen; Stoffportion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit; Ansatz zur Stelle führen
O077	M04	MEASURE>MOVE	BIOLOGICAL	B6	f83r	B6-S001	6	E379|E380|E381	aufgefangener Bestand des rechte Nachtragsflüssigkeit	Nimm vom Posten „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	Portion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit; Ansatz zur Stelle führen	NO	PORTION	Nimm von „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ eine Stoffportion und führe den bestimmten Teil zur bezeichneten Stelle.	Stoffportion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit; Ansatz zur Stelle führen
O078	M08	PREPARE>MEASURE	BIOLOGICAL	B6	f83r	B6-S001	3	E376|E377	aufgefangener Bestand des rechte Nachtragsflüssigkeit	Bereite den Posten „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ und setze dafür Menge oder Stufe.	fortsetzen; Maß	YES	SOLLMASS	Bereite „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ und setze dafür das vorgeschriebene Sollmaß.	fortsetzen; Sollmaß
O079	M08	PREPARE>MEASURE	BIOLOGICAL	B6	f83r	B6-S001	5	E378|E379|E380	aufgefangener Bestand des rechte Nachtragsflüssigkeit	Bereite den Posten „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ und setze dafür Menge oder Stufe.	fortsetzen; Portion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit	YES	PORTION	Bereite „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ und setze dafür eine Stoffportion.	fortsetzen; Stoffportion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit
