event_id	page	record	statement_id	locus	silent_owner	card_no	surface	component_recipe	atomic_reading_de	statement_fluent_de	surface_owner_boundary_unchanged
E089	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	PROC059	kchey	K+E+Y	ZUGEBEN · KURZ · DIES	Die Zutat halten, dem aktuellen Posten kurz zugeben und ihn erneut ansetzen.	YES
E090	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	PROC060	qokokchy	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	Die Zutat halten, dem aktuellen Posten kurz zugeben und ihn erneut ansetzen.	YES
E091	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	PROC011	okchy	OK+Y	ANSETZEN · DIES	Diesen Posten ansetzen, im Arbeitsgang kurz etwas daraus entnehmen und es dem Ziel zugeben.	YES
E092	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	PROC061	chokcheo	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	Diesen Posten ansetzen, im Arbeitsgang kurz etwas daraus entnehmen und es dem Ziel zugeben.	YES
E093	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	PROC062	kchal	K+AL	ZUGEBEN · ZIEL	Diesen Posten ansetzen, im Arbeitsgang kurz etwas daraus entnehmen und es dem Ziel zugeben.	YES
E094	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC052	sho	HO	ZUTAT	Die Zutat waehlen, diesen Posten ansetzen und die Zutat aus der Quelle zugeben; danach eine Portion in den Arbeitsgang nehmen.	YES
E095	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC011	chokchy	OK+Y	ANSETZEN · DIES	Die Zutat waehlen, diesen Posten ansetzen und die Zutat aus der Quelle zugeben; danach eine Portion in den Arbeitsgang nehmen.	YES
E096	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC063	kchoar	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	Die Zutat waehlen, diesen Posten ansetzen und die Zutat aus der Quelle zugeben; danach eine Portion in den Arbeitsgang nehmen.	YES
E097	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC064	sotodan	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	Die Zutat waehlen, diesen Posten ansetzen und die Zutat aus der Quelle zugeben; danach eine Portion in den Arbeitsgang nehmen.	YES
E098	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	PROC065	otchey	OT+Y	DANACH · DIES	Danach diesem Posten kurz weiter zugeben, bis das Mass erreicht ist.	YES
E099	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	PROC066	keol	K+E+OL	ZUGEBEN · KURZ · FORTSETZEN	Danach diesem Posten kurz weiter zugeben, bis das Mass erreicht ist.	YES
E100	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	PROC009	daiin	AIIN	MASS	Danach diesem Posten kurz weiter zugeben, bis das Mass erreicht ist.	YES
