surface	working_meaning_de	composition	strongest_rival_de	card_type	strength	occurrences	scope	status
ssheckhy	angefeuchtetes Samenkompositum in Grundstufe	S_SEED+SH_MOIST+E_MIDDLE+CKH_COMPOSITE+Y_START_OR_CLOSE	Samenposten: feuchtes Arzneikompositum	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
keishy	erhitzte und leicht angefeuchtete Droge	LEARNED_KEISHY_WHOLE	eingeweichtes Heißgut in Form I	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qolkary	gib die erste erhitzte Drogenfraktion hinzu	QOL_ADD+K_HOT+AR_FRACTION_I+Y_START_OR_CLOSE	gib die erste erhitzte Fraktion des Holzdrogenansatzes hinzu	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
olom	eine Handvoll Holzdroge im Ansatz	LEARNED_OLOM_WHOLE	Holzdrogenansatz ohne Mengenwert	LEARNED_WHOLE	LOW_EXPLORATORY	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
okoldy	erhitzten Ansatzstoff fertigstellen	O_PREP+K_HOT+OL_MATERIAL+DY_FINISHED	fertiger heißer Grundansatz	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qolsheol	gib eingeweichtes Drogenmaterial hinzu	QOL_ADD+SH_MOIST+E_MIDDLE+OL_MATERIAL	gib eingeweichte Holzdroge im Ansatz hinzu	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
as	ein gleicher Teil der Arzneispecies	A_PART_OR_LINK+S_TERM_SPECIES	ein Teil Saatgut	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	11	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
cham	ein Maß Trockendroge	CH_DRY+AM_UNIT_I	eine Dosis Trockendroge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	15	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qeey	nimm die Endportion hinzu	LEARNED_QEEY_WHOLE	schließe die Zugabe vollständig ab	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
otolaiin	drei Teile Kaltansatz	O_PREP+T_COLD+OL_MATERIAL+AIIN_III	kaltes Zubereitungsgut in Form III	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	1	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V42_REPLACEABLE
doraiin	drei abgemessene Drogenportionen	D_MEASURE+OR_PORTION+AIIN_III	eine Drogenportion in Sortierklasse III	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
fchedy	Blütenfraktion bis zur Mittelstufe trocknen und abschließen	F_FLOWER+CH_DRY+E_MIDDLE+DY_FINISHED	fertig getrocknete Blütendroge	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	9	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chdor	eine abgemessene Portion Trockendroge	CH_DRY+D_MEASURE+OR_PORTION	eine Dosis getrockneter Drogenteil	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	9	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
yched	trockne hiervon bis zur Mittelstufe und schließe ab	Y_REFERENCE+CH_DRY+E_MIDDLE+D_TERM_CLOSE	Eintrag: Trockendroge, Mittelstufe abgeschlossen	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
lorain	Holzportion in Charge II	L_WOOD+OR_PORTION+AIN_II	zwei Teile Holzportion	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
cthdy	Krautdroge fertig aufbereiten	CTH_HERB+DY_FINISHED	fertige Blatt- oder Krautdroge	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qckhedy	bereite das Arzneikompositum bis zur Mittelstufe und schließe ab	QO_COMMAND+CKH_COMPOSITE+E_MIDDLE+DY_FINISHED	fertiges Arzneikompositum in der Gradmitte	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
shedaldy	weiche den abgemessenen Rohstoff I bis zur Mittelstufe ein und schließe ab	SH_MOIST+E_MIDDLE+D_MEASURE+AL_RAW_I+DY_FINISHED	fertig angefeuchtete Rohstoffmenge I	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
yteedy	kühle hiervon vollständig ab und schließe	Y_REFERENCE+T_COLD+EE_END+DY_FINISHED	Eintrag: vollständig gekühlte Zubereitung	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	27	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
okol	heißer Ansatzstoff	O_PREP+K_HOT+OL_MATERIAL	heißer Grundauszug	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	53	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chsey	Saatgut bis zur mittleren Stufe trocknen	CH_DRY+S_SEED+E_MIDDLE+Y_START_OR_CLOSE	getrockneter Saatgutposten	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
olcheey	Holzdrogenansatz vollständig trocknen	O_PREP+L_WOOD+CH_DRY+EE_END+Y_START_OR_CLOSE	vollständig getrockneter Grundansatz	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	9	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
olkshey	Holzdrogenansatz erhitzen und bis zur Mittelstufe einweichen	O_PREP+L_WOOD+K_HOT+SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE	heiß eingeweichte Holzdroge	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
sheyteedy	bis zur Mittelstufe einweichen, dann vollständig abkühlen und abschließen	SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE+T_COLD+EE_END+DY_FINISHED	vollständig gekühlte eingeweichte Droge	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
yshedy	weiche hiervon bis zur mittleren Stufe ein und schließe ab	Y_REFERENCE+SH_MOIST+E_MIDDLE+DY_FINISHED	diese Droge fertig eingeweicht	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chedyor	eine Portion fertig getrocknete Droge	CH_DRY+E_MIDDLE+DY_FINISHED+OR_PORTION	fertig getrockneter Drogenteil	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
solchey	Saatgutansatz bis zur mittleren Stufe trocknen	SOL_SEED_PREP+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	getrockneter Salzansatz	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qokady	erhitze einen gleichen Teil und schließe ab	QO_COMMAND+K_HOT+A_PART_OR_LINK+DY_FINISHED	heißer Ansatzanteil, fertig	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
okainy	Ansatz auf Heizstufe II abschließen	O_PREP+K_HOT+AIN_II+Y_START_OR_CLOSE	heißer Ansatz in Form II	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
soin	Saatgutzubereitung in Form II	S_SEED+O_PREP+IN_FORM_II	zweite Charge Saatgutansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
oy	Ansatz in Grundform	O_PREP+Y_START_OR_CLOSE	Ansatz abschließen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	12	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
dshedy	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab	D_MEASURE+SH_MOIST+E_MIDDLE+DY_FINISHED	eine Dosis fertig eingeweichte Droge	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	29	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
olkal	Holzdrogenansatz aus Rohstoff I leicht erhitzt	O_PREP+L_WOOD+K_HOT+AL_RAW_I	heißer Holzrohstoff-I-Ansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	12	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
oiiin	Zubereitung in Form IV	O_PREP+IIIN_FORM_IV	vier Teile Ansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	11	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
solarol	erste Fraktion des Saatgutansatzes als Grundauszug	SOL_SEED_PREP+AR_FRACTION_I+OL_MATERIAL	Saatgutansatz aus erster Rohfraktion	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
deeedy	messe die Enddosis ab und schließe nach langer Stufe ab	D_MEASURE+EEE_LONG_OR_FINAL+DY_FINISHED	lange bis zur letzten Stufe stehen lassen und abschließen	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qokechedy	erhitze bis zur Mittelstufe, trockne bis zur Mittelstufe und schließe ab	QO_COMMAND+K_HOT+E_MIDDLE+CH_DRY+E_MIDDLE+DY_FINISHED	heiß getrocknete Droge, Mittelstufe fertig	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qolkeey	gib vollständig erhitztes Drogenmaterial hinzu	QOL_ADD+K_HOT+EE_END+Y_START_OR_CLOSE	gib den vollständig erhitzten Holzdrogenansatz hinzu	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chsdy	Saatgut trocknen und fertigstellen	CH_DRY+S_SEED+DY_FINISHED	Trockengutposten abschließen	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
cheeety	bis zur letzten Trockenstufe bringen und dann leicht abkühlen	CH_DRY+EEE_LONG_OR_FINAL+T_COLD+Y_START_OR_CLOSE	lange getrocknete und leicht gekühlte Droge	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chkeedy	trocknen, dann vollständig erhitzen und abschließen	CH_DRY+K_HOT+EE_END+DY_FINISHED	vollständig heiß getrocknete Droge	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
okeeol	vollständig erhitzter Ansatzstoff	O_PREP+K_HOT+EE_END+OL_MATERIAL	vollständig erhitzter Grundansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chedchy	zweistufig trocknen: bis zur Mitte, dann leicht nachtrocknen	LEARNED_CHEDCHY_WHOLE	zweistufig getrocknete Droge	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qolkeedy	gib vollständig erhitztes und abgeschlossenes Drogenmaterial hinzu	QOL_ADD+K_HOT+EE_END+DY_FINISHED	gib den vollständig erhitzten Holzdrogenansatz hinzu	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
sheolkain	erhitze den eingeweichten Drogenstoff auf Stufe II	SH_MOIST+E_MIDDLE+OL_MATERIAL+K_HOT+AIN_II	eingeweichter Drogenstoff, wiedererwärmt auf Stufe II	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
lols	eine Charge Holzstoff	L_WOOD+OL_MATERIAL+S_TERM_SPECIES	fertiger Holzabsud	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
checphey	getrocknete Arzneikompositum-Fraktion auf Mittelstufe	LEARNED_CHECPHEY_WHOLE	trockene Blütenkompositum-Fraktion	LEARNED_WHOLE	LOW_EXPLORATORY	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
oees	Ansatzcharge auf Endstufe	O_PREP+EE_END+S_TERM_SPECIES	vollständig ausgezogene Ansatzcharge	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	9	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
tdam	ein Maß kalte Droge	T_COLD+D_MEASURE+AM_UNIT_I	eine Dosis kalter Ansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
ykaiin	erhitze hiervon auf Stufe III	Y_REFERENCE+K_HOT+AIIN_III	drei Teile hiervon erhitzen	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	43	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
dshey	eine Dosis bis zur Mittelstufe angefeuchtete Droge	D_MEASURE+SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE	weiche eine Dosis Droge bis zur Mittelstufe ein	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	10	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qopcheey	nimm vollständig getrocknetes Pulverpräparat	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+EE_END+Y_START_OR_CLOSE	gib vollständig getrocknetes Pulver hinzu	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
oreeeg	lange ausgezogener und stark eingedickter Wurzelauszug	LEARNED_OREEEG_WHOLE	ein Gran lang ausgezogener Wurzelansatz	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
keodar	miss die erste Fraktion des auf Mittelstufe erhitzten Ansatzes ab	K_HOT+E_MIDDLE+O_PREP+D_MEASURE+AR_FRACTION_I	erste Drogenfraktion vollständig erhitzt	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
oteos	Kaltansatz-Charge auf mittlerer Stufe	O_PREP+T_COLD+E_MIDDLE+O_PREP+S_TERM_SPECIES	kalte Saatgut-Arzneispecies	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
shotokody	Feuchtansatz abkühlen, wieder erhitzen und fertigstellen	SH_MOIST+O_PREP+T_COLD+O_PREP+K_HOT+O_PREP+DY_FINISHED	fertiger abgekühlt-wiedererhitzter Feuchtansatz	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
kesey	erhitze Saatgut bis zur mittleren Stufe	LEARNED_KESEY_WHOLE	erhitze den Arzneiposten bis zur mittleren Stufe	CONTEXT_SCOPED_SHORT_FORM	LOW_EXPLORATORY	1	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V42_REPLACEABLE
kalchdy	Rohdroge I erhitzen, trocknen und abschließen	K_HOT+AL_RAW_I+CH_DRY+DY_FINISHED	fertig heiß getrockneter Rohstoff I	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
ypchdair	nimm hiervon die zweite abgemessene Trockenpulverfraktion	Y_REFERENCE+P_POWDER+CH_DRY+D_MEASURE+AIR_FRACTION_II	zweite trockene Pulverfraktion dieser Droge	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
cholody	Trockenstoff als Ansatz fertigstellen	CH_DRY+OL_MATERIAL+O_PREP+DY_FINISHED	fertig aufbereiteter Trockenrückstand	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qokololal	erhitze den Holzrohstoffansatz der Form I	QOKOL_HEAT+O_PREP+L_WOOD+AL_RAW_I	erhitze Grundansatz und Holzrohstoff I getrennt	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
ytoldy	stelle hiervon kalten Drogenstoff fertig	Y_REFERENCE+T_COLD+OL_MATERIAL+DY_FINISHED	dieser Kaltansatz ist fertig	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
