edition_event_ordinal	navigation_event_id	event_id	cohort	statement_id	card_ordinal_in_statement	physical_page	register	owner_class_or_role	owner_id	owner_de	locus	surface	gdt515_navigation_recipe	final_context_recipe	recipe_relation_to_gdt515	portable_or_controlled_trace_de	state_status	selected_reading_layer	state_replay_status	outer_template_id	structural_template_id	selected_working_clause_de	owner_bound_control_clause_de	selected_equals_owner_bound	state_atom_alignment	source_context_layer	source_recipe_roundtrip	guard
360	G407-E0360	G407-E0360	OLD26_GDT416	G407-S011	47	f11r	HERBAL	WURZEL_UND_GANZPFLANZE	blühender dreikroniger Sodenstock	blühender dreikroniger Sodenstock	f11r.6	s	S	S	SAME	WÄHLEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Wähle den Pflanzenposten [wie zuvor].	Wähle den Pflanzenposten [wie zuvor].	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
361	G407-E0361	G407-E0361	OLD26_GDT416	G407-S011	48	f11r	HERBAL	WURZEL_UND_GANZPFLANZE	blühender dreikroniger Sodenstock	blühender dreikroniger Sodenstock	f11r.6	daiin	AIIN	AIIN	SAME	WERT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang wähle den Arbeitswert.	Im laufenden Gang wähle den Arbeitswert.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
362	G407-E0362	G407-E0362	OLD26_GDT416	G407-S011	49	f11r	HERBAL	WURZEL_UND_GANZPFLANZE	blühender dreikroniger Sodenstock	blühender dreikroniger Sodenstock	f11r.7	qotchy	OT+Y	OT+Y	SAME	DANACH · POSTEN	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O05	GDT565-T139	Danach: wähle den Posten.	Danach im laufenden Gang wähle den Pflanzenposten.	NO	1:OT=danach | 2:Y=den Posten	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
363	G407-E0363	G407-E0363	OLD26_GDT416	G407-S011	50	f11r	HERBAL	WURZEL_UND_GANZPFLANZE	blühender dreikroniger Sodenstock	blühender dreikroniger Sodenstock	f11r.7	okchol	OK+OL	OK+OL	SAME	SETZEN · FORTSETZEN	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O05	GDT565-T072	Weiter: setze den Posten.	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	NO	1:OK=setzen | 2:OL=weiter	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
364	G407-E0364	G407-E0364	OLD26_GDT416	G407-S011	51	f11r	HERBAL	WURZEL_UND_GANZPFLANZE	blühender dreikroniger Sodenstock	blühender dreikroniger Sodenstock	f11r.7	cthy	CH+T+Y	CH+T+Y	SAME	NEHMEN · EINSTELLEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Nimm den Pflanzenposten und stelle den Pflanzenposten ein.	Nimm den Pflanzenposten und stelle den Pflanzenposten ein.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
365	G407-E0365	G407-E0365	OLD26_GDT416	G407-S011	52	f11r	HERBAL	WURZEL_UND_GANZPFLANZE	blühender dreikroniger Sodenstock	blühender dreikroniger Sodenstock	f11r.7	dy	Y	Y	SAME	POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang stelle den Pflanzenposten ein.	Im laufenden Gang stelle den Pflanzenposten ein.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
366	G407-E0366	G407-E0366	OLD26_GDT416	G407-S012	1	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	torshor	T+OR+SH+OR	T+OR+SH+OR	SAME	EINSTELLEN · EINHEIT · HALTEN · EINHEIT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Stelle die Arbeitseinheit [außen] und die Arbeitseinheit [innen] ein und halte die Arbeitseinheit [außen] und die Arbeitseinheit [innen].	Stelle die Arbeitseinheit [außen] und die Arbeitseinheit [innen] ein und halte die Arbeitseinheit [außen] und die Arbeitseinheit [innen].	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
367	G407-E0367	G407-E0367	OLD26_GDT416	G407-S012	2	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	opchy	O+P+Y	O+P+Y	SAME	AUSFÜHRUNG · EINSETZEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Setze den Pflanzenposten ein; als Ausführung.	Setze den Pflanzenposten ein; als Ausführung.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
368	G407-E0368	G407-E0368	OLD26_GDT416	G407-S012	3	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	shol	SH+OL	SH+OL	SAME	HALTEN · FORTSETZEN	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O05	GDT565-T072	Weiter: halte den Posten.	Weiter halte den Pflanzenposten [wie zuvor].	NO	1:SH=halten | 2:OL=weiter	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
369	G407-E0369	G407-E0369	OLD26_GDT416	G407-S012	4	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	dy	Y	Y	SAME	POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang halte den Pflanzenposten.	Im laufenden Gang halte den Pflanzenposten.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
370	G407-E0370	G407-E0370	OLD26_GDT416	G407-S012	5	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	qopchy	O+P+Y	O+P+Y	SAME	AUSFÜHRUNG · EINSETZEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Setze den Pflanzenposten ein; als Ausführung.	Setze den Pflanzenposten ein; als Ausführung.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
371	G407-E0371	G407-E0371	OLD26_GDT416	G407-S012	6	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	shol	SH+OL	SH+OL	SAME	HALTEN · FORTSETZEN	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O05	GDT565-T072	Weiter: halte den Posten.	Weiter halte den Pflanzenposten [wie zuvor].	NO	1:SH=halten | 2:OL=weiter	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
372	G407-E0372	G407-E0372	OLD26_GDT416	G407-S012	7	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	opchor	O+P+CH+OR	O+P+CH+OR	SAME	AUSFÜHRUNG · EINSETZEN · NEHMEN · EINHEIT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Setze die Arbeitseinheit ein und nimm die Arbeitseinheit; als Ausführung.	Setze die Arbeitseinheit ein und nimm die Arbeitseinheit; als Ausführung.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
373	G407-E0373	G407-E0373	OLD26_GDT416	G407-S012	8	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	dypchy	D_ADDR+Y+P+Y	D_ADDR+Y+P+Y	SAME	HIER · POSTEN · EINSETZEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Setze den Pflanzenposten [außen] und den Pflanzenposten [innen] ein; an der bezeichneten Stelle.	Setze den Pflanzenposten [außen] und den Pflanzenposten [innen] ein; an der bezeichneten Stelle.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
374	G407-E0374	G407-E0374	OLD26_GDT416	G407-S012	9	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.1	dchg	D_ADDR+CH+LOCAL_CHAR_G	D_ADDR+CH+LOCAL_CHAR_G	SAME	HIER · NEHMEN · VARIANTE	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle und mit der lokalen Variante.	Nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle und mit der lokalen Variante.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
375	G407-E0375	G407-E0375	OLD26_GDT416	G407-S012	10	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	dchol	D_ADDR+OL	D_ADDR+OL	SAME	HIER · FORTSETZEN	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O03	GDT565-T068	Weiter: nimm den Posten; hier.	Weiter im laufenden Gang nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	NO	1:D_ADDR=hier | 2:OL=weiter	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
376	G407-E0376	G407-E0376	OLD26_GDT416	G407-S012	11	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	chol	OL	OL	SAME	FORTSETZEN	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O05	GDT565-T072	Weiter: nimm den Posten.	Weiter im laufenden Gang nimm den Pflanzenposten [wie zuvor].	NO	1:OL=weiter	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
377	G407-E0377	G407-E0377	OLD26_GDT416	G407-S012	12	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	dol	D_ADDR+OL	D_ADDR+OL	SAME	HIER · FORTSETZEN	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O03	GDT565-T068	Weiter: nimm den Posten; hier.	Weiter im laufenden Gang nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	NO	1:D_ADDR=hier | 2:OL=weiter	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
378	G407-E0378	G407-E0378	OLD26_GDT416	G407-S012	13	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	shkchy	SH+K+Y	SH+K+Y	SAME	HALTEN · GEBEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Halte den Pflanzenposten und gib den Pflanzenposten zu.	Halte den Pflanzenposten und gib den Pflanzenposten zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
379	G407-E0379	G407-E0379	OLD26_GDT416	G407-S012	14	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	ydal	Y+AL	Y+AL	SAME	POSTEN · ZIELORT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang gib den Pflanzenposten zu; zur Zielstelle.	Im laufenden Gang gib den Pflanzenposten zu; zur Zielstelle.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
380	G407-E0380	G407-E0380	OLD26_GDT416	G407-S012	15	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	shy	Y	Y	SAME	POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang gib den Pflanzenposten zu.	Im laufenden Gang gib den Pflanzenposten zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
381	G407-E0381	G407-E0381	OLD26_GDT416	G407-S012	16	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	ykchy	Y+K+Y	Y+K+Y	SAME	POSTEN · GEBEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu.	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
382	G407-E0382	G407-E0382	OLD26_GDT416	G407-S012	17	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	qoty	OT+Y	OT+Y	SAME	DANACH · POSTEN	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O05	GDT565-T139	Danach: gib den Posten.	Danach im laufenden Gang gib den Pflanzenposten zu.	NO	1:OT=danach | 2:Y=den Posten	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
383	G407-E0383	G407-E0383	OLD26_GDT416	G407-S012	18	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	daiin	AIIN	AIIN	SAME	WERT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang gib den Arbeitswert zu.	Im laufenden Gang gib den Arbeitswert zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
384	G407-E0384	G407-E0384	OLD26_GDT416	G407-S012	19	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	s	S	S	SAME	WÄHLEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Wähle den Arbeitswert [wie zuvor].	Wähle den Arbeitswert [wie zuvor].	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
385	G407-E0385	G407-E0385	OLD26_GDT416	G407-S012	20	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.2	y	Y	Y	SAME	POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang wähle den Pflanzenposten.	Im laufenden Gang wähle den Pflanzenposten.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
386	G407-E0386	G407-E0386	OLD26_GDT416	G407-S012	21	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.3	s	S	S	SAME	WÄHLEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Wähle den Pflanzenposten [wie zuvor].	Wähle den Pflanzenposten [wie zuvor].	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
387	G407-E0387	G407-E0387	OLD26_GDT416	G407-S012	22	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.3	y	Y	Y	SAME	POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang wähle den Pflanzenposten.	Im laufenden Gang wähle den Pflanzenposten.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
388	G407-E0388	G407-E0388	OLD26_GDT416	G407-S012	23	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.3	dchor	D_ADDR+CH+OR	D_ADDR+CH+OR	SAME	HIER · NEHMEN · EINHEIT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Nimm die Arbeitseinheit; an der bezeichneten Stelle.	Nimm die Arbeitseinheit; an der bezeichneten Stelle.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
389	G407-E0389	G407-E0389	OLD26_GDT416	G407-S012	24	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.3	shaiin	SH+AIIN	SH+AIIN	SAME	HALTEN · WERT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Halte den Arbeitswert.	Halte den Arbeitswert.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
390	G407-E0390	G407-E0390	OLD26_GDT416	G407-S012	25	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.3	oeees	O+EEE+S	O+EEE+S	SAME	AUSFÜHRUNG · GRAD III · WÄHLEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Wähle den Arbeitswert [wie zuvor]; als Ausführung und auf Grad III.	Wähle den Arbeitswert [wie zuvor]; als Ausführung und auf Grad III.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
391	G407-E0391	G407-E0391	OLD26_GDT416	G407-S012	26	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.3	ykor	Y+K+OR	Y+K+OR	SAME	POSTEN · GEBEN · EINHEIT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Gib den Pflanzenposten und die Arbeitseinheit zu.	Gib den Pflanzenposten und die Arbeitseinheit zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
392	G407-E0392	G407-E0392	OLD26_GDT416	G407-S012	27	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.3	chor	CH+OR	CH+OR	SAME	NEHMEN · EINHEIT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Nimm die Arbeitseinheit.	Nimm die Arbeitseinheit.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
393	G407-E0393	G407-E0393	OLD26_GDT416	G407-S012	28	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.3	ytshy	Y+T+Y	Y+T+Y	SAME	POSTEN · EINSTELLEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
394	G407-E0394	G407-E0394	OLD26_GDT416	G407-S012	29	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.3	ykchy	Y+K+Y	Y+K+Y	SAME	POSTEN · GEBEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu.	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
395	G407-E0395	G407-E0395	OLD26_GDT416	G407-S012	30	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.3	kchy	K+Y	K+Y	SAME	GEBEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Gib den Pflanzenposten zu.	Gib den Pflanzenposten zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
396	G407-E0396	G407-E0396	OLD26_GDT416	G407-S012	31	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.3	dar	D_ADDR+AR	D_ADDR+AR	SAME	HIER · AUSGANG	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang gib den Pflanzenposten [wie zuvor] zu; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang gib den Pflanzenposten [wie zuvor] zu; vom Ausgangsmaterial; an der bezeichneten Stelle.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
397	G407-E0397	G407-E0397	OLD26_GDT416	G407-S012	32	f13r	HERBAL	WURZEL_UND_GANZPFLANZE	große Wurzelkrone mit Blatt und Blütenstand	große Wurzelkrone mit Blatt und Blütenstand	f13r.4	qodchy	O+D_ADDR+Y	O+D_ADDR+Y	SAME	AUSFÜHRUNG · HIER · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang gib den Pflanzenposten zu; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang gib den Pflanzenposten zu; als Ausführung; an der bezeichneten Stelle.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
