gdt515_surface_id	surface	event_count	physical_pages	source_kinds	content_roles	visible_recipe	literal_core_reading_de	default_working_readings_de	surface_status	admission_colors	old_running_event_count	old_local_surface_contact	genuinely_new_to_old_26_pages	new_portable_atom_count	portable_meaning_changed	structural_tag_promoted_to_word	guard
G515-W0047	cheol	4	f20v|f31r|f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+E+O+L	NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG || ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG || ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG	EXACT_GDT405_LOCK	GREEN	29	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0048	cheor	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+E+O+R	NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · MARKIEREN	ANWEISUNG BEI sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · MARKIEREN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	16	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0049	cheos	1	f20v	P/0	ORDERED_INSTRUCTION_CARD	CH+E+O+S	NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · WÄHLEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · WÄHLEN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	4	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0050	cheoy	1	f20v	P/0	ORDERED_INSTRUCTION_CARD	CH+E+O+Y	NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	1	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0051	chepakeo	1	f31r	P/0	ORDERED_INSTRUCTION_CARD	CH+E+P+A_ADDR+K+E+O	NEHMEN · [E:STEUERUNG=GRAD I] · EINSETZEN · [A_ADDR:LOKALSTRUKTUR=HIER] · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: NEHMEN · [E:STEUERUNG=GRAD I] · EINSETZEN · [A_ADDR:LOKALSTRUKTUR=HIER] · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0052	chepos	1	f31r	P/0	ORDERED_INSTRUCTION_CARD	CH+E+P+O+S	NEHMEN · [E:STEUERUNG=GRAD I] · EINSETZEN · [O:STEUERUNG=AUSFÜHRUNG] · WÄHLEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: NEHMEN · [E:STEUERUNG=GRAD I] · EINSETZEN · [O:STEUERUNG=AUSFÜHRUNG] · WÄHLEN	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0053	cheta	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+E+T+A_ADDR	NEHMEN · [E:STEUERUNG=GRAD I] · EINSTELLEN · [A_ADDR:LOKALSTRUKTUR=HIER]	ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [E:STEUERUNG=GRAD I] · EINSTELLEN · [A_ADDR:LOKALSTRUKTUR=HIER]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0054	chety	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	T+Y	EINSTELLEN · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: EINSTELLEN · POSTEN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	1	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0055	chey	4	f20v|f31r|f66r	P/0	COORDINATE_OR_CATALOGUE_CARD	Y	POSTEN	KOORDINATE/KATALOGEINTRAG BEI abgebildete Ganzpflanze auf f20v: POSTEN || KOORDINATE/KATALOGEINTRAG BEI abgebildete Ganzpflanze auf f31r: POSTEN || KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: POSTEN	EXACT_GDT405_LOCK	GREEN	57	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0056	chky	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+K+Y	NEHMEN · GEBEN · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: NEHMEN · GEBEN · POSTEN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	1	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0057	cho	1	f20v	P/0	LOCAL_CLASS_OR_NAME_CARD	HO	[HO:LOKALSTRUKTUR=KLASSE]	LOKALE KENNUNG BEI abgebildete Ganzpflanze auf f20v: [HO:LOKALSTRUKTUR=KLASSE]	EXACT_GDT405_LOCK	GREEN	8	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0058	chockhy	1	f20v	P/0	ORDERED_INSTRUCTION_CARD	HO+CH+K+Y	[HO:LOKALSTRUKTUR=KLASSE] · NEHMEN · GEBEN · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: [HO:LOKALSTRUKTUR=KLASSE] · NEHMEN · GEBEN · POSTEN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	2	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0059	chocthy	1	f20v	P/0	ORDERED_INSTRUCTION_CARD	CH+O+CH+T+Y	NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · POSTEN	EXACT_GDT405_LOCK	GREEN	2	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0060	chodaiin	1	f20v	P/0	ORDERED_INSTRUCTION_CARD	CH+O+D_ADDR+AIIN	NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · WERT	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · WERT	EXACT_GDT405_LOCK	GREEN	5	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0061	chody	2	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+O+D_ADDR+Y	NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	EXACT_GDT405_LOCK	GREEN	8	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0062	choekeey	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+O+E+K+EE+Y	NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · GEBEN · [EE:STEUERUNG=GRAD II] · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · GEBEN · [EE:STEUERUNG=GRAD II] · POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0063	choiin	1	f20v	P/0	ORDERED_INSTRUCTION_CARD	CH+O+IIN	NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0064	chokeey	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	OK+EE+Y	SETZEN · [EE:STEUERUNG=GRAD II] · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: SETZEN · [EE:STEUERUNG=GRAD II] · POSTEN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	2	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0065	chol	5	f20v|f4r	P/0	ITINERARY_OR_ADDRESS_CARD	OL	FORTSETZEN	ADRESSE/FORTSETZUNG BEI abgebildete Ganzpflanze auf f4r: FORTSETZEN || ADRESSE/FORTSETZUNG BEI abgebildete Ganzpflanze auf f20v: FORTSETZEN	EXACT_GDT405_LOCK	GREEN	48	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0066	choldy	1	f20v	P/0	ITINERARY_OR_ADDRESS_CARD	OL+Y	FORTSETZEN · POSTEN	ADRESSE/FORTSETZUNG BEI abgebildete Ganzpflanze auf f20v: FORTSETZEN · POSTEN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	1	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0067	cholpchd	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	OL+P+CHD	FORTSETZEN · EINSETZEN · BEARBEITEN	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: FORTSETZEN · EINSETZEN · BEARBEITEN	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0068	chom	1	f4r	P/0	LOCAL_CLASS_OR_NAME_CARD	HO+M_LOCAL	[HO:LOKALSTRUKTUR=KLASSE] · [M_LOCAL:LOKALSTRUKTUR=HIER]	LOKALE KENNUNG BEI abgebildete Ganzpflanze auf f4r: [HO:LOKALSTRUKTUR=KLASSE] · [M_LOCAL:LOKALSTRUKTUR=HIER]	EXACT_CURRENT_RUNNING_RECIPE	GREEN	2	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0069	chor	3	f20v|f4r	P/0	ORDERED_INSTRUCTION_CARD	CH+OR	NEHMEN · EINHEIT	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINHEIT || ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · EINHEIT	EXACT_GDT405_LOCK	GREEN	23	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0070	choraiin	1	f4r	P/0	ORDERED_INSTRUCTION_CARD	CH+OR+AIIN	NEHMEN · EINHEIT · WERT	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINHEIT · WERT	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0071	choraly	1	f20v	P/0	ORDERED_INSTRUCTION_CARD	CH+OR+AL+Y	NEHMEN · EINHEIT · ZIELORT · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · EINHEIT · ZIELORT · POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0072	chory	1	f20v	P/0	ORDERED_INSTRUCTION_CARD	CH+OR+Y	NEHMEN · EINHEIT · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · EINHEIT · POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0073	choty	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+OT+Y	NEHMEN · DANACH · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: NEHMEN · DANACH · POSTEN	EXACT_GDT405_LOCK	GREEN	4	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0074	chpady	1	f4r	P/0	ORDERED_INSTRUCTION_CARD	CH+P+A_ADDR+DY	NEHMEN · EINSETZEN · [A_ADDR:LOKALSTRUKTUR=HIER] · [DY:STEUERUNG=SCHLUSS]	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINSETZEN · [A_ADDR:LOKALSTRUKTUR=HIER] · [DY:STEUERUNG=SCHLUSS]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0075	chty	1	f66r	L/x	LATE_ADDITION_CARD	CH+T+Y	NEHMEN · EINSTELLEN · POSTEN	KARTE IM GETRENNTEN SPAETEN NACHTRAG BEI separater spaeter unterer Nachtrag mit kleiner Zeichnung: [CH:FORMSPUR=NEHMEN] · [T:FORMSPUR=EINSTELLEN] · [Y:FORMSPUR=POSTEN]	EXACT_CURRENT_RUNNING_RECIPE	LOCAL	1	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0076	chxar	1	f66r	P/0	LOCAL_NAME_WITH_FUNCTION_SHELL_CARD	CH+LOCAL_NAME_CORE_X+AR	NEHMEN · [LOCAL_NAME_CORE_X:LOKALSTRUKTUR=LOKALER NAMENSKERN X] · AUSGANG	LOKALER NAMENSKERN MIT FUNKTIONSRAHMEN BEI sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [LOCAL_NAME_CORE_X:LOKALSTRUKTUR=LOKALER NAMENSKERN X] · AUSGANG	NEW_LOCAL_NAME_CORE_WITH_VISIBLE_SHELL	AMBER	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0077	chy	7	f20v|f31r|f4r|f66r	P/0	COORDINATE_OR_CATALOGUE_CARD	Y	POSTEN	KOORDINATE/KATALOGEINTRAG BEI abgebildete Ganzpflanze auf f4r: POSTEN || KOORDINATE/KATALOGEINTRAG BEI abgebildete Ganzpflanze auf f20v: POSTEN || KOORDINATE/KATALOGEINTRAG BEI abgebildete Ganzpflanze auf f31r: POSTEN || KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: POSTEN	EXACT_GDT405_LOCK	GREEN	21	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0078	ckhochy	1	f4r	P/0	ORDERED_INSTRUCTION_CARD	CH+K+O+CH+Y	NEHMEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0079	cphaiin	1	f4r	P/0	ORDERED_INSTRUCTION_CARD	CH+P+AIIN	NEHMEN · EINSETZEN · WERT	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINSETZEN · WERT	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0080	cphedy	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+P+E+DY	NEHMEN · EINSETZEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: NEHMEN · EINSETZEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	EXACT_CURRENT_RUNNING_RECIPE	GREEN	1	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0081	cpholdy	1	f4r	P/0	ORDERED_INSTRUCTION_CARD	CH+P+OL+DY	NEHMEN · EINSETZEN · FORTSETZEN · [DY:STEUERUNG=SCHLUSS]	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINSETZEN · FORTSETZEN · [DY:STEUERUNG=SCHLUSS]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0082	cphy	1	f20v	P/0	ORDERED_INSTRUCTION_CARD	CH+P+Y	NEHMEN · EINSETZEN · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · EINSETZEN · POSTEN	EXACT_GDT405_LOCK	GREEN	2	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0083	cthdy	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+T+D_ADDR+Y	NEHMEN · EINSTELLEN · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: NEHMEN · EINSTELLEN · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	NEW_VISIBLE_COMPOSITION	AMBER	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0084	cthey	1	f4r	P/0	ORDERED_INSTRUCTION_CARD	CH+T+E+Y	NEHMEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · POSTEN	EXACT_GDT405_LOCK	GREEN	4	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0085	cthol	2	f4r	P/0	ORDERED_INSTRUCTION_CARD	CH+T+OL	NEHMEN · EINSTELLEN · FORTSETZEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINSTELLEN · FORTSETZEN	EXACT_GDT405_LOCK	GREEN	6	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0086	cthom	1	f4r	P/0	ORDERED_INSTRUCTION_CARD	CH+T+O+M_LOCAL	NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [M_LOCAL:LOKALSTRUKTUR=HIER]	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [M_LOCAL:LOKALSTRUKTUR=HIER]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0087	cthy	4	f20v|f4r	P/0	ORDERED_INSTRUCTION_CARD	CH+T+Y	NEHMEN · EINSTELLEN · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINSTELLEN · POSTEN || ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · EINSTELLEN · POSTEN	EXACT_GDT405_LOCK	GREEN	13	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0088	d	6	f20v|f66r	L/0|P/0	LOCAL_CLASS_OR_NAME_CARD|MARGINAL_SIGN_CARD	D_ADDR	[D_ADDR:LOKALSTRUKTUR=HIER]	LOKALE KENNUNG BEI abgebildete Ganzpflanze auf f20v: [D_ADDR:LOKALSTRUKTUR=HIER] || LOKALE RANDKENNMARKENKARTE BEI sichtbare Folge einzelner Randzeichen von f66r: [D_ADDR:FORMSPUR=HIER]	EXACT_GDT405_LOCK	GREEN|LOCAL	11	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0089	da	1	f31r	P/0	LOCAL_CLASS_OR_NAME_CARD	DA	[DA:STEUERUNG=ZWEITE STUFE]	LOKALE KENNUNG BEI abgebildete Ganzpflanze auf f31r: [DA:STEUERUNG=ZWEITE STUFE]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0090	daiin	21	f20v|f31r|f4r|f66r	L/x|P/0	COORDINATE_OR_CATALOGUE_CARD|LATE_ADDITION_CARD	AIIN	WERT	KOORDINATE/KATALOGEINTRAG BEI abgebildete Ganzpflanze auf f4r: WERT || KOORDINATE/KATALOGEINTRAG BEI abgebildete Ganzpflanze auf f20v: WERT || KOORDINATE/KATALOGEINTRAG BEI abgebildete Ganzpflanze auf f31r: WERT || KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: WERT || KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer: WERT || KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: WERT || KARTE IM GETRENNTEN SPAETEN NACHTRAG BEI separater spaeter unterer Nachtrag mit kleiner Zeichnung: [AIIN:FORMSPUR=WERT]	EXACT_GDT405_LOCK	GREEN|LOCAL	100	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0091	daiir	2	f31r|f66r	P/0	ORDERED_INSTRUCTION_CARD	DA+IIN+R	[DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · MARKIEREN	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: [DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · MARKIEREN || ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: [DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · MARKIEREN	OLD_LOCAL_SURFACE_NEW_RUNNING_CONTEXT_VISIBLE_RESEGMENTATION	GREEN	0	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0092	dair	2	f66r	P/0	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AIR	[D_ADDR:LOKALSTRUKTUR=HIER] · BAHN	KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer: [D_ADDR:LOKALSTRUKTUR=HIER] · BAHN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	9	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0093	dairal	1	f66r	P/0	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AIR+AL	[D_ADDR:LOKALSTRUKTUR=HIER] · BAHN · ZIELORT	KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer: [D_ADDR:LOKALSTRUKTUR=HIER] · BAHN · ZIELORT	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
