global_group_ordinal	global_group_id	group_kind	source_layer	source_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	literal_core_reading_de	surface_status	admission_color	source_local_role
659	G407-G0659	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0267	f24v	f24v	HERBAL	f24v.9	267	G404-S010	F24V_WHOLE_PLANT	om	O+AM_ADDR	AUSFÜHRUNG · HIER	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
660	G407-G0660	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0268	f24v	f24v	HERBAL	f24v.10	268	G404-S010	F24V_WHOLE_PLANT	okoeor	OK+O+E+OR	SETZEN · AUSFÜHRUNG · GRAD I · EINHEIT	NEW_VISIBLE_COMPOSITION	GREEN	NONE
661	G407-G0661	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0269	f24v	f24v	HERBAL	f24v.10	269	G404-S010	F24V_WHOLE_PLANT	ctheod	CH+T+E+O+D_ADDR	NEHMEN · EINSTELLEN · GRAD I · AUSFÜHRUNG · HIER	NEW_VISIBLE_COMPOSITION	GREEN	NONE
662	G407-G0662	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0270	f24v	f24v	HERBAL	f24v.10	270	G404-S010	F24V_WHOLE_PLANT	choy	HO+Y	KLASSE · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
663	G407-G0663	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0271	f24v	f24v	HERBAL	f24v.10	271	G404-S010	F24V_WHOLE_PLANT	keol	K+E+OL	GEBEN · GRAD I · FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
664	G407-G0664	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0272	f24v	f24v	HERBAL	f24v.11	272	G404-S010	F24V_WHOLE_PLANT	ydaiin	Y+D_ADDR+AIIN	AKTIVER POSTEN · HIER · WERT	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
665	G407-G0665	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0273	f24v	f24v	HERBAL	f24v.11	273	G404-S010	F24V_WHOLE_PLANT	chear	CH+E+AR	NEHMEN · GRAD I · AUSGANG	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
666	G407-G0666	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0274	f24v	f24v	HERBAL	f24v.11	274	G404-S010	F24V_WHOLE_PLANT	qodom	CARRIER_Q+O+D_ADDR+O+AM_ADDR	BEGINNMARKER · AUSFÜHRUNG · HIER · AUSFÜHRUNG · HIER	NEW_MICROFORM_OLD_FACTORS	AMBER	NONE
667	G407-G0667	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0275	f24v	f24v	HERBAL	f24v.11	275	G404-S010	F24V_WHOLE_PLANT	okodaiin	OK+O+D_ADDR+AIIN	SETZEN · AUSFÜHRUNG · HIER · WERT	NEW_VISIBLE_COMPOSITION	GREEN	NONE
668	G407-G0668	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0276	f24v	f24v	HERBAL	f24v.12	276	G404-S010	F24V_WHOLE_PLANT	ksho	K+SH+O	GEBEN · HALTEN · AUSFÜHRUNG	NEW_VISIBLE_COMPOSITION	GREEN	NONE
669	G407-G0669	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0277	f24v	f24v	HERBAL	f24v.12	277	G404-S010	F24V_WHOLE_PLANT	foar	LOCAL_CHAR_F+O+AR	HIER · AUSFÜHRUNG · AUSGANG	NEW_VISIBLE_COMPOSITION	GREEN	NONE
670	G407-G0670	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0278	f24v	f24v	HERBAL	f24v.12	278	G404-S010	F24V_WHOLE_PLANT	o	O	AUSFÜHRUNG	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
671	G407-G0671	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0279	f24v	f24v	HERBAL	f24v.12	279	G404-S010	F24V_WHOLE_PLANT	sho	SH+O	HALTEN · AUSFÜHRUNG	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
672	G407-G0672	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0280	f24v	f24v	HERBAL	f24v.12	280	G404-S010	F24V_WHOLE_PLANT	qokch	OK+CH	SETZEN · NEHMEN	NEW_VISIBLE_COMPOSITION	GREEN	NONE
673	G407-G0673	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0281	f24v	f24v	HERBAL	f24v.12	281	G404-S010	F24V_WHOLE_PLANT	ok	OK	SETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
674	G407-G0674	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0282	f24v	f24v	HERBAL	f24v.12	282	G404-S010	F24V_WHOLE_PLANT	okchal	OK+CH+AL	SETZEN · NEHMEN · ZIELORT	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
675	G407-G0675	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0283	f24v	f24v	HERBAL	f24v.13	283	G404-S010	F24V_WHOLE_PLANT	oeeey	O+EEE+Y	AUSFÜHRUNG · GRAD III · AKTIVER POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	NONE
676	G407-G0676	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0284	f24v	f24v	HERBAL	f24v.13	284	G404-S010	F24V_WHOLE_PLANT	cheol	CH+E+O+L	NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
677	G407-G0677	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0285	f24v	f24v	HERBAL	f24v.13	285	G404-S010	F24V_WHOLE_PLANT	chol	OL	FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
678	G407-G0678	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0286	f24v	f24v	HERBAL	f24v.13	286	G404-S010	F24V_WHOLE_PLANT	odor	O+D_ADDR+OR	AUSFÜHRUNG · HIER · EINHEIT	NEW_VISIBLE_COMPOSITION	GREEN	NONE
679	G407-G0679	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0287	f24v	f24v	HERBAL	f24v.13	287	G404-S010	F24V_WHOLE_PLANT	sho	SH+O	HALTEN · AUSFÜHRUNG	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
680	G407-G0680	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0288	f24v	f24v	HERBAL	f24v.13	288	G404-S010	F24V_WHOLE_PLANT	do	D_ADDR+O	HIER · AUSFÜHRUNG	NEW_VISIBLE_COMPOSITION	GREEN	NONE
681	G407-G0681	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0289	f24v	f24v	HERBAL	f24v.13	289	G404-S010	F24V_WHOLE_PLANT	otolodal	OT+OL+O+D_ADDR+AL	DANACH · FORTSETZEN · AUSFÜHRUNG · HIER · ZIELORT	NEW_MICROFORM_OLD_FACTORS	AMBER	NONE
682	G407-G0682	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0290	f24v	f24v	HERBAL	f24v.14	290	G404-S010	F24V_WHOLE_PLANT	doiir	D_ADDR+O+IIN+R	HIER · AUSFÜHRUNG · STUFE · MARKIEREN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
683	G407-G0683	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0291	f24v	f24v	HERBAL	f24v.14	291	G404-S010	F24V_WHOLE_PLANT	cheeodam	CH+EE+O+D_ADDR+AM_ADDR	NEHMEN · GRAD II · AUSFÜHRUNG · HIER · HIER	NEW_MICROFORM_OLD_FACTORS	AMBER	NONE
684	G407-G0684	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0292	f24v	f24v	HERBAL	f24v.14	292	G404-S010	F24V_WHOLE_PLANT	sho	SH+O	HALTEN · AUSFÜHRUNG	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
685	G407-G0685	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0293	f24v	f24v	HERBAL	f24v.14	293	G404-S010	F24V_WHOLE_PLANT	sho	SH+O	HALTEN · AUSFÜHRUNG	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
686	G407-G0686	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0294	f24v	f24v	HERBAL	f24v.14	294	G404-S010	F24V_WHOLE_PLANT	dy	Y	AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
687	G407-G0687	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0295	f24v	f24v	HERBAL	f24v.15	295	G404-S010	F24V_WHOLE_PLANT	dchey	CH+E+Y	NEHMEN · GRAD I · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
688	G407-G0688	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0296	f24v	f24v	HERBAL	f24v.15	296	G404-S010	F24V_WHOLE_PLANT	kchod	K+CH+O+D_ADDR	GEBEN · NEHMEN · AUSFÜHRUNG · HIER	NEW_VISIBLE_COMPOSITION	GREEN	NONE
689	G407-G0689	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0297	f24v	f24v	HERBAL	f24v.15	297	G404-S010	F24V_WHOLE_PLANT	dchal	D_ADDR+CH+AL	HIER · NEHMEN · ZIELORT	NEW_VISIBLE_COMPOSITION	GREEN	NONE
690	G407-G0690	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0298	f24v	f24v	HERBAL	f24v.15	298	G404-S010	F24V_WHOLE_PLANT	ochdy	O+CHD+Y	AUSFÜHRUNG · UMSETZEN · AKTIVER POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	NONE
691	G407-G0691	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0299	f24v	f24v	HERBAL	f24v.16	299	G404-S010	F24V_WHOLE_PLANT	otchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
692	G407-G0692	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0300	f24v	f24v	HERBAL	f24v.16	300	G404-S010	F24V_WHOLE_PLANT	odaiim	O+D_ADDR+AIIN+M_LOCAL	AUSFÜHRUNG · HIER · WERT · HIER	NEW_VISIBLE_COMPOSITION	GREEN	NONE
693	G407-G0693	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0229	f55v	f55v	HERBAL	f55v.1	393	P1009-S023	große aromatische Doldenpflanze	kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	GEBEN · NEHMEN · GRAD II · HIER · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
694	G407-G0694	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0230	f55v	f55v	HERBAL	f55v.1	394	P1009-S023	große aromatische Doldenpflanze	oedain	O+E+D_ADDR+AIN	AUSFÜHRUNG · GRAD I · HIER · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
695	G407-G0695	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0231	f55v	f55v	HERBAL	f55v.1	395	P1009-S023	große aromatische Doldenpflanze	chckhy	CH+K+Y	NEHMEN · GEBEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
696	G407-G0696	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0232	f55v	f55v	HERBAL	f55v.1	396	P1009-S023	große aromatische Doldenpflanze	otoldaiin	OT+OL+D_ADDR+AIIN	DANACH · FORTSETZEN · HIER · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
697	G407-G0697	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0233	f55v	f55v	HERBAL	f55v.1	397	P1009-S023	große aromatische Doldenpflanze	dodyd	D_ADDR+O+DY+D_LABEL	HIER · AUSFÜHRUNG · SCHLUSS · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
698	G407-G0698	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0234	f55v	f55v	HERBAL	f55v.2	398	P1009-S023	große aromatische Doldenpflanze	oeeed	O+EEE+D_ADDR	AUSFÜHRUNG · GRAD III · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
699	G407-G0699	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0235	f55v	f55v	HERBAL	f55v.2	399	P1009-S023	große aromatische Doldenpflanze	yteey	Y+T+EE+Y	AKTIVER POSTEN · EINSTELLEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
700	G407-G0700	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0236	f55v	f55v	HERBAL	f55v.2	400	P1009-S023	große aromatische Doldenpflanze	okeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
701	G407-G0701	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0237	f55v	f55v	HERBAL	f55v.2	401	P1009-S024	große aromatische Doldenpflanze	qoaiin	CARRIER_Q+O+AIIN	BEGINNMARKER · AUSFÜHRUNG · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
702	G407-G0702	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0238	f55v	f55v	HERBAL	f55v.2	402	P1009-S024	große aromatische Doldenpflanze	okeody	OK+E+O+D_ADDR+Y	SETZEN · GRAD I · AUSFÜHRUNG · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
703	G407-G0703	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0239	f55v	f55v	HERBAL	f55v.2	403	P1009-S024	große aromatische Doldenpflanze	ykeesan	Y+K+EE+S+AN	AKTIVER POSTEN · GEBEN · GRAD II · WÄHLEN · KLASSE	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
704	G407-G0704	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0240	f55v	f55v	HERBAL	f55v.3	404	P1009-S024	große aromatische Doldenpflanze	qokeeey	OK+EEE+Y	SETZEN · GRAD III · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
705	G407-G0705	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0241	f55v	f55v	HERBAL	f55v.3	405	P1009-S024	große aromatische Doldenpflanze	os	OS	VORBEZUG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
706	G407-G0706	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0242	f55v	f55v	HERBAL	f55v.3	406	P1009-S024	große aromatische Doldenpflanze	ain	AIN	ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
707	G407-G0707	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0243	f55v	f55v	HERBAL	f55v.3	407	P1009-S024	große aromatische Doldenpflanze	qool	CARRIER_Q+O+OL	BEGINNMARKER · AUSFÜHRUNG · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
708	G407-G0708	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0244	f55v	f55v	HERBAL	f55v.3	408	P1009-S024	große aromatische Doldenpflanze	al	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
709	G407-G0709	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0245	f55v	f55v	HERBAL	f55v.3	409	P1009-S024	große aromatische Doldenpflanze	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
710	G407-G0710	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0246	f55v	f55v	HERBAL	f55v.3	410	P1009-S024	große aromatische Doldenpflanze	sar	S+AR	WÄHLEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
711	G407-G0711	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0247	f55v	f55v	HERBAL	f55v.3	411	P1009-S024	große aromatische Doldenpflanze	aiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
712	G407-G0712	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0248	f55v	f55v	HERBAL	f55v.3	412	P1009-S024	große aromatische Doldenpflanze	ol	OL	FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
713	G407-G0713	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0249	f55v	f55v	HERBAL	f55v.3	413	P1009-S024	große aromatische Doldenpflanze	kar	K+AR	GEBEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
714	G407-G0714	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0250	f55v	f55v	HERBAL	f55v.3	414	P1009-S024	große aromatische Doldenpflanze	am	AM_ADDR	HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
715	G407-G0715	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0251	f55v	f55v	HERBAL	f55v.4	415	P1009-S024	große aromatische Doldenpflanze	okar	OK+AR	SETZEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
716	G407-G0716	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0252	f55v	f55v	HERBAL	f55v.4	416	P1009-S024	große aromatische Doldenpflanze	chckhdy	CH+CH+K+D_ADDR+Y	NEHMEN · NEHMEN · GEBEN · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
717	G407-G0717	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0253	f55v	f55v	HERBAL	f55v.4	417	P1009-S024	große aromatische Doldenpflanze	cheody	CH+E+O+Y	NEHMEN · GRAD I · AUSFÜHRUNG · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
718	G407-G0718	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0254	f55v	f55v	HERBAL	f55v.4	418	P1009-S024	große aromatische Doldenpflanze	keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	GEBEN · GRAD II · AKTIVER POSTEN · HIER · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
719	G407-G0719	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0255	f55v	f55v	HERBAL	f55v.4	419	P1009-S024	große aromatische Doldenpflanze	al	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
720	G407-G0720	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0256	f55v	f55v	HERBAL	f55v.4	420	P1009-S024	große aromatische Doldenpflanze	ochedy	O+CHD+Y	AUSFÜHRUNG · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
721	G407-G0721	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0257	f55v	f55v	HERBAL	f55v.4	421	P1009-S024	große aromatische Doldenpflanze	qokain	OK+AIN	SETZEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
722	G407-G0722	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0258	f55v	f55v	HERBAL	f55v.4	422	P1009-S024	große aromatische Doldenpflanze	ody	O+DY	AUSFÜHRUNG · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
723	G407-G0723	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0259	f55v	f55v	HERBAL	f55v.5	423	P1009-S025	große aromatische Doldenpflanze	qokaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
724	G407-G0724	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0260	f55v	f55v	HERBAL	f55v.5	424	P1009-S025	große aromatische Doldenpflanze	chaiin	CH+AIIN	NEHMEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
725	G407-G0725	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0261	f55v	f55v	HERBAL	f55v.5	425	P1009-S025	große aromatische Doldenpflanze	ykain	Y+K+AIN	AKTIVER POSTEN · GEBEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
726	G407-G0726	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0262	f55v	f55v	HERBAL	f55v.5	426	P1009-S025	große aromatische Doldenpflanze	ykan	Y+K+AN	AKTIVER POSTEN · GEBEN · KLASSE	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
727	G407-G0727	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0263	f55v	f55v	HERBAL	f55v.5	427	P1009-S025	große aromatische Doldenpflanze	ody	O+DY	AUSFÜHRUNG · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
728	G407-G0728	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0264	f55v	f55v	HERBAL	f55v.5	428	P1009-S026	große aromatische Doldenpflanze	daiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
729	G407-G0729	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0265	f55v	f55v	HERBAL	f55v.5	429	P1009-S026	große aromatische Doldenpflanze	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
730	G407-G0730	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0266	f55v	f55v	HERBAL	f55v.5	430	P1009-S026	große aromatische Doldenpflanze	talam	T+AL+AM_ADDR	EINSTELLEN · ZIELORT · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
731	G407-G0731	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0267	f55v	f55v	HERBAL	f55v.6	431	P1009-S026	große aromatische Doldenpflanze	ykaiin	Y+K+AIIN	AKTIVER POSTEN · GEBEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
732	G407-G0732	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0268	f55v	f55v	HERBAL	f55v.6	432	P1009-S026	große aromatische Doldenpflanze	daiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
733	G407-G0733	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0269	f55v	f55v	HERBAL	f55v.6	433	P1009-S026	große aromatische Doldenpflanze	ykair	Y+K+AIR	AKTIVER POSTEN · GEBEN · LAUF	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
734	G407-G0734	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0270	f55v	f55v	HERBAL	f55v.6	434	P1009-S026	große aromatische Doldenpflanze	cheky	CH+K+E+Y	NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
735	G407-G0735	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0271	f55v	f55v	HERBAL	f55v.6	435	P1009-S026	große aromatische Doldenpflanze	daiiny	D_ADDR+AIIN+Y	HIER · WERT · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
736	G407-G0736	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0272	f55v	f55v	HERBAL	f55v.7	436	P1009-S026	große aromatische Doldenpflanze	okchd	OK+CHD	SETZEN · UMSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
737	G407-G0737	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0273	f55v	f55v	HERBAL	f55v.7	437	P1009-S026	große aromatische Doldenpflanze	ykain	Y+K+AIN	AKTIVER POSTEN · GEBEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
738	G407-G0738	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0274	f55v	f55v	HERBAL	f55v.7	438	P1009-S026	große aromatische Doldenpflanze	sheokey	SH+E+OK+E+Y	HALTEN · GRAD I · SETZEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
739	G407-G0739	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0275	f55v	f55v	HERBAL	f55v.7	439	P1009-S026	große aromatische Doldenpflanze	or	OR	EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
740	G407-G0740	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0276	f55v	f55v	HERBAL	f55v.7	440	P1009-S026	große aromatische Doldenpflanze	ain	AIN	ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
741	G407-G0741	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0277	f55v	f55v	HERBAL	f55v.7	441	P1009-S026	große aromatische Doldenpflanze	ch	CH	NEHMEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
742	G407-G0742	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0278	f55v	f55v	HERBAL	f55v.7	442	P1009-S026	große aromatische Doldenpflanze	kchdy	K+CHD+Y	GEBEN · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
743	G407-G0743	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0279	f55v	f55v	HERBAL	f55v.7	443	P1009-S026	große aromatische Doldenpflanze	pchal	P+CH+AL	EINSETZEN · NEHMEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
744	G407-G0744	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0280	f55v	f55v	HERBAL	f55v.7	444	P1009-S026	große aromatische Doldenpflanze	ar	AR	AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
745	G407-G0745	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0281	f55v	f55v	HERBAL	f55v.7	445	P1009-S026	große aromatische Doldenpflanze	aldy	AL+D_ADDR+Y	ZIELORT · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
746	G407-G0746	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0282	f55v	f55v	HERBAL	f55v.7	446	P1009-S026	große aromatische Doldenpflanze	dary	DA+R+Y	ZWEITE STUFE · MARKIEREN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
747	G407-G0747	RUNNING_EVENT	ORIGINAL22_RUNNING	P912-E0283	f55v	f55v	HERBAL	f55v.8	447	P1009-S026	große aromatische Doldenpflanze	tar	T+AR	EINSTELLEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
