event_id	page	record	statement_id	surface	component_parse	atomic_card_value_de	local_action_expansion_de	fluent_statement_de	complete_meaning
E155	f81v	B1	B1-S016	cheedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	Die Flüssigkeit im gemeinsamen Becken an der im Bild bezeichneten Stelle anlegen.	YES
E156	f81v	B1	B1-S017	sal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken weiter an der im Bild bezeichneten Stelle kurz umfüllen; schließe damit diesen Arbeitsschritt.	YES
E157	f81v	B1	B1-S017	teol	E+OL	kurz · fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken weiter an der im Bild bezeichneten Stelle kurz umfüllen; schließe damit diesen Arbeitsschritt.	YES
E158	f81v	B1	B1-S017	dchdy	CHD+DY	den laufenden Posten umsetzen; Schritt schließen	umfüllen	Die Flüssigkeit im gemeinsamen Becken weiter an der im Bild bezeichneten Stelle kurz umfüllen; schließe damit diesen Arbeitsschritt.	YES
E159	f81v	B1	B1-S018	ly	L+Y	diesen Posten führen	führen	Die Flüssigkeit im gemeinsamen Becken führen.	YES
E160	f81v	B1	B1-S018	dsheol	SH+E+OL	fortsetzen den laufenden Posten kurz halten	halten	Die Flüssigkeit im gemeinsamen Becken führen.	YES
E161	f81v	B1	B1-S018	oiiin	O+IIN	Arbeitsgang · Sollstufe	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken führen.	YES
E162	f81v	B1	B1-S018	olkeedy	SOLK+EE+DY	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	Die Flüssigkeit im gemeinsamen Becken führen.	YES
E163	f81v	B1	B1-S019	tedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	Die Flüssigkeit im gemeinsamen Becken absetzen lassen; schließe damit diesen Arbeitsschritt.	YES
E164	f81v	B1	B1-S020	cheky	CHK+E+Y	diesen Posten kurz wärmen	warm halten	Die Flüssigkeit im gemeinsamen Becken kurz warm halten.	YES
E165	f81v	B1	B1-S020	shckhedy	SH+CKH+E+DY	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	Die Flüssigkeit im gemeinsamen Becken kurz warm halten.	YES
E166	f81v	B1	B1-S021	chal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	An der im Bild bezeichneten Stelle weiterarbeiten.	YES
E167	f82r	B2	B2-S001	dchedy	CHD+DY	überführen und den Schritt schließen	überführen	Die Flüssigkeit des oberen Beckenpaars überführen; schließe damit diesen Arbeitsschritt.	YES
E168	f82r	B2	B2-S002	qolchedy	OL+CHD+DY	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	Die Flüssigkeit des oberen Beckenpaars weiter überführen; schließe damit diesen Arbeitsschritt.	YES
E169	f82r	B2	B2-S003	qokain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E170	f82r	B2	B2-S003	dy	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E171	f82r	B2	B2-S003	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E172	f82r	B2	B2-S004	qokal	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E173	f82r	B2	B2-S004	lcheckhy	L+CKH+Y	diesen Posten durch Durchlass führen	durchleiten	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E174	f82r	B2	B2-S004	lched	L+CHD	den laufenden Posten führen und umsetzen	führen + umsetzen	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E175	f82r	B2	B2-S004	qokeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	wirken lassen	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E176	f82r	B2	B2-S004	lcheckhedy	L+CKH+E+DY	den laufenden Posten durch Durchlass kurz führen; Schritt schließen	durchleiten	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E177	f82r	B2	B2-S005	qokaly	OK+AL+Y	diesen Posten an bezeichnete Stelle ansetzen	anlegen	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E178	f82r	B2	B2-S005	solkaiin	SOLK+AIIN	den laufenden Posten nach vorgeschriebenes Maß auffangen	bis zum Maß auffangen	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E179	f82r	B2	B2-S005	chckhy	CKH+Y	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E180	f82r	B2	B2-S005	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einleiten	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E181	f82r	B2	B2-S005	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einleiten	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E182	f82r	B2	B2-S005	octheol	O+CTH+E+OL	Arbeitsgang · bereit · kurz · fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E183	f82r	B2	B2-S005	chkeey	CHK+EE+Y	diesen Posten länger wärmen	warm halten	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E184	f82r	B2	B2-S005	ldy	L+DY	den laufenden Posten führen; Schritt schließen	abführen	Die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle anlegen.	YES
E185	f82r	B2	B2-S006	oteey	OT+EE+Y	danach · länger · dieser Posten	NON_ACTION_CONTRIBUTION	Danach die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle länger anlegen.	YES
E186	f82r	B2	B2-S006	qokal	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	Danach die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle länger anlegen.	YES
E187	f82r	B2	B2-S006	sheckhy	SH+E+CKH+Y	diesen Posten durch Durchlass kurz halten	zurückhalten	Danach die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle länger anlegen.	YES
E188	f82r	B2	B2-S006	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	Danach die Flüssigkeit des oberen Beckenpaars an der im Bild bezeichneten Stelle länger anlegen.	YES
E189	f82r	B2	B2-S007	dshedy	SH+E+DY	den laufenden Posten kurz halten; Schritt schließen	ruhen lassen	Die Arbeitsflüssigkeit am Handgerät kurz ruhen lassen; schließe damit diesen Arbeitsschritt.	YES
E190	f82r	B2	B2-S008	sotaiin	OT+AIIN	danach · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Danach die Arbeitsflüssigkeit am Handgerät aus dieser Station nach vorgeschriebenem Maß einsetzen.	YES
E191	f82r	B2	B2-S008	qokar	OK+AR	den laufenden Posten von dort ansetzen	einsetzen	Danach die Arbeitsflüssigkeit am Handgerät aus dieser Station nach vorgeschriebenem Maß einsetzen.	YES
E192	f82r	B2	B2-S008	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	Danach die Arbeitsflüssigkeit am Handgerät aus dieser Station nach vorgeschriebenem Maß einsetzen.	YES
E193	f82r	B2	B2-S009	solshedy	OL+SH+E+DY	fortsetzen den laufenden Posten kurz halten; Schritt schließen	ruhen lassen	Die Arbeitsflüssigkeit am Handgerät weiter kurz ruhen lassen; schließe damit diesen Arbeitsschritt.	YES
E194	f82r	B2	B2-S010	qokeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	wirken lassen	Die Arbeitsflüssigkeit am Handgerät länger wirken lassen.	YES
E195	f82r	B2	B2-S010	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	Die Arbeitsflüssigkeit am Handgerät länger wirken lassen.	YES
E196	f82r	B2	B2-S010	ls	LS	weiter	NON_ACTION_CONTRIBUTION	Die Arbeitsflüssigkeit am Handgerät länger wirken lassen.	YES
E197	f82r	B2	B2-S010	cheey	SH+EE+Y	diesen Posten länger halten	halten	Die Arbeitsflüssigkeit am Handgerät länger wirken lassen.	YES
E198	f82r	B2	B2-S011	okain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E199	f82r	B2	B2-S011	char	AR	von dort	NON_ACTION_CONTRIBUTION	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E200	f82r	B2	B2-S011	okain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E201	f82r	B2	B2-S011	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E202	f82r	B2	B2-S012	lchy	L+CH+Y	diesen Posten führen und abziehen	führen + abnehmen	Die Portion an der mittleren rechten Station führen und abnehmen.	YES
E203	f82r	B2	B2-S012	cheey	SH+EE+Y	diesen Posten länger halten	halten	Die Portion an der mittleren rechten Station führen und abnehmen.	YES
E204	f82r	B2	B2-S012	qcthey	CTH+E+Y	bereit · kurz · dieser Posten	NON_ACTION_CONTRIBUTION	Die Portion an der mittleren rechten Station führen und abnehmen.	YES
E205	f82r	B2	B2-S012	qokeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	wirken lassen	Die Portion an der mittleren rechten Station führen und abnehmen.	YES
E206	f82r	B2	B2-S012	lcheey	L+EE+Y	diesen Posten länger führen	führen	Die Portion an der mittleren rechten Station führen und abnehmen.	YES
E207	f82r	B2	B2-S012	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Die Portion an der mittleren rechten Station führen und abnehmen.	YES
E208	f82r	B2	B2-S012	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Die Portion an der mittleren rechten Station führen und abnehmen.	YES
E209	f82r	B2	B2-S012	qokeeedy	OK+EEE+DY	den laufenden Posten vollständig ansetzen; Schritt schließen	einsetzen	Die Portion an der mittleren rechten Station führen und abnehmen.	YES
E210	f82r	B2	B2-S013	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + überführen	Die Flüssigkeit des unteren Beckens abführen und überführen; schließe damit diesen Arbeitsschritt.	YES
E211	f82r	B2	B2-S014	lar	L+AR	den laufenden Posten von dort führen	ableiten	Die Flüssigkeit des unteren Beckens aus dieser Station ableiten.	YES
E212	f82r	B2	B2-S015	tshey	SH+E+Y	diesen Posten kurz halten	halten	Die Arbeitsflüssigkeit der Randstationen kurz halten.	YES
E213	f82r	B2	B2-S015	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	Die Arbeitsflüssigkeit der Randstationen kurz halten.	YES
E214	f82r	B2	B2-S016	cheal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	Die Arbeitsflüssigkeit der Randstationen aus dieser Station an der im Bild bezeichneten Stelle ableiten und umfüllen.	YES
E215	f82r	B2	B2-S016	lchedar	L+CHD+AR	den laufenden Posten von dort führen und umsetzen	ableiten + umfüllen	Die Arbeitsflüssigkeit der Randstationen aus dieser Station an der im Bild bezeichneten Stelle ableiten und umfüllen.	YES
E216	f82r	B2	B2-S016	ches	CH+E+S	den laufenden Posten kurz abziehen und teilen	abnehmen + abteilen	Die Arbeitsflüssigkeit der Randstationen aus dieser Station an der im Bild bezeichneten Stelle ableiten und umfüllen.	YES
E217	f82r	B2	B2-S016	aiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Die Arbeitsflüssigkeit der Randstationen aus dieser Station an der im Bild bezeichneten Stelle ableiten und umfüllen.	YES
E218	f82r	B2	B2-S016	oteey	OT+EE+Y	danach · länger · dieser Posten	NON_ACTION_CONTRIBUTION	Die Arbeitsflüssigkeit der Randstationen aus dieser Station an der im Bild bezeichneten Stelle ableiten und umfüllen.	YES
E219	f82r	B2	B2-S016	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	Die Arbeitsflüssigkeit der Randstationen aus dieser Station an der im Bild bezeichneten Stelle ableiten und umfüllen.	YES
E220	f82r	B2	B2-S016	okey	OK+E+Y	diesen Posten kurz ansetzen	wirken lassen	Die Arbeitsflüssigkeit der Randstationen aus dieser Station an der im Bild bezeichneten Stelle ableiten und umfüllen.	YES
E221	f82r	B2	B2-S016	pchedy	P+CHD+DY	den laufenden Posten hineingeben und umsetzen; Schritt schließen	einfüllen + überführen	Die Arbeitsflüssigkeit der Randstationen aus dieser Station an der im Bild bezeichneten Stelle ableiten und umfüllen.	YES
E222	f82r	B2	B2-S017	rsheal	R+SH+E+AL	den laufenden Posten an bezeichnete Stelle kurz abkühlen und halten	abkühlen lassen + ruhen lassen	Die Arbeitsflüssigkeit der Randstationen an der im Bild bezeichneten Stelle kurz abkühlen lassen und ruhen lassen; schließe damit diesen Arbeitsschritt.	YES
E223	f82r	B2	B2-S017	daldy	AL+DY	bezeichnete Stelle; Schritt schließen	NON_ACTION_CONTRIBUTION	Die Arbeitsflüssigkeit der Randstationen an der im Bild bezeichneten Stelle kurz abkühlen lassen und ruhen lassen; schließe damit diesen Arbeitsschritt.	YES
E224	f82r	B2	B2-S018	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	Die Arbeitsflüssigkeit der Randstationen länger einwirken lassen; schließe damit diesen Arbeitsschritt.	YES
E225	f82r	B2	B2-S019	rshedy	R+SHED+DY	den laufenden Posten abkühlen und absetzen; Schritt schließen	auskühlen lassen + absetzen lassen	Die Arbeitsflüssigkeit der Randstationen auskühlen lassen und absetzen lassen; schließe damit diesen Arbeitsschritt.	YES
E226	f82r	B2	B2-S020	qoteedy	OT+EE+DY	danach · länger; Schritt schließen	NON_ACTION_CONTRIBUTION	Danach länger einwirken lassen; schließe damit diesen Arbeitsschritt.	YES
E227	f82r	B2	B2-S021	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	Die Arbeitsflüssigkeit der Randstationen länger einwirken lassen; schließe damit diesen Arbeitsschritt.	YES
E228	f82r	B2	B2-S022	lochedy	L+O+CHD+DY	den Arbeitsgang führen und umsetzen; Schritt schließen	abführen + überführen	Die Arbeitsflüssigkeit der Randstationen im laufenden Arbeitsgang abführen und überführen; schließe damit diesen Arbeitsschritt.	YES
E229	f83r	B3	B3-S001	olkeedy	SOLK+EE+DY	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	Die Flüssigkeit der oberen Fächerstation länger auffangen und stehen lassen; schließe damit diesen Arbeitsschritt.	YES
E230	f83r	B3	B3-S002	qotal	OT+AL	danach · bezeichnete Stelle	NON_ACTION_CONTRIBUTION	Danach die Flüssigkeit der oberen Fächerstation an der im Bild bezeichneten Stelle länger anwärmen; schließe damit diesen Arbeitsschritt.	YES
E231	f83r	B3	B3-S002	chkeedy	CHK+EE+DY	den laufenden Posten länger wärmen; Schritt schließen	anwärmen	Danach die Flüssigkeit der oberen Fächerstation an der im Bild bezeichneten Stelle länger anwärmen; schließe damit diesen Arbeitsschritt.	YES
E232	f83r	B3	B3-S003	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit der oberen Fächerstation nach vorgeschriebenem Maß abführen und abmessen und umsetzen; schließe damit diesen Arbeitsschritt.	YES
E233	f83r	B3	B3-S003	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Die Flüssigkeit der oberen Fächerstation nach vorgeschriebenem Maß abführen und abmessen und umsetzen; schließe damit diesen Arbeitsschritt.	YES
E234	f83r	B3	B3-S003	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit der oberen Fächerstation nach vorgeschriebenem Maß abführen und abmessen und umsetzen; schließe damit diesen Arbeitsschritt.	YES
E235	f83r	B3	B3-S003	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + abmessen und umsetzen	Die Flüssigkeit der oberen Fächerstation nach vorgeschriebenem Maß abführen und abmessen und umsetzen; schließe damit diesen Arbeitsschritt.	YES
E236	f83r	B3	B3-S004	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	Die Flüssigkeit der oberen Fächerstation nach vorgeschriebenem Maß einsetzen.	YES
E237	f83r	B3	B3-S004	qotal	OT+AL	danach · bezeichnete Stelle	NON_ACTION_CONTRIBUTION	Die Flüssigkeit der oberen Fächerstation nach vorgeschriebenem Maß einsetzen.	YES
E238	f83r	B3	B3-S004	dar	AR	von dort	NON_ACTION_CONTRIBUTION	Die Flüssigkeit der oberen Fächerstation nach vorgeschriebenem Maß einsetzen.	YES
E239	f83r	B3	B3-S005	schedy	CHD+DY	überführen und den Schritt schließen	umfüllen	Danach die Flüssigkeit im runden Gefäß aus dieser Station an der im Bild bezeichneten Stelle umfüllen; schließe damit diesen Arbeitsschritt.	YES
E240	f83r	B3	B3-S006	chedchy	CHD+Y	diesen Posten umsetzen	umsetzen	Die Flüssigkeit im runden Gefäß umsetzen.	YES
E241	f83r	B3	B3-S006	qokal	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	Die Flüssigkeit im runden Gefäß umsetzen.	YES
E242	f83r	B3	B3-S006	olchedy	OL+CHD+DY	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	Die Flüssigkeit im runden Gefäß umsetzen.	YES
E243	f83r	B3	B3-S007	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	Die Flüssigkeit im runden Gefäß nach vorgeschriebenem Maß einsetzen.	YES
E244	f83r	B3	B3-S007	chedy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	Die Flüssigkeit im runden Gefäß nach vorgeschriebenem Maß einsetzen.	YES
E245	f83r	B3	B3-S007	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	Die Flüssigkeit im runden Gefäß nach vorgeschriebenem Maß einsetzen.	YES
E246	f83r	B3	B3-S008	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + überführen	Die Flüssigkeit im runden Gefäß abführen und überführen; schließe damit diesen Arbeitsschritt.	YES
E247	f83r	B3	B3-S009	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	Die Flüssigkeit im runden Gefäß einsetzen.	YES
E248	f83r	B3	B3-S010	pchedal	P+CHD+AL	den laufenden Posten an bezeichnete Stelle hineingeben und umsetzen	einfüllen + umfüllen	Danach die Flüssigkeit im korbartigen Gefäß an der im Bild bezeichneten Stelle kurz einfüllen und umfüllen; schließe damit diesen Arbeitsschritt.	YES
E249	f83r	B3	B3-S010	otedy	OT+E+DY	danach · kurz; Schritt schließen	NON_ACTION_CONTRIBUTION	Danach die Flüssigkeit im korbartigen Gefäß an der im Bild bezeichneten Stelle kurz einfüllen und umfüllen; schließe damit diesen Arbeitsschritt.	YES
E250	f83r	B3	B3-S011	shecthedchy	SH+E+CTH+CHD+Y	diesen Posten kurz halten und umsetzen bis bereit	halten + umsetzen	Die Flüssigkeit im korbartigen Gefäß kurz bis zum gebrauchsfertigen Zustand halten und umsetzen.	YES
E251	f83r	B3	B3-S011	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	Die Flüssigkeit im korbartigen Gefäß kurz bis zum gebrauchsfertigen Zustand halten und umsetzen.	YES
E252	f83r	B3	B3-S011	chedy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	Die Flüssigkeit im korbartigen Gefäß kurz bis zum gebrauchsfertigen Zustand halten und umsetzen.	YES
E253	f83r	B3	B3-S011	chary	AR+Y	von dort · dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im korbartigen Gefäß kurz bis zum gebrauchsfertigen Zustand halten und umsetzen.	YES
E254	f83r	B3	B3-S012	sor	OR	Ansatz	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im korbartigen Gefäß aus dieser Station absetzen lassen; schließe damit diesen Arbeitsschritt.	YES
E255	f83r	B3	B3-S012	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	Die Flüssigkeit im korbartigen Gefäß aus dieser Station absetzen lassen; schließe damit diesen Arbeitsschritt.	YES
E256	f83r	B3	B3-S013	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	Die Flüssigkeit im korbartigen Gefäß nach vorgeschriebenem Maß einsetzen.	YES
E257	f83r	B3	B3-S013	chkain	K+AIN	den laufenden Posten nach Portion zuführen	dosiert zugeben	Die Flüssigkeit im korbartigen Gefäß nach vorgeschriebenem Maß einsetzen.	YES
E258	f83r	B3	B3-S013	shcthey	CTH+E+Y	bereit · kurz · dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im korbartigen Gefäß nach vorgeschriebenem Maß einsetzen.	YES
E259	f83r	B3	B3-S013	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	Die Flüssigkeit im korbartigen Gefäß nach vorgeschriebenem Maß einsetzen.	YES
E260	f83r	B3	B3-S014	okair	OK+AIR	den laufenden Posten durch laufender Bestand ansetzen	einleiten	Die Flüssigkeit im korbartigen Gefäß im Lauf einleiten.	YES
E261	f83r	B3	B3-S014	sheedy	SH+EE+DY	den laufenden Posten länger halten; Schritt schließen	ruhen lassen	Die Flüssigkeit im korbartigen Gefäß im Lauf einleiten.	YES
E262	f83r	B3	B3-S015	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + überführen	Die Flüssigkeit im korbartigen Gefäß abführen und überführen; schließe damit diesen Arbeitsschritt.	YES
E263	f83r	B3	B3-S016	lo	L+O	den Arbeitsgang führen	führen	Die Flüssigkeit im korbartigen Gefäß im laufenden Arbeitsgang führen.	YES
E264	f83r	B3	B3-S016	qokchedy	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	Die Flüssigkeit im korbartigen Gefäß im laufenden Arbeitsgang führen.	YES
E265	f83r	B3	B3-S017	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	Den getrennt geführten Arbeitsposten länger einwirken lassen; schließe damit diesen Arbeitsschritt.	YES
E266	f83r	B3	B3-S018	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	Den getrennt geführten Arbeitsposten absetzen lassen; schließe damit diesen Arbeitsschritt.	YES
E267	f83r	B3	B3-S019	qokshedy	OK+SH+E+DY	den laufenden Posten kurz ansetzen und halten; Schritt schließen	einwirken lassen + ruhen lassen	Den getrennt geführten Arbeitsposten kurz einwirken lassen und ruhen lassen; schließe damit diesen Arbeitsschritt.	YES
E268	f83r	B3	B3-S020	dal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	Den getrennt geführten Arbeitsposten an der im Bild bezeichneten Stelle hinleiten und umfüllen; schließe damit diesen Arbeitsschritt.	YES
E269	f83r	B3	B3-S020	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	hinleiten + umfüllen	Den getrennt geführten Arbeitsposten an der im Bild bezeichneten Stelle hinleiten und umfüllen; schließe damit diesen Arbeitsschritt.	YES
E270	f83r	B3	B3-S021	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	Den getrennt geführten Arbeitsposten nach vorgeschriebenem Maß einsetzen.	YES
E271	f83r	B3	B3-S021	shcthy	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	Den getrennt geführten Arbeitsposten nach vorgeschriebenem Maß einsetzen.	YES
E272	f83r	B3	B3-S021	dal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	Den getrennt geführten Arbeitsposten nach vorgeschriebenem Maß einsetzen.	YES
E273	f83r	B3	B3-S021	sy	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Den getrennt geführten Arbeitsposten nach vorgeschriebenem Maß einsetzen.	YES
E274	f83r	B3	B3-S021	saiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Den getrennt geführten Arbeitsposten nach vorgeschriebenem Maß einsetzen.	YES
E275	f83r	B3	B3-S021	shedal	SHED+AL	den laufenden Posten an bezeichnete Stelle absetzen	ablagern	Den getrennt geführten Arbeitsposten nach vorgeschriebenem Maß einsetzen.	YES
E276	f83r	B3	B3-S021	shecthy	SH+E+CTH+Y	diesen Posten kurz halten bis bereit	halten	Den getrennt geführten Arbeitsposten nach vorgeschriebenem Maß einsetzen.	YES
E277	f83r	B3	B3-S021	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Den getrennt geführten Arbeitsposten nach vorgeschriebenem Maß einsetzen.	YES
E278	f83r	B3	B3-S021	tal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	Den getrennt geführten Arbeitsposten nach vorgeschriebenem Maß einsetzen.	YES
E279	f83r	B3	B3-S021	shcthy	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	Den getrennt geführten Arbeitsposten nach vorgeschriebenem Maß einsetzen.	YES
E280	f83r	B3	B3-S021	dalchdy	AL+CHD+DY	den laufenden Posten an bezeichnete Stelle umsetzen; Schritt schließen	umfüllen	Den getrennt geführten Arbeitsposten nach vorgeschriebenem Maß einsetzen.	YES
E281	f83r	B3	B3-S022	qotchedy	OT+CHD+DY	danach den laufenden Posten umsetzen; Schritt schließen	überführen	Danach den getrennt geführten Arbeitsposten überführen; schließe damit diesen Arbeitsschritt.	YES
E282	f83r	B3	B3-S023	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + überführen	Den getrennt geführten Arbeitsposten abführen und überführen; schließe damit diesen Arbeitsschritt.	YES
E283	f83r	B3	B3-S024	tchedy	CHD+DY	überführen und den Schritt schließen	überführen	Den getrennt geführten Arbeitsposten überführen; schließe damit diesen Arbeitsschritt.	YES
E284	f83r	B3	B3-S025	qokchdy	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	Den getrennt geführten Arbeitsposten einsetzen und überführen; schließe damit diesen Arbeitsschritt.	YES
E285	f83r	B3	B3-S026	cheedar	EE+AR	länger · von dort	NON_ACTION_CONTRIBUTION	Den getrennt geführten Arbeitsposten aus dieser Station nach vorgeschriebenem Maß länger ableiten.	YES
E286	f83r	B3	B3-S026	chldaiin	L+AIIN	den laufenden Posten nach vorgeschriebenes Maß führen	ableiten	Den getrennt geführten Arbeitsposten aus dieser Station nach vorgeschriebenem Maß länger ableiten.	YES
E287	f83r	B3	B3-S026	chedy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	Den getrennt geführten Arbeitsposten aus dieser Station nach vorgeschriebenem Maß länger ableiten.	YES
E288	f83r	B3	B3-S026	qokain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	Den getrennt geführten Arbeitsposten aus dieser Station nach vorgeschriebenem Maß länger ableiten.	YES
