page	locus	section	language	hand	token_count	new_v50_positions	new_v51_positions	residual_unknown_positions	assigned_fraction	complete	action_positions	action_ordinals	action_surfaces	line_mode	v51_target_surface	remaining_unknown_surfaces	zl3b_line	literal_token_glosses_de	working_line_de	review_note
f77v	f77v.7	B	B	2	11	1	0	2	0.818182	0	3	2|5|11	qolsheedy|ycheedy|qolky	ACTION_SEQUENCE	NONE	qy|rr	olshedy qolsheedy qy rr ycheedy okedy lshedy chs shdal chedy qolky	Holzdroge im Ansatz vollständig eingeweicht | vollständig eingeweichten und fertigen Drogenstoff zugeben | [qy:?] | [rr:?] | trockne hiervon vollständig und stelle es fertig | heißer Ansatz in der Mitte des Grades, abgeschlossen | eingeweichtes Drogenholz | Trockengut, Grundform | feuchte abgemessene Rohstoffmenge I am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | leicht erhitzten Drogenstoff hinzugeben	Holzdroge im Ansatz, vollständig eingeweicht · vollständig eingeweichten und fertigen Drogenstoff zugeben · ⟦qy:?⟧ · ⟦rr:?⟧ · hiervon vollständig trocknen und fertigstellen · heißer Ansatz, Mittelstufe, abgeschlossen · eingeweichtes Drogenholz · Trockengut, Grundform · feuchte abgemessene Rohstoffmenge I, Anfangsstufe · trocken, Mittelstufe, abgeschlossen · leicht erhitzten Drogenstoff zugeben.	HOLD/SPLIT: bei qolsheedy ist nur qol die Zugabehandlung; sheedy bezeichnet bereits fertiges Feuchtgut.
f7r	f7r.2	H	A	1	9	1	0	2	0.777778	0	1	1	dcheey	MIXED_RECORD	NONE	keo|dold	dcheey keo r shor dold dchey kchey otchy cheody	eine Dosis vollständig trocknen und abschließen | [keo:?] | Wurzel | Blüten-/Fruchtstand; reproduktiver Teil | [dold:?] | abgemessene Trockendroge der Mittelstufe, abgeschlossen | heiß und trocken in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | getrockneter Ansatz	Eine Dosis vollständig trocknen und abschließen · ⟦keo:?⟧ · Wurzel · Blüten-/Fruchtstand · ⟦dold:?⟧ · abgemessene Trockendroge der Mittelstufe, abgeschlossen · heiß-trocken, Mittelstufe · kalt-trockener Ansatz, Anfangsstufe · getrockneter Ansatz.	HOLD/SPLIT: dcheey ist der Initialbefehl; späteres dchey ist nominales Ergebnis.
f80r	f80r.17	B	B	2	13	1	0	4	0.692308	0	3	3|6|11	sheky|sheky|sheky	ACTION_SEQUENCE	NONE	solky|shkeol|chetain|da	solky sheckhy sheky shkeol qokar sheky chetain ol olkar okain sheky qokal da	[solky:?] | feuchtes Arzneikompositum am Gradanfang | bis zur Mittelstufe einweichen, erhitzen und abschließen | [shkeol:?] | heiße Drogenfraktion I | bis zur Mittelstufe einweichen, erhitzen und abschließen | [chetain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | heiß im Zubereitungsrahmen, Grad II | bis zur Mittelstufe einweichen, erhitzen und abschließen | Rohstoffklasse I, heiß am Gradanfang | [da:?]	⟦solky:?⟧ · feuchtes Arzneikompositum, Anfangsstufe · bis Mittelstufe einweichen, erhitzen und abschließen · ⟦shkeol:?⟧ · heiße Drogenfraktion I · bis Mittelstufe einweichen, erhitzen und abschließen · ⟦chetain:?⟧ · Ansatz/Gut · erste erhitzte Drogenfraktion im Ansatz · heiß, Grad II, im Zubereitungsrahmen · bis Mittelstufe einweichen, erhitzen und abschließen · Rohstoffklasse I im heißen Anfangsansatz · ⟦da:?⟧.	HOLD: olkar bleibt das erhitzte Fraktionsobjekt zwischen den wiederholten Behandlungsschritten.
f80v	f80v.27	B	B	2	10	1	1	0	1.000000	1	0	NONE	NONE	NOMINAL_REGISTER	oltaiin	NONE	pshol kain olkar shey qokain dal oltaiin okain shal qoty	eingeweichter Pulverstoff | heiß, Grad II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | feucht in der Mitte des Grades | heiß, Grad II | abgemessene Rohstoffmenge I | Holzdrogenansatz, kalt auf Stufe III | heiß im Zubereitungsrahmen, Grad II | Rohstoffklasse I, feucht am Gradanfang | kalt am Anfang des Grades	Eingeweichter Pulverstoff · heiß, Grad II · erste erhitzte Drogenfraktion im Ansatz · feucht, Mittelstufe · heiß, Grad II · abgemessene Rohstoffmenge I · Holzdrogenansatz, kalt auf Stufe III · heiß, Grad II, im Zubereitungsrahmen · Rohstoffklasse I, feucht, Anfangsstufe · kalt, Anfangsstufe.	GDT677 closes oltaiin; Im Heiß-/Kaltregister sauberer Gegenpol zu den benachbarten Heizstufen.
f80v	f80v.35	B	B	2	12	1	0	2	0.833333	0	2	5|6	qol|qol	ACTION_SEQUENCE	NONE	oltain|okiin	tol oltain olkar y qol qol kain okiin ol kain shey ldy	kalt; nominal kaltes Gut/Material | [oltain:?] | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | hierzu: | Drogenstoff zugeben | Drogenstoff zugeben | heiß, Grad II | [okiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad II | feucht in der Mitte des Grades | Holzdroge, fertig aufbereitet	Kaltes Gut · ⟦oltain:?⟧ · erste erhitzte Drogenfraktion im Ansatz · hierzu · Drogenstoff zugeben · Drogenstoff zugeben · heiß, Grad II · ⟦okiin:?⟧ · Ansatz/Gut · heiß, Grad II · feucht, Mittelstufe · Holzdroge, fertig aufbereitet.	HOLD: olkar ist Zugabegut; die zwei qol sind die tatsächlichen Imperative.
f83v	f83v.12	B	B	2	11	1	0	2	0.818182	0	0	NONE	NONE	NOMINAL_REGISTER	NONE	qoeeo|lldar	daiin shckhy qoeeo lldar cheey qoal qokeedy olkar sheedy qokain olal	Grad-/Maßwert III | Arzneikompositum: feucht, Gradanfang | [qoeeo:?] | [lldar:?] | trocken am Ende des Grades | Rohstoffklasse I | heiß am Ende des Grades, abgeschlossen | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | feucht am Ende des Grades, abgeschlossen | heiß, Grad II | Ansatz aus Holzrohstoff, Form I	Grad/Maß III · feuchtes Arzneikompositum, Anfangsstufe · ⟦qoeeo:?⟧ · ⟦lldar:?⟧ · trocken, Endstufe · Rohstoffklasse I · heiß, Endstufe, abgeschlossen · erste erhitzte Drogenfraktion im Ansatz · feucht, Endstufe, abgeschlossen · heiß, Grad II · Holzrohstoffansatz, Form I.	HOLD: olkar ist nominal und zwischen abgeschlossenen Zustandsstufen eingebettet.
f85r2	f85r2.5	C	B	2	3	1	0	2	0.333333	0	0	NONE	NONE	NOMINAL_REGISTER	NONE	ockhdar|shoral	ockhdar olkar shoral	[ockhdar:?] | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | [shoral:?]	⟦ockhdar:?⟧ · erste erhitzte Drogenfraktion im Ansatz (nur ZL3b; Leser-Rivale olkor/ar) · ⟦shoral:?⟧.	QUARANTÄNE: Die ZL3b-Lesung olkar bleibt als Arbeitshypothese sichtbar; IT2a/RF1b ersetzen die entscheidende Form durch olkor beziehungsweise ar, und beide Nachbarn sind offen.
f86v3	f86v3.13	C	B	2	11	1	0	3	0.727273	0	2	3|10	tcheody|qokady	MIXED_RECORD	NONE	osheey|orsheey|cholkain	osheey orsheey tcheody qokain qodaiin olkar chedaiin y chedy qokady cholkain	[osheey:?] | [orsheey:?] | abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen | heiß, Grad II | Qualitätsgrad III | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | abgemessene Trockendroge, Dosis III | hierzu: | trocken in der Mitte des Grades, abgeschlossen | erhitze einen gleichen Teil und schließe ab | [cholkain:?]	⟦osheey:?⟧ · ⟦orsheey:?⟧ · abkühlen, bis Mittelstufe trocknen, ansetzen und fertigstellen · heiß, Grad II · Qualitätsgrad III · erste erhitzte Drogenfraktion im Ansatz · abgemessene Trockendroge, Dosis III · hierzu · trocken, Mittelstufe, abgeschlossen · einen gleichen Teil erhitzen und abschließen · ⟦cholkain:?⟧.	HOLD: olkar ist das Fraktionsobjekt zwischen zwei Arbeitsanweisungen.
f86v3	f86v3.18	C	B	2	7	1	0	2	0.714286	0	1	4	qopchol	MIXED_RECORD	NONE	pchedaiin|solkam	pchedaiin dchedy qokchdy qopchol shol sheody solkam	[pchedaiin:?] | abgemessene Trockendroge, fertig | heiß und trocken am Anfang des Grades, abgeschlossen | nimm getrockneten Pulverstoff | feucht; nominal feuchtes Gut/Material | angefeuchteter Ansatz, abgeschlossen | [solkam:?]	⟦pchedaiin:?⟧ · abgemessene Trockendroge, fertig · heiß-trocken, Anfangsstufe, abgeschlossen · getrockneten Pulverstoff nehmen · Feuchtgut · angefeuchteter Ansatz, abgeschlossen · ⟦solkam:?⟧.	HOLD: qopchol hat konkrete Entnahmevalenz und ein direktes Pulverobjekt.
f86v3	f86v3.19	C	B	2	10	1	0	2	0.800000	0	2	1|4	dchey|qokam	ACTION_SEQUENCE	NONE	olkechy|aiindy	dchey otain olkechy qokam chol kchdy chol tchdy dar aiindy	eine Dosis bis zur Mittelstufe trocknen und abschließen | kalt im Zubereitungsrahmen, Grad II | [olkechy:?] | nimm ein Maß und erhitze es | trocken; nominal trockenes Gut/Material | heiß und trocken am Anfang des Grades, abgeschlossen | trocken; nominal trockenes Gut/Material | kalt und trocken am Anfang des Grades, abgeschlossen | abgemessene Fraktion I | [aiindy:?]	Eine Dosis bis Mittelstufe trocknen und abschließen · kalt, Grad II, im Zubereitungsrahmen · ⟦olkechy:?⟧ · ein Maß nehmen und erhitzen · Trockengut · heiß-trocken, Anfangsstufe, abgeschlossen · Trockengut · kalt-trocken, Anfangsstufe, abgeschlossen · abgemessene Fraktion I · ⟦aiindy:?⟧.	HOLD: initiales dchey ist mit der späteren Maßentnahme eine kohärente Arbeitsfolge.
f86v5	f86v5.2	T	B	2	12	1	1	0	1.000000	1	2	7|10	qopchol|ytol	ACTION_SEQUENCE	losair	NONE	losair yteody qokar shy qokar shor qopchol tal ol ytol otam otam	zweite Fraktion des Drogenholzpostens | Eintrag/Bezug: kalte Zubereitung, abgeschlossen | heiße Drogenfraktion I | feucht am Anfang des Grades | heiße Drogenfraktion I | Blüten-/Fruchtstand; reproduktiver Teil | nimm getrockneten Pulverstoff | Rohstoffklasse I, kalt am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kühle hiervon den Drogenstoff ab | ein Maß kalten Ansatzes | ein Maß kalten Ansatzes	Zweite Fraktion des Drogenholzpostens · kalte Zubereitung, abgeschlossen · heiße Drogenfraktion I · feucht, Anfangsstufe · heiße Drogenfraktion I · Blüten-/Fruchtstand · getrockneten Pulverstoff nehmen · Rohstoffklasse I, kalt, Anfangsstufe · Ansatz/Gut · hiervon den Drogenstoff abkühlen · ein Maß kalten Ansatzes · ein Maß kalten Ansatzes.	GDT677 closes losair; RF1b trennt los air und wählt zwei bereits gelernte Ganzwörter; lo+sair bleibt als sichtbarer Samenabsud-Rivale erhalten.
f86v5	f86v5.24	T	B	2	9	1	1	0	1.000000	1	1	3	ykain	MIXED_RECORD	kchody	NONE	oar aiin ykain okal kchody chckhy otaiin olkar otaiin	Drogenfraktion I im Ansatz | Menge III | erhitze hiervon auf Stufe II | Rohstoffklasse I im Ansatz, heiß am Gradanfang | fertiggestellter heiß-trockener Ansatz | Arzneikompositum: trocken, Gradanfang | kalt im Zubereitungsrahmen, Grad III | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | kalt im Zubereitungsrahmen, Grad III	Drogenfraktion I im Ansatz · Menge III · hiervon auf Stufe II erhitzen · Rohstoffklasse I im heißen Anfangsansatz · fertiggestellter heiß-trockener Ansatz · trockenes Arzneikompositum, Anfangsstufe · kalt, Grad III, im Zubereitungsrahmen · erste erhitzte Drogenfraktion im Ansatz · kalt, Grad III, im Zubereitungsrahmen.	GDT677 closes kchody; Nominales Zustandsregister; Ergebnislesung ist lokaler als ein neuer Imperativ.
f86v5	f86v5.4	T	B	2	11	1	0	5	0.545455	0	0	NONE	NONE	QUANTITY_LABEL	NONE	ypchesy|sheeey|sail|chepy|ltedy	ypchesy oky sheeey qoty qotaiin sail chepy ltedy dar olkar am	[ypchesy:?] | heißer Ansatz am Anfang des Grades | [sheeey:?] | kalt am Anfang des Grades | kalt, Grad III | [sail:?] | [chepy:?] | [ltedy:?] | abgemessene Fraktion I | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | Maßeinheit I	⟦ypchesy:?⟧ · heißer Ansatz, Anfangsstufe · ⟦sheeey:?⟧ · kalt, Anfangsstufe · kalt, Grad III · ⟦sail:?⟧ · ⟦chepy:?⟧ · ⟦ltedy:?⟧ · abgemessene Fraktion I · erste erhitzte Drogenfraktion im Ansatz · Maßeinheit I.	HOLD: dar olkar am bildet am ehesten ein Fraktions-/Mengenetikett, keine Handlung.
f86v6	f86v6.25	T	B	2	10	1	0	4	0.600000	0	2	1|5	yteedy|ykaiin	ACTION_SEQUENCE	NONE	qodar|okeeeey|ofchedy|araram	yteedy qokar olkar qodar ykaiin or okeeeey ofchedy qokaiin araram	kühle hiervon vollständig ab und schließe | heiße Drogenfraktion I | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | [qodar:?] | erhitze hiervon auf Stufe III | Drogenportion | [okeeeey:?] | [ofchedy:?] | heiß, Grad III | [araram:?]	Hiervon vollständig abkühlen und abschließen · heiße Drogenfraktion I · erste erhitzte Drogenfraktion im Ansatz · ⟦qodar:?⟧ · hiervon auf Stufe III erhitzen · Drogenportion · ⟦okeeeey:?⟧ · ⟦ofchedy:?⟧ · heiß, Grad III · ⟦araram:?⟧.	HOLD: olkar ist plausibles Material zwischen Abkühlen und erneutem Erhitzen.
f86v6	f86v6.31	T	B	2	11	1	0	4	0.636364	0	0	NONE	NONE	NOMINAL_REGISTER	NONE	chepy|olkchey|otytam|orom	dair chepy qokaiin olkar olkchdy okar al dar olkchey otytam orom	abgemessene Fraktion II | [chepy:?] | heiß, Grad III | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | heiß-trocken aufbereitetes Drogenmaterial | heiße Drogenfraktion I im Ansatz | Rohstoffklasse I | abgemessene Fraktion I | [olkchey:?] | [otytam:?] | [orom:?]	Abgemessene Fraktion II · ⟦chepy:?⟧ · heiß, Grad III · erste erhitzte Drogenfraktion im Ansatz · heiß-trocken aufbereitetes Drogenmaterial · heiße Drogenfraktion I im Ansatz · Rohstoffklasse I · abgemessene Fraktion I · ⟦olkchey:?⟧ · ⟦otytam:?⟧ · ⟦orom:?⟧.	HOLD: olkar ist Bestandteil eines Fraktionsregisters ohne Imperativanker.
f86v6	f86v6.4	T	B	2	13	1	0	2	0.846154	0	0	NONE	NONE	QUANTITY_LABEL	NONE	oteor|karchees	dshor shdy shor ol aiin olkeedy shdal oteor chdar l karchees olkar dalam	abgemessene Blüten-/Fruchtdroge | feucht am Anfang des Grades, abgeschlossen | Blüten-/Fruchtstand; reproduktiver Teil | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge III | Holzdrogenansatz vollständig erhitzt und abgeschlossen | feuchte abgemessene Rohstoffmenge I am Gradanfang | [oteor:?] | abgemessene Trockenfraktion I, Anfangsstufe | Holzdroge in der gebundenen Anschlussform | [karchees:?] | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | ein Maß Rohdroge I	Abgemessene Blüten-/Fruchtdroge · feucht, Anfangsstufe, abgeschlossen · Blüten-/Fruchtstand · Ansatz/Gut · Menge III · Holzdrogenansatz vollständig erhitzt und abgeschlossen · feuchte abgemessene Rohstoffmenge I, Anfangsstufe · ⟦oteor:?⟧ · abgemessene Trockenfraktion I, Anfangsstufe · Holzdroge, gebundene Anschlussform · ⟦karchees:?⟧ · erste erhitzte Drogenfraktion im Ansatz · ein Maß Rohdroge I.	HOLD: olkar dalam schließt plausibel als „erhitzte Fraktion; ein Maß Rohdroge I“.
f86v6	f86v6.5	T	B	2	12	1	1	0	1.000000	1	0	NONE	NONE	NOMINAL_REGISTER	taiky	NONE	tar lol chol olkar daiin chear or otshey qokar opchey taiky qotar	kalte Drogenfraktion I | Holzstoff | trocken; nominal trockenes Gut/Material | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | Grad-/Maßwert III | trockene Fraktion I | Drogenportion | kalt-feuchter Ansatz in der Mitte des Grades | heiße Drogenfraktion I | Trockenpulver-Ansatz, Form I | kalt angesetzte Charge, leicht angewärmt | kalte Drogenfraktion I	Kalte Drogenfraktion I · Holzstoff · Trockengut · erste erhitzte Drogenfraktion im Ansatz · Grad/Maß III · trockene Fraktion I · Drogenportion · kalt-feuchter Ansatz, Mittelstufe · heiße Drogenfraktion I · Trockenpulver-Ansatz, Form I · kalt angesetzte Charge, leicht angewärmt · kalte Drogenfraktion I.	GDT677 closes taiky; Zwischen Trockenpulver-Ansatz Form I und kalter Fraktion I; praktisch brauchbar, aber niedrigste Sicherheit.
f88r	f88r.19	P	A	1	8	1	0	4	0.500000	0	1	1	dchey	MIXED_RECORD	NONE	chokol|qoekol|qoekol|qockhol	dchey chokol daiin qoekol qoekol qockhol okol cheol	eine Dosis bis zur Mittelstufe trocknen und abschließen | [chokol:?] | Qualitätsgrad III | [qoekol:?] | [qoekol:?] | [qockhol:?] | heißer Ansatzstoff | trockener Drogenstoff	Eine Dosis bis Mittelstufe trocknen und abschließen · ⟦chokol:?⟧ · Qualitätsgrad III · ⟦qoekol:?⟧ · ⟦qoekol:?⟧ · ⟦qockhol:?⟧ · heißer Ansatzstoff · trockener Drogenstoff.	HOLD: initiales dchey kann Anweisung sein; die doppelte unbekannte Form bleibt sichtbar.
f8r	f8r.15	H	A	1	10	1	0	3	0.700000	0	1	1	dchey	MIXED_RECORD	NONE	ckhol|kc|daiiiry	dchey ckhol chol chey kc chy daiin dol daiiiry ckhy	eine Dosis bis zur Mittelstufe trocknen und abschließen | [ckhol:?] | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades | [kc:?] | trocken am Anfang des Grades | Grad-/Maßwert III | Materialmaß | [daiiiry:?] | Arzneikompositum am Gradanfang	Eine Dosis bis Mittelstufe trocknen und abschließen · ⟦ckhol:?⟧ · Trockengut · trocken, Mittelstufe · ⟦kc:?⟧ · trocken, Anfangsstufe · Grad/Maß III · Materialmaß · ⟦daiiiry:?⟧ · Arzneikompositum, Anfangsstufe.	HOLD: dchey ist Initialhandlung mit nachfolgender Trockenstufen- und Maßspezifikation.
f95v1	f95v1.7	H	B	3	11	1	0	2	0.818182	0	0	NONE	NONE	NOMINAL_REGISTER	NONE	dolkain|otardy	dshey kain qokar olkar chy tar otar chdy kchdy dolkain otardy	eine Dosis bis zur Mittelstufe angefeuchtete Droge | heiß, Grad II | heiße Drogenfraktion I | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | trocken am Anfang des Grades | kalte Drogenfraktion I | kalte Drogenfraktion I im Ansatz | trocken am Anfang des Grades, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | [dolkain:?] | [otardy:?]	Eine Dosis bis Mittelstufe angefeuchtete Droge · heiß, Grad II · heiße Drogenfraktion I · erste erhitzte Drogenfraktion im Ansatz (nur ZL3b; IT2a/RF1b: oltar) · trocken, Anfangsstufe · kalte Drogenfraktion I · kalte Drogenfraktion I im Ansatz · trocken, Anfangsstufe, abgeschlossen · heiß-trocken, Anfangsstufe, abgeschlossen · ⟦dolkain:?⟧ · ⟦otardy:?⟧.	QUARANTÄNE: ZL3b-olkar passt nominal in das heiß/kalt/trocken-Register, aber beide Alternativleser haben oltar; die Prosa markiert den Rivalen deshalb direkt.
