unified_order	unified_id	domain	unit_id	page	locus	visible_surface	formal_parse	atomic_default_de	context_expansion_de	interpretation_status	owner_or_namespace
168	P:E168	PROSE	B2	f82r	f82r.2	qolchedy	OL+CHD+DY	weiterführen; Schluss	weiterführen; Schluss	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
169	P:E169	PROSE	B2	f82r	f82r.2	qokain	OK+AIN	eine Portion zugeben	eine Portion zugeben	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
170	P:E170	PROSE	B2	f82r	f82r.2	dy	Y	dies	dies	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
171	P:E171	PROSE	B2	f82r	f82r.2	qokeedy	OK+EE+DY	länger ansetzen; Schluss	länger ansetzen; Schluss	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
172	P:E172	PROSE	B2	f82r	f82r.2	qokal	OK+AL	an die Stelle setzen	an die Stelle setzen	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
173	P:E173	PROSE	B2	f82r	f82r.2	lcheckhy	L+CKH+Y	dies zum Durchlass führen	dies zum Durchlass führen	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
174	P:E174	PROSE	B2	f82r	f82r.2	lched	L+CHD	hinausführen	hinausführen	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
175	P:E175	PROSE	B2	f82r	f82r.3	qokeey	OK+EE+Y	länger ansetzen	länger ansetzen	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
176	P:E176	PROSE	B2	f82r	f82r.3	lcheckhedy	L+CKHE+DY	hinaus seihen; Schluss	hinaus seihen; Schluss	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
177	P:E177	PROSE	B2	f82r	f82r.3	qokaly	OK+AL+Y	dies an die Stelle setzen	dies an die Stelle setzen	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
178	P:E178	PROSE	B2	f82r	f82r.3	solkaiin	SOLK+AIIN	Auffangmass	Auffangmass	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
179	P:E179	PROSE	B2	f82r	f82r.3	chckhy	CKH+Y	durchführen	durchführen	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
180	P:E180	PROSE	B2	f82r	f82r.3	qokaiin	OK+AIIN	bemessen	bemessen	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
181	P:E181	PROSE	B2	f82r	f82r.4	qokaiin	OK+AIIN	bemessen	bemessen	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
182	P:E182	PROSE	B2	f82r	f82r.4	octheol	O+CTH+E+OL	kurz bereit fortsetzen	kurz bereit fortsetzen	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
183	P:E183	PROSE	B2	f82r	f82r.4	chkeey	CHK+EE+Y	dies länger wärmen	dies länger wärmen	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
184	P:E184	PROSE	B2	f82r	f82r.4	ldy	L+DY	abführen; Schluss	abführen; Schluss	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
185	P:E185	PROSE	B2	f82r	f82r.4	oteey	OT+EE+Y	nächsten Posten länger halten	nächsten Posten länger halten	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
186	P:E186	PROSE	B2	f82r	f82r.4	qokal	OK+AL	an die Stelle setzen	an die Stelle setzen	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
187	P:E187	PROSE	B2	f82r	f82r.4	sheckhy	SH+E+CKH+Y	dies kurz im Durchlass halten	dies kurz im Durchlass halten	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
188	P:E188	PROSE	B2	f82r	f82r.4	qoky	OK+Y	verwende dies	verwende dies	EXACT_PROSE_CARD	B2_ZONE_A_UPPER_STATIONS
189	P:E189	PROSE	B2	f82r	f82r.7	dshedy	SH+E+DY	kurz halten; Schluss	kurz halten; Schluss	EXACT_PROSE_CARD	B2_ZONE_B_SIDE_POOL
190	P:E190	PROSE	B2	f82r	f82r.7	sotaiin	OT+AIIN	nächstes Maß	nächstes Maß	EXACT_PROSE_CARD	B2_ZONE_B_SIDE_POOL
191	P:E191	PROSE	B2	f82r	f82r.7	qokar	OK+AR	von dort einsetzen	von dort einsetzen	EXACT_PROSE_CARD	B2_ZONE_B_SIDE_POOL
192	P:E192	PROSE	B2	f82r	f82r.7	shedy	SHED+DY	absetzen; Schluss	absetzen; Schluss	EXACT_PROSE_CARD	B2_ZONE_B_SIDE_POOL
193	P:E193	PROSE	B2	f82r	f82r.7	solshedy	OL+SH+E+DY	mit dem Vorigen kurz absetzen; Schluss	mit dem Vorigen kurz absetzen; Schluss	EXACT_PROSE_CARD	B2_ZONE_B_SIDE_POOL
194	P:E194	PROSE	B2	f82r	f82r.7	qokeey	OK+EE+Y	länger ansetzen	länger ansetzen	EXACT_PROSE_CARD	B2_ZONE_B_SIDE_POOL
195	P:E195	PROSE	B2	f82r	f82r.7	qoky	OK+Y	verwende dies	verwende dies	EXACT_PROSE_CARD	B2_ZONE_B_SIDE_POOL
196	P:E196	PROSE	B2	f82r	f82r.7	ls	LS	abfuehren	abfuehren	EXACT_PROSE_CARD	B2_ZONE_B_SIDE_POOL
197	P:E197	PROSE	B2	f82r	f82r.7	cheey	WHOLE[cheey|shey]	Ergebnis	Klarauszug	EXACT_PROSE_CARD	B2_ZONE_B_SIDE_POOL
198	P:E198	PROSE	B2	f82r	f82r.19	okain	OK+AIN	eine Portion zugeben	eine Portion zugeben	EXACT_PROSE_CARD	B2_ZONE_C_CENTRAL_VESSEL
199	P:E199	PROSE	B2	f82r	f82r.19	char	AR	von dort	von dort	EXACT_PROSE_CARD	B2_ZONE_C_CENTRAL_VESSEL
200	P:E200	PROSE	B2	f82r	f82r.19	okain	OK+AIN	eine Portion zugeben	eine Portion zugeben	EXACT_PROSE_CARD	B2_ZONE_C_CENTRAL_VESSEL
201	P:E201	PROSE	B2	f82r	f82r.19	qokeedy	OK+EE+DY	länger ansetzen; Schluss	länger ansetzen; Schluss	EXACT_PROSE_CARD	B2_ZONE_C_CENTRAL_VESSEL
202	P:E202	PROSE	B2	f82r	f82r.19	lchy	L+CH+Y	dies abziehen	dies abziehen	EXACT_PROSE_CARD	B2_ZONE_C_CENTRAL_VESSEL
203	P:E203	PROSE	B2	f82r	f82r.23	cheey	WHOLE[cheey|shey]	Ergebnis	Klarauszug	EXACT_PROSE_CARD	B2_ZONE_D_LOWER_STATIONS
204	P:E204	PROSE	B2	f82r	f82r.23	qcthey	CTH+E+Y	dies kurz bereithalten	dies kurz bereithalten	EXACT_PROSE_CARD	B2_ZONE_D_LOWER_STATIONS
205	P:E205	PROSE	B2	f82r	f82r.23	qokeey	OK+EE+Y	länger ansetzen	länger ansetzen	EXACT_PROSE_CARD	B2_ZONE_D_LOWER_STATIONS
206	P:E206	PROSE	B2	f82r	f82r.23	lcheey	L+EE+Y	dies länger abziehen	dies länger abziehen	EXACT_PROSE_CARD	B2_ZONE_D_LOWER_STATIONS
207	P:E207	PROSE	B2	f82r	f82r.23	daiin	AIIN	Mass	Mass	EXACT_PROSE_CARD	B2_ZONE_D_LOWER_STATIONS
208	P:E208	PROSE	B2	f82r	f82r.23	chey	Y	dies	dies	EXACT_PROSE_CARD	B2_ZONE_D_LOWER_STATIONS
209	P:E209	PROSE	B2	f82r	f82r.23	qokeeedy	OK+EEE+DY	vollständig ansetzen; Schluss	vollständig ansetzen; Schluss	EXACT_PROSE_CARD	B2_ZONE_D_LOWER_STATIONS
210	P:E210	PROSE	B2	f82r	f82r.23	lchedy	L+CHD+DY	hinausführen; Schluss	hinausführen; Schluss	EXACT_PROSE_CARD	B2_ZONE_D_LOWER_STATIONS
211	P:E211	PROSE	B2	f82r	f82r.23	lar	L+AR	von dort abführen	von dort abführen	EXACT_PROSE_CARD	B2_ZONE_D_LOWER_STATIONS
212	P:E212	PROSE	B2	f82r	f82r.26	tshey	SH+E+Y	dies kurz halten	dies kurz halten	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
213	P:E213	PROSE	B2	f82r	f82r.26	qokeedy	OK+EE+DY	länger ansetzen; Schluss	länger ansetzen; Schluss	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
214	P:E214	PROSE	B2	f82r	f82r.26	cheal	AL	Stelle	Stelle	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
215	P:E215	PROSE	B2	f82r	f82r.26	lchedar	L+CHD+AR	von dort hinausführen	von dort hinausführen	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
216	P:E216	PROSE	B2	f82r	f82r.26	ches	WHOLE[ches]	teilen	teilen	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
217	P:E217	PROSE	B2	f82r	f82r.26	aiin	AIIN	Mass	Mass	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
218	P:E218	PROSE	B2	f82r	f82r.26	oteey	OT+EE+Y	nächsten Posten länger halten	nächsten Posten länger halten	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
219	P:E219	PROSE	B2	f82r	f82r.26	qokaiin	OK+AIIN	bemessen	bemessen	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
220	P:E220	PROSE	B2	f82r	f82r.26	okey	OK+E+Y	kurz ansetzen	kurz ansetzen	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
221	P:E221	PROSE	B2	f82r	f82r.27	pchedy	P+CHD+DY	hineinführen; Schluss	hineinführen; Schluss	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
222	P:E222	PROSE	B2	f82r	f82r.27	rsheal	R+SH+E+AL	an der Stelle kurz abkuehlen	an der Stelle kurz abkuehlen	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
223	P:E223	PROSE	B2	f82r	f82r.27	daldy	AL+DY	an der Stelle schliessen	an der Stelle schliessen	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
224	P:E224	PROSE	B2	f82r	f82r.27	qokeedy	OK+EE+DY	länger ansetzen; Schluss	länger ansetzen; Schluss	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
225	P:E225	PROSE	B2	f82r	f82r.27	rshedy	R+SHED+DY	abkuehlen und absetzen; Schluss	abkuehlen und absetzen; Schluss	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
226	P:E226	PROSE	B2	f82r	f82r.27	qoteedy	OT+EE+DY	nächsten Schritt länger halten; Schluss	nächsten Schritt länger halten; Schluss	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
227	P:E227	PROSE	B2	f82r	f82r.27	qokeedy	OK+EE+DY	länger ansetzen; Schluss	länger ansetzen; Schluss	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
228	P:E228	PROSE	B2	f82r	f82r.27	lochedy	L+O+CHD+DY	weiter hinausfuehren; Schluss	weiter hinausfuehren; Schluss	EXACT_PROSE_CARD	B2_ZONE_E_TERMINAL_CELL_ROW
229	P:E229	PROSE	B3	f83r	f83r.3	olkeedy	SOLK+EE+DY	länger auffangen; Schluss	länger auffangen; Schluss	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
230	P:E230	PROSE	B3	f83r	f83r.3	qotal	OT+AL	Folgestelle	Folgestelle	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
231	P:E231	PROSE	B3	f83r	f83r.3	chkeedy	CHK+EE+DY	länger wärmen; Schluss	länger wärmen; Schluss	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
232	P:E232	PROSE	B3	f83r	f83r.3	chey	Y	dies	dies	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
233	P:E233	PROSE	B3	f83r	f83r.3	daiin	AIIN	Mass	Mass	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
234	P:E234	PROSE	B3	f83r	f83r.3	chey	Y	dies	dies	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
235	P:E235	PROSE	B3	f83r	f83r.3	lchedy	L+CHD+DY	hinausführen; Schluss	hinausführen; Schluss	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
236	P:E236	PROSE	B3	f83r	f83r.3	qokaiin	OK+AIIN	bemessen	bemessen	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
237	P:E237	PROSE	B3	f83r	f83r.3	qotal	OT+AL	Folgestelle	Folgestelle	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
238	P:E238	PROSE	B3	f83r	f83r.3	dar	AR	von dort	von dort	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
239	P:E239	PROSE	B3	f83r	f83r.6	schedy	CHD+DY	umsetzen; Schluss	umsetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
240	P:E240	PROSE	B3	f83r	f83r.6	chedchy	CHD+Y	dies umsetzen	dies umsetzen	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
241	P:E241	PROSE	B3	f83r	f83r.6	qokal	OK+AL	an die Stelle setzen	an die Stelle setzen	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
242	P:E242	PROSE	B3	f83r	f83r.6	olchedy	OL+CHD+DY	weiterführen; Schluss	weiterführen; Schluss	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
243	P:E243	PROSE	B3	f83r	f83r.6	qokaiin	OK+AIIN	bemessen	bemessen	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
244	P:E244	PROSE	B3	f83r	f83r.6	chedy	CHD+Y	dies umsetzen	dies umsetzen	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
245	P:E245	PROSE	B3	f83r	f83r.6	qokeedy	OK+EE+DY	länger ansetzen; Schluss	länger ansetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
246	P:E246	PROSE	B3	f83r	f83r.6	lchedy	L+CHD+DY	hinausführen; Schluss	hinausführen; Schluss	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
247	P:E247	PROSE	B3	f83r	f83r.6	qoky	OK+Y	verwende dies	verwende dies	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
248	P:E248	PROSE	B3	f83r	f83r.8	pchedal	P+CHD+AL	an der Stelle hineinführen	an der Stelle hineinführen	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
249	P:E249	PROSE	B3	f83r	f83r.8	otedy	OT+E+DY	kurzer Folgeschritt; Schluss	kurzer Folgeschritt; Schluss	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
250	P:E250	PROSE	B3	f83r	f83r.8	shecthedchy	SH+E+CTH+CHD+Y	dies kurz bereit umsetzen	dies kurz bereit umsetzen	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
251	P:E251	PROSE	B3	f83r	f83r.8	qoky	OK+Y	verwende dies	verwende dies	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
252	P:E252	PROSE	B3	f83r	f83r.8	chedy	CHD+Y	dies umsetzen	dies umsetzen	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
253	P:E253	PROSE	B3	f83r	f83r.8	chary	AR+Y	dies aus der Quelle nehmen	dies aus der Quelle nehmen	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
254	P:E254	PROSE	B3	f83r	f83r.11	sor	OR	Ansatz	Ansatz	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
255	P:E255	PROSE	B3	f83r	f83r.11	shedy	SHED+DY	absetzen; Schluss	absetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
256	P:E256	PROSE	B3	f83r	f83r.11	qokaiin	OK+AIIN	bemessen	bemessen	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
257	P:E257	PROSE	B3	f83r	f83r.11	chkain	K+AIN	eine Portion	eine Portion	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
258	P:E258	PROSE	B3	f83r	f83r.11	shcthey	CTH+E+Y	dies kurz bereithalten	dies kurz bereithalten	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
259	P:E259	PROSE	B3	f83r	f83r.11	qokedy	OK+E+DY	kurz ansetzen; Schluss	kurz ansetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
260	P:E260	PROSE	B3	f83r	f83r.11	okair	OK+AIR	Lauf in Gang setzen	Wasser in Gang setzen	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
261	P:E261	PROSE	B3	f83r	f83r.11	sheedy	SH+EE+DY	länger absetzen; Schluss	länger absetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
262	P:E262	PROSE	B3	f83r	f83r.11	lchedy	L+CHD+DY	hinausführen; Schluss	hinausführen; Schluss	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
263	P:E263	PROSE	B3	f83r	f83r.11	lo	L+O	hinausfuehren	hinausfuehren	EXACT_PROSE_CARD	B3_ZONE_A_UPPER_PAIRED_STATION
264	P:E264	PROSE	B3	f83r	f83r.14	qokchedy	OK+CHD+DY	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
265	P:E265	PROSE	B3	f83r	f83r.14	qokeedy	OK+EE+DY	länger ansetzen; Schluss	länger ansetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
266	P:E266	PROSE	B3	f83r	f83r.14	shedy	SHED+DY	absetzen; Schluss	absetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
267	P:E267	PROSE	B3	f83r	f83r.14	qokshedy	OK+SH+E+DY	kurz absetzen; Schluss	kurz absetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
268	P:E268	PROSE	B3	f83r	f83r.14	dal	AL	Stelle	Stelle	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
269	P:E269	PROSE	B3	f83r	f83r.14	lchedy	L+CHD+DY	hinausführen; Schluss	hinausführen; Schluss	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
270	P:E270	PROSE	B3	f83r	f83r.14	qokaiin	OK+AIIN	bemessen	bemessen	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
271	P:E271	PROSE	B3	f83r	f83r.14	shcthy	CTH+Y	bereit	bereit	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
272	P:E272	PROSE	B3	f83r	f83r.14	dal	AL	Stelle	Stelle	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
273	P:E273	PROSE	B3	f83r	f83r.14	sy	Y	dies	dies	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
274	P:E274	PROSE	B3	f83r	f83r.15	saiin	AIIN	Mass	Mass	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
275	P:E275	PROSE	B3	f83r	f83r.15	shedal	SHED+AL	an der Stelle absetzen	an der Stelle absetzen	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
276	P:E276	PROSE	B3	f83r	f83r.15	shecthy	SH+E+CTH+Y	dies kurz bereit halten	dies kurz bereit halten	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
277	P:E277	PROSE	B3	f83r	f83r.15	chey	Y	dies	dies	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
278	P:E278	PROSE	B3	f83r	f83r.15	tal	AL	Stelle	Stelle	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
279	P:E279	PROSE	B3	f83r	f83r.15	shcthy	CTH+Y	bereit	bereit	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
280	P:E280	PROSE	B3	f83r	f83r.15	dalchdy	AL+CHD+DY	an der Stelle überführen; Schluss	an der Stelle überführen; Schluss	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
281	P:E281	PROSE	B3	f83r	f83r.15	qotchedy	OT+CHD+DY	danach umsetzen; Schluss	danach umsetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
282	P:E282	PROSE	B3	f83r	f83r.15	lchedy	L+CHD+DY	hinausführen; Schluss	hinausführen; Schluss	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
283	P:E283	PROSE	B3	f83r	f83r.16	tchedy	CHD+DY	umsetzen; Schluss	umsetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
284	P:E284	PROSE	B3	f83r	f83r.16	qokchdy	OK+CHD+DY	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
285	P:E285	PROSE	B3	f83r	f83r.16	cheedar	EE+AR	laenger aus der Quelle fuehren	laenger aus der Quelle fuehren	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
286	P:E286	PROSE	B3	f83r	f83r.16	chldaiin	L+AIIN	Abfuehrmass	Abfuehrmass	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
287	P:E287	PROSE	B3	f83r	f83r.16	chedy	CHD+Y	dies umsetzen	dies umsetzen	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
288	P:E288	PROSE	B3	f83r	f83r.16	qokain	OK+AIN	eine Portion zugeben	eine Portion zugeben	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
289	P:E289	PROSE	B3	f83r	f83r.16	checthy	CTH+Y	bereit	bereit	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
290	P:E290	PROSE	B3	f83r	f83r.16	chealror	AL+R+OR	Ansatz an der Stelle abkuehlen	Ansatz an der Stelle abkuehlen	EXACT_PROSE_CARD	B3_ZONE_B_MIDDLE_STATION
291	P:E291	PROSE	B3	f83r	f83r.20	solkeedy	SOLK+EE+DY	länger auffangen; Schluss	länger auffangen; Schluss	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
292	P:E292	PROSE	B3	f83r	f83r.20	qoteedy	OT+EE+DY	nächsten Schritt länger halten; Schluss	nächsten Schritt länger halten; Schluss	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
293	P:E293	PROSE	B3	f83r	f83r.20	qokeey	OK+EE+Y	länger ansetzen	länger ansetzen	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
294	P:E294	PROSE	B3	f83r	f83r.20	qokedy	OK+E+DY	kurz ansetzen; Schluss	kurz ansetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
295	P:E295	PROSE	B3	f83r	f83r.20	sol	OL	fortsetzen	fortsetzen	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
296	P:E296	PROSE	B3	f83r	f83r.20	cheeety	EEE+T+Y	dies vollstaendig eintragen	dies vollstaendig fuellen	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
297	P:E297	PROSE	B3	f83r	f83r.20	qokedy	OK+E+DY	kurz ansetzen; Schluss	kurz ansetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
298	P:E298	PROSE	B3	f83r	f83r.20	qoky	OK+Y	verwende dies	verwende dies	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
299	P:E299	PROSE	B3	f83r	f83r.20	saiin	AIIN	Mass	Mass	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
300	P:E300	PROSE	B3	f83r	f83r.22	schedair	CHD+AIR	Lauf weiterfuehren	Wasser weiterfuehren	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
301	P:E301	PROSE	B3	f83r	f83r.22	otchedy	OT+CHD+DY	danach umsetzen; Schluss	danach umsetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
302	P:E302	PROSE	B3	f83r	f83r.22	qokeedy	OK+EE+DY	länger ansetzen; Schluss	länger ansetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
303	P:E303	PROSE	B3	f83r	f83r.22	chedain	CHD+AIN	eine Portion überführen	eine Portion überführen	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
304	P:E304	PROSE	B3	f83r	f83r.22	chedy	CHD+Y	dies umsetzen	dies umsetzen	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
305	P:E305	PROSE	B3	f83r	f83r.22	qotedaiin	OT+E+AIIN	kurzes Folgemaß	kurzes Folgemaß	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
306	P:E306	PROSE	B3	f83r	f83r.22	otaiin	OT+AIIN	nächstes Maß	nächstes Maß	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
307	P:E307	PROSE	B3	f83r	f83r.22	otedy	OT+E+DY	kurzer Folgeschritt; Schluss	kurzer Folgeschritt; Schluss	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
308	P:E308	PROSE	B3	f83r	f83r.22	ldy	L+DY	abführen; Schluss	abführen; Schluss	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
309	P:E309	PROSE	B3	f83r	f83r.24	soiiin	O+IIN	Sollstand	Sollstand	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
310	P:E310	PROSE	B3	f83r	f83r.24	checthy	CTH+Y	bereit	bereit	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
311	P:E311	PROSE	B3	f83r	f83r.24	chety	T+Y	dies eintragen	dies fuellen	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
312	P:E312	PROSE	B3	f83r	f83r.24	otaiin	OT+AIIN	nächstes Maß	nächstes Maß	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
313	P:E313	PROSE	B3	f83r	f83r.24	olsaly	OL+AL+Y	dies an der Stelle fortsetzen	dies an der Stelle fortsetzen	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
314	P:E314	PROSE	B3	f83r	f83r.24	shedy	SHED+DY	absetzen; Schluss	absetzen; Schluss	EXACT_PROSE_CARD	B3_ZONE_C_LOWER_STATION
315	P:E315	PROSE	B4	f83r	f83r.25	qokeedy	OK+EE+DY	länger ansetzen; Schluss	länger ansetzen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
316	P:E316	PROSE	B4	f83r	f83r.25	qolchey	OL+Y	dies weiterführen	dies weiterführen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
317	P:E317	PROSE	B4	f83r	f83r.25	qokeey	OK+EE+Y	länger ansetzen	länger ansetzen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
