occurrence_id	fragment_id	clause_id	physical_page	register	action_start_position	action_end_position	action_sequence	instruction_sequence	event_span_sequence	spoken_sequence_de
P928-O0111	P928-F16	P915-C219	f82r	BIOLOGICAL	3	5	CHD>OK>OK	P917-I0885|P917-I0886|P917-I0887	P912-E1279..P912-E1282|P912-E1283..P912-E1283|P912-E1284..P912-E1285	umsetzen → ansetzen → ansetzen
P928-O0112	P928-F03	P915-C271	f83r	BIOLOGICAL	4	6	OK>SH>OK	P917-I1051|P917-I1052|P917-I1053	P912-E1510..P912-E1511|P912-E1512..P912-E1512|P912-E1513..P912-E1514	ansetzen → halten → ansetzen
P928-O0113	P928-F18	P915-C271	f83r	BIOLOGICAL	2	4	O>SH>OK	P917-I1049|P917-I1050|P917-I1051	P912-E1508..P912-E1508|P912-E1509..P912-E1509|P912-E1510..P912-E1511	ausführen → halten → ansetzen
P928-O0114	P928-F25	P915-C271	f83r	BIOLOGICAL	3	6	SH>OK>SH>OK	P917-I1050|P917-I1051|P917-I1052|P917-I1053	P912-E1509..P912-E1509|P912-E1510..P912-E1511|P912-E1512..P912-E1512|P912-E1513..P912-E1514	halten → ansetzen → halten → ansetzen
P928-O0115	P928-F16	P915-C307	f83r	BIOLOGICAL	1	3	CHD>OK>OK	P917-I1150|P917-I1151|P917-I1152	P912-E1627..P912-E1627|P912-E1628..P912-E1630|P912-E1631..P912-E1631	umsetzen → ansetzen → ansetzen
P928-O0116	P928-F21	P915-C323	f83r	BIOLOGICAL	8	10	SH>K>CHD	P917-I1187|P917-I1187|P917-I1188	P912-E1670..P912-E1670|P912-E1670..P912-E1670|P912-E1671..P912-E1671	halten → zugeben → umsetzen
P928-O0117	P928-F13	P915-C329	f83r	BIOLOGICAL	1	3	OK>SH>K	P917-I1206|P917-I1207|P917-I1208	P912-E1694..P912-E1694|P912-E1695..P912-E1695|P912-E1696..P912-E1696	ansetzen → halten → zugeben
P928-O0118	P928-F02	P915-C337	f67r2	ZODIAC	9	11	O>P>CH	P917-I1244|P917-I1244|P917-I1245	P912-E1791..P912-E1792|P912-E1791..P912-E1792|P912-E1793..P912-E1795	ausführen → einsetzen → entnehmen
P928-O0119	P928-F17	P915-C337	f67r2	ZODIAC	1	3	O>OK>O	P917-I1240|P917-I1241|P917-I1241	P912-E1785..P912-E1785|P912-E1786..P912-E1786|P912-E1786..P912-E1786	ausführen → ansetzen → ausführen
P928-O0120	P928-F02	P915-C338	f67r2	ZODIAC	1	3	O>P>CH	P917-I1250|P917-I1250|P917-I1250	P912-E1805..P912-E1805|P912-E1805..P912-E1805|P912-E1805..P912-E1805	ausführen → einsetzen → entnehmen
P928-O0121	P928-F02	P915-C343	f67r2	ZODIAC	13	15	O>P>CH	P917-I1279|P917-I1279|P917-I1279	P912-E1849..P912-E1849|P912-E1849..P912-E1849|P912-E1849..P912-E1849	ausführen → einsetzen → entnehmen
P928-O0122	P928-F05	P915-C343	f67r2	ZODIAC	21	23	O>CH>O	P917-I1281|P917-I1282|P917-I1282	P912-E1851..P912-E1851|P912-E1852..P912-E1852|P912-E1852..P912-E1852	ausführen → entnehmen → ausführen
P928-O0123	P928-F05	P915-C345	f67r2	ZODIAC	2	4	O>CH>O	P917-I1291|P917-I1292|P917-I1292	P912-E1867..P912-E1867|P912-E1868..P912-E1871|P912-E1868..P912-E1871	ausführen → entnehmen → ausführen
P928-O0124	P928-F03	P915-C346	f67r2	ZODIAC	25	27	OK>SH>OK	P917-I1309|P917-I1310|P917-I1311	P912-E1923..P912-E1923|P912-E1924..P912-E1926|P912-E1927..P912-E1927	ansetzen → halten → ansetzen
P928-O0125	P928-F04	P915-C346	f67r2	ZODIAC	7	9	T>CH>O	P917-I1300|P917-I1300|P917-I1300	P912-E1911..P912-E1912|P912-E1911..P912-E1912|P912-E1911..P912-E1912	einstellen → entnehmen → ausführen
P928-O0126	P928-F05	P915-C346	f67r2	ZODIAC	22	24	O>CH>O	P917-I1307|P917-I1307|P917-I1308	P912-E1921..P912-E1921|P912-E1921..P912-E1921|P912-E1922..P912-E1922	ausführen → entnehmen → ausführen
P928-O0127	P928-F05	P915-C346	f67r2	ZODIAC	33	35	O>CH>O	P917-I1314|P917-I1315|P917-I1315	P912-E1930..P912-E1930|P912-E1931..P912-E1931|P912-E1931..P912-E1931	ausführen → entnehmen → ausführen
P928-O0128	P928-F06	P915-C346	f67r2	ZODIAC	18	20	CH>K>CH	P917-I1305|P917-I1306|P917-I1306	P912-E1919..P912-E1919|P912-E1920..P912-E1920|P912-E1920..P912-E1920	entnehmen → zugeben → entnehmen
P928-O0129	P928-F15	P915-C346	f67r2	ZODIAC	23	25	CH>O>OK	P917-I1307|P917-I1308|P917-I1309	P912-E1921..P912-E1921|P912-E1922..P912-E1922|P912-E1923..P912-E1923	entnehmen → ausführen → ansetzen
P928-O0130	P928-F17	P915-C346	f67r2	ZODIAC	38	40	O>OK>O	P917-I1316|P917-I1317|P917-I1317	P912-E1932..P912-E1933|P912-E1934..P912-E1934|P912-E1934..P912-E1934	ausführen → ansetzen → ausführen
P928-O0131	P928-F02	P915-C347	f68r1	ZODIAC	9	11	O>P>CH	P917-I1325|P917-I1325|P917-I1325	P912-E1944..P912-E1944|P912-E1944..P912-E1944|P912-E1944..P912-E1944	ausführen → einsetzen → entnehmen
P928-O0132	P928-F09	P915-C347	f68r1	ZODIAC	11	13	CH>CH>O	P917-I1325|P917-I1326|P917-I1326	P912-E1944..P912-E1944|P912-E1945..P912-E1946|P912-E1945..P912-E1946	entnehmen → entnehmen → ausführen
P928-O0133	P928-F10	P915-C347	f68r1	ZODIAC	4	6	CH>T>CH	P917-I1321|P917-I1321|P917-I1322	P912-E1940..P912-E1940|P912-E1940..P912-E1940|P912-E1941..P912-E1941	entnehmen → einstellen → entnehmen
P928-O0134	P928-F14	P915-C347	f68r1	ZODIAC	12	14	CH>O>CTH	P917-I1326|P917-I1326|P917-I1326	P912-E1945..P912-E1946|P912-E1945..P912-E1946|P912-E1945..P912-E1946	entnehmen → ausführen → bereitstellen
P928-O0135	P928-F19	P915-C347	f68r1	ZODIAC	15	17	OK>CH>O	P917-I1327|P917-I1327|P917-I1327	P912-E1947..P912-E1947|P912-E1947..P912-E1947|P912-E1947..P912-E1947	ansetzen → entnehmen → ausführen
P928-O0136	P928-F07	P915-C349	f68r1	ZODIAC	10	12	CH>OK>OK	P917-I1339|P917-I1340|P917-I1341	P912-E1959..P912-E1959|P912-E1960..P912-E1960|P912-E1961..P912-E1961	entnehmen → ansetzen → ansetzen
P928-O0137	P928-F09	P915-C349	f68r1	ZODIAC	4	6	CH>CH>O	P917-I1335|P917-I1336|P917-I1336	P912-E1955..P912-E1955|P912-E1956..P912-E1956|P912-E1956..P912-E1956	entnehmen → entnehmen → ausführen
P928-O0138	P928-F22	P915-C349	f68r1	ZODIAC	5	7	CH>O>K	P917-I1336|P917-I1336|P917-I1337	P912-E1956..P912-E1956|P912-E1956..P912-E1956|P912-E1957..P912-E1957	entnehmen → ausführen → zugeben
P928-O0139	P928-F26	P915-C349	f68r1	ZODIAC	4	7	CH>CH>O>K	P917-I1335|P917-I1336|P917-I1336|P917-I1337	P912-E1955..P912-E1955|P912-E1956..P912-E1956|P912-E1956..P912-E1956|P912-E1957..P912-E1957	entnehmen → entnehmen → ausführen → zugeben
P928-O0140	P928-F17	P915-C350	f88r	PHARMA	23	25	O>OK>O	P917-I1366|P917-I1367|P917-I1367	P912-E2389..P912-E2390|P912-E2391..P912-E2392|P912-E2391..P912-E2392	ausführen → ansetzen → ausführen
P928-O0141	P928-F03	P915-C352	f88r	PHARMA	10	12	OK>SH>OK	P917-I1391|P917-I1392|P917-I1393	P912-E2434..P912-E2434|P912-E2435..P912-E2436|P912-E2437..P912-E2437	ansetzen → halten → ansetzen
P928-O0142	P928-F09	P915-C352	f88r	PHARMA	15	17	CH>CH>O	P917-I1396|P917-I1397|P917-I1397	P912-E2441..P912-E2442|P912-E2443..P912-E2445|P912-E2443..P912-E2445	entnehmen → entnehmen → ausführen
P928-O0143	P928-F18	P915-C353	f88r	PHARMA	2	4	O>SH>OK	P917-I1407|P917-I1408|P917-I1408	P912-E2464..P912-E2464|P912-E2465..P912-E2465|P912-E2465..P912-E2465	ausführen → halten → ansetzen
P928-O0144	P928-F01	P915-C354	f88r	PHARMA	1	3	OK>OK>OK	P917-I1414|P917-I1415|P917-I1416	P912-E2471..P912-E2471|P912-E2472..P912-E2473|P912-E2474..P912-E2474	ansetzen → ansetzen → ansetzen
P928-O0145	P928-F04	P915-C354	f88r	PHARMA	21	23	T>CH>O	P917-I1431|P917-I1431|P917-I1432	P912-E2504..P912-E2504|P912-E2504..P912-E2504|P912-E2505..P912-E2505	einstellen → entnehmen → ausführen
P928-O0146	P928-F05	P915-C354	f88r	PHARMA	23	25	O>CH>O	P917-I1432|P917-I1433|P917-I1434	P912-E2505..P912-E2505|P912-E2506..P912-E2507|P912-E2508..P912-E2510	ausführen → entnehmen → ausführen
P928-O0147	P928-F10	P915-C354	f88r	PHARMA	20	22	CH>T>CH	P917-I1431|P917-I1431|P917-I1431	P912-E2504..P912-E2504|P912-E2504..P912-E2504|P912-E2504..P912-E2504	entnehmen → einstellen → entnehmen
P928-O0148	P928-F13	P915-C354	f88r	PHARMA	3	5	OK>SH>K	P917-I1416|P917-I1417|P917-I1418	P912-E2474..P912-E2474|P912-E2475..P912-E2476|P912-E2477..P912-E2480	ansetzen → halten → zugeben
P928-O0149	P928-F15	P915-C354	f88r	PHARMA	11	13	CH>O>OK	P917-I1424|P917-I1424|P917-I1425	P912-E2493..P912-E2494|P912-E2493..P912-E2494|P912-E2495..P912-E2495	entnehmen → ausführen → ansetzen
P928-O0150	P928-F19	P915-C354	f88r	PHARMA	10	12	OK>CH>O	P917-I1423|P917-I1424|P917-I1424	P912-E2491..P912-E2492|P912-E2493..P912-E2494|P912-E2493..P912-E2494	ansetzen → entnehmen → ausführen
P928-O0151	P928-F20	P915-C354	f88r	PHARMA	13	15	OK>K>CH	P917-I1425|P917-I1426|P917-I1426	P912-E2495..P912-E2495|P912-E2496..P912-E2496|P912-E2496..P912-E2496	ansetzen → zugeben → entnehmen
P928-O0152	P928-F22	P915-C354	f88r	PHARMA	24	26	CH>O>K	P917-I1433|P917-I1434|P917-I1434	P912-E2506..P912-E2507|P912-E2508..P912-E2510|P912-E2508..P912-E2510	entnehmen → ausführen → zugeben
P928-O0153	P928-F23	P915-C354	f88r	PHARMA	9	11	K>OK>CH	P917-I1422|P917-I1423|P917-I1424	P912-E2490..P912-E2490|P912-E2491..P912-E2492|P912-E2493..P912-E2494	zugeben → ansetzen → entnehmen
P928-O0154	P928-F27	P915-C354	f88r	PHARMA	20	23	CH>T>CH>O	P917-I1431|P917-I1431|P917-I1431|P917-I1432	P912-E2504..P912-E2504|P912-E2504..P912-E2504|P912-E2504..P912-E2504|P912-E2505..P912-E2505	entnehmen → einstellen → entnehmen → ausführen
