written_order_id	job_id	case_id	step	surface	decoded_card_no	decoded_component_parse	decoded_command_de	exact_backward_read
C3-HOLD-LONG-L01	C3-HOLD-LONG	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C3-HOLD-LONG-L02	C3-HOLD-LONG	C3	1	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L02	C3-HOLD-LONG	C3	2	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-HOLD-LONG-L02	C3-HOLD-LONG	C3	3	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L02	C3-HOLD-LONG	C3	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-HOLD-LONG-L02	C3-HOLD-LONG	C3	5	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L02	C3-HOLD-LONG	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C3-HOLD-LONG-L03	C3-HOLD-LONG	C3	1	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L03	C3-HOLD-LONG	C3	2	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-HOLD-LONG-L03	C3-HOLD-LONG	C3	3	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-HOLD-LONG-L03	C3-HOLD-LONG	C3	4	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L03	C3-HOLD-LONG	C3	5	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L03	C3-HOLD-LONG	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C3-HOLD-LONG-L04	C3-HOLD-LONG	C3	1	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-HOLD-LONG-L04	C3-HOLD-LONG	C3	2	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L04	C3-HOLD-LONG	C3	3	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L04	C3-HOLD-LONG	C3	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-HOLD-LONG-L04	C3-HOLD-LONG	C3	5	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L04	C3-HOLD-LONG	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C3-HOLD-LONG-L05	C3-HOLD-LONG	C3	1	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-HOLD-LONG-L05	C3-HOLD-LONG	C3	2	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L05	C3-HOLD-LONG	C3	3	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-HOLD-LONG-L05	C3-HOLD-LONG	C3	4	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L05	C3-HOLD-LONG	C3	5	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L05	C3-HOLD-LONG	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C3-HOLD-LONG-L06	C3-HOLD-LONG	C3	1	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-HOLD-LONG-L06	C3-HOLD-LONG	C3	2	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-HOLD-LONG-L06	C3-HOLD-LONG	C3	3	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L06	C3-HOLD-LONG	C3	4	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L06	C3-HOLD-LONG	C3	5	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L06	C3-HOLD-LONG	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C3-HOLD-SHORT-L01	C3-HOLD-SHORT	C3	1	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L01	C3-HOLD-SHORT	C3	2	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L01	C3-HOLD-SHORT	C3	3	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-HOLD-SHORT-L01	C3-HOLD-SHORT	C3	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-HOLD-SHORT-L01	C3-HOLD-SHORT	C3	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L01	C3-HOLD-SHORT	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C3-HOLD-SHORT-L02	C3-HOLD-SHORT	C3	1	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L02	C3-HOLD-SHORT	C3	2	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-HOLD-SHORT-L02	C3-HOLD-SHORT	C3	3	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L02	C3-HOLD-SHORT	C3	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-HOLD-SHORT-L02	C3-HOLD-SHORT	C3	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L02	C3-HOLD-SHORT	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C3-HOLD-SHORT-L03	C3-HOLD-SHORT	C3	1	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L03	C3-HOLD-SHORT	C3	2	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-HOLD-SHORT-L03	C3-HOLD-SHORT	C3	3	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-HOLD-SHORT-L03	C3-HOLD-SHORT	C3	4	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L03	C3-HOLD-SHORT	C3	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L03	C3-HOLD-SHORT	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C3-HOLD-SHORT-L04	C3-HOLD-SHORT	C3	1	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-HOLD-SHORT-L04	C3-HOLD-SHORT	C3	2	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L04	C3-HOLD-SHORT	C3	3	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L04	C3-HOLD-SHORT	C3	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-HOLD-SHORT-L04	C3-HOLD-SHORT	C3	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L04	C3-HOLD-SHORT	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C3-HOLD-SHORT-L05	C3-HOLD-SHORT	C3	1	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-HOLD-SHORT-L05	C3-HOLD-SHORT	C3	2	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L05	C3-HOLD-SHORT	C3	3	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-HOLD-SHORT-L05	C3-HOLD-SHORT	C3	4	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L05	C3-HOLD-SHORT	C3	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L05	C3-HOLD-SHORT	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C3-HOLD-SHORT-L06	C3-HOLD-SHORT	C3	1	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-HOLD-SHORT-L06	C3-HOLD-SHORT	C3	2	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-HOLD-SHORT-L06	C3-HOLD-SHORT	C3	3	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L06	C3-HOLD-SHORT	C3	4	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L06	C3-HOLD-SHORT	C3	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C3-HOLD-SHORT-L06	C3-HOLD-SHORT	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C4-STANDARD-MEASURE-L01	C4-STANDARD-MEASURE	C4	1	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C4-STANDARD-MEASURE-L01	C4-STANDARD-MEASURE	C4	2	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	YES
C4-STANDARD-MEASURE-L01	C4-STANDARD-MEASURE	C4	3	ykan	PROC040	Y+K+AN	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION	YES
C4-STANDARD-MEASURE-L01	C4-STANDARD-MEASURE	C4	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C4-STANDARD-MEASURE-L01	C4-STANDARD-MEASURE	C4	5	qokylddy	PROC155	OK+Y+LD+DY	ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS	YES
C4-STANDARD-MEASURE-L01	C4-STANDARD-MEASURE	C4	6	talam	PROC043	TALAM	VERWAHREN	YES
C4-DOUBLE-PORTION-L01	C4-DOUBLE-PORTION	C4	1	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	YES
C4-DOUBLE-PORTION-L01	C4-DOUBLE-PORTION	C4	2	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	YES
C4-DOUBLE-PORTION-L01	C4-DOUBLE-PORTION	C4	3	ykan	PROC040	Y+K+AN	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION	YES
C4-DOUBLE-PORTION-L01	C4-DOUBLE-PORTION	C4	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C4-DOUBLE-PORTION-L01	C4-DOUBLE-PORTION	C4	5	qokylddy	PROC155	OK+Y+LD+DY	ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS	YES
C4-DOUBLE-PORTION-L01	C4-DOUBLE-PORTION	C4	6	talam	PROC043	TALAM	VERWAHREN	YES
C5-STANDARD-MEASURE-L01	C5-STANDARD-MEASURE	C5	1	cho	PROC052	HO	ZUTAT	YES
C5-STANDARD-MEASURE-L01	C5-STANDARD-MEASURE	C5	2	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C5-STANDARD-MEASURE-L01	C5-STANDARD-MEASURE	C5	3	kchoar	PROC063	K+HO+AR	ZUDOSIEREN · ZUTAT · VORRAT	YES
C5-STANDARD-MEASURE-L01	C5-STANDARD-MEASURE	C5	4	chodaly	PROC053	HO+AL+Y	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	YES
C5-STANDARD-MEASURE-L01	C5-STANDARD-MEASURE	C5	5	daiiin	PROC169	DA+IIN	ZWEITMARKER · ARBEITSSTUFE	YES
C5-STANDARD-MEASURE-L01	C5-STANDARD-MEASURE	C5	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C5-STANDARD-MEASURE-L02	C5-STANDARD-MEASURE	C5	1	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C5-STANDARD-MEASURE-L02	C5-STANDARD-MEASURE	C5	2	cho	PROC052	HO	ZUTAT	YES
C5-STANDARD-MEASURE-L02	C5-STANDARD-MEASURE	C5	3	kchoar	PROC063	K+HO+AR	ZUDOSIEREN · ZUTAT · VORRAT	YES
C5-STANDARD-MEASURE-L02	C5-STANDARD-MEASURE	C5	4	chodaly	PROC053	HO+AL+Y	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	YES
C5-STANDARD-MEASURE-L02	C5-STANDARD-MEASURE	C5	5	daiiin	PROC169	DA+IIN	ZWEITMARKER · ARBEITSSTUFE	YES
C5-STANDARD-MEASURE-L02	C5-STANDARD-MEASURE	C5	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C5-PORTION-L01	C5-PORTION	C5	1	cho	PROC052	HO	ZUTAT	YES
C5-PORTION-L01	C5-PORTION	C5	2	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	YES
C5-PORTION-L01	C5-PORTION	C5	3	kchoar	PROC063	K+HO+AR	ZUDOSIEREN · ZUTAT · VORRAT	YES
C5-PORTION-L01	C5-PORTION	C5	4	chodaly	PROC053	HO+AL+Y	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	YES
C5-PORTION-L01	C5-PORTION	C5	5	daiiin	PROC169	DA+IIN	ZWEITMARKER · ARBEITSSTUFE	YES
C5-PORTION-L01	C5-PORTION	C5	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C5-PORTION-L02	C5-PORTION	C5	1	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	YES
C5-PORTION-L02	C5-PORTION	C5	2	cho	PROC052	HO	ZUTAT	YES
C5-PORTION-L02	C5-PORTION	C5	3	kchoar	PROC063	K+HO+AR	ZUDOSIEREN · ZUTAT · VORRAT	YES
C5-PORTION-L02	C5-PORTION	C5	4	chodaly	PROC053	HO+AL+Y	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	YES
C5-PORTION-L02	C5-PORTION	C5	5	daiiin	PROC169	DA+IIN	ZWEITMARKER · ARBEITSSTUFE	YES
C5-PORTION-L02	C5-PORTION	C5	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
