unit_id	page	owner	group_count	surface_sequence	minimal_card_sequence_de	clause_shape_sequence	owner_augmented_minimal_reading_de	rich_master_reading_de
B2-S013	f82r	dem unteren grünen Mehrfigurenbecken	1	lchedy	abführen; Schluss	C01	Bei dem unteren grünen Mehrfigurenbecken: abführen; Schluss.	[[LOKALER BESITZER: unteres grünes Mehrfigurenfeld]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.
B2-S014	f82r	dem unteren grünen Mehrfigurenbecken	1	lar	von dort abfuehren	C01	Bei dem unteren grünen Mehrfigurenbecken: von dort abfuehren.	[[LOKALER BESITZER: unteres grünes Mehrfigurenfeld]] Schließe den unteren Ablauf.
B2-S015	f82r	den Randstationen des unteren Beckens	2	tshey qokeedy	Klarlauf zugeben; ansetzen + länger + Ende	C01>C03	Bei den Randstationen des unteren Beckens: Klarlauf zugeben; ansetzen + länger + Ende.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Beginne die Spülung. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.
B2-S016	f82r	den Randstationen des unteren Beckens	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	Ziel; von dort abführen; teilen; Sollwert; danach + länger + dies; ansetzen + Sollwert; ansetzen + kurz + dies; einführen; Schluss	C11>C01>C08>C10>C02>C06>C03>C01	Bei den Randstationen des unteren Beckens: Ziel; von dort abführen; teilen; Sollwert; danach + länger + dies; ansetzen + Sollwert; ansetzen + kurz + dies; einführen; Schluss.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Den aktiven Posten an der örtlich bezeichneten Station führen. Kühles Wasser. Zu gleichen Anteilen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Warmes Wasser. Ziehe es ab und beende den Schritt.
B2-S017	f82r	den Randstationen des unteren Beckens	2	rsheal daldy	halten + kurz + Ziel; Ziel + Ende	C03>C11	Bei den Randstationen des unteren Beckens: halten + kurz + Ziel; Ziel + Ende.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Gieße das erwärmte Wasser ein. Wiederhole es an der zweiten Öffnung und beende den Schritt.
B2-S018	f82r	den Randstationen des unteren Beckens	1	qokeedy	ansetzen + länger + Ende	C03	Bei den Randstationen des unteren Beckens: ansetzen + länger + Ende.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.
B2-S019	f82r	den Randstationen des unteren Beckens	1	rshedy	waschen + Ende	C08	Bei den Randstationen des unteren Beckens: waschen + Ende.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Verwende den Anteil als örtliche Waschung und beende den Schritt.
B2-S020	f82r	den Randstationen des unteren Beckens	1	qoteedy	danach + länger + Ende	C02	Bei den Randstationen des unteren Beckens: danach + länger + Ende.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.
B2-S021	f82r	den Randstationen des unteren Beckens	1	qokeedy	ansetzen + länger + Ende	C03	Bei den Randstationen des unteren Beckens: ansetzen + länger + Ende.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.
B2-S022	f82r	den Randstationen des unteren Beckens	1	lochedy	Rest abfuehren; Schluss	C01	Bei den Randstationen des unteren Beckens: Rest abfuehren; Schluss.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Mische zu gleichen Teilen und beende den Schritt.
B3-S001	f83r	der oberen offenen Fächerstation	1	olkeedy	sammeln + länger + Ende	C03	Bei der oberen offenen Fächerstation: sammeln + länger + Ende.	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Lasse die Flüssigkeit sich setzen und beende den Schritt.
B3-S002	f83r	der oberen offenen Fächerstation	2	qotal chkeedy	danach + Ziel; wärmen + länger + Ende	C02>C03	Bei der oberen offenen Fächerstation: danach + Ziel; wärmen + länger + Ende.	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Zum unteren Ablauf hin. Benetze den bezeichneten Bereich vollständig und beende den Schritt.
B3-S003	f83r	der oberen offenen Fächerstation	4	chey daiin chey lchedy	dies; Sollwert; dies; abführen; Schluss	C12>C10>C12>C01	Bei der oberen offenen Fächerstation: dies; Sollwert; dies; abführen; Schluss.	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.
B3-S004	f83r	der oberen offenen Fächerstation	3	qokaiin qotal dar	ansetzen + Sollwert; danach + Ziel; Quelle	C06>C02>C09	Bei der oberen offenen Fächerstation: ansetzen + Sollwert; danach + Ziel; Quelle.	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Zum unteren Ablauf hin. Daraus, aus demselben Ansatz.
B3-S005	f83r	der mittleren runden Gefäßstation	1	schedy	umsetzen + Ende	C08	Bei der mittleren runden Gefäßstation: umsetzen + Ende.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.
B3-S006	f83r	der mittleren runden Gefäßstation	3	chedchy qokal olchedy	umsetzen + dies; ansetzen + Ziel; weiter + umsetzen + Ende	C07>C04>C02	Bei der mittleren runden Gefäßstation: umsetzen + dies; ansetzen + Ziel; weiter + umsetzen + Ende.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Gieße das erwärmte Wasser ein. Den aktiven Posten an der örtlich bezeichneten Station führen. Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.
B3-S007	f83r	der mittleren runden Gefäßstation	3	qokaiin chedy qokeedy	ansetzen + Sollwert; umsetzen + dies; ansetzen + länger + Ende	C06>C07>C03	Bei der mittleren runden Gefäßstation: ansetzen + Sollwert; umsetzen + dies; ansetzen + länger + Ende.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Rühre, bis alles gleichmäßig vermischt ist. Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.
B3-S008	f83r	der mittleren runden Gefäßstation	1	lchedy	abführen; Schluss	C01	Bei der mittleren runden Gefäßstation: abführen; Schluss.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.
B3-S009	f83r	der mittleren runden Gefäßstation	1	qoky	ansetzen + dies	C07	Bei der mittleren runden Gefäßstation: ansetzen + dies.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen.
B3-S010	f83r	der unteren korbförmigen Gefäßstation	2	pchedal otedy	Einlass; danach + kurz + Ende	C01>C02	Bei der unteren korbförmigen Gefäßstation: Einlass; danach + kurz + Ende.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Fülle danach das Gefäß. Lasse es bis zur Klarheit ziehen und beende den Schritt.
B3-S011	f83r	der unteren korbförmigen Gefäßstation	4	shecthedchy qoky chedy chary	bereit + umsetzen + dies; ansetzen + dies; umsetzen + dies; Quelle + dies	C07>C07>C07>C09	Bei der unteren korbförmigen Gefäßstation: bereit + umsetzen + dies; ansetzen + dies; umsetzen + dies; Quelle + dies.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Wende es an der markierten Stelle an. Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Rühre, bis alles gleichmäßig vermischt ist. Und lasse es abkühlen.
B3-S012	f83r	der unteren korbförmigen Gefäßstation	2	sor shedy	Ansatz; absetzen + kurz + Ende	C09>C03	Bei der unteren korbförmigen Gefäßstation: Ansatz; absetzen + kurz + Ende.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.
B3-S013	f83r	der unteren korbförmigen Gefäßstation	4	qokaiin chkain shcthey qokedy	ansetzen + Sollwert; Anteil; bereit + kurz + dies; ansetzen + kurz + Ende	C06>C10>C03>C03	Bei der unteren korbförmigen Gefäßstation: ansetzen + Sollwert; Anteil; bereit + kurz + dies; ansetzen + kurz + Ende.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ein abgemessener Anteil. Unter derselben Einstellung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.
B3-S014	f83r	der unteren korbförmigen Gefäßstation	2	okair sheedy	ansetzen + Lauf; absetzen + länger + Ende	C05>C03	Bei der unteren korbförmigen Gefäßstation: ansetzen + Lauf; absetzen + länger + Ende.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Öffne danach den oberen Lauf. Wasche einmal und beende den Schritt.
B3-S015	f83r	der unteren korbförmigen Gefäßstation	1	lchedy	abführen; Schluss	C01	Bei der unteren korbförmigen Gefäßstation: abführen; Schluss.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.
B3-S016	f83r	der Lücke zwischen Randstation und Hauptbogen	2	lo qokchedy	abfuehren; ansetzen + umsetzen + Ende	C01>C08	Bei der Lücke zwischen Randstation und Hauptbogen: abfuehren; ansetzen + umsetzen + Ende.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Schließe den unteren Ablauf. [[STATIONSWECHSEL: untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Lasse es abkühlen und beende den Schritt.
B3-S017	f83r	der Lücke zwischen Randstation und Hauptbogen	1	qokeedy	ansetzen + länger + Ende	C03	Bei der Lücke zwischen Randstation und Hauptbogen: ansetzen + länger + Ende.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.
B3-S018	f83r	der Lücke zwischen Randstation und Hauptbogen	1	shedy	absetzen + kurz + Ende	C03	Bei der Lücke zwischen Randstation und Hauptbogen: absetzen + kurz + Ende.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.
B3-S019	f83r	der Lücke zwischen Randstation und Hauptbogen	1	qokshedy	ansetzen + absetzen + Ende	C08	Bei der Lücke zwischen Randstation und Hauptbogen: ansetzen + absetzen + Ende.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.
B3-S020	f83r	der Lücke zwischen Randstation und Hauptbogen	2	dal lchedy	Ziel; abführen; Schluss	C11>C01	Bei der Lücke zwischen Randstation und Hauptbogen: Ziel; abführen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.
B3-S021	f83r	der Lücke zwischen Randstation und Hauptbogen	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	ansetzen + Sollwert; bereit + dies; Ziel; dies; Sollwert; absetzen + Ziel; bereit + kurz + dies; dies; Ziel; bereit + dies; Ziel + umsetzen + Ende	C06>C07>C11>C12>C10>C04>C03>C12>C11>C07>C04	Bei der Lücke zwischen Randstation und Hauptbogen: ansetzen + Sollwert; bereit + dies; Ziel; dies; Sollwert; absetzen + Ziel; bereit + kurz + dies; dies; Ziel; bereit + dies; Ziel + umsetzen + Ende.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den örtlichen Prüfzustand der Charge feststellen. Den aktiven Posten an der örtlich bezeichneten Station führen. Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Für einen Zeitabschnitt. Warmes Wasser. Diese aktive Portion. Den aktiven Posten an der örtlich bezeichneten Station führen. Den örtlichen Prüfzustand der Charge feststellen. Behalte den Rückstand und beende den Schritt.
B3-S022	f83r	der Lücke zwischen Randstation und Hauptbogen	1	qotchedy	danach + umsetzen + Ende	C02	Bei der Lücke zwischen Randstation und Hauptbogen: danach + umsetzen + Ende.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Mische zu gleichen Teilen und beende den Schritt.
B3-S023	f83r	der Lücke zwischen Randstation und Hauptbogen	1	lchedy	abführen; Schluss	C01	Bei der Lücke zwischen Randstation und Hauptbogen: abführen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.
B3-S024	f83r	der Lücke zwischen Randstation und Hauptbogen	1	tchedy	umsetzen + Ende	C08	Bei der Lücke zwischen Randstation und Hauptbogen: umsetzen + Ende.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.
B3-S025	f83r	der Lücke zwischen Randstation und Hauptbogen	1	qokchdy	ansetzen + umsetzen + Ende	C08	Bei der Lücke zwischen Randstation und Hauptbogen: ansetzen + umsetzen + Ende.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Erwärme es einmal und beende den Schritt.
B3-S026	f83r	dem verbundenen Hauptbogenpaar	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	umsetzen + Quelle; absetzen + Sollwert; umsetzen + dies; ansetzen + Anteil; bereit + dies; Ziel + Ansatz; sammeln + länger + Ende	C05>C06>C07>C06>C07>C09>C03	Bei dem verbundenen Hauptbogenpaar: umsetzen + Quelle; absetzen + Sollwert; umsetzen + dies; ansetzen + Anteil; bereit + dies; Ziel + Ansatz; sammeln + länger + Ende.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Richte die bezeichnete Beckenstation ein. Nach dem Absetzen. Rühre, bis alles gleichmäßig vermischt ist. Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Bis der Strom klar wird. [[STATIONSWECHSEL: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar -> Hauptpaar am sichtbaren ungerichteten Bogen; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Lasse die Flüssigkeit sich setzen und beende den Schritt.
B3-S027	f83r	dem verbundenen Hauptbogenpaar	1	qoteedy	danach + länger + Ende	C02	Bei dem verbundenen Hauptbogenpaar: danach + länger + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.
B3-S028	f83r	dem verbundenen Hauptbogenpaar	2	qokeey qokedy	ansetzen + länger + dies; ansetzen + kurz + Ende	C03>C03	Bei dem verbundenen Hauptbogenpaar: ansetzen + länger + dies; ansetzen + kurz + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.
B3-S029	f83r	dem verbundenen Hauptbogenpaar	3	sol cheeety qokedy	weiter; vollständig + Teil; ansetzen + kurz + Ende	C02>C10>C03	Bei dem verbundenen Hauptbogenpaar: weiter; vollständig + Teil; ansetzen + kurz + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Nach der ersten Spülung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.
B3-S030	f83r	dem verbundenen Hauptbogenpaar	4	qoky saiin schedair otchedy	ansetzen + dies; Sollwert; Lauf; danach + umsetzen + Ende	C07>C10>C09>C02	Bei dem verbundenen Hauptbogenpaar: ansetzen + dies; Sollwert; Lauf; danach + umsetzen + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ziehe die klare Flüssigkeit ab. Mische zu gleichen Teilen und beende den Schritt.
B3-S031	f83r	dem verbundenen Hauptbogenpaar	1	qokeedy	ansetzen + länger + Ende	C03	Bei dem verbundenen Hauptbogenpaar: ansetzen + länger + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.
B3-S032	f83r	dem verbundenen Hauptbogenpaar	5	chedain chedy qotedaiin otaiin otedy	umsetzen + Anteil; umsetzen + dies; danach + kurz + Sollwert; danach + Sollwert; danach + kurz + Ende	C06>C07>C02>C02>C02	Bei dem verbundenen Hauptbogenpaar: umsetzen + Anteil; umsetzen + dies; danach + kurz + Sollwert; danach + Sollwert; danach + kurz + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Beginne die Spülung. Rühre, bis alles gleichmäßig vermischt ist. Das breite Gefäß. Für dieselbe Dauer wie zuvor. Lasse es bis zur Klarheit ziehen und beende den Schritt.
B3-S033	f83r	dem verbundenen Hauptbogenpaar	1	ldy	abziehen; Ende	C01	Bei dem verbundenen Hauptbogenpaar: abziehen; Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Ziehe es ab und beende den Schritt.
B3-S034	f83r	dem verbundenen Hauptbogenpaar	6	soiiin checthy chety otaiin olsaly shedy	Stufe; bereit + dies; teilen + Teil; danach + Sollwert; Ziel + dies; absetzen + kurz + Ende	C10>C07>C06>C02>C11>C03	Bei dem verbundenen Hauptbogenpaar: Stufe; bereit + dies; teilen + Teil; danach + Sollwert; Ziel + dies; absetzen + kurz + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Bis es klar ist. Den örtlichen Prüfzustand der Charge feststellen. Gleichmäßig bearbeiten. Für dieselbe Dauer wie zuvor. Das untere Becken. Lasse es bis zur Bereitschaft stehen und beende den Schritt.
B4-S001	f83r	dem verbundenen Hauptbogenpaar	1	qokeedy	ansetzen + länger + Ende	C03	Bei dem verbundenen Hauptbogenpaar: ansetzen + länger + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.
B4-S002	f83r	dem verbundenen Hauptbogenpaar	3	qolchey qokeey qokedy	weiter + dies; ansetzen + länger + dies; ansetzen + kurz + Ende	C02>C03>C03	Bei dem verbundenen Hauptbogenpaar: weiter + dies; ansetzen + länger + dies; ansetzen + kurz + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Fülle danach das Gefäß. Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.
B4-S003	f83r	dem verbundenen Hauptbogenpaar	7	chedy otal otchey qokeey qoky tol shedy	umsetzen + dies; danach + Ziel; danach + dies; ansetzen + länger + dies; ansetzen + dies; weiter; absetzen + kurz + Ende	C07>C02>C02>C03>C07>C02>C03	Bei dem verbundenen Hauptbogenpaar: umsetzen + dies; danach + Ziel; danach + dies; ansetzen + länger + dies; ansetzen + dies; weiter; absetzen + kurz + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Rühre, bis alles gleichmäßig vermischt ist. Zum unteren Ablauf hin. Einen recordlokalen Anteil auswählen. Die Charge für den vorgesehenen Gebrauch temperieren. Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.
B4-S004	f83r	dem verbundenen Hauptbogenpaar	1	qokylddy	aktuellen Posten befestigen; Schluss	C01	Bei dem verbundenen Hauptbogenpaar: aktuellen Posten befestigen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt.
B4-S005	f83r	dem verbundenen Hauptbogenpaar	3	dain chedy qokeedy	Tuch; umsetzen + dies; ansetzen + länger + Ende	C01>C07>C03	Bei dem verbundenen Hauptbogenpaar: Tuch; umsetzen + dies; ansetzen + länger + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Durch ein Tuch. Rühre, bis alles gleichmäßig vermischt ist. Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.
B4-S006	f83r	dem verbundenen Hauptbogenpaar	1	shckhedy	trennen + Ende	C08	Bei dem verbundenen Hauptbogenpaar: trennen + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Seihe es einmal durch ein Tuch und beende den Schritt.
B4-S007	f83r	dem verbundenen Hauptbogenpaar	1	shckhedy	trennen + Ende	C08	Bei dem verbundenen Hauptbogenpaar: trennen + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Seihe es einmal durch ein Tuch und beende den Schritt.
B4-S008	f83r	dem verbundenen Hauptbogenpaar	4	saiin cheeky sheey qokedy	Sollwert; wärmen + länger + dies; halten + länger + dies; ansetzen + kurz + Ende	C10>C03>C03>C03	Bei dem verbundenen Hauptbogenpaar: Sollwert; wärmen + länger + dies; halten + länger + dies; ansetzen + kurz + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Solange es noch warm ist. Die erste Öffnung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.
B4-S009	f83r	dem verbundenen Hauptbogenpaar	1	shedy	absetzen + kurz + Ende	C03	Bei dem verbundenen Hauptbogenpaar: absetzen + kurz + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.
B4-S010	f83r	dem verbundenen Hauptbogenpaar	1	oldy	weiter + Ende	C02	Bei dem verbundenen Hauptbogenpaar: weiter + Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.
B4-S011	f83r	der linken offenen Randstation	7	saiin cheky okeeol okain chdy sol lkedy	Sollwert; wärmen + kurz + dies; ansetzen + länger + weiter; ansetzen + Anteil; umsetzen + dies; weiter; kurz abführen; Schluss	C10>C03>C02>C06>C07>C02>C01	Bei der linken offenen Randstation: Sollwert; wärmen + kurz + dies; ansetzen + länger + weiter; ansetzen + Anteil; umsetzen + dies; weiter; kurz abführen; Schluss.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Bei sanfter Wärme. Das breite Gefäß. Gib einen abgemessenen Anteil in das Gefäß. Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Wasche zweimal und beende den Schritt.
B4-S012	f83r	der linken offenen Randstation	1	lchedy	abführen; Schluss	C01	Bei der linken offenen Randstation: abführen; Schluss.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.
B4-S013	f83r	der linken offenen Randstation	2	qokol shedy	ansetzen + weiter; absetzen + kurz + Ende	C02>C03	Bei der linken offenen Randstation: ansetzen + weiter; absetzen + kurz + Ende.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Lasse die Mischung einlaufen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.
B4-S014	f83r	der linken offenen Randstation	4	or chey qockhey dairydy	Ansatz; dies; ansetzen + Durchlass + kurz + dies; Lauf + dies + Ende	C09>C12>C03>C09	Bei der linken offenen Randstation: Ansatz; dies; ansetzen + Durchlass + kurz + dies; Lauf + dies + Ende.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Diese aktive Portion. Über der örtlich bezeichneten Stelle. Gebrauche sie sofort und beende den Schritt.
B4-S015	f83r	der rechten S-förmigen Mehrfachstation	6	qokain shey kain chckhal solkey lchedy	ansetzen + Anteil; klarer Auszug; Anteil; Durchlass + Ziel; sammeln + kurz + dies; abführen; Schluss	C06>C01>C10>C04>C03>C01	Bei der rechten S-förmigen Mehrfachstation: ansetzen + Anteil; klarer Auszug; Anteil; Durchlass + Ziel; sammeln + kurz + dies; abführen; Schluss.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Ein abgemessener Anteil. Für die angegebene Dauer. [[STATIONSWECHSEL: linke offene Fransen-/Unterlaufstation -> rechte S-Lauf-/Mehrarmknotenstation; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Öffne danach den oberen Lauf. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.
B4-S016	f83r	der rechten S-förmigen Mehrfachstation	4	qolkain dal skar shedy	weiter + Anteil; Ziel; ausgießen + Quelle; absetzen + kurz + Ende	C02>C11>C05>C03	Bei der rechten S-förmigen Mehrfachstation: weiter + Anteil; Ziel; ausgießen + Quelle; absetzen + kurz + Ende.	[[LOKALER BESITZER: rechte S-Lauf-/Mehrarmknotenstation]] Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Gieße das erwärmte Wasser ein. Lasse es bis zur Bereitschaft stehen und beende den Schritt.
B5-S001	f83r	der linken offenen Randstation	1	otchdy	danach + umsetzen + Ende	C02	Bei der linken offenen Randstation: danach + umsetzen + Ende.	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Ziehe es ab und beende den Schritt.
B5-S002	f83r	der linken offenen Randstation	1	qokchdy	ansetzen + umsetzen + Ende	C08	Bei der linken offenen Randstation: ansetzen + umsetzen + Ende.	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Erwärme es einmal und beende den Schritt.
B5-S003	f83r	der linken offenen Randstation	9	shedal dal cheol lol chdal aiin sol daiiin chedy	absetzen + Ziel; Ziel; weiter; von dort weiterfuehren; umsetzen + Ziel; Sollwert; weiter; Stufe; umsetzen + dies	C04>C11>C02>C01>C04>C10>C02>C10>C07	Bei der linken offenen Randstation: absetzen + Ziel; Ziel; weiter; von dort weiterfuehren; umsetzen + Ziel; Sollwert; weiter; Stufe; umsetzen + dies.	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Für einen Zeitabschnitt. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bis es warm ist. Mit der vorigen Mischung. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Die zweite Öffnung. Rühre, bis alles gleichmäßig vermischt ist.
