source_group_id	unit_id	page	visible_surface	atom_sequence	minimal_component_reading_de	minimal_card_reading_de	reading_source	clause_shape_id	unresolved_internal_atom	rich_content_not_in_dictionary
E204	B2-S012	f82r	qcthey	CTH+E+Y	bereit + kurz + dies	bereit + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E205	B2-S012	f82r	qokeey	OK+EE+Y	ansetzen + länger + dies	ansetzen + länger + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E206	B2-S012	f82r	lcheey	L+CHEEY	ab + Ergebnis	Klarlauf abfuehren	LEARNED_WHOLE_CARD	C01	NO	YES
E207	B2-S012	f82r	daiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E208	B2-S012	f82r	chey	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E209	B2-S012	f82r	qokeeedy	OK+EEE+CLOSE	ansetzen + vollständig + Ende	ansetzen + vollständig + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E210	B2-S013	f82r	lchedy	L+CHD+CLOSE	ab + umsetzen + Ende	abführen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E211	B2-S014	f82r	lar	L+AR	ab + Quelle	von dort abfuehren	LEARNED_WHOLE_CARD	C01	NO	YES
E212	B2-S015	f82r	tshey	CHEEY	Ergebnis	Klarlauf zugeben	LEARNED_WHOLE_CARD	C01	NO	YES
E213	B2-S015	f82r	qokeedy	OK+EE+CLOSE	ansetzen + länger + Ende	ansetzen + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E214	B2-S016	f82r	cheal	AL	Ziel	Ziel	PRODUCTIVE_COMPONENTS	C11	NO	YES
E215	B2-S016	f82r	lchedar	L+CHD+AR	ab + umsetzen + Quelle	von dort abführen	LEARNED_WHOLE_CARD	C01	NO	YES
E216	B2-S016	f82r	ches	PARTITION	teilen	teilen	PRODUCTIVE_COMPONENTS	C08	NO	YES
E217	B2-S016	f82r	aiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E218	B2-S016	f82r	oteey	OT+EE+Y	danach + länger + dies	danach + länger + dies	PRODUCTIVE_COMPONENTS	C02	NO	YES
E219	B2-S016	f82r	qokaiin	OK+AIIN	ansetzen + Sollwert	ansetzen + Sollwert	PRODUCTIVE_COMPONENTS	C06	NO	YES
E220	B2-S016	f82r	okey	OK+E+Y	ansetzen + kurz + dies	ansetzen + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E221	B2-S016	f82r	pchedy	P+CHD+CLOSE	ein + umsetzen + Ende	einführen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E222	B2-S017	f82r	rsheal	SH+E+AL	halten + kurz + Ziel	halten + kurz + Ziel	PRODUCTIVE_COMPONENTS	C03	NO	YES
E223	B2-S017	f82r	daldy	AL+CLOSE	Ziel + Ende	Ziel + Ende	PRODUCTIVE_COMPONENTS	C11	NO	YES
E224	B2-S018	f82r	qokeedy	OK+EE+CLOSE	ansetzen + länger + Ende	ansetzen + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E225	B2-S019	f82r	rshedy	WASH+CLOSE	waschen + Ende	waschen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E226	B2-S020	f82r	qoteedy	OT+EE+CLOSE	danach + länger + Ende	danach + länger + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E227	B2-S021	f82r	qokeedy	OK+EE+CLOSE	ansetzen + länger + Ende	ansetzen + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E228	B2-S022	f82r	lochedy	L+CHD+CLOSE	ab + umsetzen + Ende	Rest abfuehren; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E229	B3-S001	f83r	olkeedy	SOLK+EE+CLOSE	sammeln + länger + Ende	sammeln + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E230	B3-S002	f83r	qotal	OT+AL	danach + Ziel	danach + Ziel	PRODUCTIVE_COMPONENTS	C02	NO	YES
E231	B3-S002	f83r	chkeedy	CHK+EE+CLOSE	wärmen + länger + Ende	wärmen + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E232	B3-S003	f83r	chey	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E233	B3-S003	f83r	daiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E234	B3-S003	f83r	chey	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E235	B3-S003	f83r	lchedy	L+CHD+CLOSE	ab + umsetzen + Ende	abführen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E236	B3-S004	f83r	qokaiin	OK+AIIN	ansetzen + Sollwert	ansetzen + Sollwert	PRODUCTIVE_COMPONENTS	C06	NO	YES
E237	B3-S004	f83r	qotal	OT+AL	danach + Ziel	danach + Ziel	PRODUCTIVE_COMPONENTS	C02	NO	YES
E238	B3-S004	f83r	dar	AR	Quelle	Quelle	PRODUCTIVE_COMPONENTS	C09	NO	YES
E239	B3-S005	f83r	schedy	CHD+CLOSE	umsetzen + Ende	umsetzen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E240	B3-S006	f83r	chedchy	CHD+Y	umsetzen + dies	umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E241	B3-S006	f83r	qokal	OK+AL	ansetzen + Ziel	ansetzen + Ziel	PRODUCTIVE_COMPONENTS	C04	NO	YES
E242	B3-S006	f83r	olchedy	OL+CHD+CLOSE	weiter + umsetzen + Ende	weiter + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E243	B3-S007	f83r	qokaiin	OK+AIIN	ansetzen + Sollwert	ansetzen + Sollwert	PRODUCTIVE_COMPONENTS	C06	NO	YES
E244	B3-S007	f83r	chedy	CHD+Y	umsetzen + dies	umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E245	B3-S007	f83r	qokeedy	OK+EE+CLOSE	ansetzen + länger + Ende	ansetzen + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E246	B3-S008	f83r	lchedy	L+CHD+CLOSE	ab + umsetzen + Ende	abführen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E247	B3-S009	f83r	qoky	OK+Y	ansetzen + dies	ansetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E248	B3-S010	f83r	pchedal	P+CHD+AL	ein + umsetzen + Ziel	Einlass	LEARNED_WHOLE_CARD	C01	NO	YES
E249	B3-S010	f83r	otedy	OT+E+CLOSE	danach + kurz + Ende	danach + kurz + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E250	B3-S011	f83r	shecthedchy	CTH+CHD+Y	bereit + umsetzen + dies	bereit + umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E251	B3-S011	f83r	qoky	OK+Y	ansetzen + dies	ansetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E252	B3-S011	f83r	chedy	CHD+Y	umsetzen + dies	umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E253	B3-S011	f83r	chary	AR+Y	Quelle + dies	Quelle + dies	PRODUCTIVE_COMPONENTS	C09	NO	YES
E254	B3-S012	f83r	sor	OR	Ansatz	Ansatz	PRODUCTIVE_COMPONENTS	C09	NO	YES
E255	B3-S012	f83r	shedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E256	B3-S013	f83r	qokaiin	OK+AIIN	ansetzen + Sollwert	ansetzen + Sollwert	PRODUCTIVE_COMPONENTS	C06	NO	YES
E257	B3-S013	f83r	chkain	AIN	Anteil	Anteil	PRODUCTIVE_COMPONENTS	C10	NO	YES
E258	B3-S013	f83r	shcthey	CTH+E+Y	bereit + kurz + dies	bereit + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E259	B3-S013	f83r	qokedy	OK+E+CLOSE	ansetzen + kurz + Ende	ansetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E260	B3-S014	f83r	okair	OK+AIR	ansetzen + Lauf	ansetzen + Lauf	PRODUCTIVE_COMPONENTS	C05	NO	YES
E261	B3-S014	f83r	sheedy	SHED+EE+CLOSE	absetzen + länger + Ende	absetzen + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E262	B3-S015	f83r	lchedy	L+CHD+CLOSE	ab + umsetzen + Ende	abführen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E263	B3-S016	f83r	lo	L	ab	abfuehren	LEARNED_WHOLE_CARD	C01	NO	YES
E264	B3-S016	f83r	qokchedy	OK+CHD+CLOSE	ansetzen + umsetzen + Ende	ansetzen + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E265	B3-S017	f83r	qokeedy	OK+EE+CLOSE	ansetzen + länger + Ende	ansetzen + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E266	B3-S018	f83r	shedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E267	B3-S019	f83r	qokshedy	OK+SHED+CLOSE	ansetzen + absetzen + Ende	ansetzen + absetzen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E268	B3-S020	f83r	dal	AL	Ziel	Ziel	PRODUCTIVE_COMPONENTS	C11	NO	YES
E269	B3-S020	f83r	lchedy	L+CHD+CLOSE	ab + umsetzen + Ende	abführen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E270	B3-S021	f83r	qokaiin	OK+AIIN	ansetzen + Sollwert	ansetzen + Sollwert	PRODUCTIVE_COMPONENTS	C06	NO	YES
E271	B3-S021	f83r	shcthy	CTH+Y	bereit + dies	bereit + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E272	B3-S021	f83r	dal	AL	Ziel	Ziel	PRODUCTIVE_COMPONENTS	C11	NO	YES
E273	B3-S021	f83r	sy	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E274	B3-S021	f83r	saiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E275	B3-S021	f83r	shedal	SHED+AL	absetzen + Ziel	absetzen + Ziel	PRODUCTIVE_COMPONENTS	C04	NO	YES
E276	B3-S021	f83r	shecthy	CTH+E+Y	bereit + kurz + dies	bereit + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E277	B3-S021	f83r	chey	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E278	B3-S021	f83r	tal	AL	Ziel	Ziel	PRODUCTIVE_COMPONENTS	C11	NO	YES
E279	B3-S021	f83r	shcthy	CTH+Y	bereit + dies	bereit + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E280	B3-S021	f83r	dalchdy	AL+CHD+CLOSE	Ziel + umsetzen + Ende	Ziel + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C04	NO	YES
E281	B3-S022	f83r	qotchedy	OT+CHD+CLOSE	danach + umsetzen + Ende	danach + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E282	B3-S023	f83r	lchedy	L+CHD+CLOSE	ab + umsetzen + Ende	abführen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E283	B3-S024	f83r	tchedy	CHD+CLOSE	umsetzen + Ende	umsetzen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E284	B3-S025	f83r	qokchdy	OK+CHD+CLOSE	ansetzen + umsetzen + Ende	ansetzen + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E285	B3-S026	f83r	cheedar	CHD+AR	umsetzen + Quelle	umsetzen + Quelle	PRODUCTIVE_COMPONENTS	C05	NO	YES
E286	B3-S026	f83r	chldaiin	SHED+AIIN	absetzen + Sollwert	absetzen + Sollwert	PRODUCTIVE_COMPONENTS	C06	NO	YES
E287	B3-S026	f83r	chedy	CHD+Y	umsetzen + dies	umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E288	B3-S026	f83r	qokain	OK+AIN	ansetzen + Anteil	ansetzen + Anteil	PRODUCTIVE_COMPONENTS	C06	NO	YES
E289	B3-S026	f83r	checthy	CTH+Y	bereit + dies	bereit + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E290	B3-S026	f83r	chealror	AL+OR	Ziel + Ansatz	Ziel + Ansatz	PRODUCTIVE_COMPONENTS	C09	NO	YES
E291	B3-S026	f83r	solkeedy	SOLK+EE+CLOSE	sammeln + länger + Ende	sammeln + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E292	B3-S027	f83r	qoteedy	OT+EE+CLOSE	danach + länger + Ende	danach + länger + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E293	B3-S028	f83r	qokeey	OK+EE+Y	ansetzen + länger + dies	ansetzen + länger + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E294	B3-S028	f83r	qokedy	OK+E+CLOSE	ansetzen + kurz + Ende	ansetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E295	B3-S029	f83r	sol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E296	B3-S029	f83r	cheeety	EEE+TY	vollständig + Teil	vollständig + Teil	PRODUCTIVE_COMPONENTS	C10	NO	YES
E297	B3-S029	f83r	qokedy	OK+E+CLOSE	ansetzen + kurz + Ende	ansetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E298	B3-S030	f83r	qoky	OK+Y	ansetzen + dies	ansetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E299	B3-S030	f83r	saiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E300	B3-S030	f83r	schedair	AIR	Lauf	Lauf	PRODUCTIVE_COMPONENTS	C09	NO	YES
E301	B3-S030	f83r	otchedy	OT+CHD+CLOSE	danach + umsetzen + Ende	danach + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E302	B3-S031	f83r	qokeedy	OK+EE+CLOSE	ansetzen + länger + Ende	ansetzen + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E303	B3-S032	f83r	chedain	CHD+AIN	umsetzen + Anteil	umsetzen + Anteil	PRODUCTIVE_COMPONENTS	C06	NO	YES
E304	B3-S032	f83r	chedy	CHD+Y	umsetzen + dies	umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E305	B3-S032	f83r	qotedaiin	OT+E+AIIN	danach + kurz + Sollwert	danach + kurz + Sollwert	PRODUCTIVE_COMPONENTS	C02	NO	YES
E306	B3-S032	f83r	otaiin	OT+AIIN	danach + Sollwert	danach + Sollwert	PRODUCTIVE_COMPONENTS	C02	NO	YES
E307	B3-S032	f83r	otedy	OT+E+CLOSE	danach + kurz + Ende	danach + kurz + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E308	B3-S033	f83r	ldy	L+CLOSE	ab + Ende	abziehen; Ende	LEARNED_WHOLE_CARD	C01	NO	YES
E309	B3-S034	f83r	soiiin	IIN	Stufe	Stufe	PRODUCTIVE_COMPONENTS	C10	NO	YES
E310	B3-S034	f83r	checthy	CTH+Y	bereit + dies	bereit + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E311	B3-S034	f83r	chety	PARTITION+TY	teilen + Teil	teilen + Teil	PRODUCTIVE_COMPONENTS	C06	NO	YES
E312	B3-S034	f83r	otaiin	OT+AIIN	danach + Sollwert	danach + Sollwert	PRODUCTIVE_COMPONENTS	C02	NO	YES
E313	B3-S034	f83r	olsaly	AL+Y	Ziel + dies	Ziel + dies	PRODUCTIVE_COMPONENTS	C11	NO	YES
E314	B3-S034	f83r	shedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E315	B4-S001	f83r	qokeedy	OK+EE+CLOSE	ansetzen + länger + Ende	ansetzen + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E316	B4-S002	f83r	qolchey	OL+Y	weiter + dies	weiter + dies	PRODUCTIVE_COMPONENTS	C02	NO	YES
E317	B4-S002	f83r	qokeey	OK+EE+Y	ansetzen + länger + dies	ansetzen + länger + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E318	B4-S002	f83r	qokedy	OK+E+CLOSE	ansetzen + kurz + Ende	ansetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E319	B4-S003	f83r	chedy	CHD+Y	umsetzen + dies	umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E320	B4-S003	f83r	otal	OT+AL	danach + Ziel	danach + Ziel	PRODUCTIVE_COMPONENTS	C02	NO	YES
E321	B4-S003	f83r	otchey	OT+Y	danach + dies	danach + dies	PRODUCTIVE_COMPONENTS	C02	NO	YES
E322	B4-S003	f83r	qokeey	OK+EE+Y	ansetzen + länger + dies	ansetzen + länger + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E323	B4-S003	f83r	qoky	OK+Y	ansetzen + dies	ansetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E324	B4-S003	f83r	tol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E325	B4-S003	f83r	shedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E326	B4-S004	f83r	qokylddy	OK+Y+LDDY	ansetzen + dies + befestigen	aktuellen Posten befestigen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E327	B4-S005	f83r	dain	DAIN	Tuch	Tuch	LEARNED_WHOLE_CARD	C01	NO	YES
E328	B4-S005	f83r	chedy	CHD+Y	umsetzen + dies	umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E329	B4-S005	f83r	qokeedy	OK+EE+CLOSE	ansetzen + länger + Ende	ansetzen + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E330	B4-S006	f83r	shckhedy	CKHE+CLOSE	trennen + Ende	trennen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E331	B4-S007	f83r	shckhedy	CKHE+CLOSE	trennen + Ende	trennen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E332	B4-S008	f83r	saiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E333	B4-S008	f83r	cheeky	CHK+EE+Y	wärmen + länger + dies	wärmen + länger + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E334	B4-S008	f83r	sheey	SH+EE+Y	halten + länger + dies	halten + länger + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E335	B4-S008	f83r	qokedy	OK+E+CLOSE	ansetzen + kurz + Ende	ansetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E336	B4-S009	f83r	shedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E337	B4-S010	f83r	oldy	OL+CLOSE	weiter + Ende	weiter + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E338	B4-S011	f83r	saiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E339	B4-S011	f83r	cheky	CHK+E+Y	wärmen + kurz + dies	wärmen + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E340	B4-S011	f83r	okeeol	OK+EE+OL	ansetzen + länger + weiter	ansetzen + länger + weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E341	B4-S011	f83r	okain	OK+AIN	ansetzen + Anteil	ansetzen + Anteil	PRODUCTIVE_COMPONENTS	C06	NO	YES
E342	B4-S011	f83r	chdy	CHD+Y	umsetzen + dies	umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E343	B4-S011	f83r	sol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E344	B4-S011	f83r	lkedy	L+E+CLOSE	ab + kurz + Ende	kurz abführen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E345	B4-S012	f83r	lchedy	L+CHD+CLOSE	ab + umsetzen + Ende	abführen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E346	B4-S013	f83r	qokol	OK+OL	ansetzen + weiter	ansetzen + weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E347	B4-S013	f83r	shedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E348	B4-S014	f83r	or	OR	Ansatz	Ansatz	PRODUCTIVE_COMPONENTS	C09	NO	YES
E349	B4-S014	f83r	chey	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E350	B4-S014	f83r	qockhey	OK+CKH+E+Y	ansetzen + Durchlass + kurz + dies	ansetzen + Durchlass + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E351	B4-S014	f83r	dairydy	AIR+Y+CLOSE	Lauf + dies + Ende	Lauf + dies + Ende	PRODUCTIVE_COMPONENTS	C09	NO	YES
E352	B4-S015	f83r	qokain	OK+AIN	ansetzen + Anteil	ansetzen + Anteil	PRODUCTIVE_COMPONENTS	C06	NO	YES
E353	B4-S015	f83r	shey	CHEEY	Ergebnis	klarer Auszug	LEARNED_WHOLE_CARD	C01	NO	YES
E354	B4-S015	f83r	kain	AIN	Anteil	Anteil	PRODUCTIVE_COMPONENTS	C10	NO	YES
E355	B4-S015	f83r	chckhal	CKH+AL	Durchlass + Ziel	Durchlass + Ziel	PRODUCTIVE_COMPONENTS	C04	NO	YES
E356	B4-S015	f83r	solkey	SOLK+E+Y	sammeln + kurz + dies	sammeln + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E357	B4-S015	f83r	lchedy	L+CHD+CLOSE	ab + umsetzen + Ende	abführen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E358	B4-S016	f83r	qolkain	OL+AIN	weiter + Anteil	weiter + Anteil	PRODUCTIVE_COMPONENTS	C02	NO	YES
E359	B4-S016	f83r	dal	AL	Ziel	Ziel	PRODUCTIVE_COMPONENTS	C11	NO	YES
E360	B4-S016	f83r	skar	SK+AR	ausgießen + Quelle	ausgießen + Quelle	PRODUCTIVE_COMPONENTS	C05	NO	YES
E361	B4-S016	f83r	shedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E362	B5-S001	f83r	otchdy	OT+CHD+CLOSE	danach + umsetzen + Ende	danach + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E363	B5-S002	f83r	qokchdy	OK+CHD+CLOSE	ansetzen + umsetzen + Ende	ansetzen + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E364	B5-S003	f83r	shedal	SHED+AL	absetzen + Ziel	absetzen + Ziel	PRODUCTIVE_COMPONENTS	C04	NO	YES
E365	B5-S003	f83r	dal	AL	Ziel	Ziel	PRODUCTIVE_COMPONENTS	C11	NO	YES
E366	B5-S003	f83r	cheol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E367	B5-S003	f83r	lol	L+OL	ab + weiter	von dort weiterfuehren	LEARNED_WHOLE_CARD	C01	NO	YES
E368	B5-S003	f83r	chdal	CHD+AL	umsetzen + Ziel	umsetzen + Ziel	PRODUCTIVE_COMPONENTS	C04	NO	YES
E369	B5-S003	f83r	aiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E370	B5-S003	f83r	sol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E371	B5-S003	f83r	daiiin	IIN	Stufe	Stufe	PRODUCTIVE_COMPONENTS	C10	NO	YES
E372	B5-S003	f83r	chedy	CHD+Y	umsetzen + dies	umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E373	B6-S001	f83r	solkeey	SOLK+EE+Y	sammeln + länger + dies	sammeln + länger + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E374	B6-S001	f83r	qekey	KCH+E+Y	bearbeiten + kurz + dies	bearbeiten + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E375	B6-S001	f83r	raly	AL+Y	Ziel + dies	Ziel + dies	PRODUCTIVE_COMPONENTS	C11	NO	YES
E376	B6-S001	f83r	ol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E377	B6-S001	f83r	daiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E378	B6-S001	f83r	ol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E379	B6-S001	f83r	dain	DAIN	Tuch	Tuch	LEARNED_WHOLE_CARD	C01	NO	YES
E380	B6-S001	f83r	chey	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E381	B6-S001	f83r	ldalor	AL	Ziel	Ziel	PRODUCTIVE_COMPONENTS	C11	NO	YES
