event_id	page	record	statement_id	statement_position	dictated_recipe	invariant_reading_de	selected_exact_card	copied_surface	surface_prefix_class
E329	f83r	B4	B4-S005	LAST	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	PROC100	qokeedy	Q_ENTRY_FORM
E330	f83r	B4	B4-S006	ONLY	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	PROC099	shckhedy	S_ENTRY_FORM
E331	f83r	B4	B4-S007	ONLY	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	PROC099	shckhedy	S_ENTRY_FORM
E332	f83r	B4	B4-S008	FIRST	AIIN	MASS	PROC009	saiin	S_ENTRY_FORM
E333	f83r	B4	B4-S008	MIDDLE	CHK+EE+Y	WAERMEN · LANG · DIES	PROC046	cheeky	OTHER_FORM
E334	f83r	B4	B4-S008	MIDDLE	SH+EE+Y	HALTEN · LANG · DIES	PROC157	sheey	S_ENTRY_FORM
E335	f83r	B4	B4-S008	LAST	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	PROC067	qokedy	Q_ENTRY_FORM
E336	f83r	B4	B4-S009	ONLY	SHED+DY	ABSETZEN · SCHLUSS	PROC078	shedy	S_ENTRY_FORM
E337	f83r	B4	B4-S010	ONLY	OL+DY	FORTSETZEN · SCHLUSS	PROC047	oldy	OTHER_FORM
E338	f83r	B4	B4-S011	FIRST	AIIN	MASS	PROC009	saiin	S_ENTRY_FORM
E339	f83r	B4	B4-S011	MIDDLE	CHK+E+Y	WAERMEN · KURZ · DIES	PROC083	cheky	OTHER_FORM
E341	f83r	B4	B4-S011	MIDDLE	OK+AIN	ANSETZEN · PORTION	PROC080	okain	OTHER_FORM
E342	f83r	B4	B4-S011	MIDDLE	CHD+Y	UMSETZEN · DIES	PROC042	chdy	OTHER_FORM
E343	f83r	B4	B4-S011	MIDDLE	OL	FORTSETZEN	PROC013	sol	S_ENTRY_FORM
E345	f83r	B4	B4-S012	ONLY	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	PROC120	lchedy	OTHER_FORM
E346	f83r	B4	B4-S013	FIRST	OK+OL	ANSETZEN · FORTSETZEN	PROC160	qokol	Q_ENTRY_FORM
E347	f83r	B4	B4-S013	LAST	SHED+DY	ABSETZEN · SCHLUSS	PROC078	shedy	S_ENTRY_FORM
E348	f83r	B4	B4-S014	FIRST	OR	ANSATZ	PROC016	or	OTHER_FORM
E349	f83r	B4	B4-S014	MIDDLE	Y	DIES	PROC019	chey	OTHER_FORM
E352	f83r	B4	B4-S015	FIRST	OK+AIN	ANSETZEN · PORTION	PROC080	qokain	Q_ENTRY_FORM
E353	f83r	B4	B4-S015	MIDDLE	SH+EE+Y	HALTEN · LANG · DIES	PROC031	shey	S_ENTRY_FORM
E354	f83r	B4	B4-S015	MIDDLE	K+AIN	ZUDOSIEREN · PORTION	PROC069	kain	OTHER_FORM
E357	f83r	B4	B4-S015	LAST	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	PROC120	lchedy	OTHER_FORM
E358	f83r	B4	B4-S016	FIRST	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	PROC070	qolkain	Q_ENTRY_FORM
E359	f83r	B4	B4-S016	MIDDLE	AL	ZIEL	PROC055	dal	OTHER_FORM
E361	f83r	B4	B4-S016	LAST	SHED+DY	ABSETZEN · SCHLUSS	PROC078	shedy	S_ENTRY_FORM
E362	f83r	B5	B5-S001	ONLY	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	PROC166	otchdy	OTHER_FORM
E363	f83r	B5	B5-S002	ONLY	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	PROC082	qokchdy	Q_ENTRY_FORM
E364	f83r	B5	B5-S003	FIRST	SHED+AL	ABSETZEN · ZIEL	PROC142	shedal	S_ENTRY_FORM
E365	f83r	B5	B5-S003	MIDDLE	AL	ZIEL	PROC055	dal	OTHER_FORM
E366	f83r	B5	B5-S003	MIDDLE	OL	FORTSETZEN	PROC013	cheol	OTHER_FORM
E369	f83r	B5	B5-S003	MIDDLE	AIIN	MASS	PROC009	aiin	OTHER_FORM
E370	f83r	B5	B5-S003	MIDDLE	OL	FORTSETZEN	PROC013	sol	S_ENTRY_FORM
E372	f83r	B5	B5-S003	LAST	CHD+Y	UMSETZEN · DIES	PROC042	chedy	OTHER_FORM
E376	f83r	B6	B6-S001	MIDDLE	OL	FORTSETZEN	PROC013	ol	OTHER_FORM
E377	f83r	B6	B6-S001	MIDDLE	AIIN	MASS	PROC009	daiin	OTHER_FORM
E378	f83r	B6	B6-S001	MIDDLE	OL	FORTSETZEN	PROC013	ol	OTHER_FORM
E379	f83r	B6	B6-S001	MIDDLE	AIN	PORTION	PROC156	dain	OTHER_FORM
E380	f83r	B6	B6-S001	MIDDLE	Y	DIES	PROC019	chey	OTHER_FORM
