fusion_unit_order	fusion_unit_id	statement_id	record_unit_id	page	member_event_ids	field_ids	owner_statuses	selected_visible_owners	silent_argument_defaults	owner_accessibility	textual_item_values	primary_noun_source	literal_workshop_clause_de
70	FU070	B1-S008	B1	f81v	E135	F030	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
71	FU071	B1-S008	B1	f81v	E136	F030	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
72	FU072	B1-S009	B1	f81v	E137	F031	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
73	FU073	B1-S010	B1	f81v	E138	F032	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
74	FU074	B1-S011	B1	f81v	E139	F033	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=durchleiten; Posten=Posten
75	FU075	B1-S011	B1	f81v	E140	F033	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
76	FU076	B1-S012	B1	f81v	E141	F034	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=waschen
77	FU077	B1-S012	B1	f81v	E142	F034	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=kurz
78	FU078	B1-S012	B1	f81v	E143	F034	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=waschen; Schluss
79	FU079	B1-S013	B1	f81v	E144	F035	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=waschen; Schluss
80	FU080	B1-S014	B1	f81v	E145	F036	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
81	FU081	B1-S014	B1	f81v	E146	F036	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
82	FU082	B1-S014	B1	f81v	E147	F036	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Ziel=gesetzt
83	FU083	B1-S014	B1	f81v	E148|E149	F036	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen→folgen; Reihenfolge=weiter+danach; Quelle=gesetzt
84	FU084	B1-S015	B1	f81v	E150|E151	F037	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten+Teil	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen→umsetzen; Posten=Posten+Teil; Grad=kurz; Schluss
85	FU085	B1-S016	B1	f81v	E152	F038	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Ziel=gesetzt
86	FU086	B1-S016	B1	f81v	E153	F038	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=länger
87	FU087	B1-S016	B1	f81v	E154	F038	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
88	FU088	B1-S016	B1	f81v	E155	F038	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
89	FU089	B1-S017	B1	f81v	E156|E157	F039	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter; Ziel=gesetzt; Grad=kurz
90	FU090	B1-S017	B1	f81v	E158	F039	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Schluss
91	FU091	B1-S018	B1	f81v	E159	F040	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=abführen; Posten=Posten
92	FU092	B1-S018	B1	f81v	E160|E161	F041	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=halten→weiterführen; Reihenfolge=weiter; Wert=Stufe; Grad=kurz
93	FU093	B1-S018	B1	f81v	E162	F041	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=sammeln; Grad=länger; Schluss
94	FU094	B1-S019	B1	f81v	E163	F042	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
95	FU095	B1-S020	B1	f81v	E164	F043	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=wärmen; Posten=Posten; Grad=kurz
96	FU096	B1-S020	B1	f81v	E165	F043	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=trennen; Schluss
97	FU097	B1-S021	B1	f81v	E166	F044	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=BILDBESITZER-AKTION; Ziel=gesetzt
98	FU098	B2-S001	B2	f82r	E167	F045	DIRECT_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	DIRECT_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Schluss
99	FU099	B2-S002	B2	f82r	E168	F046	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen→umsetzen; Reihenfolge=weiter; Schluss
100	FU100	B2-S003	B2	f82r	E169|E170	F047	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Wert=Anteil
101	FU101	B2-S003	B2	f82r	E171	F047	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
102	FU102	B2-S004	B2	f82r	E172	F048	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Ziel=gesetzt
103	FU103	B2-S004	B2	f82r	E173	F048	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=abführen→durchleiten; Posten=Posten
104	FU104	B2-S004	B2	f82r	E174	F048	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen
105	FU105	B2-S004	B2	f82r	E175	F049	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=länger
106	FU106	B2-S004	B2	f82r	E176	F049	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→trennen; Schluss
107	FU107	B2-S005	B2	f82r	E177	F050	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Ziel=gesetzt
108	FU108	B2-S005	B2	f82r	E178	F050	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=sammeln; Wert=Sollmaß
109	FU109	B2-S005	B2	f82r	E179	F050	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=durchleiten; Posten=Posten
110	FU110	B2-S005	B2	f82r	E180	F050	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Sollmaß
111	FU111	B2-S005	B2	f82r	E181	F051	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Sollmaß
112	FU112	B2-S005	B2	f82r	E182	F051	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=bereithalten→weiterführen; Reihenfolge=weiter; Zustand=bereit
113	FU113	B2-S005	B2	f82r	E183	F051	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=wärmen; Posten=Posten; Grad=länger
114	FU114	B2-S005	B2	f82r	E184	F051	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen; Schluss
115	FU115	B2-S006	B2	f82r	E185|E186	F052	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Posten; Ziel=gesetzt; Grad=länger
116	FU116	B2-S006	B2	f82r	E187	F052	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=durchleiten; Posten=Posten; Grad=kurz
117	FU117	B2-S006	B2	f82r	E188	F052	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
118	FU118	B2-S007	B2	f82r	E189	F053	DIRECT_VISIBLE	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	DIRECT_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
119	FU119	B2-S008	B2	f82r	E190|E191	F054	INHERITED_VISIBLE	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=folgen→ansetzen; Reihenfolge=danach; Quelle=gesetzt; Wert=Sollmaß
120	FU120	B2-S008	B2	f82r	E192	F054	INHERITED_VISIBLE	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
121	FU121	B2-S009	B2	f82r	E193	F055	INHERITED_VISIBLE	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen→absetzen; Reihenfolge=weiter; Schluss
122	FU122	B2-S010	B2	f82r	E194	F056	INHERITED_VISIBLE	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=länger
123	FU123	B2-S010	B2	f82r	E195	F056	INHERITED_VISIBLE	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
124	FU124	B2-S010	B2	f82r	E196|E197	F056	INHERITED_VISIBLE	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	INHERITED_VISIBLE_OWNER	Ergebnis	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=abführen; Posten=Ergebnis; Zustand=Ergebnis
125	FU125	B2-S011	B2	f82r	E198|E199	F057	UNRESOLVED	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	örtliche mittlere f82r-Station, die nur das Exemplar zwischen Linie und Liegepodest entscheidet	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Quelle=gesetzt; Wert=Anteil
126	FU126	B2-S011	B2	f82r	E200	F057	UNRESOLVED	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	örtliche mittlere f82r-Station, die nur das Exemplar zwischen Linie und Liegepodest entscheidet	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Anteil
127	FU127	B2-S011	B2	f82r	E201	F057	UNRESOLVED	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	örtliche mittlere f82r-Station, die nur das Exemplar zwischen Linie und Liegepodest entscheidet	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
128	FU128	B2-S012	B2	f82r	E202	F058	UNRESOLVED	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	örtliche mittlere f82r-Station, die nur das Exemplar zwischen Linie und Liegepodest entscheidet	OWNER_UNRESOLVED	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=abführen; Posten=Posten
129	FU129	B2-S012	B2	f82r	E203|E204	F059	DIRECT_VISIBLE	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenfeld auf f82r	DIRECT_VISIBLE_OWNER	Ergebnis+Posten	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=bereithalten; Posten=Ergebnis+Posten; Grad=kurz; Zustand=bereit+Ergebnis
130	FU130	B2-S012	B2	f82r	E205	F059	DIRECT_VISIBLE	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenfeld auf f82r	DIRECT_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=länger
131	FU131	B2-S012	B2	f82r	E206|E207	F059	DIRECT_VISIBLE	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenfeld auf f82r	DIRECT_VISIBLE_OWNER	Ergebnis	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=abführen; Posten=Ergebnis; Wert=Sollmaß; Zustand=Ergebnis
132	FU132	B2-S012	B2	f82r	E208|E209	F059	DIRECT_VISIBLE	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenfeld auf f82r	DIRECT_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=vollständig; Schluss
133	FU133	B2-S013	B2	f82r	E210	F060	INHERITED_VISIBLE	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenfeld auf f82r	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Schluss
134	FU134	B2-S014	B2	f82r	E211	F061	INHERITED_VISIBLE	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenfeld auf f82r	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen; Quelle=gesetzt
135	FU135	B2-S015	B2	f82r	E212|E213	F062	DIRECT_VISIBLE	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	DIRECT_VISIBLE_OWNER	Ergebnis	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=ansetzen; Posten=Ergebnis; Grad=länger; Zustand=Ergebnis; Schluss
136	FU136	B2-S016	B2	f82r	E214|E215	F063	INHERITED_VISIBLE	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Quelle=gesetzt; Ziel=gesetzt
137	FU137	B2-S016	B2	f82r	E216|E217	F063	INHERITED_VISIBLE	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=teilen; Wert=Sollmaß
138	FU138	B2-S016	B2	f82r	E218|E219	F063	INHERITED_VISIBLE	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Posten; Wert=Sollmaß; Grad=länger
139	FU139	B2-S016	B2	f82r	E220	F063	INHERITED_VISIBLE	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=kurz
140	FU140	B2-S016	B2	f82r	E221	F064	INHERITED_VISIBLE	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=zuführen→umsetzen; Schluss
141	FU141	B2-S017	B2	f82r	E222|E223	F065	INHERITED_VISIBLE	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=halten; Ziel=gesetzt; Grad=kurz; Schluss
142	FU142	B2-S018	B2	f82r	E224	F066	INHERITED_VISIBLE	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
143	FU143	B2-S019	B2	f82r	E225	F067	INHERITED_VISIBLE	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=waschen; Schluss
144	FU144	B2-S020	B2	f82r	E226	F068	INHERITED_VISIBLE	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=folgen; Reihenfolge=danach; Grad=länger; Schluss
145	FU145	B2-S021	B2	f82r	E227	F069	INHERITED_VISIBLE	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
146	FU146	B2-S022	B2	f82r	E228	F070	INHERITED_VISIBLE	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Schluss
147	FU147	B3-S001	B3	f83r	E229	F071	DIRECT_VISIBLE	B3_UPPER_MARGIN_OPEN_FAN_STATION	oberste f83r-Randstation mit offenem Punkt-/Fächerende	DIRECT_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=sammeln; Grad=länger; Schluss
