canonical_card	joint_tuple_id	selected_default_de	source_class	event_serial	page	register	locus	record	record_unit_id	record_event_position	record_event_count	field_id	field_position	field_event_position	field_event_count	terminal_status	surface_audit_only	formal_formula_audit_only	v59_mnemonic	v60_mnemonic	predecessor_event_serial	predecessor_joint_tuple_id	predecessor_canonical_card	predecessor_local_expansion	current_local_iatromedical_expansion	current_nonmedical_rival	successor_event_serial	successor_joint_tuple_id	successor_canonical_card	successor_local_expansion	whole_field_local_expansion	whole_field_nonmedical_rival	occurrence_pressure	card_context_pressure_summary	strongest_contradiction	binding_rule
OKE	7db18b2f0fb7ed0fcfd3	spülen	Verb	138	f81v	BIOLOGICAL	f81v.18	1	B1	38	66	F032	ONLY	1	1	TERMINAL	qokedy	CLOSE(OPAQUE_PAYLOAD)	SPÜLEN?	SPÜLEN?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	spüle die bezeichnete Stelle einmal und beende den Schritt	absetzen und klären [lokaler B1-Musterbogenschritt 38/66; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	spüle die bezeichnete Stelle einmal und beende den Schritt	temperieren [Ganzfeldexemplar B1, Feld 12/24]	REGISTER=BIOLOGICAL;FIELD_POSITION=ONLY;FIELD_LENGTH=1;TERMINAL=TERMINAL;PREDECESSOR=BOUNDARY;SUCCESSOR=BOUNDARY	8 rein biologische Vorkommen auf 2 Seiten/3 Records; 3× ONLY, 5× LAST und 8× TERMINAL; zweimal OKEEY→OKE, einmal nach einer lokalen Erstspülung. Das Prozessmotiv ist kohärent.	Alle 8/8 Fälle sind vollständig mit CLOSE konfundiert; ‚beenden‘ erklärt die Position ohne jede Spülsemantik und ist formal sparsamer.	EXACT_JOINT_TUPLE_ID_ONLY
OKY	276a7c2d74d1143446f4	verwenden	Verb	140	f81v	BIOLOGICAL	f81v.18	1	B1	40	66	F033	LAST	2	2	NONCLOSE	qoky	OPAQUE_PAYLOAD	VERWENDEN?	VERWENDEN?	139	2cc8bb3c2af19607888f	OTHER_EXACT	durch die verbundenen Läufe	Die aktive Portion verwenden	absetzen und klären [lokaler B1-Musterbogenschritt 40/66; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	durch die verbundenen Läufe ; Die aktive Portion verwenden	absetzen und klären [Ganzfeldexemplar B1, Feld 13/24]	REGISTER=BIOLOGICAL;FIELD_POSITION=LAST;FIELD_LENGTH=2;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=BOUNDARY	10 Vorkommen auf 5 Seiten/6 Records; 6× MIDDLE, 2× LAST, 1× FIRST, 1× ONLY; zweimal OKEEY→OKY, zweimal OKY→AIIN und einmal OKY→AL. Das Tuple sitzt plausibel als ausführbarer Handlungspivot.	Ein isoliertes und drei feldabschließende Vorkommen lassen ebenso eine Fortsetzungs- oder Freigabefunktion zu; die technische Rivalprosa ist nicht einheitlich.	EXACT_JOINT_TUPLE_ID_ONLY
OKEEY	0275fbf14e07935b0a45	lauwarm	Zustand	153	f81v	BIOLOGICAL	f81v.24	1	B1	53	66	F038	MIDDLE	2	4	NONCLOSE	okeey	OPAQUE_PAYLOAD	WARM?	LAUWARM?	152	308e8ea2d5d190c498e8	OTHER_EXACT	mische beide Anteile zusammen	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	weitergeben [lokaler B1-Musterbogenschritt 53/66; keine Kartenbedeutung]	154	dcda95c81a5460feb191	OTHER_EXACT	Mit der vorigen Zubereitung weiter	mische beide Anteile zusammen ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	absetzen und klären [Ganzfeldexemplar B1, Feld 18/24]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=4;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=OTHER_EXACT	7 rein biologische Vorkommen auf 3 Seiten/4 Records; 3× FIRST, 4× MIDDLE, alle NONCLOSE; zweimal vor OKY, zweimal vor OKE und einmal nach OTCHEY. Das bildet einen Zustands-Pivot.	Es gibt keinen unabhängigen Heiß/Kalt-Kontrast, und die nichtmedizinischen Lokalschritte tragen keine einheitliche Temperatur; die sieben V59-Expansionen sind vorgeprägt.	EXACT_JOINT_TUPLE_ID_ONLY
AL	dd0ecaf5e27d81befffc	dorthin	Relation	156	f81v	BIOLOGICAL	f81v.24	1	B1	56	66	F039	FIRST	1	3	NONCLOSE	sal	OPAQUE_PAYLOAD	AN?	DORTHIN?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	An die bezeichnete Zielstelle führen	weitergeben [lokaler B1-Musterbogenschritt 56/66; keine Kartenbedeutung]	157	a06244ef1f2b37ca44c1	OTHER_EXACT	die erste Öffnung	An die bezeichnete Zielstelle führen ; die erste Öffnung ; seihe es klar und beende den Schritt	weitergeben [Ganzfeldexemplar B1, Feld 19/24]	REGISTER=BIOLOGICAL;FIELD_POSITION=FIRST;FIELD_LENGTH=3;TERMINAL=NONCLOSE;PREDECESSOR=BOUNDARY;SUCCESSOR=OTHER_EXACT	10 Vorkommen auf 4 Seiten/6 Records; 4× FIRST, 3× MIDDLE, 2× LAST, 1× ONLY, alle NONCLOSE. Fünf Feldanfänge und Anschlüsse an OKY, CTHY und LCHE stützen eine Deixis.	Das Ziel ist in keinem der zehn Tuple-Ereignisse unabhängig identifiziert; besonders das ONLY-Feld kann ebenso eine selbständige Übergabeformel sein.	EXACT_JOINT_TUPLE_ID_ONLY
AL	dd0ecaf5e27d81befffc	dorthin	Relation	166	f81v	BIOLOGICAL	f81v.27	1	B1	66	66	F044	ONLY	1	1	NONCLOSE	chal	OPAQUE_PAYLOAD	AN?	DORTHIN?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	An die bezeichnete Zielstelle führen	weitergeben [lokaler B1-Musterbogenschritt 66/66; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	An die bezeichnete Zielstelle führen	weitergeben [Ganzfeldexemplar B1, Feld 24/24]	REGISTER=BIOLOGICAL;FIELD_POSITION=ONLY;FIELD_LENGTH=1;TERMINAL=NONCLOSE;PREDECESSOR=BOUNDARY;SUCCESSOR=BOUNDARY	10 Vorkommen auf 4 Seiten/6 Records; 4× FIRST, 3× MIDDLE, 2× LAST, 1× ONLY, alle NONCLOSE. Fünf Feldanfänge und Anschlüsse an OKY, CTHY und LCHE stützen eine Deixis.	Das Ziel ist in keinem der zehn Tuple-Ereignisse unabhängig identifiziert; besonders das ONLY-Feld kann ebenso eine selbständige Übergabeformel sein.	EXACT_JOINT_TUPLE_ID_ONLY
OKEEY	0275fbf14e07935b0a45	lauwarm	Zustand	175	f82r	BIOLOGICAL	f82r.3	1	B2	9	62	F049	FIRST	1	2	NONCLOSE	qokeey	OPAQUE_PAYLOAD	WARM?	LAUWARM?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	Einzelbecken füllen [lokaler B2-Musterbogenschritt 9/62; keine Kartenbedeutung]	176	c1db6b0a28d5cbb5d3d2	OTHER_EXACT	seihe es klar und beende den Schritt	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 5/26]	REGISTER=BIOLOGICAL;FIELD_POSITION=FIRST;FIELD_LENGTH=2;TERMINAL=NONCLOSE;PREDECESSOR=BOUNDARY;SUCCESSOR=OTHER_EXACT	7 rein biologische Vorkommen auf 3 Seiten/4 Records; 3× FIRST, 4× MIDDLE, alle NONCLOSE; zweimal vor OKY, zweimal vor OKE und einmal nach OTCHEY. Das bildet einen Zustands-Pivot.	Es gibt keinen unabhängigen Heiß/Kalt-Kontrast, und die nichtmedizinischen Lokalschritte tragen keine einheitliche Temperatur; die sieben V59-Expansionen sind vorgeprägt.	EXACT_JOINT_TUPLE_ID_ONLY
OKY	276a7c2d74d1143446f4	verwenden	Verb	188	f82r	BIOLOGICAL	f82r.4	1	B2	22	62	F052	LAST	4	4	NONCLOSE	qoky	OPAQUE_PAYLOAD	VERWENDEN?	VERWENDEN?	187	c1913ec4ff84148da6d3	OTHER_EXACT	über der örtlich bezeichneten Stelle	Die aktive Portion verwenden	Fluss bewegen [lokaler B2-Musterbogenschritt 22/62; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	das bereitete Öl ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden	Fluss bewegen [Ganzfeldexemplar B2, Feld 8/26]	REGISTER=BIOLOGICAL;FIELD_POSITION=LAST;FIELD_LENGTH=4;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=BOUNDARY	10 Vorkommen auf 5 Seiten/6 Records; 6× MIDDLE, 2× LAST, 1× FIRST, 1× ONLY; zweimal OKEEY→OKY, zweimal OKY→AIIN und einmal OKY→AL. Das Tuple sitzt plausibel als ausführbarer Handlungspivot.	Ein isoliertes und drei feldabschließende Vorkommen lassen ebenso eine Fortsetzungs- oder Freigabefunktion zu; die technische Rivalprosa ist nicht einheitlich.	EXACT_JOINT_TUPLE_ID_ONLY
OKEEY	0275fbf14e07935b0a45	lauwarm	Zustand	194	f82r	BIOLOGICAL	f82r.7	1	B2	28	62	F056	FIRST	1	4	NONCLOSE	qokeey	OPAQUE_PAYLOAD	WARM?	LAUWARM?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	Fluss bewegen [lokaler B2-Musterbogenschritt 28/62; keine Kartenbedeutung]	195	276a7c2d74d1143446f4	OKY	Die aktive Portion verwenden	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	Fluss bewegen [Ganzfeldexemplar B2, Feld 12/26]	REGISTER=BIOLOGICAL;FIELD_POSITION=FIRST;FIELD_LENGTH=4;TERMINAL=NONCLOSE;PREDECESSOR=BOUNDARY;SUCCESSOR=OKY	7 rein biologische Vorkommen auf 3 Seiten/4 Records; 3× FIRST, 4× MIDDLE, alle NONCLOSE; zweimal vor OKY, zweimal vor OKE und einmal nach OTCHEY. Das bildet einen Zustands-Pivot.	Es gibt keinen unabhängigen Heiß/Kalt-Kontrast, und die nichtmedizinischen Lokalschritte tragen keine einheitliche Temperatur; die sieben V59-Expansionen sind vorgeprägt.	EXACT_JOINT_TUPLE_ID_ONLY
OKY	276a7c2d74d1143446f4	verwenden	Verb	195	f82r	BIOLOGICAL	f82r.7	1	B2	29	62	F056	MIDDLE	2	4	NONCLOSE	qoky	OPAQUE_PAYLOAD	VERWENDEN?	VERWENDEN?	194	0275fbf14e07935b0a45	OKEEY	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	Die aktive Portion verwenden	Fluss bewegen [lokaler B2-Musterbogenschritt 29/62; keine Kartenbedeutung]	196	5eff216ba51fbfb21f22	OTHER_EXACT	die erste Öffnung	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	Fluss bewegen [Ganzfeldexemplar B2, Feld 12/26]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=4;TERMINAL=NONCLOSE;PREDECESSOR=OKEEY;SUCCESSOR=OTHER_EXACT	10 Vorkommen auf 5 Seiten/6 Records; 6× MIDDLE, 2× LAST, 1× FIRST, 1× ONLY; zweimal OKEEY→OKY, zweimal OKY→AIIN und einmal OKY→AL. Das Tuple sitzt plausibel als ausführbarer Handlungspivot.	Ein isoliertes und drei feldabschließende Vorkommen lassen ebenso eine Fortsetzungs- oder Freigabefunktion zu; die technische Rivalprosa ist nicht einheitlich.	EXACT_JOINT_TUPLE_ID_ONLY
EY	b5df9126607030b95175	klar	Zustand	197	f82r	BIOLOGICAL	f82r.7	1	B2	31	62	F056	LAST	4	4	NONCLOSE	cheey	OPAQUE_PAYLOAD	KLAR?	KLAR?	196	5eff216ba51fbfb21f22	OTHER_EXACT	die erste Öffnung	Bis die Flüssigkeit klar abläuft	Fluss bewegen [lokaler B2-Musterbogenschritt 31/62; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	Fluss bewegen [Ganzfeldexemplar B2, Feld 12/26]	REGISTER=BIOLOGICAL;FIELD_POSITION=LAST;FIELD_LENGTH=4;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=BOUNDARY	4 Vorkommen auf 3 Seiten/3 Records, verteilt auf FIRST/MIDDLE/LAST und stets NONCLOSE. Die fehlende Schlussbindung erlaubt einen echten Zwischenzustand.	Vier geerbte Lokalexpansionen unterscheiden Transparenz, Reinheit und Fertigsein nicht; es fehlt ein unabhängiges Kontrastpaar.	EXACT_JOINT_TUPLE_ID_ONLY
EY	b5df9126607030b95175	klar	Zustand	203	f82r	BIOLOGICAL	f82r.23	1	B2	37	62	F059	FIRST	1	7	NONCLOSE	cheey	OPAQUE_PAYLOAD	KLAR?	KLAR?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	Bis die Flüssigkeit klar abläuft	filtern und ablassen [lokaler B2-Musterbogenschritt 37/62; keine Kartenbedeutung]	204	6b89d6dd70635bc60fe0	OTHER_EXACT	unter derselben Einstellung	Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	filtern und ablassen [Ganzfeldexemplar B2, Feld 15/26]	REGISTER=BIOLOGICAL;FIELD_POSITION=FIRST;FIELD_LENGTH=7;TERMINAL=NONCLOSE;PREDECESSOR=BOUNDARY;SUCCESSOR=OTHER_EXACT	4 Vorkommen auf 3 Seiten/3 Records, verteilt auf FIRST/MIDDLE/LAST und stets NONCLOSE. Die fehlende Schlussbindung erlaubt einen echten Zwischenzustand.	Vier geerbte Lokalexpansionen unterscheiden Transparenz, Reinheit und Fertigsein nicht; es fehlt ein unabhängiges Kontrastpaar.	EXACT_JOINT_TUPLE_ID_ONLY
OKEEY	0275fbf14e07935b0a45	lauwarm	Zustand	205	f82r	BIOLOGICAL	f82r.23	1	B2	39	62	F059	MIDDLE	3	7	NONCLOSE	qokeey	OPAQUE_PAYLOAD	WARM?	LAUWARM?	204	6b89d6dd70635bc60fe0	OTHER_EXACT	unter derselben Einstellung	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	filtern und ablassen [lokaler B2-Musterbogenschritt 39/62; keine Kartenbedeutung]	206	5fca8fc3dee57e1d8c1f	OTHER_EXACT	der eingetauchte Teil	Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	filtern und ablassen [Ganzfeldexemplar B2, Feld 15/26]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=7;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=OTHER_EXACT	7 rein biologische Vorkommen auf 3 Seiten/4 Records; 3× FIRST, 4× MIDDLE, alle NONCLOSE; zweimal vor OKY, zweimal vor OKE und einmal nach OTCHEY. Das bildet einen Zustands-Pivot.	Es gibt keinen unabhängigen Heiß/Kalt-Kontrast, und die nichtmedizinischen Lokalschritte tragen keine einheitliche Temperatur; die sieben V59-Expansionen sind vorgeprägt.	EXACT_JOINT_TUPLE_ID_ONLY
AIIN	2f1c5e56e8f0ff459065	Maß	Parameter	207	f82r	BIOLOGICAL	f82r.23	1	B2	41	62	F059	MIDDLE	5	7	NONCLOSE	daiin	OPAQUE_PAYLOAD	MASS?	MASS?	206	5fca8fc3dee57e1d8c1f	OTHER_EXACT	der eingetauchte Teil	Ein vorgeschriebenes Maß	filtern und ablassen [lokaler B2-Musterbogenschritt 41/62; keine Kartenbedeutung]	208	b921a237be883a820352	OTHER_EXACT	Diese aktive Portion	Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	filtern und ablassen [Ganzfeldexemplar B2, Feld 15/26]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=7;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=OTHER_EXACT	20 Vorkommen auf 7 Seiten und in allen 11 Prosarecords; 6× FIRST, 9× MIDDLE, 5× LAST, stets NONCLOSE; zweimal OKY→AIIN. Der breite Anschlussdruck begünstigt einen frei einsetzbaren Parameter.	Keines der 20 Ereignisse trägt selbst eine sichtbare Einheit oder Zahl; alle gleichlautenden Maß-Expansionen sind aus V59 geerbt und daher nicht unabhängig.	EXACT_JOINT_TUPLE_ID_ONLY
LCHE	de7321bface5628e35d6	ablassen	Verb	210	f82r	BIOLOGICAL	f82r.23	1	B2	44	62	F060	ONLY	1	1	TERMINAL	lchedy	CLOSE(OPAQUE_PAYLOAD)	ABLASSEN?	ABLASSEN?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	filtern und ablassen [lokaler B2-Musterbogenschritt 44/62; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	filtern und ablassen [Ganzfeldexemplar B2, Feld 16/26]	REGISTER=BIOLOGICAL;FIELD_POSITION=ONLY;FIELD_LENGTH=1;TERMINAL=TERMINAL;PREDECESSOR=BOUNDARY;SUCCESSOR=BOUNDARY	8 rein biologische Vorkommen auf 2 Seiten/3 Records; 5× ONLY, 3× LAST und 8× TERMINAL; einmal folgt LCHE auf AL, einmal stimmt der technische Ganzdefault ‚unten ablassen‘ überein.	Alle 8/8 Fälle sind CLOSE-konfundiert, fünf sogar isoliert; OKE zeigt dieselbe Position mit anderer kreativer Lesung, ohne unabhängiges Merkmal zur Trennung.	EXACT_JOINT_TUPLE_ID_ONLY
AL	dd0ecaf5e27d81befffc	dorthin	Relation	214	f82r	BIOLOGICAL	f82r.26	1	B2	48	62	F063	FIRST	1	7	NONCLOSE	cheal	OPAQUE_PAYLOAD	AN?	DORTHIN?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	An die bezeichnete Zielstelle führen	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 48/62; keine Kartenbedeutung]	215	0f15effeca7ab10bb026	OTHER_EXACT	kühles Wasser	An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser	filtern und ablassen [Ganzfeldexemplar B2, Feld 19/26]	REGISTER=BIOLOGICAL;FIELD_POSITION=FIRST;FIELD_LENGTH=7;TERMINAL=NONCLOSE;PREDECESSOR=BOUNDARY;SUCCESSOR=OTHER_EXACT	10 Vorkommen auf 4 Seiten/6 Records; 4× FIRST, 3× MIDDLE, 2× LAST, 1× ONLY, alle NONCLOSE. Fünf Feldanfänge und Anschlüsse an OKY, CTHY und LCHE stützen eine Deixis.	Das Ziel ist in keinem der zehn Tuple-Ereignisse unabhängig identifiziert; besonders das ONLY-Feld kann ebenso eine selbständige Übergabeformel sein.	EXACT_JOINT_TUPLE_ID_ONLY
AIIN	2f1c5e56e8f0ff459065	Maß	Parameter	217	f82r	BIOLOGICAL	f82r.26	1	B2	51	62	F063	MIDDLE	4	7	NONCLOSE	aiin	OPAQUE_PAYLOAD	MASS?	MASS?	216	db729b598e89e11452e0	OTHER_EXACT	zu gleichen Anteilen	Ein vorgeschriebenes Maß	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 51/62; keine Kartenbedeutung]	218	5d5e0b288cf36864ed9d	OTHER_EXACT	das bereitete Öl	An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser	filtern und ablassen [Ganzfeldexemplar B2, Feld 19/26]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=7;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=OTHER_EXACT	20 Vorkommen auf 7 Seiten und in allen 11 Prosarecords; 6× FIRST, 9× MIDDLE, 5× LAST, stets NONCLOSE; zweimal OKY→AIIN. Der breite Anschlussdruck begünstigt einen frei einsetzbaren Parameter.	Keines der 20 Ereignisse trägt selbst eine sichtbare Einheit oder Zahl; alle gleichlautenden Maß-Expansionen sind aus V59 geerbt und daher nicht unabhängig.	EXACT_JOINT_TUPLE_ID_ONLY
AIIN	2f1c5e56e8f0ff459065	Maß	Parameter	233	f83r	BIOLOGICAL	f83r.3	1	B3	5	86	F073	MIDDLE	2	4	NONCLOSE	daiin	OPAQUE_PAYLOAD	MASS?	MASS?	232	b921a237be883a820352	OTHER_EXACT	Diese aktive Portion	Ein vorgeschriebenes Maß	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 5/86; keine Kartenbedeutung]	234	b921a237be883a820352	OTHER_EXACT	Diese aktive Portion	Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 3/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=4;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=OTHER_EXACT	20 Vorkommen auf 7 Seiten und in allen 11 Prosarecords; 6× FIRST, 9× MIDDLE, 5× LAST, stets NONCLOSE; zweimal OKY→AIIN. Der breite Anschlussdruck begünstigt einen frei einsetzbaren Parameter.	Keines der 20 Ereignisse trägt selbst eine sichtbare Einheit oder Zahl; alle gleichlautenden Maß-Expansionen sind aus V59 geerbt und daher nicht unabhängig.	EXACT_JOINT_TUPLE_ID_ONLY
LCHE	de7321bface5628e35d6	ablassen	Verb	235	f83r	BIOLOGICAL	f83r.3	1	B3	7	86	F073	LAST	4	4	TERMINAL	lchedy	CLOSE(OPAQUE_PAYLOAD)	ABLASSEN?	ABLASSEN?	234	b921a237be883a820352	OTHER_EXACT	Diese aktive Portion	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 7/86; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 3/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=LAST;FIELD_LENGTH=4;TERMINAL=TERMINAL;PREDECESSOR=OTHER_EXACT;SUCCESSOR=BOUNDARY	8 rein biologische Vorkommen auf 2 Seiten/3 Records; 5× ONLY, 3× LAST und 8× TERMINAL; einmal folgt LCHE auf AL, einmal stimmt der technische Ganzdefault ‚unten ablassen‘ überein.	Alle 8/8 Fälle sind CLOSE-konfundiert, fünf sogar isoliert; OKE zeigt dieselbe Position mit anderer kreativer Lesung, ohne unabhängiges Merkmal zur Trennung.	EXACT_JOINT_TUPLE_ID_ONLY
LCHE	de7321bface5628e35d6	ablassen	Verb	246	f83r	BIOLOGICAL	f83r.6	1	B3	18	86	F078	ONLY	1	1	TERMINAL	lchedy	CLOSE(OPAQUE_PAYLOAD)	ABLASSEN?	ABLASSEN?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 18/86; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 8/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=ONLY;FIELD_LENGTH=1;TERMINAL=TERMINAL;PREDECESSOR=BOUNDARY;SUCCESSOR=BOUNDARY	8 rein biologische Vorkommen auf 2 Seiten/3 Records; 5× ONLY, 3× LAST und 8× TERMINAL; einmal folgt LCHE auf AL, einmal stimmt der technische Ganzdefault ‚unten ablassen‘ überein.	Alle 8/8 Fälle sind CLOSE-konfundiert, fünf sogar isoliert; OKE zeigt dieselbe Position mit anderer kreativer Lesung, ohne unabhängiges Merkmal zur Trennung.	EXACT_JOINT_TUPLE_ID_ONLY
OKY	276a7c2d74d1143446f4	verwenden	Verb	247	f83r	BIOLOGICAL	f83r.6	1	B3	19	86	F079	ONLY	1	1	NONCLOSE	qoky	OPAQUE_PAYLOAD	VERWENDEN?	VERWENDEN?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	Die aktive Portion verwenden	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 19/86; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	Die aktive Portion verwenden	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 9/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=ONLY;FIELD_LENGTH=1;TERMINAL=NONCLOSE;PREDECESSOR=BOUNDARY;SUCCESSOR=BOUNDARY	10 Vorkommen auf 5 Seiten/6 Records; 6× MIDDLE, 2× LAST, 1× FIRST, 1× ONLY; zweimal OKEEY→OKY, zweimal OKY→AIIN und einmal OKY→AL. Das Tuple sitzt plausibel als ausführbarer Handlungspivot.	Ein isoliertes und drei feldabschließende Vorkommen lassen ebenso eine Fortsetzungs- oder Freigabefunktion zu; die technische Rivalprosa ist nicht einheitlich.	EXACT_JOINT_TUPLE_ID_ONLY
