audit_serial	card	exact_joint_tuple_id	V60_R3_selected_technical_default	event_serial	page	locus	record_unit_id	field_id	field_position	field_length	physical_line_initial	terminal_status	strict_control_prompt	surface_display_only	previous_exact_id	previous_final_mnemonic	next_exact_id	next_final_mnemonic	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	source_class	process_state_effect	occurrence_fit	strongest_card_contradiction	confidence	binding_basis
42	OR	7a4bb8136330ee4e6e56	ANSATZ?	71	f55v	f55v.11	H4	F013	MIDDLE	6	NO	NONCLOSE	NONE	or	204b04837409088c48f9	UNKNOWN_EXEMPLAR	b921a237be883a820352	UNKNOWN_EXEMPLAR	Die bereitete Arbeitsflüssigkeit	Fraktionen buchen [lokaler H4-Musterbogenschritt 16/18; keine Kartenbedeutung]	ACTIVE_BATCH_CARD	active_batch := prepared_working_lot	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	The exact card occurs twice consecutively in one field; identical adjacent loads may be copying cadence rather than two batches.	0.60	EXACT_JOINT_TUPLE_ID_ONLY
43	OR	7a4bb8136330ee4e6e56	ANSATZ?	254	f83r	f83r.11	B3	F082	FIRST	2	YES	NONCLOSE	NONE	sor	FIELD_START	FIELD_START	bc4f1f5c006c74a4d26d	UNKNOWN_EXEMPLAR	Die bereitete Arbeitsflüssigkeit	durch Stationen führen [lokaler B3-Musterbogenschritt 26/86; keine Kartenbedeutung]	ACTIVE_BATCH_CARD	active_batch := prepared_working_lot	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	The exact card occurs twice consecutively in one field; identical adjacent loads may be copying cadence rather than two batches.	0.60	EXACT_JOINT_TUPLE_ID_ONLY
44	OR	7a4bb8136330ee4e6e56	ANSATZ?	348	f83r	f83r.38	B4	F124	FIRST	4	YES	NONCLOSE	NONE	or	FIELD_START	FIELD_START	b921a237be883a820352	UNKNOWN_EXEMPLAR	Die bereitete Arbeitsflüssigkeit	unten ablassen [lokaler B4-Musterbogenschritt 34/47; keine Kartenbedeutung]	ACTIVE_BATCH_CARD	active_batch := prepared_working_lot	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	The exact card occurs twice consecutively in one field; identical adjacent loads may be copying cadence rather than two batches.	0.60	EXACT_JOINT_TUPLE_ID_ONLY
45	AL	dd0ecaf5e27d81befffc	ZIEL?	82	f56r	f56r.7	H5	F015	LAST	5	NO	NONCLOSE	NONE	dal	276a7c2d74d1143446f4	AUSFÜHREN?	FIELD_END	FIELD_END	An die bezeichnete Zielstelle führen	klein dosieren [lokaler H5-Musterbogenschritt 9/27; keine Kartenbedeutung]	TARGET_RELATION_CARD	route.target := pictured_or_local_destination	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	The only one-card field and several field-initial cases contain no overt route operand; the target is supplied entirely by picture or stencil.	0.50	EXACT_JOINT_TUPLE_ID_ONLY
46	AL	dd0ecaf5e27d81befffc	ZIEL?	109	f81v	f81v.2	B1	F022	MIDDLE	11	NO	NONCLOSE	NONE	al	94df4847b7b16c98394a	UNKNOWN_EXEMPLAR	dcda95c81a5460feb191	UNKNOWN_EXEMPLAR	An die bezeichnete Zielstelle führen	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 9/66; keine Kartenbedeutung]	TARGET_RELATION_CARD	route.target := pictured_or_local_destination	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	The only one-card field and several field-initial cases contain no overt route operand; the target is supplied entirely by picture or stencil.	0.50	EXACT_JOINT_TUPLE_ID_ONLY
47	AL	dd0ecaf5e27d81befffc	ZIEL?	156	f81v	f81v.24	B1	F039	FIRST	3	NO	NONCLOSE	NONE	sal	FIELD_START	FIELD_START	a06244ef1f2b37ca44c1	UNKNOWN_EXEMPLAR	An die bezeichnete Zielstelle führen	weitergeben [lokaler B1-Musterbogenschritt 56/66; keine Kartenbedeutung]	TARGET_RELATION_CARD	route.target := pictured_or_local_destination	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	The only one-card field and several field-initial cases contain no overt route operand; the target is supplied entirely by picture or stencil.	0.50	EXACT_JOINT_TUPLE_ID_ONLY
48	AL	dd0ecaf5e27d81befffc	ZIEL?	166	f81v	f81v.27	B1	F044	ONLY	1	NO	NONCLOSE	NONE	chal	FIELD_START	FIELD_START	FIELD_END	FIELD_END	An die bezeichnete Zielstelle führen	weitergeben [lokaler B1-Musterbogenschritt 66/66; keine Kartenbedeutung]	TARGET_RELATION_CARD	route.target := pictured_or_local_destination	ONE_CARD_INHERITED_TARGET_PRESSURE	The only one-card field and several field-initial cases contain no overt route operand; the target is supplied entirely by picture or stencil.	0.50	EXACT_JOINT_TUPLE_ID_ONLY
49	AL	dd0ecaf5e27d81befffc	ZIEL?	214	f82r	f82r.26	B2	F063	FIRST	7	NO	NONCLOSE	NONE	cheal	FIELD_START	FIELD_START	0f15effeca7ab10bb026	UNKNOWN_EXEMPLAR	An die bezeichnete Zielstelle führen	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 48/62; keine Kartenbedeutung]	TARGET_RELATION_CARD	route.target := pictured_or_local_destination	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	The only one-card field and several field-initial cases contain no overt route operand; the target is supplied entirely by picture or stencil.	0.50	EXACT_JOINT_TUPLE_ID_ONLY
50	AL	dd0ecaf5e27d81befffc	ZIEL?	268	f83r	f83r.14	B3	F091	FIRST	2	NO	NONCLOSE	NONE	dal	FIELD_START	FIELD_START	de7321bface5628e35d6	ABFÜHREN?	An die bezeichnete Zielstelle führen	durch Stationen führen [lokaler B3-Musterbogenschritt 40/86; keine Kartenbedeutung]	TARGET_RELATION_CARD	route.target := pictured_or_local_destination	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	The only one-card field and several field-initial cases contain no overt route operand; the target is supplied entirely by picture or stencil.	0.50	EXACT_JOINT_TUPLE_ID_ONLY
51	AL	dd0ecaf5e27d81befffc	ZIEL?	272	f83r	f83r.14	B3	F092	MIDDLE	4	NO	NONCLOSE	NONE	dal	e0b630cb1b5df5e7105b	FREIGABE?	b921a237be883a820352	UNKNOWN_EXEMPLAR	An die bezeichnete Zielstelle führen	absetzen und klären [lokaler B3-Musterbogenschritt 44/86; keine Kartenbedeutung]	TARGET_RELATION_CARD	route.target := pictured_or_local_destination	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	The only one-card field and several field-initial cases contain no overt route operand; the target is supplied entirely by picture or stencil.	0.50	EXACT_JOINT_TUPLE_ID_ONLY
52	AL	dd0ecaf5e27d81befffc	ZIEL?	278	f83r	f83r.15	B3	F093	MIDDLE	7	NO	NONCLOSE	NONE	tal	b921a237be883a820352	UNKNOWN_EXEMPLAR	e0b630cb1b5df5e7105b	FREIGABE?	An die bezeichnete Zielstelle führen	absetzen und klären [lokaler B3-Musterbogenschritt 50/86; keine Kartenbedeutung]	TARGET_RELATION_CARD	route.target := pictured_or_local_destination	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	The only one-card field and several field-initial cases contain no overt route operand; the target is supplied entirely by picture or stencil.	0.50	EXACT_JOINT_TUPLE_ID_ONLY
53	AL	dd0ecaf5e27d81befffc	ZIEL?	359	f83r	f83r.41	B4	F127	LAST	2	NO	NONCLOSE	NONE	dal	94df4847b7b16c98394a	UNKNOWN_EXEMPLAR	FIELD_END	FIELD_END	An die bezeichnete Zielstelle führen	neu ansetzen [lokaler B4-Musterbogenschritt 45/47; keine Kartenbedeutung]	TARGET_RELATION_CARD	route.target := pictured_or_local_destination	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	The only one-card field and several field-initial cases contain no overt route operand; the target is supplied entirely by picture or stencil.	0.50	EXACT_JOINT_TUPLE_ID_ONLY
54	AL	dd0ecaf5e27d81befffc	ZIEL?	365	f83r	f83r.48	B5	F132	FIRST	5	YES	NONCLOSE	NONE	dal	FIELD_START	FIELD_START	dcda95c81a5460feb191	UNKNOWN_EXEMPLAR	An die bezeichnete Zielstelle führen	einmal erwärmen [lokaler B5-Musterbogenschritt 4/11; keine Kartenbedeutung]	TARGET_RELATION_CARD	route.target := pictured_or_local_destination	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	The only one-card field and several field-initial cases contain no overt route operand; the target is supplied entirely by picture or stencil.	0.50	EXACT_JOINT_TUPLE_ID_ONLY
55	EY	b5df9126607030b95175	KLARLAUF?	44	f11r	f11r.1	H3	F006	MIDDLE	7	NO	NONCLOSE	NONE	shey	deb377381ceaf55ea310	UNKNOWN_EXEMPLAR	2e2027b1951d79911e24	UNKNOWN_EXEMPLAR	Bis die Flüssigkeit klar abläuft	ausziehen [lokaler H3-Musterbogenschritt 6/17; keine Kartenbedeutung]	STATE_THRESHOLD_CARD	flow_state.clarity := threshold_reached	STATE_VERSUS_ACTION_UNRESOLVED	The occurrences split across first, medial and last positions; clarity may be a local action expansion rather than a stable state value.	0.49	EXACT_JOINT_TUPLE_ID_ONLY
56	EY	b5df9126607030b95175	KLARLAUF?	197	f82r	f82r.7	B2	F056	LAST	4	NO	NONCLOSE	NONE	cheey	5eff216ba51fbfb21f22	UNKNOWN_EXEMPLAR	FIELD_END	FIELD_END	Bis die Flüssigkeit klar abläuft	Fluss bewegen [lokaler B2-Musterbogenschritt 31/62; keine Kartenbedeutung]	STATE_THRESHOLD_CARD	flow_state.clarity := threshold_reached	STATE_VERSUS_ACTION_UNRESOLVED	The occurrences split across first, medial and last positions; clarity may be a local action expansion rather than a stable state value.	0.49	EXACT_JOINT_TUPLE_ID_ONLY
57	EY	b5df9126607030b95175	KLARLAUF?	203	f82r	f82r.23	B2	F059	FIRST	7	YES	NONCLOSE	NONE	cheey	FIELD_START	FIELD_START	6b89d6dd70635bc60fe0	UNKNOWN_EXEMPLAR	Bis die Flüssigkeit klar abläuft	filtern und ablassen [lokaler B2-Musterbogenschritt 37/62; keine Kartenbedeutung]	STATE_THRESHOLD_CARD	flow_state.clarity := threshold_reached	STATE_VERSUS_ACTION_UNRESOLVED	The occurrences split across first, medial and last positions; clarity may be a local action expansion rather than a stable state value.	0.49	EXACT_JOINT_TUPLE_ID_ONLY
58	EY	b5df9126607030b95175	KLARLAUF?	353	f83r	f83r.39	B4	F125	MIDDLE	4	NO	NONCLOSE	NONE	shey	1645e612504fcef59ced	UNKNOWN_EXEMPLAR	9da1b6ac2c929daea697	UNKNOWN_EXEMPLAR	Bis die Flüssigkeit klar abläuft	neu ansetzen [lokaler B4-Musterbogenschritt 39/47; keine Kartenbedeutung]	STATE_THRESHOLD_CARD	flow_state.clarity := threshold_reached	STATE_VERSUS_ACTION_UNRESOLVED	The occurrences split across first, medial and last positions; clarity may be a local action expansion rather than a stable state value.	0.49	EXACT_JOINT_TUPLE_ID_ONLY
59	OLOR	dec401773c1f0347793d	VORLAUF?	28	f10r	f10r.8	H2	F004	MIDDLE	8	NO	NONCLOSE	NONE	cholor	dcda95c81a5460feb191	UNKNOWN_EXEMPLAR	dcda95c81a5460feb191	UNKNOWN_EXEMPLAR	Aus dem vorigen Ansatz entnehmen	mit einem Träger verbinden [lokaler H2-Musterbogenschritt 14/24; keine Kartenbedeutung]	PRIOR_BATCH_RELATION_CARD	link.source := previous_batch_or_run	LINK_NEIGHBOR_CONFOUNDED	There are only two occurrences and both touch an exact LINK card, so the prior relation cannot be isolated from the larger construction.	0.48	EXACT_JOINT_TUPLE_ID_ONLY
60	OLOR	dec401773c1f0347793d	VORLAUF?	113	f81v	f81v.7	B1	F023	FIRST	8	YES	NONCLOSE	NONE	olor	FIELD_START	FIELD_START	dcda95c81a5460feb191	UNKNOWN_EXEMPLAR	Aus dem vorigen Ansatz entnehmen	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 13/66; keine Kartenbedeutung]	PRIOR_BATCH_RELATION_CARD	link.source := previous_batch_or_run	LINK_NEIGHBOR_CONFOUNDED	There are only two occurrences and both touch an exact LINK card, so the prior relation cannot be isolated from the larger construction.	0.48	EXACT_JOINT_TUPLE_ID_ONLY
61	OTCHEY	faf321940aed922846a9	POSTEN?	98	f56r	f56r.19	H5	F020	FIRST	3	YES	NONCLOSE	NONE	otchey	FIELD_START	FIELD_START	9bb7122b386ebbc6138f	UNKNOWN_EXEMPLAR	Nimm den bezeichneten Anteil	trocknen und lagern [lokaler H5-Musterbogenschritt 25/27; keine Kartenbedeutung]	MARKED_ITEM_SELECTOR_CARD	active_item := marked_lot_or_section	FORMAL_FRAME_CONFOUNDED	Only two occurrences exist and their plant-part versus apparatus-run owners differ; the formal marked frame may explain all apparent content.	0.40	EXACT_JOINT_TUPLE_ID_ONLY
62	OTCHEY	faf321940aed922846a9	POSTEN?	321	f83r	f83r.26	B4	F112	FIRST	5	YES	NONCLOSE	NONE	otchey	FIELD_START	FIELD_START	0275fbf14e07935b0a45	TEMPERIEREN?	Nimm den bezeichneten Anteil	bezeichneten Lauf warm reinigen [lokaler B4-Musterbogenschritt 7/47; keine Kartenbedeutung]	MARKED_ITEM_SELECTOR_CARD	active_item := marked_lot_or_section	FORMAL_FRAME_CONFOUNDED	Only two occurrences exist and their plant-part versus apparatus-run owners differ; the formal marked frame may explain all apparent content.	0.40	EXACT_JOINT_TUPLE_ID_ONLY
63	OKEEY	0275fbf14e07935b0a45	TEMPERIEREN?	153	f81v	f81v.24	B1	F038	MIDDLE	4	NO	NONCLOSE	NONE	okeey	308e8ea2d5d190c498e8	UNKNOWN_EXEMPLAR	dcda95c81a5460feb191	UNKNOWN_EXEMPLAR	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	weitergeben [lokaler B1-Musterbogenschritt 53/66; keine Kartenbedeutung]	TEMPERATURE_CONTROL_CARD	temperature_state := working_band	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	No scale or independent heat referent is visible, and all evidence comes from one register-local expansion deck.	0.69	EXACT_JOINT_TUPLE_ID_ONLY
64	OKEEY	0275fbf14e07935b0a45	TEMPERIEREN?	175	f82r	f82r.3	B2	F049	FIRST	2	YES	NONCLOSE	NONE	qokeey	FIELD_START	FIELD_START	c1db6b0a28d5cbb5d3d2	UNKNOWN_EXEMPLAR	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	Einzelbecken füllen [lokaler B2-Musterbogenschritt 9/62; keine Kartenbedeutung]	TEMPERATURE_CONTROL_CARD	temperature_state := working_band	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	No scale or independent heat referent is visible, and all evidence comes from one register-local expansion deck.	0.69	EXACT_JOINT_TUPLE_ID_ONLY
65	OKEEY	0275fbf14e07935b0a45	TEMPERIEREN?	194	f82r	f82r.7	B2	F056	FIRST	4	NO	NONCLOSE	NONE	qokeey	FIELD_START	FIELD_START	276a7c2d74d1143446f4	AUSFÜHREN?	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	Fluss bewegen [lokaler B2-Musterbogenschritt 28/62; keine Kartenbedeutung]	TEMPERATURE_CONTROL_CARD	temperature_state := working_band	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	No scale or independent heat referent is visible, and all evidence comes from one register-local expansion deck.	0.69	EXACT_JOINT_TUPLE_ID_ONLY
66	OKEEY	0275fbf14e07935b0a45	TEMPERIEREN?	205	f82r	f82r.23	B2	F059	MIDDLE	7	NO	NONCLOSE	NONE	qokeey	6b89d6dd70635bc60fe0	UNKNOWN_EXEMPLAR	5fca8fc3dee57e1d8c1f	UNKNOWN_EXEMPLAR	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	filtern und ablassen [lokaler B2-Musterbogenschritt 39/62; keine Kartenbedeutung]	TEMPERATURE_CONTROL_CARD	temperature_state := working_band	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	No scale or independent heat referent is visible, and all evidence comes from one register-local expansion deck.	0.69	EXACT_JOINT_TUPLE_ID_ONLY
67	OKEEY	0275fbf14e07935b0a45	TEMPERIEREN?	293	f83r	f83r.20	B3	F101	FIRST	2	NO	NONCLOSE	NONE	qokeey	FIELD_START	FIELD_START	7db18b2f0fb7ed0fcfd3	SPÜLEN?	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	absetzen und klären [lokaler B3-Musterbogenschritt 65/86; keine Kartenbedeutung]	TEMPERATURE_CONTROL_CARD	temperature_state := working_band	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	No scale or independent heat referent is visible, and all evidence comes from one register-local expansion deck.	0.69	EXACT_JOINT_TUPLE_ID_ONLY
68	OKEEY	0275fbf14e07935b0a45	TEMPERIEREN?	317	f83r	f83r.25	B4	F110	MIDDLE	3	NO	NONCLOSE	NONE	qokeey	e2eb77ca9d9e1a8ba29a	UNKNOWN_EXEMPLAR	7db18b2f0fb7ed0fcfd3	SPÜLEN?	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	bezeichneten Lauf warm reinigen [lokaler B4-Musterbogenschritt 3/47; keine Kartenbedeutung]	TEMPERATURE_CONTROL_CARD	temperature_state := working_band	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	No scale or independent heat referent is visible, and all evidence comes from one register-local expansion deck.	0.69	EXACT_JOINT_TUPLE_ID_ONLY
69	OKEEY	0275fbf14e07935b0a45	TEMPERIEREN?	322	f83r	f83r.26	B4	F112	MIDDLE	5	NO	NONCLOSE	NONE	qokeey	faf321940aed922846a9	POSTEN?	276a7c2d74d1143446f4	AUSFÜHREN?	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	bezeichneten Lauf warm reinigen [lokaler B4-Musterbogenschritt 8/47; keine Kartenbedeutung]	TEMPERATURE_CONTROL_CARD	temperature_state := working_band	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	No scale or independent heat referent is visible, and all evidence comes from one register-local expansion deck.	0.69	EXACT_JOINT_TUPLE_ID_ONLY
70	OKE	7db18b2f0fb7ed0fcfd3	SPÜLEN?	101	f81v	f81v.2	B1	F021	ONLY	1	YES	TERMINAL	NONE	qokedy	FIELD_START	FIELD_START	FIELD_END	FIELD_END	spüle die bezeichnete Stelle einmal und beende den Schritt	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 1/66; keine Kartenbedeutung]	FLUSH_ACTION_CARD_CLOSE_CONFOUNDED	working_state := flushed; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	All eight are terminal; the exact card may be an opaque committed categorical value with no independently recoverable flush action.	0.46	EXACT_JOINT_TUPLE_ID_ONLY
71	OKE	7db18b2f0fb7ed0fcfd3	SPÜLEN?	137	f81v	f81v.18	B1	F031	ONLY	1	NO	TERMINAL	NONE	qokedy	FIELD_START	FIELD_START	FIELD_END	FIELD_END	spüle die bezeichnete Stelle einmal und beende den Schritt	absetzen und klären [lokaler B1-Musterbogenschritt 37/66; keine Kartenbedeutung]	FLUSH_ACTION_CARD_CLOSE_CONFOUNDED	working_state := flushed; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	All eight are terminal; the exact card may be an opaque committed categorical value with no independently recoverable flush action.	0.46	EXACT_JOINT_TUPLE_ID_ONLY
72	OKE	7db18b2f0fb7ed0fcfd3	SPÜLEN?	138	f81v	f81v.18	B1	F032	ONLY	1	NO	TERMINAL	NONE	qokedy	FIELD_START	FIELD_START	FIELD_END	FIELD_END	spüle die bezeichnete Stelle einmal und beende den Schritt	absetzen und klären [lokaler B1-Musterbogenschritt 38/66; keine Kartenbedeutung]	FLUSH_ACTION_CARD_CLOSE_CONFOUNDED	working_state := flushed; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	All eight are terminal; the exact card may be an opaque committed categorical value with no independently recoverable flush action.	0.46	EXACT_JOINT_TUPLE_ID_ONLY
73	OKE	7db18b2f0fb7ed0fcfd3	SPÜLEN?	259	f83r	f83r.11	B3	F083	LAST	4	NO	TERMINAL	NONE	qokedy	6b89d6dd70635bc60fe0	UNKNOWN_EXEMPLAR	FIELD_END	FIELD_END	spüle die bezeichnete Stelle einmal und beende den Schritt	durch Stationen führen [lokaler B3-Musterbogenschritt 31/86; keine Kartenbedeutung]	FLUSH_ACTION_CARD_CLOSE_CONFOUNDED	working_state := flushed; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	All eight are terminal; the exact card may be an opaque committed categorical value with no independently recoverable flush action.	0.46	EXACT_JOINT_TUPLE_ID_ONLY
74	OKE	7db18b2f0fb7ed0fcfd3	SPÜLEN?	294	f83r	f83r.20	B3	F101	LAST	2	NO	TERMINAL	NONE	qokedy	0275fbf14e07935b0a45	TEMPERIEREN?	FIELD_END	FIELD_END	spüle die bezeichnete Stelle einmal und beende den Schritt	Zyklus wiederholen [lokaler B3-Musterbogenschritt 66/86; keine Kartenbedeutung]	FLUSH_ACTION_CARD_CLOSE_CONFOUNDED	working_state := flushed; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	All eight are terminal; the exact card may be an opaque committed categorical value with no independently recoverable flush action.	0.46	EXACT_JOINT_TUPLE_ID_ONLY
75	OKE	7db18b2f0fb7ed0fcfd3	SPÜLEN?	297	f83r	f83r.20	B3	F102	LAST	3	NO	TERMINAL	NONE	qokedy	9247e38d29c79a0d2fa5	UNKNOWN_EXEMPLAR	FIELD_END	FIELD_END	spüle die bezeichnete Stelle einmal und beende den Schritt	Zyklus wiederholen [lokaler B3-Musterbogenschritt 69/86; keine Kartenbedeutung]	FLUSH_ACTION_CARD_CLOSE_CONFOUNDED	working_state := flushed; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	All eight are terminal; the exact card may be an opaque committed categorical value with no independently recoverable flush action.	0.46	EXACT_JOINT_TUPLE_ID_ONLY
76	OKE	7db18b2f0fb7ed0fcfd3	SPÜLEN?	318	f83r	f83r.25	B4	F110	LAST	3	NO	TERMINAL	NONE	qokedy	0275fbf14e07935b0a45	TEMPERIEREN?	FIELD_END	FIELD_END	spüle die bezeichnete Stelle einmal und beende den Schritt	bezeichneten Lauf warm reinigen [lokaler B4-Musterbogenschritt 4/47; keine Kartenbedeutung]	FLUSH_ACTION_CARD_CLOSE_CONFOUNDED	working_state := flushed; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	All eight are terminal; the exact card may be an opaque committed categorical value with no independently recoverable flush action.	0.46	EXACT_JOINT_TUPLE_ID_ONLY
77	OKE	7db18b2f0fb7ed0fcfd3	SPÜLEN?	335	f83r	f83r.28	B4	F117	LAST	4	NO	TERMINAL	NONE	qokedy	92e43836d82f98bf02d3	UNKNOWN_EXEMPLAR	FIELD_END	FIELD_END	spüle die bezeichnete Stelle einmal und beende den Schritt	Rückstand filtern [lokaler B4-Musterbogenschritt 21/47; keine Kartenbedeutung]	FLUSH_ACTION_CARD_CLOSE_CONFOUNDED	working_state := flushed; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	All eight are terminal; the exact card may be an opaque committed categorical value with no independently recoverable flush action.	0.46	EXACT_JOINT_TUPLE_ID_ONLY
78	LCHE	de7321bface5628e35d6	ABFÜHREN?	210	f82r	f82r.23	B2	F060	ONLY	1	NO	TERMINAL	NONE	lchedy	FIELD_START	FIELD_START	FIELD_END	FIELD_END	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	filtern und ablassen [lokaler B2-Musterbogenschritt 44/62; keine Kartenbedeutung]	OUTFLOW_ACTION_CARD_CLOSE_CONFOUNDED	route active charge to outlet_or_sink; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	Every occurrence is terminal and five are one-card fields; semantic outflow is inseparable from an inherited categorical answer plus commit.	0.51	EXACT_JOINT_TUPLE_ID_ONLY
79	LCHE	de7321bface5628e35d6	ABFÜHREN?	235	f83r	f83r.3	B3	F073	LAST	4	NO	TERMINAL	NONE	lchedy	b921a237be883a820352	UNKNOWN_EXEMPLAR	FIELD_END	FIELD_END	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 7/86; keine Kartenbedeutung]	OUTFLOW_ACTION_CARD_CLOSE_CONFOUNDED	route active charge to outlet_or_sink; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	Every occurrence is terminal and five are one-card fields; semantic outflow is inseparable from an inherited categorical answer plus commit.	0.51	EXACT_JOINT_TUPLE_ID_ONLY
80	LCHE	de7321bface5628e35d6	ABFÜHREN?	246	f83r	f83r.6	B3	F078	ONLY	1	NO	TERMINAL	NONE	lchedy	FIELD_START	FIELD_START	FIELD_END	FIELD_END	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 18/86; keine Kartenbedeutung]	OUTFLOW_ACTION_CARD_CLOSE_CONFOUNDED	route active charge to outlet_or_sink; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	Every occurrence is terminal and five are one-card fields; semantic outflow is inseparable from an inherited categorical answer plus commit.	0.51	EXACT_JOINT_TUPLE_ID_ONLY
81	LCHE	de7321bface5628e35d6	ABFÜHREN?	262	f83r	f83r.11	B3	F085	ONLY	1	NO	TERMINAL	NONE	lchedy	FIELD_START	FIELD_START	FIELD_END	FIELD_END	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	durch Stationen führen [lokaler B3-Musterbogenschritt 34/86; keine Kartenbedeutung]	OUTFLOW_ACTION_CARD_CLOSE_CONFOUNDED	route active charge to outlet_or_sink; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	Every occurrence is terminal and five are one-card fields; semantic outflow is inseparable from an inherited categorical answer plus commit.	0.51	EXACT_JOINT_TUPLE_ID_ONLY
82	LCHE	de7321bface5628e35d6	ABFÜHREN?	269	f83r	f83r.14	B3	F091	LAST	2	NO	TERMINAL	NONE	lchedy	dd0ecaf5e27d81befffc	ZIEL?	FIELD_END	FIELD_END	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	durch Stationen führen [lokaler B3-Musterbogenschritt 41/86; keine Kartenbedeutung]	OUTFLOW_ACTION_CARD_CLOSE_CONFOUNDED	route active charge to outlet_or_sink; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	Every occurrence is terminal and five are one-card fields; semantic outflow is inseparable from an inherited categorical answer plus commit.	0.51	EXACT_JOINT_TUPLE_ID_ONLY
83	LCHE	de7321bface5628e35d6	ABFÜHREN?	282	f83r	f83r.15	B3	F095	ONLY	1	NO	TERMINAL	NONE	lchedy	FIELD_START	FIELD_START	FIELD_END	FIELD_END	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	absetzen und klären [lokaler B3-Musterbogenschritt 54/86; keine Kartenbedeutung]	OUTFLOW_ACTION_CARD_CLOSE_CONFOUNDED	route active charge to outlet_or_sink; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	Every occurrence is terminal and five are one-card fields; semantic outflow is inseparable from an inherited categorical answer plus commit.	0.51	EXACT_JOINT_TUPLE_ID_ONLY
