event_serial	page	locus	record	record_unit_id	field_id	field_ordinal_in_locus	event_index_in_locus	event_index_in_record	surface	joint_tuple_id	formal_formula_opaque	FORMAL_VALUE	terminal_status	strict_control_prompt	ATOMIC_OR_WHOLE_CARD_MNEMONIC	mnemonic_scope	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_lineage	V59_R1_PREVIOUS_MNEMONIC	V60_R3_FIELD_POSITION	V60_R3_SOURCE_CLASS	V60_R3_PROCESS_STATE_EFFECT	V60_R3_OCCURRENCE_FIT	V60_R3_CONFIDENCE	V60_R3_BINDING_BASIS	V60_R3_COMPONENT_INHERITANCE	V60_R3_LINE_STATEMENT_STATUS
86	f56r	f56r.8	1	H5	F016	1	4	13	cheeckhody	95987d6f198d6d247511	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	lasse das Pflaster unbedeckt trocknen	klein dosieren [lokaler H5-Musterbogenschritt 13/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	LAST	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
87	f56r	f56r.12	1	H5	F017	1	1	14	sh	ad3581d3144f69a5912d	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	ihren kleinen Samen- oder Knospenkopf	klein dosieren [lokaler H5-Musterbogenschritt 14/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	FIRST	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
88	f56r	f56r.12	1	H5	F017	1	2	15	cho	2cc054357a929df85f64	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	nimm danach den folgenden Zusatz oder Pflanzenteil	Materialprobe trennen [lokaler H5-Musterbogenschritt 15/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
89	f56r	f56r.12	1	H5	F017	1	3	16	kchey	b74e9e65637b7c8538dd	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	das getrocknete schmale Blatt	Materialprobe trennen [lokaler H5-Musterbogenschritt 16/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
90	f56r	f56r.12	1	H5	F017	1	4	17	qokokchy	1322bc176443fc2a8a86	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	trockne es im Schatten	Materialprobe trennen [lokaler H5-Musterbogenschritt 17/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	LAST	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
91	f56r	f56r.13	1	H5	F018	1	1	18	okchy	9ad66e67803a12e745de	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	gebrauche die frisch bereitete Arznei	Materialprobe trennen [lokaler H5-Musterbogenschritt 18/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	FIRST	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
92	f56r	f56r.13	1	H5	F018	1	2	19	chokcheo	087a47b5423438cd6b6a	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	trinke es bei Magenschmerz	Materialprobe trennen [lokaler H5-Musterbogenschritt 19/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
93	f56r	f56r.13	1	H5	F018	1	3	20	kchal	75a523fcf039b006f97b	OPAQUE_PAYLOAD + <ARG_AL>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	bewahre den Rest trocken im Schatten	Materialprobe trennen [lokaler H5-Musterbogenschritt 20/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	LAST	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
94	f56r	f56r.18	1	H5	F019	1	1	21	sho	2cc054357a929df85f64	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	nimm danach den folgenden Zusatz oder Pflanzenteil	Materialprobe trennen [lokaler H5-Musterbogenschritt 21/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	FIRST	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
95	f56r	f56r.18	1	H5	F019	1	2	22	chokchy	9ad66e67803a12e745de	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	gebrauche die frisch bereitete Arznei	trocknen und lagern [lokaler H5-Musterbogenschritt 22/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
96	f56r	f56r.18	1	H5	F019	1	3	23	kchoar	c71c72da4e09e0833392	OPAQUE_PAYLOAD + <ARG_AR>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	mische es mit Honig	trocknen und lagern [lokaler H5-Musterbogenschritt 23/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
97	f56r	f56r.18	1	H5	F019	1	4	24	sotodan	61a075bc54793c1c781f	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	gebrauche es frisch vermischt	trocknen und lagern [lokaler H5-Musterbogenschritt 24/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	LAST	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
98	f56r	f56r.19	1	H5	F020	1	1	25	otchey	faf321940aed922846a9	FRAME_OT(OPAQUE_PAYLOAD)	FRAME_OT	NONCLOSE	NONE	POSTEN?	CROSS_REGISTER_EXPLORATORY_EXACT_CARD	Nimm den bezeichneten Anteil	trocknen und lagern [lokaler H5-Musterbogenschritt 25/27; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;V60_R3_EXACT_CARD_TECHNICAL_DEFAULT_EXPLORATORY	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	TEIL?	FIRST	MARKED_ITEM_SELECTOR_CARD	active_item := marked_lot_or_section	FORMAL_FRAME_CONFOUNDED	0.40	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
99	f56r	f56r.19	1	H5	F020	1	2	26	keol	9bb7122b386ebbc6138f	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	die helle geöffnete Blüte	trocknen und lagern [lokaler H5-Musterbogenschritt 26/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
100	f56r	f56r.19	1	H5	F020	1	3	27	daiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	VORGABEPARAMETER?	SOLLWERT?	CROSS_REGISTER_EXPLORATORY_EXACT_CARD	Ein vorgeschriebenes Maß	trocknen und lagern [lokaler H5-Musterbogenschritt 27/27; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;V60_R3_EXACT_CARD_TECHNICAL_DEFAULT_EXPLORATORY	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	MASS?	LAST	PARAMETER_REFERENCE_CARD	active_slot.value := prescribed_reference	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	0.74	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
101	f81v	f81v.2	1	B1	F021	1	1	1	qokedy	7db18b2f0fb7ed0fcfd3	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	SPÜLEN?	BIO_LOCAL_EXPLORATORY_CLOSE_CONFOUNDED_EXACT_CARD	spüle die bezeichnete Stelle einmal und beende den Schritt	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 1/66; keine Kartenbedeutung]	MEANING_UNCONFIRMED;BIO_LOCAL_ONLY_CLOSE_CONFOUNDED;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;V60_R3_EXACT_CARD_TECHNICAL_DEFAULT_EXPLORATORY	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	SPÜLEN?	ONLY	FLUSH_ACTION_CARD_CLOSE_CONFOUNDED	working_state := flushed; FORMAL_CLOSE commits field	CLOSE_CONFOUNDED_NOT_DISPROVED	0.46	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
102	f81v	f81v.2	1	B1	F022	2	2	2	okaiin	b5fcea1eaed06b2f2291	SET(<ARG_AIIN>)	SET_STANDARD_SLOT	NONCLOSE	STANDARDSLOT_SETZEN	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	beginne den nächsten abgemessenen Posten	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 2/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	FIRST	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
103	f81v	f81v.2	1	B1	F022	2	3	3	kair	22fb87a5a83e5c3fb510	OPAQUE_PAYLOAD + <ARG_AIR>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	der zurücklaufende Strom	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 3/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
104	f81v	f81v.2	1	B1	F022	2	4	4	okal	308e8ea2d5d190c498e8	SET(<ARG_AL>)	SET_LOCAL_RELATION_SLOT	NONCLOSE	LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	mische beide Anteile zusammen	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 4/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
105	f81v	f81v.2	1	B1	F022	2	5	5	sar	4d4559019a961b834aa1	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	Daraus, aus demselben Ansatz	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 5/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
106	f81v	f81v.2	1	B1	F022	2	6	6	ol	dcda95c81a5460feb191	FRAME_O(LINK)	LINK_ACTIVE_STATE+FRAME_O	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	Mit der vorigen Zubereitung weiter	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 6/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
107	f81v	f81v.2	1	B1	F022	2	7	7	kain	9da1b6ac2c929daea697	OPAQUE_PAYLOAD + <ARG_AIN>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	ein abgemessener Anteil	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 7/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
108	f81v	f81v.2	1	B1	F022	2	8	8	olkain	94df4847b7b16c98394a	OPAQUE_PAYLOAD + <ARG_AIN>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	das untere Becken	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 8/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
109	f81v	f81v.2	1	B1	F022	2	9	9	al	dd0ecaf5e27d81befffc	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	ZIEL?	CROSS_REGISTER_EXPLORATORY_EXACT_CARD	An die bezeichnete Zielstelle führen	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 9/66; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;V60_R3_EXACT_CARD_TECHNICAL_DEFAULT_EXPLORATORY	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	AN?	MIDDLE	TARGET_RELATION_CARD	route.target := pictured_or_local_destination	COMPATIBLE_WITH_TECHNICAL_DEFAULT_AND_LOCAL_FILLER	0.50	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
110	f81v	f81v.2	1	B1	F022	2	10	10	ol	dcda95c81a5460feb191	FRAME_O(LINK)	LINK_ACTIVE_STATE+FRAME_O	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	Mit der vorigen Zubereitung weiter	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 10/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
111	f81v	f81v.2	1	B1	F022	2	11	11	rol	1496a731803a9f48d2e1	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	bevor es abkühlt	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 11/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
112	f81v	f81v.2	1	B1	F022	2	12	12	dl	0f18de177ed7c878bf95	LINK	LINK_ACTIVE_STATE	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	das bereitete Öl	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 12/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	LAST	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
113	f81v	f81v.7	1	B1	F023	1	1	13	olor	dec401773c1f0347793d	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	VORLAUF?	CROSS_REGISTER_EXPLORATORY_EXACT_CARD	Aus dem vorigen Ansatz entnehmen	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 13/66; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;V60_R3_EXACT_CARD_TECHNICAL_DEFAULT_EXPLORATORY	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	ZUVOR?	FIRST	PRIOR_BATCH_RELATION_CARD	link.source := previous_batch_or_run	LINK_NEIGHBOR_CONFOUNDED	0.48	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
114	f81v	f81v.7	1	B1	F023	1	2	14	ol	dcda95c81a5460feb191	FRAME_O(LINK)	LINK_ACTIVE_STATE+FRAME_O	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	Mit der vorigen Zubereitung weiter	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 14/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
115	f81v	f81v.7	1	B1	F023	1	3	15	sheckhal	4eab1841ed655c20a348	OPAQUE_PAYLOAD + <ARG_AL>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	eine mäßige Menge	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 15/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R3	UNKNOWN	MIDDLE	UNKNOWN_EXEMPLAR	COPY_LOCAL_EXEMPLAR_NO_SEMANTIC_TRANSITION	NOT_IN_V60_ELEVEN_CARD_TARGET_SET	0.00	EXACT_JOINT_TUPLE_ID_ONLY	FORBIDDEN	PHYSICAL_LINE_NOT_SENTENCE
