component_recipe	intake_tier	register	explicit_action_roots	explicit_argument_roots	context_readiness	required_incoming_action	required_incoming_argument	empty_state_clause_de	sample_incoming_action	sample_incoming_argument	state_supplied_clause_de
CH+T+AIN	T2_FUTURE_STRONG	CELESTIAL	CH|T	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Sektoranteil auf und stelle den Sektoranteil ein.	NONE	NONE	Nimm den Sektoranteil auf und stelle den Sektoranteil ein.
CH+T+AIN	T2_FUTURE_STRONG	PHARMA	CH|T	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Drogenanteil und stelle den Drogenanteil ein.	NONE	NONE	Nimm den Drogenanteil und stelle den Drogenanteil ein.
CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	CHD	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Bearbeite; über die Eintragsverbindung.	NONE	Y	Bearbeite den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung.
CHD+L	T2_FUTURE_STRONG	HERBAL	CHD	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Bearbeite; über die Verbindung im Pflanzenartikel.	NONE	Y	Bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel.
CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	CHD	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Bearbeite; über die sichtbare Verbindung.	NONE	Y	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung.
CHD+L	T2_FUTURE_STRONG	CELESTIAL	CHD	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Bearbeite; über die Ringverbindung.	NONE	Y	Bearbeite den Positionsposten [wie zuvor]; über die Ringverbindung.
CHD+L	T2_FUTURE_STRONG	PHARMA	CHD	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Bearbeite; über die Gefäßverbindung.	NONE	Y	Bearbeite den Drogenposten [wie zuvor]; über die Gefäßverbindung.
D_ADDR+CH+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Entnimm den Teilwert; an der bezeichneten Stelle.	NONE	NONE	Entnimm den Teilwert; an der bezeichneten Stelle.
D_ADDR+CH+AIN	T2_FUTURE_STRONG	HERBAL	CH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Materialanteil; an der bezeichneten Stelle.	NONE	NONE	Nimm den Materialanteil; an der bezeichneten Stelle.
D_ADDR+CH+AIN	T2_FUTURE_STRONG	BIOLOGICAL	CH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Entnimm den Stationsanteil; an der bezeichneten Stelle.	NONE	NONE	Entnimm den Stationsanteil; an der bezeichneten Stelle.
D_ADDR+CH+AIN	T2_FUTURE_STRONG	CELESTIAL	CH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Sektoranteil auf; an der bezeichneten Stelle.	NONE	NONE	Nimm den Sektoranteil auf; an der bezeichneten Stelle.
D_ADDR+CH+AIN	T2_FUTURE_STRONG	PHARMA	CH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Drogenanteil; an der bezeichneten Stelle.	NONE	NONE	Nimm den Drogenanteil; an der bezeichneten Stelle.
K+CH+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	K|CH	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag.	NONE	NONE	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag.
K+CH+Y	T2_FUTURE_STRONG	HERBAL	K|CH	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Gib den Pflanzenposten zu und nimm den Pflanzenposten.	NONE	NONE	Gib den Pflanzenposten zu und nimm den Pflanzenposten.
K+CH+Y	T2_FUTURE_STRONG	BIOLOGICAL	K|CH	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Führe den Stationsposten zu und entnimm den Stationsposten.	NONE	NONE	Führe den Stationsposten zu und entnimm den Stationsposten.
K+CH+Y	T2_FUTURE_STRONG	CELESTIAL	K|CH	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Ordne den Positionsposten zu und nimm den Positionsposten auf.	NONE	NONE	Ordne den Positionsposten zu und nimm den Positionsposten auf.
K+CH+Y	T2_FUTURE_STRONG	PHARMA	K|CH	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Gib den Drogenposten zu und nimm den Drogenposten.	NONE	NONE	Gib den Drogenposten zu und nimm den Drogenposten.
K+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	K	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Ordne zu; über die Eintragsverbindung.	NONE	Y	Ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung.
K+L	T2_FUTURE_STRONG	HERBAL	K	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Gib zu; über die Verbindung im Pflanzenartikel.	NONE	Y	Gib den Pflanzenposten [wie zuvor] zu; über die Verbindung im Pflanzenartikel.
K+L	T2_FUTURE_STRONG	BIOLOGICAL	K	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Führe zu; über die sichtbare Verbindung.	NONE	Y	Führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung.
K+L	T2_FUTURE_STRONG	CELESTIAL	K	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Ordne zu; über die Ringverbindung.	NONE	Y	Ordne den Positionsposten [wie zuvor] zu; über die Ringverbindung.
K+L	T2_FUTURE_STRONG	PHARMA	K	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Gib zu; über die Gefäßverbindung.	NONE	Y	Gib den Drogenposten [wie zuvor] zu; über die Gefäßverbindung.
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	CHD	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Bearbeite; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	NONE	Y	Bearbeite den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].
L+CHD+L	T2_FUTURE_STRONG	HERBAL	CHD	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Bearbeite; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	NONE	Y	Bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	CHD	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Bearbeite; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	NONE	Y	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	CHD	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Bearbeite; über die Ringverbindung [außen] und über die Ringverbindung [innen].	NONE	Y	Bearbeite den Positionsposten [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].
L+CHD+L	T2_FUTURE_STRONG	PHARMA	CHD	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Bearbeite; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	NONE	Y	Bearbeite den Drogenposten [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].
L+K+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	K	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Ordne die Eintragseinheit zu; über die Eintragsverbindung.	NONE	NONE	Ordne die Eintragseinheit zu; über die Eintragsverbindung.
L+K+OR	T2_FUTURE_STRONG	HERBAL	K	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Gib die Arbeitseinheit zu; über die Verbindung im Pflanzenartikel.	NONE	NONE	Gib die Arbeitseinheit zu; über die Verbindung im Pflanzenartikel.
L+K+OR	T2_FUTURE_STRONG	BIOLOGICAL	K	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Führe die Stationseinheit zu; über die sichtbare Verbindung.	NONE	NONE	Führe die Stationseinheit zu; über die sichtbare Verbindung.
L+K+OR	T2_FUTURE_STRONG	CELESTIAL	K	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Ordne die Positionseinheit zu; über die Ringverbindung.	NONE	NONE	Ordne die Positionseinheit zu; über die Ringverbindung.
L+K+OR	T2_FUTURE_STRONG	PHARMA	K	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Gib die Ansatzeinheit zu; über die Gefäßverbindung.	NONE	NONE	Gib die Ansatzeinheit zu; über die Gefäßverbindung.
O+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: die Eintragseinheit; als Ausführung.	OK	NONE	Im laufenden Gang trage die Eintragseinheit ein; als Ausführung.
O+OR	T2_FUTURE_STRONG	HERBAL	NONE	OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: die Arbeitseinheit; als Ausführung.	OK	NONE	Im laufenden Gang setze die Arbeitseinheit im Arbeitsgang an; als Ausführung.
O+OR	T2_FUTURE_STRONG	BIOLOGICAL	NONE	OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: die Stationseinheit; als Ausführung.	OK	NONE	Im laufenden Gang setze die Stationseinheit im Stationsgang an; als Ausführung.
O+OR	T2_FUTURE_STRONG	CELESTIAL	NONE	OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: die Positionseinheit; als Ausführung.	OK	NONE	Im laufenden Gang setze die Positionseinheit; als Ausführung.
O+OR	T2_FUTURE_STRONG	PHARMA	NONE	OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: die Ansatzeinheit; als Ausführung.	OK	NONE	Im laufenden Gang setze die Ansatzeinheit als Ansatz an; als Ausführung.
OK+CH+AIIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	OK|CH	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Trage den Kennwert ein und entnimm den Kennwert.	NONE	NONE	Trage den Kennwert ein und entnimm den Kennwert.
OK+CH+AIIN	T2_FUTURE_STRONG	HERBAL	OK|CH	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Arbeitswert im Arbeitsgang an und nimm den Arbeitswert.	NONE	NONE	Setze den Arbeitswert im Arbeitsgang an und nimm den Arbeitswert.
OK+CH+AIIN	T2_FUTURE_STRONG	BIOLOGICAL	OK|CH	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Stationswert im Stationsgang an und entnimm den Stationswert.	NONE	NONE	Setze den Stationswert im Stationsgang an und entnimm den Stationswert.
OK+CH+AIIN	T2_FUTURE_STRONG	CELESTIAL	OK|CH	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Positionswert und nimm den Positionswert auf.	NONE	NONE	Setze den Positionswert und nimm den Positionswert auf.
OK+CH+AIIN	T2_FUTURE_STRONG	PHARMA	OK|CH	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Mengenwert als Ansatz an und nimm den Mengenwert.	NONE	NONE	Setze den Mengenwert als Ansatz an und nimm den Mengenwert.
OK+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	OK	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Trage ein; über die Eintragsverbindung.	NONE	Y	Trage den laufenden Eintrag [wie zuvor] ein; über die Eintragsverbindung.
OK+L	T2_FUTURE_STRONG	HERBAL	OK	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze im Arbeitsgang an; über die Verbindung im Pflanzenartikel.	NONE	Y	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; über die Verbindung im Pflanzenartikel.
OK+L	T2_FUTURE_STRONG	BIOLOGICAL	OK	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze im Stationsgang an; über die sichtbare Verbindung.	NONE	Y	Setze den Stationsposten [wie zuvor] im Stationsgang an; über die sichtbare Verbindung.
OK+L	T2_FUTURE_STRONG	CELESTIAL	OK	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze; über die Ringverbindung.	NONE	Y	Setze den Positionsposten [wie zuvor]; über die Ringverbindung.
OK+L	T2_FUTURE_STRONG	PHARMA	OK	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze als Ansatz an; über die Gefäßverbindung.	NONE	Y	Setze den Drogenposten [wie zuvor] als Ansatz an; über die Gefäßverbindung.
OL+K+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	K	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Weiter ordne die Eintragseinheit zu.	NONE	NONE	Weiter ordne die Eintragseinheit zu.
OL+K+OR	T2_FUTURE_STRONG	HERBAL	K	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Weiter gib die Arbeitseinheit zu.	NONE	NONE	Weiter gib die Arbeitseinheit zu.
OL+K+OR	T2_FUTURE_STRONG	BIOLOGICAL	K	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Weiter führe die Stationseinheit zu.	NONE	NONE	Weiter führe die Stationseinheit zu.
OL+K+OR	T2_FUTURE_STRONG	CELESTIAL	K	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Weiter ordne die Positionseinheit zu.	NONE	NONE	Weiter ordne die Positionseinheit zu.
OL+K+OR	T2_FUTURE_STRONG	PHARMA	K	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Weiter gib die Ansatzeinheit zu.	NONE	NONE	Weiter gib die Ansatzeinheit zu.
OT+E+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Danach Bezug: den Teilwert; auf Grad I.	OK	NONE	Danach im laufenden Gang trage den Teilwert ein; auf Grad I.
OT+E+AIN	T2_FUTURE_STRONG	HERBAL	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Danach Bezug: den Materialanteil; auf Grad I.	OK	NONE	Danach im laufenden Gang setze den Materialanteil im Arbeitsgang an; auf Grad I.
OT+E+AIN	T2_FUTURE_STRONG	BIOLOGICAL	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Danach Bezug: den Stationsanteil; auf Grad I.	OK	NONE	Danach im laufenden Gang setze den Stationsanteil im Stationsgang an; auf Grad I.
OT+E+AIN	T2_FUTURE_STRONG	CELESTIAL	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Danach Bezug: den Sektoranteil; auf Grad I.	OK	NONE	Danach im laufenden Gang setze den Sektoranteil; auf Grad I.
OT+E+AIN	T2_FUTURE_STRONG	PHARMA	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Danach Bezug: den Drogenanteil; auf Grad I.	OK	NONE	Danach im laufenden Gang setze den Drogenanteil als Ansatz an; auf Grad I.
P+AIIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	P	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Kennwert ein.	NONE	NONE	Setze den Kennwert ein.
P+AIIN	T2_FUTURE_STRONG	HERBAL	P	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Arbeitswert ein.	NONE	NONE	Setze den Arbeitswert ein.
P+AIIN	T2_FUTURE_STRONG	BIOLOGICAL	P	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Stationswert ein.	NONE	NONE	Setze den Stationswert ein.
P+AIIN	T2_FUTURE_STRONG	CELESTIAL	P	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Positionswert ein.	NONE	NONE	Setze den Positionswert ein.
P+AIIN	T2_FUTURE_STRONG	PHARMA	P	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Mengenwert ein.	NONE	NONE	Setze den Mengenwert ein.
P+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	P	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Teilwert ein.	NONE	NONE	Setze den Teilwert ein.
P+AIN	T2_FUTURE_STRONG	HERBAL	P	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Materialanteil ein.	NONE	NONE	Setze den Materialanteil ein.
P+AIN	T2_FUTURE_STRONG	BIOLOGICAL	P	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Stationsanteil ein.	NONE	NONE	Setze den Stationsanteil ein.
P+AIN	T2_FUTURE_STRONG	CELESTIAL	P	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Sektoranteil ein.	NONE	NONE	Setze den Sektoranteil ein.
P+AIN	T2_FUTURE_STRONG	PHARMA	P	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Drogenanteil ein.	NONE	NONE	Setze den Drogenanteil ein.
P+AIR	T2_FUTURE_STRONG	SOURCE_SECTION_T	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; entlang der Lesebahn.	NONE	Y	Setze den laufenden Eintrag [wie zuvor] ein; entlang der Lesebahn.
P+AIR	T2_FUTURE_STRONG	HERBAL	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; entlang der Verarbeitungsbahn.	NONE	Y	Setze den Pflanzenposten [wie zuvor] ein; entlang der Verarbeitungsbahn.
P+AIR	T2_FUTURE_STRONG	BIOLOGICAL	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; entlang der Stationsbahn.	NONE	Y	Setze den Stationsposten [wie zuvor] ein; entlang der Stationsbahn.
P+AIR	T2_FUTURE_STRONG	CELESTIAL	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; entlang der Ringbahn.	NONE	Y	Setze den Positionsposten [wie zuvor] ein; entlang der Ringbahn.
P+AIR	T2_FUTURE_STRONG	PHARMA	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; entlang der Transferbahn.	NONE	Y	Setze den Drogenposten [wie zuvor] ein; entlang der Transferbahn.
P+AL	T2_FUTURE_STRONG	SOURCE_SECTION_T	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; zur Zielspalte.	NONE	Y	Setze den laufenden Eintrag [wie zuvor] ein; zur Zielspalte.
P+AL	T2_FUTURE_STRONG	HERBAL	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; zur Zielstelle.	NONE	Y	Setze den Pflanzenposten [wie zuvor] ein; zur Zielstelle.
P+AL	T2_FUTURE_STRONG	BIOLOGICAL	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; zur Zielstation.	NONE	Y	Setze den Stationsposten [wie zuvor] ein; zur Zielstation.
P+AL	T2_FUTURE_STRONG	CELESTIAL	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; zur Zielposition.	NONE	Y	Setze den Positionsposten [wie zuvor] ein; zur Zielposition.
P+AL	T2_FUTURE_STRONG	PHARMA	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; zum Zielgefäß.	NONE	Y	Setze den Drogenposten [wie zuvor] ein; zum Zielgefäß.
P+L	T3_SECOND_RING_AMBER	SOURCE_SECTION_T	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; über die Eintragsverbindung.	NONE	Y	Setze den laufenden Eintrag [wie zuvor] ein; über die Eintragsverbindung.
P+L	T3_SECOND_RING_AMBER	HERBAL	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; über die Verbindung im Pflanzenartikel.	NONE	Y	Setze den Pflanzenposten [wie zuvor] ein; über die Verbindung im Pflanzenartikel.
P+L	T3_SECOND_RING_AMBER	BIOLOGICAL	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; über die sichtbare Verbindung.	NONE	Y	Setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung.
P+L	T3_SECOND_RING_AMBER	CELESTIAL	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; über die Ringverbindung.	NONE	Y	Setze den Positionsposten [wie zuvor] ein; über die Ringverbindung.
P+L	T3_SECOND_RING_AMBER	PHARMA	P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein; über die Gefäßverbindung.	NONE	Y	Setze den Drogenposten [wie zuvor] ein; über die Gefäßverbindung.
P+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	P	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze die Eintragseinheit ein.	NONE	NONE	Setze die Eintragseinheit ein.
P+OR	T2_FUTURE_STRONG	HERBAL	P	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze die Arbeitseinheit ein.	NONE	NONE	Setze die Arbeitseinheit ein.
P+OR	T2_FUTURE_STRONG	BIOLOGICAL	P	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze die Stationseinheit ein.	NONE	NONE	Setze die Stationseinheit ein.
P+OR	T2_FUTURE_STRONG	CELESTIAL	P	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze die Positionseinheit ein.	NONE	NONE	Setze die Positionseinheit ein.
P+OR	T2_FUTURE_STRONG	PHARMA	P	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze die Ansatzeinheit ein.	NONE	NONE	Setze die Ansatzeinheit ein.
P+SH+AL	T2_FUTURE_STRONG	SOURCE_SECTION_T	P|SH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein und halte fest; zur Zielspalte.	NONE	Y	Setze den laufenden Eintrag [wie zuvor] ein und halte den laufenden Eintrag [wie zuvor] fest; zur Zielspalte.
P+SH+AL	T2_FUTURE_STRONG	HERBAL	P|SH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein und halte; zur Zielstelle.	NONE	Y	Setze den Pflanzenposten [wie zuvor] ein und halte den Pflanzenposten [wie zuvor]; zur Zielstelle.
P+SH+AL	T2_FUTURE_STRONG	BIOLOGICAL	P|SH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein und halte; zur Zielstation.	NONE	Y	Setze den Stationsposten [wie zuvor] ein und halte den Stationsposten [wie zuvor]; zur Zielstation.
P+SH+AL	T2_FUTURE_STRONG	CELESTIAL	P|SH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein und halte; zur Zielposition.	NONE	Y	Setze den Positionsposten [wie zuvor] ein und halte den Positionsposten [wie zuvor]; zur Zielposition.
P+SH+AL	T2_FUTURE_STRONG	PHARMA	P|SH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Setze ein und halte; zum Zielgefäß.	NONE	Y	Setze den Drogenposten [wie zuvor] ein und halte den Drogenposten [wie zuvor]; zum Zielgefäß.
P+SH+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	P|SH	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den laufenden Eintrag ein und halte den laufenden Eintrag fest.	NONE	NONE	Setze den laufenden Eintrag ein und halte den laufenden Eintrag fest.
P+SH+Y	T2_FUTURE_STRONG	HERBAL	P|SH	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Pflanzenposten ein und halte den Pflanzenposten.	NONE	NONE	Setze den Pflanzenposten ein und halte den Pflanzenposten.
P+SH+Y	T2_FUTURE_STRONG	BIOLOGICAL	P|SH	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Stationsposten ein und halte den Stationsposten.	NONE	NONE	Setze den Stationsposten ein und halte den Stationsposten.
P+SH+Y	T2_FUTURE_STRONG	CELESTIAL	P|SH	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Positionsposten ein und halte den Positionsposten.	NONE	NONE	Setze den Positionsposten ein und halte den Positionsposten.
P+SH+Y	T2_FUTURE_STRONG	PHARMA	P|SH	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Setze den Drogenposten ein und halte den Drogenposten.	NONE	NONE	Setze den Drogenposten ein und halte den Drogenposten.
S+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	S	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Wähle den laufenden Eintrag.	NONE	NONE	Wähle den laufenden Eintrag.
S+Y	T2_FUTURE_STRONG	HERBAL	S	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Wähle den Pflanzenposten.	NONE	NONE	Wähle den Pflanzenposten.
S+Y	T2_FUTURE_STRONG	BIOLOGICAL	S	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Wähle den Stationsposten.	NONE	NONE	Wähle den Stationsposten.
S+Y	T2_FUTURE_STRONG	CELESTIAL	S	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Wähle den Positionsposten.	NONE	NONE	Wähle den Positionsposten.
S+Y	T2_FUTURE_STRONG	PHARMA	S	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Wähle den Drogenposten.	NONE	NONE	Wähle den Drogenposten.
SH+AIN	T1_FUTURE_HIGH	SOURCE_SECTION_T	SH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Teilwert fest.	NONE	NONE	Halte den Teilwert fest.
SH+AIN	T1_FUTURE_HIGH	HERBAL	SH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Materialanteil.	NONE	NONE	Halte den Materialanteil.
