statement_id	record_unit_id	page	loci	owner_slot	event_count	surface_sequence	family_sequence_de	register_expansion_sequence_de	two_layer_statement_de	contains_revised_family	terminal_status
B2-S004	B2	f82r	f82r.2|f82r.3	aktuelle lokale Becken- oder Gerätestation auf f82r	5	qokal · lcheckhy · lched · qokeey · lcheckhedy	EINSETZEN + ZU_ZIEL; AB + DIES_AKTUELLER_POSTEN + DURCHLASS; AB + UEBERFUEHREN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; AB + SEIHEN	dorthin einsetzen; Abführpassage; Abführung; länger einwirken lassen; Trennabzug; Schluss	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + ZU_ZIEL => dorthin einsetzen | AB + DIES_AKTUELLER_POSTEN + DURCHLASS => Abführpassage | AB + UEBERFUEHREN => Abführung | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | AB + SEIHEN => Trennabzug; Schluss	YES	CLOSED
B2-S005	B2	f82r	f82r.3|f82r.4	aktuelle lokale Becken- oder Gerätestation auf f82r	8	qokaly · solkaiin · chckhy · qokaiin · qokaiin · octheol · chkeey · ldy	EINSETZEN + ZU_ZIEL + DIES_AKTUELLER_POSTEN; SOLLWERT + SAMMELN; DIES_AKTUELLER_POSTEN + DURCHLASS; EINSETZEN + SOLLWERT; EINSETZEN + SOLLWERT; WEITER_GLEICHER_LAUF + BEREIT; GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; AB + FESTSETZEN	Zieleinsatz; Sollsammlung; durchleiten; bemessen; bemessen; Fortsetzung vorbereiten; Langwärmen; abziehen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + ZU_ZIEL + DIES_AKTUELLER_POSTEN => Zieleinsatz | SOLLWERT + SAMMELN => Sollsammlung | DIES_AKTUELLER_POSTEN + DURCHLASS => durchleiten | EINSETZEN + SOLLWERT => bemessen | EINSETZEN + SOLLWERT => bemessen | WEITER_GLEICHER_LAUF + BEREIT => Fortsetzung vorbereiten | GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN => Langwärmen | AB + FESTSETZEN => abziehen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B2-S006	B2	f82r	f82r.4	aktuelle lokale Becken- oder Gerätestation auf f82r	4	oteey · qokal · sheckhy · qoky	FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + ZU_ZIEL; GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS; EINSETZEN + DIES_AKTUELLER_POSTEN	Langfolge; dorthin einsetzen; Kurzpassage; einsetzen	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN => Langfolge | EINSETZEN + ZU_ZIEL => dorthin einsetzen | GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS => Kurzpassage | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen	YES	OPEN
B2-S007	B2	f82r	f82r.7	aktuelle lokale Becken- oder Gerätestation auf f82r	1	dshedy	Frischwasser zugeben; Schluss	Frischwasser zugeben; Schluss	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: Frischwasser zugeben; Schluss => Frischwasser zugeben; Schluss	YES	CLOSED
B2-S008	B2	f82r	f82r.7	aktuelle lokale Becken- oder Gerätestation auf f82r	3	sotaiin · qokar · shedy	FOLGEPOSTEN + SOLLWERT; EINSETZEN + VON_QUELLE; GRAD + FESTSETZEN + ABSETZEN	Folgemaß; Quelleinsatz; kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: FOLGEPOSTEN + SOLLWERT => Folgemaß | EINSETZEN + VON_QUELLE => Quelleinsatz | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B2-S009	B2	f82r	f82r.7	aktuelle lokale Becken- oder Gerätestation auf f82r	1	solshedy	WEITER_GLEICHER_LAUF + FESTSETZEN + ABSETZEN	Folgeabsetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: WEITER_GLEICHER_LAUF + FESTSETZEN + ABSETZEN => Folgeabsetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B2-S010	B2	f82r	f82r.7	aktuelle lokale Becken- oder Gerätestation auf f82r	4	qokeey · qoky · ls · cheey	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + DIES_AKTUELLER_POSTEN; AB; Klarlauf	länger einwirken lassen; einsetzen; Auslass; Klarlauf	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen | AB => Auslass | Klarlauf => Klarlauf	YES	OPEN
B2-S011	B2	f82r	f82r.19	aktuelle lokale Becken- oder Gerätestation auf f82r	4	okain · char · okain · qokeedy	EINSETZEN + PORTION; VON_QUELLE; EINSETZEN + PORTION; EINSETZEN + GRAD + FESTSETZEN	Anteil zugeben; davon; Anteil zugeben; lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + PORTION => Anteil zugeben | VON_QUELLE => davon | EINSETZEN + PORTION => Anteil zugeben | EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B2-S012	B2	f82r	f82r.19|f82r.23	aktuelle lokale Becken- oder Gerätestation auf f82r	8	lchy · cheey · qcthey · qokeey · lcheey · daiin · chey · qokeeedy	AB + DIES_AKTUELLER_POSTEN; Klarlauf; GRAD + DIES_AKTUELLER_POSTEN + BEREIT; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; AB; SOLLWERT; DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Abführgut; Klarlauf; kurz vorbereiten; länger einwirken lassen; Klarabzug; Sollmaß; dies; Volleinsatz; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: AB + DIES_AKTUELLER_POSTEN => Abführgut | Klarlauf => Klarlauf | GRAD + DIES_AKTUELLER_POSTEN + BEREIT => kurz vorbereiten | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | AB => Klarabzug | SOLLWERT => Sollmaß | DIES_AKTUELLER_POSTEN => dies | EINSETZEN + GRAD + FESTSETZEN => Volleinsatz; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B2-S013	B2	f82r	f82r.23	aktuelle lokale Becken- oder Gerätestation auf f82r	1	lchedy	AB + UEBERFUEHREN	abführen; Schluss	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: AB + UEBERFUEHREN => abführen; Schluss	YES	CLOSED
B2-S014	B2	f82r	f82r.23	aktuelle lokale Becken- oder Gerätestation auf f82r	1	lar	VON_QUELLE + AB	Quellabzug	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: VON_QUELLE + AB => Quellabzug	NO	OPEN
B2-S015	B2	f82r	f82r.26	aktuelle lokale Becken- oder Gerätestation auf f82r	2	tshey · qokeedy	RAHMEN + FREIGEGEBENER_LAUF; EINSETZEN + GRAD + FESTSETZEN	Folgeklarlauf; lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: RAHMEN + FREIGEGEBENER_LAUF => Folgeklarlauf | EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B2-S016	B2	f82r	f82r.26|f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	8	cheal · lchedar · ches · aiin · oteey · qokaiin · okey · pchedy	ZU_ZIEL; VON_QUELLE + AB + UEBERFUEHREN; teilen; SOLLWERT; FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + SOLLWERT; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; ZU + UEBERFUEHREN	dorthin; Quellabführung; teilen; Sollmaß; Langfolge; bemessen; kurz einwirken lassen; Zuführung; Schluss	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: ZU_ZIEL => dorthin | VON_QUELLE + AB + UEBERFUEHREN => Quellabführung | teilen => teilen | SOLLWERT => Sollmaß | FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN => Langfolge | EINSETZEN + SOLLWERT => bemessen | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => kurz einwirken lassen | ZU + UEBERFUEHREN => Zuführung; Schluss	YES	CLOSED
B2-S017	B2	f82r	f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	2	rsheal · daldy	ZU_ZIEL + GRAD; ZU_ZIEL + FESTSETZEN	Kurzhalt am Ziel; Zielschluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: ZU_ZIEL + GRAD => Kurzhalt am Ziel | ZU_ZIEL + FESTSETZEN => Zielschluss; Arbeitsschritt festsetzen	YES	CLOSED
B2-S018	B2	f82r	f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	1	qokeedy	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B2-S019	B2	f82r	f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	1	rshedy	Vollwaschung; Schluss	Vollwaschung; Schluss	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: Vollwaschung; Schluss => Vollwaschung; Schluss	YES	CLOSED
B2-S020	B2	f82r	f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	1	qoteedy	FOLGEPOSTEN + GRAD + FESTSETZEN	lange Folgestufe; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: FOLGEPOSTEN + GRAD + FESTSETZEN => lange Folgestufe; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B2-S021	B2	f82r	f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	1	qokeedy	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B2-S022	B2	f82r	f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	1	lochedy	AB + FESTSETZEN + UEBERFUEHREN + ZURUECKNEHMEN	Abführung; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: AB + FESTSETZEN + UEBERFUEHREN + ZURUECKNEHMEN => Abführung; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S001	B3	f83r	f83r.3	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	olkeedy	GRAD + SAMMELN	lange sammeln; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: GRAD + SAMMELN => lange sammeln; Schluss	YES	CLOSED
B3-S002	B3	f83r	f83r.3	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	qotal · chkeedy	FOLGEPOSTEN + ZU_ZIEL; GRAD + FESTSETZEN + ZUSTAND_JUSTIEREN	danach dorthin; Langwärmen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: FOLGEPOSTEN + ZU_ZIEL => danach dorthin | GRAD + FESTSETZEN + ZUSTAND_JUSTIEREN => Langwärmen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S003	B3	f83r	f83r.3	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	chey · daiin · chey · lchedy	DIES_AKTUELLER_POSTEN; SOLLWERT; DIES_AKTUELLER_POSTEN; AB + UEBERFUEHREN	dies; Sollmaß; dies; abführen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: DIES_AKTUELLER_POSTEN => dies | SOLLWERT => Sollmaß | DIES_AKTUELLER_POSTEN => dies | AB + UEBERFUEHREN => abführen; Schluss	YES	CLOSED
B3-S004	B3	f83r	f83r.3	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	3	qokaiin · qotal · dar	EINSETZEN + SOLLWERT; FOLGEPOSTEN + ZU_ZIEL; VON_QUELLE	bemessen; danach dorthin; davon	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + SOLLWERT => bemessen | FOLGEPOSTEN + ZU_ZIEL => danach dorthin | VON_QUELLE => davon	NO	OPEN
B3-S005	B3	f83r	f83r.6	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	schedy	UEBERFUEHREN	überführen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: UEBERFUEHREN => überführen; Schluss	YES	CLOSED
B3-S006	B3	f83r	f83r.6	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	3	chedchy · qokal · olchedy	DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + ZU_ZIEL; WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN	Postentransfer; dorthin einsetzen; weiterführen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: DIES_AKTUELLER_POSTEN + UEBERFUEHREN => Postentransfer | EINSETZEN + ZU_ZIEL => dorthin einsetzen | WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN => weiterführen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S007	B3	f83r	f83r.6	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	3	qokaiin · chedy · qokeedy	EINSETZEN + SOLLWERT; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + GRAD + FESTSETZEN	bemessen; überführen; lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + SOLLWERT => bemessen | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S008	B3	f83r	f83r.6	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	lchedy	AB + UEBERFUEHREN	abführen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: AB + UEBERFUEHREN => abführen; Schluss	YES	CLOSED
B3-S009	B3	f83r	f83r.6	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qoky	EINSETZEN + DIES_AKTUELLER_POSTEN	einsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen	NO	OPEN
B3-S010	B3	f83r	f83r.8	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	pchedal · otedy	ZU_ZIEL + ZU + UEBERFUEHREN; FOLGEPOSTEN + GRAD + FESTSETZEN	Zielzuführung; Kurzfolge; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: ZU_ZIEL + ZU + UEBERFUEHREN => Zielzuführung | FOLGEPOSTEN + GRAD + FESTSETZEN => Kurzfolge; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S011	B3	f83r	f83r.8	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	shecthedchy · qoky · chedy · chary	DIES_AKTUELLER_POSTEN + UEBERFUEHREN + BEREIT; EINSETZEN + DIES_AKTUELLER_POSTEN; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; VON_QUELLE + DIES_AKTUELLER_POSTEN	Vorbereitungstransfer; einsetzen; überführen; Quellposten	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: DIES_AKTUELLER_POSTEN + UEBERFUEHREN + BEREIT => Vorbereitungstransfer | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | VON_QUELLE + DIES_AKTUELLER_POSTEN => Quellposten	YES	OPEN
B3-S012	B3	f83r	f83r.11	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	sor · shedy	BEDINGUNGSANSATZ; GRAD + FESTSETZEN + ABSETZEN	Ansatz; kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: BEDINGUNGSANSATZ => Ansatz | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S013	B3	f83r	f83r.11	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	qokaiin · chkain · shcthey · qokedy	EINSETZEN + SOLLWERT; PORTION; GRAD + DIES_AKTUELLER_POSTEN + BEREIT; EINSETZEN + GRAD + FESTSETZEN	bemessen; Portion; kurz vorbereiten; kurz einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + SOLLWERT => bemessen | PORTION => Portion | GRAD + DIES_AKTUELLER_POSTEN + BEREIT => kurz vorbereiten | EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S014	B3	f83r	f83r.11	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	okair · sheedy	EINSETZEN + LAUF_BAHN; GRAD + FESTSETZEN + ABSETZEN	Laufeinsatz; Langabsetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + LAUF_BAHN => Laufeinsatz | GRAD + FESTSETZEN + ABSETZEN => Langabsetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S015	B3	f83r	f83r.11	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	lchedy	AB + UEBERFUEHREN	abführen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: AB + UEBERFUEHREN => abführen; Schluss	YES	CLOSED
B3-S016	B3	f83r	f83r.11|f83r.14	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	lo · qokchedy	AB + ZURUECKNEHMEN; EINSETZEN + FESTSETZEN + UEBERFUEHREN	Abzug; vorigen Posten überführen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: AB + ZURUECKNEHMEN => Abzug | EINSETZEN + FESTSETZEN + UEBERFUEHREN => vorigen Posten überführen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S017	B3	f83r	f83r.14	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokeedy	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S018	B3	f83r	f83r.14	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	shedy	GRAD + FESTSETZEN + ABSETZEN	kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S019	B3	f83r	f83r.14	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokshedy	EINSETZEN + FESTSETZEN + ABSETZEN	Einsatzabsetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + FESTSETZEN + ABSETZEN => Einsatzabsetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S020	B3	f83r	f83r.14	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	dal · lchedy	ZU_ZIEL; AB + UEBERFUEHREN	dorthin; abführen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: ZU_ZIEL => dorthin | AB + UEBERFUEHREN => abführen; Schluss	YES	CLOSED
B3-S021	B3	f83r	f83r.14|f83r.15	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	11	qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy	EINSETZEN + SOLLWERT; DIES_AKTUELLER_POSTEN + BEREIT; ZU_ZIEL; DIES_AKTUELLER_POSTEN; SOLLWERT; ZU_ZIEL + ABSETZEN; GRAD + DIES_AKTUELLER_POSTEN + BEREIT; DIES_AKTUELLER_POSTEN; ZU_ZIEL; DIES_AKTUELLER_POSTEN + BEREIT; ZU_ZIEL + FESTSETZEN + UEBERFUEHREN	bemessen; bereit; dorthin; dies; Sollmaß; am Ziel absetzen; Kurzvorbereitung; dies; dorthin; bereit; Zieltransfer; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + SOLLWERT => bemessen | DIES_AKTUELLER_POSTEN + BEREIT => bereit | ZU_ZIEL => dorthin | DIES_AKTUELLER_POSTEN => dies | SOLLWERT => Sollmaß | ZU_ZIEL + ABSETZEN => am Ziel absetzen | GRAD + DIES_AKTUELLER_POSTEN + BEREIT => Kurzvorbereitung | DIES_AKTUELLER_POSTEN => dies | ZU_ZIEL => dorthin | DIES_AKTUELLER_POSTEN + BEREIT => bereit | ZU_ZIEL + FESTSETZEN + UEBERFUEHREN => Zieltransfer; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S022	B3	f83r	f83r.15	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qotchedy	FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	Folgetransfer; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN => Folgetransfer; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S023	B3	f83r	f83r.15	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	lchedy	AB + UEBERFUEHREN	abführen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: AB + UEBERFUEHREN => abführen; Schluss	YES	CLOSED
B3-S024	B3	f83r	f83r.16	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	tchedy	UEBERFUEHREN	überführen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: UEBERFUEHREN => überführen; Schluss	YES	CLOSED
B3-S025	B3	f83r	f83r.16	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokchdy	EINSETZEN + FESTSETZEN + UEBERFUEHREN	neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + FESTSETZEN + UEBERFUEHREN => neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S026	B3	f83r	f83r.16|f83r.20	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	7	cheedar · chldaiin · chedy · qokain · checthy · chealror · solkeedy	VON_QUELLE + UEBERFUEHREN; SOLLWERT; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + PORTION; DIES_AKTUELLER_POSTEN + BEREIT; ZU_ZIEL + BEDINGUNGSANSATZ; GRAD + SAMMELN	Quelltransfer; Sollabsetzung; überführen; Anteil zugeben; bereit; Zielbereitung; lange sammeln; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: VON_QUELLE + UEBERFUEHREN => Quelltransfer | SOLLWERT => Sollabsetzung | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | EINSETZEN + PORTION => Anteil zugeben | DIES_AKTUELLER_POSTEN + BEREIT => bereit | ZU_ZIEL + BEDINGUNGSANSATZ => Zielbereitung | GRAD + SAMMELN => lange sammeln; Schluss	YES	CLOSED
B3-S027	B3	f83r	f83r.20	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qoteedy	FOLGEPOSTEN + GRAD + FESTSETZEN	lange Folgestufe; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: FOLGEPOSTEN + GRAD + FESTSETZEN => lange Folgestufe; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S028	B3	f83r	f83r.20	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	qokeey · qokedy	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	länger einwirken lassen; kurz einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S029	B3	f83r	f83r.20	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	3	sol · cheeety · qokedy	WEITER_GLEICHER_LAUF; GRAD + TEIL; EINSETZEN + GRAD + FESTSETZEN	weiter; Vollteil; kurz einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: WEITER_GLEICHER_LAUF => weiter | GRAD + TEIL => Vollteil | EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S030	B3	f83r	f83r.20|f83r.22	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	qoky · saiin · schedair · otchedy	EINSETZEN + DIES_AKTUELLER_POSTEN; SOLLWERT; LAUF_BAHN; FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	einsetzen; Sollmaß; Weiterlauf; Folgetransfer; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen | SOLLWERT => Sollmaß | LAUF_BAHN => Weiterlauf | FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN => Folgetransfer; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S031	B3	f83r	f83r.22	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokeedy	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
