master_card_id	master_form	registered_surfaces	old_component_parse	family_parse	family_literal_de	card_class_279	local_prose_default_de	contains_revised_family	prose_event_count
MC145	chedain	chedain	CHED_TRANSFER+AIN_PORTION	AIN+CHED_TRANSFER	PORTION + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	Anteilstransfer	YES	1
MC146	chealror	chealror	AL_TO+R_FRAME+OR_BATCH	AL+OR	ZU_ZIEL + BEDINGUNGSANSATZ	COMPOSED_FROM_36_FAMILIES	Zielbereitung	NO	1
MC147	cheky	cheky	CHK_WARM+GRADE_1+Y_CURRENT_ITEM	E_GRADE+Y+CHK	GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN	COMPOSED_FROM_36_FAMILIES	kurz wärmen	YES	3
MC148	ykan	ykan	Y + K + AN	AN	ZWEITE_PORTION	COMPOSED_FROM_36_FAMILIES	zweite Portion	NO	1
MC149	solshedy	solshedy	OL_CONTINUE+SHED_SETTLE+CLOSE	OL+DY+SHED	WEITER_GLEICHER_LAUF + FESTSETZEN + ABSETZEN	COMPOSED_FROM_36_FAMILIES	Folgeabsetzen; Schluss	YES	1
MC150	okeeol	okeeol	OK_SET+GRADE_2+OL_CONTINUE	OK+OL+E_GRADE	EINSETZEN + WEITER_GLEICHER_LAUF + GRAD	COMPOSED_FROM_36_FAMILIES	Langfortsetzung	YES	1
MC151	qokshedy	qokshedy	OK_SET+SHED_SETTLE+CLOSE	OK+DY+SHED	EINSETZEN + FESTSETZEN + ABSETZEN	COMPOSED_FROM_36_FAMILIES	Einsatzabsetzen; Schluss	YES	1
MC152	ches	ches	MEMORIZED_WHOLE_CARD	WHOLE_SIGN[ches]	teilen	MEMORIZED_WHOLE_SIGN	teilen	NO	1
MC153	cheol	cheol|chol|ol|qol|sol|tol	OL_CONTINUE	OL	WEITER_GLEICHER_LAUF	COMPOSED_FROM_36_FAMILIES	weiter	NO	19
MC154	al	al|chal|cheal|dal|sal|tal	AL_TO	AL	ZU_ZIEL	COMPOSED_FROM_36_FAMILIES	dorthin	NO	10
MC155	lchedy	lchedy	L_OUT+CHED_TRANSFER+TERMINAL	L+CHED_TRANSFER	AB + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	abführen; Schluss	YES	8
MC156	cphy	cphy	CPHY	WHOLE_SIGN[cphy]	nachseihen	MEMORIZED_WHOLE_SIGN	nachseihen	NO	1
MC157	cholor	cholor|olor	OL_CONTINUE+OR_BATCH	OL+OR	WEITER_GLEICHER_LAUF + BEDINGUNGSANSATZ	COMPOSED_FROM_36_FAMILIES	derselbe Ansatz	NO	2
MC158	cthoor	cthoor	CTH + OR	OR+CTH	BEDINGUNGSANSATZ + BEREIT	COMPOSED_FROM_36_FAMILIES	den Ansatz bereitstellen	NO	1
MC159	os	os	OS	OS_RECEIVER	AUFNAHME	COMPOSED_FROM_36_FAMILIES	AUFNAHMEFELD_ODER_UMSCHLUSS	NO	1
MC160	talam	talam	TALAM_TERMINAL_STORE_WHOLE	WHOLE_SIGN[talam]	verwahren; Schluss	MEMORIZED_WHOLE_SIGN	verwahren; Schluss	NO	1
MC161	checthy	checthy|cthy|shcthy	CTH_READY+Y_CURRENT	Y+CTH	DIES_AKTUELLER_POSTEN + BEREIT	COMPOSED_FROM_36_FAMILIES	bereit	NO	7
MC162	qolchey	qolchey	OL_CONTINUE+Y_CURRENT	OL+Y	WEITER_GLEICHER_LAUF + DIES_AKTUELLER_POSTEN	COMPOSED_FROM_36_FAMILIES	Weiterposten	NO	1
MC163	qotchol	qotchol	Q_FRAME+OT_FOLLOW+OL_CONTINUE_NEW_TRACK	OL+OT	WEITER_GLEICHER_LAUF + FOLGEPOSTEN	COMPOSED_FROM_36_FAMILIES	zum Folgegang wechseln	NO	1
MC164	qokylddy	qokylddy	OK+Y_ITEM+LDDY_FASTEN_CLOSE	WHOLE_SIGN[qokylddy]	befestigen; Schluss	MEMORIZED_WHOLE_SIGN	befestigen; Schluss	NO	1
MC165	qockhey	qockhey	OK_SET+CKH_THROUGH+E_SHORT+Y_CURRENT	OK+E_GRADE+Y+CKH	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS	COMPOSED_FROM_36_FAMILIES	Kurzdurchgang	YES	1
MC166	chkeey	chkeey	CHK_WARM+GRADE_2+Y_CURRENT	E_GRADE+Y+CHK	GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN	COMPOSED_FROM_36_FAMILIES	Langwärmen	YES	1
MC167	lochedy	lochedy	L_OUT+O_RESIDUAL_BRANCH+CHED_TRANSFER+CLOSE_EXACT	L+DY+CHED_TRANSFER+O_WITHDRAW	AB + FESTSETZEN + UEBERFUEHREN + ZURUECKNEHMEN	COMPOSED_FROM_36_FAMILIES	Abführung; Schluss	YES	1
MC168	lcheckhy	lcheckhy	L_OUT+CKH_THROUGH+Y_ITEM	L+Y+CKH	AB + DIES_AKTUELLER_POSTEN + DURCHLASS	COMPOSED_FROM_36_FAMILIES	Abführpassage	NO	1
MC169	cthaiin	cthaiin	CTH + AIIN	AIIN+CTH	SOLLWERT + BEREIT	COMPOSED_FROM_36_FAMILIES	die Sollvorbereitung setzen	NO	1
MC170	ykaiin	ykaiin	Y + K + AIIN	AIIN	SOLLWERT	COMPOSED_FROM_36_FAMILIES	Sollportion	NO	1
MC171	otchey	otchey	OT_FOLLOW+Y_CURRENT_ITEM	OT+Y	FOLGEPOSTEN + DIES_AKTUELLER_POSTEN	COMPOSED_FROM_36_FAMILIES	das nächste	NO	2
MC172	daiiin	daiiin	DA+IIN_PORT_GRADE	IIN	STUFE	COMPOSED_FROM_36_FAMILIES	Endstufe	NO	1
MC173	qoteedy	qoteedy	OT_FOLLOW+GRADE_2+CLOSE	OT+E_GRADE+DY	FOLGEPOSTEN + GRAD + FESTSETZEN	COMPOSED_FROM_36_FAMILIES	lange Folgestufe; Schluss	YES	2
