event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	card_value_de	five_habit_class	matching_extreme_profiles	fit_status	same_habit_profile_forms	registered_surface	master_recovery
234	B3-S003	B3	f83r	chey	MC123	dies	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	chey	YES	EXACT
235	B3-S003	B3	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	lchedy	YES	EXACT
236	B3-S004	B3	f83r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokaiin	YES	EXACT
237	B3-S004	B3	f83r	qotal	MC093	danach dorthin	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qotal	YES	EXACT
238	B3-S004	B3	f83r	dar	MC055	davon	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dar	YES	EXACT
239	B3-S005	B3	f83r	schedy	MC025	überführen; Schluss	S_FLOW_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND	PROFILE_REPRODUCED	schedy	YES	EXACT
241	B3-S006	B3	f83r	qokal	MC040	dorthin einsetzen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokal	YES	EXACT
242	B3-S006	B3	f83r	olchedy	MC028	weiterführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	olchedy	YES	EXACT
243	B3-S007	B3	f83r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokaiin	YES	EXACT
244	B3-S007	B3	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chdy	YES	EXACT
245	B3-S007	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokeedy	YES	EXACT
246	B3-S008	B3	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	lchedy	YES	EXACT
247	B3-S009	B3	f83r	qoky	MC026	einsetzen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qoky	YES	EXACT
251	B3-S011	B3	f83r	qoky	MC026	einsetzen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qoky	YES	EXACT
252	B3-S011	B3	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chdy	YES	EXACT
254	B3-S012	B3	f83r	sor	MC080	Ansatz	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	sor	YES	EXACT
255	B3-S012	B3	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shedy	YES	EXACT
256	B3-S013	B3	f83r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokaiin	YES	EXACT
257	B3-S013	B3	f83r	chkain	MC105	Anteil	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	chkain	YES	EXACT
258	B3-S013	B3	f83r	shcthey	MC073	kurz vorbereiten	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shcthey	YES	EXACT
259	B3-S013	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokedy	YES	EXACT
262	B3-S015	B3	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	lchedy	YES	EXACT
264	B3-S016	B3	f83r	qokchedy	MC005	einführen; Schluss	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokchedy	YES	EXACT
265	B3-S017	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokeedy	YES	EXACT
266	B3-S018	B3	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shedy	YES	EXACT
268	B3-S020	B3	f83r	dal	MC154	dorthin	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dal	YES	EXACT
269	B3-S020	B3	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	lchedy	YES	EXACT
270	B3-S021	B3	f83r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokaiin	YES	EXACT
271	B3-S021	B3	f83r	shcthy	MC161	bereit	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shcthy	YES	EXACT
272	B3-S021	B3	f83r	dal	MC154	dorthin	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dal	YES	EXACT
273	B3-S021	B3	f83r	sy	MC123	dies	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	sy	YES	EXACT
274	B3-S021	B3	f83r	saiin	MC039	Sollmaß	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	saiin	YES	EXACT
275	B3-S021	B3	f83r	shedal	MC113	am Ziel absetzen	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	shedal	YES	EXACT
277	B3-S021	B3	f83r	chey	MC123	dies	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	chey	YES	EXACT
278	B3-S021	B3	f83r	tal	MC154	dorthin	HARD_D_T_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	dal	YES	EXACT
279	B3-S021	B3	f83r	shcthy	MC161	bereit	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shcthy	YES	EXACT
282	B3-S023	B3	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	lchedy	YES	EXACT
283	B3-S024	B3	f83r	tchedy	MC025	überführen; Schluss	HARD_D_T_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	dchedy	YES	EXACT
284	B3-S025	B3	f83r	qokchdy	MC088	einführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokchdy	YES	EXACT
287	B3-S026	B3	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chdy	YES	EXACT
288	B3-S026	B3	f83r	qokain	MC017	Anteil zugeben	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokain	YES	EXACT
289	B3-S026	B3	f83r	checthy	MC161	bereit	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	checthy	YES	EXACT
291	B3-S026	B3	f83r	solkeedy	MC045	lange sammeln; Schluss	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	solkeedy	YES	EXACT
292	B3-S027	B3	f83r	qoteedy	MC173	lange Folgestufe; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qoteedy	YES	EXACT
293	B3-S028	B3	f83r	qokeey	MC002	lange einwirken	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokeey	YES	EXACT
294	B3-S028	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokedy	YES	EXACT
295	B3-S029	B3	f83r	sol	MC153	weiter	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	sol	YES	EXACT
297	B3-S029	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokedy	YES	EXACT
298	B3-S030	B3	f83r	qoky	MC026	einsetzen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qoky	YES	EXACT
299	B3-S030	B3	f83r	saiin	MC039	Sollmaß	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	saiin	YES	EXACT
302	B3-S031	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokeedy	YES	EXACT
304	B3-S032	B3	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chdy	YES	EXACT
306	B3-S032	B3	f83r	otaiin	MC060	Folgemaß	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	otaiin	YES	EXACT
308	B3-S033	B3	f83r	ldy	MC004	abziehen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	ldy	YES	EXACT
309	B3-S034	B3	f83r	soiiin	MC033	Arbeitsstufe	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	soiiin	YES	EXACT
310	B3-S034	B3	f83r	checthy	MC161	bereit	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	checthy	YES	EXACT
311	B3-S034	B3	f83r	chety	MC086	Anteil	OPEN_CH_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	chety	YES	EXACT
312	B3-S034	B3	f83r	otaiin	MC060	Folgemaß	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	otaiin	YES	EXACT
314	B3-S034	B3	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shedy	YES	EXACT
315	B4-S001	B4	f83r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokeedy	YES	EXACT
317	B4-S002	B4	f83r	qokeey	MC002	lange einwirken	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokeey	YES	EXACT
318	B4-S002	B4	f83r	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokedy	YES	EXACT
319	B4-S003	B4	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chdy	YES	EXACT
320	B4-S003	B4	f83r	otal	MC093	danach dorthin	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	otal	YES	EXACT
321	B4-S003	B4	f83r	otchey	MC171	das nächste	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	otchey	YES	EXACT
322	B4-S003	B4	f83r	qokeey	MC002	lange einwirken	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokeey	YES	EXACT
323	B4-S003	B4	f83r	qoky	MC026	einsetzen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qoky	YES	EXACT
324	B4-S003	B4	f83r	tol	MC153	weiter	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	tol	YES	EXACT
325	B4-S003	B4	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shedy	YES	EXACT
327	B4-S005	B4	f83r	dain	MC059	Einlage	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	dain	YES	EXACT
328	B4-S005	B4	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chdy	YES	EXACT
329	B4-S005	B4	f83r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokeedy	YES	EXACT
330	B4-S006	B4	f83r	shckhedy	MC143	seihen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	shckhedy	YES	EXACT
331	B4-S007	B4	f83r	shckhedy	MC143	seihen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	shckhedy	YES	EXACT
332	B4-S008	B4	f83r	saiin	MC039	Sollmaß	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	saiin	YES	EXACT
333	B4-S008	B4	f83r	cheeky	MC032	länger bearbeiten	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	cheeky	YES	EXACT
335	B4-S008	B4	f83r	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokedy	YES	EXACT
336	B4-S009	B4	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shedy	YES	EXACT
337	B4-S010	B4	f83r	oldy	MC019	fertig	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	oldy	YES	EXACT
338	B4-S011	B4	f83r	saiin	MC039	Sollmaß	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	saiin	YES	EXACT
339	B4-S011	B4	f83r	cheky	MC147	kurz wärmen	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	cheky	YES	EXACT
341	B4-S011	B4	f83r	okain	MC017	Anteil zugeben	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	okain	YES	EXACT
342	B4-S011	B4	f83r	chdy	MC074	überführen	OPEN_CH_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	chdy	YES	EXACT
343	B4-S011	B4	f83r	sol	MC153	weiter	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	sol	YES	EXACT
345	B4-S012	B4	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	lchedy	YES	EXACT
347	B4-S013	B4	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shedy	YES	EXACT
348	B4-S014	B4	f83r	or	MC080	Ansatz	BARE_OR_INTERNAL	MASTER_BARE|Q_CELL_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	or	YES	EXACT
349	B4-S014	B4	f83r	chey	MC123	dies	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	chey	YES	EXACT
352	B4-S015	B4	f83r	qokain	MC017	Anteil zugeben	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokain	YES	EXACT
353	B4-S015	B4	f83r	shey	MC119	Klarauszug	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shey	YES	EXACT
354	B4-S015	B4	f83r	kain	MC105	Anteil	BARE_OR_INTERNAL	MASTER_BARE|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	kain	YES	EXACT
357	B4-S015	B4	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	lchedy	YES	EXACT
358	B4-S016	B4	f83r	qolkain	MC097	weiterer Anteil	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qolkain	YES	EXACT
359	B4-S016	B4	f83r	dal	MC154	dorthin	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dal	YES	EXACT
361	B4-S016	B4	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shedy	YES	EXACT
363	B5-S002	B5	f83r	qokchdy	MC088	einführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokchdy	YES	EXACT
364	B5-S003	B5	f83r	shedal	MC113	am Ziel absetzen	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	shedal	YES	EXACT
365	B5-S003	B5	f83r	dal	MC154	dorthin	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dal	YES	EXACT
366	B5-S003	B5	f83r	cheol	MC153	weiter	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	cheol	YES	EXACT
369	B5-S003	B5	f83r	aiin	MC039	Sollmaß	BARE_OR_INTERNAL	MASTER_BARE|Q_CELL_HAND	PROFILE_REPRODUCED	aiin	YES	EXACT
370	B5-S003	B5	f83r	sol	MC153	weiter	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	sol	YES	EXACT
372	B5-S003	B5	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chdy	YES	EXACT
376	B6-S001	B6	f83r	ol	MC153	weiter	BARE_OR_INTERNAL	MASTER_BARE	PROFILE_REPRODUCED	ol	YES	EXACT
377	B6-S001	B6	f83r	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	daiin	YES	EXACT
378	B6-S001	B6	f83r	ol	MC153	weiter	BARE_OR_INTERNAL	MASTER_BARE	PROFILE_REPRODUCED	ol	YES	EXACT
379	B6-S001	B6	f83r	dain	MC059	Einlage	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	dain	YES	EXACT
380	B6-S001	B6	f83r	chey	MC123	dies	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	chey	YES	EXACT
