statement_id	page	record	owner_noun_de	clean_instruction_de	cue_words_in_order	recoded_family_sequence	recoded_family_set	predicted_template	observed_template_after_reveal	template_match	observed_component_sequence_after_reveal	observed_component_set_after_reveal	component_set_recall	component_set_precision	exact_component_set	missing_components	extra_components	generation_input_contract
B2-S007	f82r	B2	die linke Mittelstation mit Zwischenknoten	An der linken Mittelstation mit Zwischenknoten: Kurz halten; den Schritt schliessen.	Kurz | halten | schliessen	E+SH+DY	DY+E+SH	T1	T1	YES	SH+E+DY	DY+E+SH	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S008	f82r	B2	die linke Mittelstation mit Zwischenknoten	An der linken Mittelstation mit Zwischenknoten: Danach nach Sollmass; dann aus der Quelle ansetzen; dann absetzen lassen; den Schritt schliessen.	Danach | Sollmass | Quelle | ansetzen | absetzen | schliessen	OT+AIIN+AR+OK+SHED+DY	AIIN+AR+DY+OK+OT+SHED	T3	T3	YES	OT+AIIN+OK+AR+SHED+DY	AIIN+AR+DY+OK+OT+SHED	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S009	f82r	B2	die linke Mittelstation mit Zwischenknoten	An der linken Mittelstation mit Zwischenknoten: Kurz weiter halten; den Schritt schliessen.	Kurz | weiter | halten | schliessen	E+OL+SH+DY	DY+E+OL+SH	T1	T1	YES	OL+SH+E+DY	DY+E+OL+SH	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S010	f82r	B2	die linke Mittelstation mit Zwischenknoten	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann weiterarbeiten; dann ihn laenger halten.	Laenger | Posten | ansetzen | ansetzen | weiterarbeiten | laenger | halten	EE+Y+OK+OK+OL+EE+SH	EE+OK+OL+SH+Y	T7	T7	YES	OK+EE+Y+OK+Y+OL+SH+EE+Y	EE+OK+OL+SH+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S011	f82r	B2	die rechte unklare Mittelstation	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	Portion | ansetzen | Quelle | Portion | ansetzen | laenger | ansetzen | schliessen	AIN+OK+AR+AIN+OK+EE+OK+DY	AIN+AR+DY+EE+OK	T3	T2	NO	OK+AIN+AR+OK+AIN+OK+EE+DY	AIN+AR+DY+EE+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S012	f82r	B2	die rechte unklare Mittelstation und das untere gruene Figurenbecken	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	Posten | leiten | entnehmen | laenger | halten | kurz | bereitet | halten | laenger | ansetzen | laenger | leiten | Sollmass | vollstaendig | ansetzen | schliessen	Y+L+CH+EE+SH+E+CTH+SH+EE+OK+EE+L+AIIN+EEE+OK+DY	AIIN+CH+CTH+DY+E+EE+EEE+L+OK+SH+Y	T2	T2	YES	L+CH+Y+SH+EE+Y+CTH+E+Y+OK+EE+Y+L+EE+Y+AIIN+Y+OK+EEE+DY	AIIN+CH+CTH+DY+E+EE+EEE+L+OK+SH+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S013	f82r	B2	das untere gruene Figurenbecken	Am unteren gruenen Figurenbecken: Leiten und umsetzen; den Schritt schliessen.	Leiten | umsetzen | schliessen	L+CHD+DY	CHD+DY+L	T1	T1	YES	L+CHD+DY	CHD+DY+L	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S014	f82r	B2	das untere gruene Figurenbecken	Am unteren gruenen Figurenbecken: Aus der Quelle leiten.	Quelle | leiten	AR+L	AR+L	T6	T5	NO	L+AR	AR+L	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S015	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	Kurz | Posten | halten | laenger | ansetzen | schliessen	E+Y+SH+EE+OK+DY	DY+E+EE+OK+SH+Y	T1	T1	YES	SH+E+Y+OK+EE+DY	DY+E+EE+OK+SH+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S016	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz entnehmen und teilen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, fuellen, umsetzen und schliessen.	Zielstelle | Quelle | leiten | umsetzen | Kurz | entnehmen | teilen | Sollmass | Posten | laenger | Sollmass | kurz | ansetzen | fuellen | umsetzen | schliessen	AL+AR+L+CHD+E+CH+S+AIIN+Y+EE+AIIN+E+OK+P+CHD+DY	AIIN+AL+AR+CH+CHD+DY+E+EE+L+OK+P+S+Y	T3	T3	YES	AL+L+CHD+AR+CH+E+S+AIIN+OT+EE+Y+OK+AIIN+OK+E+Y+P+CHD+DY	AIIN+AL+AR+CH+CHD+DY+E+EE+L+OK+OT+P+S+Y	0.928571	1.000000	NO	OT	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S017	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Schritt an der Zielstelle schliessen.	Zielstelle | kurz | kuehlen | halten | Zielstelle | schliessen	AL+E+R+SH+AL+DY	AL+DY+E+R+SH	T3	T2	NO	R+SH+E+AL+AL+DY	AL+DY+E+R+SH	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S018	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	Laenger | ansetzen | schliessen	EE+OK+DY	DY+EE+OK	T1	T1	YES	OK+EE+DY	DY+EE+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S019	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Kuehlen und absetzen lassen; den Schritt schliessen.	Kuehlen | absetzen | schliessen	R+SHED+DY	DY+R+SHED	T1	T1	YES	R+SHED+DY	DY+R+SHED	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S020	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	Danach | laenger | schliessen	OT+EE+DY	DY+EE+OT	T4	T4	YES	OT+EE+DY	DY+EE+OT	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S021	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	Laenger | ansetzen | schliessen	EE+OK+DY	DY+EE+OK	T1	T1	YES	OK+EE+DY	DY+EE+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S022	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Im Arbeitsgang leiten und umsetzen; den Schritt schliessen.	Arbeitsgang | leiten | umsetzen | schliessen	O+L+CHD+DY	CHD+DY+L+O	T1	T1	YES	L+O+CHD+DY	CHD+DY+L+O	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S001	f83r	B3	die obere offene Faecherstation	An der oberen offenen Faecherstation: Laenger an der Sammelstelle halten und den Schritt schliessen.	Laenger | Sammelstelle | halten | schliessen	EE+SOLK+SH+DY	DY+EE+SH+SOLK	T3	T4	NO	SOLK+EE+DY	DY+EE+SOLK	1.000000	0.750000	NO	NONE	SH	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S002	f83r	B3	die obere offene Faecherstation	An der oberen offenen Faecherstation: Danach zur Zielstelle; dann laenger erwaermen; den Schritt schliessen.	Danach | Zielstelle | laenger | erwaermen | schliessen	OT+AL+EE+CHK+DY	AL+CHK+DY+EE+OT	T3	T3	YES	OT+AL+CHK+EE+DY	AL+CHK+DY+EE+OT	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S003	f83r	B3	die obere offene Faecherstation	An der oberen offenen Faecherstation: Den laufenden Posten nach Sollmass beibehalten, anschliessend leiten und umsetzen, dann schliessen.	Posten | Sollmass | anschliessend | leiten | umsetzen | schliessen	Y+AIIN+OT+L+CHD+DY	AIIN+CHD+DY+L+OT+Y	T3	T3	YES	Y+AIIN+Y+L+CHD+DY	AIIN+CHD+DY+L+Y	1.000000	0.833333	NO	NONE	OT	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S004	f83r	B3	die obere offene Faecherstation	An der oberen offenen Faecherstation: Nach Sollmass ansetzen; danach zur Zielstelle wechseln und aus der Quelle weiterarbeiten.	Sollmass | ansetzen | danach | Zielstelle | Quelle | weiterarbeiten	AIIN+OK+OT+AL+AR+OL	AIIN+AL+AR+OK+OL+OT	T6	T5	NO	OK+AIIN+OT+AL+AR	AIIN+AL+AR+OK+OT	1.000000	0.833333	NO	NONE	OL	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S005	f83r	B3	das runde Mittelgefaess	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.	Umsetzen | schliessen	CHD+DY	CHD+DY	T1	T1	YES	CHD+DY	CHD+DY	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S006	f83r	B3	das runde Mittelgefaess	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zur Zielstelle ansetzen; dann weiter umsetzen; den Schritt schliessen.	Posten | umsetzen | Zielstelle | ansetzen | weiter | umsetzen | schliessen	Y+CHD+AL+OK+OL+CHD+DY	AL+CHD+DY+OK+OL+Y	T2	T2	YES	CHD+Y+OK+AL+OL+CHD+DY	AL+CHD+DY+OK+OL+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S007	f83r	B3	das runde Mittelgefaess	Am runden Mittelgefaess: Nach Sollmass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	Sollmass | ansetzen | Posten | umsetzen | laenger | ansetzen | schliessen	AIIN+OK+Y+CHD+EE+OK+DY	AIIN+CHD+DY+EE+OK+Y	T3	T2	NO	OK+AIIN+CHD+Y+OK+EE+DY	AIIN+CHD+DY+EE+OK+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S008	f83r	B3	das runde Mittelgefaess	Am runden Mittelgefaess: Leiten und umsetzen; den Schritt schliessen.	Leiten | umsetzen | schliessen	L+CHD+DY	CHD+DY+L	T1	T1	YES	L+CHD+DY	CHD+DY+L	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S009	f83r	B3	das runde Mittelgefaess	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	Posten | ansetzen	Y+OK	OK+Y	T7	T7	YES	OK+Y	OK+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S010	f83r	B3	das untere Korbgefaess	Am unteren Korbgefaess: An der Zielstelle fuellen und umsetzen; danach den kurzen Folgeschritt schliessen.	Zielstelle | fuellen | umsetzen | danach | kurzen | schliessen	AL+P+CHD+OT+E+DY	AL+CHD+DY+E+OT+P	T3	T2	NO	P+CHD+AL+OT+E+DY	AL+CHD+DY+E+OT+P	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S011	f83r	B3	das untere Korbgefaess	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	Kurz | bereit | Posten | halten | umsetzen | ansetzen | umsetzen | Quelle	E+CTH+Y+SH+CHD+OK+CHD+AR	AR+CHD+CTH+E+OK+SH+Y	T5	T5	YES	SH+E+CTH+CHD+Y+OK+Y+CHD+Y+AR+Y	AR+CHD+CTH+E+OK+SH+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S012	f83r	B3	das untere Korbgefaess	Am unteren Korbgefaess: Den Ansatz absetzen lassen und den Schritt schliessen.	Ansatz | absetzen | schliessen	OR+SHED+DY	DY+OR+SHED	T1	T1	YES	OR+SHED+DY	DY+OR+SHED	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S013	f83r	B3	das untere Korbgefaess	Am unteren Korbgefaess: Nach Sollmass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.	Sollmass | ansetzen | Portion | zugeben | kurz | Posten | bereitet | halten | kurz | ansetzen | schliessen	AIIN+OK+AIN+K+E+Y+CTH+SH+E+OK+DY	AIIN+AIN+CTH+DY+E+K+OK+SH+Y	T3	T2	NO	OK+AIIN+K+AIN+CTH+E+Y+OK+E+DY	AIIN+AIN+CTH+DY+E+K+OK+Y	1.000000	0.888889	NO	NONE	SH	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S014	f83r	B3	das untere Korbgefaess	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.	Fluessigkeit | ansetzen | laenger | halten | schliessen	AIR+OK+EE+SH+DY	AIR+DY+EE+OK+SH	T1	T1	YES	OK+AIR+SH+EE+DY	AIR+DY+EE+OK+SH	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S015	f83r	B3	das untere Korbgefaess	Am unteren Korbgefaess: Leiten und umsetzen; den Schritt schliessen.	Leiten | umsetzen | schliessen	L+CHD+DY	CHD+DY+L	T1	T1	YES	L+CHD+DY	CHD+DY+L	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S016	f83r	B3	das untere Korbgefaess und der bildlich unverbundene Zwischenabschnitt	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Arbeitsgang leiten; dann ansetzen und umsetzen; den Schritt schliessen.	Arbeitsgang | leiten | ansetzen | umsetzen | schliessen	O+L+OK+CHD+DY	CHD+DY+L+O+OK	T1	T1	YES	L+O+OK+CHD+DY	CHD+DY+L+O+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S017	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	Laenger | ansetzen | schliessen	EE+OK+DY	DY+EE+OK	T1	T1	YES	OK+EE+DY	DY+EE+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S018	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Absetzen lassen; den Schritt schliessen.	Absetzen | schliessen	SHED+DY	DY+SHED	T1	T1	YES	SHED+DY	DY+SHED	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S019	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	Kurz | ansetzen | halten | schliessen	E+OK+SH+DY	DY+E+OK+SH	T1	T1	YES	OK+SH+E+DY	DY+E+OK+SH	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S020	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: An der Zielstelle leiten, umsetzen und den Schritt schliessen.	Zielstelle | leiten | umsetzen | schliessen	AL+L+CHD+DY	AL+CHD+DY+L	T3	T3	YES	AL+L+CHD+DY	AL+CHD+DY+L	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S021	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	Sollmass | ansetzen | Posten | bereitet | halten | Zielstelle | Sollmass | absetzen | kurz | Bereitschaft | halten | Posten | Zielstelle | bereitet | halten | umsetzen | schliessen	AIIN+OK+Y+CTH+SH+AL+AIIN+SHED+E+CTH+SH+Y+AL+CTH+SH+CHD+DY	AIIN+AL+CHD+CTH+DY+E+OK+SH+SHED+Y	T3	T2	NO	OK+AIIN+CTH+Y+AL+Y+AIIN+SHED+AL+SH+E+CTH+Y+Y+AL+CTH+Y+AL+CHD+DY	AIIN+AL+CHD+CTH+DY+E+OK+SH+SHED+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S022	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	Danach | umsetzen | schliessen	OT+CHD+DY	CHD+DY+OT	T1	T1	YES	OT+CHD+DY	CHD+DY+OT	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S023	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Leiten und umsetzen; den Schritt schliessen.	Leiten | umsetzen | schliessen	L+CHD+DY	CHD+DY+L	T1	T1	YES	L+CHD+DY	CHD+DY+L	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S024	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	Umsetzen | schliessen	CHD+DY	CHD+DY	T1	T1	YES	CHD+DY	CHD+DY	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S025	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	Ansetzen | umsetzen | schliessen	OK+CHD+DY	CHD+DY+OK	T1	T1	YES	OK+CHD+DY	CHD+DY+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S026	f83r	B3	der bildlich unverbundene Zwischenabschnitt und das durch den Bogen verbundene Hauptpaar	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger an der Sammelstelle halten und schliessen.	Laenger | Quelle | Sollmass | leiten | Posten | umsetzen | Portion | ansetzen | bereitet | halten | Ansatz | Zielstelle | kuehlen | laenger | Sammelstelle | halten | schliessen	EE+AR+AIIN+L+Y+CHD+AIN+OK+CTH+SH+OR+AL+R+EE+SOLK+SH+DY	AIIN+AIN+AL+AR+CHD+CTH+DY+EE+L+OK+OR+R+SH+SOLK+Y	T3	T3	YES	EE+AR+L+AIIN+CHD+Y+OK+AIN+CTH+Y+AL+R+OR+SOLK+EE+DY	AIIN+AIN+AL+AR+CHD+CTH+DY+EE+L+OK+OR+R+SOLK+Y	1.000000	0.933333	NO	NONE	SH	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S027	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	Danach | laenger | schliessen	OT+EE+DY	DY+EE+OT	T4	T4	YES	OT+EE+DY	DY+EE+OT	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S028	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	Laenger | Posten | ansetzen | kurz | ansetzen | schliessen	EE+Y+OK+E+OK+DY	DY+E+EE+OK+Y	T1	T1	YES	OK+EE+Y+OK+E+DY	DY+E+EE+OK+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S029	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; dann vollstaendig den laufenden Posten anwenden; dann kurz ansetzen; den Schritt schliessen.	Weiterarbeiten | vollstaendig | Posten | anwenden | kurz | ansetzen | schliessen	OL+EEE+Y+T+E+OK+DY	DY+E+EEE+OK+OL+T+Y	T1	T1	YES	OL+EEE+T+Y+OK+E+DY	DY+E+EEE+OK+OL+T+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S030	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.	Posten | Sollmass | ansetzen | Fluessigkeit | umsetzen | danach | umsetzen | schliessen	Y+AIIN+OK+AIR+CHD+OT+CHD+DY	AIIN+AIR+CHD+DY+OK+OT+Y	T3	T2	NO	OK+Y+AIIN+CHD+AIR+OT+CHD+DY	AIIN+AIR+CHD+DY+OK+OT+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S031	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	Laenger | ansetzen | schliessen	EE+OK+DY	DY+EE+OK	T1	T1	YES	OK+EE+DY	DY+EE+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S032	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.	Portion | Posten | umsetzen | danach | kurz | Sollmass | anschliessend | Sollmass | Kurzschritt | schliessen	AIN+Y+CHD+OT+E+AIIN+OT+AIIN+E+DY	AIIN+AIN+CHD+DY+E+OT+Y	T3	T2	NO	CHD+AIN+CHD+Y+OT+E+AIIN+OT+AIIN+OT+E+DY	AIIN+AIN+CHD+DY+E+OT+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S033	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Leiten; den Schritt schliessen.	Leiten | schliessen	L+DY	DY+L	T1	T1	YES	L+DY	DY+L	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B3-S034	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Arbeitsstufe fuehren; den Posten bereitet halten und anwenden; danach nach Sollmass an der Zielstelle weiterfuehren, absetzen und schliessen.	Arbeitsgang | Arbeitsstufe | Posten | bereitet | halten | anwenden | danach | Sollmass | Zielstelle | weiterfuehren | absetzen | schliessen	O+IIN+Y+CTH+SH+T+OT+AIIN+AL+OL+SHED+DY	AIIN+AL+CTH+DY+IIN+O+OL+OT+SH+SHED+T+Y	T3	T3	YES	O+IIN+CTH+Y+T+Y+OT+AIIN+OL+AL+Y+SHED+DY	AIIN+AL+CTH+DY+IIN+O+OL+OT+SHED+T+Y	1.000000	0.916667	NO	NONE	SH	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S001	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	Laenger | ansetzen | schliessen	EE+OK+DY	DY+EE+OK	T1	T1	YES	OK+EE+DY	DY+EE+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S002	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten weiterarbeiten; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	Posten | weiterarbeiten | laenger | ansetzen | kurz | ansetzen | schliessen	Y+OL+EE+OK+E+OK+DY	DY+E+EE+OK+OL+Y	T1	T1	YES	OL+Y+OK+EE+Y+OK+E+DY	DY+E+EE+OK+OL+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S003	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zur Zielstelle und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, weiterarbeiten, absetzen und schliessen.	Posten | umsetzen | danach | Zielstelle | Posten | laenger | ansetzen | weiter | ansetzen | weiterarbeiten | absetzen | schliessen	Y+CHD+OT+AL+Y+EE+OK+OL+OK+OL+SHED+DY	AL+CHD+DY+EE+OK+OL+OT+SHED+Y	T2	T2	YES	CHD+Y+OT+AL+OT+Y+OK+EE+Y+OK+Y+OL+SHED+DY	AL+CHD+DY+EE+OK+OL+OT+SHED+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S004	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.	Posten | ansetzen | befestigen | schliessen	Y+OK+LD+DY	DY+LD+OK+Y	T1	T1	YES	OK+Y+LD+DY	DY+LD+OK+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S005	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	Portion | Posten | umsetzen | laenger | ansetzen | schliessen	AIN+Y+CHD+EE+OK+DY	AIN+CHD+DY+EE+OK+Y	T3	T3	YES	AIN+CHD+Y+OK+EE+DY	AIN+CHD+DY+EE+OK+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
