unified_serial	domain	page	unit_id	local_address	visible_identity	compiler_mode	primitive_sequence	local_status	source_word_ids	source_words_de	short_reading
219	BATH_AND_SERVICE	f82r	B2	B2-S016	qokaiin	COMBINATORIAL_PROSE	DRAIN>TRANSFER>TARGET>MEASURE>CONTINUE>SET>GRADE>CLOSE	STATEMENT=B2-S016	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.
220	BATH_AND_SERVICE	f82r	B2	B2-S016	okey	COMBINATORIAL_PROSE	DRAIN>TRANSFER>TARGET>MEASURE>CONTINUE>SET>GRADE>CLOSE	STATEMENT=B2-S016	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen.
221	BATH_AND_SERVICE	f82r	B2	B2-S016	pchedy	COMBINATORIAL_PROSE	DRAIN>TRANSFER>TARGET>MEASURE>CONTINUE>SET>GRADE>CLOSE	STATEMENT=B2-S016	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	Setze die gelernte Fachkarte: einführen; Schluss.
222	BATH_AND_SERVICE	f82r	B2	B2-S017	rsheal	COMBINATORIAL_PROSE	GRADE>TARGET>SETTLE>CLOSE	STATEMENT=B2-S017	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	Führe aus und beachte Dauer oder Endpunkt: kurz am Ziel ruhen.
223	BATH_AND_SERVICE	f82r	B2	B2-S017	daldy	COMBINATORIAL_PROSE	GRADE>TARGET>SETTLE>CLOSE	STATEMENT=B2-S017	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	Setze die bezeichnete Zielstelle: Nebenoeffnung; Schluss.
224	BATH_AND_SERVICE	f82r	B2	B2-S018	qokeedy	COMBINATORIAL_PROSE	SET>GRADE>CLOSE	STATEMENT=B2-S018	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.
225	BATH_AND_SERVICE	f82r	B2	B2-S019	rshedy	COMBINATORIAL_PROSE	WASH>CLOSE	STATEMENT=B2-S019	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	Führe die Handlung aus; schließe nur bei Endkarte: Waschgang abschließen.
226	BATH_AND_SERVICE	f82r	B2	B2-S020	qoteedy	COMBINATORIAL_PROSE	GRADE>CONTINUE>CLOSE	STATEMENT=B2-S020	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	Danach oder in demselben Gang: lange Folge; Schluss.
227	BATH_AND_SERVICE	f82r	B2	B2-S021	qokeedy	COMBINATORIAL_PROSE	SET>GRADE>CLOSE	STATEMENT=B2-S021	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.
228	BATH_AND_SERVICE	f82r	B2	B2-S022	lochedy	COMBINATORIAL_PROSE	DRAIN>CLOSE	STATEMENT=B2-S022	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	Setze die gelernte Fachkarte: Rest abfuehren; Schluss.
229	BATH_AND_SERVICE	f83r	B3	B3-S001	olkeedy	COMBINATORIAL_PROSE	OWNER_SELECT>GRADE>CLOSE	STATEMENT=B3-S001	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.
230	BATH_AND_SERVICE	f83r	B3	B3-S002	qotal	COMBINATORIAL_PROSE	TRANSFER>TARGET>HEAT>GRADE>CLOSE	STATEMENT=B3-S002	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Danach oder in demselben Gang: danach dorthin.
231	BATH_AND_SERVICE	f83r	B3	B3-S002	chkeedy	COMBINATORIAL_PROSE	TRANSFER>TARGET>HEAT>GRADE>CLOSE	STATEMENT=B3-S002	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe aus und beachte Dauer oder Endpunkt: länger wärmen; Schluss.
232	BATH_AND_SERVICE	f83r	B3	B3-S003	chey	COMBINATORIAL_PROSE	MEASURE>DRAIN>CLOSE	STATEMENT=B3-S003	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Nimm diesen Posten wieder auf: dieser Posten.
233	BATH_AND_SERVICE	f83r	B3	B3-S003	daiin	COMBINATORIAL_PROSE	MEASURE>DRAIN>CLOSE	STATEMENT=B3-S003	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze Maß, Portion oder Stufe: Sollmaß.
234	BATH_AND_SERVICE	f83r	B3	B3-S003	chey	COMBINATORIAL_PROSE	MEASURE>DRAIN>CLOSE	STATEMENT=B3-S003	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Nimm diesen Posten wieder auf: dieser Posten.
235	BATH_AND_SERVICE	f83r	B3	B3-S003	lchedy	COMBINATORIAL_PROSE	MEASURE>DRAIN>CLOSE	STATEMENT=B3-S003	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze die gelernte Fachkarte: abführen; Schluss.
236	BATH_AND_SERVICE	f83r	B3	B3-S004	qokaiin	COMBINATORIAL_PROSE	MEASURE>TRANSFER>TARGET	STATEMENT=B3-S004	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.
237	BATH_AND_SERVICE	f83r	B3	B3-S004	qotal	COMBINATORIAL_PROSE	MEASURE>TRANSFER>TARGET	STATEMENT=B3-S004	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Danach oder in demselben Gang: danach dorthin.
238	BATH_AND_SERVICE	f83r	B3	B3-S004	dar	COMBINATORIAL_PROSE	MEASURE>TRANSFER>TARGET	STATEMENT=B3-S004	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.
239	BATH_AND_SERVICE	f83r	B3	B3-S005	schedy	COMBINATORIAL_PROSE	OWNER_SELECT>TRANSFER>MEASURE>MATERIAL_ADD>CLOSE	STATEMENT=B3-S005	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.
240	BATH_AND_SERVICE	f83r	B3	B3-S006	chedchy	COMBINATORIAL_PROSE	TRANSFER>TARGET>CONTINUE>CLOSE	STATEMENT=B3-S006	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es mit diesem laufenden Posten aus: diesen Posten überführen.
241	BATH_AND_SERVICE	f83r	B3	B3-S006	qokal	COMBINATORIAL_PROSE	TRANSFER>TARGET>CONTINUE>CLOSE	STATEMENT=B3-S006	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es an der bezeichneten Stelle aus: dort ansetzen.
242	BATH_AND_SERVICE	f83r	B3	B3-S006	olchedy	COMBINATORIAL_PROSE	TRANSFER>TARGET>CONTINUE>CLOSE	STATEMENT=B3-S006	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Danach oder in demselben Gang: weiterüberführen; Schluss.
243	BATH_AND_SERVICE	f83r	B3	B3-S007	qokaiin	COMBINATORIAL_PROSE	MEASURE>TRANSFER>SET>GRADE>CLOSE	STATEMENT=B3-S007	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.
244	BATH_AND_SERVICE	f83r	B3	B3-S007	chedy	COMBINATORIAL_PROSE	MEASURE>TRANSFER>SET>GRADE>CLOSE	STATEMENT=B3-S007	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.
245	BATH_AND_SERVICE	f83r	B3	B3-S007	qokeedy	COMBINATORIAL_PROSE	MEASURE>TRANSFER>SET>GRADE>CLOSE	STATEMENT=B3-S007	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.
246	BATH_AND_SERVICE	f83r	B3	B3-S008	lchedy	COMBINATORIAL_PROSE	DRAIN>CLOSE	STATEMENT=B3-S008	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze die gelernte Fachkarte: abführen; Schluss.
247	BATH_AND_SERVICE	f83r	B3	B3-S009	qoky	COMBINATORIAL_PROSE	SET	STATEMENT=B3-S009	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.
248	BATH_AND_SERVICE	f83r	B3	B3-S010	pchedal	COMBINATORIAL_PROSE	OWNER_SELECT>SET>GRADE>CONTINUE>CLOSE	STATEMENT=B3-S010	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze die gelernte Fachkarte: Einlass.
249	BATH_AND_SERVICE	f83r	B3	B3-S010	otedy	COMBINATORIAL_PROSE	OWNER_SELECT>SET>GRADE>CONTINUE>CLOSE	STATEMENT=B3-S010	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Danach oder in demselben Gang: kurze Folge; Schluss.
250	BATH_AND_SERVICE	f83r	B3	B3-S011	shecthedchy	COMBINATORIAL_PROSE	TRANSFER>READY>SET>TRANSFER>CONTINUE	STATEMENT=B3-S011	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es mit diesem laufenden Posten aus: bereiten Posten umsetzen.
251	BATH_AND_SERVICE	f83r	B3	B3-S011	qoky	COMBINATORIAL_PROSE	TRANSFER>READY>SET>TRANSFER>CONTINUE	STATEMENT=B3-S011	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.
252	BATH_AND_SERVICE	f83r	B3	B3-S011	chedy	COMBINATORIAL_PROSE	TRANSFER>READY>SET>TRANSFER>CONTINUE	STATEMENT=B3-S011	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.
253	BATH_AND_SERVICE	f83r	B3	B3-S011	chary	COMBINATORIAL_PROSE	TRANSFER>READY>SET>TRANSFER>CONTINUE	STATEMENT=B3-S011	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Nenne Quelle, Lauf, Auszug oder Ansatz: aus diesem Posten.
254	BATH_AND_SERVICE	f83r	B3	B3-S012	sor	COMBINATORIAL_PROSE	HEAT>SET>SETTLE>CLOSE	STATEMENT=B3-S012	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.
255	BATH_AND_SERVICE	f83r	B3	B3-S012	shedy	COMBINATORIAL_PROSE	HEAT>SET>SETTLE>CLOSE	STATEMENT=B3-S012	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.
256	BATH_AND_SERVICE	f83r	B3	B3-S013	qokaiin	COMBINATORIAL_PROSE	MEASURE>MATERIAL_ADD>GRADE>READY>SET>GRADE>CLOSE	STATEMENT=B3-S013	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.
257	BATH_AND_SERVICE	f83r	B3	B3-S013	chkain	COMBINATORIAL_PROSE	MEASURE>MATERIAL_ADD>GRADE>READY>SET>GRADE>CLOSE	STATEMENT=B3-S013	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze Maß, Portion oder Stufe: eine Portion.
258	BATH_AND_SERVICE	f83r	B3	B3-S013	shcthey	COMBINATORIAL_PROSE	MEASURE>MATERIAL_ADD>GRADE>READY>SET>GRADE>CLOSE	STATEMENT=B3-S013	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe aus und beachte Dauer oder Endpunkt: kurz bereithalten.
259	BATH_AND_SERVICE	f83r	B3	B3-S013	qokedy	COMBINATORIAL_PROSE	MEASURE>MATERIAL_ADD>GRADE>READY>SET>GRADE>CLOSE	STATEMENT=B3-S013	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.
260	BATH_AND_SERVICE	f83r	B3	B3-S014	okair	COMBINATORIAL_PROSE	MATERIAL_ADD>GRADE>SETTLE>CLOSE	STATEMENT=B3-S014	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es aus dem Vorrat oder am Ansatz aus: Wasser einlassen.
261	BATH_AND_SERVICE	f83r	B3	B3-S014	sheedy	COMBINATORIAL_PROSE	MATERIAL_ADD>GRADE>SETTLE>CLOSE	STATEMENT=B3-S014	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe aus und beachte Dauer oder Endpunkt: länger absetzen; Schluss.
262	BATH_AND_SERVICE	f83r	B3	B3-S015	lchedy	COMBINATORIAL_PROSE	DRAIN>CLOSE	STATEMENT=B3-S015	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze die gelernte Fachkarte: abführen; Schluss.
263	BATH_AND_SERVICE	f83r	B3	B3-S016	lo	COMBINATORIAL_PROSE	OWNER_SELECT>DRAIN>TRANSFER>CLOSE	STATEMENT=B3-S016	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze die gelernte Fachkarte: abfuehren.
264	BATH_AND_SERVICE	f83r	B3	B3-S016	qokchedy	COMBINATORIAL_PROSE	OWNER_SELECT>DRAIN>TRANSFER>CLOSE	STATEMENT=B3-S016	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe die Handlung aus; schließe nur bei Endkarte: angesetzten Inhalt überführen; Schluss.
265	BATH_AND_SERVICE	f83r	B3	B3-S017	qokeedy	COMBINATORIAL_PROSE	SET>GRADE>CLOSE	STATEMENT=B3-S017	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.
266	BATH_AND_SERVICE	f83r	B3	B3-S018	shedy	COMBINATORIAL_PROSE	SETTLE>CLOSE	STATEMENT=B3-S018	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.
267	BATH_AND_SERVICE	f83r	B3	B3-S019	qokshedy	COMBINATORIAL_PROSE	SETTLE>CLOSE	STATEMENT=B3-S019	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe die Handlung aus; schließe nur bei Endkarte: Absetzgang ansetzen; Schluss.
268	BATH_AND_SERVICE	f83r	B3	B3-S020	dal	COMBINATORIAL_PROSE	TRANSFER>TARGET>DRAIN>CLOSE	STATEMENT=B3-S020	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze die bezeichnete Zielstelle: dorthin.
269	BATH_AND_SERVICE	f83r	B3	B3-S020	lchedy	COMBINATORIAL_PROSE	TRANSFER>TARGET>DRAIN>CLOSE	STATEMENT=B3-S020	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze die gelernte Fachkarte: abführen; Schluss.
270	BATH_AND_SERVICE	f83r	B3	B3-S021	qokaiin	COMBINATORIAL_PROSE	MEASURE>READY>TRANSFER>TARGET>SETTLE>GRADE>READY>TRANSFER>TARGET>TRANSFER>CLOSE	STATEMENT=B3-S021	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.
271	BATH_AND_SERVICE	f83r	B3	B3-S021	shcthy	COMBINATORIAL_PROSE	MEASURE>READY>TRANSFER>TARGET>SETTLE>GRADE>READY>TRANSFER>TARGET>TRANSFER>CLOSE	STATEMENT=B3-S021	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es mit diesem laufenden Posten aus: bereit.
272	BATH_AND_SERVICE	f83r	B3	B3-S021	dal	COMBINATORIAL_PROSE	MEASURE>READY>TRANSFER>TARGET>SETTLE>GRADE>READY>TRANSFER>TARGET>TRANSFER>CLOSE	STATEMENT=B3-S021	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze die bezeichnete Zielstelle: dorthin.
273	BATH_AND_SERVICE	f83r	B3	B3-S021	sy	COMBINATORIAL_PROSE	MEASURE>READY>TRANSFER>TARGET>SETTLE>GRADE>READY>TRANSFER>TARGET>TRANSFER>CLOSE	STATEMENT=B3-S021	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Nimm diesen Posten wieder auf: dieser Posten.
274	BATH_AND_SERVICE	f83r	B3	B3-S021	saiin	COMBINATORIAL_PROSE	MEASURE>READY>TRANSFER>TARGET>SETTLE>GRADE>READY>TRANSFER>TARGET>TRANSFER>CLOSE	STATEMENT=B3-S021	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze Maß, Portion oder Stufe: Sollmaß.
275	BATH_AND_SERVICE	f83r	B3	B3-S021	shedal	COMBINATORIAL_PROSE	MEASURE>READY>TRANSFER>TARGET>SETTLE>GRADE>READY>TRANSFER>TARGET>TRANSFER>CLOSE	STATEMENT=B3-S021	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es an der bezeichneten Stelle aus: dort absetzen.
276	BATH_AND_SERVICE	f83r	B3	B3-S021	shecthy	COMBINATORIAL_PROSE	MEASURE>READY>TRANSFER>TARGET>SETTLE>GRADE>READY>TRANSFER>TARGET>TRANSFER>CLOSE	STATEMENT=B3-S021	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe aus und beachte Dauer oder Endpunkt: kurz bereit halten.
277	BATH_AND_SERVICE	f83r	B3	B3-S021	chey	COMBINATORIAL_PROSE	MEASURE>READY>TRANSFER>TARGET>SETTLE>GRADE>READY>TRANSFER>TARGET>TRANSFER>CLOSE	STATEMENT=B3-S021	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Nimm diesen Posten wieder auf: dieser Posten.
278	BATH_AND_SERVICE	f83r	B3	B3-S021	tal	COMBINATORIAL_PROSE	MEASURE>READY>TRANSFER>TARGET>SETTLE>GRADE>READY>TRANSFER>TARGET>TRANSFER>CLOSE	STATEMENT=B3-S021	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze die bezeichnete Zielstelle: dorthin.
279	BATH_AND_SERVICE	f83r	B3	B3-S021	shcthy	COMBINATORIAL_PROSE	MEASURE>READY>TRANSFER>TARGET>SETTLE>GRADE>READY>TRANSFER>TARGET>TRANSFER>CLOSE	STATEMENT=B3-S021	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es mit diesem laufenden Posten aus: bereit.
280	BATH_AND_SERVICE	f83r	B3	B3-S021	dalchdy	COMBINATORIAL_PROSE	MEASURE>READY>TRANSFER>TARGET>SETTLE>GRADE>READY>TRANSFER>TARGET>TRANSFER>CLOSE	STATEMENT=B3-S021	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe es an der bezeichneten Stelle aus: dorthin umsetzen; Schluss.
281	BATH_AND_SERVICE	f83r	B3	B3-S022	qotchedy	COMBINATORIAL_PROSE	CONTINUE>TRANSFER>CLOSE	STATEMENT=B3-S022	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Danach oder in demselben Gang: nächsten Posten überführen; Schluss.
282	BATH_AND_SERVICE	f83r	B3	B3-S023	lchedy	COMBINATORIAL_PROSE	DRAIN>CLOSE	STATEMENT=B3-S023	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Setze die gelernte Fachkarte: abführen; Schluss.
283	BATH_AND_SERVICE	f83r	B3	B3-S024	tchedy	COMBINATORIAL_PROSE	TRANSFER>CLOSE	STATEMENT=B3-S024	B_B01;B_B02;B_B03;B_B05;B_B09;B_B11;B_B13;B_B15	Badende;Becken;Badwasser;Badwärme;Tuch;Seihgang;Ablauf;Auffangbecken	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.
