model	grammar	paragraph	mention	form	axis	value	old_patient	new_patient	old_debts	new_debts	rule	row_status
P	B	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ACTION_RESULT_REFERENCE	recorded
T	J	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ACTION_RESULT_REFERENCE	recorded
T	J	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ACTION_RESULT_REFERENCE	recorded
P	J	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ACTION_RESULT_REFERENCE	recorded
P	J	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ACTION_RESULT_REFERENCE	recorded
T	M	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ACTION_RESULT_REFERENCE	recorded
T	M	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ACTION_RESULT_REFERENCE	recorded
P	M	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ACTION_RESULT_REFERENCE	recorded
P	M	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	ACTION_RESULT_REFERENCE	recorded
T	B	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	f93r.7:1			LOCAL_LEFT	recorded
T	B	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	f93r.19:1			LOCAL_LEFT	recorded
T	B	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
P	B	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	f93r.7:1			LOCAL_LEFT	recorded
P	B	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	f93r.19:1			LOCAL_LEFT	recorded
P	B	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
T	J	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	f93r.7:1			LOCAL_LEFT	recorded
T	J	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	f93r.19:1			LOCAL_LEFT	recorded
T	J	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
P	J	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	f93r.7:1			LOCAL_LEFT	recorded
P	J	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	f93r.19:1			LOCAL_LEFT	recorded
P	J	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
T	M	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	f93r.7:1			LOCAL_LEFT	recorded
T	M	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	f93r.19:1			LOCAL_LEFT	recorded
T	M	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
P	M	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	f93r.7:1			LOCAL_LEFT	recorded
P	M	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	f93r.19:1			LOCAL_LEFT	recorded
P	M	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
T	B	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	f102v2.32:4	UNREAD_BETWEEN:f102v2.32:5	UNREAD_BETWEEN:f102v2.32:5	LOCAL_LEFT	recorded
T	B	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
T	B	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	f102v2.35:7			LOCAL_LEFT	recorded
T	B	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	f102v2.35:9	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ACTION_RESULT_REFERENCE	recorded
T	B	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	f102v2.35:9	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ACTION_RESULT_REFERENCE	recorded
T	B	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	f102v2.38:7	UNREAD_BETWEEN:f102v2.38:6	UNREAD_BETWEEN:f102v2.38:6	LOCAL_RIGHT	recorded
P	B	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	f102v2.32:4	UNREAD_BETWEEN:f102v2.32:5	UNREAD_BETWEEN:f102v2.32:5	LOCAL_LEFT	recorded
P	B	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
P	B	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	f102v2.35:7			LOCAL_LEFT	recorded
P	B	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	f102v2.35:9	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ACTION_RESULT_REFERENCE	recorded
P	B	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	f102v2.35:9	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ACTION_RESULT_REFERENCE	recorded
P	B	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	f102v2.38:7	UNREAD_BETWEEN:f102v2.38:6	UNREAD_BETWEEN:f102v2.38:6	LOCAL_RIGHT	recorded
T	J	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	f102v2.32:4	UNREAD_BETWEEN:f102v2.32:5	UNREAD_BETWEEN:f102v2.32:5	LOCAL_LEFT	recorded
T	J	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
T	J	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	f102v2.35:7			LOCAL_LEFT	recorded
T	J	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	f102v2.35:9	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ACTION_RESULT_REFERENCE	recorded
T	J	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	f102v2.35:9	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ACTION_RESULT_REFERENCE	recorded
T	J	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	f102v2.38:7	UNREAD_BETWEEN:f102v2.38:6	UNREAD_BETWEEN:f102v2.38:6	LOCAL_RIGHT	recorded
P	J	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	f102v2.32:4	UNREAD_BETWEEN:f102v2.32:5	UNREAD_BETWEEN:f102v2.32:5	LOCAL_LEFT	recorded
P	J	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
P	J	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	f102v2.35:7			LOCAL_LEFT	recorded
P	J	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	f102v2.35:9	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ACTION_RESULT_REFERENCE	recorded
P	J	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	f102v2.35:9	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ACTION_RESULT_REFERENCE	recorded
P	J	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	f102v2.38:7	UNREAD_BETWEEN:f102v2.38:6	UNREAD_BETWEEN:f102v2.38:6	LOCAL_RIGHT	recorded
T	M	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	f102v2.32:4	UNREAD_BETWEEN:f102v2.32:5	UNREAD_BETWEEN:f102v2.32:5	LOCAL_LEFT	recorded
T	M	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
T	M	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	f102v2.35:7			LOCAL_LEFT	recorded
T	M	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	f102v2.35:9	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ACTION_RESULT_REFERENCE	recorded
T	M	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	f102v2.35:9	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ACTION_RESULT_REFERENCE	recorded
T	M	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	f102v2.38:7	UNREAD_BETWEEN:f102v2.38:6	UNREAD_BETWEEN:f102v2.38:6	LOCAL_RIGHT	recorded
P	M	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	f102v2.32:4	UNREAD_BETWEEN:f102v2.32:5	UNREAD_BETWEEN:f102v2.32:5	LOCAL_LEFT	recorded
P	M	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
P	M	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	f102v2.35:7			LOCAL_LEFT	recorded
P	M	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	f102v2.35:9	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ACTION_RESULT_REFERENCE	recorded
P	M	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	f102v2.35:9	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	ACTION_RESULT_REFERENCE	recorded
P	M	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	f102v2.38:7	UNREAD_BETWEEN:f102v2.38:6	UNREAD_BETWEEN:f102v2.38:6	LOCAL_RIGHT	recorded
T	B	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
P	B	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
T	J	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
P	J	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
T	M	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
P	M	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING_MATERIAL_BINDING	MISSING_MATERIAL_BINDING	MISSING	recorded
