surface	occurrence_count	physical_pages	truth_recipe	revised_working_recipe	gdt527_rank	gdt527_revised_rank	gdt527_top1	gdt528_rank	gdt528_revised_rank	gdt528_top1	gdt528_top5	truth_gdt527_score	truth_null_feature	truth_gdt528_score	truth_null_trace	top1_gdt527_score	top1_null_feature	top1_gdt528_score	top1_null_trace	top1_alignment_trace	decision_change_class	working_policy
da	1	f31r	DA	DA	1	1	DA	1	1	DA	DA | D_ADDR | D_ADDR+A_ADDR | CHD+A_ADDR	3.488033908	0.000000000	3.488033908	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	3.488033908	0.000000000	3.488033908	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	da=>da~DA@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dairal	1	f66r	D_ADDR+AIR+AL	D_ADDR+AIR+AL	1	1	D_ADDR+AIR+AL	1	1	D_ADDR+AIR+AL	D_ADDR+AIR+AL | AIR+AL | D_ADDR+AIR+A_ADDR+L | D_ADDR+AIR+A_ADDR+AL | D_ADDR+AIR+L	3.563423188	0.000000000	3.563423188	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	3.563423188	0.000000000	3.563423188	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dairody	1	f66r	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+DY	1	1	D_ADDR+AIR+O+DY	1	1	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+DY | D_ADDR+AIR+O+D_ADDR+Y | AIR+O+DY | D_ADDR+AIR+O+Y | AIR+O+D_ADDR+Y	4.122497798	0.000000000	4.122497798	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	4.122497798	0.000000000	4.122497798	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dairykodas	1	f66r	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	2	2	D_ADDR+AIR+Y+K+O+DA+S	2	2	D_ADDR+AIR+Y+K+O+DA+S	D_ADDR+AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S | AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+S | AIR+Y+K+O+D_ADDR+A_ADDR+S	9.725419816	0.000000000	9.725419816	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	7.144267724	0.000000000	7.144267724	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT527_ERROR_UNCHANGED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dalalshedy	1	f66r	AL+AL+SH+E+DY	AL+AL+SH+E+DY	1	1	AL+AL+SH+E+DY	1	1	AL+AL+SH+E+DY	AL+AL+SH+E+DY | D_ADDR+AL+AL+SH+E+DY | AL+A_ADDR+L+SH+E+DY | D_ADDR+AL+L+SH+E+DY | AL+AL+SH+E+Y	5.689116409	0.000000000	5.689116409	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	5.689116409	0.000000000	5.689116409	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	dal=>dal~AL@edit0+alias0.273 | al=>al~AL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dalcheeeky	1	f66r	AL+CH+EEE+K+Y	AL+CH+EEE+K+Y	2	2	AL+EEE+K+Y	2	2	AL+EEE+K+Y	AL+EEE+K+Y | AL+CH+EEE+K+Y | AL+CH+E+EE+K+Y | AL+LOCAL_C+EEE+K+Y | AL+CH+EE+E+K+Y	9.629385859	0.000000000	9.629385859	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	7.380002282	0.000000000	7.380002282	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	dal=>dal~AL@edit0+alias0.273 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_ERROR_UNCHANGED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dalky	1	f66r	AL+K+Y	AL+K+Y	1	1	AL+K+Y	1	1	AL+K+Y	AL+K+Y | D_ADDR+AL+K+Y | DA+L+K+Y | DA+AL+K+Y | D_ADDR+L+K+Y	3.748596593	0.000000000	3.748596593	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	3.748596593	0.000000000	3.748596593	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	dal=>dal~AL@edit0+alias0.273 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dalol	1	f66r	AL+OL	AL+OL	1	1	AL+OL	1	1	AL+OL	AL+OL | D_ADDR+AL+OL | D_ADDR+OL | DA+L+OL | D_ADDR+AL+O+L	3.449153165	0.000000000	3.449153165	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	3.449153165	0.000000000	3.449153165	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	dal=>dal~AL@edit0+alias0.273 | ol=>ol~OL@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dard	1	f66r	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR	1	1	D_ADDR+AR+D_ADDR	1	1	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR | DA+R+D_ADDR | DA+AR+D_ADDR | D_ADDR+R+D_ADDR | D_ADDR+AR+CHD	3.428680862	0.000000000	3.428680862	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	3.428680862	0.000000000	3.428680862	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dcheey	1	f31r	D_ADDR+CH+EE+Y	D_ADDR+CH+EE+Y	1	1	D_ADDR+CH+EE+Y	1	1	D_ADDR+CH+EE+Y	D_ADDR+CH+EE+Y | D_ADDR+SH+EE+Y | CH+EE+Y | D_ADDR+EE+Y | D_ADDR+LOCAL_C+EE+Y	4.098299496	0.000000000	4.098299496	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	4.098299496	0.000000000	4.098299496	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dcheol	1	f66r	D_ADDR+CH+E+O+L	D_ADDR+CH+E+O+L	1	1	D_ADDR+CH+E+O+L	1	1	D_ADDR+CH+E+O+L	D_ADDR+CH+E+O+L | D_ADDR+CH+E+OL | CH+E+OL | D_ADDR+LOCAL_C+E+OL | CH+E+O+L	3.401383586	0.000000000	3.401383586	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	3.401383586	0.000000000	3.401383586	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dkar	1	f66r	D_ADDR+K+AR	D_ADDR+K+AR	1	1	D_ADDR+K+AR	1	1	D_ADDR+K+AR	D_ADDR+K+AR | K+AR | D_ADDR+K+R | D_ADDR+K+A_ADDR+R | D_ADDR+K+A_ADDR+AR	1.834416184	0.000000000	1.834416184	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	1.834416184	0.000000000	1.834416184	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	d=>d~D_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
doiiin	1	f20v	D_ADDR+O+IIN	D_ADDR+O+IIN	1	1	D_ADDR+O+IIN	1	1	D_ADDR+O+IIN	D_ADDR+O+IIN | D_ADDR+O+LOCAL_CHAR_I+IIN | D_ADDR+O+IIN+IIN | D_ADDR+O+AIIN | O+D_ADDR+IIN	1.689594809	0.000000000	1.689594809	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	1.689594809	0.000000000	1.689594809	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	d=>d~D_ADDR@edit0+alias0.000 | oi=>oi~O@edit0+alias0.256 | iin=>iin~IIN@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dolarshy	1	f66r	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+SH+Y	1	1	D_ADDR+OL+AR+SH+Y	1	1	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+SH+Y | D_ADDR+OL+AR+Y | OL+AR+SH+Y | D_ADDR+OL+AR+S+Y | D_ADDR+OL+R+SH+Y	4.819370988	0.000000000	4.819370988	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	4.819370988	0.000000000	4.819370988	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	d=>d~D_ADDR@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dsholdaiir	1	f66r	D_ADDR+SH+OL+D_ADDR+IIN+R	D_ADDR+SH+OL+D_ADDR+IIN+R	2	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	2	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	D_ADDR+SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+IIN+R	8.588737521	0.000000000	8.588737521	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	8.489519376	0.000000000	8.489519376	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>daii~D_ADDR+AIIN@edit0+alias0.531 | r=>r~R@edit0+alias0.000	GDT527_ERROR_UNCHANGED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dyky	1	f66r	D_ADDR+Y+K+Y	D_ADDR+Y+K+Y	1	1	D_ADDR+Y+K+Y	1	1	D_ADDR+Y+K+Y	D_ADDR+Y+K+Y | Y+K+Y | DY+K+Y | D_ADDR+Y+K+Y+CH | CHD+Y+K+Y	3.276310281	0.000000000	3.276310281	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	3.276310281	0.000000000	3.276310281	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
dytcheey	1	f4r	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y	1	1	D_ADDR+Y+T+CH+EE+Y	1	1	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y | D_ADDR+Y+T+SH+EE+Y | Y+T+CH+EE+Y | D_ADDR+Y+T+EE+Y | DY+T+CH+EE+Y	6.435837127	0.000000000	6.435837127	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	6.435837127	0.000000000	6.435837127	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
f	4	f66r	LOCAL_CHAR_F	LOCAL_CHAR_F	1	1	LOCAL_CHAR_F	1	1	LOCAL_CHAR_F	LOCAL_CHAR_F	2.855424283	0.000000000	2.855424283	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	2.855424283	0.000000000	2.855424283	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
faiis	1	f20v	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S	1	1	LOCAL_CHAR_F+IIN+S	1	1	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S | LOCAL_CHAR_F+A_ADDR+IIN+S | LOCAL_CHAR_F+AIIN+S | LOCAL_CHAR_F+A_ADDR+LOCAL_CHAR_I+S | LOCAL_CHAR_F+AIN+LOCAL_CHAR_I+S	7.102879028	0.000000000	7.102879028	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	7.102879028	0.000000000	7.102879028	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
fary	1	f66r	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+AR+Y	1	1	LOCAL_CHAR_F+AR+Y	1	1	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+AR+Y | LOCAL_CHAR_F+A_ADDR+R+Y | LOCAL_CHAR_F+A_ADDR+AR+Y | LOCAL_CHAR_F+D_ADDR+AR+Y	2.896336237	0.000000000	2.896336237	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	2.896336237	0.000000000	2.896336237	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
fchdar	1	f66r	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CHD+AR	1	1	LOCAL_CHAR_F+CHD+AR	1	1	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CHD+AR | LOCAL_CHAR_F+CH+D_ADDR+AR | LOCAL_CHAR_F+CHD+D_ADDR+AR | LOCAL_CHAR_F+LOCAL_C+D_ADDR+AR | LOCAL_CHAR_F+CHD+R	5.130474841	0.000000000	5.130474841	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	5.130474841	0.000000000	5.130474841	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
fchedyr	1	f66r	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+R	1	1	LOCAL_CHAR_F+CHD+Y+R	1	1	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+R | LOCAL_CHAR_F+CH+E+DY+R | LOCAL_CHAR_F+CHD+DY+R | LOCAL_CHAR_F+CH+DY+R | LOCAL_CHAR_F+CHD+Y+AR	6.528398691	0.000000000	6.528398691	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	6.528398691	0.000000000	6.528398691	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | r=>r~R@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
folchol	1	f20v	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+OL	1	1	LOCAL_CHAR_F+OL+OL	1	1	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+OL | LOCAL_CHAR_F+OL+CH+OL | LOCAL_CHAR_F+OL+LOCAL_C+OL | LOCAL_CHAR_F+OL+LOCAL_C+SH+OL | LOCAL_CHAR_F+OL+CH+O+L	6.006248914	0.000000000	6.006248914	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	6.006248914	0.000000000	6.006248914	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | chol=>chol~OL@edit0+alias0.521	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
fshodchy	1	f20v	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y | LOCAL_CHAR_F+SH+O+D_ADDR+Y | LOCAL_CHAR_F+SH+O+D_ADDR+LOCAL_C+Y | LOCAL_CHAR_F+O+D_ADDR+CH+Y | LOCAL_CHAR_F+O+D_ADDR+Y	5.536299434	0.000000000	5.536299434	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	5.536299434	0.000000000	5.536299434	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
kardy	1	f66r	K+AR+DY	K+AR+DY	1	1	K+AR+DY	1	1	K+AR+DY	K+AR+DY | K+AR+D_ADDR+Y | K+AR+Y | K+R+DY | K+A_ADDR+AR+DY	3.312325167	0.000000000	3.312325167	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	3.312325167	0.000000000	3.312325167	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
kcheeky	1	f66r	K+CH+EE+K+Y	K+CH+EE+K+Y	1	1	K+CH+EE+K+Y	1	1	K+CH+EE+K+Y	K+CH+EE+K+Y | K+CH+K+EE+Y | K+EE+K+Y | K+K+EE+Y | K+CH+SH+EE+K+Y	5.099965741	0.000000000	5.099965741	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	5.099965741	0.000000000	5.099965741	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
kcheody	1	f66r	K+CH+E+O+Y	K+CH+E+O+D_ADDR+Y	2	1	K+CH+E+O+D_ADDR+Y	2	1	K+CH+E+O+D_ADDR+Y	K+CH+E+O+D_ADDR+Y | K+CH+E+O+Y | K+CH+E+O+DY | K+CH+E+O+R | K+LOCAL_C+E+O+DY	5.169289301	0.000000000	5.169289301	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	3.799416470	0.000000000	3.799416470	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_ERROR_UNCHANGED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
kchody	1	f66r	K+CH+O+D_ADDR+Y	K+CH+O+D_ADDR+Y	1	1	K+CH+O+D_ADDR+Y	1	1	K+CH+O+D_ADDR+Y	K+CH+O+D_ADDR+Y | K+CH+O+DY | K+O+DY | K+LOCAL_C+O+DY | K+CH+O+Y	3.134978369	0.000000000	3.134978369	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	3.134978369	0.000000000	3.134978369	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
kechody	1	f66r	K+E+CH+O+D_ADDR+Y	K+E+CH+O+D_ADDR+Y	1	1	K+E+CH+O+D_ADDR+Y	1	1	K+E+CH+O+D_ADDR+Y	K+E+CH+O+D_ADDR+Y | K+E+CH+O+DY | K+E+LOCAL_C+O+DY | K+E+O+DY | K+E+CH+O+Y	5.036731389	0.000000000	5.036731389	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	5.036731389	0.000000000	5.036731389	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
keedey	1	f31r	K+EE+D_ADDR+E+Y	K+EE+D_ADDR+E+Y	1	1	K+EE+D_ADDR+E+Y	1	1	K+EE+D_ADDR+E+Y	K+EE+D_ADDR+E+Y | K+EE+E+D_ADDR+Y | K+CH+EE+D_ADDR+E+Y | K+EE+CHD+E+Y | K+E+E+D_ADDR+E+Y	4.597111734	0.000000000	4.597111734	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	4.597111734	0.000000000	4.597111734	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT527_CORRECT_PRESERVED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
keeol	1	f31r	K+EE+O+L	K+EE+OL	2	1	K+EE+OL	2	1	K+EE+OL	K+EE+OL | K+EE+O+L | K+E+E+OL | OL+K+EE | K+EE+O+AL	7.713413406	0.000000000	7.713413406	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	3.519453544	0.000000000	3.519453544	NO_ONE_SUBSTITUTION_EQUAL_RECIPE_D_NULL_NEIGHBOUR	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT527_ERROR_UNCHANGED	ONE_SUBSTITUTION_NEIGHBOR_CERTIFIED_TERMINAL_D_NULL
