decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G666-D085	chotchey	ACTION	PRODUCTIVE_COMPOUND	Trockenansatz kalt bis zur Mittelstufe nachtrocknen	CH_DRY+O_PREP+T_COLD+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	kalt nachgetrockneter Trockenansatz der Mittelstufe	3	3	3	2	2	CHOTCHEY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D086	chotor	MEASURE	PRODUCTIVE_COMPOUND	eine Portion abgekühlten Trockenansatzes	CH_DRY+O_PREP+T_COLD+OR_PORTION	eine Portion kalt getrocknete Droge	4	4	3	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D087	skaiiodar	ACTION	LEARNED_ACTION_WHOLE	die erste Fraktion des erhitzten Saatgutansatzes abmessen	LEARNED_SKAIIODAR_WHOLE	Saatgut auf Heizstufe III bringen und Ansatzfraktion I abmessen	1	1	1	0	0	SKAIIODAR_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D088	yodaiin	MEASURE	PRODUCTIVE_COMPOUND	miss hiervon drei Dosen Ansatz ab	Y_REFERENCE+O_PREP+D_MEASURE+AIIN_III	drei Ansatzdosen dieser Droge	2	2	2	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D089	choldar	ACTION	PRODUCTIVE_COMPOUND	die erste Fraktion getrockneten Drogenstoffs abmessen	CH_DRY+OL_MATERIAL+D_MEASURE+AR_FRACTION_I	erste abgemessene Trockenstofffraktion	1	1	1	1	1	CHOLDAR_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D090	qoked	ACTION	PRODUCTIVE_COMPOUND	bis zur Mittelstufe erhitzen und abschließen	QO_COMMAND+K_HOT+E_MIDDLE+D_TERM_CLOSE	Erhitzungsstufe Mitte abgeschlossen	7	7	6	5	5	QOKED_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D091	polshy	ACTION	PRODUCTIVE_COMPOUND	Pulverstoff leicht anfeuchten	P_POWDER+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	leicht angefeuchteter Pulverstoff	3	3	3	3	3	POLSHY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D092	koldy	ACTION	PRODUCTIVE_COMPOUND	erhitzten Drogenstoff fertigstellen	K_HOT+OL_MATERIAL+DY_FINISHED	fertiger erhitzter Drogenstoff	4	4	4	2	3	KOLDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D093	ld	ACTION	CONTEXT_SCOPED_SHORT_FORM	Holzdrogenposten abschließen	L_WOOD+D_TERM_CLOSE	Holzdroge abziehen	4	4	4	3	3	LD_ACTION|LD_READER_MERGE_LEFT_NOVEL	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D094	dlshedy	ACTION	PRODUCTIVE_COMPOUND	eine Dosis Holzdroge bis zur Mittelstufe einweichen und abschließen	D_MEASURE+L_WOOD+SH_MOIST+E_MIDDLE+DY_FINISHED	fertig eingeweichte Holzdrogendosis	1	1	1	0	0	DLSHEDY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D095	qokalchey	ACTION	PRODUCTIVE_COMPOUND	Rohdroge I erhitzen und bis zur Mittelstufe trocknen	QO_COMMAND+K_HOT+AL_RAW_I+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	heiß getrocknete Rohdroge I der Mittelstufe	1	1	1	1	1	QOKALCHEY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D096	qopchey	ACTION	PRODUCTIVE_COMPOUND	nimm bis zur Mittelstufe getrocknetes Pulver	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	trockne Pulver bis zur Mittelstufe	9	9	9	9	9	QOPCHEY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D097	qochy	ACTION	PRODUCTIVE_COMPOUND	nimm leicht getrocknete Droge	QO_COMMAND+CH_DRY+Y_START_OR_CLOSE	trockne die Droge leicht an	2	2	2	1	1	QOCHY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D098	olsheed	ACTION	PRODUCTIVE_COMPOUND	Holzdrogenansatz vollständig einweichen und abschließen	O_PREP+L_WOOD+SH_MOIST+EE_END+D_TERM_CLOSE	vollständig eingeweichter Holzdrogenansatz	1	1	1	0	0	OLSHEED_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D099	chcphedy	ACTION	LEARNED_ACTION_WHOLE	Arzneikompositum bis zur Mittelstufe trocknen und abschließen	LEARNED_CHCPHEDY_WHOLE	eine Blütenkompositum-Fraktion fertig trocknen	4	4	4	2	2	CHCPHEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D100	checthey	ACTION	PRODUCTIVE_COMPOUND	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	CH_DRY+E_MIDDLE+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	Krautdroge trocken auf mittlerer Stufe	3	3	3	3	3	CHECTHEY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D101	qolal	ACTION	PRODUCTIVE_COMPOUND	Rohdroge I hinzugeben	QOL_ADD+AL_RAW_I	Rohdroge I in den Holzdrogenansatz geben	2	2	2	1	2	QOLAL_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D102	solkeey	ACTION	PRODUCTIVE_COMPOUND	Saatgutansatz vollständig erhitzen	SOL_SEED_PREP+K_HOT+EE_END+Y_START_OR_CLOSE	vollständig erhitzter Saatgutansatz	3	3	3	3	3	SOLKEEY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D103	dsheedal	ACTION	LEARNED_ACTION_WHOLE	vollständig eingeweichte Rohdroge I abmessen	LEARNED_DSHEEDAL_WHOLE	eine Dosis Rohdroge I vollständig einweichen	1	1	1	1	1	DSHEEDAL_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D104	lchor	PLANT_PART	PRODUCTIVE_COMPOUND	holziger Pflanzenteil	L_WOOD+CHOR_PLANT_PART	eine Portion getrocknete Holzdroge	4	4	4	2	2	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D105	ldchey	ACTION	LEARNED_ACTION_WHOLE	Holzdroge abmessen und bis zur Mittelstufe trocknen	LEARNED_LDCHEY_WHOLE	abgemessene mitteltrockene Holzdroge	1	1	1	1	1	LDCHEY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D106	cheolkaiin	ACTION	PRODUCTIVE_COMPOUND	Drogenstoff bis zur Mittelstufe trocknen und auf Heizstufe III bringen	CH_DRY+E_MIDDLE+OL_MATERIAL+K_HOT+AIIN_III	heiß getrockneter Drogenstoff auf Stufe III	1	1	1	0	1	CHEOLKAIIN_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D107	dalky	ACTION	PRODUCTIVE_COMPOUND	Rohdroge I abmessen und leicht erhitzen	D_MEASURE+AL_RAW_I+K_HOT+Y_START_OR_CLOSE	leicht erhitzte abgemessene Rohdroge I	2	2	2	1	2	DALKY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D108	ykedy	ACTION	PRODUCTIVE_COMPOUND	erhitze hiervon bis zur Mittelstufe und schließe ab	Y_REFERENCE+K_HOT+E_MIDDLE+DY_FINISHED	diese Droge auf mittlerer Heizstufe abgeschlossen	18	18	16	6	6	LABEL_SIGLUM|YKEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D109	qoke	ACTION	PRODUCTIVE_COMPOUND	bis zur Mittelstufe erhitzen	QO_COMMAND+K_HOT+E_MIDDLE	mittelstark erhitzte Droge	1	1	1	0	0	QOKE_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D110	qolkeshdy	ACTION	PRODUCTIVE_COMPOUND	erhitztes und bis zur Mittelstufe eingeweichtes Drogenmaterial hinzugeben	QOL_ADD+K_HOT+E_MIDDLE+SH_MOIST+DY_FINISHED	gib fertig eingeweichtes Heißgut hinzu	1	1	1	0	0	QOLKESHDY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D111	otaldy	ACTION	PRODUCTIVE_COMPOUND	kalten Rohstoff-I-Ansatz fertigstellen	O_PREP+T_COLD+AL_RAW_I+DY_FINISHED	fertiger kalter Rohstoff-I-Ansatz	5	5	5	3	3	LABEL_SIGLUM|OTALDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D112	oltal	WOOD	PRODUCTIVE_COMPOUND	kalter Holzdrogenansatz aus Rohdroge I	O_PREP+L_WOOD+T_COLD+AL_RAW_I	Holzdroge und Rohstoff I kalt ansetzen	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D113	eey	ACTION	CONTEXT_SCOPED_SHORT_FORM	Endstufe abschließen	EE_END+Y_START_OR_CLOSE	schließe den vorstehenden Rezeptposten ab	8	8	7	1	1	EEY_ACTION|EEY_READER_MERGE_LEFT_KNOWN|EEY_READER_MERGE_LEFT_NOVEL	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D114	scthey	SEED	PRODUCTIVE_COMPOUND	Saatgut mit Krautdroge auf mittlerer Stufe	S_SEED+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	Saat-Kraut-Kompositum in Grundform	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D115	chckhes	PREPARATION	PRODUCTIVE_COMPOUND	getrocknete Arzneikompositum-Charge auf mittlerer Stufe	CH_DRY+CKH_COMPOSITE+E_MIDDLE+S_TERM_SPECIES	Arzneikompositum aus getrocknetem Saatgut	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D116	okaio	HOT_PREP	LEARNED_WHOLE	erhitzter Ansatz in Zubereitungsform II	LEARNED_OKAIO_WHOLE	ein Teil heißer Ansatz	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D117	cheokain	ACTION	PRODUCTIVE_COMPOUND	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	CH_DRY+E_MIDDLE+O_PREP+K_HOT+AIN_II	heißer Trockenansatz auf Stufe II	3	3	3	3	3	CHEOKAIN_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D118	oroiiin	MEASURE	PRODUCTIVE_COMPOUND	eine Portion Ansatz in Zubereitungsform IV	OR_PORTION+O_PREP+IIIN_FORM_IV	vier Teile Ansatz	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D119	yefaiin	ACTION	PRODUCTIVE_COMPOUND	nimm hiervon drei Teile Blütenfraktion der Mittelstufe	Y_REFERENCE+E_MIDDLE+F_FLOWER+AIIN_III	Blütenfraktion der Mittelstufe in Klasse III	1	1	1	1	1	YEFAIIN_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D120	ycheckhey	ACTION	PRODUCTIVE_COMPOUND	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab	Y_REFERENCE+CH_DRY+E_MIDDLE+CKH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	mitteltrockenes Arzneikompositum dieser Droge	1	1	1	1	1	YCHECKHEY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D121	dshoy	MEASURE	PRODUCTIVE_COMPOUND	eine leicht eingeweichte Ansatzdosis abmessen	D_MEASURE+SH_MOIST+O_PREP+Y_START_OR_CLOSE	weiche eine Ansatzdosis leicht ein	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D122	cthd	ACTION	PRODUCTIVE_COMPOUND	Krautdrogenposten abschließen	CTH_HERB+D_TERM_CLOSE	Krautansatz abgießen	1	1	1	1	1	CTHD_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D123	dainol	MEASURE	PRODUCTIVE_COMPOUND	zwei Teile Drogenstoff abmessen	D_MEASURE+AIN_II+OL_MATERIAL	Drogenstoff in Dosis II	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D124	okalol	HOT_PREP	PRODUCTIVE_COMPOUND	erhitzter Drogenstoff aus Rohstoff-I-Ansatz	O_PREP+K_HOT+AL_RAW_I+OL_MATERIAL	erhitzter Rohstoff-I-Grundansatz	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D125	cheykain	ACTION	LEARNED_ACTION_WHOLE	bis zur Mittelstufe getrocknete Droge auf Heizstufe II bringen	LEARNED_CHEYKAIN_WHOLE	mitteltrockene Droge der Heizklasse II	1	1	1	1	1	CHEYKAIN_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D126	okalchy	ACTION	PRODUCTIVE_COMPOUND	Rohstoff-I-Ansatz erhitzen und leicht trocknen	O_PREP+K_HOT+AL_RAW_I+CH_DRY+Y_START_OR_CLOSE	leicht heiß getrockneter Rohstoff-I-Ansatz	3	3	3	3	3	LABEL_SIGLUM|OKALCHY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D127	qolky	ACTION	PRODUCTIVE_COMPOUND	leicht erhitzten Drogenstoff hinzugeben	QOL_ADD+K_HOT+Y_START_OR_CLOSE	Drogenstoff hinzugeben und leicht erhitzen	4	4	4	4	4	QOLKY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D128	ldol	ACTION	PRODUCTIVE_COMPOUND	Holzdrogenstoff abmessen	L_WOOD+D_MEASURE+OL_MATERIAL	Holzdrogenposten abschließen	2	2	2	1	1	LDOL_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D129	qopchedy	ACTION	PRODUCTIVE_COMPOUND	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+E_MIDDLE+DY_FINISHED	nimm vollständig getrocknetes Pulver	31	27	21	23	23	QOPCHEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D130	dsholyd	ACTION	LEARNED_ACTION_WHOLE	eingeweichten Drogenstoff abmessen und den Posten abschließen	LEARNED_DSHOLYD_WHOLE	abgemessener eingeweichter Drogenstoff	1	1	1	0	0	DSHOLYD_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D131	qokeoy	ACTION	PRODUCTIVE_COMPOUND	Ansatz bis zur Mittelstufe erhitzen und abschließen	QO_COMMAND+K_HOT+E_MIDDLE+O_PREP+Y_START_OR_CLOSE	Ansatz auf mittlerer Heizstufe	2	2	2	1	1	QOKEOY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D132	dytar	ACTION	PRODUCTIVE_COMPOUND	danach die erste Fraktion abkühlen	DY_FINISHED+T_COLD+AR_FRACTION_I	danach die kalte Fraktion I bereitstellen	1	1	1	0	0	DYTAR_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D133	qolchedy	ACTION	PRODUCTIVE_COMPOUND	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	QOL_ADD+CH_DRY+E_MIDDLE+DY_FINISHED	gib fertig getrocknetes Drogenmaterial hinzu	11	11	9	7	8	QOLCHEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D134	qotee	ACTION	PRODUCTIVE_COMPOUND	vollständig abkühlen	QO_COMMAND+T_COLD+EE_END	vollständig gekühlte Droge nehmen	1	1	1	0	0	QOTEE_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D135	yteeedy	ACTION	PRODUCTIVE_COMPOUND	kühle hiervon bis zur letzten Stufe und schließe ab	Y_REFERENCE+T_COLD+EEE_LONG_OR_FINAL+DY_FINISHED	diese Droge lange und vollständig gekühlt	1	1	1	0	0	YTEEEDY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D136	yteeo	ACTION	PRODUCTIVE_COMPOUND	kühle hiervon den Ansatz vollständig	Y_REFERENCE+T_COLD+EE_END+O_PREP	vollständig gekühlter Ansatz dieser Droge	3	3	3	1	1	YTEEO_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D137	daiinls	MEASURE	PRODUCTIVE_COMPOUND	drei Dosen einer Holzdrogencharge abmessen	D_MEASURE+AIIN_III+L_WOOD+S_TERM_SPECIES	Holzdrogencharge auf Stufe III	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D138	acthy	MEASURE	PRODUCTIVE_COMPOUND	ein Teil Krautdroge in Grundform	A_PART_OR_LINK+CTH_HERB+Y_START_OR_CLOSE	gleicher Anteil Krautdroge	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D139	chokar	FRACTION	PRODUCTIVE_COMPOUND	erste heiß getrocknete Ansatzfraktion	CH_DRY+O_PREP+K_HOT+AR_FRACTION_I	die erste Trockenansatzfraktion erhitzen	6	6	6	6	6	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D140	chcfhy	FLOWER	PRODUCTIVE_COMPOUND	leicht getrocknete Blütenfraktion	CH_DRY+F_FLOWER+Y_START_OR_CLOSE	Blütenfraktion leicht trocknen	2	2	2	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D141	qoeear	ACTION	PRODUCTIVE_COMPOUND	nimm die erste Fraktion der Endstufe	QO_COMMAND+EE_END+AR_FRACTION_I	die erste Fraktion vollständig behandeln	3	3	3	2	2	QOEEAR_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D142	qoteeos	ACTION	PRODUCTIVE_COMPOUND	nimm eine vollständig gekühlte Ansatzcharge	QO_COMMAND+T_COLD+EE_END+O_PREP+S_TERM_SPECIES	kühle die Ansatzcharge vollständig	1	1	1	1	1	QOTEEOS_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D143	chotain	COLD	PRODUCTIVE_COMPOUND	Trockenansatz auf Kühlstufe II	CH_DRY+O_PREP+T_COLD+AIN_II	zwei Teile gekühlter Trockenansatz	4	4	3	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D144	darala	MEASURE	PRODUCTIVE_COMPOUND	einen gleichen Teil der ersten Rohstoff-I-Fraktion abmessen	D_MEASURE+AR_FRACTION_I+AL_RAW_I+A_PART_OR_LINK	erste Rohstoff-I-Fraktion in gleicher Teilung	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D145	shodaiin	MEASURE	PRODUCTIVE_COMPOUND	drei Dosen Feuchtansatz	SH_MOIST+O_PREP+D_MEASURE+AIIN_III	drei Dosen eingeweichter Ansatz	21	21	17	16	16	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D146	odor	ACTION	PRODUCTIVE_COMPOUND	eine Portion Ansatz abmessen	O_PREP+D_MEASURE+OR_PORTION	abgemessene Ansatzportion	5	5	5	3	3	ODOR_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D147	cholky	ACTION	PRODUCTIVE_COMPOUND	getrockneten Drogenstoff leicht erhitzen	CH_DRY+OL_MATERIAL+K_HOT+Y_START_OR_CLOSE	leicht erhitzter Trockenstoff	4	4	4	3	3	CHOLKY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D148	ykoldy	ACTION	PRODUCTIVE_COMPOUND	stelle hiervon erhitzten Drogenstoff fertig	Y_REFERENCE+K_HOT+OL_MATERIAL+DY_FINISHED	fertiger erhitzter Drogenstoff dieser Droge	2	2	2	0	0	YKOLDY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D149	qokeol	ACTION	PRODUCTIVE_COMPOUND	erhitze den Drogenstoff bis zur Mittelstufe	QO_COMMAND+K_HOT+E_MIDDLE+OL_MATERIAL	bereite einen heißen Auszug	39	38	26	34	35	QOKEOL_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D150	kyty	ACTION	LEARNED_ACTION_WHOLE	leicht erhitzen und anschließend leicht abkühlen	LEARNED_KYTY_WHOLE	warm-kalt behandeltes Gut in Grundform	1	1	1	1	1	KYTY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D151	daim	MEASURE	LEARNED_WHOLE	eine zweite Dosis abmessen	LEARNED_DAIM_WHOLE	ein weiteres Maß abmessen	8	8	7	5	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
