surface	working_meaning_de	composition	strongest_rival_de	card_type	strength	occurrences	scope	status
choldar	die erste Fraktion getrockneten Drogenstoffs abmessen	CH_DRY+OL_MATERIAL+D_MEASURE+AR_FRACTION_I	erste abgemessene Trockenstofffraktion	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qoked	bis zur Mittelstufe erhitzen und abschließen	QO_COMMAND+K_HOT+E_MIDDLE+D_TERM_CLOSE	Erhitzungsstufe Mitte abgeschlossen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
polshy	Pulverstoff leicht anfeuchten	P_POWDER+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	leicht angefeuchteter Pulverstoff	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
koldy	erhitzten Drogenstoff fertigstellen	K_HOT+OL_MATERIAL+DY_FINISHED	fertiger erhitzter Drogenstoff	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
ld	Holzdrogenposten abschließen	L_WOOD+D_TERM_CLOSE	Holzdroge abziehen	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	4	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V43_REPLACEABLE
dlshedy	eine Dosis Holzdroge bis zur Mittelstufe einweichen und abschließen	D_MEASURE+L_WOOD+SH_MOIST+E_MIDDLE+DY_FINISHED	fertig eingeweichte Holzdrogendosis	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qokalchey	Rohdroge I erhitzen und bis zur Mittelstufe trocknen	QO_COMMAND+K_HOT+AL_RAW_I+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	heiß getrocknete Rohdroge I der Mittelstufe	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qopchey	nimm bis zur Mittelstufe getrocknetes Pulver	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	trockne Pulver bis zur Mittelstufe	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	9	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qochy	nimm leicht getrocknete Droge	QO_COMMAND+CH_DRY+Y_START_OR_CLOSE	trockne die Droge leicht an	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
olsheed	Holzdrogenansatz vollständig einweichen und abschließen	O_PREP+L_WOOD+SH_MOIST+EE_END+D_TERM_CLOSE	vollständig eingeweichter Holzdrogenansatz	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chcphedy	Arzneikompositum bis zur Mittelstufe trocknen und abschließen	LEARNED_CHCPHEDY_WHOLE	eine Blütenkompositum-Fraktion fertig trocknen	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
checthey	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	CH_DRY+E_MIDDLE+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	Krautdroge trocken auf mittlerer Stufe	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qolal	Rohdroge I hinzugeben	QOL_ADD+AL_RAW_I	Rohdroge I in den Holzdrogenansatz geben	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
solkeey	Saatgutansatz vollständig erhitzen	SOL_SEED_PREP+K_HOT+EE_END+Y_START_OR_CLOSE	vollständig erhitzter Saatgutansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
dsheedal	vollständig eingeweichte Rohdroge I abmessen	LEARNED_DSHEEDAL_WHOLE	eine Dosis Rohdroge I vollständig einweichen	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
lchor	holziger Pflanzenteil	L_WOOD+CHOR_PLANT_PART	eine Portion getrocknete Holzdroge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
ldchey	Holzdroge abmessen und bis zur Mittelstufe trocknen	LEARNED_LDCHEY_WHOLE	abgemessene mitteltrockene Holzdroge	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
cheolkaiin	Drogenstoff bis zur Mittelstufe trocknen und auf Heizstufe III bringen	CH_DRY+E_MIDDLE+OL_MATERIAL+K_HOT+AIIN_III	heiß getrockneter Drogenstoff auf Stufe III	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
dalky	Rohdroge I abmessen und leicht erhitzen	D_MEASURE+AL_RAW_I+K_HOT+Y_START_OR_CLOSE	leicht erhitzte abgemessene Rohdroge I	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
ykedy	erhitze hiervon bis zur Mittelstufe und schließe ab	Y_REFERENCE+K_HOT+E_MIDDLE+DY_FINISHED	diese Droge auf mittlerer Heizstufe abgeschlossen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	18	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qoke	bis zur Mittelstufe erhitzen	QO_COMMAND+K_HOT+E_MIDDLE	mittelstark erhitzte Droge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qolkeshdy	erhitztes und bis zur Mittelstufe eingeweichtes Drogenmaterial hinzugeben	QOL_ADD+K_HOT+E_MIDDLE+SH_MOIST+DY_FINISHED	gib fertig eingeweichtes Heißgut hinzu	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
otaldy	kalten Rohstoff-I-Ansatz fertigstellen	O_PREP+T_COLD+AL_RAW_I+DY_FINISHED	fertiger kalter Rohstoff-I-Ansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
oltal	kalter Holzdrogenansatz aus Rohdroge I	O_PREP+L_WOOD+T_COLD+AL_RAW_I	Holzdroge und Rohstoff I kalt ansetzen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
eey	Endstufe abschließen	EE_END+Y_START_OR_CLOSE	schließe den vorstehenden Rezeptposten ab	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	8	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V43_REPLACEABLE
scthey	Saatgut mit Krautdroge auf mittlerer Stufe	S_SEED+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	Saat-Kraut-Kompositum in Grundform	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chckhes	getrocknete Arzneikompositum-Charge auf mittlerer Stufe	CH_DRY+CKH_COMPOSITE+E_MIDDLE+S_TERM_SPECIES	Arzneikompositum aus getrocknetem Saatgut	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
okaio	erhitzter Ansatz in Zubereitungsform II	LEARNED_OKAIO_WHOLE	ein Teil heißer Ansatz	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
cheokain	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	CH_DRY+E_MIDDLE+O_PREP+K_HOT+AIN_II	heißer Trockenansatz auf Stufe II	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
oroiiin	eine Portion Ansatz in Zubereitungsform IV	OR_PORTION+O_PREP+IIIN_FORM_IV	vier Teile Ansatz	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
yefaiin	nimm hiervon drei Teile Blütenfraktion der Mittelstufe	Y_REFERENCE+E_MIDDLE+F_FLOWER+AIIN_III	Blütenfraktion der Mittelstufe in Klasse III	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
ycheckhey	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab	Y_REFERENCE+CH_DRY+E_MIDDLE+CKH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	mitteltrockenes Arzneikompositum dieser Droge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
dshoy	eine leicht eingeweichte Ansatzdosis abmessen	D_MEASURE+SH_MOIST+O_PREP+Y_START_OR_CLOSE	weiche eine Ansatzdosis leicht ein	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
cthd	Krautdrogenposten abschließen	CTH_HERB+D_TERM_CLOSE	Krautansatz abgießen	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
dainol	zwei Teile Drogenstoff abmessen	D_MEASURE+AIN_II+OL_MATERIAL	Drogenstoff in Dosis II	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
okalol	erhitzter Drogenstoff aus Rohstoff-I-Ansatz	O_PREP+K_HOT+AL_RAW_I+OL_MATERIAL	erhitzter Rohstoff-I-Grundansatz	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
cheykain	bis zur Mittelstufe getrocknete Droge auf Heizstufe II bringen	LEARNED_CHEYKAIN_WHOLE	mitteltrockene Droge der Heizklasse II	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
okalchy	Rohstoff-I-Ansatz erhitzen und leicht trocknen	O_PREP+K_HOT+AL_RAW_I+CH_DRY+Y_START_OR_CLOSE	leicht heiß getrockneter Rohstoff-I-Ansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qolky	leicht erhitzten Drogenstoff hinzugeben	QOL_ADD+K_HOT+Y_START_OR_CLOSE	Drogenstoff hinzugeben und leicht erhitzen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
ldol	Holzdrogenstoff abmessen	L_WOOD+D_MEASURE+OL_MATERIAL	Holzdrogenposten abschließen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qopchedy	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+E_MIDDLE+DY_FINISHED	nimm vollständig getrocknetes Pulver	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	31	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
dsholyd	eingeweichten Drogenstoff abmessen und den Posten abschließen	LEARNED_DSHOLYD_WHOLE	abgemessener eingeweichter Drogenstoff	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qokeoy	Ansatz bis zur Mittelstufe erhitzen und abschließen	QO_COMMAND+K_HOT+E_MIDDLE+O_PREP+Y_START_OR_CLOSE	Ansatz auf mittlerer Heizstufe	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
dytar	danach die erste Fraktion abkühlen	DY_FINISHED+T_COLD+AR_FRACTION_I	danach die kalte Fraktion I bereitstellen	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qolchedy	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	QOL_ADD+CH_DRY+E_MIDDLE+DY_FINISHED	gib fertig getrocknetes Drogenmaterial hinzu	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	11	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qotee	vollständig abkühlen	QO_COMMAND+T_COLD+EE_END	vollständig gekühlte Droge nehmen	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
yteeedy	kühle hiervon bis zur letzten Stufe und schließe ab	Y_REFERENCE+T_COLD+EEE_LONG_OR_FINAL+DY_FINISHED	diese Droge lange und vollständig gekühlt	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
yteeo	kühle hiervon den Ansatz vollständig	Y_REFERENCE+T_COLD+EE_END+O_PREP	vollständig gekühlter Ansatz dieser Droge	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
daiinls	drei Dosen einer Holzdrogencharge abmessen	D_MEASURE+AIIN_III+L_WOOD+S_TERM_SPECIES	Holzdrogencharge auf Stufe III	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
acthy	ein Teil Krautdroge in Grundform	A_PART_OR_LINK+CTH_HERB+Y_START_OR_CLOSE	gleicher Anteil Krautdroge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chokar	erste heiß getrocknete Ansatzfraktion	CH_DRY+O_PREP+K_HOT+AR_FRACTION_I	die erste Trockenansatzfraktion erhitzen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	6	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chcfhy	leicht getrocknete Blütenfraktion	CH_DRY+F_FLOWER+Y_START_OR_CLOSE	Blütenfraktion leicht trocknen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qoeear	nimm die erste Fraktion der Endstufe	QO_COMMAND+EE_END+AR_FRACTION_I	die erste Fraktion vollständig behandeln	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qoteeos	nimm eine vollständig gekühlte Ansatzcharge	QO_COMMAND+T_COLD+EE_END+O_PREP+S_TERM_SPECIES	kühle die Ansatzcharge vollständig	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chotain	Trockenansatz auf Kühlstufe II	CH_DRY+O_PREP+T_COLD+AIN_II	zwei Teile gekühlter Trockenansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
darala	einen gleichen Teil der ersten Rohstoff-I-Fraktion abmessen	D_MEASURE+AR_FRACTION_I+AL_RAW_I+A_PART_OR_LINK	erste Rohstoff-I-Fraktion in gleicher Teilung	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
shodaiin	drei Dosen Feuchtansatz	SH_MOIST+O_PREP+D_MEASURE+AIIN_III	drei Dosen eingeweichter Ansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	21	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
odor	eine Portion Ansatz abmessen	O_PREP+D_MEASURE+OR_PORTION	abgemessene Ansatzportion	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
cholky	getrockneten Drogenstoff leicht erhitzen	CH_DRY+OL_MATERIAL+K_HOT+Y_START_OR_CLOSE	leicht erhitzter Trockenstoff	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
ykoldy	stelle hiervon erhitzten Drogenstoff fertig	Y_REFERENCE+K_HOT+OL_MATERIAL+DY_FINISHED	fertiger erhitzter Drogenstoff dieser Droge	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qokeol	erhitze den Drogenstoff bis zur Mittelstufe	QO_COMMAND+K_HOT+E_MIDDLE+OL_MATERIAL	bereite einen heißen Auszug	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	39	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
kyty	leicht erhitzen und anschließend leicht abkühlen	LEARNED_KYTY_WHOLE	warm-kalt behandeltes Gut in Grundform	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
daim	eine zweite Dosis abmessen	LEARNED_DAIM_WHOLE	ein weiteres Maß abmessen	LEARNED_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
