rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v42_translation_de	v43_translation_de	status
28	f14v	f14v.5	chky	getrocknete Droge leicht erhitzen	getrocknete Droge leicht erhitzen	PRODUCTIVE_COMPOUND	CH_DRY+K_HOT+Y_START_OR_CLOSE	leicht heiß getrocknete Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	okshy daiin okchor chky qotchy daiin cthor oty	heiß-feuchter Ansatz am Anfang des Grades; drei Maße; eine Portion heiß-trockene Droge im Ansatz; [chky:?]; kalt und angetrocknet; drei Maße; Drogenteil/-portion; Portion Blatt-/Krautdroge; kalter Ansatz am Anfang des Grades	heiß-feuchter Ansatz am Anfang des Grades; drei Maße; eine Portion heiß-trockene Droge im Ansatz; getrocknete Droge leicht erhitzen; kalt und angetrocknet; drei Maße; Drogenteil/-portion; Portion Blatt-/Krautdroge; kalter Ansatz am Anfang des Grades	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
29	f15r	f15r.14	ytol	kühle hiervon den Drogenstoff ab	kühle hiervon den Drogenstoff ab	PRODUCTIVE_COMPOUND	Y_REFERENCE+T_COLD+OL_MATERIAL	kalter Drogenstoff dieser Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	otcho kchy chol daiin ar ytol dor dom	kalt-trockene Zubereitung; heiß und angetrocknet; Trockengut; Stufe III; Drogenfraktion I; [ytol:?]; miss eine Portion Droge ab; miss eine Handvoll Ansatz ab	kalt-trockene Zubereitung; heiß und angetrocknet; Trockengut; Stufe III; Drogenfraktion I; kühle hiervon den Drogenstoff ab; miss eine Portion Droge ab; miss eine Handvoll Ansatz ab	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
30	f16r	f16r.5	kch	unter Wärme trocknen	unter Wärme trocknen	CONTEXT_SCOPED_SHORT_FORM	K_HOT+CH_DRY	heiß getrocknete Droge	LOW_EXPLORATORY	ykch	tchor chor chs y kch shocthy opchy ty ky	kalt-trockene Drogenportion; Pflanzenteil; Trockengut, Grundform; [kch:?]; feuchte CTH-Drogenzubereitung; feuchte Blatt-/Krautzubereitung; Trockenpulverpräparat in Grundstufe; leicht gekühlt; leicht erhitzt	kalt-trockene Drogenportion; Pflanzenteil; Trockengut, Grundform; unter Wärme trocknen; feuchte CTH-Drogenzubereitung; feuchte Blatt-/Krautzubereitung; Trockenpulverpräparat in Grundstufe; leicht gekühlt; leicht erhitzt	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
31	f17v	f17v.17	qopchaiin	nimm drei Teile des getrockneten Pulveransatzes	nimm drei Teile des getrockneten Pulveransatzes	PRODUCTIVE_COMPOUND	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+AIIN_III	Pulveransatz auf Trockenstufe III	LOW_EXPLORATORY	NONE	qoain sar she dol qopchaiin cthor	nimm zwei Teile; Samenfraktion I; feucht, attributiv gebunden; Materialmaß; [qopchaiin:?]; Drogenteil/-portion; Portion Blatt-/Krautdroge	nimm zwei Teile; Samenfraktion I; feucht, attributiv gebunden; Materialmaß; nimm drei Teile des getrockneten Pulveransatzes; Drogenteil/-portion; Portion Blatt-/Krautdroge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
32	f17v	f17v.9	choltaiin	Trockengut auf Kühlstufe III	Trockengut auf Kühlstufe III	PRODUCTIVE_COMPOUND	CH_DRY+OL_MATERIAL+T_COLD+AIIN_III	drei Teile kalt behandeltes Trockengut	LOW_EXPLORATORY	NONE	ycheol shol kchol choltaiin ol	trockener Drogenstoff dieser Droge; Feuchtgut; erhitztes Trockengut; [choltaiin:?]; Grundansatz	trockener Drogenstoff dieser Droge; Feuchtgut; erhitztes Trockengut; Trockengut auf Kühlstufe III; Grundansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
33	f19r	f19r.9	shdaiin	drei Dosen eingeweichte Droge	drei Dosen eingeweichte Droge	PRODUCTIVE_COMPOUND	SH_MOIST+D_MEASURE+AIIN_III	eingeweichte Droge auf Stufe III	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qotchor dy dor y tchy kchy shdaiin	kalt-trockene Drogenportion; miss eine Portion Droge ab; hierzu: kalt und angetrocknet; heiß und angetrocknet; [shdaiin:?]	kalt-trockene Drogenportion; miss eine Portion Droge ab; hierzu: kalt und angetrocknet; heiß und angetrocknet; drei Dosen eingeweichte Droge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
34	f20r	f20r.6	choees	Trockenansatz-Charge auf Endstufe	Trockenansatz-Charge auf Endstufe	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+EE_END+S_TERM_SPECIES	vollständig getrocknete Ansatzcharge	LOW_EXPLORATORY	NONE	choees okchor qotol cheey daiin chy choiin daiin	[choees:?]; eine Portion heiß-trockene Droge im Ansatz; kaltes Material; vollständig getrocknet; drei Maße; angetrocknet; trockene Zubereitungsform III; drei Maße	Trockenansatz-Charge auf Endstufe; eine Portion heiß-trockene Droge im Ansatz; kaltes Material; vollständig getrocknet; drei Maße; angetrocknet; trockene Zubereitungsform III; drei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
35	f20v	f20v.11	okoiin	erhitzter Ansatz in Zubereitungsform III	erhitzter Ansatz in Zubereitungsform III	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+O_PREP+IIN_FORM_III	drei Teile erhitzter Ansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	okoiin chey ol chory	[okoiin:?]; bis zur mittleren Trockenstufe; Grundansatz; Pflanzenteil in Grundform	erhitzter Ansatz in Zubereitungsform III; bis zur mittleren Trockenstufe; Grundansatz; Pflanzenteil in Grundform	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
36	f20v	f20v.3	tolshy	kalten Drogenstoff leicht anfeuchten	kalten Drogenstoff leicht anfeuchten	PRODUCTIVE_COMPOUND	T_COLD+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	leicht angefeuchteter kalter Drogenstoff	LOW_EXPLORATORY	NONE	okchy sho kchol shol chcthy qoty chy tolshy qotchy	heiß-trockener Ansatz am Anfang des Grades; feuchter Ansatz; erhitztes Trockengut; Feuchtgut; getrocknete Krautdroge; leicht gekühlt; angetrocknet; [tolshy:?]; kalt und angetrocknet	heiß-trockener Ansatz am Anfang des Grades; feuchter Ansatz; erhitztes Trockengut; Feuchtgut; getrocknete Krautdroge; leicht gekühlt; angetrocknet; kalten Drogenstoff leicht anfeuchten; kalt und angetrocknet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
37	f21r	f21r.12	ysheol	weiche hiervon den Drogenstoff bis zur Mittelstufe ein	weiche hiervon den Drogenstoff bis zur Mittelstufe ein	PRODUCTIVE_COMPOUND	Y_REFERENCE+SH_MOIST+E_MIDDLE+OL_MATERIAL	mittelfeuchter Drogenstoff dieser Droge	LOW_EXPLORATORY	NONE	ykeey chor sheey ysheol chor chol daiin chkaiin	erhitze hiervon bis zur Endstufe und schließe ab; Pflanzenteil; vollständig eingeweicht; [ysheol:?]; Pflanzenteil; Trockengut; Stufe III; heiß-trocken, Grad III	erhitze hiervon bis zur Endstufe und schließe ab; Pflanzenteil; vollständig eingeweicht; weiche hiervon den Drogenstoff bis zur Mittelstufe ein; Pflanzenteil; Trockengut; Stufe III; heiß-trocken, Grad III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
38	f21v	f21v.3	keeees	Charge bis zur letzten Stufe erhitzter Droge	Charge bis zur letzten Stufe erhitzter Droge	LEARNED_WHOLE	LEARNED_KEEEES_WHOLE	erhitze die Charge lange	LOW_EXPLORATORY	NONE	qotol keeees chotchy tcho choty chor qotol daiin dal	kaltes Material; [keeees:?]; Trockenansatz aus kalt getrockneter Droge in Grundform; Kalt-Trockenansatz; kalter Trockenansatz; Pflanzenteil; kaltes Material; Stufe III; abgemessene Rohstoffmenge I	kaltes Material; Charge bis zur letzten Stufe erhitzter Droge; Trockenansatz aus kalt getrockneter Droge in Grundform; Kalt-Trockenansatz; kalter Trockenansatz; Pflanzenteil; kaltes Material; Stufe III; abgemessene Rohstoffmenge I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
39	f22r	f22r.13	ykol	erhitze hiervon den Drogenstoff	erhitze hiervon den Drogenstoff	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+OL_MATERIAL	erhitzter Drogenstoff dieser Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dchor dy dain qockhy ykol okain	abgemessener Pflanzenteil; zwei Maße; bereite einen Arzneikompositum-Ansatz in Grundstufe; [ykol:?]; heiß im Zubereitungsrahmen, Grad II	abgemessener Pflanzenteil; zwei Maße; bereite einen Arzneikompositum-Ansatz in Grundstufe; erhitze hiervon den Drogenstoff; heiß im Zubereitungsrahmen, Grad II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
40	f22v	f22v.5	kcheor	eine Portion bis zur Mittelstufe heiß getrocknete Droge	eine Portion bis zur Mittelstufe heiß getrocknete Droge	PRODUCTIVE_COMPOUND	K_HOT+CH_DRY+E_MIDDLE+OR_PORTION	eine Portion erhitzter Trockenansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dor y kcheor daiin	miss eine Portion Droge ab; hierzu: [kcheor:?]; Menge/Portion III	miss eine Portion Droge ab; hierzu: eine Portion bis zur Mittelstufe heiß getrocknete Droge; Menge/Portion III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
41	f22v	f22v.7	ychor	nimm hiervon den Pflanzenteil	nimm hiervon den Pflanzenteil	PRODUCTIVE_COMPOUND	Y_REFERENCE+CHOR_PLANT_PART	Pflanzenteil dieser Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ychor chor qokchol chory	[ychor:?]; Pflanzenteil; heiß-trockenes Drogenmaterial; Pflanzenteil in Grundform	nimm hiervon den Pflanzenteil; Pflanzenteil; heiß-trockenes Drogenmaterial; Pflanzenteil in Grundform	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
42	f23r	f23r.8	qoaiin	nimm drei Teile	nimm drei Teile	PRODUCTIVE_COMPOUND	QO_COMMAND+AIIN_III	Stufe III ausführen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	heiß und leicht angefeuchtet; Trockenfraktion I; abgemessene Fraktion III; heiß, Grad III; Holzdrogen-Grundansatz; [qoaiin:?]; Eintrag/Bezug: heiß-trocken am Gradanfang; Samen-/Saatgutposten; abgemessene Rohstoffmenge I; heiß-trockener Ansatz am Anfang des Grades	heiß und leicht angefeuchtet; Trockenfraktion I; abgemessene Fraktion III; heiß, Grad III; Holzdrogen-Grundansatz; nimm drei Teile; Eintrag/Bezug: heiß-trocken am Gradanfang; Samen-/Saatgutposten; abgemessene Rohstoffmenge I; heiß-trockener Ansatz am Anfang des Grades	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
43	f23v	f23v.5	oaldary	die erste Fraktion des Rohstoff-I-Ansatzes abmessen und abschließen	die erste Fraktion des Rohstoff-I-Ansatzes abmessen und abschließen	PRODUCTIVE_COMPOUND	O_PREP+AL_RAW_I+D_MEASURE+AR_FRACTION_I+Y_START_OR_CLOSE	abgeschlossene erste Rohstoff-I-Ansatzfraktion	LOW_EXPLORATORY	NONE	dor chear shor dol oaldary	miss eine Portion Droge ab; trockene Fraktion I; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; Materialmaß; [oaldary:?]	miss eine Portion Droge ab; trockene Fraktion I; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; Materialmaß; die erste Fraktion des Rohstoff-I-Ansatzes abmessen und abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
44	f23v	f23v.8	g	vorstehenden Rezeptposten abschließen	vorstehenden Rezeptposten abschließen	CONTEXT_SCOPED_SHORT_FORM	LEARNED_G_WHOLE	ein Gran; sekundär historisch auch ein Tropfen	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	qokaiin dain qokor okal g dam chor olol dam	heiß, Grad III; zwei Maße; heiße Drogenportion; Rohstoff I, leicht erhitzt im Ansatz; [g:?]; Dosis I; Pflanzenteil; Holzdrogen-Grundansatz; Dosis I	heiß, Grad III; zwei Maße; heiße Drogenportion; Rohstoff I, leicht erhitzt im Ansatz; vorstehenden Rezeptposten abschließen; Dosis I; Pflanzenteil; Holzdrogen-Grundansatz; Dosis I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
45	f24r	f24r.13	chcth	getrocknete Kraut- oder Blattdroge	getrocknete Kraut- oder Blattdroge	PRODUCTIVE_COMPOUND	CH_DRY+CTH_HERB	Krautdroge trocknen	MEDIUM_EXACT_WHOLE	NONE	oees ol s chey chcth s ar	Ansatzcharge auf Endstufe; Grundansatz; Samen-/Saatgutposten; bis zur mittleren Trockenstufe; [chcth:?]; Samen-/Saatgutposten; Drogenfraktion I	Ansatzcharge auf Endstufe; Grundansatz; Samen-/Saatgutposten; bis zur mittleren Trockenstufe; getrocknete Kraut- oder Blattdroge; Samen-/Saatgutposten; Drogenfraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
46	f24v	f24v.7	daid	zweite Dosis abmessen und abschließen	zweite Dosis abmessen und abschließen	LEARNED_WHOLE	LEARNED_DAID_WHOLE	abgemessene zweite Dosis	LOW_EXPLORATORY	NONE	ycheol daid dar olom	trockener Drogenstoff dieser Droge; [daid:?]; abgemessene Fraktion I; eine Handvoll Holzdroge im Ansatz	trockener Drogenstoff dieser Droge; zweite Dosis abmessen und abschließen; abgemessene Fraktion I; eine Handvoll Holzdroge im Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
47	f25v	f25v.5	qochol	nimm getrockneten Drogenstoff	nimm getrockneten Drogenstoff	PRODUCTIVE_COMPOUND	QO_COMMAND+CH_DRY+OL_MATERIAL	gib getrockneten Drogenstoff hinzu	LOW_EXPLORATORY	NONE	dar chokeey dshor dshey qochol dol cho daiin daiin	abgemessene Fraktion I; heiß-trockener Ansatz am Gradende; abgemessene Blüten-/Fruchtdroge; eine Dosis bis zur Mittelstufe angefeuchtete Droge; [qochol:?]; Materialmaß; Trockenansatz; drei Maße; drei Maße	abgemessene Fraktion I; heiß-trockener Ansatz am Gradende; abgemessene Blüten-/Fruchtdroge; eine Dosis bis zur Mittelstufe angefeuchtete Droge; nimm getrockneten Drogenstoff; Materialmaß; Trockenansatz; drei Maße; drei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
48	f27r	f27r.4	cthody	fertiger Krautansatz	fertiger Krautansatz	PRODUCTIVE_COMPOUND	CTH_HERB+O_PREP+DY_FINISHED	Krautansatz fertigstellen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokey chor char chy dchy keey chos cthody	bis zur mittleren Heizstufe; Pflanzenteil; Trockenfraktion I; angetrocknet; Dosis Trockendroge, Grundform; bis zur Heizendstufe; eine Charge Trockenansatz; [cthody:?]	bis zur mittleren Heizstufe; Pflanzenteil; Trockenfraktion I; angetrocknet; Dosis Trockendroge, Grundform; bis zur Heizendstufe; eine Charge Trockenansatz; fertiger Krautansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
49	f29r	f29r.4	qoos	nimm eine Ansatzcharge	nimm eine Ansatzcharge	PRODUCTIVE_COMPOUND	QO_COMMAND+O_PREP+S_TERM_SPECIES	führe den Ansatzposten aus	MEDIUM_EXACT_WHOLE	NONE	chocthy qoos chos	trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung; [qoos:?]; eine Charge Trockenansatz	trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung; nimm eine Ansatzcharge; eine Charge Trockenansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
50	f2r	f2r.12	yor	nimm hiervon eine Portion	nimm hiervon eine Portion	CONTEXT_SCOPED_SHORT_FORM	Y_REFERENCE+OR_PORTION	eine Portion dieser Droge	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	okol chy chor cthor yor an chan saiin chety chyky sal	heißer Ansatzstoff; angetrocknet; Pflanzenteil; Drogenteil/-portion; Portion Blatt-/Krautdroge; [yor:?]; Menge-/Klassenwert I; trocken, Grad I; Samen/Saatgut, Typ/Charge III; trocken-kalte gebundene Form; trocken-heiß, Grundstufe; Saat-Rohstoff I	heißer Ansatzstoff; angetrocknet; Pflanzenteil; Drogenteil/-portion; Portion Blatt-/Krautdroge; nimm hiervon eine Portion; Menge-/Klassenwert I; trocken, Grad I; Samen/Saatgut, Typ/Charge III; trocken-kalte gebundene Form; trocken-heiß, Grundstufe; Saat-Rohstoff I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
51	f2r	f2r.6	dkol	erhitzten Drogenstoff abmessen	erhitzten Drogenstoff abmessen	PRODUCTIVE_COMPOUND	D_MEASURE+K_HOT+OL_MATERIAL	abgemessener erhitzter Drogenstoff	LOW_EXPLORATORY	NONE	saiin dain d dkol sor ytoldy dchol dchy cthy	Samen/Saatgut, Typ/Charge III; zwei Maße; Dosis; [dkol:?]; Samenportion; stelle hiervon kalten Drogenstoff fertig; Maß trockenen Materials; Dosis Trockendroge, Grundform; Krautdroge	Samen/Saatgut, Typ/Charge III; zwei Maße; Dosis; erhitzten Drogenstoff abmessen; Samenportion; stelle hiervon kalten Drogenstoff fertig; Maß trockenen Materials; Dosis Trockendroge, Grundform; Krautdroge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
52	f2v	f2v.5	chm	eine Handvoll Trockendroge	eine Handvoll Trockendroge	CONTEXT_SCOPED_SHORT_FORM	LEARNED_CHM_WHOLE	ein kleiner Trockenposten	LOW_EXPLORATORY	NONE	kchor shy daiiin chm s shey dor chol daiin	Drogenportion, heiß-trocken; leicht angefeuchtet; vier Maße; [chm:?]; Samen-/Saatgutposten; bis zur mittleren Einweichstufe; miss eine Portion Droge ab; Trockengut; Stufe III	Drogenportion, heiß-trocken; leicht angefeuchtet; vier Maße; eine Handvoll Trockendroge; Samen-/Saatgutposten; bis zur mittleren Einweichstufe; miss eine Portion Droge ab; Trockengut; Stufe III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
53	f30v	f30v.2	ctholdy	Krautdrogenstoff fertigstellen	Krautdrogenstoff fertigstellen	PRODUCTIVE_COMPOUND	CTH_HERB+OL_MATERIAL+DY_FINISHED	fertiger Krautdrogenstoff	LOW_EXPLORATORY	NONE	qotchor chy she kchor chory keor ol chy daiin ctholdy	kalt-trockene Drogenportion; angetrocknet; feucht, attributiv gebunden; Drogenportion, heiß-trocken; Pflanzenteil in Grundform; heiße Drogenportion; Grundansatz; angetrocknet; drei Maße; [ctholdy:?]	kalt-trockene Drogenportion; angetrocknet; feucht, attributiv gebunden; Drogenportion, heiß-trocken; Pflanzenteil in Grundform; heiße Drogenportion; Grundansatz; angetrocknet; drei Maße; Krautdrogenstoff fertigstellen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
54	f31r	f31r.11	deey	die Enddosis abmessen	die Enddosis abmessen	PRODUCTIVE_COMPOUND	D_MEASURE+EE_END+Y_START_OR_CLOSE	vollständig abgemessene Dosis	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	olsheol qokchy dal chey deey kchy keey okaiiin ykeey	eingeweichte Holzdroge im Ansatz; heiß und angetrocknet; abgemessene Rohstoffmenge I; bis zur mittleren Trockenstufe; [deey:?]; heiß und angetrocknet; bis zur Heizendstufe; heiß im Zubereitungsrahmen, Grad IV; erhitze hiervon bis zur Endstufe und schließe ab	eingeweichte Holzdroge im Ansatz; heiß und angetrocknet; abgemessene Rohstoffmenge I; bis zur mittleren Trockenstufe; die Enddosis abmessen; heiß und angetrocknet; bis zur Heizendstufe; heiß im Zubereitungsrahmen, Grad IV; erhitze hiervon bis zur Endstufe und schließe ab	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
55	f32r	f32r.2	dshodar	die erste Fraktion des eingeweichten Ansatzes abmessen	die erste Fraktion des eingeweichten Ansatzes abmessen	LEARNED_ACTION_WHOLE	LEARNED_DSHODAR_WHOLE	eingeweichten Ansatz abmessen und danach Fraktion I trennen	LOW_EXPLORATORY	NONE	okor okchor sheor ckhy dal dshodar qotchol	heiße Drogenportion im Ansatz; eine Portion heiß-trockene Droge im Ansatz; feuchter Drogenteil; Arzneikompositum am Gradanfang; abgemessene Rohstoffmenge I; [dshodar:?]; Material: kalt und trocken	heiße Drogenportion im Ansatz; eine Portion heiß-trockene Droge im Ansatz; feuchter Drogenteil; Arzneikompositum am Gradanfang; abgemessene Rohstoffmenge I; die erste Fraktion des eingeweichten Ansatzes abmessen; Material: kalt und trocken	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
56	f33r	f33r.6	chekar	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+K_HOT+AR_FRACTION_I	die erste Trockenfraktion erhitzen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	yteey shody kchedy dy chekar okaiin okaiin daiin okal	kühle hiervon bis zur Endstufe ab; vollständig eingeweichter Ansatz; heiß und bis zur mittleren Trockenstufe gebracht; [chekar:?]; Ansatz auf Heizstufe III; Ansatz auf Heizstufe III; drei Maße; Rohstoff I, leicht erhitzt im Ansatz	kühle hiervon bis zur Endstufe ab; vollständig eingeweichter Ansatz; heiß und bis zur mittleren Trockenstufe gebracht; erste bis zur Mittelstufe getrocknete und erhitzte Fraktion; Ansatz auf Heizstufe III; Ansatz auf Heizstufe III; drei Maße; Rohstoff I, leicht erhitzt im Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
57	f33v	f33v.5	arl	erste Holzdrogenfraktion	erste Holzdrogenfraktion	CONTEXT_SCOPED_SHORT_FORM	AR_FRACTION_I+L_WOOD	erste Fraktion und ein Pfund	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	kalt und angetrocknet; Trockenansatz, abgeschlossen; Ansatz auf Heizstufe III; Arzneikompositum: trocken, Gradanfang; miss eine Portion Droge ab; [arl:?]; Krautdroge; leicht gekühlt; nimm hiervon die erste erhitzte Drogenfraktion; bis zur mittleren Trockenstufe, dann leicht erhitzen.	kalt und angetrocknet; Trockenansatz, abgeschlossen; Ansatz auf Heizstufe III; Arzneikompositum: trocken, Gradanfang; miss eine Portion Droge ab; erste Holzdrogenfraktion; Krautdroge; leicht gekühlt; nimm hiervon die erste erhitzte Drogenfraktion; bis zur mittleren Trockenstufe, dann leicht erhitzen.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
58	f34v	f34v.11	yshos	weiche hiervon eine Ansatzcharge ein	weiche hiervon eine Ansatzcharge ein	PRODUCTIVE_COMPOUND	Y_REFERENCE+SH_MOIST+O_PREP+S_TERM_SPECIES	angefeuchtete Ansatzcharge dieser Droge	LOW_EXPLORATORY	NONE	yshos ody s aiin okey okal shedy	[yshos:?]; fertiggestellter Ansatz; Samen-/Saatgutposten; drei Teile; Ansatz bis zur mittleren Heizstufe; Rohstoff I, leicht erhitzt im Ansatz; bis zur mittleren Einweichstufe gebracht	weiche hiervon eine Ansatzcharge ein; fertiggestellter Ansatz; Samen-/Saatgutposten; drei Teile; Ansatz bis zur mittleren Heizstufe; Rohstoff I, leicht erhitzt im Ansatz; bis zur mittleren Einweichstufe gebracht	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
59	f35v	f35v.8	dchold	getrockneten Drogenstoff abmessen und abschließen	getrockneten Drogenstoff abmessen und abschließen	PRODUCTIVE_COMPOUND	D_MEASURE+CH_DRY+OL_MATERIAL+D_TERM_CLOSE	abgemessener abgeschlossener Trockenstoff	LOW_EXPLORATORY	NONE	oaiin tchor cho chotchy dchold	Ansatzmenge III; kalt-trockene Drogenportion; Trockenansatz; Trockenansatz aus kalt getrockneter Droge in Grundform; [dchold:?]	Ansatzmenge III; kalt-trockene Drogenportion; Trockenansatz; Trockenansatz aus kalt getrockneter Droge in Grundform; getrockneten Drogenstoff abmessen und abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
60	f36v	f36v.2	ochor	Pflanzenteil im Ansatz	Pflanzenteil im Ansatz	PRODUCTIVE_COMPOUND	O_PREP+CHOR_PLANT_PART	Trockenportion im Ansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qotor chol daiin otaiin qotor ytar ochor chety ckhor dom	kalte Drogenportion; Trockengut; Stufe III; kalt im Zubereitungsrahmen, Grad III; kalte Drogenportion; nimm hiervon die erste gekühlte Drogenfraktion; [ochor:?]; trocken-kalte gebundene Form; Portion Arzneikompositum; miss eine Handvoll Ansatz ab	kalte Drogenportion; Trockengut; Stufe III; kalt im Zubereitungsrahmen, Grad III; kalte Drogenportion; nimm hiervon die erste gekühlte Drogenfraktion; Pflanzenteil im Ansatz; trocken-kalte gebundene Form; Portion Arzneikompositum; miss eine Handvoll Ansatz ab	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
61	f36v	f36v.9	kcholqod	erhitztes Trockengut als Ansatz fertigstellen	erhitztes Trockengut als Ansatz fertigstellen	LEARNED_ACTION_WHOLE	LEARNED_KCHOLQOD_WHOLE	erhitztes Trockengut abziehen und abschließen	LOW_EXPLORATORY	NONE	okaiin y kcholqod chory	Ansatz auf Heizstufe III; hierzu: [kcholqod:?]; Pflanzenteil in Grundform	Ansatz auf Heizstufe III; hierzu: erhitztes Trockengut als Ansatz fertigstellen; Pflanzenteil in Grundform	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
62	f37v	f37v.2	orchochor	eine Portion Pflanzenteil für einen Trockenansatz	eine Portion Pflanzenteil für einen Trockenansatz	PRODUCTIVE_COMPOUND	OR_PORTION+CH_DRY+O_PREP+CHOR_PLANT_PART	eine Portion Pflanzenteile der Trockenfraktion	LOW_EXPLORATORY	NONE	dor chol cthor orchochor daiin	miss eine Portion Droge ab; Trockengut; Drogenteil/-portion; Portion Blatt-/Krautdroge; [orchochor:?]; Menge/Portion III	miss eine Portion Droge ab; Trockengut; Drogenteil/-portion; Portion Blatt-/Krautdroge; eine Portion Pflanzenteil für einen Trockenansatz; Menge/Portion III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
63	f38r	f38r.3	chokokor	Trockenansatz erhitzen, erneut ansetzen, wieder erhitzen und als Portion abteilen	Trockenansatz erhitzen, erneut ansetzen, wieder erhitzen und als Portion abteilen	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+K_HOT+O_PREP+K_HOT+OR_PORTION	eine Portion wiedererhitzten Trockenansatzes	LOW_EXPLORATORY	NONE	qokor okaiin otaiin qo kchol chokokor	heiße Drogenportion; Ansatz auf Heizstufe III; kalt im Zubereitungsrahmen, Grad III; nimm Folgendes: erhitztes Trockengut; [chokokor:?]	heiße Drogenportion; Ansatz auf Heizstufe III; kalt im Zubereitungsrahmen, Grad III; nimm Folgendes: erhitztes Trockengut; Trockenansatz erhitzen, erneut ansetzen, wieder erhitzen und als Portion abteilen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
