visual_event_ordinal	channel	visual_state	locus	physical_folio	source_selector	visual_array_id	atlas_array_id	kluge_a_member	complete_label_surface	canonical_boundary_family	canonical_compact_family	transferred_prefix	strict_residual	provenance	source_id	confidence	visual_detail	block_state_counts	block_is_state_pure	semantic_ceiling
76	ZODIAC_BARREL	ABSENT	f72r2.8	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	11	okalar	AQABAC	AQABAC	AQAB	AC	HUMAN_CATALOGUE_EXPLICIT	STOLFI_BEST_0583	STRICT_ELIGIBLE	NONE	ABSENT:8	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
77	ZODIAC_BARREL	ABSENT	f72r2.9	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	12	okal	AQAB	AQAB	AQAB	EMPTY	HUMAN_CATALOGUE_EXPLICIT	STOLFI_BEST_0585	STRICT_ELIGIBLE	NONE	ABSENT:8	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
78	ZODIAC_CLOTHING	UNCERTAIN	f71v.10	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	14	opalar am dan	APABAC|AB|BAE	APABACABBAE	APAB	AC|AB|BAE	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0510	EXPLICIT	Grove's #10, partly dressed	DRESSED:7|UNCERTAIN:1|UNDRESSED:2	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
79	ZODIAC_CLOTHING	DRESSED	f71v.11	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	15	opalor ar	APABAC|AC	APABACAC	APAB	AC|AC	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0513	EXPLICIT	Grove's #1, dressed	DRESSED:7|UNCERTAIN:1|UNDRESSED:2	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
80	ZODIAC_CLOTHING	DRESSED	f71v.2	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	6	char arom	KAC|ACAB	KACACAB	NONE	KAC|ACAB	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0486	EXPLICIT	Grove's #2, dressed	DRESSED:7|UNCERTAIN:1|UNDRESSED:2	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
81	ZODIAC_CLOTHING	DRESSED	f71v.3	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	7	chfaly	KPABA	KPABA	NONE	KPABA	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0489	EXPLICIT	Grove's #3, dressed	DRESSED:7|UNCERTAIN:1|UNDRESSED:2	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
82	ZODIAC_CLOTHING	DRESSED	f71v.4	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	8	okolar	AQABAC	AQABAC	AQAB	AC	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0492	EXPLICIT	Grove's #4, dressed	DRESSED:7|UNCERTAIN:1|UNDRESSED:2	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
83	ZODIAC_CLOTHING	DRESSED	f71v.5	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	9	otchody	AQKABA	AQKABA	NONE	AQKABA	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0495	EXPLICIT	Grove's #5, dressed	DRESSED:7|UNCERTAIN:1|UNDRESSED:2	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
84	ZODIAC_CLOTHING	DRESSED	f71v.6	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	10	alcphy	ABTA	ABTA	NONE	ABTA	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0498	EXPLICIT	Grove's #6, dressed	DRESSED:7|UNCERTAIN:1|UNDRESSED:2	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
85	ZODIAC_CLOTHING	DRESSED	f71v.7	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	11	otaiin	AQAG	AQAG	AQA	G	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0501	EXPLICIT	Grove's #7, dressed	DRESSED:7|UNCERTAIN:1|UNDRESSED:2	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
86	ZODIAC_CLOTHING	UNDRESSED	f71v.8	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	12	okaraiin	AQACAG	AQACAG	AQAC	AG	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0504	EXPLICIT	Grove's #8, naked	DRESSED:7|UNCERTAIN:1|UNDRESSED:2	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
87	ZODIAC_CLOTHING	UNDRESSED	f71v.9	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	13	otar ar aly	AQAC|AC|ABA	AQACACABA	AQAC	|AC|ABA	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0507	EXPLICIT	Grove's #9, naked	DRESSED:7|UNCERTAIN:1|UNDRESSED:2	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
88	ZODIAC_CLOTHING	DRESSED	f72r1.13	f72	f72r1	f72r1:INNER	SCARR027|f72r1|S2	1	ofaralar	APACABAC	APACABAC	APAC	ABAC	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0530	EXPLICIT	08:45 - barrel, dressed, hole play	DRESSED:1|UNCERTAIN:1|UNDRESSED:3	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
89	ZODIAC_CLOTHING	UNDRESSED	f72r1.14	f72	f72r1	f72r1:INNER	SCARR027|f72r1|S2	2	otchoshy	AQKALA	AQKALA	NONE	AQKALA	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0532	HIGH	00:30 figure has a visibly bare upper torso with no garment boundary	DRESSED:1|UNCERTAIN:1|UNDRESSED:3	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
90	ZODIAC_CLOTHING	UNDRESSED	f72r1.15	f72	f72r1	f72r1:INNER	SCARR027|f72r1|S2	3	otchdal	AQKBAB	AQKBAB	NONE	AQKBAB	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0534	HIGH	02:30 figure has a visibly bare upper torso with no garment boundary	DRESSED:1|UNCERTAIN:1|UNDRESSED:3	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
91	ZODIAC_CLOTHING	UNDRESSED	f72r1.16	f72	f72r1	f72r1:INNER	SCARR027|f72r1|S2	4	okeey ary	AQKA|ACA	AQKAACA	NONE	AQKA|ACA	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0536	MEDIUM	04:30 figure has no visible garment outline on the exposed torso	DRESSED:1|UNCERTAIN:1|UNDRESSED:3	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
92	ZODIAC_CLOTHING	UNCERTAIN	f72r1.17	f72	f72r1	f72r1:INNER	SCARR027|f72r1|S2	5	otainy	AQAFA	AQAFA	AQA	FA	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0538	UNCERTAIN	07:15 torso and barrel overlap do not permit a reliable garment decision	DRESSED:1|UNCERTAIN:1|UNDRESSED:3	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
93	ZODIAC_CLOTHING	UNDRESSED	f72r2.10	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	13	okaly	AQABA	AQABA	AQAB	A	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0603	HIGH	00:45 figure has a visibly bare torso with no garment boundary	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
94	ZODIAC_CLOTHING	UNDRESSED	f72r2.11	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	14	okal	AQAB	AQAB	AQAB	EMPTY	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0589	HIGH	01:15 figure has a visibly bare torso with no garment boundary	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
95	ZODIAC_CLOTHING	UNDRESSED	f72r2.12	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	15	okeey ary	AQKA|ACA	AQKAACA	NONE	AQKA|ACA	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0591	HIGH	02:00 figure has a visibly bare torso with no garment boundary	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
96	ZODIAC_CLOTHING	UNDRESSED	f72r2.13	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	16	oteeary	AQKACA	AQKACA	NONE	AQKACA	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0593	HIGH	03:00 figure has a visibly bare torso with no garment boundary	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
97	ZODIAC_CLOTHING	UNDRESSED	f72r2.14	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	17	otair dy	AQAF|BA	AQAFBA	AQA	F|BA	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0595	HIGH	04:00 figure has a visibly bare torso with no garment boundary	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
98	ZODIAC_CLOTHING	UNDRESSED	f72r2.15	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	18	okaircham	AQAFKAB	AQAFKAB	AQA	FKAB	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0597	MEDIUM	05:15 figure has no visible garment outline on the exposed torso	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
99	ZODIAC_CLOTHING	UNCERTAIN	f72r2.16	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	19	okeal	AQJAB	AQJAB	NONE	AQJAB	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0599	UNCERTAIN	06:15 reclining figure and carpet-like support make the garment boundary ambiguous	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
100	ZODIAC_CLOTHING	DRESSED	f72r2.17	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	20	otar	AQACL	AQACL	AQAC	L	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0601	EXPLICIT	Grove's #11, 2nd carpet, dressed, male?	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
101	ZODIAC_CLOTHING	DRESSED	f72r2.18	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	21	okaly	AQABA	AQABA	AQAB	A	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0587	EXPLICIT	Grove's #12, 3rd carpet, dressed, male?	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
102	ZODIAC_CLOTHING	DRESSED	f72r2.19	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	22	orary	ACACA	ACACA	ACAC	A	HUMAN_STOLFI_GROVE_UNIT_COMMENT	STOLFI_BEST_0605	EXPLICIT	Grove's #13, dressed, female	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
103	ZODIAC_CLOTHING	UNCERTAIN	f72r2.20	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	24	okyd	AQAB	AQAB	AQAB	EMPTY	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0608	UNCERTAIN	09:00 fold-edge figure is insufficiently complete for a reliable garment decision	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
104	ZODIAC_CLOTHING	UNCERTAIN	f72r2.21	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	25	otolam	AQABAB	AQABAB	AQAB	AB	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0610	UNCERTAIN	09:30 fold-edge figure is insufficiently complete for a reliable garment decision	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
105	ZODIAC_CLOTHING	UNDRESSED	f72r2.7	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	10	otaraldy	AQACABBA	AQACABBA	AQAC	ABBA	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0581	HIGH	10:30 figure has a visibly bare torso with no garment boundary	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
106	ZODIAC_CLOTHING	UNDRESSED	f72r2.8	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	11	okalar	AQABAC	AQABAC	AQAB	AC	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0583	HIGH	11:00 figure has a visibly bare torso with no garment boundary	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
107	ZODIAC_CLOTHING	UNDRESSED	f72r2.9	f72	f72r2	f72r2:OUTER	SCARR029|f72r2|S1	12	okal	AQAB	AQAB	AQAB	EMPTY	SOURCE_BOUND_NATIVE_VISUAL	STOLFI_BEST_0585	HIGH	00:00 figure has a visibly bare torso with no garment boundary	DRESSED:3|UNCERTAIN:3|UNDRESSED:9	NO	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
108	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.10	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	19	otald	AQABB	AQABB	AQAB	B	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0351	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
109	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.11	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	20	otaldar	AQABBAC	AQABBAC	AQAB	BAC	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0354	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
110	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.12	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	21	okody	AQABA	AQABA	AQAB	A	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0357	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
111	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.13	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	22	opysam	APACAB	APACAB	APAC	AB	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0360	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
112	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.14	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	23	chy	KWA	KWA	NONE	KWA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0363	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
113	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.15	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	24	otaly	AQABA	AQABA	AQAB	A	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0366	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
114	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.16	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	25	otal arar	AQAB|ACAC	AQABACAC	AQAB	|ACAC	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0369	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
115	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.17	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	26	otaldy	AQABBA	AQABBA	AQAB	BA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0372	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
116	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.18	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	27	okeoly	AQJABA	AQJABA	NONE	AQJABA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0375	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
117	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.19	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	28	okydy	AQABA	AQABA	AQAB	A	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0378	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
118	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.2	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	11	otalalg	AQABABB	AQABABB	AQAB	ABB	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0384	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
119	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.20	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	29	okees	AQKC	AQKC	NONE	AQKC	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0381	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
120	ZODIAC_FACING	PROFILE	f70v2.22	f70	f70v2	f70v2:INNER	SCARR019|f70v2|S1	1	otar am	AQAC|AB	AQACAB	AQAC	|AB	EXISTING_HUMAN_ANNOTATION	STOLFI_BEST_0399	HEDGED_SOURCE_ASSERTION	Pre-existing public Grove/Stolfi description explicitly asserts facing left or right; retained as a hedged source assertion and not counted as an independent AI witness.	PROFILE:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
121	ZODIAC_FACING	PROFILE	f70v2.23	f70	f70v2	f70v2:INNER	SCARR019|f70v2|S1	2	otar al	AQACAB	AQACAB	AQAC	AB	EXISTING_HUMAN_ANNOTATION	STOLFI_BEST_0402	HEDGED_SOURCE_ASSERTION	Pre-existing public Grove/Stolfi description explicitly asserts facing left or right; retained as a hedged source assertion and not counted as an independent AI witness.	PROFILE:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
122	ZODIAC_FACING	PROFILE	f70v2.24	f70	f70v2	f70v2:INNER	SCARR019|f70v2|S1	3	otalar	AQABAC	AQABAC	AQAB	AC	EXISTING_HUMAN_ANNOTATION	STOLFI_BEST_0405	HEDGED_SOURCE_ASSERTION	Pre-existing public Grove/Stolfi description explicitly asserts facing left or right; retained as a hedged source assertion and not counted as an independent AI witness.	PROFILE:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
123	ZODIAC_FACING	PROFILE	f70v2.25	f70	f70v2	f70v2:INNER	SCARR019|f70v2|S1	4	otalam	AQABAB	AQABAB	AQAB	AB	EXISTING_HUMAN_ANNOTATION	STOLFI_BEST_0408	HEDGED_SOURCE_ASSERTION	Pre-existing public Grove/Stolfi description explicitly asserts facing left or right; retained as a hedged source assertion and not counted as an independent AI witness.	PROFILE:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
124	ZODIAC_FACING	PROFILE	f70v2.26	f70	f70v2	f70v2:INNER	SCARR019|f70v2|S1	5	dolaram	BABACAB	BABACAB	NONE	BABACAB	EXISTING_HUMAN_ANNOTATION	STOLFI_BEST_0411	HEDGED_SOURCE_ASSERTION	Pre-existing public Grove/Stolfi description explicitly asserts facing left or right; retained as a hedged source assertion and not counted as an independent AI witness.	PROFILE:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
125	ZODIAC_FACING	PROFILE	f70v2.27	f70	f70v2	f70v2:INNER	SCARR019|f70v2|S1	6	okaram	AQACAB	AQACAB	AQAC	AB	EXISTING_HUMAN_ANNOTATION	STOLFI_BEST_0414	HEDGED_SOURCE_ASSERTION	Pre-existing public Grove/Stolfi description explicitly asserts facing left or right; retained as a hedged source assertion and not counted as an independent AI witness.	PROFILE:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
126	ZODIAC_FACING	PROFILE	f70v2.28	f70	f70v2	f70v2:INNER	SCARR019|f70v2|S1	7	oteosal	AQJACAB	AQJACAB	NONE	AQJACAB	EXISTING_HUMAN_ANNOTATION	STOLFI_BEST_0417	HEDGED_SOURCE_ASSERTION	Pre-existing public Grove/Stolfi description explicitly asserts facing left or right; retained as a hedged source assertion and not counted as an independent AI witness.	PROFILE:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
127	ZODIAC_FACING	PROFILE	f70v2.29	f70	f70v2	f70v2:INNER	SCARR019|f70v2|S1	8	salols	CABABC	CABABC	NONE	CABABC	EXISTING_HUMAN_ANNOTATION	STOLFI_BEST_0420	HEDGED_SOURCE_ASSERTION	Pre-existing public Grove/Stolfi description explicitly asserts facing left or right; retained as a hedged source assertion and not counted as an independent AI witness.	PROFILE:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
128	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.3	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	12	ykary	AQACA	AQACA	AQAC	A	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0387	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
129	ZODIAC_FACING	PROFILE	f70v2.30	f70	f70v2	f70v2:INNER	SCARR019|f70v2|S1	9	okaldal	AQABBAB	AQABBAB	AQAB	BAB	EXISTING_HUMAN_ANNOTATION	STOLFI_BEST_0423	HEDGED_SOURCE_ASSERTION	Pre-existing public Grove/Stolfi description explicitly asserts facing left or right; retained as a hedged source assertion and not counted as an independent AI witness.	PROFILE:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
130	ZODIAC_FACING	PROFILE	f70v2.31	f70	f70v2	f70v2:INNER	SCARR019|f70v2|S1	10	ykolaiin	AQABAG	AQABAG	AQAB	AG	EXISTING_HUMAN_ANNOTATION	STOLFI_BEST_0396	HEDGED_SOURCE_ASSERTION	Pre-existing public Grove/Stolfi description explicitly asserts facing left or right; retained as a hedged source assertion and not counted as an independent AI witness.	PROFILE:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
131	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.4	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	13	otar	AQACZ	AQACZ	AQAC	Z	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0390	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
132	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.5	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	14	oty	AQA	AQA	AQA	EMPTY	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0393	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
133	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.6	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	15	oky ody	AQA|ABA	AQAABA	AQA	|ABA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0339	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
134	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.7	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	16	oty ar	AQA|AC	AQAAC	AQA	|AC	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0342	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
135	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.8	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	17	okala	AQABA	AQABA	AQAB	A	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0345	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
