ambiguity_id	attachment_id	ambiguity_class	physical_page	statement_id	event_id	locus	surface_card	component_recipe	focus_core	focus_value_de	chosen_attachment	alternative_attachment	why_open_de	apprentice_rule_choice_de
SAA0065	SA00974	R_HEAD_OR_TAIL	f72r	P1009-S057	P1008-E0226	f72r2.6	aiin	AIIN	AIIN	WERT	R=MARKIEREN⟨VORIGE KARTE⟩[AIIN=WERT]	K=GEBEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0066	SA00975	R_HEAD_OR_TAIL	f72r	P1009-S057	P1008-E0227	f72r2.6	al	AL	AL	ZIELORT	R=MARKIEREN⟨GEERBT⟩[AL=ZIELORT]	K=GEBEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0067	SA00976	R_HEAD_OR_TAIL	f72r	P1009-S057	P1008-E0228	f72r2.6	y	Y	Y	AKTIVER POSTEN	R=MARKIEREN⟨GEERBT⟩[Y=AKTIVER POSTEN]	K=GEBEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0068	SA00977	EQUAL_DISTANCE_TWO_HEADS	f72r	P1009-S057	P1008-E0230	f72r2.6	chekaiin	CH+K+EE+K+AIIN	EE	GRAD II	K=GEBEN[EE=GRAD II]	K=GEBEN@ATOM4	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: K=GEBEN@ATOM2.
SAA0069	SA00985	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S058	P1008-E0253	f72r2.22	oteey	OT+EE+Y	EE	GRAD II	BESITZER=Tierkreis-Ringgruppe E[EE=GRAD II]	T=EINSTELLEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0070	SA00986	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S058	P1008-E0253	f72r2.22	oteey	OT+EE+Y	Y	AKTIVER POSTEN	BESITZER=Tierkreis-Ringgruppe E[Y=AKTIVER POSTEN]	T=EINSTELLEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0071	SA01011	EQUAL_DISTANCE_TWO_HEADS	f72r	P1009-S060	P1008-E0274	f72r2.22	sheycthy	SH+E+CH+T+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0072	SA01019	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S061	P1008-E0290	f72r2.32	aloy	AL+Y	AL	ZIELORT	BESITZER=Tierkreis-Ringgruppe F[AL=ZIELORT]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0073	SA01020	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S061	P1008-E0290	f72r2.32	aloy	AL+Y	Y	AKTIVER POSTEN	BESITZER=Tierkreis-Ringgruppe F[Y=AKTIVER POSTEN]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0074	SA01068	EQUAL_DISTANCE_TWO_HEADS	f72r	P1009-S063	P1008-E0330	f72r3.1	chekackhy	CH+E+CH+K+Y	E	GRAD I	CH=NEHMEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0075	SA01076	EQUAL_DISTANCE_TWO_HEADS	f72r	P1009-S064	P1008-E0336	f72r3.1	ches	CH+E+S	E	GRAD I	CH=NEHMEN[E=GRAD I]	S=WÄHLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0076	SA01081	EQUAL_DISTANCE_TWO_HEADS	f72r	P1009-S064	P1008-E0341	f72r3.1	ches	CH+E+S	E	GRAD I	CH=NEHMEN[E=GRAD I]	S=WÄHLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0077	SA01099	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S067	P1008-E0373	f72r3.14	oteodar	OT+E+O+D_ADDR+AR	E	GRAD I	BESITZER=Tierkreis-Ringgruppe H[E=GRAD I]	K=GEBEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0078	SA01100	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S067	P1008-E0373	f72r3.14	oteodar	OT+E+O+D_ADDR+AR	AR	AUSGANG	BESITZER=Tierkreis-Ringgruppe H[AR=AUSGANG]	K=GEBEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0079	SA01107	R_HEAD_OR_TAIL	f72r	P1009-S067	P1008-E0379	f72r3.14	l	L	L	VERBINDUNG	R=MARKIEREN⟨VORIGE KARTE⟩[L=VERBINDUNG]	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0080	SA01108	R_HEAD_OR_TAIL	f72r	P1009-S067	P1008-E0380	f72r3.14	aiin	AIIN	AIIN	WERT	R=MARKIEREN⟨GEERBT⟩[AIIN=WERT]	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0081	SA01147	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S068	P1008-E0425	f72r3.26	oteey	OT+EE+Y	EE	GRAD II	BESITZER=Tierkreis-Ringgruppe I[EE=GRAD II]	P=EINSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0082	SA01148	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S068	P1008-E0425	f72r3.26	oteey	OT+EE+Y	Y	AKTIVER POSTEN	BESITZER=Tierkreis-Ringgruppe I[Y=AKTIVER POSTEN]	P=EINSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0083	SA01152	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S069	P1008-E0428	f72r3.26	che	Y	Y	AKTIVER POSTEN	BESITZER=Tierkreis-Ringgruppe I[Y=AKTIVER POSTEN]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0084	SA01153	EQUAL_DISTANCE_TWO_HEADS	f72r	P1009-S069	P1008-E0429	f72r3.26	shees	SH+EE+S	EE	GRAD II	SH=HALTEN[EE=GRAD II]	S=WÄHLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0085	SA01173	EQUAL_DISTANCE_TWO_HEADS	f72r	P1009-S069	P1008-E0447	f72r3.26	shes	SH+EE+S	EE	GRAD II	SH=HALTEN[EE=GRAD II]	S=WÄHLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0086	SA01190	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S072	P912-E0440	f75r.1	kchedykary	K+CHD+Y+K+AR+Y	Y	AKTIVER POSTEN	CHD=UMSETZEN[Y=AKTIVER POSTEN]	K=GEBEN@ATOM4	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	Y folgt als Nachsatz dem Kopf links: CHD=UMSETZEN@ATOM2.
SAA0087	SA01200	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S073	P912-E0447	f75r.2	dain	AIN	AIN	ANTEIL	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[AIN=ANTEIL]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0088	SA01206	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S074	P912-E0452	f75r.2	chedykar	CHD+Y+K+AR	Y	AKTIVER POSTEN	CHD=UMSETZEN[Y=AKTIVER POSTEN]	K=GEBEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	Y folgt als Nachsatz dem Kopf links: CHD=UMSETZEN@ATOM1.
SAA0089	SA01217	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S075	P912-E0460	f75r.3	sheeky	SH+EE+K+Y	EE	GRAD II	SH=HALTEN[EE=GRAD II]	K=GEBEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0090	SA01244	R_HEAD_OR_TAIL	f75r	P1009-S076	P912-E0479	f75r.5	ain	AIN	AIN	ANTEIL	R=MARKIEREN⟨VORIGE KARTE⟩[AIN=ANTEIL]	K=GEBEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0091	SA01249	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S077	P912-E0484	f75r.6	pcheykeeor	P+Y+K+EE+OR	Y	AKTIVER POSTEN	P=EINSETZEN[Y=AKTIVER POSTEN]	K=GEBEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	Y folgt als Nachsatz dem Kopf links: P=EINSETZEN@ATOM1.
SAA0092	SA01271	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S081	P912-E0504	f75r.8	dsheckhy	D_ADDR+SH+E+CH+K+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM4	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM2.
SAA0093	SA01281	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S085	P912-E0514	f75r.9	checkhy	CH+E+CH+K+Y	E	GRAD I	CH=NEHMEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0094	SA01301	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S090	P912-E0532	f75r.11	dy	Y	Y	AKTIVER POSTEN	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[Y=AKTIVER POSTEN]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0095	SA01305	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S091	P912-E0536	f75r.11	dor	D_ADDR+OR	OR	EINHEIT	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[OR=EINHEIT]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0096	SA01306	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S091	P912-E0538	f75r.12	ssheckhy	S+SH+E+CH+K+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM4	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM2.
SAA0097	SA01328	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S099	P912-E0559	f75r.14	keishy	K+E+SH+Y	E	GRAD I	K=GEBEN[E=GRAD I]	SH=HALTEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: K=GEBEN@ATOM1.
SAA0098	SA01358	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S105	P912-E0588	f75r.17	shepchy	SH+E+P+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	P=EINSETZEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0099	SA01371	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S108	P912-E0602	f75r.18	char	AR	AR	AUSGANG	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[AR=AUSGANG]	S=WÄHLEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0100	SA01384	R_HEAD_OR_TAIL	f75r	P1009-S109	P912-E0613	f75r.20	ry	R+Y	Y	AKTIVER POSTEN	R=MARKIEREN[Y=AKTIVER POSTEN]	OK=SETZEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0101	SA01425	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S109	P912-E0645	f75r.23	chedyqokam	CHD+Y+OK+AM_ADDR	Y	AKTIVER POSTEN	CHD=UMSETZEN[Y=AKTIVER POSTEN]	OK=SETZEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	Y folgt als Nachsatz dem Kopf links: CHD=UMSETZEN@ATOM1.
SAA0102	SA01439	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S110	P912-E0657	f75r.25	dy	Y	Y	AKTIVER POSTEN	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[Y=AKTIVER POSTEN]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0103	SA01456	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S115	P912-E0678	f75r.27	dy	Y	Y	AKTIVER POSTEN	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[Y=AKTIVER POSTEN]	R=MARKIEREN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0104	SA01461	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S116	P912-E0685	f75r.28	shecthy	SH+E+CH+T+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0105	SA01467	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S119	P912-E0691	f75r.29	dain	AIN	AIN	ANTEIL	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[AIN=ANTEIL]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0106	SA01498	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S123	P912-E0722	f75r.31	chey	Y	Y	AKTIVER POSTEN	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[Y=AKTIVER POSTEN]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0107	SA01508	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S128	P912-E0733	f75r.32	qotar	OT+AR	AR	AUSGANG	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[AR=AUSGANG]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0108	SA01515	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S131	P912-E0740	f75r.33	l	L	L	VERBINDUNG	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[L=VERBINDUNG]	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0109	SA01521	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S133	P912-E0745	f75r.33	darom	D_ADDR+AR+O+AM_ADDR	AR	AUSGANG	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[AR=AUSGANG]	S=WÄHLEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0110	SA01531	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S135	P912-E0757	f75r.35	sheety	SH+EE+T+Y	EE	GRAD II	SH=HALTEN[EE=GRAD II]	T=EINSTELLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0111	SA01547	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S141	P912-E0772	f75r.37	dy	Y	Y	AKTIVER POSTEN	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[Y=AKTIVER POSTEN]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0112	SA01548	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S141	P912-E0773	f75r.37	sheety	SH+EE+T+Y	EE	GRAD II	SH=HALTEN[EE=GRAD II]	T=EINSTELLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0113	SA01552	EQUAL_DISTANCE_TWO_HEADS	f75r	P1009-S143	P912-E0776	f75r.37	qokechdy	OK+E+CHD+DY	E	GRAD I	OK=SETZEN[E=GRAD I]	CHD=UMSETZEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: OK=SETZEN@ATOM1.
SAA0114	SA01553	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S144	P912-E0777	f75r.37	lol	L+OL	L	VERBINDUNG	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[L=VERBINDUNG]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0115	SA01565	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S154	P912-E0788	f75r.39	otey	OT+E+Y	E	GRAD I	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[E=GRAD I]	K=GEBEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0116	SA01566	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S154	P912-E0788	f75r.39	otey	OT+E+Y	Y	AKTIVER POSTEN	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[Y=AKTIVER POSTEN]	K=GEBEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0117	SA01567	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S155	P912-E0790	f75r.40	dar	D_ADDR+AR	AR	AUSGANG	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[AR=AUSGANG]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0118	SA01571	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S157	P912-E0794	f75r.40	dal	AL	AL	ZIELORT	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[AL=ZIELORT]	K=GEBEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0119	SA01580	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S163	P912-E0803	f75r.41	sy	Y	Y	AKTIVER POSTEN	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[Y=AKTIVER POSTEN]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0120	SA01587	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S167	P912-E0809	f75r.42	dor	D_ADDR+OR	OR	EINHEIT	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[OR=EINHEIT]	SH=HALTEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0121	SA01600	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S174	P912-E0825	f75r.44	olaiin	OL+AIIN	AIIN	WERT	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[AIIN=WERT]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0122	SA01619	OWNER_OR_NEXT_CARD_ACTION	f75r	P1009-S181	P912-E0843	f75r.46	dain	AIN	AIN	ANTEIL	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[AIN=ANTEIL]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0123	SA01637	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S184	P1008-E0482	f76r.2	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	Y	AKTIVER POSTEN	BESITZER=unbebilderter Textabschnitt A0[Y=AKTIVER POSTEN]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0124	SA01638	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S184	P1008-E0482	f76r.2	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	AR	AUSGANG	BESITZER=unbebilderter Textabschnitt A0[AR=AUSGANG]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0125	SA01646	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S185	P1008-E0490	f76r.2	ain	AIN	AIN	ANTEIL	BESITZER=unbebilderter Textabschnitt A0[AIN=ANTEIL]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0126	SA01695	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S197	P1008-E0534	f76r.8	qoaiin	CARRIER_Q+O+AIIN	AIIN	WERT	BESITZER=unbebilderter Textabschnitt A2[AIIN=WERT]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0127	SA01696	EQUAL_DISTANCE_TWO_HEADS	f76r	P1009-S197	P1008-E0535	f76r.8	ches	CH+E+S	E	GRAD I	CH=NEHMEN[E=GRAD I]	S=WÄHLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
