running_event_ordinal	event_id	statement_id	physical_page	register	owner_de	locus	card_ordinal_in_statement	surface	component_recipe	action_heads_de	active_head_before_de	arguments_de	relations_de	grades_de	sequence_de	local_channels_de	binding_trace_de	active_head_after_de	closes_gang	duplicate_rule	scope_status
881	P1008-E0146	P1009-S054	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	3	otey	OT+E+Y	NONE	EINSTELLEN	AKTIVER POSTEN	NONE	GRAD I	DANACH	NONE	DANACH→EINSTELLEN | GRAD I→EINSTELLEN | AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NO	NONE	CARRIED_SCOPE
882	P1008-E0147	P1009-S054	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	4	shetey	SH+EE+Y	HALTEN	EINSTELLEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	HALTEN=KOPF | GRAD II→HALTEN | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
883	P1008-E0148	P1009-S054	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	5	chokshor	OK+OR	SETZEN	HALTEN	EINHEIT	NONE	NONE	NONE	NONE	SETZEN=KOPF | EINHEIT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
884	P1008-E0149	P1009-S054	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	6	okalal	OK+AL+AR	SETZEN	SETZEN	NONE	ZIELORT+AUSGANG	NONE	NONE	NONE	SETZEN=KOPF | ZIELORT→SETZEN | AUSGANG→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
885	P1008-E0150	P1009-S054	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	7	otaiin	OT+AIIN	NONE	SETZEN	WERT	NONE	NONE	DANACH	NONE	DANACH→SETZEN | WERT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
886	P1008-E0151	P1009-S054	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	8	sheolaiin	SH+E+OL+AIIN	HALTEN	SETZEN	WERT	NONE	GRAD I	FORTSETZEN	NONE	HALTEN=KOPF | GRAD I→HALTEN | FORTSETZEN→SETZEN | WERT→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
887	P1008-E0152	P1009-S054	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	9	otaiin	OT+AIIN	NONE	HALTEN	WERT	NONE	NONE	DANACH	NONE	DANACH→HALTEN | WERT→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
888	P1008-E0153	P1009-S054	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	10	chetey	CH+E+T+E+Y	NEHMEN+EINSTELLEN	HALTEN	AKTIVER POSTEN	NONE	GRAD I+GRAD I	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | EINSTELLEN=KOPF | GRAD I→EINSTELLEN | AKTIVER POSTEN→EINSTELLEN	NEHMEN	NO	NONE	SELF_CONTAINED
889	P1008-E0154	P1009-S054	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	11	cheolor	OL+OR	NONE	NEHMEN	EINHEIT	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→NEHMEN | EINHEIT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
890	P1008-E0155	P1009-S054	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	12	oteo	OT+O	NONE	NEHMEN	NONE	NONE	AUSFÜHRUNG	DANACH	NONE	DANACH→NEHMEN | AUSFÜHRUNG→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
891	P1008-E0156	P1009-S054	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	13	teeody	OT+EE+O+DY	NONE	NEHMEN	NONE	NONE	GRAD II+AUSFÜHRUNG	DANACH	NONE	DANACH→NEHMEN | GRAD II→NEHMEN | AUSFÜHRUNG→NEHMEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
892	P1008-E0157	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	1	otar	OT+AR	NONE	NONE	NONE	AUSGANG	NONE	DANACH	NONE	DANACH→HALTEN | AUSGANG→HALTEN	NONE	NO	NONE	CARRIED_SCOPE
893	P1008-E0158	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	2	chokaiin	SH+OK+AIIN	HALTEN+SETZEN	NONE	WERT	NONE	NONE	NONE	NONE	HALTEN=KOPF | SETZEN=KOPF | WERT→SETZEN	HALTEN	NO	NONE	SELF_CONTAINED
894	P1008-E0159	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	3	okaiin	OK+AIIN	SETZEN	HALTEN	WERT	NONE	NONE	NONE	NONE	SETZEN=KOPF | WERT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
895	P1008-E0160	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	4	al	AL	NONE	SETZEN	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
896	P1008-E0161	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	5	alo	AL	NONE	SETZEN	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
897	P1008-E0162	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	6	cheedy	CH+EE+D_ADDR+Y	NEHMEN	SETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	HIER	NEHMEN=KOPF | GRAD II→NEHMEN | HIER→BESITZER | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
898	P1008-E0163	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	7	otear	OT+AR	NONE	NEHMEN	NONE	AUSGANG	NONE	DANACH	NONE	DANACH→NEHMEN | AUSGANG→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
899	P1008-E0164	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	8	ar	AR	NONE	NEHMEN	NONE	AUSGANG	NONE	NONE	NONE	AUSGANG→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
900	P1008-E0165	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	9	cheky	CH+K+E+Y	NEHMEN+GEBEN	NEHMEN	AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	NEHMEN=KOPF | GEBEN=KOPF | GRAD I→GEBEN | AKTIVER POSTEN→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
901	P1008-E0166	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	10	chokal	OK+AL	SETZEN	NEHMEN	NONE	ZIELORT	NONE	NONE	NONE	SETZEN=KOPF | ZIELORT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
902	P1008-E0167	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	11	otar	OT+AR	NONE	SETZEN	NONE	AUSGANG	NONE	DANACH	NONE	DANACH→SETZEN | AUSGANG→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
903	P1008-E0168	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	12	al	AL	NONE	SETZEN	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
904	P1008-E0169	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	13	o	O	NONE	SETZEN	NONE	NONE	AUSFÜHRUNG	NONE	NONE	AUSFÜHRUNG→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
905	P1008-E0170	P1009-S055	f72r	CELESTIAL	Tierkreis-Ringgruppe B	f72r1.12	14	qokar	OK+AR	SETZEN	SETZEN	NONE	AUSGANG	NONE	NONE	NONE	SETZEN=KOPF | AUSGANG→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
906	P1008-E0177	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	1	okeeols	OK+EE+OL	SETZEN	NONE	NONE	NONE	GRAD II	FORTSETZEN	NONE	SETZEN=KOPF | GRAD II→SETZEN | FORTSETZEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
907	P1008-E0178	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	2	aroly	AR+OL	NONE	SETZEN	NONE	AUSGANG	NONE	FORTSETZEN	NONE	AUSGANG→SETZEN | FORTSETZEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
908	P1008-E0179	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	3	okees	OK+EE+Y	SETZEN	SETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
909	P1008-E0180	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	4	alaiin	AL+AIIN	NONE	SETZEN	WERT	ZIELORT	NONE	NONE	NONE	ZIELORT→SETZEN | WERT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
910	P1008-E0181	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	5	okeor	OK+EE+OR	SETZEN	SETZEN	EINHEIT	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | EINHEIT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
911	P1008-E0182	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	6	chol	OL	NONE	SETZEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
912	P1008-E0183	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	7	o	O	NONE	SETZEN	NONE	NONE	AUSFÜHRUNG	NONE	NONE	AUSFÜHRUNG→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
913	P1008-E0184	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	8	oteos	OT+EE+O+S_ADDR	NONE	SETZEN	NONE	NONE	GRAD II+AUSFÜHRUNG	DANACH	HIER	DANACH→SETZEN | GRAD II→SETZEN | AUSFÜHRUNG→SETZEN | HIER→BESITZER	SETZEN	NO	NONE	CARRIED_SCOPE
914	P1008-E0185	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	9	aiin	AIIN	NONE	SETZEN	WERT	NONE	NONE	NONE	NONE	WERT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
915	P1008-E0186	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	10	chal	CH+AL	NEHMEN	SETZEN	NONE	ZIELORT	NONE	NONE	NONE	NEHMEN=KOPF | ZIELORT→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
916	P1008-E0187	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	11	otaiin	OT+AIIN	NONE	NEHMEN	WERT	NONE	NONE	DANACH	NONE	DANACH→NEHMEN | WERT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
917	P1008-E0188	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	12	atchor	T+CH+OR	EINSTELLEN+NEHMEN	NEHMEN	EINHEIT	NONE	NONE	NONE	NONE	EINSTELLEN=KOPF | NEHMEN=KOPF | EINHEIT→NEHMEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
918	P1008-E0189	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	f72r1.18	13	chckhy	CH+K+Y	NEHMEN+GEBEN	EINSTELLEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	NEHMEN=KOPF | GEBEN=KOPF | AKTIVER POSTEN→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
919	P1008-E0195	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	1	oteos	OT+EE+O+S_ADDR	NONE	NONE	NONE	NONE	GRAD II+AUSFÜHRUNG	DANACH	HIER	DANACH→SETZEN | GRAD II→SETZEN | AUSFÜHRUNG→SETZEN | HIER→BESITZER	NONE	NO	NONE	CARRIED_SCOPE
920	P1008-E0196	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	2	aiin	AIIN	NONE	NONE	WERT	NONE	NONE	NONE	NONE	WERT→SETZEN	NONE	NO	NONE	CARRIED_SCOPE
921	P1008-E0197	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	3	okeo	OK+E+O	SETZEN	NONE	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	SETZEN=KOPF | GRAD I→SETZEN | AUSFÜHRUNG→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
922	P1008-E0198	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	4	daiin	AIIN	NONE	SETZEN	WERT	NONE	NONE	NONE	NONE	WERT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
923	P1008-E0199	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	5	okeey	OK+EE+Y	SETZEN	SETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
924	P1008-E0200	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	6	cheo	CH+E+O+R	NEHMEN+MARKIEREN	SETZEN	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→MARKIEREN | MARKIEREN=KOPF	NEHMEN	NO	NONE	SELF_CONTAINED
925	P1008-E0201	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	7	keodal	T+E+O+D_ADDR+AL	EINSTELLEN	NEHMEN	NONE	ZIELORT	GRAD I+AUSFÜHRUNG	NONE	HIER	EINSTELLEN=KOPF | GRAD I→EINSTELLEN | AUSFÜHRUNG→EINSTELLEN | HIER→BESITZER | ZIELORT→EINSTELLEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
926	P1008-E0202	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	8	chol	OL	NONE	EINSTELLEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→EINSTELLEN	EINSTELLEN	NO	NONE	CARRIED_SCOPE
927	P1008-E0203	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	9	okeol	OK+E+OL	SETZEN	EINSTELLEN	NONE	NONE	GRAD I	FORTSETZEN	NONE	SETZEN=KOPF | GRAD I→SETZEN | FORTSETZEN→EINSTELLEN	SETZEN	NO	NONE	CARRIED_SCOPE
928	P1008-E0204	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	10	oly	OL+Y	NONE	SETZEN	AKTIVER POSTEN	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
929	P1008-E0205	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	11	oteeykeey	OT+E+O+K+EE+Y	GEBEN	SETZEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG+GRAD II	DANACH	NONE	DANACH→GEBEN | GRAD I→GEBEN | AUSFÜHRUNG→GEBEN | GEBEN=KOPF | GRAD II→GEBEN | AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
930	P1008-E0206	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	12	tey	T+EE+Y	EINSTELLEN	GEBEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	EINSTELLEN=KOPF | GRAD II→EINSTELLEN | AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
931	P1008-E0207	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	13	okalaiin	OK+AIIN	SETZEN	EINSTELLEN	WERT	NONE	NONE	NONE	NONE	SETZEN=KOPF | WERT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
932	P1008-E0208	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	14	okalchal	OK+CH+AL	SETZEN+NEHMEN	SETZEN	NONE	ZIELORT	NONE	NONE	NONE	SETZEN=KOPF | NEHMEN=KOPF | ZIELORT→NEHMEN	SETZEN	NO	NONE	SELF_CONTAINED
933	P1008-E0209	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	15	chey	Y	NONE	SETZEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
934	P1008-E0210	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	16	al	AL	NONE	SETZEN	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
935	P1008-E0211	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	17	o	O	NONE	SETZEN	NONE	NONE	AUSFÜHRUNG	NONE	NONE	AUSFÜHRUNG→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
936	P1008-E0212	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	18	keey	K+EE+Y	GEBEN	SETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	GEBEN=KOPF | GRAD II→GEBEN | AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
937	P1008-E0213	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	19	daiin	AIIN	NONE	GEBEN	WERT	NONE	NONE	NONE	NONE	WERT→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
938	P1008-E0214	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	20	otar	OT+AR	NONE	GEBEN	NONE	AUSGANG	NONE	DANACH	NONE	DANACH→GEBEN | AUSGANG→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
939	P1008-E0215	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	21	al	AL	NONE	GEBEN	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
940	P1008-E0216	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	22	chotaiin	OT+AIIN	NONE	GEBEN	WERT	NONE	NONE	DANACH	NONE	DANACH→GEBEN | WERT→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
941	P1008-E0217	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	23	otchey	OT+Y	NONE	GEBEN	AKTIVER POSTEN	NONE	NONE	DANACH	NONE	DANACH→GEBEN | AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
942	P1008-E0218	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	24	qoeeeo	O+EE+Y	NONE	GEBEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG+GRAD II	NONE	NONE	AUSFÜHRUNG→GEBEN | GRAD II→GEBEN | AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
943	P1008-E0219	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	25	s	S	WÄHLEN	GEBEN	NONE	NONE	NONE	NONE	NONE	WÄHLEN=KOPF	WÄHLEN	NO	NONE	SELF_CONTAINED
944	P1008-E0220	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	26	ckhal	CH+AL	NEHMEN	WÄHLEN	NONE	ZIELORT	NONE	NONE	NONE	NEHMEN=KOPF | ZIELORT→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
945	P1008-E0221	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	27	chekaiin	CH+K+EE+K+AIIN	NEHMEN+GEBEN+GEBEN	NEHMEN	WERT	NONE	GRAD II	NONE	NONE	NEHMEN=KOPF | GEBEN=KOPF | GRAD II→GEBEN | GEBEN=KOPF | WERT→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
946	P1008-E0222	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	28	otaiin	OT+AIIN	NONE	NEHMEN	WERT	NONE	NONE	DANACH	NONE	DANACH→NEHMEN | WERT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
947	P1008-E0223	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	29	chy	Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
948	P1008-E0224	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	30	d	D_ADDR	NONE	NEHMEN	NONE	NONE	NONE	NONE	HIER	HIER→BESITZER	NEHMEN	NO	NONE	SELF_CONTAINED
949	P1008-E0225	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	31	r	R	MARKIEREN	NEHMEN	NONE	NONE	NONE	NONE	NONE	MARKIEREN=KOPF	MARKIEREN	NO	NONE	SELF_CONTAINED
950	P1008-E0226	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	32	aiin	AIIN	NONE	MARKIEREN	WERT	NONE	NONE	NONE	NONE	WERT→MARKIEREN	MARKIEREN	NO	NONE	CARRIED_SCOPE
951	P1008-E0227	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	33	al	AL	NONE	MARKIEREN	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→MARKIEREN	MARKIEREN	NO	NONE	CARRIED_SCOPE
952	P1008-E0228	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	34	y	Y	NONE	MARKIEREN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→MARKIEREN	MARKIEREN	NO	NONE	CARRIED_SCOPE
953	P1008-E0229	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	35	o	O	NONE	MARKIEREN	NONE	NONE	AUSFÜHRUNG	NONE	NONE	AUSFÜHRUNG→MARKIEREN	MARKIEREN	NO	NONE	CARRIED_SCOPE
954	P1008-E0230	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	36	chekaiin	CH+K+EE+K+AIIN	NEHMEN+GEBEN+GEBEN	MARKIEREN	WERT	NONE	GRAD II	NONE	NONE	NEHMEN=KOPF | GEBEN=KOPF | GRAD II→GEBEN | GEBEN=KOPF | WERT→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
955	P1008-E0231	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	37	okedal	OK+AL	SETZEN	NEHMEN	NONE	ZIELORT	NONE	NONE	NONE	SETZEN=KOPF | ZIELORT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
956	P1008-E0232	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	38	qokeodal	OK+EE+AL	SETZEN	SETZEN	NONE	ZIELORT	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | ZIELORT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
957	P1008-E0233	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	39	saiin	S+AIIN	WÄHLEN	SETZEN	WERT	NONE	NONE	NONE	NONE	WÄHLEN=KOPF | WERT→WÄHLEN	WÄHLEN	NO	NONE	SELF_CONTAINED
958	P1008-E0234	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	40	otois	OT+O	NONE	WÄHLEN	NONE	NONE	AUSFÜHRUNG	DANACH	NONE	DANACH→WÄHLEN | AUSFÜHRUNG→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
959	P1008-E0235	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r2.6	41	otees	OT+EE+Y	NONE	WÄHLEN	AKTIVER POSTEN	NONE	GRAD II	DANACH	NONE	DANACH→WÄHLEN | GRAD II→WÄHLEN | AKTIVER POSTEN→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
960	P1008-E0253	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	1	oteey	OT+EE+Y	NONE	NONE	AKTIVER POSTEN	NONE	GRAD II	DANACH	NONE	DANACH→EINSTELLEN | GRAD II→EINSTELLEN | AKTIVER POSTEN→EINSTELLEN	NONE	NO	NONE	CARRIED_SCOPE
961	P1008-E0254	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	2	tey	T+EE+Y	EINSTELLEN	NONE	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	EINSTELLEN=KOPF | GRAD II→EINSTELLEN | AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
962	P1008-E0255	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	3	teodal	T+E+O+D_ADDR+AL	EINSTELLEN	EINSTELLEN	NONE	ZIELORT	GRAD I+AUSFÜHRUNG	NONE	HIER	EINSTELLEN=KOPF | GRAD I→EINSTELLEN | AUSFÜHRUNG→EINSTELLEN | HIER→BESITZER | ZIELORT→EINSTELLEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
963	P1008-E0256	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	4	chokaly	OK+AL	SETZEN	EINSTELLEN	NONE	ZIELORT	NONE	NONE	NONE	SETZEN=KOPF | ZIELORT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
964	P1008-E0257	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	5	ol	OL	NONE	SETZEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
965	P1008-E0258	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	6	cheol	CH+E+O+L	NEHMEN	SETZEN	NONE	VERBINDUNG	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | VERBINDUNG→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
966	P1008-E0259	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	7	ol	OL	NONE	NEHMEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
