statement_id	physical_page	register	owner_id	visible_owner_de	first_locus	last_locus	locus_count	crosses_physical_line	groups	first_event_id	last_event_id	end_mode	boundary_reading_de	surface_sequence	component_sequence	literal_workshop_de	fluent_workshop_de
P1005-F77R-S030	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	f77r.17	1	NO	5	P1003-E0164	P1003-E0168	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	sheed qeey saiin sheety qokeedy	SH+EE+D_ADDR | CARRIER_Q+EE+Y | S+AIIN | SH+EE+T+Y | OK+EE+DY	HALTEN · LÄNGER · TEIL ; BEGINN · LÄNGER · POSTEN ; AUSWÄHLEN · MASS ; HALTEN · LÄNGER · STELLEN · POSTEN ; SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: halten länger vom bezeichneten Teil; einen neuen Gang beginnen länger diesen Posten; auswählen nach Maß; halten länger einstellen diesen Posten; länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S031	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	f77r.18	2	YES	9	P1003-E0169	P1003-E0177	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	lol daiin cheedy lshey qo l or chees sheckhedy	L+OL | AIIN | CH+EE+D_ADDR+Y | L+SH+E+Y | O | L | OR | SH+EE+S_ADDR | SH+E+CKH+E+DY	LEITEN · FORTSETZEN ; MASS ; NEHMEN · LÄNGER · TEIL · POSTEN ; LEITEN · HALTEN · KURZ · POSTEN ; AUSFÜHREN ; LEITEN ; ANSATZ ; HALTEN · LÄNGER · SONDERORT ; HALTEN · KURZ · DURCHLASS · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: weiterleiten damit fortfahren; nach dem vorgeschriebenen Maß arbeiten; entnehmen länger vom bezeichneten Teil diesen Posten; weiterleiten halten kurz diesen Posten; ausführen; weiterleiten; den Ansatz; halten länger am Sonderort; halten kurz durch den Durchlass kurz. Dann den Teilgang schließen.
P1005-F77R-S032	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.18	f77r.19	2	YES	4	P1003-E0178	P1003-E0181	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qol cheedy qotaiin qokeedy	OL | CH+EE+D_ADDR+Y | OT+AIIN | OK+EE+DY	FORTSETZEN ; NEHMEN · LÄNGER · TEIL · POSTEN ; DANACH · MASS ; SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: mit demselben Ansatz fortfahren; entnehmen länger vom bezeichneten Teil diesen Posten; danach nach Maß; länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S033	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.19	f77r.19	1	NO	3	P1003-E0182	P1003-E0184	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	lchey lsheey qokeedy	L+Y | L+SH+EE+Y | OK+EE+DY	LEITEN · POSTEN ; LEITEN · HALTEN · LÄNGER · POSTEN ; SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: weiterleiten diesen Posten; weiterleiten halten länger diesen Posten; länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S034	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.19	f77r.19	1	NO	1	P1003-E0185	P1003-E0185	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S035	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.19	f77r.20	2	YES	7	P1003-E0186	P1003-E0192	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokar qokeey laiin chey qotain sheal qokeedy	OK+AR | OK+EE+Y | L+AIIN | Y | OT+AIN | SH+E+AL | OK+EE+DY	SETZEN · QUELLE ; SETZEN · LÄNGER · POSTEN ; LEITEN · MASS ; POSTEN ; DANACH · PORTION ; HALTEN · KURZ · ZIEL ; SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: ansetzen aus der Quelle; ansetzen länger diesen Posten; weiterleiten nach Maß; diesen Posten weiterführen; danach eine Portion; halten kurz zur Zielstelle; länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S036	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.20	f77r.20	1	NO	4	P1003-E0193	P1003-E0196	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qoteey qokain sheey qotedy	OT+EE+Y | OK+AIN | SH+EE+Y | OT+E+DY	DANACH · LÄNGER · POSTEN ; SETZEN · PORTION ; HALTEN · LÄNGER · POSTEN ; DANACH · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach länger diesen Posten; eine Portion ansetzen; halten länger diesen Posten; danach kurz halten. Dann den Teilgang schließen.
P1005-F77R-S037	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.20	f77r.20	1	NO	1	P1003-E0197	P1003-E0197	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	dalchedy	AL+CHD+DY	ZIEL · UMSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: zur Zielstelle umsetzen. Dann den Teilgang schließen.
P1005-F77R-S038	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.21	f77r.21	1	NO	2	P1003-E0198	P1003-E0199	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	chedaiin shedy	CHD+AIIN | SHED+DY	UMSETZEN · MASS ; ABSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: umsetzen nach Maß; absetzen lassen. Dann den Teilgang schließen.
P1005-F77R-S039	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.21	f77r.21	1	NO	1	P1003-E0200	P1003-E0200	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S040	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.21	f77r.21	1	NO	1	P1003-E0201	P1003-E0201	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: kurz ansetzen. Dann den Teilgang schließen.
P1005-F77R-S041	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.21	f77r.22	2	YES	5	P1003-E0202	P1003-E0206	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokeey chedy shear olaiiny qoteedy	OK+EE+Y | CHD+Y | SH+E+AR | OL+AIIN+Y | OT+EE+DY	SETZEN · LÄNGER · POSTEN ; UMSETZEN · POSTEN ; HALTEN · KURZ · QUELLE ; FORTSETZEN · MASS · POSTEN ; DANACH · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: ansetzen länger diesen Posten; diesen Posten umsetzen; halten kurz aus der Quelle; damit fortfahren nach Maß diesen Posten; danach länger halten. Dann den Teilgang schließen.
P1005-F77R-S042	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	f77r.22	1	NO	2	P1003-E0207	P1003-E0208	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	al lchedy	AL | L+CHD+DY	ZIEL ; LEITEN · UMSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: an die bezeichnete Zielstelle gehen; weiter umsetzen. Dann den Teilgang schließen.
P1005-F77R-S043	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	f77r.22	1	NO	6	P1003-E0209	P1003-E0214	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	r oin chy chedaiin cheey okedy	R | O+IIN | Y | CHD+AIIN | SH+EE+Y | OK+E+DY	MERKEN ; AUSFÜHREN · STUFE ; POSTEN ; UMSETZEN · MASS ; HALTEN · LÄNGER · POSTEN ; SETZEN · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: merken; ausführen auf die Stufe; diesen Posten weiterführen; umsetzen nach Maß; halten länger diesen Posten; kurz ansetzen. Dann den Teilgang schließen.
P1005-F77R-S044	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	f77r.23	2	YES	5	P1003-E0215	P1003-E0219	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qoky sheoky qokaiin chedy lchedy	OK+Y | SH+E+OK+Y | OK+AIIN | CHD+Y | L+CHD+DY	SETZEN · POSTEN ; HALTEN · KURZ · SETZEN · POSTEN ; SETZEN · MASS ; UMSETZEN · POSTEN ; LEITEN · UMSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: ansetzen diesen Posten; halten kurz ansetzen diesen Posten; den Posten nach Maß ansetzen; diesen Posten umsetzen; weiter umsetzen. Dann den Teilgang schließen.
P1005-F77R-S045	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.23	f77r.23	1	NO	1	P1003-E0220	P1003-E0220	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	olshedy	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: damit fortfahren halten kurz. Dann den Teilgang schließen.
P1005-F77R-S046	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.23	f77r.23	1	NO	1	P1003-E0221	P1003-E0221	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S047	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.23	f77r.25	3	YES	10	P1003-E0222	P1003-E0231	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	chedy qokal daiin dol shor cphey lfcheal shear qolchy otedy	CHD+Y | OK+AL | AIIN | D_ADDR+OL | SH+OR | CPH+E+Y | L+LOCAL_CHAR_F+CH+E+AL | SH+E+AR | OL+CH+Y | OT+E+DY	UMSETZEN · POSTEN ; SETZEN · ZIEL ; MASS ; TEIL · FORTSETZEN ; HALTEN · ANSATZ ; UMLEITEN · KURZ · POSTEN ; LEITEN · NEBENWEG · NEHMEN · KURZ · ZIEL ; HALTEN · KURZ · QUELLE ; FORTSETZEN · NEHMEN · POSTEN ; DANACH · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: diesen Posten umsetzen; ansetzen zur Zielstelle; nach dem vorgeschriebenen Maß arbeiten; vom bezeichneten Teil damit fortfahren; halten den Ansatz; umleiten kurz diesen Posten; weiterleiten über den Nebenweg entnehmen kurz zur Zielstelle; halten kurz aus der Quelle; damit fortfahren entnehmen diesen Posten; danach kurz halten. Dann den Teilgang schließen.
P1005-F77R-S048	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.25	f77r.25	1	NO	2	P1003-E0232	P1003-E0233	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokar shedy	OK+AR | SHED+DY	SETZEN · QUELLE ; ABSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: ansetzen aus der Quelle; absetzen lassen. Dann den Teilgang schließen.
P1005-F77R-S049	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.25	f77r.26	2	YES	6	P1003-E0234	P1003-E0239	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokal shedar dal chedy daror qoteedy	OK+AL | SH+E+D_ADDR+AR | AL | CHD+Y | D_ADDR+AR+OR | OT+EE+DY	SETZEN · ZIEL ; HALTEN · KURZ · TEIL · QUELLE ; ZIEL ; UMSETZEN · POSTEN ; TEIL · QUELLE · ANSATZ ; DANACH · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: ansetzen zur Zielstelle; halten kurz vom bezeichneten Teil aus der Quelle; an die bezeichnete Zielstelle gehen; diesen Posten umsetzen; vom bezeichneten Teil aus der Quelle den Ansatz; danach länger halten. Dann den Teilgang schließen.
P1005-F77R-S050	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.26	f77r.26	1	NO	1	P1003-E0240	P1003-E0240	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S051	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.26	f77r.26	1	NO	3	P1003-E0241	P1003-E0243	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokaiin chcthy lchedy	OK+AIIN | CH+CTH+Y | L+CHD+DY	SETZEN · MASS ; NEHMEN · BEREIT · POSTEN ; LEITEN · UMSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: den Posten nach Maß ansetzen; entnehmen bis bereit diesen Posten; weiter umsetzen. Dann den Teilgang schließen.
P1005-F77R-S052	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.26	f77r.27	2	YES	5	P1003-E0244	P1003-E0248	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokaly solchedy qokain okaiin shedy	OK+AL+Y | S+OL+CHD+Y | OK+AIN | OK+AIIN | SHED+DY	SETZEN · ZIEL · POSTEN ; AUSWÄHLEN · FORTSETZEN · UMSETZEN · POSTEN ; SETZEN · PORTION ; SETZEN · MASS ; ABSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: ansetzen zur Zielstelle diesen Posten; auswählen damit fortfahren umsetzen diesen Posten; eine Portion ansetzen; den Posten nach Maß ansetzen; absetzen lassen. Dann den Teilgang schließen.
P1005-F77R-S053	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.27	f77r.27	1	NO	1	P1003-E0249	P1003-E0249	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S054	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.27	f77r.27	1	NO	1	P1003-E0250	P1003-E0250	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach kurz halten. Dann den Teilgang schließen.
P1005-F77R-S055	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.28	f77r.28	1	NO	4	P1003-E0251	P1003-E0254	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	olchey qotey qokain olcheedy	OL+Y | OT+E+Y | OK+AIN | OL+CH+EE+DY	FORTSETZEN · POSTEN ; DANACH · KURZ · POSTEN ; SETZEN · PORTION ; FORTSETZEN · NEHMEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: damit fortfahren diesen Posten; danach kurz diesen Posten; eine Portion ansetzen; damit fortfahren entnehmen länger. Dann den Teilgang schließen.
P1005-F77R-S056	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.28	f77r.29	2	YES	5	P1003-E0255	P1003-E0259	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	sar lom saiin cheeol qokeedy	S+AR | L+O+M_LOCAL | S+AIIN | SH+EE+OL | OK+EE+DY	AUSWÄHLEN · QUELLE ; LEITEN · AUSFÜHREN · MITTE ; AUSWÄHLEN · MASS ; HALTEN · LÄNGER · FORTSETZEN ; SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: auswählen aus der Quelle; weiterleiten ausführen in der Mitte; auswählen nach Maß; halten länger damit fortfahren; länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S057	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.29	f77r.29	1	NO	1	P1003-E0260	P1003-E0260	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S058	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.29	f77r.31	3	YES	12	P1003-E0261	P1003-E0272	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qotal qokaiin chckhey sa iin qolkain cheeky lol qokain chckhy qokeey qotedy	OT+AL | OK+AIIN | CH+CKH+E+Y | S+A_ADDR | IIN | SOLK+AIN | CHK+EE+Y | L+OL | OK+AIN | CKH+Y | OK+EE+Y | OT+E+DY	DANACH · ZIEL ; SETZEN · MASS ; NEHMEN · DURCHLASS · KURZ · POSTEN ; AUSWÄHLEN · ORT ; STUFE ; AUFFANGEN · PORTION ; BEHANDELN · LÄNGER · POSTEN ; LEITEN · FORTSETZEN ; SETZEN · PORTION ; DURCHLASS · POSTEN ; SETZEN · LÄNGER · POSTEN ; DANACH · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach zur Zielstelle; den Posten nach Maß ansetzen; entnehmen durch den Durchlass kurz diesen Posten; auswählen am bezeichneten Ort; auf die Stufe; auffangen eine Portion; behandeln länger diesen Posten; weiterleiten damit fortfahren; eine Portion ansetzen; durch den Durchlass diesen Posten; ansetzen länger diesen Posten; danach kurz halten. Dann den Teilgang schließen.
P1005-F77R-S059	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.31	f77r.31	1	NO	1	P1003-E0273	P1003-E0273	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach kurz halten. Dann den Teilgang schließen.
P1005-F77R-S060	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.31	f77r.33	3	YES	13	P1003-E0274	P1003-E0286	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qotary qor ain cheol ol chealor cheey qeteiiin dary daiin chedy qol keedy	OT+AR+Y | OR | AIN | CHEO+L | OL | AL+OR | SH+EE+Y | CARRIER_Q+E+T+IIN | DA+R+Y | AIIN | CHD+Y | OL | K+EE+DY	DANACH · QUELLE · POSTEN ; ANSATZ ; PORTION ; AUSZUG · LEITEN ; FORTSETZEN ; ZIEL · ANSATZ ; HALTEN · LÄNGER · POSTEN ; BEGINN · KURZ · STELLEN · STUFE ; ZWEIT · MERKEN · POSTEN ; MASS ; UMSETZEN · POSTEN ; FORTSETZEN ; GEBEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach aus der Quelle diesen Posten; den Ansatz; eine Portion nehmen; den Auszug weiterleiten; mit demselben Ansatz fortfahren; zur Zielstelle den Ansatz; halten länger diesen Posten; einen neuen Gang beginnen kurz einstellen auf die Stufe; als zweiten Gang merken diesen Posten; nach dem vorgeschriebenen Maß arbeiten; diesen Posten umsetzen; mit demselben Ansatz fortfahren; zugeben länger. Dann den Teilgang schließen.
P1005-F77R-S061	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.33	f77r.33	1	NO	1	P1003-E0287	P1003-E0287	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qoteeedy	OT+EEE+DY	DANACH · VOLL · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach vollständig. Dann den Teilgang schließen.
P1005-F77R-S062	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.33	f77r.34	2	YES	6	P1003-E0288	P1003-E0293	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	sar oiiiin cheety dy qokaiin shedy	S+AR | O+IIN | CH+EE+T+Y | Y | OK+AIIN | SHED+DY	AUSWÄHLEN · QUELLE ; AUSFÜHREN · STUFE ; NEHMEN · LÄNGER · STELLEN · POSTEN ; POSTEN ; SETZEN · MASS ; ABSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: auswählen aus der Quelle; ausführen auf die Stufe; entnehmen länger einstellen diesen Posten; diesen Posten weiterführen; den Posten nach Maß ansetzen; absetzen lassen. Dann den Teilgang schließen.
P1005-F77R-S063	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.34	f77r.34	1	NO	2	P1003-E0294	P1003-E0295	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	chedy qolchedy	CHD+Y | OL+CHD+DY	UMSETZEN · POSTEN ; FORTSETZEN · UMSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: diesen Posten umsetzen; damit fortfahren umsetzen. Dann den Teilgang schließen.
P1005-F77R-S064	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.34	f77r.35	2	YES	9	P1003-E0296	P1003-E0304	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokaiin qokaiin checkhy raiin solkeey okaiin chedy qokain sheedy	OK+AIIN | OK+AIIN | CH+E+CKH+Y | R+AIIN | SOLK+EE+Y | OK+AIIN | CHD+Y | OK+AIN | SH+EE+DY	SETZEN · MASS ; SETZEN · MASS ; NEHMEN · KURZ · DURCHLASS · POSTEN ; MERKEN · MASS ; AUFFANGEN · LÄNGER · POSTEN ; SETZEN · MASS ; UMSETZEN · POSTEN ; SETZEN · PORTION ; HALTEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: den Posten nach Maß ansetzen; den Posten nach Maß ansetzen; entnehmen kurz durch den Durchlass diesen Posten; merken nach Maß; auffangen länger diesen Posten; den Posten nach Maß ansetzen; diesen Posten umsetzen; eine Portion ansetzen; halten länger. Dann den Teilgang schließen.
P1005-F77R-S065	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.35	f77r.36	2	YES	4	P1003-E0305	P1003-E0308	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokaiin chedaiin chealy dshedy	OK+AIIN | CHD+AIIN | AL+Y | SH+E+DY	SETZEN · MASS ; UMSETZEN · MASS ; ZIEL · POSTEN ; HALTEN · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: den Posten nach Maß ansetzen; umsetzen nach Maß; zur Zielstelle diesen Posten; halten kurz. Dann den Teilgang schließen.
P1005-F77R-S066	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.36	f77r.36	1	NO	1	P1003-E0309	P1003-E0309	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	pchedy	P+CHD+DY	EINSETZEN · UMSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: einsetzen umsetzen. Dann den Teilgang schließen.
P1005-F77R-S067	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.36	f77r.36	1	NO	4	P1003-E0310	P1003-E0313	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qotain chedy dolchl qokeedy	OT+AIN | CHD+Y | D_ADDR+OL+CH+L | OK+EE+DY	DANACH · PORTION ; UMSETZEN · POSTEN ; TEIL · FORTSETZEN · NEHMEN · LEITEN ; SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach eine Portion; diesen Posten umsetzen; vom bezeichneten Teil damit fortfahren entnehmen weiterleiten; länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S068	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.36	f77r.37	2	YES	5	P1003-E0314	P1003-E0318	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokol olchey teeolain chey qoteedy	OK+OL | OL+Y | T+EE+OL+AIN | Y | OT+EE+DY	SETZEN · FORTSETZEN ; FORTSETZEN · POSTEN ; STELLEN · LÄNGER · FORTSETZEN · PORTION ; POSTEN ; DANACH · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: ansetzen damit fortfahren; damit fortfahren diesen Posten; einstellen länger damit fortfahren eine Portion; diesen Posten weiterführen; danach länger halten. Dann den Teilgang schließen.
P1005-F77R-S069	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.37	f77r.37	1	NO	4	P1003-E0319	P1003-E0322	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokain cheedy cheey lchedy	OK+AIN | CH+EE+D_ADDR+Y | SH+EE+Y | L+CHD+DY	SETZEN · PORTION ; NEHMEN · LÄNGER · TEIL · POSTEN ; HALTEN · LÄNGER · POSTEN ; LEITEN · UMSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: eine Portion ansetzen; entnehmen länger vom bezeichneten Teil diesen Posten; halten länger diesen Posten; weiter umsetzen. Dann den Teilgang schließen.
P1005-F77R-S070	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.38	f77r.38	1	NO	2	P1003-E0323	P1003-E0324	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	pol shedy	P+OL | SHED+DY	EINSETZEN · FORTSETZEN ; ABSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: einsetzen damit fortfahren; absetzen lassen. Dann den Teilgang schließen.
