exact_card_id	registered_surfaces	component_recipe	rebuilt_reading_de	events	deck_assignment	frequency_tier	lesson	copy_drill
PROC119	qokeeedy	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC121	lar	L+AR	LEITEN · QUELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC122	tshey	SH+E+Y	HALTEN · KURZ · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC123	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC124	ches	CH+E+S	ENTNEHMEN · KURZ · TEIL	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC125	pchedy	P+CHD+DY	FUELLEN · UMSETZEN · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC126	rsheal	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC127	daldy	AL+DY	ZIELSTELLE · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC128	rshedy	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC130	lochedy	L+O+CHD+DY	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC132	chkeedy	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC133	chedchy	CHD+Y	UMSETZEN · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC134	pchedal	P+CHD+AL	FUELLEN · UMSETZEN · ZIELSTELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC136	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC137	chary	AR+Y	QUELLE · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC138	okair	OK+AIR	ANSETZEN · WASSER	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC139	sheedy	SH+EE+DY	HALTEN · LANG · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC140	lo	L+O	LEITEN · ARBEITSGANG	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC141	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC143	shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC144	dalchdy	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC146	cheedar	EE+AR	LANG · QUELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC147	chldaiin	L+AIIN	LEITEN · SOLLMASS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC148	chealror	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC149	cheeety	EEE+T+Y	VOLL · ANWENDEN · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC150	schedair	CHD+AIR	UMSETZEN · WASSER	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC151	chedain	CHD+AIN	UMSETZEN · PORTION	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC152	qotedaiin	OT+E+AIIN	DANACH · KURZ · SOLLMASS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC153	olsaly	OL+AL+Y	WEITER · ZIELSTELLE · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC154	qolchey	OL+Y	WEITER · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC155	qokylddy	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC157	sheey	SH+EE+Y	HALTEN · LANG · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC158	okeeol	OK+EE+OL	ANSETZEN · LANG · WEITER	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC159	lkedy	L+K+E+DY	LEITEN · ZUGEBEN · KURZ · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC160	qokol	OK+OL	ANSETZEN · WEITER	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC161	qockhey	O+CKH+E+Y	ARBEITSGANG · DURCHLASS · KURZ · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC162	dairydy	AIR+Y+DY	WASSER · DIES · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC163	chckhal	CH+CKH+AL	ENTNEHMEN · DURCHLASS · ZIELSTELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC164	solkey	SOLK+E+Y	SAMMELSTELLE · KURZ · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC165	skar	K+AR	ZUGEBEN · QUELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC166	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC167	lol	L+OL	LEITEN · WEITER	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC168	chdal	CHD+AL	UMSETZEN · ZIELSTELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC169	daiiin	DA+IIN	ZWEIT · ARBEITSSTUFE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC170	solkeey	SOLK+EE+Y	SAMMELSTELLE · LANG · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC171	qekey	E+K+E+Y	KURZ · ZUGEBEN · KURZ · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC172	raly	R+AL+Y	KUEHLEN · ZIELSTELLE · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC173	ldalor	L+AL+OR	LEITEN · ZIELSTELLE · ANSATZ	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
