surface	raw_suffix_family	gdt754_provenance	gdt737_quarantine	dal_lineage	excluded_from_semantic_neighbours	excluded_from_learned_whole_donors	component_export_credit
qotlolkal	1	0	0	0	1	1	0
qotoral	1	0	0	0	1	1	0
ra	0	0	1	0	1	1	0
raiir	0	0	1	0	1	1	0
rain	0	0	1	0	1	1	0
ral	1	0	0	0	1	1	0
rar	1	0	0	0	1	1	0
raraiin	0	1	1	0	1	1	0
raral	1	0	0	0	1	1	0
rasal	1	0	0	0	1	1	0
rchedar	1	0	0	0	1	1	0
rkal	1	0	0	0	1	1	0
rkar	1	0	1	1	1	1	0
ro	0	0	1	0	1	1	0
rodam	0	1	0	0	1	1	0
roiiin	0	0	1	0	1	1	0
rolchey	0	0	1	0	1	1	0
rolkeedy	0	0	1	0	1	1	0
rom	0	0	1	0	1	1	0
roral	1	0	0	0	1	1	0
rory	0	0	1	0	1	1	0
rr	0	0	1	0	1	1	0
rsheal	1	0	0	0	1	1	0
rsheedar	1	0	0	0	1	1	0
rsheodar	1	0	0	0	1	1	0
rtain	0	0	1	0	1	1	0
sa	0	0	1	0	1	1	0
saiiin	0	0	1	0	1	1	0
saiir	0	0	1	0	1	1	0
sain	0	0	1	0	1	1	0
sairal	1	0	0	0	1	1	0
saisal	1	0	0	0	1	1	0
sal	1	0	0	0	1	1	0
salal	1	0	0	0	1	1	0
salar	1	0	0	0	1	1	0
salchey	0	1	1	0	1	1	0
salchtedytar	1	0	0	0	1	1	0
saldal	1	0	0	0	1	1	0
salshey	0	1	0	0	1	1	0
saltar	1	1	0	0	1	1	0
salxar	1	0	0	0	1	1	0
sar	1	0	0	0	1	1	0
saraiin	0	0	1	0	1	1	0
saral	1	0	1	0	1	1	0
sarar	1	0	0	0	1	1	0
saroral	1	0	0	0	1	1	0
sary	0	0	1	0	1	1	0
sasoldal	1	0	0	0	1	1	0
satar	1	0	0	0	1	1	0
schaiin	0	1	1	0	1	1	0
schar	1	0	0	0	1	1	0
schoal	1	0	0	0	1	1	0
schodain	0	0	1	0	1	1	0
schos	0	0	1	0	1	1	0
scthey	0	1	0	0	1	1	0
sdal	1	0	0	0	1	1	0
sfal	1	0	0	0	1	1	0
shal	1	0	0	0	1	1	0
shar	1	0	0	0	1	1	0
sharal	1	0	0	0	1	1	0
shas	0	1	0	0	1	1	0
shckhar	1	0	0	0	1	1	0
shckhy	0	0	0	1	1	1	0
shcthal	1	0	0	0	1	1	0
shcthey	0	1	0	0	1	1	0
shdal	1	0	0	1	1	1	0
shdar	1	0	0	0	1	1	0
sheal	1	0	0	0	1	1	0
shear	1	0	0	0	1	1	0
sheckhal	1	0	0	0	1	1	0
shedal	1	0	0	1	1	1	0
shedar	1	0	0	0	1	1	0
sheeal	1	0	0	0	1	1	0
sheear	1	0	0	0	1	1	0
sheedal	1	0	0	0	1	1	0
sheedar	1	0	0	0	1	1	0
sheekar	1	0	0	0	1	1	0
sheeodar	1	0	0	0	1	1	0
shekal	1	0	0	0	1	1	0
shekar	1	0	0	0	1	1	0
sheoal	1	0	0	0	1	1	0
sheodal	1	0	0	0	1	1	0
sheodar	1	0	0	0	1	1	0
sheokar	1	0	0	0	1	1	0
sheolkeal	1	0	0	0	1	1	0
sheotal	1	0	0	0	1	1	0
shetar	1	0	0	0	1	1	0
sheykal	1	0	0	0	1	1	0
shkar	1	0	0	0	1	1	0
shkear	1	0	0	0	1	1	0
shoar	1	0	0	0	1	1	0
shodal	1	0	0	0	1	1	0
shodar	1	0	0	0	1	1	0
shoekar	1	0	0	0	1	1	0
shokal	1	0	0	0	1	1	0
shokar	1	0	0	0	1	1	0
shokeedar	1	0	0	0	1	1	0
shoko	0	0	0	1	1	1	0
sholar	1	0	0	0	1	1	0
sholkal	1	0	0	0	1	1	0
sholkar	1	0	0	0	1	1	0
shoral	1	0	0	0	1	1	0
shorydar	1	0	0	0	1	1	0
shoyfar	1	0	0	0	1	1	0
shshdar	1	0	0	0	1	1	0
shtal	1	0	0	0	1	1	0
shtar	1	0	0	0	1	1	0
shx	0	0	0	1	1	1	0
shydal	1	0	0	0	1	1	0
skaiiodar	1	0	0	0	1	1	0
skain	0	0	1	0	1	1	0
skal	1	0	0	0	1	1	0
skar	1	0	1	1	1	1	0
skeeal	1	0	0	0	1	1	0
soarar	1	0	0	0	1	1	0
sodal	1	0	0	1	1	1	0
sodar	1	0	0	0	1	1	0
soiiin	0	0	1	0	1	1	0
soiry	0	0	1	0	1	1	0
sokaiin	0	0	1	0	1	1	0
sokal	1	1	0	0	1	1	0
sokar	1	0	0	0	1	1	0
sokeedy	0	0	1	0	1	1	0
sokol	0	1	0	0	1	1	0
solaiin	0	0	1	0	1	1	0
solchey	0	0	1	0	1	1	0
solchkal	1	0	0	0	1	1	0
solkedy	0	0	1	0	1	1	0
solkeedy	0	1	1	0	1	1	0
solkeey	0	1	1	0	1	1	0
solky	0	0	1	0	1	1	0
solor	0	1	1	0	1	1	0
sols	0	0	1	0	1	1	0
soral	1	0	0	0	1	1	0
sosar	1	0	0	0	1	1	0
soysar	1	0	0	0	1	1	0
ssheckhy	0	0	1	0	1	1	0
ssheedal	1	0	0	0	1	1	0
ssheey	0	1	1	0	1	1	0
sykar	1	0	0	0	1	1	0
taipar	1	0	0	0	1	1	0
tairoar	1	0	0	0	1	1	0
tal	1	0	0	0	1	1	0
taldar	1	0	0	0	1	1	0
tar	1	0	0	0	1	1	0
taral	1	0	0	0	1	1	0
tarar	1	0	0	0	1	1	0
tchal	1	0	0	0	1	1	0
tchar	1	0	0	0	1	1	0
tchedal	1	0	0	0	1	1	0
tchedar	1	0	0	0	1	1	0
tcheodal	1	0	0	0	1	1	0
tcheodar	1	0	0	0	1	1	0
tchoar	1	0	0	0	1	1	0
tchodar	1	0	0	0	1	1	0
tear	1	0	0	0	1	1	0
tedal	1	0	0	0	1	1	0
tedar	1	0	0	0	1	1	0
tedyol	0	1	0	0	1	1	0
teear	1	0	0	0	1	1	0
teedal	1	0	0	0	1	1	0
teedar	1	0	0	0	1	1	0
teeoar	1	0	0	0	1	1	0
teeodain	0	1	0	0	1	1	0
teeodal	1	0	0	0	1	1	0
teoar	1	0	0	0	1	1	0
teodal	1	0	0	0	1	1	0
teodar	1	0	0	0	1	1	0
toar	1	0	0	0	1	1	0
todal	1	0	0	0	1	1	0
todar	1	0	0	0	1	1	0
tokar	1	0	0	0	1	1	0
toldal	1	0	0	0	1	1	0
toleeshal	1	0	0	0	1	1	0
tolg	0	0	0	1	1	1	0
tolshy	0	1	0	0	1	1	0
tor	0	0	0	1	1	1	0
tshar	1	0	0	0	1	1	0
tshdal	1	0	0	0	1	1	0
tshdar	1	0	0	0	1	1	0
tshedal	1	0	0	0	1	1	0
tshedar	1	0	0	0	1	1	0
tsheodar	1	0	0	0	1	1	0
tshoar	1	0	0	0	1	1	0
xar	1	0	0	0	1	1	0
yar	1	0	0	0	1	1	0
ychar	1	0	0	0	1	1	0
ychear	1	0	0	0	1	1	0
ycheckhey	0	1	0	0	1	1	0
ychedal	1	0	0	0	1	1	0
ychedar	1	0	0	0	1	1	0
ycheear	1	0	0	0	1	1	0
ycheoar	1	0	0	0	1	1	0
ycheoky	0	1	0	0	1	1	0
ycheor	0	1	0	0	1	1	0
ychor	0	1	0	0	1	1	0
ycthar	1	0	0	0	1	1	0
ydain	0	1	0	0	1	1	0
ydair	0	1	0	0	1	1	0
ydal	1	0	0	0	1	1	0
ydar	1	0	0	0	1	1	0
yefaiin	0	1	0	0	1	1	0
yhal	1	0	0	0	1	1	0
ykal	1	0	0	0	1	1	0
ykalkal	1	0	0	0	1	1	0
ykar	1	0	0	0	1	1	0
ykedar	1	0	0	0	1	1	0
ykedy	0	1	0	0	1	1	0
ykeear	1	0	0	0	1	1	0
ykeedal	1	0	0	0	1	1	0
ykeedar	1	0	0	0	1	1	0
ykeeochody	0	1	0	0	1	1	0
ykeodar	1	0	0	0	1	1	0
ykodar	1	0	0	0	1	1	0
ykofar	1	0	0	0	1	1	0
ykol	0	1	0	0	1	1	0
ykoldy	0	1	0	0	1	1	0
ylar	1	0	0	0	1	1	0
yoar	1	0	0	0	1	1	0
ypaiinal	1	0	0	0	1	1	0
ypal	1	0	0	0	1	1	0
ypar	1	0	0	0	1	1	0
ypchal	1	0	0	0	1	1	0
ypchdar	1	0	0	0	1	1	0
ysar	1	0	0	0	1	1	0
yshar	1	0	0	0	1	1	0
yshdal	1	0	0	0	1	1	0
yshear	1	0	0	0	1	1	0
ysheed	0	1	0	0	1	1	0
ysheeyqorar	1	0	0	0	1	1	0
ysheoar	1	0	0	0	1	1	0
ysheol	0	1	0	0	1	1	0
yshos	0	1	0	0	1	1	0
ytal	1	0	0	0	1	1	0
ytalar	1	0	0	0	1	1	0
ytar	1	0	0	0	1	1	0
ytarar	1	0	0	0	1	1	0
ytasal	1	0	0	0	1	1	0
ytchear	1	0	0	0	1	1	0
ytchedal	1	0	0	0	1	1	0
ytcheear	1	0	0	0	1	1	0
ytcheodar	1	0	0	0	1	1	0
ytdar	1	0	0	0	1	1	0
yteal	1	0	0	0	1	1	0
ytear	1	0	0	0	1	1	0
ytedar	1	0	0	0	1	1	0
yteeedy	0	1	0	0	1	1	0
yteeo	0	1	0	0	1	1	0
yteokar	1	0	0	0	1	1	0
ytolkal	1	0	0	0	1	1	0
