page	physical_folio	locus	left_surface	right_surface	separated_pair	left_token_ordinal	right_token_ordinal	line_token_count	line_position_of_dal	paragraph_start_line	paragraph_end_line	section	language	hand	both_tokens_reader_exact	zl3b_pair_count	it2a_pair_count	rf1b_pair_count	all_three_readers_preserve_pair	clean_exact_span	current_line	component_export_credit
f89r1	f89	f89r1.21	shoety	dal	shoety dal	3	4	10	MIDDLE	0	0	P	A	1	1	1	1	1	1	1	taiin dam shoety dal qokchy ykchdy otcham ol sshr aiin	0
f89r1	f89	f89r1.22	chey	dal	chey dal	9	10	10	LAST	0	0	P	A	1	1	1	1	1	1	1	ycheeo r sheol qockhedy yty sheody qotol chead chey dal	0
f89v1	f89	f89v1.14	okoaiin	dal	okoaiin dal	7	8	10	MIDDLE	0	0	P	A	1	1	1	1	1	1	1	ykeey ykeey odal shoky okol chody okoaiin dal chdy daldaldy	0
f89v1	f89	f89v1.16	okal	dal	okal dal	5	6	9	MIDDLE	0	0	P	A	1	0	1	0	0	0	0	qokaiin ykchol qockhy okaldy okal dal chodar okaiin dalg	0
f89v1	f89	f89v1.18	qokol	dal	qokol dal	3	4	10	MIDDLE	0	0	P	A	1	1	1	1	1	1	1	qokol sheol qokol dal chol dam qoeey saiin ols chokaiin	0
f93r	f93	f93r.3	dsho	dal	dsho dal	1	2	10	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	dsho dal dalody ytchchy dam chody dal ol schodchy qotchd	0
f93r	f93	f93r.3	chody	dal	chody dal	6	7	10	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	dsho dal dalody ytchchy dam chody dal ol schodchy qotchd	0
f94r	f94	f94r.6	chedy	dal	chedy dal	5	6	10	MIDDLE	0	0	H	B	3	0	1	1	0	0	0	saiin choky qotchdy otaly chedy dal dy chckhaiin chk qof	0
f95v1	f95	f95v1.12	tchdaiin	dal	tchdaiin dal	9	10	10	LAST	0	0	H	B	3	1	1	1	1	1	1	shotshey s aiin ody olkchdy qotaiin shcthy dolkchy tchdaiin dal	0
f99r	f99	f99r.15	tshol	dal	tshol dal	5	6	9	MIDDLE	1	0	P	A	1	1	1	1	1	1	1	pcheody oteody daiin cpheey tshol dal cfheol olaiin sar	0
f102r1	f102	f102r1.10	doleodaiin	dal	doleodaiin dal	7	8	9	MIDDLE	0	0	P	A	1	0	1	0	0	0	0	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	0
f103r	f103	f103r.13	tshdy	dal	tshdy dal	10	11	12	MIDDLE	1	0	S	B	3	0	1	1	0	0	0	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	0
f103r	f103	f103r.41	qokal	dal	qokal dal	12	13	13	LAST	0	0	S	B	3	1	1	1	1	1	1	cheol sheeey qotey oteeal oteedy shet sho keeo s shey qokeedy qokal dal	0
f103v	f103	f103v.1	shedy	dal	shedy dal	11	12	12	LAST	1	0	S	B	3	1	1	1	1	1	1	pol dar olfchey qoky dy qokeey qokeey daiin okeedaky qoteiir shedy dal	0
f104r	f104	f104r.43	l	dal	l dal	10	11	11	LAST	1	0	S	B	3	0	1	0	1	0	0	tsheodl qokaiin qokchedy ykchdy pchedy qokeedy oteey qokain oteo l dal	0
f104v	f104	f104v.9	qoty	dal	qoty dal	11	12	12	LAST	0	0	S	B	3	1	1	1	1	1	1	ycheo lcheod otaiin qokeedy qokaiin cheor ol chedaiin qotar chedy qoty dal	0
f105r	f105	f105r.13	chedy	dal	chedy dal	4	5	10	MIDDLE	0	1	S	B	3	0	1	0	1	0	0	dyteey qokdy chedy chedy dal qoked shedy qoteody cheedy ot	0
f105r	f105	f105r.24	pcheey	dal	pcheey dal	10	11	13	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	0
f105v	f105	f105v.10	oiiin	dal	oiiin dal	4	5	16	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ykeey ky che oiiin dal kaiin okairo l kair chedy s odar air al oral odam	0
f105v	f105	f105v.16	cheey	dal	cheey dal	2	3	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	daiin cheey dal chl okair aiin cpheor aiin okal chodaiin otaiin opaiim	0
f106v	f106	f106v.7	ail	dal	ail dal	10	11	13	MIDDLE	0	0	S	B	3	0	1	1	0	0	0	soy shealsho dy chain shol kain shokaiin qotaiin chodar ail dal dar loror	0
f107r	f107	f107r.36	al	dal	al dal	6	7	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dar alchor kcheo rkeey chaiin al dal qokchey qokl chey lkaiin lkar	0
f107v	f107	f107v.18	alkaiin	dal	alkaiin dal	9	10	10	LAST	0	0	S	B	3	1	1	1	1	1	1	qokain qokchey qekchdy okaiin lkl chol raiin otaiin alkaiin dal	0
f107v	f107	f107v.45	okechdy	dal	okechdy dal	3	4	10	MIDDLE	1	0	S	B	3	0	1	1	0	0	0	porain okain okechdy dal keeedal shedy okeeolkcheey lkar aiin al	0
f108r	f108	f108r.16	daiin	dal	daiin dal	4	5	6	MIDDLE	0	1	S	B	3	0	1	1	0	0	0	say olkaiin chckhy daiin dal daiin	0
f108r	f108	f108r.22	shol	dal	shol dal	2	3	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dcheol shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam	0
f108r	f108	f108r.45	qokedy	dal	qokedy dal	10	11	11	LAST	1	0	S	B	3	0	1	1	1	1	0	dain sheckhy okeey keey lchedy okeey qokedy chedy dalkedy qokedy dal	0
f111r	f111	f111r.9	chedyteey	dal	chedyteey dal	9	10	11	MIDDLE	0	0	S	B	3	0	1	0	0	0	0	ycheeodain okeeo olchedy lchedy qokeey okeeedy okain chedy chedyteey dal lam	0
f111r	f111	f111r.22	keedy	dal	keedy dal	3	4	16	MIDDLE	0	0	S	B	3	0	1	0	0	0	0	ssheo l keedy dal tched checkhey okey qo ain qo chedy qokeor okeey keo cthedy qokey	0
f112r	f112	f112r.20	okeeey	dal	okeeey dal	8	9	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	0
f113v	f113	f113v.10	kchey	dal	kchey dal	9	10	14	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	polaiin oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro	0
f114r	f114	f114r.15	y	dal	y dal	6	7	14	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	qoedy otair otar okod chodar y dal oeedy qokolkchdy dalol y qokaiin ched al	0
f114r	f114	f114r.33	cheo	dal	cheo dal	12	13	14	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	daiin oteed aiin saiin yteey aiin al odaiin chedal odaiis aiin cheo dal chedy	0
f114v	f114	f114v.3	lchdaiin	dal	lchdaiin dal	11	12	12	LAST	0	0	S	B	3	0	1	0	0	0	0	oeos qotcheo odain qotain otar qotchd dol qotchedy choty ol lchdaiin dal	0
f115r	f115	f115r.26	pchedy	dal	pchedy dal	10	11	12	MIDDLE	1	0	S	B	@	1	1	1	1	1	1	ksheoary otchey qoteeo s ar aiiin chotchdy qodair sheol pchedy dal dalom	0
