occurrence_id	surface	left_whole	page	physical_folio	locus	stolfi_page_row_count	stolfi_same_locus_present	stolfi_whole_count	stolfi_split_left_dal_count	stolfi_raw_split_separator	boundary_status	component_export_credit
G788-O228	dal	NONE	f104r	f104	f104r.43	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O229	chedal	che	f104v	f104	f104v.5	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O230	dal	NONE	f104v	f104	f104v.9	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O231	odal	o	f105r	f105	f105r.16	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O232	qokedal	qoke	f105r	f105	f105r.21	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O233	dal	NONE	f105r	f105	f105r.24	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O234	pdal	p	f105r	f105	f105r.26	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O235	pchedal	pche	f105v	f105	f105v.5	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O236	dal	NONE	f105v	f105	f105v.10	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O237	dal	NONE	f105v	f105	f105v.16	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O238	chedal	che	f105v	f105	f105v.22	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O239	odal	o	f105v	f105	f105v.23	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O240	chdal	ch	f105v	f105	f105v.36	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O241	cheodal	cheo	f106r	f106	f106r.20	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O242	sheodal	sheo	f106r	f106	f106r.36	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O243	chdal	ch	f106v	f106	f106v.4	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O244	chodal	cho	f106v	f106	f106v.16	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O245	chodal	cho	f106v	f106	f106v.17	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O246	odal	o	f106v	f106	f106v.34	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O247	qokeedal	qokee	f106v	f106	f106v.38	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O248	otodal	oto	f107r	f107	f107r.13	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O249	dal	NONE	f107r	f107	f107r.36	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O250	dal	NONE	f107v	f107	f107v.18	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O251	dal	NONE	f107v	f107	f107v.27	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O252	dal	NONE	f107v	f107	f107v.45	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O253	keeedal	keee	f107v	f107	f107v.45	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O254	lkedal	lke	f108r	f108	f108r.3	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O255	kedal	ke	f108r	f108	f108r.8	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O256	dal	NONE	f108r	f108	f108r.22	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O257	chdal	ch	f108r	f108	f108r.27	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O258	chedal	che	f108r	f108	f108r.30	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O259	chedal	che	f108r	f108	f108r.36	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O260	keedal	kee	f108r	f108	f108r.41	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O261	chedal	che	f108r	f108	f108r.42	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O262	dal	NONE	f108r	f108	f108r.45	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O263	pchedal	pche	f108v	f108	f108v.1	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O264	ssheedal	sshee	f108v	f108	f108v.3	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O265	otedal	ote	f108v	f108	f108v.7	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O266	chedal	che	f108v	f108	f108v.8	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O267	polkeedal	polkee	f108v	f108	f108v.20	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O268	dal	NONE	f111r	f111	f111r.9	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O269	dal	NONE	f111r	f111	f111r.22	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O270	keeodal	keeo	f111r	f111	f111r.33	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O271	opchedal	opche	f111r	f111	f111r.36	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O272	shedal	she	f111v	f111	f111v.3	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O273	opchdal	opch	f111v	f111	f111v.48	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O274	oteedal	otee	f112r	f112	f112r.1	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O275	chedal	che	f112r	f112	f112r.6	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O276	dal	NONE	f112r	f112	f112r.20	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O277	shdal	sh	f112r	f112	f112r.33	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O278	otaldal	otal	f112v	f112	f112v.17	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O279	okedal	oke	f112v	f112	f112v.27	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O280	keedal	kee	f112v	f112	f112v.28	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O281	teedal	tee	f112v	f112	f112v.37	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O282	chdal	ch	f112v	f112	f112v.46	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O283	odal	o	f113v	f113	f113v.8	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O284	dal	NONE	f113v	f113	f113v.10	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O285	lkedal	lke	f113v	f113	f113v.11	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O286	ochedal	oche	f114r	f114	f114r.4	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O287	dal	NONE	f114r	f114	f114r.15	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O288	oldal	ol	f114r	f114	f114r.24	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O289	chodal	cho	f114r	f114	f114r.27	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O290	chedal	che	f114r	f114	f114r.33	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O291	dal	NONE	f114r	f114	f114r.33	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O292	chedal	che	f114r	f114	f114r.43	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O293	dshedal	dshe	f114v	f114	f114v.2	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O294	chedal	che	f114v	f114	f114v.2	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O295	dal	NONE	f114v	f114	f114v.3	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O296	chedal	che	f114v	f114	f114v.12	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O297	chdal	ch	f114v	f114	f114v.16	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O298	otedal	ote	f114v	f114	f114v.21	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O299	pcheodal	pcheo	f114v	f114	f114v.26	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O300	pchdal	pch	f114v	f114	f114v.26	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O301	dal	NONE	f115r	f115	f115r.26	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O302	oteedal	otee	f115v	f115	f115v.30	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O303	ychedal	yche	f115v	f115	f115v.33	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O304	chdal	ch	f115v	f115	f115v.33	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
