surface	card_class	preferred_working_default_de	rival_1_de	rival_2_de	preferred_mechanism	mechanism_rival_1	mechanism_rival_2	display_hypothesis_not_exportable	confidence_0_100_not_probability	confidence_label	confidence_basis	display_scope	lineage_sources	lineage_decision	positive_evidence_de	counterevidence_de	raw_occurrences	raw_page_count	raw_physical_folio_count	reader_exact_surface	reader_exact_occurrences	reader_exact_page_count	reader_exact_physical_folio_count	reader_exact_display_card	raw_reader_warning	replaceable	gdt788_new_renderer_license	portable_dal_component_used	prior_gdt734_reading_id	prior_gdt734_default_de	prior_gdt734_score_not_probability	prior_gdt734_renderer_decision	gdt786_default_de	default_is_translation	confirmed_lexeme	confirmed_plaintext	specific_substance_confirmed	historical_word_credit	phonetic_or_eva_letter_credit	component_export_credit
kaiiidal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
kchdal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 2 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	2	2	2	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
kedal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
keedal	EXPLICIT_OVERRIDE	erhitztes Material I, abgemessen; Endstufe	eingedickte Abkochung	Wärme-/Endfeld I	FORM_SPECIFIC_COMPLETE_WHOLE_NO_COMPONENT_EXPORT	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	34	C0_WHOLE_ANALOGY	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT734|GDT788	FORM_SPECIFIC_WHOLE_ANALOGY_NO_COMPONENT_EXPORT	Beobachtete vollständige Oberfläche mit 2 rohen und 2 reader-exakten Vorkommen auf 2 exakten Folios; Kartenlinie GDT734|GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	2	2	2	1	2	2	2	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
keeedal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
keeodal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
keeredal	RAW_ONLY_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	RAW_READER_WARNING_ONLY	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	12	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT788	RAW_READER_WARNING_ONLY	Ein rohes Vorkommen der vollständigen Oberfläche; Kartenlinie GDT788; die Anzeige verhindert eine leere Arbeitsstelle.	Kein reader-exaktes vollständiges Wort; Segmentierung und Bedeutung bleiben offen. Keine getrennte Grenze, historische Wortidentität oder Renderer-Lizenz.	1	1	1	0	0	0	0	0	1	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
koldal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 2 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	2	2	2	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
lchdal	EXPLICIT_OVERRIDE	trockenes Material I, abgemessen	trockener Drogenposten	Trocken-/Mengenfeld I	FORM_SPECIFIC_COMPLETE_WHOLE_NO_COMPONENT_EXPORT	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	26	C0_REPAIRED_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT737	RETIRED_PATIENT_REMOVED_COMPLETE_WHOLE_C0	Beobachtete vollständige Oberfläche mit 2 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT737.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	2	2	2	1	1	1	1	1	0	1	0	0	lchdal#GLOBAL	gemessene trockene Holzdroge, Rohstoff I	48	INHERITED_UNCHANGED	NONE	0	0	0	0	0	0	0
lchedal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
lkchdal	EXPLICIT_OVERRIDE	erhitztes Trockenmaterial I, abgemessen	getrockneter Drogenposten	Wärme-/Trockenfeld I	RAW_READER_WARNING_ONLY	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	14	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT734|GDT788	RAW_READER_WARNING_ONLY	Ein rohes Vorkommen der vollständigen Oberfläche; Kartenlinie GDT734|GDT788; die Anzeige verhindert eine leere Arbeitsstelle.	Kein reader-exaktes vollständiges Wort; Segmentierung und Bedeutung bleiben offen. Keine getrennte Grenze, historische Wortidentität oder Renderer-Lizenz.	1	1	1	0	0	0	0	0	1	1	0	0	lkchdal#GLOBAL	Holzdroge vollständig erhitzen und Rohdroge I abmessen	4	INHERITED_UNCHANGED	NONE	0	0	0	0	0	0	0
lkedal	EXPLICIT_OVERRIDE	erhitzter Materialposten I	fertige Zubereitung I	Wärme-/Mengenfeld I	FORM_SPECIFIC_COMPLETE_WHOLE_NO_COMPONENT_EXPORT	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	30	C0_WHOLE_ANALOGY	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT734|GDT788	FORM_SPECIFIC_WHOLE_ANALOGY_NO_COMPONENT_EXPORT	Beobachtete vollständige Oberfläche mit 2 rohen und 2 reader-exakten Vorkommen auf 2 exakten Folios; Kartenlinie GDT734|GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	2	2	2	1	2	2	2	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
lshodykeodal	RAW_ONLY_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	RAW_READER_WARNING_ONLY	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	12	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT788	RAW_READER_WARNING_ONLY	Ein rohes Vorkommen der vollständigen Oberfläche; Kartenlinie GDT788; die Anzeige verhindert eine leere Arbeitsstelle.	Kein reader-exaktes vollständiges Wort; Segmentierung und Bedeutung bleiben offen. Keine getrennte Grenze, historische Wortidentität oder Renderer-Lizenz.	1	1	1	0	0	0	0	0	1	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
ochedal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
odal	EXPLICIT_OVERRIDE	Materialansatz I, abgemessen	Ansatzportion I	fertige Zubereitung I	FORM_SPECIFIC_COMPLETE_WHOLE_NO_COMPONENT_EXPORT	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	52	C0_INHERITED_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT655|GDT711|GDT712	RETAIN_AS_REPLACEABLE_WHOLE	Beobachtete vollständige Oberfläche mit 14 rohen und 11 reader-exakten Vorkommen auf 10 exakten Folios; Kartenlinie GDT655|GDT711|GDT712.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	14	14	13	1	11	11	10	1	0	1	0	0	odal#GLOBAL	abgewogener Rohstoffposten I im Ansatz	58	INHERITED_UNCHANGED	NONE	0	0	0	0	0	0	0
ofyskydal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
oidal	EXPLICIT_OVERRIDE	Material I, abgemessen	Materialansatz I	Mengen-/Wertfeld I	RAW_READER_WARNING_ONLY	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	18	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT734|GDT788	RAW_READER_WARNING_ONLY	Ein rohes Vorkommen der vollständigen Oberfläche; Kartenlinie GDT734|GDT788; die Anzeige verhindert eine leere Arbeitsstelle.	Kein reader-exaktes vollständiges Wort; Segmentierung und Bedeutung bleiben offen. Keine getrennte Grenze, historische Wortidentität oder Renderer-Lizenz.	1	1	1	0	0	0	0	0	1	1	0	0	oidal#V84_1	Rohstoff I, abgemessen	33	INHERITED_UNCHANGED	NONE	0	0	0	0	0	0	0
okchdal	RAW_ONLY_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	RAW_READER_WARNING_ONLY	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	12	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT788	RAW_READER_WARNING_ONLY	Ein rohes Vorkommen der vollständigen Oberfläche; Kartenlinie GDT788; die Anzeige verhindert eine leere Arbeitsstelle.	Kein reader-exaktes vollständiges Wort; Segmentierung und Bedeutung bleiben offen. Keine getrennte Grenze, historische Wortidentität oder Renderer-Lizenz.	1	1	1	0	0	0	0	0	1	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
okedal	EXPLICIT_OVERRIDE	erhitztes Ansatzmaterial I, abgemessen	eingekochter Arzneiansatz	Wärme-/Wertfeld I	FORM_SPECIFIC_COMPLETE_WHOLE_NO_COMPONENT_EXPORT	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	32	C0_WHOLE_ANALOGY	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT734|GDT788	FORM_SPECIFIC_WHOLE_ANALOGY_NO_COMPONENT_EXPORT	Beobachtete vollständige Oberfläche mit 5 rohen und 2 reader-exakten Vorkommen auf 2 exakten Folios; Kartenlinie GDT734|GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	5	5	5	1	2	2	2	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
okeedal	EXPLICIT_OVERRIDE	erhitztes Material I, abgemessen	eingekochter Arzneiansatz	Wärme-/Endstufenfeld I	FORM_SPECIFIC_COMPLETE_WHOLE_NO_COMPONENT_EXPORT	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	36	C0_REPAIRED_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT734|GDT754	REPAIRED_COMPLETE_WHOLE_C0	Beobachtete vollständige Oberfläche mit 4 rohen und 2 reader-exakten Vorkommen auf 2 exakten Folios; Kartenlinie GDT734|GDT754.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	4	4	4	1	2	2	2	1	0	1	0	0	okeedal#GLOBAL	Ansatz vollständig erhitzen und Rohdroge I abmessen	66	INHERITED_UNCHANGED	NONE	0	0	0	0	0	0	0
okeodal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
oldal	EXPLICIT_OVERRIDE	Material I, abgemessen	Drogenstoffportion I	aufbereiteter Materialposten	FORM_SPECIFIC_COMPLETE_WHOLE_NO_COMPONENT_EXPORT	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	34	C0_INHERITED_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT655|GDT711|GDT712	RETAIN_AS_REPLACEABLE_WHOLE	Beobachtete vollständige Oberfläche mit 2 rohen und 2 reader-exakten Vorkommen auf 2 exakten Folios; Kartenlinie GDT655|GDT711|GDT712.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	2	2	2	1	2	2	2	1	0	1	0	0	oldal#1	abgemessenes Material I	26	INHERITED_UNCHANGED	NONE	0	0	0	0	0	0	0
olkeedal	RAW_ONLY_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	RAW_READER_WARNING_ONLY	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	12	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT788	RAW_READER_WARNING_ONLY	Ein rohes Vorkommen der vollständigen Oberfläche; Kartenlinie GDT788; die Anzeige verhindert eine leere Arbeitsstelle.	Kein reader-exaktes vollständiges Wort; Segmentierung und Bedeutung bleiben offen. Keine getrennte Grenze, historische Wortidentität oder Renderer-Lizenz.	1	1	1	0	0	0	0	0	1	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
olkeeodal	RAW_ONLY_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	RAW_READER_WARNING_ONLY	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	12	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT788	RAW_READER_WARNING_ONLY	Ein rohes Vorkommen der vollständigen Oberfläche; Kartenlinie GDT788; die Anzeige verhindert eine leere Arbeitsstelle.	Kein reader-exaktes vollständiges Wort; Segmentierung und Bedeutung bleiben offen. Keine getrennte Grenze, historische Wortidentität oder Renderer-Lizenz.	1	1	1	0	0	0	0	0	1	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
