statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	event_count	event_serials	v69_primary_template	v69_primitive_sequence	v69_parse_status	v71_field_owner_bindings	exact_v71_owner_transition	literal_owner_known_card_exemplar_layer	source_class	technical_source_class_paraphrase	strongest_medical_or_formal_rival	repair_cost_0_4	repair_reason	line_crossing	contact_direction_constraint	hardest_contradiction	v69_pre_state	v69_post_state	semantic_ceiling
B1-S004	B1	f81v	4	F026	3	123|124|125	COMPOSITE_SEQUENCE	LINK_ACTIVE	AMBIGUOUS	F026=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F026:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F026=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E123[EXEMPLAR_VALUE_UNKNOWN] > E124[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E125[EXEMPLAR_VALUE_UNKNOWN]	RECORD_LOCAL_LINK_ENTRY	Fortschreibe Buchung `B1-S004` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: verknüpfe den laufenden Recordposten `B1:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B1: ACTIVE `B1:I002`, TARGET `B1:T005`, PREVIOUS `B1:I001`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f81v.17	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S005	B1	f81v	5	F027	1	126	EXEMPLAR_ONLY	NONE	UNPARSED	F027=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F027:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F027=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E126[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B1-S005` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S005` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I002` und gegebenenfalls Ziel `B1:T006`. Endstand nur in B1: ACTIVE `B1:I002`, TARGET `B1:T006`, PREVIOUS `B1:I001`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f81v.17	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T006;PREVIOUS_ITEM=B1:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S006	B1	f81v	6	F028	4	127|128|129|130	EXEMPLAR_ONLY	NONE	UNPARSED	F028=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F028:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F028=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E127[EXEMPLAR_VALUE_UNKNOWN] > E128[EXEMPLAR_VALUE_UNKNOWN] > E129[EXEMPLAR_VALUE_UNKNOWN] > E130[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B1-S006` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S006` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I002` und gegebenenfalls Ziel `B1:T007`. Endstand nur in B1: ACTIVE `B1:I002`, TARGET `B1:T007`, PREVIOUS `B1:I001`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f81v.17	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T006;PREVIOUS_ITEM=B1:I001	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T007;PREVIOUS_ITEM=B1:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S007	B1	f81v	7	F029	1	131	EXEMPLAR_ONLY	NONE	UNPARSED	F029=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F029:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F029=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E131[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B1-S007` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S007` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I003` und gegebenenfalls Ziel `B1-S007:TARGET_UNSET`. Endstand nur in B1: ACTIVE `B1:I003`, TARGET `UNSET`, PREVIOUS `B1:I002`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f81v.18	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T007;PREVIOUS_ITEM=B1:I001	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S008	B1	f81v	8	F030	5	132|133|134|135|136	COMPOSITE_SEQUENCE	LINK_ACTIVE > LINK_ACTIVE	AMBIGUOUS	F030=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F030:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F030=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E132[EXEMPLAR_VALUE_UNKNOWN] > E133[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E134[EXEMPLAR_VALUE_UNKNOWN] > E135[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E136[EXEMPLAR_VALUE_UNKNOWN]	RECORD_LOCAL_LINK_ENTRY	Fortschreibe Buchung `B1-S008` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: verknüpfe den laufenden Recordposten `B1:I003` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt; verknüpfe den laufenden Recordposten `B1:I003` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B1: ACTIVE `B1:I003`, TARGET `UNSET`, PREVIOUS `B1:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f81v.18	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S009	B1	f81v	9	F031	1	137	TERMINAL_FLUSH	TERMINAL_FLUSH	UNIQUE	F031=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F031:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F031=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E137[CARD=SPÜLEN?]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	Fortschreibe Buchung `B1-S009` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: schließe den lokalen Spül-/Endposten `B1-S009:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B1: ACTIVE `B1:I003`, TARGET `B1:T008`, PREVIOUS `B1:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	0	formaler Kanal eindeutig; kein Layout- oder Ownerrepair	NO:f81v.18	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T008;PREVIOUS_ITEM=B1:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S010	B1	f81v	10	F032	1	138	TERMINAL_FLUSH	TERMINAL_FLUSH	UNIQUE	F032=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F032:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F032=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E138[CARD=SPÜLEN?]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	Fortschreibe Buchung `B1-S010` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: schließe den lokalen Spül-/Endposten `B1-S010:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B1: ACTIVE `B1:I003`, TARGET `B1:T009`, PREVIOUS `B1:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	0	formaler Kanal eindeutig; kein Layout- oder Ownerrepair	NO:f81v.18	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T008;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T009;PREVIOUS_ITEM=B1:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S011	B1	f81v	11	F033	2	139|140	COMPOSITE_SEQUENCE	ACTION_APPLY	AMBIGUOUS	F033=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F033:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F033=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E139[EXEMPLAR_VALUE_UNKNOWN] > E140[CARD=ANWENDEN?]	LOCAL_ACTION_OR_CONDITION_ENTRY	Fortschreibe Buchung `B1-S011` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: führe die exemplarisch bestimmte örtliche Stationshandlung `B1-S011:ACTION_APPLY_01` am aktuellen Besitzer aus. Endstand nur in B1: ACTIVE `B1:I003`, TARGET `B1:T010`, PREVIOUS `B1:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f81v.18	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T009;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T010;PREVIOUS_ITEM=B1:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S012	B1	f81v	12	F034	3	141|142|143	EXEMPLAR_ONLY	NONE	UNPARSED	F034=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F034:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F034=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E141[EXEMPLAR_VALUE_UNKNOWN] > E142[EXEMPLAR_VALUE_UNKNOWN] > E143[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B1-S012` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S012` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I004` und gegebenenfalls Ziel `B1-S012:TARGET_UNSET`. Endstand nur in B1: ACTIVE `B1:I004`, TARGET `UNSET`, PREVIOUS `B1:I003`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f81v.21	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T010;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S013	B1	f81v	13	F035	1	144	EXEMPLAR_ONLY	NONE	UNPARSED	F035=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F035:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F035=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E144[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B1-S013` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S013` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I004` und gegebenenfalls Ziel `B1-S013:TARGET_UNSET`. Endstand nur in B1: ACTIVE `B1:I004`, TARGET `UNSET`, PREVIOUS `B1:I003`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f81v.21	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S014	B1	f81v	14	F036	5	145|146|147|148|149	COMPOSITE_SEQUENCE	LINK_ACTIVE	AMBIGUOUS	F036=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F036:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F036=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E145[EXEMPLAR_VALUE_UNKNOWN] > E146[EXEMPLAR_VALUE_UNKNOWN] > E147[EXEMPLAR_VALUE_UNKNOWN] > E148[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E149[EXEMPLAR_VALUE_UNKNOWN]	RECORD_LOCAL_LINK_ENTRY	Fortschreibe Buchung `B1-S014` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: verknüpfe den laufenden Recordposten `B1:I004` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B1: ACTIVE `B1:I004`, TARGET `B1:T013`, PREVIOUS `B1:I003`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f81v.21	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=B1:T013;PREVIOUS_ITEM=B1:I003	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S015	B1	f81v	15	F037	2	150|151	EXEMPLAR_ONLY	NONE	UNPARSED	F037=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F037:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F037=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E150[EXEMPLAR_VALUE_UNKNOWN] > E151[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B1-S015` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S015` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I005` und gegebenenfalls Ziel `B1-S015:TARGET_UNSET`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `UNSET`, PREVIOUS `B1:I004`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f81v.24	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=B1:T013;PREVIOUS_ITEM=B1:I003	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S016	B1	f81v	16	F038	4	152|153|154|155	COMPOSITE_SEQUENCE	TARGET_ASSIGN > ACTION_TEMPER > LINK_ACTIVE	AMBIGUOUS	F038=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F038:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F038=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E152[FORMAL=LOKALEN_RELATIONSSLOT_SETZEN] > E153[CARD=TEMPERIEREN?] > E154[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E155[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_ACTION_OR_CONDITION_ENTRY	Fortschreibe Buchung `B1-S016` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: setze den lokalen Zielslot `B1-S016:TARGET` aus `B1-S016:TARGET_ASSIGN_01`; stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B1-S016:ACTION_TEMPER_01` ein; verknüpfe den laufenden Recordposten `B1:I005` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `UNSET`, PREVIOUS `B1:I004`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f81v.24	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S017	B1	f81v	17	F039	3	156|157|158	COMPOSITE_SEQUENCE	TARGET_ASSIGN	AMBIGUOUS	F039=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F039:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F039=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E156[CARD=ZIEL?] > E157[EXEMPLAR_VALUE_UNKNOWN] > E158[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_TARGET_ASSIGNMENT_ENTRY	Fortschreibe Buchung `B1-S017` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: setze den lokalen Zielslot `B1:T015` aus `B1-S017:TARGET_ASSIGN_01`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T015`, PREVIOUS `B1:I004`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f81v.24	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S018	B1	f81v	18	F040|F041	4	159|160|161|162	EXEMPLAR_ONLY	NONE	UNPARSED	F040=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL > F041=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F040:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> INHERIT_OWNER[F041:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F040=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL > F041=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E159[EXEMPLAR_VALUE_UNKNOWN] > E160[EXEMPLAR_VALUE_UNKNOWN] > E161[EXEMPLAR_VALUE_UNKNOWN] > E162[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B1-S018` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S018` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I005` und gegebenenfalls Ziel `B1:T016`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T016`, PREVIOUS `B1:I004`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	3	vollständiger Quellenwert exemplar-only; Aussage überschreitet physische Linie	YES:f81v.24→f81v.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
