statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	owner_ids	owner_statuses	owner_transition	literal_owner_card_exemplar_layer	concrete_source_class_paraphrase	strongest_concrete_rival	repair_cost_0_4	repair_reason	physical_locus_status	loci	chief_contradiction	semantic_ceiling
B1-S007	B1	f81v	F029	1	131	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: erwärme es einmal und beende den Schritt	Die Charge an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f81v.18	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S008	B1	f81v	F030	5	132|133|134|135|136	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=LINK_ACTIVE > LINK_ACTIVE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: Diese aktive Portion ; Mit der vorigen Zubereitung weiter ; bei sanfter Wärme ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Das Filtertuch an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen; aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f81v.18	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S009	B1	f81v	F031	1	137	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=TERMINAL_FLUSH ; LICENSED=TERMINAL_FLUSH ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: spüle die bezeichnete Stelle einmal und beende den Schritt	Frisches Wasser an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: Leitung spülen und committen. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f81v.18	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S010	B1	f81v	F032	1	138	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=TERMINAL_FLUSH ; LICENSED=TERMINAL_FLUSH ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: spüle die bezeichnete Stelle einmal und beende den Schritt	Frisches Wasser an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: Leitung spülen und committen. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f81v.18	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S011	B1	f81v	F033	2	139|140	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=ACTION_APPLY ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: durch die verbundenen Läufe ; Die aktive Portion verwenden	Eine abgeteilte Charge an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: aktive Charge an der Station einsetzen. Arbeitsstand offen weitertragen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f81v.18	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S012	B1	f81v	F034	3	141|142|143	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang	Die Rücklaufleitung an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f81v.21	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S013	B1	f81v	F035	1	144	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: wasche einmal und beende diesen Durchgang	Die Charge an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f81v.21	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S014	B1	f81v	F036	5	145|146|147|148|149	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=LINK_ACTIVE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; Mit der vorigen Zubereitung weiter ; benutze danach den unteren Ablauf	Die Charge von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 über Rinne und Gefälle umlaufen lassen, den Rücklauf auffangen und erneut zuführen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Arbeitsstand offen weitertragen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f81v.21	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S015	B1	f81v	F037	2	150|151	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt	Das Filtertuch an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f81v.24	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S016	B1	f81v	F038	4	152|153|154|155	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=TARGET_ASSIGN > ACTION_TEMPER > LINK_ACTIVE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: mische beide Anteile zusammen ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Die aktive Beckencharge an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen; aktive Charge temperieren; aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f81v.24	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S017	B1	f81v	F039	3	156|157|158	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=TARGET_ASSIGN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: An die bezeichnete Zielstelle führen ; die erste Öffnung ; seihe es klar und beende den Schritt	Den Leitungszweig an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f81v.24	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S018	B1	f81v	F040|F041	4	159|160|161|162	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE|INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: fülle danach das Gefäß; wende es an der markierten Stelle an ; bis es klar ist ; lasse die Flüssigkeit sich setzen und beende den Schritt	Den unteren Ablauf an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen. || Filter, Leitungsöffnung und Beckenrand an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	CROSSES_PHYSICAL_LOCI	f81v.24|f81v.27	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S019	B1	f81v	F042	1	163	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: lasse es bis zur Bereitschaft stehen und beende den Schritt	Die Rücklaufleitung an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f81v.27	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S020	B1	f81v	F043	2	164|165	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: bei sanfter Wärme ; seihe es einmal durch ein Tuch und beende den Schritt	Die fertige Charge an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f81v.27	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S021	B1	f81v	F044	1	166	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=TARGET_ASSIGN ; LICENSED=TARGET_ASSIGN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: An die bezeichnete Zielstelle führen	Den Leitungszweig an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen. Arbeitsstand offen weitertragen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f81v.27	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S001	B2	f82r	F045	1	167	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	DIRECT_VISIBLE	SINGLE_OWNER	OWNER=B2_UPPER_PAIRED_BASINS_AND_CYLINDER ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	An Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 Beckenrand, Zulauf und Filteraufnahme prüfen; den Ausgangsstand als lokalen Anlagenposten eröffnen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	direct local owner and no extra repair	WITHIN_ONE_PHYSICAL_LOCUS	f82r.2	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S002	B2	f82r	F046	1	168	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_UPPER_PAIRED_BASINS_AND_CYLINDER ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	Filter, Leitungsöffnung und Beckenrand an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f82r.2	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S003	B2	f82r	F047	3	169|170|171	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_UPPER_PAIRED_BASINS_AND_CYLINDER ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: gib einen abgemessenen Anteil in das Gefäß ; Diese aktive Portion ; lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f82r.2	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S004	B2	f82r	F048|F049	5	172|173|174|175|176	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE|INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_UPPER_PAIRED_BASINS_AND_CYLINDER ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=TARGET_ASSIGN > ACTION_TEMPER ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt	Den Leitungszweig an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen. Arbeitsstand offen weitertragen. || Die aktive Beckencharge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: aktive Charge temperieren. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	CROSSES_PHYSICAL_LOCI	f82r.2|f82r.3	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S005	B2	f82r	F050|F051	8	177|178|179|180|181|182|183|184	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE|INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_UPPER_PAIRED_BASINS_AND_CYLINDER ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=PARAMETER_ASSIGN > PARAMETER_ASSIGN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten; beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt	Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen. || Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Feldbuchung schließen.	1	owner inherited within record or station	CROSSES_PHYSICAL_LOCI	f82r.3|f82r.4	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S006	B2	f82r	F052	4	185|186|187|188	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_UPPER_PAIRED_BASINS_AND_CYLINDER ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=TARGET_ASSIGN > ACTION_APPLY ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: der vorbereitete Bade- oder Waschzusatz ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden	Eine abgeteilte Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen; aktive Charge an der Station einsetzen. Arbeitsstand offen weitertragen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f82r.4	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S007	B2	f82r	F053	1	189	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	DIRECT_VISIBLE	SINGLE_OWNER	OWNER=B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: gib sauberes Wasser hinzu und beende den Schritt	Den Leitungszweig an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	3	substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f82r.7	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S008	B2	f82r	F054	3	190|191|192	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Das Filtertuch an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f82r.7	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S009	B2	f82r	F055	1	193	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: halte es warm und beende den Schritt	Eine abgeteilte Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f82r.7	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S010	B2	f82r	F056	4	194|195|196|197	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=ACTION_TEMPER > ACTION_APPLY > STATE_GATE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	Die aktive Beckencharge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: aktive Charge temperieren; aktive Charge an der Station einsetzen; Bereit-/Klarstand prüfen. Arbeitsstand offen weitertragen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f82r.7	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S011	B2	f82r	F057	4	198|199|200|201	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	SINGLE_OWNER	OWNER=B2_MIDDLE_RIGHT_AMBIGUOUS_STATION ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	Die Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	4	owner unresolved and source action must come from exemplar	WITHIN_ONE_PHYSICAL_LOCUS	f82r.19	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
