statement_id	record_unit_id	constituent_fields	v71_revision_action	repair_cost_0_4	reason	retained_from_v69	rejected_from_v69
B3-S023	B3	F095	REPLACE_ASSERTED_OWNER_WITH_TYPED_UNRESOLVED_STATION	3	V71 kann dem Feld keinen sichtbaren Besitzer zuweisen; die konkrete Füllung bleibt daher ein typisiertes Quellenexemplar.	event order; exact mnemonic cards; strict formal prompts; terminal placement	asserted visible owner
B3-S024	B3	F096	REPLACE_ASSERTED_OWNER_WITH_TYPED_UNRESOLVED_STATION	3	V71 kann dem Feld keinen sichtbaren Besitzer zuweisen; die konkrete Füllung bleibt daher ein typisiertes Quellenexemplar.	event order; exact mnemonic cards; strict formal prompts; terminal placement	asserted visible owner
B3-S025	B3	F097	REPLACE_ASSERTED_OWNER_WITH_TYPED_UNRESOLVED_STATION	3	V71 kann dem Feld keinen sichtbaren Besitzer zuweisen; die konkrete Füllung bleibt daher ein typisiertes Quellenexemplar.	event order; exact mnemonic cards; strict formal prompts; terminal placement	asserted visible owner
B3-S026	B3	F098|F099	SPLIT_AT_V71_OWNER_BOUNDARY; RETAIN_EVENT_ORDER	4	Die V69-Aussage überquert verschiedene V71-Bildbesitzer und muss in lokale Artikelteile getrennt werden.	event order; exact mnemonic cards; strict formal prompts; terminal placement	single global process across owner boundary
B3-S027	B3	F100	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S028	B3	F101	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S029	B3	F102	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S030	B3	F103|F104	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S031	B3	F105	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S032	B3	F106	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S033	B3	F107	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S034	B3	F108	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S001	B4	F109	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S002	B4	F110	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S003	B4	F111|F112	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S004	B4	F113	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S005	B4	F114	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S006	B4	F115	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S007	B4	F116	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S008	B4	F117	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S009	B4	F118	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S010	B4	F119	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S011	B4	F120|F121	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S012	B4	F122	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S013	B4	F123	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S014	B4	F124	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B4-S015	B4	F125|F126	SPLIT_AT_V71_OWNER_BOUNDARY; RETAIN_EVENT_ORDER	4	Die V69-Aussage überquert verschiedene V71-Bildbesitzer und muss in lokale Artikelteile getrennt werden.	event order; exact mnemonic cards; strict formal prompts; terminal placement	single global process across owner boundary
B4-S016	B4	F127|F128	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B5-S001	B5	F129	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B5-S002	B5	F130	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B5-S003	B5	F131|F132|F133	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B6-S001	B6	F134|F135	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
