carrier_id	recipe_id	flattened_recipe_trace	source_layer	carrier_surface	carrier_count	pages	registers_or_classes	carrier_status
G468-C0155	G468-R1367	OT+AIN	GDT407_RUNNING_EXACT	qotain	6	f76r|f77r|f81r|f81v	BIOLOGICAL	EXACT_CONTIGUOUS_RECIPE
G468-C0156	G468-R1367	OT+AIN	GDT466_ADDRESS_HYBRID	otorain	1	f89r	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_TRACE_ACROSS_LEARNED_CORE
G468-C0157	G468-R1368	OT+AIN+Y	GDT466_ADDRESS_FULL	otainy	1	f72r	STAR_BEARING_RING_POSITION	EXACT_FULL_ADDRESS_FORMULA
G468-C0158	G468-R1389	OT+AL	GDT407_RUNNING_EXACT	chotal	1	f72r	CELESTIAL	EXACT_CONTIGUOUS_RECIPE
G468-C0159	G468-R1389	OT+AL	GDT407_RUNNING_EXACT	otal	6	f71v|f76r|f83r|f95v	BIOLOGICAL|CELESTIAL|HERBAL	EXACT_CONTIGUOUS_RECIPE
G468-C0160	G468-R1389	OT+AL	GDT407_RUNNING_EXACT	qotal	9	f76r|f77r|f81r|f82r|f83r	BIOLOGICAL	EXACT_CONTIGUOUS_RECIPE
G468-C0161	G468-R1389	OT+AL	GDT466_ADDRESS_HYBRID	otalef	1	f72r	STAR_BEARING_RING_POSITION	FUNCTION_TRACE_ACROSS_LEARNED_CORE
G468-C0162	G468-R1389	OT+AL	GDT466_ADDRESS_HYBRID	otalody	1	f71v	STAR_BEARING_RING_POSITION	FUNCTION_TRACE_ACROSS_LEARNED_CORE
G468-C0163	G468-R1389	OT+AL	GDT466_ADDRESS_HYBRID	otchdal	1	f72r	STAR_BEARING_RING_POSITION	FUNCTION_TRACE_ACROSS_LEARNED_CORE
G468-C0164	G468-R1390	OT+AL+AIIN	GDT466_ADDRESS_FULL	otalaiin	1	f71v	STAR_BEARING_RING_POSITION	EXACT_FULL_ADDRESS_FORMULA
G468-C0165	G468-R1391	OT+AL+AIN	GDT407_RUNNING_EXACT	otalain	1	f95v	HERBAL	EXACT_CONTIGUOUS_RECIPE
G468-C0166	G468-R1434	OT+AL+AM_ADDR	GDT407_RUNNING_EXACT	otalam	1	f76r	BIOLOGICAL	EXACT_CONTIGUOUS_RECIPE
G468-C0167	G468-R1583	OT+AL+Y	GDT407_RUNNING_EXACT	otaly	2	f71v|f72r	CELESTIAL	EXACT_CONTIGUOUS_RECIPE
G468-C0168	G468-R1583	OT+AL+Y	GDT407_RUNNING_EXACT	qotaly	1	f76r	BIOLOGICAL	EXACT_CONTIGUOUS_RECIPE
G468-C0169	G468-R1585	OT+AM_ADDR	GDT407_RUNNING_EXACT	otam	5	f55v|f72r|f75r|f88r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	EXACT_CONTIGUOUS_RECIPE
G468-C0170	G468-R1585	OT+AM_ADDR	GDT407_RUNNING_EXACT	otcham	1	f89r	PHARMA	EXACT_CONTIGUOUS_RECIPE
G468-C0171	G468-R1585	OT+AM_ADDR	GDT466_ADDRESS_HYBRID	otoram	1	f88v	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_TRACE_ACROSS_LEARNED_CORE
G468-C0172	G468-R1586	OT+AR	GDT407_RUNNING_EXACT	otar	18	f10r|f55v|f71v|f72r|f75r|f76r|f81r|f81v|f95v	BIOLOGICAL|CELESTIAL|HERBAL	EXACT_CONTIGUOUS_RECIPE
G468-C0173	G468-R1586	OT+AR	GDT407_RUNNING_EXACT	qotar	4	f75r|f83r	BIOLOGICAL	EXACT_CONTIGUOUS_RECIPE
G468-C0174	G468-R1586	OT+AR	GDT466_ADDRESS_HYBRID	oteeary	1	f72r	STAR_BEARING_RING_POSITION	FUNCTION_TRACE_ACROSS_LEARNED_CORE
G468-C0175	G468-R1605	OT+AR+Y	GDT407_RUNNING_EXACT	qotary	1	f77r	BIOLOGICAL	EXACT_CONTIGUOUS_RECIPE
G468-C0176	G468-R1649	OT+EE+Y	GDT407_RUNNING_EXACT	oteey	16	f1r|f71v|f72r|f76r|f81r|f82r	BIOLOGICAL|CELESTIAL|SOURCE_SECTION_T	EXACT_CONTIGUOUS_RECIPE
G468-C0177	G468-R1649	OT+EE+Y	GDT407_RUNNING_EXACT	otoees	1	f72r	CELESTIAL	EXACT_CONTIGUOUS_RECIPE
G468-C0178	G468-R1649	OT+EE+Y	GDT407_RUNNING_EXACT	qoteey	5	f75r|f77r|f82r	BIOLOGICAL	EXACT_CONTIGUOUS_RECIPE
G468-C0179	G468-R1664	OT+OK+OL	GDT466_ADDRESS_FULL	otokol	1	f88v	DRUG_OR_INGREDIENT_OBJECT	EXACT_FULL_ADDRESS_FORMULA
G468-C0180	G468-R1671	OT+OL	GDT407_RUNNING_EXACT	otol	7	f10r|f11r|f1r|f24v|f75r|f88v|f89r	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	EXACT_CONTIGUOUS_RECIPE
G468-C0181	G468-R1671	OT+OL	GDT407_RUNNING_EXACT	qotol	2	f77r|f89r	BIOLOGICAL|PHARMA	EXACT_CONTIGUOUS_RECIPE
G468-C0182	G468-R1671	OT+OL	GDT466_ADDRESS_HYBRID	otold	1	f89r	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_TRACE_ACROSS_LEARNED_CORE
G468-C0183	G468-R1671	OT+OL	GDT466_ADDRESS_HYBRID	otoldy	1	f89r	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_TRACE_ACROSS_LEARNED_CORE
G468-C0184	G468-R1672	OT+OL+AIIN	GDT466_ADDRESS_FULL	otolaiin	1	f77r	BATH_OR_OUTLET_STATION	EXACT_FULL_ADDRESS_FORMULA
G468-C0185	G468-R1716	OT+OL+AM_ADDR	GDT466_ADDRESS_FULL	otolam	1	f72r	STAR_BEARING_RING_POSITION	EXACT_FULL_ADDRESS_FORMULA
G468-C0186	G468-R1731	OT+OL+AR+OL	GDT466_ADDRESS_FULL	otolarol	1	f89r	DRUG_OR_INGREDIENT_OBJECT	EXACT_FULL_ADDRESS_FORMULA
G468-C0187	G468-R1867	OT+OR	GDT407_RUNNING_EXACT	otor	5	f10r|f68r1|f71v|f83r	BIOLOGICAL|CELESTIAL|HERBAL	EXACT_CONTIGUOUS_RECIPE
G468-C0188	G468-R1867	OT+OR	GDT407_RUNNING_EXACT	qotor	3	f10r	HERBAL	EXACT_CONTIGUOUS_RECIPE
G468-C0189	G468-R1902	OT+SH+OL	GDT407_RUNNING_EXACT	otshol	1	f18r	HERBAL	EXACT_CONTIGUOUS_RECIPE
G468-C0190	G468-R1909	OT+Y	GDT407_RUNNING_EXACT	otchey	5	f56r|f67r2|f72r|f83r	BIOLOGICAL|CELESTIAL|HERBAL	EXACT_CONTIGUOUS_RECIPE
G468-C0191	G468-R1909	OT+Y	GDT407_RUNNING_EXACT	oty	10	f56r|f71v|f75r|f76r|f81r|f95v	BIOLOGICAL|CELESTIAL|HERBAL	EXACT_CONTIGUOUS_RECIPE
G468-C0192	G468-R1909	OT+Y	GDT407_RUNNING_EXACT	qotchy	5	f10r|f11r|f56r	HERBAL	EXACT_CONTIGUOUS_RECIPE
G468-C0193	G468-R1909	OT+Y	GDT407_RUNNING_EXACT	qoty	13	f10r|f11r|f13r|f75r|f76r|f77r|f81v|f82r|f83r	BIOLOGICAL|HERBAL	EXACT_CONTIGUOUS_RECIPE
G468-C0194	G468-R1909	OT+Y	GDT466_ADDRESS_HYBRID	otchoshy	1	f72r	STAR_BEARING_RING_POSITION	FUNCTION_TRACE_ACROSS_LEARNED_CORE
G468-C0195	G468-R1911	SH+AIIN	GDT407_RUNNING_EXACT	shaiin	4	f13r|f18r|f1r	HERBAL|SOURCE_SECTION_T	EXACT_CONTIGUOUS_RECIPE
G468-C0196	G468-R1934	SH+AL	GDT407_RUNNING_EXACT	shal	1	f75r	BIOLOGICAL	EXACT_CONTIGUOUS_RECIPE
G468-C0197	G468-R1956	SH+AR	GDT407_RUNNING_EXACT	shar	3	f1r|f89r|f95v	HERBAL|PHARMA|SOURCE_SECTION_T	EXACT_CONTIGUOUS_RECIPE
G468-C0198	G468-R1963	SH+AR+AM_ADDR	GDT466_ADDRESS_FULL	sharam	1	f72r	STAR_BEARING_RING_POSITION	EXACT_FULL_ADDRESS_FORMULA
G468-C0199	G468-R1979	SH+CH+T+AIIN	GDT407_RUNNING_EXACT	shcthaiin	1	f1r	SOURCE_SECTION_T	EXACT_CONTIGUOUS_RECIPE
G468-C0200	G468-R1997	SH+CH+T+Y	GDT407_RUNNING_EXACT	shcthy	5	f76r|f83r|f95v	BIOLOGICAL|HERBAL	EXACT_CONTIGUOUS_RECIPE
G468-C0201	G468-R2019	SH+EE+Y	GDT407_RUNNING_EXACT	cheey	25	f68r1|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_CONTIGUOUS_RECIPE
G468-C0202	G468-R2019	SH+EE+Y	GDT407_RUNNING_EXACT	sheey	18	f72r|f76r|f77r|f81v|f82r|f83r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_CONTIGUOUS_RECIPE
G468-C0203	G468-R2021	SH+OK+AIIN	GDT407_RUNNING_EXACT	shokaiin	1	f56r	HERBAL	EXACT_CONTIGUOUS_RECIPE
G468-C0204	G468-R2022	SH+OK+AIN	GDT407_RUNNING_EXACT	shokain	1	f75r	BIOLOGICAL	EXACT_CONTIGUOUS_RECIPE
G468-C0205	G468-R2024	SH+OK+AL	GDT407_RUNNING_EXACT	shokal	1	f72r	CELESTIAL	EXACT_CONTIGUOUS_RECIPE
G468-C0206	G468-R2041	SH+OL	GDT407_RUNNING_EXACT	shol	18	f13r|f17r|f1r|f24v|f56r|f72r|f76r|f77r|f81r|f81v|f83r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|SOURCE_SECTION_T	EXACT_CONTIGUOUS_RECIPE
G468-C0207	G468-R2062	SH+OR	GDT407_RUNNING_EXACT	shor	12	f10r|f11r|f17r|f18r|f77r|f81r|f88v|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA	EXACT_CONTIGUOUS_RECIPE
G468-C0208	G468-R2063	SH+OR+Y	GDT407_RUNNING_EXACT	shory	1	f1r	SOURCE_SECTION_T	EXACT_CONTIGUOUS_RECIPE
G468-C0209	G468-R2075	SH+OT+EE+Y	GDT407_RUNNING_EXACT	shoteey	1	f72r	CELESTIAL	EXACT_CONTIGUOUS_RECIPE
G468-C0210	G468-R2104	SH+Y	GDT407_RUNNING_EXACT	shchey	1	f81v	BIOLOGICAL	EXACT_CONTIGUOUS_RECIPE
