factorization_group_id	recipe_id	flattened_recipe_trace	shell_factorization_count	shell_shapes	surface_templates	exact_channel_signatures	support_rank	support_tier	running_surface_type_count	running_event_count	running_page_count	running_surfaces	address_full_formula_count	address_full_formula_surfaces	address_hybrid_shell_count	address_hybrid_shell_surfaces	disposition
G468-F0056	G468-R1541	OT+AL+OR	3	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otal{NAME_CORE}or|ot{NAME_CORE}alor|ot{NAME_CORE_1}al{NAME_CORE_2}or	G466-C01+G466-C35|G466-C11+G466-C17|G466-C11+G466-C39+G466-C35	121	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0057	G468-R1712	OT+OL+AL+OR	3	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}alor|otol{NAME_CORE_1}al{NAME_CORE_2}or|ot{NAME_CORE_1}ol{NAME_CORE_2}alor	G466-C02+G466-C17|G466-C02+G466-C39+G466-C35|G466-C11+G466-C42+G466-C17	122	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0058	G468-R1714	OT+OL+AL+Y	3	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}aly|otol{NAME_CORE_1}al{NAME_CORE_2}shy|ot{NAME_CORE_1}ol{NAME_CORE_2}aly	G466-C02+G466-C23|G466-C02+G466-C39+G466-C29|G466-C11+G466-C42+G466-C23	123	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0059	G468-R1758	OT+OL+CH+T+Y	3	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}cthy|otol{NAME_CORE_1}cth{NAME_CORE_2}shy|ot{NAME_CORE_1}ol{NAME_CORE_2}cthy	G466-C02+G466-C20|G466-C02+G466-C37+G466-C29|G466-C11+G466-C42+G466-C20	124	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0060	G468-R1821	OT+OL+OL+Y	3	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}oly|otol{NAME_CORE_1}ol{NAME_CORE_2}shy|ot{NAME_CORE_1}ol{NAME_CORE_2}oly	G466-C02+G466-C27|G466-C02+G466-C42+G466-C29|G466-C11+G466-C42+G466-C27	125	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0061	G468-R1865	OT+OL+Y	3	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}shy|ot{NAME_CORE}oly|ot{NAME_CORE_1}ol{NAME_CORE_2}shy	G466-C02+G466-C29|G466-C11+G466-C27|G466-C11+G466-C42+G466-C29	126	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0062	G468-R2042	SH+OL+AIIN	3	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	sh{NAME_CORE}olaiin|sh{NAME_CORE_1}ol{NAME_CORE_2}daiin|sh{NAME_CORE_1}ol{NAME_CORE_2}aiin	G466-C12+G466-C13|G466-C12+G466-C42+G466-C14|G466-C12+G466-C42+G466-C15	127	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0063	G468-R2237	Y+K+Y+OL+AIIN	3	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	yky{NAME_CORE}olaiin|yky{NAME_CORE_1}ol{NAME_CORE_2}daiin|yky{NAME_CORE_1}ol{NAME_CORE_2}aiin	G466-C04+G466-C13|G466-C04+G466-C42+G466-C14|G466-C04+G466-C42+G466-C15	128	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0064	G468-R0004	AL+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}air{NAME_CORE_2}daiin|al{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C05+G466-C36+G466-C14|G466-C05+G466-C36+G466-C15	129	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0065	G468-R0007	AL+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}air{NAME_CORE_2}dal|al{NAME_CORE_1}air{NAME_CORE_2}al	G466-C05+G466-C36+G466-C24|G466-C05+G466-C36+G466-C31	130	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0066	G468-R0016	AL+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}air{NAME_CORE_2}oiin|al{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C05+G466-C36+G466-C21|G466-C05+G466-C36+G466-C26	131	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0067	G468-R0025	AL+AL+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}al{NAME_CORE_2}daiin|al{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C05+G466-C39+G466-C14|G466-C05+G466-C39+G466-C15	132	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0068	G468-R0028	AL+AL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}al{NAME_CORE_2}dal|al{NAME_CORE_1}al{NAME_CORE_2}al	G466-C05+G466-C39+G466-C24|G466-C05+G466-C39+G466-C31	133	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0069	G468-R0037	AL+AL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}al{NAME_CORE_2}oiin|al{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C05+G466-C39+G466-C21|G466-C05+G466-C39+G466-C26	134	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0070	G468-R0041	AL+AL+OR	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	al{NAME_CORE}alor|al{NAME_CORE_1}al{NAME_CORE_2}or	G466-C05+G466-C17|G466-C05+G466-C39+G466-C35	135	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0071	G468-R0047	AL+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}ar{NAME_CORE_2}daiin|al{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C05+G466-C40+G466-C14|G466-C05+G466-C40+G466-C15	136	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0072	G468-R0050	AL+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}ar{NAME_CORE_2}dal|al{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C05+G466-C40+G466-C24|G466-C05+G466-C40+G466-C31	137	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0073	G468-R0059	AL+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}ar{NAME_CORE_2}oiin|al{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C05+G466-C40+G466-C21|G466-C05+G466-C40+G466-C26	138	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0074	G468-R0069	AL+CH+T+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}cth{NAME_CORE_2}daiin|al{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C05+G466-C37+G466-C14|G466-C05+G466-C37+G466-C15	139	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0075	G468-R0072	AL+CH+T+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}cth{NAME_CORE_2}dal|al{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C05+G466-C37+G466-C24|G466-C05+G466-C37+G466-C31	140	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0076	G468-R0081	AL+CH+T+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}cth{NAME_CORE_2}oiin|al{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C05+G466-C37+G466-C21|G466-C05+G466-C37+G466-C26	141	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0077	G468-R0087	AL+CH+T+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	al{NAME_CORE}cthy|al{NAME_CORE_1}cth{NAME_CORE_2}shy	G466-C05+G466-C20|G466-C05+G466-C37+G466-C29	142	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0078	G468-R0089	AL+D_ADDR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}dar{NAME_CORE_2}daiin|al{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C05+G466-C38+G466-C14|G466-C05+G466-C38+G466-C15	143	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0079	G468-R0092	AL+D_ADDR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}dar{NAME_CORE_2}dal|al{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C05+G466-C38+G466-C24|G466-C05+G466-C38+G466-C31	144	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0080	G468-R0101	AL+D_ADDR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}dar{NAME_CORE_2}oiin|al{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C05+G466-C38+G466-C21|G466-C05+G466-C38+G466-C26	145	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0081	G468-R0110	AL+O+IIN	2	PREFIX_CORE_SUFFIX	al{NAME_CORE}oiin|al{NAME_CORE}oin	G466-C05+G466-C21|G466-C05+G466-C26	146	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0082	G468-R0111	AL+OK+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}ok{NAME_CORE_2}daiin|al{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C05+G466-C41+G466-C14|G466-C05+G466-C41+G466-C15	147	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0083	G468-R0114	AL+OK+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}ok{NAME_CORE_2}dal|al{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C05+G466-C41+G466-C24|G466-C05+G466-C41+G466-C31	148	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0084	G468-R0123	AL+OK+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}ok{NAME_CORE_2}oiin|al{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C05+G466-C41+G466-C21|G466-C05+G466-C41+G466-C26	149	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0085	G468-R0135	AL+OL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}ol{NAME_CORE_2}dal|al{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C05+G466-C42+G466-C24|G466-C05+G466-C42+G466-C31	150	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0086	G468-R0144	AL+OL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}ol{NAME_CORE_2}oiin|al{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C05+G466-C42+G466-C21|G466-C05+G466-C42+G466-C26	151	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0087	G468-R0150	AL+OL+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	al{NAME_CORE}oly|al{NAME_CORE_1}ol{NAME_CORE_2}shy	G466-C05+G466-C27|G466-C05+G466-C42+G466-C29	152	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0088	G468-R0154	AL+OT+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}ot{NAME_CORE_2}daiin|al{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C05+G466-C43+G466-C14|G466-C05+G466-C43+G466-C15	153	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0089	G468-R0157	AL+OT+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}ot{NAME_CORE_2}dal|al{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C05+G466-C43+G466-C24|G466-C05+G466-C43+G466-C31	154	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0090	G468-R0166	AL+OT+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}ot{NAME_CORE_2}oiin|al{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C05+G466-C43+G466-C21|G466-C05+G466-C43+G466-C26	155	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0091	G468-R0174	AL+SH+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}sh{NAME_CORE_2}daiin|al{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C05+G466-C44+G466-C14|G466-C05+G466-C44+G466-C15	156	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0092	G468-R0177	AL+SH+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}sh{NAME_CORE_2}dal|al{NAME_CORE_1}sh{NAME_CORE_2}al	G466-C05+G466-C44+G466-C24|G466-C05+G466-C44+G466-C31	157	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0093	G468-R0186	AL+SH+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	al{NAME_CORE_1}sh{NAME_CORE_2}oiin|al{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C05+G466-C44+G466-C21|G466-C05+G466-C44+G466-C26	158	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0094	G468-R0199	AR+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}air{NAME_CORE_2}daiin|ar{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C06+G466-C36+G466-C14|G466-C06+G466-C36+G466-C15	159	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0095	G468-R0202	AR+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}air{NAME_CORE_2}dal|ar{NAME_CORE_1}air{NAME_CORE_2}al	G466-C06+G466-C36+G466-C24|G466-C06+G466-C36+G466-C31	160	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0096	G468-R0211	AR+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}air{NAME_CORE_2}oiin|ar{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C06+G466-C36+G466-C21|G466-C06+G466-C36+G466-C26	161	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0097	G468-R0220	AR+AL+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}al{NAME_CORE_2}daiin|ar{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C06+G466-C39+G466-C14|G466-C06+G466-C39+G466-C15	162	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0098	G468-R0223	AR+AL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}al{NAME_CORE_2}dal|ar{NAME_CORE_1}al{NAME_CORE_2}al	G466-C06+G466-C39+G466-C24|G466-C06+G466-C39+G466-C31	163	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0099	G468-R0232	AR+AL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}al{NAME_CORE_2}oiin|ar{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C06+G466-C39+G466-C21|G466-C06+G466-C39+G466-C26	164	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0100	G468-R0236	AR+AL+OR	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	ar{NAME_CORE}alor|ar{NAME_CORE_1}al{NAME_CORE_2}or	G466-C06+G466-C17|G466-C06+G466-C39+G466-C35	165	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0101	G468-R0238	AR+AL+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	ar{NAME_CORE}aly|ar{NAME_CORE_1}al{NAME_CORE_2}shy	G466-C06+G466-C23|G466-C06+G466-C39+G466-C29	166	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0102	G468-R0245	AR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}ar{NAME_CORE_2}dal|ar{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C06+G466-C40+G466-C24|G466-C06+G466-C40+G466-C31	167	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0103	G468-R0254	AR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}ar{NAME_CORE_2}oiin|ar{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C06+G466-C40+G466-C21|G466-C06+G466-C40+G466-C26	168	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0104	G468-R0264	AR+CH+T+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}cth{NAME_CORE_2}daiin|ar{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C06+G466-C37+G466-C14|G466-C06+G466-C37+G466-C15	169	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0105	G468-R0267	AR+CH+T+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}cth{NAME_CORE_2}dal|ar{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C06+G466-C37+G466-C24|G466-C06+G466-C37+G466-C31	170	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0106	G468-R0276	AR+CH+T+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}cth{NAME_CORE_2}oiin|ar{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C06+G466-C37+G466-C21|G466-C06+G466-C37+G466-C26	171	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0107	G468-R0282	AR+CH+T+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	ar{NAME_CORE}cthy|ar{NAME_CORE_1}cth{NAME_CORE_2}shy	G466-C06+G466-C20|G466-C06+G466-C37+G466-C29	172	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0108	G468-R0284	AR+D_ADDR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}dar{NAME_CORE_2}daiin|ar{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C06+G466-C38+G466-C14|G466-C06+G466-C38+G466-C15	173	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0109	G468-R0287	AR+D_ADDR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}dar{NAME_CORE_2}dal|ar{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C06+G466-C38+G466-C24|G466-C06+G466-C38+G466-C31	174	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0110	G468-R0296	AR+D_ADDR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}dar{NAME_CORE_2}oiin|ar{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C06+G466-C38+G466-C21|G466-C06+G466-C38+G466-C26	175	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0111	G468-R0305	AR+O+IIN	2	PREFIX_CORE_SUFFIX	ar{NAME_CORE}oiin|ar{NAME_CORE}oin	G466-C06+G466-C21|G466-C06+G466-C26	176	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0112	G468-R0306	AR+OK+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}ok{NAME_CORE_2}daiin|ar{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C06+G466-C41+G466-C14|G466-C06+G466-C41+G466-C15	177	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
