global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	action_chain	reduction_status	repair_rules	imperative_clause_de
G407-E0490	G407-S023	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	qokcheor	OK+CH+E+O+R	OK+CH+R	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an, nimm den Pflanzenposten [wie zuvor] und markiere den Pflanzenposten [wie zuvor]; auf Grad I und als Ausführung.
G407-E4187	G407-S673	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	qokcheody	OK+CH+E+O+R	OK+CH+R	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Setze als Ansatz an, nimm und markiere; auf Grad I und als Ausführung.
G407-E2022	G407-S236	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	qokchsdy	OK+CHD+S+DY	OK+CHD+S	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	PEER_ACTION_CHUNK_BREAK	Setze den Stationsposten [wie zuvor] im Stationsgang an, bearbeite den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; schließe den Schritt.
G407-E0871	G407-S040	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	qokokchy	OK+OK+CH+Y	OK+OK+CH	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	REPEATED_ACTION_SCOPE	Setze den Pflanzenposten im Arbeitsgang an, setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten.
G407-E0215	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	pchocthy	P+CH+O+CH+T+Y	P+CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Setze den Pflanzenposten ein, nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein; als Ausführung.
G407-E4231	G407-S677	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	porachol	P+O+R+A_ADDR+CH+OL	P+R+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Weiter setze ein, markiere und nimm; als Ausführung; an der bezeichneten Stelle.
G407-E3329	G407-S527	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	posalshy	P+O+S+A_ADDR+L+SH+Y	P+S+SH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Setze den Stationsposten ein, wähle den Stationsposten und halte den Stationsposten; über die sichtbare Verbindung; als Ausführung; an der bezeichneten Stelle.
G407-E1833	G407-S193	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	potchokor	P+OT+CH+OK+OR	P+CH+OK	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	PEER_ACTION_CHUNK_BREAK	Danach setze die Stationseinheit ein, entnimm die Stationseinheit und setze die Stationseinheit im Stationsgang an.
G407-E3469	G407-S560	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	rches	R+CH+E+S	R+CH+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Markiere den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; auf Grad I.
G407-E3537	G407-S579	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	rchs	R+CH+S	R+CH+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Markiere den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor].
G407-E3933	G407-S653	f88v	PHARMA	erste Gefaess-/Zutatengruppe	roshckhy	R+O+SH+CH+K+Y	R+SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Markiere den Drogenposten, halte den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; als Ausführung.
G407-E3129	G407-S485	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	S+CH+T+T	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	REPEATED_ACTION_SCOPE	Wähle den Stationsposten, entnimm den Stationsposten, stelle den Stationsposten ein und stelle den Stationsposten ein; zur Zielstation und von der Ausgangsstation; auf Grad I; an der bezeichneten Stelle.
G407-E3061	G407-S468	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	salshcthdy	S+A_ADDR+L+SH+CH+T+D_ADDR+Y	S+SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Wähle den Stationsposten, halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; über die sichtbare Verbindung; an der bezeichneten Stelle und an der bezeichneten Stelle.
G407-E4354	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	scheor	S+CH+E+O+R	S+CH+R	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Wähle den Drogenposten [wie zuvor], nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.
G407-E3610	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	schety	S+CH+E+T+Y	S+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Wähle den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.
G407-E0086	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sckhey	S+CH+K+E+Y	S+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Wähle den laufenden Eintrag, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.
G407-E0495	G407-S023	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	zepchy	S+E+P+CH+Y	S+P+CH	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	VISIBLE_SLOT_BOUNDARY_SPLITS_CHAIN	Wähle den Pflanzenposten, setze den Pflanzenposten ein und nimm den Pflanzenposten; auf Grad I.
G407-E4543	G407-S709	f95v	HERBAL	F95V_WHOLE_PLANT	skchdy	S+K+CHD+DY	S+K+CHD	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Wähle den Pflanzenposten [wie zuvor], gib den Pflanzenposten [wie zuvor] zu und bearbeite den Pflanzenposten [wie zuvor]; schließe den Schritt.
G407-E0315	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	socthody	S+O+CH+T+O+D_ADDR+Y	S+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Wähle den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein; als Ausführung und als Ausführung; an der bezeichneten Stelle.
G407-E2439	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sokcheey	S+OK+CH+EE+Y	S+OK+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Wähle den Stationsposten, setze den Stationsposten im Stationsgang an und entnimm den Stationsposten; auf Grad II.
G407-E3784	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	solchkal	S+OL+CH+K+AL	S+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Weiter wähle den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; zur Zielstation.
G407-E1523	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ssheckhy	S+SH+E+CH+K+Y	S+SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Wähle den Stationsposten, halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E3243	G407-S507	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ssholshecthy	S+SH+O+L+SH+E+CH+T+Y	S+SH+SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Wähle den Stationsposten, halte den Stationsposten, halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; über die sichtbare Verbindung; als Ausführung und auf Grad I.
G407-E3175	G407-S493	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shckhedy	SH+CH+K+E+DY	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.
G407-E3689	G407-S622	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shckhedy	SH+CH+K+E+DY	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.
G407-E3690	G407-S623	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shckhedy	SH+CH+K+E+DY	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.
G407-E0108	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shckhey	SH+CH+K+E+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.
G407-E3352	G407-S531	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shckhey	SH+CH+K+E+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E3607	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shckhey	SH+CH+K+E+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E1639	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shckhy	SH+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.
G407-E1815	G407-S185	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shckhy	SH+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.
G407-E1911	G407-S210	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	shckhy	SH+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.
G407-E1978	G407-S223	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	shckhy	SH+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.
G407-E2018	G407-S235	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	shckhy	SH+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.
G407-E2212	G407-S271	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	shckhy	SH+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.
G407-E2229	G407-S274	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	shckhy	SH+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.
G407-E2260	G407-S279	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	shckhy	SH+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.
G407-E2306	G407-S288	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	shckhy	SH+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.
G407-E3099	G407-S478	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shckhy	SH+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.
G407-E3180	G407-S495	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shckhy	SH+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.
G407-E0146	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shcthaiin	SH+CH+T+AIIN	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Kennwert fest, entnimm den Kennwert und lege den Kennwert fest.
G407-E2417	G407-S316	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shcthey	SH+CH+T+E+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.
G407-E3553	G407-S580	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shcthey	SH+CH+T+E+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.
G407-E2116	G407-S253	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	shcthy	SH+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E2165	G407-S262	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	shcthy	SH+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E3585	G407-S593	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shcthy	SH+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E3593	G407-S593	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shcthy	SH+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E4568	G407-S714	f95v	HERBAL	F95V_WHOLE_PLANT	shcthy	SH+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein.
G407-E2988	G407-S449	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	sheckhal	SH+E+CH+K+AL	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte die Stationseinheit [wie zuvor], entnimm die Stationseinheit [wie zuvor] und führe die Stationseinheit [wie zuvor] zu; zur Zielstation; auf Grad I.
G407-E3563	G407-S583	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	sheckhdy	SH+E+CH+K+D_ADDR+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I; an der bezeichneten Stelle.
G407-E2481	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheckhedy	SH+E+CH+K+E+DY	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte die Stationseinheit [wie zuvor], entnimm die Stationseinheit [wie zuvor] und führe die Stationseinheit [wie zuvor] zu; auf Grad I und auf Grad I; schließe den Schritt.
G407-E2783	G407-S402	f81r	BIOLOGICAL	F81R_UPPER_POOL	sheckhedy	SH+E+CH+K+E+DY	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I und auf Grad I; schließe den Schritt.
G407-E1955	G407-S218	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	sheckhey	SH+E+CH+K+E+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I und auf Grad I.
G407-E2638	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheckhey	SH+E+CH+K+E+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I und auf Grad I.
G407-E2857	G407-S425	f81r	BIOLOGICAL	F81R_LOWER_POOL	sheckhy	SH+E+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E3205	G407-S499	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sheckhy	SH+E+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E3219	G407-S502	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sheckhy	SH+E+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E3560	G407-S583	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	sheckhy	SH+E+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E2863	G407-S426	f81r	BIOLOGICAL	F81R_LOWER_POOL	shecphy	SH+E+CH+P+Y	SH+CH+P	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und setze den Stationsposten ein; auf Grad I.
G407-E3523	G407-S576	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shecthedchy	SH+E+CH+T+CHD+Y	SH+CH+T+CHD	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten, stelle den Stationsposten ein und bearbeite den Stationsposten; auf Grad I.
G407-E3664	G407-S616	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shecthedy	SH+E+CH+T+E+D_ADDR+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I und auf Grad I; an der bezeichneten Stelle.
G407-E1670	G407-S126	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shecthy	SH+E+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.
G407-E2056	G407-S246	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shecthy	SH+E+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.
G407-E2247	G407-S278	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	shecthy	SH+E+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.
G407-E3590	G407-S593	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shecthy	SH+E+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.
G407-E3665	G407-S616	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shecthy	SH+E+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.
G407-E4493	G407-S698	f95v	HERBAL	F95V_WHOLE_PLANT	shekshey	SH+E+K+SH+E+Y	SH+K+SH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Pflanzenposten, gib den Pflanzenposten zu und halte den Pflanzenposten; auf Grad I und auf Grad I.
G407-E1112	G407-S057	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	shepchol	SH+E+P+CH+OL	SH+P+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Weiter halte den Positionsposten [wie zuvor], setze den Positionsposten [wie zuvor] ein und nimm den Positionsposten [wie zuvor] auf; auf Grad I.
G407-E1281	G407-S070	f72r	CELESTIAL	Tierkreis-Ringgruppe E	sheycthy	SH+E+Y+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Positionsposten [außen] und den Positionsposten [innen], nimm den Positionsposten [außen] und den Positionsposten [innen] auf und stelle den Positionsposten [außen] und den Positionsposten [innen] ein; auf Grad I.
G407-E3718	G407-S635	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	sheekchy	SH+EE+K+CH+Y	SH+K+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, führe den Stationsposten zu und entnimm den Stationsposten; auf Grad II.
G407-E3076	G407-S470	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	sshkchdy	SH+K+CHD+DY	SH+K+CHD	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten [wie zuvor], führe den Stationsposten [wie zuvor] zu und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.
G407-E3612	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shocphedy	SH+O+CH+P+E+DY	SH+CH+P	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; als Ausführung und auf Grad I; schließe den Schritt.
G407-E1342	G407-S074	f72r	CELESTIAL	Tierkreis-Ringgruppe G	shocthy	SH+O+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Positionsposten, nimm den Positionsposten auf und stelle den Positionsposten ein; als Ausführung.
G407-E1115	G407-S057	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	shopcho	SH+O+P+CH+O	SH+P+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte die Positionseinheit [wie zuvor], setze die Positionseinheit [wie zuvor] ein und nimm die Positionseinheit [wie zuvor] auf; als Ausführung und als Ausführung.
G407-E0162	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shokcheey	SH+OK+CH+EE+Y	SH+OK+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den laufenden Eintrag fest, trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; auf Grad II.
G407-E1028	G407-S052	f68r1	CELESTIAL	mehrteilige Sternstellentafel	shokchy	SH+OK+CH+Y	SH+OK+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Positionsposten, setze den Positionsposten und nimm den Positionsposten auf.
G407-E1037	G407-S052	f68r1	CELESTIAL	mehrteilige Sternstellentafel	tochso	T+O+CH+S+O	T+CH+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Stelle den Positionsposten [wie zuvor] ein, nimm den Positionsposten [wie zuvor] auf und wähle den Positionsposten [wie zuvor]; als Ausführung und als Ausführung.
G407-E4560	G407-S713	f95v	HERBAL	F95V_WHOLE_PLANT	tshes	T+SH+E+S	T+SH+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Stelle den Materialanteil [wie zuvor] ein, halte den Materialanteil [wie zuvor] und wähle den Materialanteil [wie zuvor]; auf Grad I.
G407-E0164	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	tshodeesy	T+SH+O+D_ADDR+EE+S+Y	T+SH+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Lege den laufenden Eintrag fest, halte den laufenden Eintrag fest und wähle den laufenden Eintrag; als Ausführung und auf Grad II; an der bezeichneten Stelle.
G407-E0804	G407-S039	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	ychocphy	Y+CH+O+CH+P+Y	CH+CH+P	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Pflanzenposten [außen] und den Pflanzenposten [innen], nimm den Pflanzenposten [außen] und den Pflanzenposten [innen] und setze den Pflanzenposten [außen] und den Pflanzenposten [innen] ein; als Ausführung.
G407-E1001	G407-S051	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ytalchos	Y+T+AL+CH+O+S	T+CH+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Stelle den Positionsposten ein, nimm den Positionsposten auf und wähle den Positionsposten; zur Zielposition; als Ausführung.
G407-E0966	G407-S048	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	T+P+CH	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	VISIBLE_SLOT_BOUNDARY_SPLITS_CHAIN	Stelle den Positionsposten [außen] und den Positionsposten [innen] ein, setze den Positionsposten [außen] und den Positionsposten [innen] ein und nimm den Positionsposten [außen] und den Positionsposten [innen] auf; als Ausführung, auf Grad I, als Ausführung und auf Grad I.
