model	grammar	paragraph	mention	form	axis	value	patient	patient_form	rule	debts	changed_fields	input_eligible	row_status
R	J	f22v|f22v.6-f22v.16	f22v.14:3	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	M	f22v|f22v.6-f22v.16	f22v.6:2	shy	moisture	wet	f22v.6:3	tchor	LOCAL_RIGHT			False	recorded
R	M	f22v|f22v.6-f22v.16	f22v.11:2	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	M	f22v|f22v.6-f22v.16	f22v.14:3	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	B	f22v|f22v.6-f22v.16	f22v.6:2	shy	moisture	wet	f22v.6:3	tchor	LOCAL_RIGHT			False	recorded
PR	B	f22v|f22v.6-f22v.16	f22v.11:2	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	B	f22v|f22v.6-f22v.16	f22v.14:3	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	J	f22v|f22v.6-f22v.16	f22v.6:2	shy	moisture	wet	f22v.6:3	tchor	LOCAL_RIGHT			False	recorded
PR	J	f22v|f22v.6-f22v.16	f22v.11:2	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	J	f22v|f22v.6-f22v.16	f22v.14:3	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	M	f22v|f22v.6-f22v.16	f22v.6:2	shy	moisture	wet	f22v.6:3	tchor	LOCAL_RIGHT			False	recorded
PR	M	f22v|f22v.6-f22v.16	f22v.11:2	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	M	f22v|f22v.6-f22v.16	f22v.14:3	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	B	f24r|f24r.1-f24r.20	f24r.2:5	oky	thermal	warm	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4		False	recorded
U	B	f24r|f24r.1-f24r.20	f24r.17:5	oky	thermal	warm	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4		False	recorded
U	J	f24r|f24r.1-f24r.20	f24r.2:5	oky	thermal	warm	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4		False	recorded
U	J	f24r|f24r.1-f24r.20	f24r.17:5	oky	thermal	warm	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4		False	recorded
U	M	f24r|f24r.1-f24r.20	f24r.2:5	oky	thermal	warm	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4		False	recorded
U	M	f24r|f24r.1-f24r.20	f24r.17:5	oky	thermal	warm	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4		False	recorded
P	B	f24r|f24r.1-f24r.20	f24r.2:5	oky	thermal	warm	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4		False	recorded
P	B	f24r|f24r.1-f24r.20	f24r.17:5	oky	thermal	warm	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4		False	recorded
P	J	f24r|f24r.1-f24r.20	f24r.2:5	oky	thermal	warm	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4		False	recorded
P	J	f24r|f24r.1-f24r.20	f24r.17:5	oky	thermal	warm	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4		False	recorded
P	M	f24r|f24r.1-f24r.20	f24r.2:5	oky	thermal	warm	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4		False	recorded
P	M	f24r|f24r.1-f24r.20	f24r.17:5	oky	thermal	warm	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4		False	recorded
R	B	f24r|f24r.1-f24r.20	f24r.2:5	oky	thermal	warm	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4		False	recorded
R	B	f24r|f24r.1-f24r.20	f24r.17:5	oky	thermal	warm	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4		False	recorded
R	J	f24r|f24r.1-f24r.20	f24r.2:5	oky	thermal	warm	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4		False	recorded
R	J	f24r|f24r.1-f24r.20	f24r.17:5	oky	thermal	warm	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4		False	recorded
R	M	f24r|f24r.1-f24r.20	f24r.2:5	oky	thermal	warm	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4		False	recorded
R	M	f24r|f24r.1-f24r.20	f24r.17:5	oky	thermal	warm	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4		False	recorded
PR	B	f24r|f24r.1-f24r.20	f24r.2:5	oky	thermal	warm	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4		False	recorded
PR	B	f24r|f24r.1-f24r.20	f24r.17:5	oky	thermal	warm	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4		False	recorded
PR	J	f24r|f24r.1-f24r.20	f24r.2:5	oky	thermal	warm	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4		False	recorded
PR	J	f24r|f24r.1-f24r.20	f24r.17:5	oky	thermal	warm	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4		False	recorded
PR	M	f24r|f24r.1-f24r.20	f24r.2:5	oky	thermal	warm	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4		False	recorded
PR	M	f24r|f24r.1-f24r.20	f24r.17:5	oky	thermal	warm	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4		False	recorded
U	B	f45v|f45v.5-f45v.11	f45v.5:5	oty	thermal	cold	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3		False	recorded
U	B	f45v|f45v.5-f45v.11	f45v.10:3	oky	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	J	f45v|f45v.5-f45v.11	f45v.5:5	oty	thermal	cold	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3		False	recorded
U	J	f45v|f45v.5-f45v.11	f45v.10:3	oky	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	M	f45v|f45v.5-f45v.11	f45v.5:5	oty	thermal	cold	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3		False	recorded
U	M	f45v|f45v.5-f45v.11	f45v.10:3	oky	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	B	f45v|f45v.5-f45v.11	f45v.5:5	oty	thermal	cold	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3		False	recorded
P	B	f45v|f45v.5-f45v.11	f45v.10:3	oky	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	J	f45v|f45v.5-f45v.11	f45v.5:5	oty	thermal	cold	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3		False	recorded
P	J	f45v|f45v.5-f45v.11	f45v.10:3	oky	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	M	f45v|f45v.5-f45v.11	f45v.5:5	oty	thermal	cold	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3		False	recorded
P	M	f45v|f45v.5-f45v.11	f45v.10:3	oky	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	B	f45v|f45v.5-f45v.11	f45v.5:5	oty	thermal	cold	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3		False	recorded
R	B	f45v|f45v.5-f45v.11	f45v.10:3	oky	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	J	f45v|f45v.5-f45v.11	f45v.5:5	oty	thermal	cold	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3		False	recorded
R	J	f45v|f45v.5-f45v.11	f45v.10:3	oky	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	M	f45v|f45v.5-f45v.11	f45v.5:5	oty	thermal	cold	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3		False	recorded
R	M	f45v|f45v.5-f45v.11	f45v.10:3	oky	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	B	f45v|f45v.5-f45v.11	f45v.5:5	oty	thermal	cold	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3		False	recorded
PR	B	f45v|f45v.5-f45v.11	f45v.10:3	oky	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	J	f45v|f45v.5-f45v.11	f45v.5:5	oty	thermal	cold	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3		False	recorded
PR	J	f45v|f45v.5-f45v.11	f45v.10:3	oky	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	M	f45v|f45v.5-f45v.11	f45v.5:5	oty	thermal	cold	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3		False	recorded
PR	M	f45v|f45v.5-f45v.11	f45v.10:3	oky	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	B	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
U	B	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
U	J	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
U	J	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
U	M	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
U	M	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
P	B	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
P	B	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
P	J	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
P	J	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
P	M	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
P	M	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
R	B	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
R	B	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
R	J	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
R	J	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
R	M	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
R	M	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
PR	B	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
PR	B	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
PR	J	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
PR	J	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
PR	M	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
PR	M	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	thermal	cold	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5		False	recorded
U	B	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	shor	LOCAL_LEFT			False	recorded
U	B	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	tchor	LOCAL_LEFT			False	recorded
U	B	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	J	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	shor	LOCAL_LEFT			False	recorded
U	J	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	tchor	LOCAL_LEFT			False	recorded
U	J	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	M	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	shor	LOCAL_LEFT			False	recorded
U	M	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	tchor	LOCAL_LEFT			False	recorded
U	M	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	B	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	shor	LOCAL_LEFT			False	recorded
P	B	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	tchor	LOCAL_LEFT			False	recorded
P	B	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	J	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	shor	LOCAL_LEFT			False	recorded
P	J	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	tchor	LOCAL_LEFT			False	recorded
P	J	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	M	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	shor	LOCAL_LEFT			False	recorded
P	M	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	tchor	LOCAL_LEFT			False	recorded
P	M	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	B	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	shor	LOCAL_LEFT			False	recorded
R	B	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	tchor	LOCAL_LEFT			False	recorded
