unified_serial	page	reading_unit_id	source_group_id	visible_owner	visible_surface	atom_sequence	card_reading_de	teaching_layer	lookup_mode	concrete_noun_source
131	f81v	B1-S007	E131	B1	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
132	f81v	B1-S008	E132	B1	chey	Y	dieser Posten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
133	f81v	B1-S008	E133	B1	ol	OL	fortsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
134	f81v	B1-S008	E134	B1	cheky	CHK+E+Y	kurz wärmen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
135	f81v	B1-S008	E135	B1	ol	OL	fortsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
136	f81v	B1-S008	E136	B1	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
137	f81v	B1-S009	E137	B1	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
138	f81v	B1-S010	E138	B1	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
139	f81v	B1-S011	E139	B1	chckhy	CKH+Y	durchleiten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
140	f81v	B1-S011	E140	B1	qoky	OK+Y	aktuellen Posten ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
141	f81v	B1-S012	E141	B1	lsho	WASH+START	Waschgang beginnen	LEARNED_NOMENCLATOR	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	VISIBLE_OWNER_OR_RECORD_MEMORY
142	f81v	B1-S012	E142	B1	qokey	OK+E+Y	kurz ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
143	f81v	B1-S012	E143	B1	lshedy	WASH+CLOSE	waschen; Schluss	LEARNED_NOMENCLATOR	COMPOSED_LEARNED_PROSE_BODY	VISIBLE_OWNER_OR_RECORD_MEMORY
144	f81v	B1-S013	E144	B1	lshedy	WASH+CLOSE	waschen; Schluss	LEARNED_NOMENCLATOR	COMPOSED_LEARNED_PROSE_BODY	VISIBLE_OWNER_OR_RECORD_MEMORY
145	f81v	B1-S014	E145	B1	chedy	CHD+Y	laufenden Posten umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
146	f81v	B1-S014	E146	B1	qolky	OL	auf dem Arbeitsweg weiterleiten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
147	f81v	B1-S014	E147	B1	lchedal	L+CHD+AL	zur Ablaufstelle führen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
148	f81v	B1-S014	E148	B1	qol	OL	fortsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
149	f81v	B1-S014	E149	B1	otar	OT+AR	danach von dort	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
150	f81v	B1-S015	E150	B1	ytey	Y+E+TY	kurzen Teil des aktuellen Postens nehmen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
151	f81v	B1-S015	E151	B1	okchedy	OK+CHD+CLOSE	angesetzten Inhalt überführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
152	f81v	B1-S016	E152	B1	qokal	OK+AL	dort ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
153	f81v	B1-S016	E153	B1	okeey	OK+EE+Y	länger ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
154	f81v	B1-S016	E154	B1	qol	OL	fortsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
155	f81v	B1-S016	E155	B1	cheedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
156	f81v	B1-S017	E156	B1	sal	AL	dorthin	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
157	f81v	B1-S017	E157	B1	teol	E+OL	kurz weiterleiten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
158	f81v	B1-S017	E158	B1	dchdy	CHD+CLOSE	weitergeführten Posten überführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
159	f81v	B1-S018	E159	B1	ly	L+Y	aktuellen Posten abführen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
160	f81v	B1-S018	E160	B1	dsheol	SH+E+OL	kurz weiter ruhen lassen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
161	f81v	B1-S018	E161	B1	oiiin	IIN	Sollstufe	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
162	f81v	B1-S018	E162	B1	olkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
163	f81v	B1-S019	E163	B1	tedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
164	f81v	B1-S020	E164	B1	cheky	CHK+E+Y	kurz wärmen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
165	f81v	B1-S020	E165	B1	shckhedy	CKHE+CLOSE	seihen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
166	f81v	B1-S021	E166	B1	chal	AL	dorthin	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
167	f82r	B2-S001	E167	B2	dchedy	CHD+CLOSE	Posten überführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
168	f82r	B2-S002	E168	B2	qolchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
169	f82r	B2-S003	E169	B2	qokain	OK+AIN	eine Portion zugeben	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
170	f82r	B2-S003	E170	B2	dy	Y	dieser Posten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
171	f82r	B2-S003	E171	B2	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
172	f82r	B2-S004	E172	B2	qokal	OK+AL	dort ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
173	f82r	B2-S004	E173	B2	lcheckhy	L+CKH+Y	Ausgangsdurchlass	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
174	f82r	B2-S004	E174	B2	lched	L+CHD	abführen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
175	f82r	B2-S004	E175	B2	qokeey	OK+EE+Y	länger ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
176	f82r	B2-S004	E176	B2	lcheckhedy	L+CKHE+CLOSE	abseihen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
177	f82r	B2-S005	E177	B2	qokaly	OK+AL+Y	dies dort ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
178	f82r	B2-S005	E178	B2	solkaiin	SOLK+AIIN	bis Sollmass sammeln	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
179	f82r	B2-S005	E179	B2	chckhy	CKH+Y	durchleiten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
180	f82r	B2-S005	E180	B2	qokaiin	OK+AIIN	auf Sollmaß einstellen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
181	f82r	B2-S005	E181	B2	qokaiin	OK+AIIN	auf Sollmaß einstellen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
182	f82r	B2-S005	E182	B2	octheol	CTH+OL	bereitgestellten Gang fortsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
183	f82r	B2-S005	E183	B2	chkeey	CHK+EE+Y	diesen Posten länger warm halten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
184	f82r	B2-S005	E184	B2	ldy	L+CLOSE	abziehen; Ende	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
185	f82r	B2-S006	E185	B2	oteey	OT+EE+Y	langer Folgeposten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
186	f82r	B2-S006	E186	B2	qokal	OK+AL	dort ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
187	f82r	B2-S006	E187	B2	sheckhy	CKH+E+Y	kurz durchleiten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
188	f82r	B2-S006	E188	B2	qoky	OK+Y	aktuellen Posten ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
189	f82r	B2-S007	E189	B2	dshedy	SHED+E+CLOSE	kurz absetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
190	f82r	B2-S008	E190	B2	sotaiin	OT+AIIN	Folgemaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
191	f82r	B2-S008	E191	B2	qokar	OK+AR	daraus ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
192	f82r	B2-S008	E192	B2	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
193	f82r	B2-S009	E193	B2	solshedy	OL+SHED+CLOSE	weiter absetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
194	f82r	B2-S010	E194	B2	qokeey	OK+EE+Y	länger ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
195	f82r	B2-S010	E195	B2	qoky	OK+Y	aktuellen Posten ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
196	f82r	B2-S010	E196	B2	ls	L	Durchlassöffnung	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
197	f82r	B2-S010	E197	B2	cheey	CHEEY	klarer Auszug	POCKET_CORE_CARD	CROSS_REGISTER_CHEEY_WET_RESULT	VISIBLE_OWNER_OR_RECORD_MEMORY
198	f82r	B2-S011	E198	B2	okain	OK+AIN	eine Portion zugeben	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
199	f82r	B2-S011	E199	B2	char	AR	aus dem Ansatz	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
200	f82r	B2-S011	E200	B2	okain	OK+AIN	eine Portion zugeben	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
201	f82r	B2-S011	E201	B2	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
202	f82r	B2-S012	E202	B2	lchy	L+Y	abziehen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
203	f82r	B2-S012	E203	B2	cheey	CHEEY	klarer Auszug	POCKET_CORE_CARD	CROSS_REGISTER_CHEEY_WET_RESULT	VISIBLE_OWNER_OR_RECORD_MEMORY
204	f82r	B2-S012	E204	B2	qcthey	CTH+E+Y	kurz bereithalten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
205	f82r	B2-S012	E205	B2	qokeey	OK+EE+Y	länger ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
206	f82r	B2-S012	E206	B2	lcheey	L+CHEEY	Klarlauf abfuehren	POCKET_CORE_CARD	CROSS_REGISTER_CHEEY_WET_RESULT	VISIBLE_OWNER_OR_RECORD_MEMORY
207	f82r	B2-S012	E207	B2	daiin	AIIN	Sollmaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
208	f82r	B2-S012	E208	B2	chey	Y	dieser Posten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
209	f82r	B2-S012	E209	B2	qokeeedy	OK+EEE+CLOSE	vollständig ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
210	f82r	B2-S013	E210	B2	lchedy	L+CHD+CLOSE	abführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
211	f82r	B2-S014	E211	B2	lar	L+AR	von dort abfuehren	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
212	f82r	B2-S015	E212	B2	tshey	CHEEY	Klarlauf zugeben	POCKET_CORE_CARD	CROSS_REGISTER_CHEEY_WET_RESULT	VISIBLE_OWNER_OR_RECORD_MEMORY
213	f82r	B2-S015	E213	B2	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
214	f82r	B2-S016	E214	B2	cheal	AL	dorthin	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
215	f82r	B2-S016	E215	B2	lchedar	L+CHD+AR	von dort abführen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
216	f82r	B2-S016	E216	B2	ches	PARTITION	teilen	LEARNED_NOMENCLATOR	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	VISIBLE_OWNER_OR_RECORD_MEMORY
217	f82r	B2-S016	E217	B2	aiin	AIIN	Sollmaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
218	f82r	B2-S016	E218	B2	oteey	OT+EE+Y	langer Folgeposten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
219	f82r	B2-S016	E219	B2	qokaiin	OK+AIIN	auf Sollmaß einstellen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
220	f82r	B2-S016	E220	B2	okey	OK+E+Y	kurz ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
221	f82r	B2-S016	E221	B2	pchedy	P+CHD+CLOSE	einführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
222	f82r	B2-S017	E222	B2	rsheal	SH+E+AL	kurz am Ziel ruhen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
223	f82r	B2-S017	E223	B2	daldy	AL+CLOSE	Nebenoeffnung; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
224	f82r	B2-S018	E224	B2	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
225	f82r	B2-S019	E225	B2	rshedy	WASH+CLOSE	Waschgang abschließen	LEARNED_NOMENCLATOR	COMPOSED_LEARNED_PROSE_BODY	VISIBLE_OWNER_OR_RECORD_MEMORY
226	f82r	B2-S020	E226	B2	qoteedy	OT+EE+CLOSE	lange Folge; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
227	f82r	B2-S021	E227	B2	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
228	f82r	B2-S022	E228	B2	lochedy	L+CHD+CLOSE	Rest abfuehren; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
229	f83r	B3-S001	E229	B3	olkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
230	f83r	B3-S002	E230	B3	qotal	OT+AL	danach dorthin	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
231	f83r	B3-S002	E231	B3	chkeedy	CHK+EE+CLOSE	länger wärmen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
232	f83r	B3-S003	E232	B3	chey	Y	dieser Posten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
233	f83r	B3-S003	E233	B3	daiin	AIIN	Sollmaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
234	f83r	B3-S003	E234	B3	chey	Y	dieser Posten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
235	f83r	B3-S003	E235	B3	lchedy	L+CHD+CLOSE	abführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
236	f83r	B3-S004	E236	B3	qokaiin	OK+AIIN	auf Sollmaß einstellen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
237	f83r	B3-S004	E237	B3	qotal	OT+AL	danach dorthin	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
238	f83r	B3-S004	E238	B3	dar	AR	aus dem Ansatz	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
239	f83r	B3-S005	E239	B3	schedy	CHD+CLOSE	Posten überführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
240	f83r	B3-S006	E240	B3	chedchy	CHD+Y	diesen Posten überführen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
241	f83r	B3-S006	E241	B3	qokal	OK+AL	dort ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
242	f83r	B3-S006	E242	B3	olchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
243	f83r	B3-S007	E243	B3	qokaiin	OK+AIIN	auf Sollmaß einstellen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
244	f83r	B3-S007	E244	B3	chedy	CHD+Y	laufenden Posten umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
245	f83r	B3-S007	E245	B3	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
246	f83r	B3-S008	E246	B3	lchedy	L+CHD+CLOSE	abführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
247	f83r	B3-S009	E247	B3	qoky	OK+Y	aktuellen Posten ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
248	f83r	B3-S010	E248	B3	pchedal	P+CHD+AL	Einlass	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
249	f83r	B3-S010	E249	B3	otedy	OT+E+CLOSE	kurze Folge; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
250	f83r	B3-S011	E250	B3	shecthedchy	CTH+CHD+Y	bereiten Posten umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
251	f83r	B3-S011	E251	B3	qoky	OK+Y	aktuellen Posten ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
252	f83r	B3-S011	E252	B3	chedy	CHD+Y	laufenden Posten umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
253	f83r	B3-S011	E253	B3	chary	AR+Y	aus diesem Posten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
254	f83r	B3-S012	E254	B3	sor	OR	Ansatz	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
255	f83r	B3-S012	E255	B3	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
256	f83r	B3-S013	E256	B3	qokaiin	OK+AIIN	auf Sollmaß einstellen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
257	f83r	B3-S013	E257	B3	chkain	AIN	eine Portion	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
