unit_order	page	unit_id	unit_kind	owner_or_namespace	group_count	surface_sequence	atom_sequence	card_by_card_reading_de	fluent_working_reading_de	fully_memory_expanded_reading_de	dependencies_beyond_atomic_roots	pocket_sequence_readable	fluent_content_source	sentence_ends_at_physical_line
51	f82r	B2-S011	PROSE_STATEMENT	der mittleren rechten Station	4	okain char okain qokeedy	OK+AIN | AR | OK+AIN | OK+EE+CLOSE	eine Portion zugeben; aus dem Ansatz; eine Portion zugeben; länger ansetzen; Schluss	[[LOKALER BESITZER: ungelöste mittlere rechte Linie-/Liegepodeststation]] Gib einen abgemessenen Anteil in das Gefäß. Daraus, aus demselben Ansatz. Gib einen abgemessenen Anteil in das Gefäß. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	Der Text gehört zu der mittleren rechten Station; der laufende Gegenstand ist Arbeitsposten B2-3; die geltende Zieladresse ist Zielstelle B2-9; ‚das Vorige‘ bezeichnet Vorposten B2-1. [[LOKALER BESITZER: ungelöste mittlere rechte Linie-/Liegepodeststation]] Gib einen abgemessenen Anteil in das Gefäß. Daraus, aus demselben Ansatz. Gib einen abgemessenen Anteil in das Gefäß. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
52	f82r	B2-S012	PROSE_STATEMENT	dem unteren grünen Mehrfigurenbecken	8	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	L+Y | CHEEY | CTH+E+Y | OK+EE+Y | L+CHEEY | AIIN | Y | OK+EEE+CLOSE	abziehen; klarer Auszug; kurz bereithalten; länger ansetzen; Klarlauf abfuehren; Sollmaß; dieser Posten; vollständig ansetzen; Schluss	[[LOKALER BESITZER: ungelöste mittlere rechte Linie-/Liegepodeststation]] Ziehe die klare Flüssigkeit ab. [[STATIONSWECHSEL: ungelöste mittlere rechte Linie-/Liegepodeststation -> unteres grünes Mehrfigurenfeld; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Den örtlichen Prüfzustand der Charge feststellen. Unter derselben Einstellung. Die Charge für den vorgesehenen Gebrauch temperieren. Der benetzte Körperbereich. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Benetze den bezeichneten Körperbereich vollständig und beende den Schritt.	Der Text gehört zu dem unteren grünen Mehrfigurenbecken; der laufende Gegenstand ist Arbeitsposten B2-3; die geltende Zieladresse ist Zielstelle B2-9; ‚das Vorige‘ bezeichnet Vorposten B2-1. [[LOKALER BESITZER: ungelöste mittlere rechte Linie-/Liegepodeststation]] Ziehe die klare Flüssigkeit ab. [[STATIONSWECHSEL: ungelöste mittlere rechte Linie-/Liegepodeststation -> unteres grünes Mehrfigurenfeld; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Den örtlichen Prüfzustand der Charge feststellen. Unter derselben Einstellung. Die Charge für den vorgesehenen Gebrauch temperieren. Der benetzte Körperbereich. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Benetze den bezeichneten Körperbereich vollständig und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|POCKET_CORE_CARD|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
53	f82r	B2-S013	PROSE_STATEMENT	dem unteren grünen Mehrfigurenbecken	1	lchedy	L+CHD+CLOSE	abführen; Schluss	[[LOKALER BESITZER: unteres grünes Mehrfigurenfeld]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	Der Text gehört zu dem unteren grünen Mehrfigurenbecken; der laufende Gegenstand ist Arbeitsposten B2-3; die geltende Zieladresse ist Zielstelle B2-9; ‚das Vorige‘ bezeichnet Vorposten B2-1. [[LOKALER BESITZER: unteres grünes Mehrfigurenfeld]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
54	f82r	B2-S014	PROSE_STATEMENT	dem unteren grünen Mehrfigurenbecken	1	lar	L+AR	von dort abfuehren	[[LOKALER BESITZER: unteres grünes Mehrfigurenfeld]] Schließe den unteren Ablauf.	Der Text gehört zu dem unteren grünen Mehrfigurenbecken; der laufende Gegenstand ist Arbeitsposten B2-3; die geltende Zieladresse ist Zielstelle B2-9; ‚das Vorige‘ bezeichnet Vorposten B2-1. [[LOKALER BESITZER: unteres grünes Mehrfigurenfeld]] Schließe den unteren Ablauf.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
55	f82r	B2-S015	PROSE_STATEMENT	den Randstationen des unteren Beckens	2	tshey qokeedy	CHEEY | OK+EE+CLOSE	Klarlauf zugeben; länger ansetzen; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Beginne die Spülung. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	Der Text gehört zu den Randstationen des unteren Beckens; der laufende Gegenstand ist Arbeitsposten B2-3; die geltende Zieladresse ist Zielstelle B2-10; ‚das Vorige‘ bezeichnet Vorposten B2-1. [[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Beginne die Spülung. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|POCKET_CORE_CARD|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
56	f82r	B2-S016	PROSE_STATEMENT	den Randstationen des unteren Beckens	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	AL | L+CHD+AR | PARTITION | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+CLOSE	dorthin; von dort abführen; teilen; Sollmaß; langer Folgeposten; auf Sollmaß einstellen; kurz ansetzen; einführen; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Den aktiven Posten an der örtlich bezeichneten Station führen. Kühles Wasser. Zu gleichen Anteilen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Warmes Wasser. Ziehe es ab und beende den Schritt.	Der Text gehört zu den Randstationen des unteren Beckens; der laufende Gegenstand ist Arbeitsposten B2-4; die geltende Zieladresse ist Zielstelle B2-11; ‚das Vorige‘ bezeichnet Vorposten B2-3. [[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Den aktiven Posten an der örtlich bezeichneten Station führen. Kühles Wasser. Zu gleichen Anteilen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Warmes Wasser. Ziehe es ab und beende den Schritt.	LEARNED_NOMENCLATOR|OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
57	f82r	B2-S017	PROSE_STATEMENT	den Randstationen des unteren Beckens	2	rsheal daldy	SH+E+AL | AL+CLOSE	kurz am Ziel ruhen; Nebenoeffnung; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Gieße das erwärmte Wasser ein. Wiederhole es an der zweiten Öffnung und beende den Schritt.	Der Text gehört zu den Randstationen des unteren Beckens; der laufende Gegenstand ist Arbeitsposten B2-4; die geltende Zieladresse ist Zielstelle B2-11; ‚das Vorige‘ bezeichnet Vorposten B2-3. [[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Gieße das erwärmte Wasser ein. Wiederhole es an der zweiten Öffnung und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
58	f82r	B2-S018	PROSE_STATEMENT	den Randstationen des unteren Beckens	1	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	Der Text gehört zu den Randstationen des unteren Beckens; der laufende Gegenstand ist Arbeitsposten B2-4; die geltende Zieladresse ist Zielstelle B2-12; ‚das Vorige‘ bezeichnet Vorposten B2-3. [[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
59	f82r	B2-S019	PROSE_STATEMENT	den Randstationen des unteren Beckens	1	rshedy	WASH+CLOSE	Waschgang abschließen	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Verwende den Anteil als örtliche Waschung und beende den Schritt.	Der Text gehört zu den Randstationen des unteren Beckens; der laufende Gegenstand ist Arbeitsposten B2-4; die geltende Zieladresse ist Zielstelle B2-12; ‚das Vorige‘ bezeichnet Vorposten B2-3. [[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Verwende den Anteil als örtliche Waschung und beende den Schritt.	LEARNED_NOMENCLATOR|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
60	f82r	B2-S020	PROSE_STATEMENT	den Randstationen des unteren Beckens	1	qoteedy	OT+EE+CLOSE	lange Folge; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	Der Text gehört zu den Randstationen des unteren Beckens; der laufende Gegenstand ist Arbeitsposten B2-4; die geltende Zieladresse ist Zielstelle B2-12; ‚das Vorige‘ bezeichnet Vorposten B2-3. [[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
61	f82r	B2-S021	PROSE_STATEMENT	den Randstationen des unteren Beckens	1	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	Der Text gehört zu den Randstationen des unteren Beckens; der laufende Gegenstand ist Arbeitsposten B2-4; die geltende Zieladresse ist Zielstelle B2-12; ‚das Vorige‘ bezeichnet Vorposten B2-3. [[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
62	f82r	B2-S022	PROSE_STATEMENT	den Randstationen des unteren Beckens	1	lochedy	L+CHD+CLOSE	Rest abfuehren; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Mische zu gleichen Teilen und beende den Schritt.	Der Text gehört zu den Randstationen des unteren Beckens; der laufende Gegenstand ist Arbeitsposten B2-4; die geltende Zieladresse ist Zielstelle B2-12; ‚das Vorige‘ bezeichnet Vorposten B2-3. [[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Mische zu gleichen Teilen und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
63	f83r	B3-S001	PROSE_STATEMENT	der oberen offenen Fächerstation	1	olkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Lasse die Flüssigkeit sich setzen und beende den Schritt.	Der Text gehört zu der oberen offenen Fächerstation; der laufende Gegenstand ist Arbeitsposten B3-1. [[LOKALER BESITZER: obere offene Fächer-Randstation]] Lasse die Flüssigkeit sich setzen und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
64	f83r	B3-S002	PROSE_STATEMENT	der oberen offenen Fächerstation	2	qotal chkeedy	OT+AL | CHK+EE+CLOSE	danach dorthin; länger wärmen; Schluss	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Zum unteren Ablauf hin. Benetze den bezeichneten Bereich vollständig und beende den Schritt.	Der Text gehört zu der oberen offenen Fächerstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-1. [[LOKALER BESITZER: obere offene Fächer-Randstation]] Zum unteren Ablauf hin. Benetze den bezeichneten Bereich vollständig und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
65	f83r	B3-S003	PROSE_STATEMENT	der oberen offenen Fächerstation	4	chey daiin chey lchedy	Y | AIIN | Y | L+CHD+CLOSE	dieser Posten; Sollmaß; dieser Posten; abführen; Schluss	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	Der Text gehört zu der oberen offenen Fächerstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-1. [[LOKALER BESITZER: obere offene Fächer-Randstation]] Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
66	f83r	B3-S004	PROSE_STATEMENT	der oberen offenen Fächerstation	3	qokaiin qotal dar	OK+AIIN | OT+AL | AR	auf Sollmaß einstellen; danach dorthin; aus dem Ansatz	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Zum unteren Ablauf hin. Daraus, aus demselben Ansatz.	Der Text gehört zu der oberen offenen Fächerstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-1. [[LOKALER BESITZER: obere offene Fächer-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Zum unteren Ablauf hin. Daraus, aus demselben Ansatz.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
67	f83r	B3-S005	PROSE_STATEMENT	der mittleren runden Gefäßstation	1	schedy	CHD+CLOSE	Posten überführen; Schluss	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	Der Text gehört zu der mittleren runden Gefäßstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-2. [[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
68	f83r	B3-S006	PROSE_STATEMENT	der mittleren runden Gefäßstation	3	chedchy qokal olchedy	CHD+Y | OK+AL | OL+CHD+CLOSE	diesen Posten überführen; dort ansetzen; weiterüberführen; Schluss	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Gieße das erwärmte Wasser ein. Den aktiven Posten an der örtlich bezeichneten Station führen. Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	Der Text gehört zu der mittleren runden Gefäßstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-3; ‚das Vorige‘ bezeichnet Vorposten B3-2. [[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Gieße das erwärmte Wasser ein. Den aktiven Posten an der örtlich bezeichneten Station führen. Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
69	f83r	B3-S007	PROSE_STATEMENT	der mittleren runden Gefäßstation	3	qokaiin chedy qokeedy	OK+AIIN | CHD+Y | OK+EE+CLOSE	auf Sollmaß einstellen; laufenden Posten umsetzen; länger ansetzen; Schluss	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Rühre, bis alles gleichmäßig vermischt ist. Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	Der Text gehört zu der mittleren runden Gefäßstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-4; ‚das Vorige‘ bezeichnet Vorposten B3-2. [[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Rühre, bis alles gleichmäßig vermischt ist. Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
70	f83r	B3-S008	PROSE_STATEMENT	der mittleren runden Gefäßstation	1	lchedy	L+CHD+CLOSE	abführen; Schluss	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	Der Text gehört zu der mittleren runden Gefäßstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-4; ‚das Vorige‘ bezeichnet Vorposten B3-2. [[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
71	f83r	B3-S009	PROSE_STATEMENT	der mittleren runden Gefäßstation	1	qoky	OK+Y	aktuellen Posten ansetzen	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen.	Der Text gehört zu der mittleren runden Gefäßstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-4; ‚das Vorige‘ bezeichnet Vorposten B3-2. [[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
72	f83r	B3-S010	PROSE_STATEMENT	der unteren korbförmigen Gefäßstation	2	pchedal otedy	P+CHD+AL | OT+E+CLOSE	Einlass; kurze Folge; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Fülle danach das Gefäß. Lasse es bis zur Klarheit ziehen und beende den Schritt.	Der Text gehört zu der unteren korbförmigen Gefäßstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-4; ‚das Vorige‘ bezeichnet Vorposten B3-2. [[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Fülle danach das Gefäß. Lasse es bis zur Klarheit ziehen und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
73	f83r	B3-S011	PROSE_STATEMENT	der unteren korbförmigen Gefäßstation	4	shecthedchy qoky chedy chary	CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	bereiten Posten umsetzen; aktuellen Posten ansetzen; laufenden Posten umsetzen; aus diesem Posten	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Wende es an der markierten Stelle an. Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Rühre, bis alles gleichmäßig vermischt ist. Und lasse es abkühlen.	Der Text gehört zu der unteren korbförmigen Gefäßstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-4; ‚das Vorige‘ bezeichnet Vorposten B3-2. [[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Wende es an der markierten Stelle an. Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Rühre, bis alles gleichmäßig vermischt ist. Und lasse es abkühlen.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
74	f83r	B3-S012	PROSE_STATEMENT	der unteren korbförmigen Gefäßstation	2	sor shedy	OR | SHED+E+CLOSE	Ansatz; kurz absetzen lassen; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	Der Text gehört zu der unteren korbförmigen Gefäßstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-5; ‚das Vorige‘ bezeichnet Vorposten B3-2. [[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
75	f83r	B3-S013	PROSE_STATEMENT	der unteren korbförmigen Gefäßstation	4	qokaiin chkain shcthey qokedy	OK+AIIN | AIN | CTH+E+Y | OK+E+CLOSE	auf Sollmaß einstellen; eine Portion; kurz bereithalten; kurz ansetzen; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ein abgemessener Anteil. Unter derselben Einstellung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	Der Text gehört zu der unteren korbförmigen Gefäßstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-5; ‚das Vorige‘ bezeichnet Vorposten B3-2. [[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ein abgemessener Anteil. Unter derselben Einstellung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
76	f83r	B3-S014	PROSE_STATEMENT	der unteren korbförmigen Gefäßstation	2	okair sheedy	OK+AIR | SHED+EE+CLOSE	Wasser einlassen; länger absetzen; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Öffne danach den oberen Lauf. Wasche einmal und beende den Schritt.	Der Text gehört zu der unteren korbförmigen Gefäßstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-6; ‚das Vorige‘ bezeichnet Vorposten B3-2. [[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Öffne danach den oberen Lauf. Wasche einmal und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
77	f83r	B3-S015	PROSE_STATEMENT	der unteren korbförmigen Gefäßstation	1	lchedy	L+CHD+CLOSE	abführen; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	Der Text gehört zu der unteren korbförmigen Gefäßstation; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-7; ‚das Vorige‘ bezeichnet Vorposten B3-2. [[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
78	f83r	B3-S016	PROSE_STATEMENT	der Lücke zwischen Randstation und Hauptbogen	2	lo qokchedy	L | OK+CHD+CLOSE	abfuehren; angesetzten Inhalt überführen; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Schließe den unteren Ablauf. [[STATIONSWECHSEL: untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Lasse es abkühlen und beende den Schritt.	Der Text gehört zu der Lücke zwischen Randstation und Hauptbogen; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-7; ‚das Vorige‘ bezeichnet Vorposten B3-2. [[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Schließe den unteren Ablauf. [[STATIONSWECHSEL: untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Lasse es abkühlen und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
79	f83r	B3-S017	PROSE_STATEMENT	der Lücke zwischen Randstation und Hauptbogen	1	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	Der Text gehört zu der Lücke zwischen Randstation und Hauptbogen; der laufende Gegenstand ist Arbeitsposten B3-1; die geltende Zieladresse ist Zielstelle B3-8; ‚das Vorige‘ bezeichnet Vorposten B3-2. [[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
