model	grammar	paragraph	mention	form	patient	patient_form	rule	debts	input_eligible	changed_fields	row_status
U	J	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
U	J	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
U	M	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
U	M	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
A	B	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
A	B	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
A	J	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
A	J	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
A	M	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
A	M	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
N	B	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
N	B	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
N	J	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
N	J	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
N	M	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
N	M	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
U	B	f93r|f93r.1-f93r.32	f93r.7:2	shol	f93r.7:1	shor	LOCAL_LEFT		False		recorded
U	B	f93r|f93r.1-f93r.32	f93r.19:2	shol	f93r.19:1	tchor	LOCAL_LEFT		False		recorded
U	B	f93r|f93r.1-f93r.32	f93r.21:2	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	J	f93r|f93r.1-f93r.32	f93r.7:2	shol	f93r.7:1	shor	LOCAL_LEFT		False		recorded
U	J	f93r|f93r.1-f93r.32	f93r.19:2	shol	f93r.19:1	tchor	LOCAL_LEFT		False		recorded
U	J	f93r|f93r.1-f93r.32	f93r.21:2	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	M	f93r|f93r.1-f93r.32	f93r.7:2	shol	f93r.7:1	shor	LOCAL_LEFT		False		recorded
U	M	f93r|f93r.1-f93r.32	f93r.19:2	shol	f93r.19:1	tchor	LOCAL_LEFT		False		recorded
U	M	f93r|f93r.1-f93r.32	f93r.21:2	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	B	f93r|f93r.1-f93r.32	f93r.7:2	shol	f93r.7:1	shor	LOCAL_LEFT		False		recorded
A	B	f93r|f93r.1-f93r.32	f93r.19:2	shol	f93r.19:1	tchor	LOCAL_LEFT		False		recorded
A	B	f93r|f93r.1-f93r.32	f93r.21:2	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	J	f93r|f93r.1-f93r.32	f93r.7:2	shol	f93r.7:1	shor	LOCAL_LEFT		False		recorded
A	J	f93r|f93r.1-f93r.32	f93r.19:2	shol	f93r.19:1	tchor	LOCAL_LEFT		False		recorded
A	J	f93r|f93r.1-f93r.32	f93r.21:2	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	M	f93r|f93r.1-f93r.32	f93r.7:2	shol	f93r.7:1	shor	LOCAL_LEFT		False		recorded
A	M	f93r|f93r.1-f93r.32	f93r.19:2	shol	f93r.19:1	tchor	LOCAL_LEFT		False		recorded
A	M	f93r|f93r.1-f93r.32	f93r.21:2	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	B	f93r|f93r.1-f93r.32	f93r.7:2	shol	f93r.7:1	shor	LOCAL_LEFT		False		recorded
N	B	f93r|f93r.1-f93r.32	f93r.19:2	shol	f93r.19:1	tchor	LOCAL_LEFT		False		recorded
N	B	f93r|f93r.1-f93r.32	f93r.21:2	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	J	f93r|f93r.1-f93r.32	f93r.7:2	shol	f93r.7:1	shor	LOCAL_LEFT		False		recorded
N	J	f93r|f93r.1-f93r.32	f93r.19:2	shol	f93r.19:1	tchor	LOCAL_LEFT		False		recorded
N	J	f93r|f93r.1-f93r.32	f93r.21:2	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	M	f93r|f93r.1-f93r.32	f93r.7:2	shol	f93r.7:1	shor	LOCAL_LEFT		False		recorded
N	M	f93r|f93r.1-f93r.32	f93r.19:2	shol	f93r.19:1	tchor	LOCAL_LEFT		False		recorded
N	M	f93r|f93r.1-f93r.32	f93r.21:2	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	B	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	False		recorded
U	B	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	B	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	f102v2.35:7	cheo	LOCAL_LEFT		False		recorded
U	B	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
U	B	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
U	B	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	False		recorded
U	J	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	False		recorded
U	J	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	J	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	f102v2.35:7	cheo	LOCAL_LEFT		True		recorded
U	J	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
U	J	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
U	J	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	False		recorded
U	M	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	False		recorded
U	M	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	M	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	f102v2.35:7	cheo	LOCAL_LEFT		True		recorded
U	M	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
U	M	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
U	M	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	False		recorded
A	B	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	False		recorded
A	B	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	B	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	f102v2.35:7	cheo	LOCAL_LEFT		False		recorded
A	B	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
A	B	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
A	B	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	False		recorded
A	J	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	False		recorded
A	J	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	J	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	f102v2.35:7	cheo	LOCAL_LEFT		True		recorded
A	J	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
A	J	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
A	J	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	False		recorded
A	M	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	False		recorded
A	M	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	M	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	f102v2.35:7	cheo	LOCAL_LEFT		True		recorded
A	M	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
A	M	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
A	M	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	False		recorded
N	B	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	False		recorded
N	B	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	B	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	f102v2.35:7	cheo	LOCAL_LEFT		False		recorded
N	B	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
N	B	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
N	B	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	False		recorded
N	J	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	False		recorded
N	J	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	J	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	f102v2.35:7	cheo	LOCAL_LEFT		True		recorded
N	J	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
N	J	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
N	J	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	False		recorded
N	M	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	False		recorded
N	M	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	M	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	f102v2.35:7	cheo	LOCAL_LEFT		True		recorded
N	M	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
N	M	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	False		recorded
N	M	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	False		recorded
U	B	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	J	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	M	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	B	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	J	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	M	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	B	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	J	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	M	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
