edition	model	paragraph	locus	raw	row_status
RF1b	A	f93r|f93r.1-f93r.32	f93r.20	ychockhy cthol osos	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.21	dol shol daiin shcthy	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.22	kchor cthy ch@221;tal daiin	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.23	oain okor shody teols	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.24	ychocthy chotey teeys	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.25	ysaiin chotar shody	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.26	ocheodaiin tchos sos	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.27	qokor cheo los ckheody	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.28	ychor odol chodaiin s	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.29	dain {ck}cho ctho cthos g	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.30	shodaiin qokcho cthol	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.31	ol chol cthol olchod	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.32	dol chokal schos	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.1	kodshol otolsheeos octhodaly opalefom oepchksheey qotodain s oar	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.2	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.3	dsho dal @152;alody ytchchy dam chody dal ol scho@152;chy qotchd	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.4	sol shotol qokcho @152;al shody chotol s otol ykchdg	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.5	ol chody cfhol dol qokol otodar chodain	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.6	tor otor s cho s chol sheoees	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.7	shor shol ody cheo@152;aiin s	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.8	lor sheeody chodaiin s odar	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.9	shodam okcheody cthockho'l	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.10	ychos chey keol cheol ckhody	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.11	okeol oteol s odal sheo al sal	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.12	qokor shey okcheor sheodom	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.13	shodaiin qotchy kchol s	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.14	ychey ckhos okcheod chs	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.15	ochol shodal dol cheodam	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.16	choshy qokor chckhs	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.17	tcheo l cho lche ctho@152;y	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.18	olkees {ch'}o@152;aiin shody	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.19	tchor shol s sheoky	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.20	ychockhy cthol osos	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.21	dol shol daiin shcthy	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.22	kchor cthy ch@221;tal daiin	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.23	oain okor shody teols	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.24	ychocthy chotey teeys	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.25	ysaiin chotar shody	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.26	ocheodaiin tchos sos	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.27	qokor cheo los ckheody	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.28	ychor odol chodaiin s	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.29	dain {ck}cho ctho cthos g	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.30	shodaiin qokcho cthol	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.31	ol chol cthol olchod	recorded
RF1b	N	f93r|f93r.1-f93r.32	f93r.32	dol chokal schos	recorded
RF1b	U	f99r|f99r.47-f99r.52	f99r.47	tolkeey ctheey	recorded
RF1b	U	f99r|f99r.47-f99r.52	f99r.48	@222;keol okeol o ckhey chol cheodal @221;keo r @221;lcheeg orar	recorded
RF1b	U	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keeo r okeey @152;aiin okeol s aiin olaiir oolsal	recorded
RF1b	U	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	U	f99r|f99r.47-f99r.52	f99r.51	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	recorded
RF1b	U	f99r|f99r.47-f99r.52	f99r.52	ychor ols @221;r agair@221;m	recorded
RF1b	A	f99r|f99r.47-f99r.52	f99r.47	tolkeey ctheey	recorded
RF1b	A	f99r|f99r.47-f99r.52	f99r.48	@222;keol okeol o ckhey chol cheodal @221;keo r @221;lcheeg orar	recorded
RF1b	A	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keeo r okeey @152;aiin okeol s aiin olaiir oolsal	recorded
RF1b	A	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	A	f99r|f99r.47-f99r.52	f99r.51	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	recorded
RF1b	A	f99r|f99r.47-f99r.52	f99r.52	ychor ols @221;r agair@221;m	recorded
RF1b	N	f99r|f99r.47-f99r.52	f99r.47	tolkeey ctheey	recorded
RF1b	N	f99r|f99r.47-f99r.52	f99r.48	@222;keol okeol o ckhey chol cheodal @221;keo r @221;lcheeg orar	recorded
RF1b	N	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keeo r okeey @152;aiin okeol s aiin olaiir oolsal	recorded
RF1b	N	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	N	f99r|f99r.47-f99r.52	f99r.51	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	recorded
RF1b	N	f99r|f99r.47-f99r.52	f99r.52	ychor ols @221;r agair@221;m	recorded
