gdt750_dispatch_id	gdt749_occurrence_id	target_surface	page	physical_folio	locus	token_ordinal	reader_exact	gdt748_discovery_position	outside_discovery_primary	gdt749_prior_axes	distance1_multi_reference_prior_axes	active_selected_ring	active_contributing_hosts	active_emitted_axes	active_conflicts	active_outside_card	radius2_discovery_selected_ring	radius2_discovery_axes	radius2_discovery_hosts	distance2_sensitivity_axes	distance2_sensitivity_hosts	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G750-D0408	G749-O0408	okeey	f108v	f108	f108v.52	10	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	saiin cheol qokeedy qokeedy chedy qokeey cheal llchey daiin okeey qokeey	OPEN	0	0
G750-D0409	G749-O0409	okedy	f108v	f108	f108v.7	2	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pchedaiin okedy otedal lkedeed okedar okeey qoteol lkedy otey raiin am	OPEN	0	0
G750-D0410	G749-O0410	okeey	f108v	f108	f108v.7	6	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pchedaiin okedy otedal lkedeed okedar okeey qoteol lkedy otey raiin am	OPEN	0	0
G750-D0411	G749-O0411	oty	f108v	f108	f108v.8	10	0	0	0	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ysheedy okeedy oteedy qokeedy okeedy okeedy chedal okar qoteedar oty	OPEN	0	0
G750-D0412	G749-O0412	cheky	f10v	f10	f10v.7	5	0	0	0	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokol chy ky chol cheky daiin dain chckhan	OPEN	0	0
G750-D0413	G749-O0413	oty	f111r	f111	f111r.10	12	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ykeedaiin shekain shedy qokear ochey reeey qokeey olaiiin chedy lkeeody oraiin oty	OPEN	0	0
G750-D0414	G749-O0414	sheey	f111r	f111	f111r.15	3	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sheeodar aiin sheey shey oteody oteedy chey daiin oteol otedar tar pchdam	OPEN	0	0
G750-D0415	G749-O0415	lkeey	f111r	f111	f111r.16	8	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dchedshey qokeedy okeodain shet sheota oteal tey lkeey sheedy shtar keedy	OPEN	0	0
G750-D0416	G749-O0416	qochey	f111r	f111	f111r.18	4	1	0	1	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched	OPEN	0	0
G750-D0417	G749-O0417	cheol	f111r	f111	f111r.18	10	0	0	0	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched	OPEN	0	0
G750-D0418	G749-O0418	cheky	f111r	f111	f111r.19	7	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	saiin okeeol qokeedy lchey lcheoekam oaiin cheky qokeeodar checthdy qoted l loty	OPEN	0	0
G750-D0419	G749-O0419	okeey	f111r	f111	f111r.2	3	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin sheeky okeey okeey qaal shedy okeey oteey shedy chcthy lcheol oteeam	OPEN	0	0
G750-D0420	G749-O0420	okeey	f111r	f111	f111r.2	4	0	0	0	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin sheeky okeey okeey qaal shedy okeey oteey shedy chcthy lcheol oteeam	OPEN	0	0
G750-D0421	G749-O0421	okeey	f111r	f111	f111r.2	7	0	0	0	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin sheeky okeey okeey qaal shedy okeey oteey shedy chcthy lcheol oteeam	OPEN	0	0
G750-D0422	G749-O0422	cheol	f111r	f111	f111r.20	6	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeey qokeey lchedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol l kai	OPEN	0	0
G750-D0423	G749-O0423	okeey	f111r	f111	f111r.20	10	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeey qokeey lchedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol l kai	OPEN	0	0
G750-D0424	G749-O0424	okeey	f111r	f111	f111r.22	13	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ssheo l keedy dal tched checkhey okey qo ain qo chedy qokeor okeey keo cthedy qokey	OPEN	0	0
G750-D0425	G749-O0425	qokedy	f111r	f111	f111r.23	6	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dshey sheeckhy qokeshey keeshody qokeey qokedy okain shekal okechedy qokechedy	OPEN	0	0
G750-D0426	G749-O0426	okeey	f111r	f111	f111r.24	6	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ainai	OPEN	0	0
G750-D0427	G749-O0427	lkeey	f111r	f111	f111r.27	8	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedyteedain olkal	OPEN	0	0
G750-D0428	G749-O0428	qokedy	f111r	f111	f111r.29	11	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	OPEN	0	0
G750-D0429	G749-O0429	okeey	f111r	f111	f111r.38	4	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dched daiin al okeey kechedy chcthedy chedain otedy qokeedy key l ltain	OPEN	0	0
G750-D0430	G749-O0430	qokedy	f111r	f111	f111r.4	7	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	saiin oteedy qokeey daiin okedal chedy qokedy l shedy chchy okeey lor ar am	OPEN	0	0
G750-D0431	G749-O0431	okeey	f111r	f111	f111r.4	11	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	saiin oteedy qokeey daiin okedal chedy qokedy l shedy chchy okeey lor ar am	OPEN	0	0
G750-D0432	G749-O0432	okedy	f111r	f111	f111r.41	6	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ycheey raiin cheody qokechy qokeey okedy lchedy qokeeal daiin otaral	OPEN	0	0
G750-D0433	G749-O0433	oty	f111r	f111	f111r.44	11	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pchedar oteeol lkeedain okeam sheo teolkedain shal keey lteeal cheal oty	OPEN	0	0
G750-D0434	G749-O0434	okeey	f111r	f111	f111r.45	7	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	oain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	OPEN	0	0
G750-D0435	G749-O0435	lkeey	f111r	f111	f111r.45	10	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	oain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	OPEN	0	0
G750-D0436	G749-O0436	lkeey	f111r	f111	f111r.45	11	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	oain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	OPEN	0	0
G750-D0437	G749-O0437	lkeey	f111r	f111	f111r.46	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	OPEN	0	0
G750-D0438	G749-O0438	sheey	f111r	f111	f111r.47	3	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sheedy qokeey sheey qoteedy qeear al chedy okeey chedy	OPEN	0	0
G750-D0439	G749-O0439	okeey	f111r	f111	f111r.47	8	0	0	0	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sheedy qokeey sheey qoteedy qeear al chedy okeey chedy	OPEN	0	0
G750-D0440	G749-O0440	okeey	f111r	f111	f111r.49	7	0	0	0	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dcheey keeey qockhey qokeey lchedy keeor okeey lkeedy lkeey qokaiin ol	OPEN	0	0
G750-D0441	G749-O0441	lkeey	f111r	f111	f111r.49	9	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dcheey keeey qockhey qokeey lchedy keeor okeey lkeedy lkeey qokaiin ol	OPEN	0	0
G750-D0442	G749-O0442	qokaiin	f111r	f111	f111r.49	10	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dcheey keeey qockhey qokeey lchedy keeor okeey lkeedy lkeey qokaiin ol	OPEN	0	0
G750-D0443	G749-O0443	okeey	f111r	f111	f111r.50	1	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	okeey l chedy cheekain qokeeokain chckhy cheal keel qokain chckhal lkal	OPEN	0	0
G750-D0444	G749-O0444	qokaiin	f111r	f111	f111r.52	4	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dair al qokeey qokaiin sheal qokeain shckhy sain chckhy char aiin alom	OPEN	0	0
G750-D0445	G749-O0445	qokaiin	f111r	f111	f111r.53	8	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	yshe aiin okshdy shkeey kain chaiin alolshey qokaiin chcthydain	OPEN	0	0
G750-D0446	G749-O0446	okal	f111r	f111	f111r.54	6	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tair chckhaiin dair qokal otain okal	OPEN	0	0
G750-D0447	G749-O0447	chdy	f111r	f111	f111r.6	10	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dain shedy qoky chedy qok shed olchedy qokeedy teedy chdy keedy qotchedy dary	OPEN	0	0
G750-D0448	G749-O0448	qokedy	f111r	f111	f111r.8	7	0	1	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin o chedain daiin cheedy qokeey qokedy chy otshedy lkeeol lkeey qotchdy	OPEN	0	0
G750-D0449	G749-O0449	lkeey	f111r	f111	f111r.8	11	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin o chedain daiin cheedy qokeey qokedy chy otshedy lkeeol lkeey qotchdy	OPEN	0	0
G750-D0450	G749-O0450	qokaiin	f111v	f111	f111v.12	5	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qear ain shey okeeey qokaiin checkhy sho lchal sheey shckhey kshartar	OPEN	0	0
G750-D0451	G749-O0451	sheey	f111v	f111	f111v.12	9	0	0	0	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qear ain shey okeeey qokaiin checkhy sho lchal sheey shckhey kshartar	OPEN	0	0
G750-D0452	G749-O0452	cheol	f111v	f111	f111v.13	4	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sheaiin okaiin shckhy cheol kedy chetar okaiin shal lchdal tedy tar amd	OPEN	0	0
G750-D0453	G749-O0453	qokaiin	f111v	f111	f111v.15	5	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sar shey l otain qokaiin al kain chedy otal lchedy qokain chtal otain l s	OPEN	0	0
G750-D0454	G749-O0454	sheey	f111v	f111	f111v.17	4	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain	OPEN	0	0
G750-D0455	G749-O0455	qokaiin	f111v	f111	f111v.19	1	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin	OPEN	0	0
G750-D0456	G749-O0456	qokaiin	f111v	f111	f111v.19	11	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin	OPEN	0	0
G750-D0457	G749-O0457	cheol	f111v	f111	f111v.2	2	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sheekeey cheol keedy qokair shecthy qokeol okechedy qokedy qopchedy qokedam chy	OPEN	0	0
G750-D0458	G749-O0458	qokedy	f111v	f111	f111v.2	8	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sheekeey cheol keedy qokair shecthy qokeol okechedy qokedy qopchedy qokedam chy	OPEN	0	0
G750-D0459	G749-O0459	cheey	f111v	f111	f111v.21	7	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	OPEN	0	0
G750-D0460	G749-O0460	lkeey	f111v	f111	f111v.21	8	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	OPEN	0	0
G750-D0461	G749-O0461	qokaiin	f111v	f111	f111v.23	1	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokaiin sheckhy qokar chalkain chckhedy lcheol okaiin qokain cheol daiin lam	OPEN	0	0
G750-D0462	G749-O0462	cheol	f111v	f111	f111v.23	9	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokaiin sheckhy qokar chalkain chckhedy lcheol okaiin qokain cheol daiin lam	OPEN	0	0
G750-D0463	G749-O0463	sheey	f111v	f111	f111v.27	2	1	0	1	END_STAGE	MOIST|END_STAGE	1	1:tsheey:COLD|MOIST|END_STAGE:d1	MOIST|END_STAGE	NONE	1	1	MOIST|END_STAGE	1:tsheey:COLD|MOIST|END_STAGE:d1	MOIST|END_STAGE	1:tsheey:COLD|MOIST|END_STAGE:d1	ol sheey tsheey alkar sheey otain ches shy qokl chey qoklcheor ldar llo	OPEN	0	0
G750-D0464	G749-O0464	sheey	f111v	f111	f111v.27	5	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	2	MOIST|END_STAGE	-2:tsheey:COLD|MOIST|END_STAGE:d1	NONE	NONE	ol sheey tsheey alkar sheey otain ches shy qokl chey qoklcheor ldar llo	OPEN	0	0
G750-D0465	G749-O0465	cheey	f111v	f111	f111v.32	12	0	0	0	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tar chey tain chkar alkar chey qol chedy okain chey l cheey charan	OPEN	0	0
G750-D0466	G749-O0466	lkeey	f111v	f111	f111v.38	11	1	1	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ycheey o aiin checkhey otain qotl chear chedy qokeey okeedy lkeey	OPEN	0	0
G750-D0467	G749-O0467	lkeey	f111v	f111	f111v.39	7	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy	OPEN	0	0
G750-D0468	G749-O0468	okedy	f111v	f111	f111v.4	10	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin chey chokedair air alo lshedy qotedy qokedar oteedy okedy chedy lkam	OPEN	0	0
G750-D0469	G749-O0469	lkeey	f111v	f111	f111v.41	5	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	oteey l chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal	OPEN	0	0
G750-D0470	G749-O0470	okedy	f111v	f111	f111v.41	7	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	oteey l chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal	OPEN	0	0
G750-D0471	G749-O0471	lkeey	f111v	f111	f111v.46	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sol chey lkeey rolkeey chckhy okeeey lchedy lkeain checthy qotainaly	OPEN	0	0
G750-D0472	G749-O0472	cheey	f111v	f111	f111v.47	2	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sain cheey qokeey cheytain olain ykeeedy chekain chckhey lchar	OPEN	0	0
G750-D0473	G749-O0473	cheey	f111v	f111	f111v.48	2	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	psalar cheey qekal cheykaiin tain chal al skaiin okchedy opchdal opchy	OPEN	0	0
G750-D0474	G749-O0474	cheey	f111v	f111	f111v.49	2	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	soiry cheey chkain chal lor sheey qokain okain chey qokain o keey	OPEN	0	0
G750-D0475	G749-O0475	sheey	f111v	f111	f111v.49	6	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	soiry cheey chkain chal lor sheey qokain okain chey qokain o keey	OPEN	0	0
G750-D0476	G749-O0476	qokedy	f111v	f111	f111v.5	5	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	2	NONE	NONE	NONE	NONE	qokeed o aiin otedy qokedy chedy qokeey qokeedy qokeol shedy qotedal lol	OPEN	0	0
G750-D0477	G749-O0477	okal	f111v	f111	f111v.51	5	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sain cheal chckhy okain okal aiin choty chckhy	OPEN	0	0
G750-D0478	G749-O0478	lkeey	f111v	f111	f111v.6	6	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	HOT|END_STAGE	-1:qokeey:HOT|END_STAGE:d2	okeeo okchor oteedy cheal qokeey lkeey chol l kaiin oteedaiin as alkeedym	OPEN	0	0
G750-D0479	G749-O0479	qokaiin	f111v	f111	f111v.7	2	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeechey qokaiin oteaiin fcheeo l kain okeey l lcheedy otal kain chedain al	OPEN	0	0
G750-D0480	G749-O0480	okeey	f111v	f111	f111v.7	7	0	0	0	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeechey qokaiin oteaiin fcheeo l kain okeey l lcheedy otal kain chedain al	OPEN	0	0
G750-D0481	G749-O0481	cheol	f111v	f111	f111v.8	3	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am	OPEN	0	0
G750-D0482	G749-O0482	okeey	f111v	f111	f111v.9	8	1	1	0	HOT	HOT|END_STAGE	1	1:qokeey:HOT|END_STAGE:d1	HOT|END_STAGE	NONE	0	1	HOT|END_STAGE	1:qokeey:HOT|END_STAGE:d1	HOT|END_STAGE	1:qokeey:HOT|END_STAGE:d1	lshey shedal okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	OPEN	0	0
G750-D0483	G749-O0483	qokedy	f112r	f112	f112r.11	7	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tchedy qoteey qeol qokeey otey qokeey qokedy chotyr	OPEN	0	0
G750-D0484	G749-O0484	chdy	f112r	f112	f112r.12	4	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dchedy qo otchedy chdy qokeey qotain oteedy oteey ror	OPEN	0	0
G750-D0485	G749-O0485	chdy	f112r	f112	f112r.13	3	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy	OPEN	0	0
G750-D0486	G749-O0486	okeey	f112r	f112	f112r.13	6	1	0	1	HOT	HOT|END_STAGE	1	-1:qokeey:HOT|END_STAGE:d1	HOT|END_STAGE	NONE	1	1	HOT|END_STAGE	-1:qokeey:HOT|END_STAGE:d1	HOT|END_STAGE	-1:qokeey:HOT|END_STAGE:d1	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy	OPEN	0	0
G750-D0487	G749-O0487	okedy	f112r	f112	f112r.15	6	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	poar alchar octhy otedy qokeedy okedy pchedy opamdy	OPEN	0	0
G750-D0488	G749-O0488	cheey	f112r	f112	f112r.17	4	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qoeeear she olkeear cheey qor cheo ral cheey qokey teey am	OPEN	0	0
G750-D0489	G749-O0489	cheey	f112r	f112	f112r.17	8	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qoeeear she olkeear cheey qor cheo ral cheey qokey teey am	OPEN	0	0
G750-D0490	G749-O0490	okal	f112r	f112	f112r.18	7	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	saiin al key chey dalchd aiin okal chody chedy cham	OPEN	0	0
G750-D0491	G749-O0491	cheol	f112r	f112	f112r.20	4	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	OPEN	0	0
G750-D0492	G749-O0492	chdy	f112r	f112	f112r.23	7	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qoain qoiin olcheedy dairiy teedy qopol chdy oteor octhdy otychey	OPEN	0	0
G750-D0493	G749-O0493	lkeey	f112r	f112	f112r.24	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	cheeteey qokeeey lkeey okeedykey lkedy qokedy otedy otedy lo	OPEN	0	0
G750-D0494	G749-O0494	qokedy	f112r	f112	f112r.24	6	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	cheeteey qokeeey lkeey okeedykey lkedy qokedy otedy otedy lo	OPEN	0	0
G750-D0495	G749-O0495	cheey	f112r	f112	f112r.3	3	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	or chedar cheey oteedy oteedy otaiin oty odys	OPEN	0	0
G750-D0496	G749-O0496	oty	f112r	f112	f112r.3	7	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	or chedar cheey oteedy oteedy otaiin oty odys	OPEN	0	0
G750-D0497	G749-O0497	qokedy	f112r	f112	f112r.30	8	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tar ar cheokey okeody chol ol chedy qokedy cheom	OPEN	0	0
G750-D0498	G749-O0498	okeey	f112r	f112	f112r.35	7	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy	OPEN	0	0
G750-D0499	G749-O0499	okeey	f112r	f112	f112r.36	5	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sain ol checkhy olchain okeey olam	OPEN	0	0
G750-D0500	G749-O0500	okedy	f112r	f112	f112r.37	4	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pam okaiin olkedy okedy okeey okeedy keedar otear shkear qoky	OPEN	0	0
G750-D0501	G749-O0501	okeey	f112r	f112	f112r.37	5	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pam okaiin olkedy okedy okeey okeedy keedar otear shkear qoky	OPEN	0	0
G750-D0502	G749-O0502	okal	f112r	f112	f112r.38	8	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sar ain olkeear okeody qokiin oteedy qokey okal okedy	OPEN	0	0
G750-D0503	G749-O0503	okedy	f112r	f112	f112r.38	9	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sar ain olkeear okeody qokiin oteedy qokey okal okedy	OPEN	0	0
G750-D0504	G749-O0504	okal	f112r	f112	f112r.40	2	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sain okal lkeedy okar okchedy qokal keedy chkey oty oral	OPEN	0	0
G750-D0505	G749-O0505	oty	f112r	f112	f112r.40	9	0	0	0	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sain okal lkeedy okar okchedy qokal keedy chkey oty oral	OPEN	0	0
G750-D0506	G749-O0506	cheey	f112r	f112	f112r.41	3	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	yshesy alain cheey okchey qokchy okchaiin ykeeor okeey ory	OPEN	0	0
G750-D0507	G749-O0507	okeey	f112r	f112	f112r.41	8	0	0	0	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	yshesy alain cheey okchey qokchy okchaiin ykeeor okeey ory	OPEN	0	0
