visible_unit_serial	register	page	locus	record_or_diagram	position	surface	exact_identity	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_lineage
210	PROSE_BIOLOGICAL	f82r	f82r.23	B2	F060:E44	lchedy	de7321bface5628e35d6	OPAQUE_EXACT_CARD+TERMINAL	ABLASSEN?	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	filtern und ablassen [lokaler B2-Musterbogenschritt 44/62; keine Kartenbedeutung]	MEANING_UNCONFIRMED;BIO_LOCAL_ONLY_CLOSE_CONFOUNDED;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
211	PROSE_BIOLOGICAL	f82r	f82r.23	B2	F061:E45	lar	29e0eb222ef2fb99523a	LINK_ACTIVE_STATE	UNKNOWN	schließe den unteren Ablauf	filtern und ablassen [lokaler B2-Musterbogenschritt 45/62; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
212	PROSE_BIOLOGICAL	f82r	f82r.26	B2	F062:E46	tshey	d4a31dbcf1ed6d9e5aa9	OPAQUE_EXACT_CARD	UNKNOWN	beginne die Spülung	filtern und ablassen [lokaler B2-Musterbogenschritt 46/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
213	PROSE_BIOLOGICAL	f82r	f82r.26	B2	F062:E47	qokeedy	7d25241b0e56c836372a	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	filtern und ablassen [lokaler B2-Musterbogenschritt 47/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
214	PROSE_BIOLOGICAL	f82r	f82r.26	B2	F063:E48	cheal	dd0ecaf5e27d81befffc	OPAQUE_EXACT_CARD	AN?	An die bezeichnete Zielstelle führen	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 48/62; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
215	PROSE_BIOLOGICAL	f82r	f82r.26	B2	F063:E49	lchedar	0f15effeca7ab10bb026	OPAQUE_EXACT_CARD	UNKNOWN	kühles Wasser	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 49/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
216	PROSE_BIOLOGICAL	f82r	f82r.26	B2	F063:E50	ches	db729b598e89e11452e0	OPAQUE_EXACT_CARD	UNKNOWN	zu gleichen Anteilen	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 50/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
217	PROSE_BIOLOGICAL	f82r	f82r.26	B2	F063:E51	aiin	2f1c5e56e8f0ff459065	OPAQUE_EXACT_CARD	MASS?	Ein vorgeschriebenes Maß	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 51/62; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
218	PROSE_BIOLOGICAL	f82r	f82r.26	B2	F063:E52	oteey	5d5e0b288cf36864ed9d	FRAME_OT	UNKNOWN	das bereitete Öl	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 52/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
219	PROSE_BIOLOGICAL	f82r	f82r.26	B2	F063:E53	qokaiin	b5fcea1eaed06b2f2291	SET_STANDARD_SLOT	UNKNOWN	beginne den nächsten abgemessenen Posten	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 53/62; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
220	PROSE_BIOLOGICAL	f82r	f82r.26	B2	F063:E54	okey	08bd5ca0c2ad137a056d	OPAQUE_EXACT_CARD	UNKNOWN	warmes Wasser	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 54/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
221	PROSE_BIOLOGICAL	f82r	f82r.27	B2	F064:E55	pchedy	65df3cd9e59060042d47	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	ziehe es ab und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 55/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
222	PROSE_BIOLOGICAL	f82r	f82r.27	B2	F065:E56	rsheal	98bdc4244c84cbef3321	OPAQUE_EXACT_CARD	UNKNOWN	gieße das erwärmte Wasser ein	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 56/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
223	PROSE_BIOLOGICAL	f82r	f82r.27	B2	F065:E57	daldy	78b3b3140714da19090d	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	wiederhole es an der zweiten Öffnung und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 57/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
224	PROSE_BIOLOGICAL	f82r	f82r.27	B2	F066:E58	qokeedy	7d25241b0e56c836372a	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 58/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
225	PROSE_BIOLOGICAL	f82r	f82r.27	B2	F067:E59	rshedy	7f68f60279efe6b28cd7	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	trinke den angegebenen Anteil und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 59/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
226	PROSE_BIOLOGICAL	f82r	f82r.27	B2	F068:E60	qoteedy	ff178343c18e287ce3b7	FRAME_OT+TERMINAL	UNKNOWN	binde es auf die Stelle und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 60/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
227	PROSE_BIOLOGICAL	f82r	f82r.27	B2	F069:E61	qokeedy	7d25241b0e56c836372a	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 61/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
228	PROSE_BIOLOGICAL	f82r	f82r.27	B2	F070:E62	lochedy	f2af6326898fb5b490a4	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	mische zu gleichen Teilen und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 62/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
229	PROSE_BIOLOGICAL	f83r	f83r.3	B3	F071:E1	olkeedy	3b70942557b3a40e8030	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	lasse die Flüssigkeit sich setzen und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 1/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
230	PROSE_BIOLOGICAL	f83r	f83r.3	B3	F072:E2	qotal	90bcf0a9ec0ef56399e6	MARK_OPAQUE_REFERENCE	UNKNOWN	zum unteren Ablauf hin	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 2/86; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
231	PROSE_BIOLOGICAL	f83r	f83r.3	B3	F072:E3	chkeedy	a84fbe3ad380df345b97	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	tauche vollständig ein und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 3/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
232	PROSE_BIOLOGICAL	f83r	f83r.3	B3	F073:E4	chey	b921a237be883a820352	OPAQUE_EXACT_CARD	UNKNOWN	Diese aktive Portion	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 4/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
233	PROSE_BIOLOGICAL	f83r	f83r.3	B3	F073:E5	daiin	2f1c5e56e8f0ff459065	OPAQUE_EXACT_CARD	MASS?	Ein vorgeschriebenes Maß	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 5/86; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
234	PROSE_BIOLOGICAL	f83r	f83r.3	B3	F073:E6	chey	b921a237be883a820352	OPAQUE_EXACT_CARD	UNKNOWN	Diese aktive Portion	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 6/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
235	PROSE_BIOLOGICAL	f83r	f83r.3	B3	F073:E7	lchedy	de7321bface5628e35d6	OPAQUE_EXACT_CARD+TERMINAL	ABLASSEN?	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 7/86; keine Kartenbedeutung]	MEANING_UNCONFIRMED;BIO_LOCAL_ONLY_CLOSE_CONFOUNDED;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
236	PROSE_BIOLOGICAL	f83r	f83r.3	B3	F074:E8	qokaiin	b5fcea1eaed06b2f2291	SET_STANDARD_SLOT	UNKNOWN	beginne den nächsten abgemessenen Posten	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 8/86; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
237	PROSE_BIOLOGICAL	f83r	f83r.3	B3	F074:E9	qotal	90bcf0a9ec0ef56399e6	MARK_OPAQUE_REFERENCE	UNKNOWN	zum unteren Ablauf hin	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 9/86; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
238	PROSE_BIOLOGICAL	f83r	f83r.3	B3	F074:E10	dar	4d4559019a961b834aa1	OPAQUE_EXACT_CARD	UNKNOWN	Daraus, aus demselben Ansatz	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 10/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
239	PROSE_BIOLOGICAL	f83r	f83r.6	B3	F075:E11	schedy	259b2b3b0bf859882e2c	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 11/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
240	PROSE_BIOLOGICAL	f83r	f83r.6	B3	F076:E12	chedchy	5e8441397e7c0faf042b	OPAQUE_EXACT_CARD	UNKNOWN	gieße das erwärmte Wasser ein	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 12/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
241	PROSE_BIOLOGICAL	f83r	f83r.6	B3	F076:E13	qokal	308e8ea2d5d190c498e8	SET_LOCAL_RELATION_SLOT	UNKNOWN	mische beide Anteile zusammen	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 13/86; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
242	PROSE_BIOLOGICAL	f83r	f83r.6	B3	F076:E14	olchedy	28ffbc88b97772a75f1e	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 14/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
243	PROSE_BIOLOGICAL	f83r	f83r.6	B3	F077:E15	qokaiin	b5fcea1eaed06b2f2291	SET_STANDARD_SLOT	UNKNOWN	beginne den nächsten abgemessenen Posten	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 15/86; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
244	PROSE_BIOLOGICAL	f83r	f83r.6	B3	F077:E16	chedy	6f7ff8287eddf4da9fdb	OPAQUE_EXACT_CARD	UNKNOWN	rühre, bis alles gleichmäßig vermischt ist	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 16/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
245	PROSE_BIOLOGICAL	f83r	f83r.6	B3	F077:E17	qokeedy	7d25241b0e56c836372a	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 17/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
246	PROSE_BIOLOGICAL	f83r	f83r.6	B3	F078:E18	lchedy	de7321bface5628e35d6	OPAQUE_EXACT_CARD+TERMINAL	ABLASSEN?	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 18/86; keine Kartenbedeutung]	MEANING_UNCONFIRMED;BIO_LOCAL_ONLY_CLOSE_CONFOUNDED;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
247	PROSE_BIOLOGICAL	f83r	f83r.6	B3	F079:E19	qoky	276a7c2d74d1143446f4	OPAQUE_EXACT_CARD	VERWENDEN?	Die aktive Portion verwenden	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 19/86; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
248	PROSE_BIOLOGICAL	f83r	f83r.8	B3	F080:E20	pchedal	ba540da978ea132f6da5	OPAQUE_EXACT_CARD	UNKNOWN	fülle danach das Gefäß	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 20/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
249	PROSE_BIOLOGICAL	f83r	f83r.8	B3	F080:E21	otedy	c45ebac60774620561e2	FRAME_OT+TERMINAL	UNKNOWN	lasse es bis zur Klarheit ziehen und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 21/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
250	PROSE_BIOLOGICAL	f83r	f83r.8	B3	F081:E22	shecthedchy	348e81ba084c5acdb32b	OPAQUE_EXACT_CARD	UNKNOWN	wende es an der markierten Stelle an	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 22/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
251	PROSE_BIOLOGICAL	f83r	f83r.8	B3	F081:E23	qoky	276a7c2d74d1143446f4	OPAQUE_EXACT_CARD	VERWENDEN?	Die aktive Portion verwenden	durch Stationen führen [lokaler B3-Musterbogenschritt 23/86; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
252	PROSE_BIOLOGICAL	f83r	f83r.8	B3	F081:E24	chedy	6f7ff8287eddf4da9fdb	OPAQUE_EXACT_CARD	UNKNOWN	rühre, bis alles gleichmäßig vermischt ist	durch Stationen führen [lokaler B3-Musterbogenschritt 24/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
253	PROSE_BIOLOGICAL	f83r	f83r.8	B3	F081:E25	chary	0bdc8b6db811b4e67a63	OPAQUE_EXACT_CARD	UNKNOWN	und lasse es abkühlen	durch Stationen führen [lokaler B3-Musterbogenschritt 25/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
254	PROSE_BIOLOGICAL	f83r	f83r.11	B3	F082:E26	sor	7a4bb8136330ee4e6e56	OPAQUE_EXACT_CARD	BEREITUNG?	Die bereitete Arbeitsflüssigkeit	durch Stationen führen [lokaler B3-Musterbogenschritt 26/86; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
255	PROSE_BIOLOGICAL	f83r	f83r.11	B3	F082:E27	shedy	bc4f1f5c006c74a4d26d	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	lasse es bis zur Bereitschaft stehen und beende den Schritt	durch Stationen führen [lokaler B3-Musterbogenschritt 27/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
256	PROSE_BIOLOGICAL	f83r	f83r.11	B3	F083:E28	qokaiin	b5fcea1eaed06b2f2291	SET_STANDARD_SLOT	UNKNOWN	beginne den nächsten abgemessenen Posten	durch Stationen führen [lokaler B3-Musterbogenschritt 28/86; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
257	PROSE_BIOLOGICAL	f83r	f83r.11	B3	F083:E29	chkain	9da1b6ac2c929daea697	OPAQUE_EXACT_CARD	UNKNOWN	ein abgemessener Anteil	durch Stationen führen [lokaler B3-Musterbogenschritt 29/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
258	PROSE_BIOLOGICAL	f83r	f83r.11	B3	F083:E30	shcthey	6b89d6dd70635bc60fe0	OPAQUE_EXACT_CARD	UNKNOWN	unter derselben Einstellung	durch Stationen führen [lokaler B3-Musterbogenschritt 30/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
259	PROSE_BIOLOGICAL	f83r	f83r.11	B3	F083:E31	qokedy	7db18b2f0fb7ed0fcfd3	OPAQUE_EXACT_CARD+TERMINAL	SPÜLEN?	spüle die bezeichnete Stelle einmal und beende den Schritt	durch Stationen führen [lokaler B3-Musterbogenschritt 31/86; keine Kartenbedeutung]	MEANING_UNCONFIRMED;BIO_LOCAL_ONLY_CLOSE_CONFOUNDED;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
260	PROSE_BIOLOGICAL	f83r	f83r.11	B3	F084:E32	okair	7d2404c835b10a2c06af	SET_OPAQUE_SLOT	UNKNOWN	öffne danach den oberen Lauf	durch Stationen führen [lokaler B3-Musterbogenschritt 32/86; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
261	PROSE_BIOLOGICAL	f83r	f83r.11	B3	F084:E33	sheedy	03626ca94cb17800d767	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	wasche einmal und beende den Schritt	durch Stationen führen [lokaler B3-Musterbogenschritt 33/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
262	PROSE_BIOLOGICAL	f83r	f83r.11	B3	F085:E34	lchedy	de7321bface5628e35d6	OPAQUE_EXACT_CARD+TERMINAL	ABLASSEN?	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	durch Stationen führen [lokaler B3-Musterbogenschritt 34/86; keine Kartenbedeutung]	MEANING_UNCONFIRMED;BIO_LOCAL_ONLY_CLOSE_CONFOUNDED;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
263	PROSE_BIOLOGICAL	f83r	f83r.11	B3	F086:E35	lo	2b7fa918d1b2f5c656e3	OPAQUE_EXACT_CARD	UNKNOWN	schließe den unteren Ablauf	durch Stationen führen [lokaler B3-Musterbogenschritt 35/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
264	PROSE_BIOLOGICAL	f83r	f83r.14	B3	F087:E36	qokchedy	07913ef9b1fb773cd325	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	lasse es abkühlen und beende den Schritt	durch Stationen führen [lokaler B3-Musterbogenschritt 36/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
265	PROSE_BIOLOGICAL	f83r	f83r.14	B3	F088:E37	qokeedy	7d25241b0e56c836372a	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	durch Stationen führen [lokaler B3-Musterbogenschritt 37/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
