astro_serial	page	locus	diagram_id	group_index_in_locus	surface	astro_token_id	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_class	confidence	source_lineage
49	f67r2	f67r2.19	A1	3	ar	ASTRO_f67r2_019_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the favourable condition	Arbeitsalmanach-Auswahl: the favourable condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
50	f67r2	f67r2.19	A1	4	amy	ASTRO_f67r2_019_04	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the adverse condition	Arbeitsalmanach-Auswahl: the adverse condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
51	f67r2	f67r2.20	A1	1	chocfhy	ASTRO_f67r2_020_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	then proceed	Arbeitsalmanach-Auswahl: then proceed	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
52	f67r2	f67r2.20	A1	2	saral	ASTRO_f67r2_020_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the favourable condition	Arbeitsalmanach-Auswahl: the favourable condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
53	f67r2	f67r2.21	A1	1	sain	ASTRO_f67r2_021_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the favourable condition	Arbeitsalmanach-Auswahl: the favourable condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
54	f67r2	f67r2.21	A1	2	am	ASTRO_f67r2_021_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the adverse condition	Arbeitsalmanach-Auswahl: the adverse condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
55	f67r2	f67r2.21	A1	3	ar	ASTRO_f67r2_021_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	as written above	Arbeitsalmanach-Auswahl: as written above	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
56	f67r2	f67r2.22	A1	1	okal	ASTRO_f67r2_022_01	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 2: Jupiter	Arbeitsalmanach-Auswahl: sevenfold governor 2: Jupiter	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SEVENFOLD_GOVERNOR	.29	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
57	f67r2	f67r2.23	A1	1	oparchy	ASTRO_f67r2_023_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	as written above	Arbeitsalmanach-Auswahl: as written above	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
58	f67r2	f67r2.23	A1	2	salsain	ASTRO_f67r2_023_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	choose	Arbeitsalmanach-Auswahl: choose	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
59	f67r2	f67r2.24	A1	1	sodar	ASTRO_f67r2_024_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	choose	Arbeitsalmanach-Auswahl: choose	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
60	f67r2	f67r2.24	A1	2	ofar	ASTRO_f67r2_024_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the governing influence	Arbeitsalmanach-Auswahl: the governing influence	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
61	f67r2	f67r2.24	A1	3	ar	ASTRO_f67r2_024_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	for this division	Arbeitsalmanach-Auswahl: for this division	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
62	f67r2	f67r2.25	A1	1	ydam	ASTRO_f67r2_025_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the governing influence	Arbeitsalmanach-Auswahl: the governing influence	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
63	f67r2	f67r2.26	A1	1	yteoor	ASTRO_f67r2_026_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	for this division	Arbeitsalmanach-Auswahl: for this division	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
64	f67r2	f67r2.26	A1	2	yto	ASTRO_f67r2_026_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon enters	Arbeitsalmanach-Auswahl: when the calendar cycle enters	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
65	f67r2	f67r2.26	A1	3	ykor	ASTRO_f67r2_026_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	use the indicated remedy	Arbeitsalmanach-Auswahl: use the indicated work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
66	f67r2	f67r2.27	A1	1	okeo	ASTRO_f67r2_027_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon enters	Arbeitsalmanach-Auswahl: when the calendar cycle enters	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
67	f67r2	f67r2.27	A1	2	r	ASTRO_f67r2_027_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	use the indicated remedy	Arbeitsalmanach-Auswahl: use the indicated work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
68	f67r2	f67r2.27	A1	3	aiin	ASTRO_f67r2_027_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	avoid bleeding	Arbeitsalmanach-Auswahl: avoid bleeding	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
69	f67r2	f67r2.27	A1	4	am	ASTRO_f67r2_027_04	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour washing	Arbeitsalmanach-Auswahl: favour washing	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
70	f67r2	f67r2.28	A1	1	okain	ASTRO_f67r2_028_01	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 3: Mars	Arbeitsalmanach-Auswahl: sevenfold governor 3: Mars	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SEVENFOLD_GOVERNOR	.29	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
71	f67r2	f67r2.28	A1	2	am	ASTRO_f67r2_028_02	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 3: Mars	Arbeitsalmanach-Auswahl: sevenfold governor 3: Mars	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SEVENFOLD_GOVERNOR	.29	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
72	f67r2	f67r2.29	A1	1	ytody	ASTRO_f67r2_029_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	avoid bleeding	Arbeitsalmanach-Auswahl: avoid bleeding	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
73	f67r2	f67r2.29	A1	2	saiin	ASTRO_f67r2_029_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour washing	Arbeitsalmanach-Auswahl: favour washing	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
74	f67r2	f67r2.30	A1	1	ochol	ASTRO_f67r2_030_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour washing	Arbeitsalmanach-Auswahl: favour washing	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
75	f67r2	f67r2.30	A1	2	olol	ASTRO_f67r2_030_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour purging	Arbeitsalmanach-Auswahl: favour purging	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
76	f67r2	f67r2.31	A1	1	opcholdy	ASTRO_f67r2_031_01	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 4: Sun	Arbeitsalmanach-Auswahl: sevenfold governor 4: Sun	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SEVENFOLD_GOVERNOR	.29	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
77	f67r2	f67r2.32	A1	1	dosar	ASTRO_f67r2_032_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply while warm	Arbeitsalmanach-Auswahl: apply while warm	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
78	f67r2	f67r2.32	A1	2	odas	ASTRO_f67r2_032_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	wait until the next station	Arbeitsalmanach-Auswahl: wait until the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
79	f67r2	f67r2.32	A1	3	air	ASTRO_f67r2_032_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	with the usual measure	Arbeitsalmanach-Auswahl: with the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
80	f67r2	f67r2.32	A1	4	alaiin	ASTRO_f67r2_032_04	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	under the same governor	Arbeitsalmanach-Auswahl: under the same governor	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
81	f67r2	f67r2.33	A1	1	dokan	ASTRO_f67r2_033_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	wait until the next station	Arbeitsalmanach-Auswahl: wait until the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
82	f67r2	f67r2.33	A1	2	oear	ASTRO_f67r2_033_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	with the usual measure	Arbeitsalmanach-Auswahl: with the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
83	f67r2	f67r2.33	A1	3	odal	ASTRO_f67r2_033_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	under the same governor	Arbeitsalmanach-Auswahl: under the same governor	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
84	f67r2	f67r2.34	A1	1	ofar	ASTRO_f67r2_034_01	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 5: Venus	Arbeitsalmanach-Auswahl: sevenfold governor 5: Venus	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SEVENFOLD_GOVERNOR	.29	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
85	f67r2	f67r2.34	A1	2	oeoldan	ASTRO_f67r2_034_02	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 5: Venus	Arbeitsalmanach-Auswahl: sevenfold governor 5: Venus	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SEVENFOLD_GOVERNOR	.29	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
86	f67r2	f67r2.35	A1	1	chol	ASTRO_f67r2_035_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	under the same governor	Arbeitsalmanach-Auswahl: under the same governor	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
87	f67r2	f67r2.35	A1	2	giin	ASTRO_f67r2_035_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	at night	Arbeitsalmanach-Auswahl: at night	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
88	f67r2	f67r2.35	A1	3	okol	ASTRO_f67r2_035_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	in the morning	Arbeitsalmanach-Auswahl: in the morning	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
89	f67r2	f67r2.36	A1	1	ytor	ASTRO_f67r2_036_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	at night	Arbeitsalmanach-Auswahl: at night	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
90	f67r2	f67r2.36	A1	2	daiin	ASTRO_f67r2_036_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	in the morning	Arbeitsalmanach-Auswahl: in the morning	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
91	f67r2	f67r2.36	A1	3	or	ASTRO_f67r2_036_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	for the sick person	Arbeitsalmanach-Auswahl: for the sick person	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
92	f67r2	f67r2.37	A1	1	ytoaiin	ASTRO_f67r2_037_01	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 6: Mercury	Arbeitsalmanach-Auswahl: sevenfold governor 6: Mercury	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SEVENFOLD_GOVERNOR	.29	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
93	f67r2	f67r2.38	A1	1	otoldos	ASTRO_f67r2_038_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	for the sick person	Arbeitsalmanach-Auswahl: for the sick person	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
94	f67r2	f67r2.38	A1	2	octhole	ASTRO_f67r2_038_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	at the affected place	Arbeitsalmanach-Auswahl: at the marked worksite	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
95	f67r2	f67r2.39	A1	1	sor	ASTRO_f67r2_039_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	at the affected place	Arbeitsalmanach-Auswahl: at the marked worksite	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
96	f67r2	f67r2.39	A1	2	chedaiin	ASTRO_f67r2_039_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat once	Arbeitsalmanach-Auswahl: repeat once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
97	f67r2	f67r2.39	A1	3	dy	ASTRO_f67r2_039_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	do not overheat	Arbeitsalmanach-Auswahl: do not overheat	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
98	f67r2	f67r2.40	A1	1	yteos	ASTRO_f67r2_040_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat once	Arbeitsalmanach-Auswahl: repeat once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
99	f67r2	f67r2.40	A1	2	oiin	ASTRO_f67r2_040_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	do not overheat	Arbeitsalmanach-Auswahl: do not overheat	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
100	f67r2	f67r2.40	A1	3	og	ASTRO_f67r2_040_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	let it settle	Arbeitsalmanach-Auswahl: let it settle	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
